,Kaytee Valiente,Imagine Howe,Moscow Mule,True Scotsman,Anonymous Source,Olympic Honour,Has The Look,Klatten
11-01-2023 11:59:29.211639,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.74, 2.6900000000000004)","(21.0, 46.0, 42.57142857142857)","(4.4, 5.0, 4.970921985815603)","(6.0, 11.5, 11.0625)","(10.0, 15.5, 14.642857142857142)","(5.0, 5.1, 5.016923076923077)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:30.334334,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.74, 2.6900000000000004)","(21.0, 46.0, 42.57142857142857)","(4.4, 5.0, 4.986324786324786)","(6.0, 11.5, 11.0625)","(10.0, 15.5, 14.642857142857142)","(5.0, 5.1, 5.038095238095238)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:31.387166,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.74, 2.6900000000000004)","(21.0, 46.0, 42.57142857142857)","(4.4, 5.0, 4.986324786324786)","(6.0, 11.5, 11.017241379310345)","(10.0, 15.5, 14.642857142857142)","(5.0, 5.2, 5.034782608695652)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:32.446466,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.74, 2.6900000000000004)","(21.0, 46.0, 42.57142857142857)","(4.4, 5.0, 4.977692307692307)","(6.0, 11.5, 10.99090909090909)","(10.0, 15.5, 14.642857142857142)","(5.0, 5.2, 5.122916666666667)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:33.561896,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.84, 2.718095238095238)","(21.0, 46.0, 42.57142857142857)","(4.4, 5.0, 4.973148148148148)","(6.0, 11.0, 10.981481481481481)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.2, 5.122916666666667)","(71.0, 160.0, 148.0)"
11-01-2023 11:59:34.603412,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.84, 2.6995121951219514)","(21.0, 44.0, 41.142857142857146)","(4.4, 5.0, 4.973148148148148)","(6.0, 11.5, 10.981481481481481)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.2, 5.126881720430108)","(71.0, 160.0, 150.76923076923077)"
11-01-2023 11:59:35.664950,"(16.0, 29.0, 26.5)","(2.25, 2.84, 2.7600000000000002)","(21.0, 44.0, 41.142857142857146)","(4.4, 5.0, 4.9753731343283585)","(6.0, 11.5, 10.981481481481481)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.2, 5.1)","(71.0, 160.0, 150.76923076923077)"
11-01-2023 11:59:36.718054,"(16.0, 29.0, 26.5)","(2.25, 2.84, 2.7725)","(21.0, 44.0, 41.142857142857146)","(4.4, 5.0, 4.9753731343283585)","(6.0, 11.0, 10.681818181818182)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.2, 4.9837209302325585)","(71.0, 160.0, 148.57142857142858)"
11-01-2023 11:59:37.795221,"(16.0, 29.0, 26.5)","(2.25, 2.84, 2.7976923076923077)","(21.0, 44.0, 41.142857142857146)","(4.4, 4.9, 4.842253521126761)","(6.0, 11.0, 10.681818181818182)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.1, 5.0)","(71.0, 160.0, 183.63636363636363)"
11-01-2023 11:59:38.870405,"(16.0, 29.0, 27.0)","(2.25, 2.84, 2.7976923076923077)","(21.0, 44.0, 36.94117647058823)","(4.4, 4.8, 4.774390243902439)","(6.0, 11.0, 10.681818181818182)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.1, 4.994871794871795)","(71.0, 190.0, 170.0)"
11-01-2023 11:59:39.944538,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.84, 2.7976923076923077)","(21.0, 44.0, 36.94117647058823)","(4.4, 4.8, 4.773076923076923)","(6.0, 11.0, 10.829268292682928)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.1, 4.994871794871795)","(71.0, 180.0, 162.85714285714286)"
11-01-2023 11:59:41.036598,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.84, 2.7976923076923077)","(21.0, 44.0, 36.94117647058823)","(4.4, 4.8, 4.7453125)","(6.0, 11.0, 10.829268292682928)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.1, 4.994871794871795)","(71.0, 180.0, 162.85714285714286)"
11-01-2023 11:59:42.080073,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.84, 2.7976923076923077)","(21.0, 44.0, 36.94117647058823)","(4.4, 4.8, 4.714634146341464)","(6.0, 11.0, 10.829268292682928)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.1, 4.994871794871795)","(71.0, 180.0, 151.25)"
11-01-2023 11:59:43.155188,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.84, 2.7976923076923077)","(21.0, 44.0, 36.94117647058823)","(4.4, 4.8, 4.714634146341464)","(6.0, 11.0, 10.829268292682928)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.1, 4.994871794871795)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:44.230166,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.84, 2.7976923076923077)","(21.0, 44.0, 36.94117647058823)","(4.4, 4.8, 4.714634146341464)","(6.0, 11.0, 10.829268292682928)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.1, 4.994871794871795)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:45.328278,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.84, 2.7976923076923077)","(21.0, 44.0, 36.94117647058823)","(4.4, 4.8, 4.774226804123711)","(6.0, 11.0, 10.878378378378379)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.1, 4.998666666666667)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:46.419484,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.86, 2.8163636363636364)","(21.0, 44.0, 36.94117647058823)","(4.4, 4.8, 4.774226804123711)","(6.0, 11.0, 10.878378378378379)","(10.0, 15.5, 14.642857142857142)","(4.8, 5.1, 5.010869565217392)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:47.511453,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.86, 2.8066666666666666)","(21.0, 44.0, 36.94117647058823)","(4.4, 4.8, 4.793506493506493)","(6.0, 11.0, 10.878378378378379)","(10.0, 15.5, 14.75)","(4.8, 5.1, 5.010869565217392)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:48.607524,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.86, 2.8163636363636364)","(21.0, 42.0, 40.666666666666664)","(4.4, 4.8, 4.775)","(6.0, 11.0, 10.766666666666667)","(10.0, 15.5, 14.75)","(4.8, 5.1, 5.025)","(71.0, 170.0, 151.8181818181818)"
11-01-2023 11:59:49.699609,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.92, 2.91)","(21.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.574683544303797)","(6.0, 11.0, 11.0)","(10.0, 15.5, 15.05)","(4.8, 5.1, 4.9714285714285715)","(71.0, 170.0, 158.46153846153845)"
11-01-2023 11:59:50.757659,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.92, 2.8616666666666664)","(21.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.507885304659498)","(6.0, 11.5, 10.966666666666667)","(10.0, 15.5, 15.25)","(4.8, 5.0, 5.034453781512605)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:51.846570,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.92, 2.87)","(21.0, 42.0, 40.666666666666664)","(4.4, 4.5, 4.475)","(6.0, 11.5, 10.966666666666667)","(10.0, 16.5, 15.25)","(4.8, 5.1, 5.031147540983606)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:52.952874,"(16.0, 30.0, 26.363636363636363)","(2.25, 2.92, 2.86)","(21.0, 42.0, 40.666666666666664)","(4.4, 4.5, 4.473333333333334)","(6.0, 11.5, 10.966666666666667)","(10.0, 16.5, 15.818181818181818)","(4.8, 5.1, 5.031147540983606)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:54.023930,"(16.0, 30.0, 27.333333333333332)","(2.25, 2.88, 2.832)","(21.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.552083333333333)","(6.0, 11.5, 10.966666666666667)","(10.0, 16.5, 15.964285714285715)","(4.8, 5.1, 5.031147540983606)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:55.145032,"(16.0, 30.0, 27.333333333333332)","(2.25, 2.88, 2.819047619047619)","(21.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.548076923076923)","(7.0, 11.5, 10.966666666666667)","(10.0, 16.5, 15.964285714285715)","(4.8, 5.1, 5.039130434782608)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:56.176162,"(18.0, 30.0, 27.333333333333332)","(2.3, 2.88, 2.81125)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.569444444444445)","(7.0, 11.5, 11.209090909090909)","(10.0, 16.5, 15.964285714285715)","(4.8, 5.1, 5.039130434782608)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:57.255849,"(18.0, 30.0, 27.333333333333332)","(2.3, 2.88, 2.81125)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.587719298245614)","(7.0, 11.5, 11.22549019607843)","(10.0, 16.5, 15.964285714285715)","(4.8, 5.1, 5.039130434782608)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:58.280228,"(18.0, 30.0, 27.333333333333332)","(2.3, 2.88, 2.806315789473684)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.5, 4.45)","(7.0, 12.0, 11.647058823529411)","(10.0, 16.5, 15.818181818181818)","(4.8, 5.1, 5.030434782608696)","(71.0, 170.0, 155.71428571428572)"
11-01-2023 11:59:59.280266,"(18.0, 30.0, 27.333333333333332)","(2.3, 2.88, 2.7961290322580643)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.5, 4.488888888888889)","(7.0, 12.0, 11.727272727272727)","(10.0, 16.5, 15.818181818181818)","(4.8, 5.1, 5.032307692307692)","(71.0, 170.0, 151.8181818181818)"
11-01-2023 12:00:00.294662,"(18.0, 30.0, 27.333333333333332)","(2.3, 2.86, 2.830731707317073)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.488888888888889)","(7.0, 12.0, 11.727272727272727)","(10.0, 16.5, 15.923076923076923)","(4.8, 5.1, 5.032307692307692)","(71.0, 170.0, 151.8181818181818)"
11-01-2023 12:00:01.316216,"(18.0, 30.0, 27.333333333333332)","(2.3, 2.86, 2.7800000000000002)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.488888888888889)","(7.0, 12.0, 11.727272727272727)","(10.0, 16.5, 15.923076923076923)","(4.6, 5.1, 5.030434782608696)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:02.324326,"(18.0, 30.0, 27.333333333333332)","(2.3, 2.86, 2.7978378378378377)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.488888888888889)","(7.0, 12.0, 11.727272727272727)","(10.0, 16.5, 15.923076923076923)","(4.6, 5.1, 4.979464285714286)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:03.396455,"(18.0, 30.0, 27.333333333333332)","(2.3, 2.84, 2.798620689655172)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.544444444444444)","(7.0, 12.0, 11.727272727272727)","(10.0, 16.5, 16.03125)","(4.6, 5.0, 5.035593220338983)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:04.407921,"(18.0, 30.0, 28.857142857142858)","(2.3, 2.84, 2.793939393939394)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.566666666666666)","(7.0, 12.0, 11.97887323943662)","(10.0, 16.5, 15.818181818181818)","(4.6, 5.1, 5.035593220338983)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:05.427694,"(18.0, 30.0, 29.454545454545453)","(2.3, 2.84, 2.788)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.542857142857143)","(7.0, 12.0, 12.26969696969697)","(10.0, 16.5, 15.6)","(4.6, 5.1, 5.025)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:06.521369,"(18.0, 30.0, 29.454545454545453)","(2.3, 2.84, 2.788)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.542857142857143)","(7.0, 12.5, 12.310945273631841)","(10.0, 16.0, 15.142857142857142)","(4.6, 5.1, 5.018518518518518)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:07.611269,"(18.0, 30.0, 29.454545454545453)","(2.3, 2.84, 2.788)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.4932203389830505)","(7.0, 12.5, 12.287439613526569)","(10.0, 16.0, 14.8)","(4.6, 5.1, 5.097345132743363)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:08.637416,"(18.0, 30.0, 29.454545454545453)","(2.3, 2.84, 2.7561290322580647)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.5, 4.524731182795699)","(7.0, 12.5, 12.331632653061224)","(10.0, 16.0, 14.8)","(4.6, 5.2, 5.126190476190476)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:09.746860,"(18.0, 30.0, 29.454545454545453)","(2.3, 2.8, 2.7733333333333334)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.5264367816091955)","(7.0, 12.5, 12.331632653061224)","(10.0, 16.0, 14.8)","(4.6, 5.2, 5.12)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:10.852570,"(18.0, 30.0, 29.454545454545453)","(2.3, 2.8, 2.7733333333333334)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.511111111111111)","(7.0, 12.5, 12.331632653061224)","(10.0, 16.0, 14.5)","(4.6, 5.2, 5.122)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:11.897642,"(18.0, 30.0, 29.454545454545453)","(2.3, 2.76, 2.7466666666666666)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.511111111111111)","(7.0, 12.5, 12.141304347826088)","(10.0, 16.0, 14.5)","(4.6, 5.2, 5.122)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:12.985284,"(18.0, 30.0, 29.454545454545453)","(2.3, 2.76, 2.7566666666666664)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.513513513513513)","(7.0, 12.5, 12.378787878787879)","(10.0, 16.0, 15.115384615384615)","(4.6, 5.2, 5.139240506329114)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:14.039284,"(18.0, 30.0, 29.38235294117647)","(2.3, 2.76, 2.745)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.485714285714286)","(7.0, 12.5, 12.454545454545455)","(10.0, 15.5, 15.196969696969697)","(4.6, 5.2, 5.139240506329114)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:15.119762,"(18.0, 30.0, 29.38235294117647)","(2.3, 2.76, 2.745)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.5, 4.484269662921348)","(7.0, 12.5, 12.454545454545455)","(10.0, 15.5, 15.196969696969697)","(4.6, 5.2, 5.056363636363636)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:16.233424,"(18.0, 30.0, 29.38235294117647)","(2.3, 2.74, 2.7371428571428575)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.5, 4.448701298701299)","(7.0, 12.5, 12.412568306010929)","(10.0, 15.5, 15.196969696969697)","(4.6, 5.1, 5.053633217993079)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:17.333413,"(18.0, 30.0, 29.38235294117647)","(2.3, 2.76, 2.746086956521739)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.448701298701299)","(7.0, 12.5, 12.412568306010929)","(10.0, 15.5, 15.196969696969697)","(4.6, 5.1, 5.053633217993079)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:18.391548,"(18.0, 30.0, 29.38235294117647)","(2.3, 2.76, 2.746086956521739)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.4617210682492585)","(7.0, 12.5, 12.412568306010929)","(10.0, 15.5, 15.196969696969697)","(4.6, 5.1, 5.053633217993079)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:19.467167,"(18.0, 30.0, 29.38235294117647)","(2.3, 2.76, 2.746086956521739)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.46797385620915)","(7.0, 12.5, 12.412568306010929)","(10.0, 15.5, 15.272727272727273)","(4.6, 5.1, 5.053633217993079)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:20.579965,"(18.0, 30.0, 29.38235294117647)","(2.3, 2.76, 2.746086956521739)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.4617210682492585)","(7.0, 12.5, 12.412568306010929)","(10.0, 15.5, 15.208333333333334)","(4.6, 5.1, 5.05)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:21.692219,"(18.0, 30.0, 29.38235294117647)","(2.3, 2.78, 2.7763380281690138)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.50968992248062)","(7.0, 12.5, 11.966480446927374)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.022033898305085)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:22.784871,"(18.0, 30.0, 29.38235294117647)","(2.3, 2.78, 2.7763380281690138)","(26.0, 42.0, 41.111111111111114)","(4.4, 4.6, 4.50042735042735)","(7.0, 12.0, 12.335)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.026241134751773)","(71.0, 170.0, 138.0)"
11-01-2023 12:00:23.836342,"(18.0, 30.0, 29.43243243243243)","(2.3, 2.78, 2.7763380281690138)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.6, 4.413333333333334)","(7.0, 12.5, 12.341346153846153)","(10.0, 15.5, 15.235849056603774)","(4.6, 5.1, 5.026241134751773)","(71.0, 170.0, 160.0)"
11-01-2023 12:00:24.893176,"(18.0, 30.0, 29.43243243243243)","(2.3, 2.8, 2.7908860759493668)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.5, 4.3942446043165475)","(7.0, 12.5, 12.341346153846153)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.045121951219512)","(71.0, 190.0, 150.0)"
11-01-2023 12:00:25.944442,"(18.0, 30.0, 28.833333333333332)","(2.3, 2.8, 2.785142857142857)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.4, 4.393388429752067)","(7.0, 12.5, 12.313953488372093)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.0377551020408164)","(71.0, 190.0, 150.0)"
11-01-2023 12:00:27.019348,"(18.0, 30.0, 28.833333333333332)","(2.3, 2.8, 2.785142857142857)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.4, 4.39344262295082)","(7.0, 12.5, 12.078947368421053)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.0377551020408164)","(71.0, 190.0, 165.0)"
11-01-2023 12:00:28.100536,"(18.0, 30.0, 28.833333333333332)","(2.3, 2.8, 2.785142857142857)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.4, 4.393220338983051)","(7.0, 12.5, 12.078947368421053)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.0377551020408164)","(71.0, 200.0, 165.0)"
11-01-2023 12:00:29.165448,"(18.0, 30.0, 28.833333333333332)","(2.3, 2.8, 2.784)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.4, 4.393220338983051)","(7.0, 12.5, 12.115384615384615)","(10.0, 15.5, 15.235849056603774)","(4.6, 5.1, 5.0377551020408164)","(71.0, 200.0, 165.0)"
11-01-2023 12:00:30.278114,"(18.0, 30.0, 28.5)","(2.3, 2.8, 2.784)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.4, 4.393220338983051)","(7.0, 12.5, 12.115384615384615)","(10.0, 15.5, 15.235849056603774)","(4.6, 5.1, 5.048051948051948)","(71.0, 200.0, 165.0)"
11-01-2023 12:00:31.394812,"(18.0, 30.0, 28.5)","(2.3, 2.8, 2.784)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.4, 4.393220338983051)","(7.0, 12.5, 12.115384615384615)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.05)","(71.0, 200.0, 190.0)"
11-01-2023 12:00:32.430147,"(18.0, 30.0, 28.5)","(2.3, 2.8, 2.7834920634920635)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.4, 4.393220338983051)","(7.0, 12.5, 12.115384615384615)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.036206896551724)","(71.0, 200.0, 163.0769230769231)"
11-01-2023 12:00:33.483950,"(18.0, 30.0, 28.5)","(2.3, 2.8, 2.7834920634920635)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.4, 4.393220338983051)","(7.0, 12.5, 12.115384615384615)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.0495934959349595)","(71.0, 200.0, 157.69230769230768)"
11-01-2023 12:00:34.600085,"(18.0, 30.0, 28.5)","(2.3, 2.8, 2.7834920634920635)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.5, 4.436559139784946)","(7.0, 12.5, 12.220338983050848)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.0495934959349595)","(71.0, 190.0, 166.66666666666669)"
11-01-2023 12:00:35.709888,"(18.0, 30.0, 28.5)","(2.3, 2.78, 2.7655999999999996)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.5, 4.434517766497462)","(7.0, 12.5, 12.220338983050848)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.0495934959349595)","(71.0, 180.0, 152.30769230769232)"
11-01-2023 12:00:36.803979,"(18.0, 30.0, 28.5)","(2.3, 2.78, 2.749936305732484)","(26.0, 42.0, 40.666666666666664)","(4.4, 4.5, 4.434517766497462)","(7.0, 12.5, 12.220338983050848)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.0495934959349595)","(71.0, 180.0, 152.30769230769232)"
11-01-2023 12:00:37.861985,"(18.0, 30.0, 27.666666666666668)","(2.3, 2.78, 2.7525581395348837)","(26.0, 42.0, 40.857142857142854)","(4.4, 4.5, 4.428729281767956)","(7.0, 12.5, 12.220338983050848)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.0495934959349595)","(71.0, 180.0, 152.30769230769232)"
11-01-2023 12:00:38.929072,"(18.0, 30.0, 27.666666666666668)","(2.3, 2.78, 2.7525581395348837)","(26.0, 42.0, 40.857142857142854)","(4.4, 4.5, 4.428729281767956)","(7.0, 12.5, 12.220338983050848)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.072619047619048)","(71.0, 180.0, 152.30769230769232)"
11-01-2023 12:00:39.971337,"(18.0, 30.0, 27.666666666666668)","(2.3, 2.78, 2.7525581395348837)","(26.0, 42.0, 40.857142857142854)","(4.4, 4.5, 4.4)","(7.0, 12.5, 12.028571428571428)","(10.0, 15.5, 15.214285714285714)","(4.6, 5.1, 5.086259541984733)","(71.0, 180.0, 152.30769230769232)"
11-01-2023 12:00:41.021983,"(18.0, 30.0, 28.25)","(2.3, 2.78, 2.762835820895522)","(26.0, 42.0, 39.0)","(4.4, 4.4, 4.405960264900662)","(7.0, 12.5, 12.152631578947368)","(10.0, 15.5, 15.166666666666666)","(4.6, 5.1, 5.091129032258064)","(71.0, 180.0, 137.14285714285714)"
11-01-2023 12:00:42.144640,"(18.0, 30.0, 28.25)","(2.35, 2.78, 2.7614516129032256)","(26.0, 42.0, 41.14285714285714)","(4.2, 4.5, 4.405960264900662)","(7.5, 12.5, 12.107843137254902)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.1, 5.073376623376623)","(71.0, 180.0, 137.14285714285714)"
11-01-2023 12:00:43.248651,"(18.0, 30.0, 28.25)","(2.35, 2.8, 2.7866666666666666)","(26.0, 42.0, 41.14285714285714)","(4.2, 4.5, 4.4963190184049076)","(7.5, 12.5, 12.107843137254902)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.1, 5.073376623376623)","(71.0, 180.0, 137.14285714285714)"
11-01-2023 12:00:44.328891,"(18.0, 30.0, 28.25)","(2.35, 2.8, 2.7902127659574467)","(26.0, 42.0, 41.14285714285714)","(4.2, 4.4, 4.381564245810056)","(7.5, 12.5, 12.107843137254902)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.1, 5.071328671328671)","(71.0, 180.0, 137.14285714285714)"
11-01-2023 12:00:45.437990,"(18.0, 30.0, 28.25)","(2.35, 2.8, 2.7902127659574467)","(26.0, 42.0, 41.14285714285714)","(4.2, 4.4, 4.381564245810056)","(7.5, 12.5, 12.107843137254902)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.1, 5.083606557377049)","(71.0, 180.0, 137.14285714285714)"
11-01-2023 12:00:46.545922,"(18.0, 30.0, 28.25)","(2.35, 2.8, 2.7902127659574467)","(26.0, 42.0, 41.14285714285714)","(4.2, 4.4, 4.381564245810056)","(7.5, 12.5, 12.074468085106384)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.1, 5.08828125)","(71.0, 180.0, 137.14285714285714)"
11-01-2023 12:00:47.709545,"(18.0, 30.0, 28.25)","(2.35, 2.8, 2.7770212765957445)","(26.0, 42.0, 41.14285714285714)","(4.2, 4.4, 4.381564245810056)","(7.5, 12.5, 12.074468085106384)","(10.0, 15.5, 15.353658536585366)","(4.6, 5.1, 5.08828125)","(71.0, 180.0, 137.14285714285714)"
11-01-2023 12:00:48.822397,"(18.0, 30.0, 28.25)","(2.35, 2.8, 2.7770212765957445)","(26.0, 42.0, 41.14285714285714)","(4.2, 4.4, 4.39873417721519)","(7.5, 12.5, 12.175925925925926)","(10.0, 15.5, 15.353658536585366)","(4.6, 5.1, 5.08828125)","(71.0, 180.0, 137.14285714285714)"
11-01-2023 12:00:49.931234,"(18.0, 30.0, 28.25)","(2.35, 2.78, 2.7616260162601622)","(26.0, 48.0, 46.285714285714285)","(4.2, 4.4, 4.28561872909699)","(7.5, 12.5, 12.188888888888888)","(10.0, 15.5, 14.920454545454545)","(4.6, 5.1, 5.134751773049645)","(71.0, 180.0, 142.5)"
11-01-2023 12:00:51.067024,"(18.0, 30.0, 28.25)","(2.35, 2.8, 2.790181818181818)","(26.0, 48.0, 45.0)","(4.2, 4.3, 4.285666666666667)","(7.5, 12.5, 12.188888888888888)","(10.0, 15.0, 14.877551020408163)","(4.6, 5.2, 5.134751773049645)","(71.0, 180.0, 142.5)"
11-01-2023 12:00:52.179150,"(18.0, 30.0, 28.25)","(2.35, 2.82, 2.801311475409836)","(26.0, 48.0, 45.0)","(4.2, 4.3, 4.285666666666667)","(7.5, 12.5, 12.188888888888888)","(10.0, 15.0, 14.920454545454545)","(4.6, 5.2, 5.134751773049645)","(71.0, 180.0, 142.5)"
11-01-2023 12:00:53.338613,"(18.0, 30.0, 28.25)","(2.35, 2.82, 2.7952173913043477)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.3, 4.345294117647059)","(7.5, 12.5, 12.188888888888888)","(10.0, 15.0, 14.920454545454545)","(4.6, 5.2, 5.134751773049645)","(71.0, 180.0, 142.5)"
11-01-2023 12:00:54.497977,"(18.0, 30.0, 28.25)","(2.35, 2.8, 2.796153846153846)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.4, 4.345294117647059)","(7.5, 12.5, 12.188888888888888)","(10.0, 15.0, 14.920454545454545)","(4.6, 5.2, 5.134751773049645)","(71.0, 180.0, 142.5)"
