,Kaytee Valiente,Imagine Howe,Moscow Mule,True Scotsman,Anonymous Source,Olympic Honour,Has The Look,Klatten
11-01-2023 11:56:26.775122,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.8, 2.776923076923077)","(21.0, 38.0, 33.55555555555556)","(4.6, 5.5, 5.3545454545454545)","(5.5, 8.6, 8.555555555555555)","(10.0, 13.0, 12.25925925925926)","(5.5, 5.6, 5.482978723404255)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:27.871268,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.8, 2.7684210526315787)","(21.0, 38.0, 33.55555555555556)","(4.6, 5.5, 5.344444444444444)","(5.5, 8.6, 8.555555555555555)","(10.0, 13.0, 12.25925925925926)","(5.5, 5.5, 5.558)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:28.965099,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.76, 2.73)","(21.0, 38.0, 33.55555555555556)","(4.6, 5.5, 5.423809523809524)","(5.5, 8.6, 8.64)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.6, 5.438095238095238)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:30.067320,"(15.0, 28.0, 27.6)","(2.3, 2.72, 2.69283950617284)","(21.0, 38.0, 33.714285714285715)","(4.6, 5.5, 5.423809523809524)","(5.5, 8.8, 8.64)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.5, 5.438095238095238)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:31.168167,"(15.0, 28.0, 27.6)","(2.3, 2.72, 2.6910526315789474)","(21.0, 38.0, 33.714285714285715)","(4.6, 5.5, 5.403030303030303)","(5.5, 8.8, 8.64)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.5, 5.438095238095238)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:32.250719,"(15.0, 28.0, 27.6)","(2.3, 2.72, 2.6910526315789474)","(21.0, 38.0, 34.4)","(4.6, 5.5, 5.403030303030303)","(5.5, 8.8, 8.64)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.5, 5.438095238095238)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:33.302828,"(15.0, 28.0, 27.6)","(2.3, 2.72, 2.6910526315789474)","(21.0, 40.0, 37.333333333333336)","(4.6, 5.5, 5.403030303030303)","(5.5, 8.8, 8.64)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.5, 5.438095238095238)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:34.341900,"(15.0, 28.0, 27.6)","(2.3, 2.72, 2.6910526315789474)","(21.0, 55.0, 47.333333333333336)","(4.6, 5.5, 5.403030303030303)","(5.5, 8.8, 8.64)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.5, 5.391666666666667)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:35.397696,"(15.0, 28.0, 27.6)","(2.3, 2.72, 2.6910526315789474)","(21.0, 48.0, 44.8)","(4.6, 5.5, 5.403030303030303)","(5.5, 8.8, 8.64)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.5, 5.425714285714285)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:36.392293,"(15.0, 28.0, 27.6)","(2.3, 2.76, 2.73)","(21.0, 50.0, 45.09090909090909)","(4.6, 5.5, 5.403030303030303)","(5.5, 8.8, 8.64)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.5, 5.425714285714285)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:37.458891,"(15.0, 28.0, 27.6)","(2.3, 2.76, 2.7323076923076925)","(21.0, 50.0, 45.09090909090909)","(4.6, 5.5, 5.403030303030303)","(5.5, 8.8, 8.64)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.5, 5.425714285714285)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:38.510426,"(15.0, 28.0, 27.6)","(2.3, 2.76, 2.7377777777777776)","(21.0, 50.0, 45.09090909090909)","(4.6, 5.5, 5.403030303030303)","(5.5, 8.8, 8.64)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.5, 5.311111111111111)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:39.638195,"(15.0, 28.0, 27.6)","(2.3, 2.76, 2.7377777777777776)","(21.0, 48.0, 43.63636363636364)","(4.6, 5.5, 5.403030303030303)","(5.5, 8.8, 8.815384615384616)","(10.0, 13.0, 12.35483870967742)","(5.5, 5.4, 5.216666666666667)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:40.737799,"(15.0, 28.0, 27.6)","(2.3, 2.78, 2.756666666666667)","(21.0, 48.0, 46.22222222222222)","(4.6, 5.5, 5.403030303030303)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.3, 5.175)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:41.746048,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.78, 2.7706666666666666)","(21.0, 46.0, 43.6)","(4.6, 5.5, 5.403030303030303)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.3, 5.1571428571428575)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:42.758846,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.8, 2.7652631578947364)","(21.0, 46.0, 43.6)","(4.6, 5.5, 5.403030303030303)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.2, 5.1)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:43.852916,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.8, 2.771111111111111)","(21.0, 46.0, 43.6)","(4.6, 5.5, 5.403030303030303)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.2, 5.075)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:44.836841,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.82, 2.8)","(21.0, 46.0, 42.0)","(4.6, 5.5, 5.403030303030303)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.2, 5.1)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:45.835041,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.84, 2.7926315789473684)","(21.0, 46.0, 43.6)","(4.6, 5.5, 5.403030303030303)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.2, 5.09)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:46.816323,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.82, 2.8)","(21.0, 46.0, 43.6)","(4.6, 5.5, 5.403030303030303)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.2, 5.09)","(51.0, 130.0, 125.0)"
11-01-2023 11:56:47.869075,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.82, 2.8)","(21.0, 46.0, 43.6)","(4.6, 5.5, 5.403030303030303)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.3, 5.267567567567568)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:56:48.895503,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.82, 2.793333333333333)","(21.0, 46.0, 43.6)","(4.6, 5.4, 5.380952380952381)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.615384615384615)","(5.5, 5.4, 5.385714285714286)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:56:50.058100,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.82, 2.79)","(21.0, 46.0, 43.6)","(4.6, 5.4, 5.380952380952381)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.615384615384615)","(5.5, 5.4, 5.344444444444445)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:56:51.207869,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.8, 2.7828571428571425)","(21.0, 46.0, 43.6)","(4.6, 5.4, 5.380952380952381)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.615384615384615)","(5.5, 5.4, 5.344444444444445)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:56:52.257145,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.78, 2.765)","(21.0, 46.0, 43.6)","(4.6, 5.4, 5.380952380952381)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.4, 5.344444444444445)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:56:53.527467,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.78, 2.765)","(21.0, 46.0, 43.6)","(4.6, 5.4, 5.380952380952381)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.4, 5.344444444444445)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:56:54.770475,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.8, 2.794285714285714)","(21.0, 46.0, 39.333333333333336)","(4.6, 5.4, 5.380952380952381)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.5, 5.3)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:56:55.831078,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.82, 2.7972413793103446)","(21.0, 46.0, 39.333333333333336)","(4.6, 5.4, 5.380952380952381)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.5, 5.38)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:56:56.923312,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.82, 2.7972413793103446)","(21.0, 46.0, 39.333333333333336)","(4.6, 5.4, 5.380952380952381)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.655172413793103)","(5.5, 5.5, 5.38)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:56:58.714625,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.82, 2.7972413793103446)","(21.0, 46.0, 39.333333333333336)","(4.6, 5.4, 5.380952380952381)","(5.5, 9.0, 8.815384615384616)","(10.0, 13.0, 12.64)","(5.5, 5.5, 5.38)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:56:59.924231,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.82, 2.786341463414634)","(21.0, 46.0, 43.142857142857146)","(4.6, 5.5, 5.377272727272727)","(5.5, 9.0, 8.85)","(10.0, 13.0, 12.64)","(5.5, 5.5, 5.38)","(51.0, 130.0, 125.71428571428572)"
11-01-2023 11:57:01.185064,"(15.0, 28.0, 27.81818181818182)","(2.3, 2.82, 2.786341463414634)","(21.0, 46.0, 43.142857142857146)","(4.6, 5.5, 5.377272727272727)","(5.5, 9.0, 8.85)","(10.0, 13.0, 12.64)","(5.5, 5.5, 5.38)","(51.0, 130.0, 125.0)"
11-01-2023 11:57:02.383910,"(15.0, 28.0, 23.285714285714285)","(2.3, 2.82, 2.7816666666666663)","(21.0, 46.0, 43.142857142857146)","(4.6, 5.5, 5.377272727272727)","(5.5, 9.0, 8.85)","(10.0, 13.0, 12.64)","(5.5, 5.5, 5.38)","(51.0, 130.0, 125.0)"
11-01-2023 11:57:03.469315,"(15.0, 24.0, 24.583333333333332)","(2.3, 2.82, 2.7836363636363632)","(21.0, 46.0, 43.142857142857146)","(4.6, 5.5, 5.377272727272727)","(5.5, 9.0, 8.85)","(10.0, 13.0, 12.64)","(5.5, 5.5, 5.38)","(51.0, 130.0, 125.0)"
11-01-2023 11:57:04.774308,"(15.0, 25.0, 25.72972972972973)","(2.3, 2.82, 2.764333333333333)","(21.0, 46.0, 45.111111111111114)","(4.6, 5.5, 5.377272727272727)","(5.5, 9.0, 8.978082191780821)","(10.0, 12.5, 12.203703703703704)","(5.5, 5.5, 5.3875)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:06.315120,"(15.0, 26.0, 25.72972972972973)","(2.3, 2.8, 2.764333333333333)","(21.0, 46.0, 45.111111111111114)","(4.6, 5.5, 5.377272727272727)","(5.5, 9.0, 8.978082191780821)","(10.0, 12.5, 12.203703703703704)","(5.5, 5.5, 5.3875)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:07.565868,"(15.0, 28.0, 26.727272727272727)","(2.3, 2.74, 2.7222222222222223)","(21.0, 46.0, 45.111111111111114)","(4.6, 5.5, 5.377272727272727)","(5.5, 9.0, 8.979746835443038)","(10.0, 12.5, 12.22)","(5.5, 5.5, 5.418181818181818)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:08.759991,"(15.0, 28.0, 26.727272727272727)","(2.3, 2.74, 2.7222222222222223)","(21.0, 46.0, 45.111111111111114)","(4.6, 5.5, 5.377272727272727)","(5.5, 9.0, 8.979746835443038)","(10.0, 12.5, 12.22)","(5.5, 5.5, 5.418181818181818)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:10.230873,"(15.0, 28.0, 26.727272727272727)","(2.3, 2.74, 2.7222222222222223)","(21.0, 46.0, 45.111111111111114)","(4.6, 5.5, 5.377272727272727)","(5.5, 9.0, 8.979746835443038)","(10.0, 12.5, 12.22)","(5.5, 5.5, 5.418181818181818)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:11.329946,"(15.0, 28.0, 26.727272727272727)","(2.3, 2.74, 2.7222222222222223)","(21.0, 46.0, 45.111111111111114)","(4.6, 5.5, 5.377272727272727)","(5.5, 9.0, 8.979746835443038)","(10.0, 12.5, 12.22)","(5.5, 5.5, 5.418181818181818)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:12.548021,"(15.0, 28.0, 26.727272727272727)","(2.3, 2.74, 2.7222222222222223)","(21.0, 46.0, 45.111111111111114)","(4.6, 5.5, 5.48)","(5.5, 9.0, 8.983333333333334)","(10.0, 12.5, 12.22)","(5.5, 5.5, 5.428571428571429)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:13.828129,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.7, 2.677777777777778)","(21.0, 46.0, 42.0)","(4.6, 5.7, 5.505454545454546)","(5.5, 9.2, 9.016216216216216)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.6, 5.3)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:15.068858,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.7, 2.677777777777778)","(21.0, 46.0, 42.0)","(4.6, 5.6, 5.525)","(5.5, 9.2, 9.021052631578947)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.6, 5.3)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:16.178001,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.7, 2.677777777777778)","(21.0, 46.0, 42.0)","(4.6, 5.6, 5.521739130434782)","(5.5, 9.2, 9.021052631578947)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.6, 5.3)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:17.424086,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.7, 2.677777777777778)","(21.0, 46.0, 44.0)","(4.6, 5.6, 5.521739130434782)","(5.5, 9.2, 9.057142857142857)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.6, 5.3)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:18.646845,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.7, 2.677777777777778)","(21.0, 46.0, 44.0)","(4.6, 5.6, 5.521739130434782)","(5.5, 9.2, 9.128571428571428)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.6, 5.729411764705882)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:19.924431,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.68, 2.6747826086956525)","(21.0, 46.0, 44.0)","(4.6, 5.5, 5.456)","(5.5, 9.2, 9.128571428571428)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.8, 5.734545454545454)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:21.155973,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.68, 2.6535593220338987)","(21.0, 46.0, 44.0)","(4.6, 5.5, 5.521739130434782)","(5.5, 9.2, 9.128571428571428)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.8, 5.658823529411764)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:22.477683,"(15.0, 28.0, 26.666666666666668)","(2.3, 2.64, 2.603720930232558)","(21.0, 46.0, 44.0)","(4.6, 5.6, 5.521739130434782)","(5.5, 9.2, 9.128571428571428)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.8, 5.676923076923076)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:23.944832,"(15.0, 27.0, 26.666666666666668)","(2.3, 2.64, 2.603720930232558)","(21.0, 46.0, 44.0)","(4.6, 5.6, 5.521739130434782)","(5.5, 9.2, 9.128571428571428)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.8, 5.676923076923076)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:25.237648,"(15.0, 27.0, 26.666666666666668)","(2.3, 2.64, 2.603720930232558)","(21.0, 46.0, 44.0)","(4.6, 5.6, 5.521739130434782)","(5.5, 9.2, 9.128571428571428)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.8, 5.676923076923076)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:26.577399,"(15.0, 27.0, 26.666666666666668)","(2.3, 2.64, 2.6166666666666667)","(21.0, 46.0, 44.285714285714285)","(4.6, 5.6, 5.5)","(5.5, 9.2, 9.128571428571428)","(10.0, 12.5, 12.323529411764707)","(5.5, 5.8, 5.666666666666666)","(51.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:27.736792,"(15.0, 27.0, 26.666666666666668)","(2.3, 2.64, 2.6166666666666667)","(21.0, 46.0, 44.285714285714285)","(4.6, 5.6, 5.5)","(5.5, 9.2, 9.128571428571428)","(10.0, 12.5, 12.323529411764707)","(5.0, 5.8, 5.666666666666666)","(61.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:28.954644,"(15.0, 27.0, 26.666666666666668)","(2.3, 2.64, 2.6153846153846154)","(21.0, 46.0, 44.285714285714285)","(4.6, 5.6, 5.517094017094017)","(5.5, 9.2, 9.057142857142857)","(10.0, 12.5, 12.323529411764707)","(5.0, 5.8, 5.652631578947368)","(61.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:30.087648,"(15.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.607142857142857)","(21.0, 46.0, 44.285714285714285)","(4.6, 5.7, 5.517094017094017)","(5.5, 9.2, 9.11)","(10.0, 12.5, 12.323529411764707)","(5.0, 5.8, 5.647619047619047)","(61.0, 130.0, 126.66666666666667)"
11-01-2023 11:57:31.211520,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.6142857142857143)","(21.0, 46.0, 42.36363636363636)","(4.6, 5.7, 5.517094017094017)","(5.5, 9.2, 9.144444444444444)","(10.0, 12.5, 12.323529411764707)","(5.0, 5.8, 5.647619047619047)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:32.257277,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.6142857142857143)","(21.0, 46.0, 42.36363636363636)","(4.6, 5.7, 5.517094017094017)","(5.5, 9.2, 9.144444444444444)","(10.0, 12.5, 12.323529411764707)","(5.0, 5.8, 5.647619047619047)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:33.333682,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.6222222222222222)","(21.0, 46.0, 40.285714285714285)","(4.6, 5.7, 5.517094017094017)","(5.5, 9.2, 9.144444444444444)","(10.0, 12.5, 12.323529411764707)","(5.0, 5.8, 5.647619047619047)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:34.449779,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.6222222222222222)","(21.0, 46.0, 40.285714285714285)","(4.6, 5.7, 5.517094017094017)","(5.5, 9.2, 9.144444444444444)","(10.0, 12.5, 12.323529411764707)","(5.0, 5.8, 5.647619047619047)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:35.703688,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.6222222222222222)","(21.0, 46.0, 40.285714285714285)","(4.6, 5.7, 5.5)","(5.5, 9.2, 9.144444444444444)","(10.0, 12.5, 12.323529411764707)","(5.0, 5.8, 5.647619047619047)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:37.002050,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.6271428571428572)","(21.0, 46.0, 40.285714285714285)","(4.6, 5.5, 5.294594594594594)","(5.5, 9.2, 9.25)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.658823529411764)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:38.202735,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.66, 2.6271428571428572)","(21.0, 46.0, 40.285714285714285)","(4.6, 5.3, 5.294594594594594)","(5.5, 9.4, 9.25)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.658823529411764)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:39.292580,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.66, 2.6271428571428572)","(21.0, 46.0, 40.285714285714285)","(4.6, 5.3, 5.294117647058823)","(5.5, 9.4, 9.25)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.658823529411764)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:40.360176,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.66, 2.6271428571428572)","(21.0, 46.0, 40.285714285714285)","(4.6, 5.3, 5.273076923076923)","(5.5, 9.4, 9.25)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.647619047619047)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:41.389204,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.66, 2.6271428571428572)","(21.0, 46.0, 40.285714285714285)","(4.6, 5.3, 5.273076923076923)","(5.5, 9.4, 9.25)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.658823529411764)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:42.414504,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.66, 2.6271428571428572)","(21.0, 44.0, 42.0)","(4.6, 5.3, 5.273076923076923)","(5.5, 9.4, 9.25)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.658823529411764)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:43.458082,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.66, 2.6271428571428572)","(21.0, 44.0, 42.0)","(4.6, 5.3, 5.273076923076923)","(5.5, 9.4, 9.25)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.658823529411764)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:44.538258,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.66, 2.6271428571428572)","(21.0, 44.0, 40.4)","(4.6, 5.3, 5.273076923076923)","(5.5, 9.4, 9.25)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.658823529411764)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:45.688155,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.66, 2.6271428571428572)","(21.0, 44.0, 40.4)","(4.6, 5.3, 5.273076923076923)","(5.5, 9.4, 9.25)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.658823529411764)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:46.797472,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.66, 2.6271428571428572)","(21.0, 44.0, 40.4)","(4.4, 5.3, 5.273076923076923)","(6.0, 9.4, 9.5)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.779411764705882)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:47.875501,"(16.0, 28.0, 27.05263157894737)","(2.3, 2.64, 2.618181818181818)","(21.0, 44.0, 41.0)","(4.4, 5.3, 5.273076923076923)","(6.0, 9.6, 9.5)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.779411764705882)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:48.949586,"(16.0, 28.0, 27.05263157894737)","(2.3, 2.64, 2.618181818181818)","(21.0, 44.0, 43.14285714285714)","(4.4, 5.3, 5.253333333333333)","(6.0, 9.6, 9.5)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.761111111111111)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:49.967433,"(16.0, 28.0, 27.05263157894737)","(2.3, 2.64, 2.618181818181818)","(21.0, 44.0, 43.14285714285714)","(4.4, 5.3, 5.28)","(6.0, 9.6, 9.5)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.761111111111111)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:50.931643,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.618181818181818)","(21.0, 44.0, 43.14285714285714)","(4.4, 5.3, 5.29047619047619)","(6.0, 9.6, 9.5)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.761111111111111)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:51.954146,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.618181818181818)","(21.0, 44.0, 43.14285714285714)","(4.4, 5.3, 5.29047619047619)","(6.0, 9.8, 9.486956521739131)","(10.0, 12.5, 12.423076923076923)","(5.0, 5.8, 5.761111111111111)","(61.0, 130.0, 127.14285714285714)"
11-01-2023 11:57:52.976924,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.618181818181818)","(21.0, 44.0, 42.8)","(4.4, 5.3, 5.273076923076923)","(6.0, 9.8, 9.486956521739131)","(10.0, 13.0, 12.379310344827585)","(5.0, 5.8, 5.761111111111111)","(61.0, 130.0, 125.71428571428572)"
11-01-2023 11:57:53.997208,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.64, 2.618181818181818)","(21.0, 44.0, 42.8)","(4.4, 5.3, 5.242105263157895)","(6.0, 9.8, 9.486956521739131)","(10.0, 13.0, 12.34375)","(5.0, 5.8, 5.761111111111111)","(61.0, 130.0, 125.71428571428572)"
11-01-2023 11:57:55.035096,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.6, 2.5855958549222797)","(21.0, 44.0, 42.8)","(4.4, 5.2, 5.1375)","(6.0, 9.8, 9.533333333333333)","(10.0, 13.0, 12.5625)","(5.0, 5.8, 5.761111111111111)","(61.0, 130.0, 125.71428571428572)"
11-01-2023 11:57:56.096146,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.6, 2.5855958549222797)","(21.0, 44.0, 42.8)","(4.4, 5.2, 5.1375)","(6.0, 9.8, 9.533333333333333)","(10.0, 13.0, 12.5625)","(5.0, 5.8, 5.761111111111111)","(61.0, 130.0, 125.71428571428572)"
11-01-2023 11:57:57.228064,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.6, 2.5855958549222797)","(21.0, 44.0, 42.8)","(4.4, 5.2, 5.1375)","(6.0, 9.8, 9.533333333333333)","(10.0, 13.0, 12.5625)","(5.0, 5.8, 5.761111111111111)","(61.0, 130.0, 125.71428571428572)"
11-01-2023 11:57:58.434196,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.6, 2.5855958549222797)","(21.0, 44.0, 42.8)","(4.4, 5.2, 5.1375)","(6.0, 9.8, 9.533333333333333)","(10.0, 13.0, 12.5625)","(5.0, 5.8, 5.761111111111111)","(61.0, 130.0, 125.71428571428572)"
