,Denis The Menace,Kinimakatka,Artificial Blue,Lektra Flying,Nash Bale,Rose Danae,Speedy Mouse,Jayville Menace
04-01-2023 16:05:14.971966,"(5.5, 8.8, 8.690909090909091)","(4.6, 7.2, 7.092857142857143)","(14.0, 30.0, 23.25)","(5.5, 6.0, 5.5)","(5.0, 9.4, 7.733333333333333)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.881818181818183)","(3.0, 4.1, 4.008333333333333)"
04-01-2023 16:05:16.025545,"(5.5, 9.2, 8.933333333333334)","(4.6, 7.2, 7.092857142857143)","(14.0, 30.0, 23.25)","(5.5, 6.0, 5.490909090909091)","(5.0, 9.4, 8.4)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.881818181818183)","(3.0, 4.1, 4.008333333333333)"
04-01-2023 16:05:17.026371,"(5.5, 9.2, 8.5)","(4.6, 7.2, 7.092857142857143)","(14.0, 30.0, 23.25)","(5.5, 5.9, 5.550000000000001)","(5.0, 9.4, 8.4)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.881818181818183)","(3.0, 4.1, 4.008333333333333)"
04-01-2023 16:05:18.078050,"(5.5, 9.2, 8.966666666666667)","(4.6, 7.2, 7.092857142857143)","(14.0, 30.0, 25.5)","(5.5, 5.9, 5.666666666666666)","(5.0, 9.4, 8.4)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.933333333333334)","(3.0, 4.1, 3.8499999999999996)"
04-01-2023 16:05:19.165030,"(5.5, 9.2, 9.024999999999999)","(4.6, 7.2, 7.1000000000000005)","(14.0, 30.0, 25.5)","(5.5, 5.8, 5.583333333333334)","(5.0, 9.4, 8.4)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.528571428571428)","(3.0, 4.1, 3.8499999999999996)"
04-01-2023 16:05:20.155122,"(5.5, 9.2, 8.2)","(4.6, 7.2, 7.05)","(14.0, 30.0, 25.5)","(5.5, 5.7, 5.583333333333334)","(5.0, 9.4, 8.4)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.954545454545455)","(3.0, 4.1, 3.7750000000000004)"
04-01-2023 16:05:21.183597,"(5.5, 9.2, 8.6)","(4.6, 7.2, 6.6)","(14.0, 30.0, 25.5)","(5.5, 5.6, 5.5)","(5.0, 9.2, 8.2)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.954545454545455)","(3.0, 3.95, 3.7750000000000004)"
04-01-2023 16:05:22.273389,"(5.5, 9.2, 8.366666666666665)","(4.6, 7.2, 6.6)","(14.0, 30.0, 25.5)","(5.5, 5.6, 5.5)","(5.0, 9.0, 8.2)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.954545454545455)","(3.0, 3.95, 3.7750000000000004)"
04-01-2023 16:05:23.309902,"(5.5, 9.2, 8.2)","(4.6, 7.2, 6.6)","(14.0, 30.0, 25.5)","(5.5, 5.7, 5.5)","(5.0, 9.0, 8.2)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.954545454545455)","(3.0, 3.95, 3.7750000000000004)"
04-01-2023 16:05:24.333546,"(5.5, 9.2, 8.7)","(4.6, 7.2, 6.6)","(14.0, 30.0, 25.5)","(5.5, 5.7, 5.5)","(5.0, 9.0, 8.2)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.954545454545455)","(3.0, 3.95, 3.7750000000000004)"
04-01-2023 16:05:25.374928,"(5.5, 9.2, 8.825)","(4.6, 7.2, 6.6)","(14.0, 30.0, 25.5)","(5.5, 5.7, 5.300000000000001)","(5.0, 9.0, 8.2)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.954545454545455)","(3.0, 3.95, 3.7750000000000004)"
04-01-2023 16:05:26.452127,"(5.5, 9.2, 8.825)","(4.6, 7.2, 6.6)","(14.0, 30.0, 25.5)","(5.5, 5.6, 5.375)","(5.0, 9.0, 8.2)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 10.5)","(3.0, 3.95, 3.7333333333333334)"
04-01-2023 16:05:27.718805,"(5.5, 9.2, 8.825)","(4.6, 7.2, 6.6)","(14.0, 30.0, 25.5)","(5.5, 5.6, 5.428571428571428)","(5.0, 10.0, 7.633333333333334)","(31.0, 65.0, 63.806451612903224)","(9.0, 11.5, 11.125)","(3.0, 4.0, 3.65)"
04-01-2023 16:05:28.975710,"(5.5, 9.2, 8.825)","(4.6, 7.2, 6.800000000000001)","(14.0, 30.0, 25.5)","(5.5, 5.6, 5.428571428571428)","(5.0, 8.8, 8.0)","(31.0, 65.0, 63.806451612903224)","(9.0, 12.0, 11.125)","(3.0, 3.85, 3.725)"
04-01-2023 16:05:30.325311,"(5.5, 9.2, 8.825)","(4.6, 7.2, 6.800000000000001)","(14.0, 30.0, 25.5)","(5.5, 5.6, 5.3)","(5.0, 8.6, 8.3)","(31.0, 65.0, 47.0)","(9.0, 12.0, 11.125)","(3.0, 3.85, 3.725)"
04-01-2023 16:05:31.561481,"(5.5, 9.2, 8.825)","(4.6, 7.2, 6.800000000000001)","(14.0, 30.0, 25.5)","(5.5, 5.6, 5.25)","(5.0, 8.6, 8.3)","(31.0, 65.0, 47.0)","(9.0, 12.0, 11.125)","(3.0, 3.85, 3.725)"
04-01-2023 16:05:32.620332,"(5.5, 9.2, 8.825)","(4.6, 7.2, 6.800000000000001)","(14.0, 30.0, 25.5)","(5.5, 5.6, 5.3999999999999995)","(5.0, 8.6, 8.3)","(31.0, 65.0, 47.0)","(9.0, 12.0, 11.125)","(3.0, 3.85, 3.725)"
04-01-2023 16:05:33.674505,"(5.5, 9.2, 8.825)","(4.6, 7.2, 6.800000000000001)","(14.0, 30.0, 25.5)","(5.5, 5.6, 5.428571428571428)","(5.0, 8.6, 9.26)","(31.0, 65.0, 59.0)","(9.0, 12.0, 10.833333333333334)","(3.0, 3.85, 3.6333333333333333)"
04-01-2023 16:05:34.831458,"(5.5, 9.2, 8.825)","(4.6, 7.2, 7.2)","(14.0, 30.0, 25.25)","(5.5, 5.6, 5.428571428571428)","(5.0, 10.5, 8.927272727272728)","(31.0, 65.0, 60.0)","(9.0, 12.0, 10.833333333333334)","(3.0, 3.8, 3.6333333333333333)"
04-01-2023 16:05:35.975219,"(5.5, 9.2, 8.694736842105263)","(4.6, 8.0, 7.4)","(14.0, 34.0, 25.25)","(5.5, 5.6, 5.3)","(5.0, 9.8, 8.600000000000001)","(31.0, 65.0, 60.625)","(9.0, 12.0, 10.666666666666666)","(3.0, 3.8, 3.6333333333333333)"
04-01-2023 16:05:36.985361,"(5.5, 9.2, 8.559999999999999)","(4.6, 8.0, 7.4)","(14.0, 34.0, 25.25)","(5.5, 5.6, 5.3)","(5.0, 9.8, 8.488888888888889)","(31.0, 65.0, 60.625)","(9.0, 12.0, 10.833333333333334)","(3.0, 3.8, 3.675)"
04-01-2023 16:05:38.041944,"(5.5, 9.2, 8.559999999999999)","(4.6, 8.4, 7.333333333333333)","(14.0, 34.0, 25.25)","(5.5, 5.5, 5.071428571428572)","(5.0, 9.6, 8.1)","(31.0, 65.0, 60.625)","(9.0, 12.0, 10.833333333333334)","(3.0, 3.75, 3.675)"
04-01-2023 16:05:39.109869,"(5.5, 9.2, 8.559999999999999)","(4.6, 8.4, 7.066666666666666)","(14.0, 34.0, 25.25)","(5.5, 5.5, 5.071428571428572)","(5.0, 9.6, 7.977777777777778)","(31.0, 65.0, 60.625)","(9.0, 12.0, 10.833333333333334)","(3.0, 3.75, 3.675)"
04-01-2023 16:05:40.149791,"(5.5, 9.2, 8.507692307692308)","(4.6, 8.4, 7.333333333333333)","(14.0, 34.0, 25.25)","(5.5, 5.4, 5.416666666666667)","(5.0, 9.4, 8.033333333333333)","(31.0, 65.0, 60.625)","(9.0, 12.0, 11.666666666666666)","(3.0, 3.75, 3.675)"
04-01-2023 16:05:41.134038,"(5.5, 9.2, 8.276923076923076)","(4.6, 8.4, 7.0)","(14.0, 34.0, 25.25)","(5.5, 5.5, 5.416666666666667)","(5.0, 9.2, 8.04)","(31.0, 65.0, 60.625)","(9.0, 12.5, 12.25)","(3.0, 3.75, 3.666666666666667)"
04-01-2023 16:05:42.153620,"(5.5, 9.2, 8.276923076923076)","(4.6, 8.2, 7.75)","(14.0, 34.0, 25.25)","(5.5, 5.5, 5.416666666666667)","(5.0, 9.0, 8.3)","(31.0, 65.0, 60.625)","(9.0, 13.0, 12.25)","(3.0, 4.0, 3.7750000000000004)"
04-01-2023 16:05:43.281888,"(5.5, 9.2, 8.276923076923076)","(4.6, 8.4, 7.699999999999999)","(14.0, 34.0, 25.25)","(5.5, 5.5, 5.2)","(5.0, 8.8, 7.966666666666667)","(31.0, 65.0, 58.0)","(9.0, 13.0, 12.25)","(3.0, 3.95, 3.658333333333333)"
04-01-2023 16:05:44.412075,"(5.5, 9.2, 8.276923076923076)","(4.6, 8.2, 7.699999999999999)","(14.0, 34.0, 25.25)","(5.5, 5.4, 5.25)","(5.0, 8.8, 7.75)","(31.0, 65.0, 58.0)","(9.0, 13.0, 12.25)","(3.0, 3.95, 3.658333333333333)"
04-01-2023 16:05:45.524004,"(5.5, 9.2, 8.276923076923076)","(4.6, 8.2, 7.800000000000001)","(14.0, 34.0, 26.25)","(5.5, 5.3, 5.25)","(5.0, 8.8, 7.9)","(31.0, 65.0, 58.0)","(9.0, 13.0, 12.25)","(3.0, 3.95, 3.6083333333333334)"
04-01-2023 16:05:46.636301,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.4, 7.800000000000001)","(14.0, 36.0, 29.5)","(5.5, 5.3, 5.416666666666667)","(5.0, 8.4, 7.9)","(31.0, 65.0, 47.5)","(9.0, 13.0, 12.25)","(3.0, 3.9, 3.7)"
04-01-2023 16:05:47.794531,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.4, 7.800000000000001)","(14.0, 36.0, 29.5)","(5.5, 5.5, 5.25)","(5.0, 8.4, 7.9)","(31.0, 65.0, 47.5)","(9.0, 13.0, 12.25)","(3.0, 3.85, 3.5875)"
04-01-2023 16:05:48.823976,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.4, 8.114285714285714)","(14.0, 36.0, 29.5)","(5.5, 5.5, 5.25)","(5.0, 8.4, 7.9)","(31.0, 65.0, 47.5)","(9.0, 13.0, 12.5)","(3.0, 3.85, 3.5875)"
04-01-2023 16:05:49.856971,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.8, 8.2)","(14.0, 36.0, 29.5)","(5.5, 5.4, 5.2)","(5.0, 8.4, 7.9)","(31.0, 65.0, 41.666666666666664)","(9.0, 14.0, 12.875)","(3.0, 3.85, 3.5875)"
04-01-2023 16:05:50.933602,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.8, 7.709090909090909)","(14.0, 36.0, 29.5)","(5.5, 5.4, 5.25)","(5.0, 8.4, 7.9)","(31.0, 65.0, 41.666666666666664)","(9.0, 14.0, 12.875)","(3.0, 3.85, 3.5875)"
04-01-2023 16:05:51.967993,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.8, 7.709090909090909)","(14.0, 36.0, 29.5)","(5.5, 5.3, 5.25)","(5.0, 8.4, 8.28888888888889)","(31.0, 65.0, 41.666666666666664)","(9.0, 14.0, 12.875)","(3.0, 3.85, 3.5875)"
04-01-2023 16:05:53.011232,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.8, 7.709090909090909)","(14.0, 36.0, 29.5)","(5.5, 5.3, 5.1875)","(5.0, 9.0, 7.9)","(31.0, 65.0, 41.666666666666664)","(9.0, 14.0, 12.875)","(3.0, 3.85, 3.65)"
04-01-2023 16:05:54.066185,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.8, 7.709090909090909)","(14.0, 36.0, 29.5)","(5.5, 5.3, 5.166666666666667)","(5.0, 8.8, 7.527272727272727)","(31.0, 65.0, 41.666666666666664)","(9.0, 14.0, 10.25)","(3.0, 3.75, 3.583333333333333)"
04-01-2023 16:05:55.378397,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.8, 7.709090909090909)","(14.0, 36.0, 29.5)","(5.5, 5.2, 5.416666666666667)","(5.0, 8.8, 7.527272727272727)","(31.0, 65.0, 41.666666666666664)","(9.0, 14.0, 12.875)","(3.0, 3.75, 3.65)"
04-01-2023 16:05:56.465988,"(5.5, 9.2, 8.494117647058824)","(4.6, 9.0, 8.04)","(14.0, 36.0, 29.5)","(5.5, 5.5, 5.208333333333333)","(5.0, 8.8, 7.527272727272727)","(31.0, 65.0, 41.666666666666664)","(9.0, 14.0, 12.5625)","(3.0, 3.75, 3.5999999999999996)"
04-01-2023 16:05:57.574569,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.8, 8.216666666666667)","(14.0, 36.0, 29.5)","(5.5, 5.5, 5.208333333333333)","(5.0, 8.8, 7.527272727272727)","(31.0, 65.0, 41.666666666666664)","(9.0, 13.5, 12.5625)","(3.0, 3.75, 3.5999999999999996)"
04-01-2023 16:05:58.649926,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.6, 8.466666666666667)","(14.0, 36.0, 29.5)","(5.5, 5.5, 5.208333333333333)","(5.0, 8.8, 7.527272727272727)","(31.0, 65.0, 41.666666666666664)","(9.0, 13.5, 12.5625)","(3.0, 3.75, 3.583333333333333)"
04-01-2023 16:05:59.773044,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.6, 8.2)","(14.0, 36.0, 29.5)","(5.5, 5.5, 5.316666666666667)","(5.0, 8.8, 7.6000000000000005)","(31.0, 65.0, 41.666666666666664)","(9.0, 13.5, 12.5625)","(3.0, 3.75, 3.5749999999999997)"
04-01-2023 16:06:00.917751,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.6, 8.2)","(14.0, 36.0, 29.5)","(5.5, 5.4, 5.15)","(5.0, 8.6, 7.9)","(31.0, 65.0, 41.666666666666664)","(9.0, 13.5, 12.5625)","(3.0, 3.7, 3.5749999999999997)"
04-01-2023 16:06:02.030242,"(5.5, 9.2, 8.342857142857143)","(4.6, 8.6, 8.2)","(14.0, 36.0, 24.3)","(5.5, 5.5, 5.057894736842106)","(5.0, 8.4, 7.885714285714285)","(31.0, 65.0, 35.0)","(9.0, 13.5, 9.28125)","(3.0, 3.7, 3.5999999999999996)"
04-01-2023 16:06:03.409120,"(5.5, 9.2, 8.654545454545454)","(4.6, 8.4, 8.025)","(14.0, 34.0, 30.125)","(5.5, 5.5, 5.057894736842106)","(5.0, 8.6, 7.975)","(31.0, 65.0, 36.0)","(9.0, 13.5, 12.428571428571429)","(3.0, 3.65, 3.5999999999999996)"
04-01-2023 16:06:04.591355,"(5.5, 9.2, 8.654545454545454)","(4.8, 8.4, 8.025)","(15.0, 32.0, 31.11764705882353)","(5.0, 5.5, 5.057894736842106)","(5.0, 8.6, 9.68)","(31.0, 60.0, 42.0)","(9.0, 13.0, 11.694444444444445)","(3.0, 3.65, 3.55)"
04-01-2023 16:06:05.623894,"(5.5, 9.2, 8.568421052631578)","(4.8, 8.2, 8.066666666666666)","(15.0, 32.0, 31.11764705882353)","(5.0, 5.5, 5.057894736842106)","(5.0, 9.8, 9.061538461538461)","(31.0, 55.0, 42.0)","(9.0, 13.5, 11.694444444444445)","(3.0, 3.65, 3.55)"
04-01-2023 16:06:06.984688,"(5.5, 9.2, 8.568421052631578)","(4.8, 8.4, 8.114285714285714)","(15.0, 32.0, 31.53125)","(5.0, 5.5, 5.057894736842106)","(5.0, 9.8, 9.294736842105264)","(31.0, 55.0, 34.2)","(9.0, 13.5, 11.694444444444445)","(3.0, 3.65, 3.5583333333333336)"
04-01-2023 16:06:08.591854,"(5.5, 9.2, 8.719999999999999)","(4.8, 8.4, 7.854545454545455)","(15.0, 32.0, 31.53125)","(5.0, 5.5, 5.0875)","(5.0, 9.8, 9.294736842105264)","(31.0, 55.0, 32.714285714285715)","(9.0, 13.5, 11.694444444444445)","(3.0, 3.6, 3.5583333333333336)"
04-01-2023 16:06:09.785419,"(5.5, 9.2, 8.568421052631578)","(4.8, 8.4, 7.3)","(15.0, 32.0, 31.53125)","(5.0, 5.5, 5.057894736842106)","(5.0, 9.8, 9.294736842105264)","(31.0, 55.0, 31.0)","(9.0, 13.5, 12.75)","(3.0, 3.6, 3.5583333333333336)"
04-01-2023 16:06:11.095774,"(5.5, 9.2, 8.568421052631578)","(4.8, 8.2, 7.466666666666667)","(15.0, 32.0, 31.53125)","(5.0, 5.5, 5.057894736842106)","(5.0, 9.8, 9.294736842105264)","(31.0, 55.0, 31.0)","(9.0, 13.0, 12.214285714285714)","(3.0, 3.6, 3.5583333333333336)"
04-01-2023 16:06:12.436243,"(5.5, 9.2, 8.719999999999999)","(4.8, 8.0, 6.925)","(15.0, 32.0, 31.53125)","(5.0, 5.5, 5.0875)","(5.0, 9.8, 9.2875)","(31.0, 55.0, 31.0)","(9.0, 13.5, 12.214285714285714)","(3.0, 3.6, 3.5583333333333336)"
04-01-2023 16:06:13.678825,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.8, 6.925)","(15.0, 32.0, 31.53125)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.178947368421053)","(31.0, 55.0, 31.0)","(9.0, 13.5, 12.214285714285714)","(3.0, 3.6, 3.533333333333333)"
04-01-2023 16:06:14.827423,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.6, 7.3)","(15.0, 32.0, 31.53125)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.178947368421053)","(31.0, 55.0, 31.0)","(9.0, 13.5, 12.214285714285714)","(3.0, 3.7, 3.4916666666666667)"
04-01-2023 16:06:16.052338,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.6, 6.980952380952381)","(15.0, 32.0, 31.516129032258064)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.178947368421053)","(31.0, 55.0, 31.0)","(9.0, 13.5, 10.384615384615385)","(3.0, 3.7, 3.4916666666666667)"
04-01-2023 16:06:17.360295,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.6, 6.980952380952381)","(16.0, 32.0, 24.75)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.2875)","(31.0, 55.0, 31.0)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.4916666666666667)"
04-01-2023 16:06:18.627641,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.6, 6.980952380952381)","(16.0, 32.0, 24.75)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.385714285714286)","(31.0, 55.0, 31.0)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.4916666666666667)"
04-01-2023 16:06:19.958696,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.6, 6.980952380952381)","(16.0, 32.0, 24.75)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.15)","(31.0, 55.0, 31.0)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.4916666666666667)"
04-01-2023 16:06:21.376790,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.6, 6.980952380952381)","(16.0, 32.0, 24.75)","(5.0, 5.5, 5.0875)","(5.0, 9.4, 9.15)","(31.0, 55.0, 31.0)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.5333333333333337)"
04-01-2023 16:06:22.821026,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.6, 6.7875)","(16.0, 32.0, 28.375)","(5.0, 5.5, 5.0875)","(5.0, 9.4, 9.15)","(31.0, 55.0, 31.0)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.4857142857142858)"
04-01-2023 16:06:23.967054,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.6, 7.022222222222222)","(16.0, 32.0, 28.375)","(5.0, 5.5, 5.0875)","(5.0, 9.4, 9.15)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.4857142857142858)"
04-01-2023 16:06:25.045027,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.6, 7.022222222222222)","(16.0, 32.0, 28.375)","(5.0, 5.5, 5.0875)","(5.0, 9.4, 9.15)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.4857142857142858)"
04-01-2023 16:06:26.256805,"(5.5, 9.2, 8.719999999999999)","(4.8, 7.6, 7.022222222222222)","(16.0, 32.0, 30.07142857142857)","(5.0, 5.5, 5.0875)","(5.0, 9.4, 9.2875)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.4857142857142858)"
04-01-2023 16:06:27.548023,"(5.5, 9.0, 8.5625)","(4.8, 7.6, 7.022222222222222)","(16.0, 32.0, 30.07142857142857)","(5.0, 5.5, 4.95)","(5.0, 9.6, 9.178947368421053)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.575)"
04-01-2023 16:06:28.780325,"(5.5, 9.0, 8.5625)","(4.8, 7.6, 7.010526315789473)","(16.0, 32.0, 30.07142857142857)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.2875)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.5944444444444446)"
04-01-2023 16:06:29.973142,"(5.5, 9.0, 8.5)","(4.8, 7.6, 6.836363636363637)","(16.0, 32.0, 30.214285714285715)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.2875)","(31.0, 55.0, 35.5)","(9.0, 13.5, 10.96875)","(3.1, 3.65, 3.5944444444444446)"
04-01-2023 16:06:31.183634,"(5.5, 9.0, 8.5)","(4.8, 7.6, 6.836363636363637)","(16.0, 32.0, 30.214285714285715)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.178947368421053)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.65, 3.5944444444444446)"
04-01-2023 16:06:32.444215,"(5.5, 9.0, 8.5)","(4.8, 7.6, 7.0)","(16.0, 32.0, 31.305555555555557)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.385714285714286)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.65, 3.5944444444444446)"
04-01-2023 16:06:33.637608,"(5.5, 9.0, 8.5)","(4.8, 7.6, 7.0)","(16.0, 32.0, 31.305555555555557)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.15)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.65, 3.4833333333333334)"
04-01-2023 16:06:34.790293,"(5.5, 9.0, 8.5)","(4.8, 7.6, 7.0)","(16.0, 32.0, 31.305555555555557)","(5.0, 5.5, 5.0875)","(5.0, 9.4, 9.15)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.65, 3.575)"
04-01-2023 16:06:35.945687,"(5.5, 9.0, 8.5)","(4.8, 7.6, 7.0)","(16.0, 32.0, 31.305555555555557)","(5.0, 5.5, 5.0875)","(5.0, 9.4, 9.425)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.7, 3.5250000000000004)"
04-01-2023 16:06:37.065610,"(5.5, 9.0, 8.4)","(4.8, 7.6, 6.863157894736842)","(16.0, 32.0, 31.305555555555557)","(5.0, 5.5, 5.0875)","(5.0, 9.8, 9.2)","(31.0, 55.0, 35.5)","(9.0, 13.5, 12.214285714285714)","(3.1, 3.6, 3.5250000000000004)"
04-01-2023 16:06:38.070072,"(5.5, 9.0, 8.4375)","(4.8, 7.4, 7.133333333333334)","(16.0, 32.0, 31.342105263157897)","(5.0, 5.5, 5.185714285714286)","(5.0, 9.8, 9.061538461538461)","(31.0, 55.0, 35.5)","(9.0, 13.5, 10.96875)","(3.1, 3.6, 3.5250000000000004)"
04-01-2023 16:06:39.226194,"(5.5, 9.0, 8.4375)","(4.8, 7.4, 7.0)","(16.0, 32.0, 30.285714285714285)","(5.0, 5.5, 5.185714285714286)","(5.0, 9.8, 9.2)","(31.0, 55.0, 35.5)","(9.0, 13.0, 11.725)","(3.1, 3.6, 3.5250000000000004)"
04-01-2023 16:06:40.440682,"(5.5, 9.0, 8.4375)","(4.8, 7.2, 7.133333333333334)","(16.0, 32.0, 30.42857142857143)","(5.0, 5.5, 5.185714285714286)","(5.0, 9.8, 9.242857142857142)","(31.0, 55.0, 35.5)","(9.0, 12.5, 11.74)","(3.1, 3.6, 3.5250000000000004)"
04-01-2023 16:06:41.558500,"(5.5, 9.0, 8.5)","(4.8, 7.2, 7.133333333333334)","(16.0, 32.0, 30.42857142857143)","(5.0, 5.5, 5.185714285714286)","(5.0, 9.6, 9.242857142857142)","(31.0, 55.0, 35.5)","(9.0, 12.0, 11.870000000000001)","(3.1, 3.6, 3.5250000000000004)"
04-01-2023 16:06:42.719200,"(5.5, 9.0, 8.588235294117647)","(4.8, 7.2, 7.133333333333334)","(16.0, 32.0, 30.333333333333336)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.242857142857142)","(31.0, 55.0, 35.5)","(9.0, 12.0, 11.870000000000001)","(3.1, 3.6, 3.466666666666667)"
04-01-2023 16:06:43.875817,"(5.5, 9.0, 8.588235294117647)","(4.8, 7.2, 7.133333333333334)","(16.0, 32.0, 30.57142857142857)","(5.0, 5.5, 5.15625)","(5.0, 9.6, 9.1)","(31.0, 55.0, 35.5)","(9.0, 12.0, 11.870000000000001)","(3.1, 3.55, 3.466666666666667)"
04-01-2023 16:06:45.051373,"(5.5, 9.0, 8.588235294117647)","(4.8, 7.2, 7.133333333333334)","(16.0, 32.0, 30.57142857142857)","(5.0, 5.5, 5.15625)","(5.0, 9.6, 9.1)","(31.0, 55.0, 35.5)","(9.0, 12.0, 11.870000000000001)","(3.1, 3.55, 3.466666666666667)"
04-01-2023 16:06:46.252255,"(5.5, 9.0, 8.588235294117647)","(4.8, 7.2, 7.133333333333334)","(16.0, 32.0, 31.333333333333332)","(5.0, 5.5, 5.15625)","(5.0, 9.6, 9.2)","(31.0, 55.0, 35.5)","(9.0, 12.0, 11.870000000000001)","(3.1, 3.55, 3.466666666666667)"
04-01-2023 16:06:47.497332,"(5.5, 9.0, 8.588235294117647)","(4.8, 7.2, 7.133333333333334)","(16.0, 32.0, 31.333333333333332)","(5.0, 5.5, 5.15625)","(5.0, 9.8, 9.242857142857142)","(31.0, 55.0, 35.5)","(9.0, 12.0, 11.870000000000001)","(3.1, 3.55, 3.466666666666667)"
04-01-2023 16:06:48.713143,"(5.5, 9.0, 8.588235294117647)","(4.8, 7.2, 7.133333333333334)","(16.0, 32.0, 31.333333333333332)","(5.0, 5.5, 5.0875)","(5.0, 9.6, 9.242857142857142)","(31.0, 55.0, 35.5)","(9.0, 12.0, 11.870000000000001)","(3.1, 3.55, 3.575)"
04-01-2023 16:06:50.004221,"(5.5, 9.0, 8.588235294117647)","(4.8, 7.2, 6.5875)","(16.0, 32.0, 31.333333333333332)","(5.0, 5.5, 5.15625)","(5.0, 9.6, 9.1)","(31.0, 55.0, 31.923076923076923)","(9.0, 12.0, 11.870000000000001)","(3.1, 3.7, 3.5250000000000004)"
04-01-2023 16:06:51.242434,"(5.5, 9.0, 8.588235294117647)","(4.8, 7.0, 6.6)","(16.0, 32.0, 37.75)","(5.0, 5.5, 5.15625)","(5.0, 9.6, 9.1)","(31.0, 55.0, 31.923076923076923)","(9.0, 12.0, 11.870000000000001)","(3.1, 3.6, 3.5250000000000004)"
04-01-2023 16:06:52.388968,"(5.5, 9.0, 8.588235294117647)","(4.8, 6.8, 6.6)","(16.0, 40.0, 33.78947368421053)","(5.0, 5.5, 5.15625)","(5.0, 9.6, 9.242857142857142)","(31.0, 55.0, 31.923076923076923)","(9.0, 12.0, 11.870000000000001)","(3.1, 3.6, 3.5250000000000004)"
