,Jayville Mac,Typhoon Missile,Orford Bale,Alvarez Bale,Groomsman,Son Of Brock,Was A Soldier,Chasing Boyd
04-01-2023 13:15:22.632444,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:23.995225,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:25.195279,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:26.407922,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:27.640934,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:28.888696,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:30.110822,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:31.308079,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:32.468852,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:33.724624,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:35.076466,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:36.293586,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:37.468175,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:38.622659,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:39.797669,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:40.931789,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:42.047202,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:43.179290,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:44.450341,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 6.583333333333333)"
04-01-2023 13:15:45.746167,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 33.125)","(18.0, 65.0, 36.25)","(3.1, 4.6, 3.385)","(17.0, 40.0, 25.42857142857143)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 18.166666666666668)","(6.0, 11.5, 9.2)"
04-01-2023 13:15:46.970394,"(5.5, 8.8, 6.08)","(18.0, 60.0, 33.125)","(18.0, 65.0, 27.083333333333332)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:15:48.055350,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.583333333333332)","(18.0, 65.0, 27.083333333333332)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 9.675)"
04-01-2023 13:15:49.294496,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 10.2)"
04-01-2023 13:15:50.487791,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 9.65)"
04-01-2023 13:15:51.730963,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.4)"
04-01-2023 13:15:52.932440,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 9.7)"
04-01-2023 13:15:54.168603,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 9.725)"
04-01-2023 13:15:55.454214,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:15:56.785317,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:15:58.069221,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:15:59.258048,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:00.492454,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:01.661588,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:02.897636,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:04.104393,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:05.324379,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:06.593097,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:07.856966,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:09.095587,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:10.323286,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:11.508658,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 25.0)","(18.0, 65.0, 27.5)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:12.735317,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:14.043194,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 28.333333333333332)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:15.494254,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:16.831093,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:18.284194,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:19.672435,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:20.961290,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:22.134594,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:23.393643,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:24.716999,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:25.951846,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:27.192079,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:28.464074,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:29.744636,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:30.879330,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:32.724221,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 22.142857142857142)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:34.563554,"(5.5, 8.8, 7.753846153846155)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:36.197841,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.583333333333332)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:37.596570,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.583333333333332)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:38.987280,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 51.82692307692307)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:40.279493,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 51.63461538461539)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:41.521576,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:42.792522,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:43.977128,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:45.141020,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 14.666666666666666)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:46.278367,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:47.490385,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:48.617914,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:49.949832,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:51.271535,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:52.614381,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:53.901555,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:55.290061,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:56.756536,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:57.956181,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:16:59.140878,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:17:00.381745,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:17:01.670155,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 51.63461538461539)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:17:02.817722,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 51.63461538461539)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:17:03.954950,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.583333333333332)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:17:05.088207,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 51.63461538461539)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 8.5)"
04-01-2023 13:17:06.243009,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 15.0)","(6.0, 11.0, 9.725)"
04-01-2023 13:17:07.312161,"(5.5, 8.8, 8.208695652173914)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.385)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.9, 3.2666666666666666)","(10.0, 22.0, 19.0)","(6.0, 11.0, 6.75)"
04-01-2023 13:17:08.414207,"(5.5, 8.8, 7.333333333333334)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.9499999999999997)","(17.0, 40.0, 26.11111111111111)","(2.8, 4.8, 3.3)","(10.0, 22.0, 19.142857142857142)","(6.0, 10.5, 6.75)"
