,Jayville Mac,Typhoon Missile,Orford Bale,Alvarez Bale,Groomsman,Son Of Brock,Was A Soldier,Chasing Boyd
04-01-2023 13:23:54.110844,"(5.5, 7.6, 7.111111111111111)","(20.0, 65.0, 47.935483870967744)","(21.0, 50.0, 40.516129032258064)","(3.1, 3.95, 3.626923076923077)","(18.0, 36.0, 29.235294117647058)","(2.7, 3.25, 3.2333333333333334)","(12.0, 18.0, 14.606060606060606)","(6.0, 8.0, 7.936842105263158)"
04-01-2023 13:23:55.443595,"(5.5, 7.6, 7.111111111111111)","(20.0, 65.0, 47.935483870967744)","(21.0, 50.0, 40.516129032258064)","(3.1, 3.95, 3.539705882352941)","(18.0, 36.0, 29.235294117647058)","(2.7, 3.25, 3.2333333333333334)","(12.0, 18.0, 14.606060606060606)","(6.0, 8.0, 7.925)"
04-01-2023 13:23:56.764591,"(5.5, 7.6, 7.18095238095238)","(20.0, 65.0, 47.935483870967744)","(21.0, 50.0, 40.516129032258064)","(3.1, 3.95, 3.6199999999999997)","(18.0, 36.0, 29.235294117647058)","(2.7, 3.25, 3.2333333333333334)","(12.0, 18.0, 14.838709677419354)","(6.0, 8.0, 7.925)"
04-01-2023 13:23:58.137872,"(5.5, 7.6, 7.111111111111111)","(20.0, 65.0, 47.935483870967744)","(21.0, 50.0, 40.516129032258064)","(3.1, 3.9, 3.6199999999999997)","(18.0, 36.0, 29.235294117647058)","(2.7, 3.25, 3.2333333333333334)","(12.0, 18.0, 14.838709677419354)","(6.0, 8.0, 7.925)"
04-01-2023 13:23:59.445556,"(5.5, 7.6, 7.111111111111111)","(20.0, 65.0, 55.09090909090909)","(21.0, 50.0, 40.375)","(3.1, 3.9, 3.6199999999999997)","(18.0, 36.0, 29.235294117647058)","(2.7, 3.25, 3.2333333333333334)","(12.0, 18.0, 14.838709677419354)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:00.651616,"(5.5, 7.6, 7.111111111111111)","(20.0, 60.0, 55.09090909090909)","(21.0, 50.0, 40.375)","(3.1, 3.9, 3.5999999999999996)","(18.0, 36.0, 29.235294117647058)","(2.7, 3.25, 3.2333333333333334)","(12.0, 18.0, 14.838709677419354)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:01.906568,"(5.5, 7.6, 7.111111111111111)","(20.0, 60.0, 46.23529411764706)","(21.0, 50.0, 40.375)","(3.1, 3.9, 3.5999999999999996)","(18.0, 36.0, 29.142857142857142)","(2.7, 3.25, 3.2333333333333334)","(12.0, 18.0, 15.030303030303031)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:03.197447,"(5.5, 7.6, 7.111111111111111)","(20.0, 60.0, 46.23529411764706)","(21.0, 50.0, 40.375)","(3.1, 3.9, 3.6458333333333335)","(18.0, 36.0, 29.142857142857142)","(2.7, 3.25, 3.2333333333333334)","(12.0, 18.0, 15.2)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:04.477871,"(5.5, 7.4, 7.222222222222222)","(20.0, 60.0, 46.23529411764706)","(21.0, 48.0, 44.0)","(3.1, 3.85, 3.6029411764705883)","(18.0, 36.0, 29.142857142857142)","(2.7, 3.25, 3.2333333333333334)","(12.0, 18.0, 14.387096774193548)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:05.793118,"(5.5, 7.4, 7.222222222222222)","(20.0, 60.0, 46.23529411764706)","(21.0, 48.0, 44.0)","(3.1, 3.85, 3.6029411764705883)","(18.0, 36.0, 29.142857142857142)","(2.7, 3.25, 3.270967741935484)","(12.0, 18.0, 15.052631578947368)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:07.052128,"(5.5, 7.4, 7.142857142857143)","(20.0, 60.0, 46.23529411764706)","(21.0, 48.0, 40.44444444444444)","(3.1, 3.85, 3.6029411764705883)","(18.0, 36.0, 29.142857142857142)","(2.7, 3.3, 3.2333333333333334)","(12.0, 18.0, 15.052631578947368)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:08.410016,"(5.5, 7.4, 7.142857142857143)","(20.0, 60.0, 46.23529411764706)","(21.0, 48.0, 40.8)","(3.1, 3.85, 3.564814814814815)","(18.0, 36.0, 29.142857142857142)","(2.7, 3.25, 3.2338709677419355)","(12.0, 18.0, 14.606060606060606)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:09.735958,"(5.5, 7.4, 7.222222222222222)","(21.0, 60.0, 46.23529411764706)","(21.0, 48.0, 39.42857142857143)","(3.1, 3.85, 3.504054054054054)","(19.0, 36.0, 29.142857142857142)","(2.7, 3.25, 3.2338709677419355)","(12.0, 18.0, 15.268292682926829)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:10.964581,"(5.5, 7.4, 7.014285714285714)","(21.0, 60.0, 46.23529411764706)","(21.0, 48.0, 39.42857142857143)","(3.1, 3.85, 3.555)","(19.0, 36.0, 29.142857142857142)","(2.7, 3.25, 3.29375)","(12.0, 18.0, 14.606060606060606)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:12.203741,"(5.5, 7.4, 7.014285714285714)","(21.0, 60.0, 48.3)","(21.0, 48.0, 38.857142857142854)","(3.1, 3.8, 3.555)","(19.0, 36.0, 28.5)","(2.7, 3.35, 3.2736842105263158)","(12.0, 18.0, 15.666666666666666)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:13.405491,"(5.5, 7.4, 7.014285714285714)","(21.0, 60.0, 48.3)","(21.0, 48.0, 38.857142857142854)","(3.1, 3.8, 3.555)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.2736842105263158)","(12.0, 18.0, 15.666666666666666)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:14.555184,"(5.5, 7.4, 7.133333333333334)","(21.0, 60.0, 48.3)","(21.0, 48.0, 40.76190476190476)","(3.1, 3.8, 3.63)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.287179487179487)","(12.0, 18.0, 15.2)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:15.719669,"(5.5, 7.4, 7.1)","(21.0, 60.0, 46.13333333333333)","(21.0, 46.0, 40.76190476190476)","(3.1, 3.75, 3.63)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.318604651162791)","(12.0, 18.0, 15.10344827586207)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:16.939317,"(5.5, 7.4, 7.0)","(21.0, 60.0, 49.333333333333336)","(21.0, 46.0, 39.07692307692308)","(3.1, 3.75, 3.5892857142857144)","(19.0, 36.0, 28.5)","(2.7, 3.35, 3.3245283018867924)","(12.0, 18.0, 15.2)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:18.145709,"(5.5, 7.2, 7.133333333333334)","(21.0, 60.0, 49.853658536585364)","(21.0, 44.0, 39.07692307692308)","(3.1, 3.75, 3.6)","(19.0, 36.0, 28.5)","(2.7, 3.35, 3.319318181818182)","(12.0, 18.0, 15.2)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:19.321250,"(5.5, 6.8, 6.779999999999999)","(21.0, 60.0, 49.853658536585364)","(21.0, 44.0, 39.07692307692308)","(3.1, 3.75, 3.6363636363636362)","(19.0, 36.0, 28.5)","(2.7, 3.35, 3.319318181818182)","(12.0, 18.0, 15.2)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:20.548059,"(5.5, 6.8, 6.72)","(21.0, 60.0, 49.853658536585364)","(21.0, 44.0, 38.285714285714285)","(3.1, 3.75, 3.6029411764705883)","(19.0, 36.0, 28.5)","(2.7, 3.35, 3.319318181818182)","(12.0, 18.0, 15.2)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:21.759175,"(5.5, 6.8, 6.72)","(21.0, 60.0, 50.486486486486484)","(21.0, 44.0, 38.05714285714286)","(3.1, 3.75, 3.588235294117647)","(19.0, 36.0, 28.5)","(2.7, 3.35, 3.2874999999999996)","(12.0, 18.0, 15.2)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:23.018771,"(5.5, 7.2, 7.085714285714285)","(21.0, 60.0, 50.486486486486484)","(21.0, 44.0, 38.05714285714286)","(3.1, 3.75, 3.575)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.2874999999999996)","(12.0, 18.0, 15.2)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:24.259896,"(5.5, 7.2, 6.914285714285715)","(21.0, 60.0, 50.486486486486484)","(21.0, 44.0, 38.05714285714286)","(3.1, 3.7, 3.666666666666667)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.2874999999999996)","(12.0, 18.0, 15.2)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:25.513444,"(5.5, 7.0, 6.914285714285715)","(21.0, 60.0, 50.486486486486484)","(21.0, 44.0, 38.7)","(3.1, 3.7, 3.666666666666667)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.2874999999999996)","(12.0, 18.0, 15.2)","(6.0, 8.0, 7.925)"
04-01-2023 13:24:26.703326,"(5.5, 7.0, 6.914285714285715)","(21.0, 60.0, 50.486486486486484)","(21.0, 42.0, 38.7)","(3.1, 3.7, 3.666666666666667)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.2874999999999996)","(12.0, 18.0, 15.193548387096774)","(6.0, 8.0, 7.927272727272728)"
04-01-2023 13:24:27.816653,"(5.5, 7.0, 6.9)","(21.0, 60.0, 50.486486486486484)","(21.0, 42.0, 38.7)","(3.1, 3.7, 3.666666666666667)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.2874999999999996)","(12.0, 18.0, 15.193548387096774)","(6.0, 8.0, 7.927272727272728)"
04-01-2023 13:24:29.000330,"(5.5, 7.0, 6.9)","(21.0, 60.0, 50.486486486486484)","(21.0, 40.0, 37.89473684210526)","(3.1, 3.7, 3.666666666666667)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.2874999999999996)","(12.0, 18.0, 15.416666666666666)","(6.0, 8.0, 7.927272727272728)"
04-01-2023 13:24:30.298634,"(5.5, 7.0, 6.914285714285715)","(21.0, 60.0, 51.67567567567568)","(21.0, 40.0, 37.89473684210526)","(3.1, 3.7, 3.5833333333333335)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.28125)","(12.0, 17.5, 15.277777777777779)","(6.0, 8.0, 7.927272727272728)"
04-01-2023 13:24:31.621699,"(5.5, 7.0, 6.914285714285715)","(21.0, 60.0, 52.666666666666664)","(21.0, 40.0, 37.09090909090909)","(3.1, 3.6, 3.5833333333333335)","(19.0, 36.0, 28.5)","(2.7, 3.3, 3.3916666666666666)","(12.0, 17.5, 15.277777777777779)","(6.0, 8.0, 7.927272727272728)"
04-01-2023 13:24:32.875999,"(5.5, 7.0, 6.9)","(21.0, 60.0, 52.666666666666664)","(21.0, 40.0, 37.09090909090909)","(3.1, 3.6, 3.5833333333333335)","(19.0, 36.0, 28.5)","(2.7, 3.4, 3.4034482758620688)","(12.0, 17.5, 15.277777777777779)","(6.0, 8.0, 7.927272727272728)"
04-01-2023 13:24:34.045359,"(5.5, 7.0, 6.630769230769231)","(21.0, 60.0, 51.67567567567568)","(21.0, 40.0, 37.09090909090909)","(3.1, 3.6, 3.666666666666667)","(19.0, 36.0, 28.5)","(2.7, 3.5, 3.375)","(12.0, 17.5, 15.333333333333334)","(6.0, 8.0, 7.927272727272728)"
04-01-2023 13:24:35.255772,"(5.5, 6.8, 6.7555555555555555)","(21.0, 60.0, 50.94117647058823)","(21.0, 40.0, 37.09090909090909)","(3.1, 3.7, 3.5833333333333335)","(19.0, 36.0, 28.5)","(2.7, 3.4, 3.375)","(12.0, 17.0, 15.181818181818182)","(6.0, 8.0, 7.866666666666667)"
04-01-2023 13:24:36.537415,"(5.5, 7.0, 6.481818181818182)","(21.0, 60.0, 50.94117647058823)","(21.0, 40.0, 37.09090909090909)","(3.1, 3.7, 3.625)","(19.0, 36.0, 28.5)","(2.7, 3.4, 3.3864864864864863)","(12.0, 17.0, 15.4)","(6.0, 8.0, 7.866666666666667)"
04-01-2023 13:24:37.849547,"(5.5, 6.8, 6.423529411764706)","(21.0, 60.0, 50.94117647058823)","(21.0, 40.0, 36.30769230769231)","(3.1, 3.7, 3.642857142857143)","(19.0, 36.0, 28.5)","(2.7, 3.4, 3.3864864864864863)","(12.0, 17.0, 15.1)","(6.0, 8.0, 7.875)"
04-01-2023 13:24:39.102949,"(5.5, 6.8, 6.553846153846154)","(21.0, 60.0, 50.94117647058823)","(21.0, 40.0, 36.44444444444444)","(3.1, 3.7, 3.5833333333333335)","(19.0, 36.0, 28.5)","(2.7, 3.4, 3.3864864864864863)","(12.0, 17.0, 15.19047619047619)","(6.0, 8.0, 7.875)"
04-01-2023 13:24:40.292923,"(5.5, 6.6, 6.5249999999999995)","(21.0, 60.0, 50.94117647058823)","(21.0, 40.0, 36.57142857142857)","(3.1, 3.7, 3.576923076923077)","(19.0, 36.0, 27.53846153846154)","(2.7, 3.4, 3.3864864864864863)","(12.0, 17.0, 15.538461538461538)","(6.0, 8.0, 7.875)"
04-01-2023 13:24:41.486624,"(5.5, 6.6, 6.483333333333333)","(21.0, 60.0, 50.94117647058823)","(21.0, 38.0, 34.74074074074074)","(3.1, 3.7, 3.625)","(19.0, 36.0, 28.558139534883722)","(2.7, 3.4, 3.3893617021276596)","(12.0, 17.0, 15.848484848484848)","(6.0, 8.0, 7.875)"
04-01-2023 13:24:42.755537,"(5.5, 6.6, 6.227777777777778)","(21.0, 60.0, 50.94117647058823)","(21.0, 38.0, 34.857142857142854)","(3.1, 3.7, 3.625)","(19.0, 36.0, 28.558139534883722)","(2.7, 3.4, 3.3893617021276596)","(12.0, 17.0, 15.882352941176471)","(6.0, 8.0, 7.662962962962963)"
04-01-2023 13:24:44.050025,"(5.5, 6.6, 6.228985507246377)","(21.0, 60.0, 50.94117647058823)","(21.0, 38.0, 35.16129032258065)","(3.1, 3.7, 3.55)","(19.0, 36.0, 28.558139534883722)","(2.7, 3.4, 3.3893617021276596)","(12.0, 17.0, 15.882352941176471)","(6.0, 8.2, 7.671698113207547)"
04-01-2023 13:24:45.308535,"(5.5, 6.6, 6.228985507246377)","(21.0, 60.0, 50.94117647058823)","(21.0, 38.0, 35.16129032258065)","(3.1, 3.65, 3.576923076923077)","(19.0, 36.0, 28.558139534883722)","(2.7, 3.4, 3.475)","(12.0, 17.0, 15.882352941176471)","(6.0, 8.2, 7.671698113207547)"
04-01-2023 13:24:46.448995,"(5.5, 6.6, 6.228985507246377)","(21.0, 60.0, 50.94117647058823)","(21.0, 38.0, 35.16129032258065)","(3.1, 3.7, 3.625)","(19.0, 36.0, 28.5)","(2.7, 3.5, 3.4083333333333337)","(12.0, 17.0, 16.0)","(6.0, 8.2, 7.671698113207547)"
04-01-2023 13:24:47.621422,"(5.5, 6.6, 6.228985507246377)","(21.0, 60.0, 50.89655172413793)","(21.0, 38.0, 35.16129032258065)","(3.1, 3.7, 3.576923076923077)","(19.0, 36.0, 28.5)","(2.7, 3.45, 3.420588235294118)","(12.0, 17.0, 16.0)","(6.0, 8.2, 7.671698113207547)"
04-01-2023 13:24:48.829101,"(5.5, 6.6, 5.93134328358209)","(21.0, 60.0, 51.483870967741936)","(21.0, 38.0, 35.16129032258065)","(3.1, 3.7, 3.576923076923077)","(19.0, 36.0, 28.5)","(2.7, 3.45, 3.3944444444444444)","(12.0, 17.0, 15.86)","(6.0, 8.2, 7.671698113207547)"
04-01-2023 13:24:50.063642,"(5.5, 6.6, 6.228985507246377)","(21.0, 60.0, 51.483870967741936)","(21.0, 38.0, 35.16129032258065)","(3.1, 3.7, 3.625)","(19.0, 36.0, 28.5)","(2.7, 3.45, 3.4094594594594594)","(12.0, 17.0, 16.05)","(6.0, 8.2, 7.671698113207547)"
04-01-2023 13:24:51.286388,"(5.5, 6.6, 6.228985507246377)","(21.0, 60.0, 52.666666666666664)","(21.0, 38.0, 35.16129032258065)","(3.1, 3.7, 3.625)","(19.0, 36.0, 28.5)","(2.7, 3.45, 3.4094594594594594)","(12.0, 17.0, 16.05)","(6.0, 8.2, 7.662962962962963)"
04-01-2023 13:24:52.470199,"(5.5, 6.6, 6.3)","(21.0, 60.0, 51.75)","(21.0, 38.0, 35.16129032258065)","(3.1, 3.7, 3.576923076923077)","(19.0, 36.0, 28.5)","(2.7, 3.45, 3.394047619047619)","(12.0, 17.0, 16.22972972972973)","(6.0, 8.2, 7.650980392156862)"
04-01-2023 13:24:53.659159,"(5.5, 6.4, 5.983333333333333)","(21.0, 60.0, 51.75)","(21.0, 38.0, 35.16129032258065)","(3.1, 3.7, 3.576923076923077)","(19.0, 36.0, 28.558139534883722)","(2.7, 3.4, 3.392857142857143)","(12.0, 17.0, 16.05)","(6.0, 8.2, 7.650980392156862)"
04-01-2023 13:24:54.899723,"(5.5, 6.4, 5.827272727272727)","(21.0, 60.0, 51.75)","(21.0, 38.0, 35.16129032258065)","(3.1, 3.7, 3.5535714285714284)","(19.0, 36.0, 29.333333333333332)","(2.7, 3.4, 3.39375)","(12.0, 17.0, 16.109375)","(6.0, 8.2, 7.699999999999999)"
04-01-2023 13:24:56.085269,"(5.5, 6.4, 6.021052631578947)","(21.0, 60.0, 52.86486486486486)","(21.0, 38.0, 35.55555555555556)","(3.1, 3.65, 3.6)","(19.0, 36.0, 27.272727272727273)","(2.7, 3.4, 3.39375)","(12.0, 17.0, 16.109375)","(6.0, 8.2, 7.6912280701754385)"
04-01-2023 13:24:57.266320,"(5.5, 6.4, 5.9071428571428575)","(21.0, 60.0, 52.86486486486486)","(21.0, 38.0, 35.55555555555556)","(3.1, 3.65, 3.5666666666666664)","(19.0, 36.0, 27.272727272727273)","(2.7, 3.4, 3.39375)","(12.0, 17.0, 16.109375)","(6.0, 8.2, 7.586206896551724)"
04-01-2023 13:24:58.553921,"(5.5, 6.4, 5.9071428571428575)","(21.0, 60.0, 52.86486486486486)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.65, 3.675)","(19.0, 36.0, 27.272727272727273)","(2.7, 3.4, 3.39375)","(12.0, 17.0, 16.109375)","(6.0, 7.6, 7.586206896551724)"
04-01-2023 13:24:59.807894,"(5.5, 6.4, 5.907936507936508)","(21.0, 60.0, 52.86486486486486)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.7, 3.566666666666667)","(19.0, 36.0, 27.310344827586206)","(2.7, 3.4, 3.509090909090909)","(12.0, 17.0, 16.109375)","(6.0, 7.6, 7.586206896551724)"
04-01-2023 13:25:01.072931,"(5.5, 6.4, 5.942857142857143)","(21.0, 60.0, 53.0)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.75, 3.625)","(19.0, 36.0, 27.310344827586206)","(2.7, 3.55, 3.525)","(12.0, 17.0, 16.109375)","(6.0, 7.6, 7.585714285714285)"
04-01-2023 13:25:02.309130,"(5.5, 6.2, 5.942857142857143)","(21.0, 60.0, 53.0)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.7, 3.625)","(19.0, 36.0, 27.310344827586206)","(2.7, 3.55, 3.5294871794871794)","(12.0, 17.0, 16.109375)","(6.0, 7.6, 7.585714285714285)"
04-01-2023 13:25:03.526547,"(5.5, 6.2, 5.826666666666666)","(21.0, 65.0, 56.729729729729726)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.7, 3.65625)","(19.0, 36.0, 27.310344827586206)","(2.7, 3.55, 3.525)","(12.0, 17.0, 16.109375)","(6.0, 7.6, 7.586206896551724)"
04-01-2023 13:25:04.814495,"(5.5, 6.2, 5.809302325581395)","(21.0, 65.0, 56.729729729729726)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.75, 3.65)","(19.0, 36.0, 27.310344827586206)","(2.7, 3.55, 3.480769230769231)","(12.0, 17.0, 16.109375)","(6.0, 7.6, 7.586206896551724)"
04-01-2023 13:25:06.427915,"(5.5, 6.2, 5.804347826086956)","(21.0, 65.0, 56.729729729729726)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.8, 3.5714285714285716)","(19.0, 36.0, 27.310344827586206)","(2.7, 3.5, 3.480769230769231)","(12.0, 17.0, 16.109375)","(6.0, 7.6, 7.586206896551724)"
04-01-2023 13:25:08.205127,"(5.5, 6.2, 5.8044943820224715)","(21.0, 65.0, 56.729729729729726)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.75, 3.625)","(19.0, 36.0, 27.310344827586206)","(2.7, 3.5, 3.4875)","(12.0, 17.0, 16.109375)","(6.0, 7.6, 7.586206896551724)"
04-01-2023 13:25:09.625332,"(5.5, 6.2, 5.804705882352941)","(21.0, 65.0, 56.729729729729726)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.7, 3.659375)","(19.0, 36.0, 27.310344827586206)","(2.7, 3.5, 3.4875)","(12.0, 17.0, 16.109375)","(6.0, 7.6, 7.586206896551724)"
04-01-2023 13:25:10.988885,"(5.5, 6.2, 5.804705882352941)","(21.0, 65.0, 56.729729729729726)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.8, 3.676470588235294)","(19.0, 36.0, 28.774193548387096)","(2.7, 3.5, 3.566666666666667)","(12.0, 17.0, 16.136363636363637)","(6.0, 7.6, 7.586206896551724)"
04-01-2023 13:25:12.397653,"(5.5, 6.2, 5.652747252747252)","(26.0, 65.0, 57.125)","(21.0, 38.0, 35.55555555555556)","(3.0, 3.8, 3.6550000000000002)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.6, 3.4782608695652173)","(12.0, 17.0, 16.136363636363637)","(6.0, 7.6, 7.586206896551724)"
04-01-2023 13:25:13.844137,"(5.5, 6.2, 5.804761904761905)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.53333333333333)","(3.0, 3.75, 3.659090909090909)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.5, 3.4814814814814814)","(12.0, 17.0, 16.136363636363637)","(6.0, 7.6, 7.666666666666667)"
04-01-2023 13:25:15.126313,"(5.5, 6.2, 5.804761904761905)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.75, 3.7192307692307693)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.5, 3.4814814814814814)","(12.0, 17.0, 16.136363636363637)","(6.0, 8.0, 7.427272727272728)"
04-01-2023 13:25:16.347056,"(5.5, 6.2, 5.804761904761905)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.8, 3.666666666666667)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.5, 3.4814814814814814)","(12.0, 17.0, 16.083333333333332)","(6.0, 8.0, 7.427272727272728)"
04-01-2023 13:25:17.553244,"(5.0, 6.2, 5.804761904761905)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.7, 3.666666666666667)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.5, 3.5444444444444443)","(12.0, 17.0, 16.083333333333332)","(6.0, 8.0, 7.427272727272728)"
04-01-2023 13:25:18.856131,"(5.0, 6.2, 5.804761904761905)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.7, 3.659090909090909)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.55, 3.4875)","(12.0, 17.0, 16.136363636363637)","(6.0, 8.0, 7.427272727272728)"
04-01-2023 13:25:20.100377,"(5.0, 6.2, 5.7059523809523816)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.75, 3.7192307692307693)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.5, 3.4423076923076925)","(12.0, 17.0, 15.982142857142858)","(6.0, 8.0, 7.7073170731707314)"
04-01-2023 13:25:21.392745,"(5.0, 6.2, 5.7059523809523816)","(26.0, 65.0, 56.25)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.8, 3.7333333333333334)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.45, 3.442857142857143)","(12.0, 17.0, 15.935483870967742)","(6.0, 8.0, 7.7073170731707314)"
04-01-2023 13:25:22.637151,"(5.0, 6.2, 5.7059523809523816)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.75, 3.6788461538461537)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.45, 3.3964285714285714)","(12.0, 17.0, 15.935483870967742)","(6.0, 8.0, 7.7073170731707314)"
04-01-2023 13:25:23.903537,"(5.0, 6.2, 5.7059523809523816)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.8, 3.7583333333333333)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.4, 3.3944444444444444)","(12.0, 17.0, 15.935483870967742)","(6.0, 8.0, 7.76)"
04-01-2023 13:25:25.256012,"(5.0, 6.2, 5.7059523809523816)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.9, 3.8227272727272728)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.4, 3.3944444444444444)","(12.0, 17.0, 16.057142857142857)","(6.0, 8.0, 7.76)"
04-01-2023 13:25:26.629541,"(5.0, 6.2, 5.7059523809523816)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.9, 3.833333333333333)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.4, 3.333333333333333)","(12.0, 17.0, 16.057142857142857)","(6.0, 8.0, 7.76)"
04-01-2023 13:25:28.000898,"(5.0, 6.2, 5.7059523809523816)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.9, 3.89375)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.4, 3.2807692307692307)","(12.0, 17.0, 16.109375)","(6.0, 8.0, 7.76)"
04-01-2023 13:25:29.593460,"(5.0, 6.2, 5.7059523809523816)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 3.95, 3.9375)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.3, 3.2642857142857142)","(12.0, 17.0, 16.109375)","(6.0, 8.0, 7.76)"
04-01-2023 13:25:31.623681,"(5.0, 6.2, 5.7059523809523816)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 4.0, 3.8636363636363638)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.3, 3.26875)","(12.0, 17.0, 16.109375)","(6.0, 8.0, 7.76)"
04-01-2023 13:25:33.345063,"(5.0, 6.2, 5.650526315789473)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 4.0, 3.8636363636363638)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.3, 3.26875)","(12.0, 17.0, 16.109375)","(6.0, 8.0, 7.76)"
04-01-2023 13:25:34.632133,"(5.0, 6.2, 5.650526315789473)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 4.0, 3.8636363636363638)","(19.0, 36.0, 30.790697674418606)","(2.8, 3.3, 3.2615384615384615)","(12.0, 17.0, 16.109375)","(6.0, 8.0, 7.76)"
04-01-2023 13:25:35.975308,"(5.0, 6.2, 5.650526315789473)","(26.0, 65.0, 56.81818181818182)","(21.0, 38.0, 36.666666666666664)","(3.0, 4.0, 3.861904761904762)","(19.0, 36.0, 30.790697674418606)","(2.7, 3.4, 3.25)","(12.0, 17.0, 16.109375)","(6.0, 8.0, 7.652)"
04-01-2023 13:25:37.306741,"(5.0, 6.2, 5.650526315789473)","(31.0, 65.0, 56.81818181818182)","(26.0, 38.0, 36.666666666666664)","(3.1, 4.1, 3.9105263157894736)","(20.0, 36.0, 30.790697674418606)","(2.7, 3.3, 3.28)","(12.0, 17.0, 16.109375)","(6.0, 8.0, 7.652)"
