,Dear Demi,Nikkis Moment,Kickstart Jake,Radium,Brownies Girl,What A Knockout,Chunky Ballerina,Prince Capri
07-12-2022 20:54:09.705058,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:10.820970,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 482.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:11.851491,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 482.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:12.918563,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 482.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:14.009340,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 482.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:15.234850,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 482.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.107692307692308)"
07-12-2022 20:54:16.534392,"(2.7, 4.0, 2.7856)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 526.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.107692307692308)"
07-12-2022 20:54:17.789597,"(2.7, 4.0, 2.7856)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 526.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:19.212322,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 526.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:20.513941,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:21.705075,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 551.1111111111111)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:22.816294,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 551.1111111111111)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:24.013372,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 199.0909090909091)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.27)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:25.058855,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.27)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:26.172087,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:27.281521,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 551.1111111111111)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:28.355169,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 551.1111111111111)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.107692307692308)"
07-12-2022 20:54:29.560587,"(2.7, 4.0, 2.7856)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:30.623370,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:31.685832,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 478.75)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:32.705039,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 480.0)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:33.794181,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 480.0)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:35.179073,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.71)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 480.0)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:36.475370,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.71)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 480.0)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:37.598763,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 551.1111111111111)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:38.711818,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:39.862317,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.568421052631578)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:41.395339,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.568421052631578)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.107692307692308)"
07-12-2022 20:54:42.699558,"(2.7, 4.0, 2.7856)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.568421052631578)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.107692307692308)"
07-12-2022 20:54:43.918015,"(2.7, 4.0, 2.7856)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.568421052631578)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 551.1111111111111)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:45.149762,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 259.2307692307692)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.568421052631578)","(18.0, 60.0, 30.576923076923077)","(91.0, 610.0, 551.1111111111111)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:46.316924,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 317.5)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.568421052631578)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:47.640738,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 317.5)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.568421052631578)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 562.2727272727273)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:48.855650,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 317.5)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.568421052631578)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 562.2727272727273)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:50.221136,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 317.5)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 521.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:51.569248,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 317.5)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 521.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:52.768393,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 317.5)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:53.986636,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 317.5)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 562.2727272727273)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.107692307692308)"
07-12-2022 20:54:55.248197,"(2.7, 4.0, 2.7856)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 562.2727272727273)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.107692307692308)"
07-12-2022 20:54:56.466996,"(2.7, 4.0, 2.7856)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:54:57.646467,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 521.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:54:58.874256,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 521.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:00.007326,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:01.170400,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 562.2727272727273)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:02.312228,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.293333333333333)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 562.2727272727273)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:03.470719,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:04.662413,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 521.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:05.813272,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 521.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:07.081872,"(2.7, 4.0, 2.7856)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.107692307692308)"
07-12-2022 20:55:08.249185,"(2.7, 4.0, 2.7856)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:09.455832,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:10.822806,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 521.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:12.085751,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:13.271455,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 562.2727272727273)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:14.656748,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 562.2727272727273)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:16.075791,"(2.7, 4.0, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.675)","(18.0, 60.0, 40.68181818181819)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:17.465410,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 521.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:19.095762,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 521.6666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:20.898267,"(2.7, 4.0, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 6.002941176470588)","(18.0, 60.0, 45.833333333333336)","(91.0, 610.0, 562.2727272727273)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:22.175658,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 6.002941176470588)","(18.0, 60.0, 45.833333333333336)","(91.0, 610.0, 562.2727272727273)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:23.434075,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.27)","(18.0, 60.0, 38.75)","(91.0, 610.0, 522.5)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:24.718528,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.27)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:25.988928,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.27)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:27.243128,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:28.453064,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 563.1818181818182)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.107692307692308)"
07-12-2022 20:55:29.599004,"(2.7, 4.0, 2.7856)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 42.5)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:30.719373,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 42.5)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:31.787791,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 42.5)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:32.821003,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 42.5)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:33.897840,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 42.5)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:35.062015,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.64)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:36.410202,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 4.57)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:37.780474,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.472222222222222)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 525.0)","(5.5, 10.5, 7.56)","(4.8, 10.0, 8.466666666666667)"
07-12-2022 20:55:39.137520,"(2.7, 4.1, 2.9371428571428573)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.472222222222222)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 525.0)","(5.5, 10.5, 7.56)","(4.8, 10.0, 6.550000000000001)"
07-12-2022 20:55:40.436977,"(2.7, 4.0, 2.915714285714286)","(71.0, 570.0, 333.6363636363636)","(3.9, 7.8, 7.15)","(3.9, 6.6, 5.472222222222222)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 525.0)","(5.5, 10.5, 7.56)","(4.8, 10.0, 7.490909090909091)"
07-12-2022 20:55:41.665831,"(2.7, 4.0, 2.965)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.6, 5.472222222222222)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 9.5)","(4.8, 10.0, 8.533333333333333)"
07-12-2022 20:55:43.060788,"(2.7, 4.0, 3.1882352941176473)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.6, 5.923333333333334)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 7.62)","(4.8, 10.0, 9.266666666666666)"
07-12-2022 20:55:44.170814,"(2.7, 4.0, 3.1882352941176473)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.6, 4.8116666666666665)","(18.0, 60.0, 38.75)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.62)","(4.8, 10.0, 9.266666666666666)"
07-12-2022 20:55:45.274914,"(2.7, 4.0, 3.1882352941176473)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.6, 4.8116666666666665)","(18.0, 60.0, 38.75)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.62)","(4.8, 10.0, 9.266666666666666)"
07-12-2022 20:55:46.572790,"(2.7, 4.0, 3.1882352941176473)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.6, 4.647222222222222)","(18.0, 60.0, 38.75)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.62)","(4.8, 10.0, 7.6)"
07-12-2022 20:55:47.883189,"(2.7, 4.0, 3.3200000000000003)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.9)","(3.9, 6.6, 4.647222222222222)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 7.62)","(4.8, 10.0, 7.6)"
07-12-2022 20:55:49.083111,"(2.7, 4.0, 3.3200000000000003)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.6, 4.647222222222222)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 7.62)","(4.8, 10.0, 9.266666666666666)"
07-12-2022 20:55:50.217323,"(2.7, 3.95, 3.263809523809524)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.6, 4.647222222222222)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 7.62)","(4.8, 10.0, 9.266666666666666)"
07-12-2022 20:55:51.329955,"(2.7, 3.95, 3.0625806451612902)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.6, 4.647222222222222)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 9.136363636363637)","(4.8, 10.0, 9.266666666666666)"
