,Atout,Blue Sparkler,La Bella Figura,Aru And Me,Dazy Sundaze,Ellies Image,Irene Rose,Great Fantasy Nz,Liberty Song
09-01-2023 15:12:16.204336,"(5.0, 8.0, 7.55)","(11.0, 17.5, 14.75)","(4.2, 5.4, 5.171428571428572)","(6.0, 8.6, 8.066666666666666)","(41.0, 100.0, 66.66666666666667)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:17.725531,"(5.0, 8.0, 7.55)","(11.0, 17.5, 14.75)","(4.2, 5.4, 5.171428571428572)","(6.0, 8.6, 8.066666666666666)","(41.0, 100.0, 66.66666666666667)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:19.077880,"(5.0, 8.0, 7.55)","(11.0, 17.5, 14.75)","(4.2, 5.4, 5.171428571428572)","(6.0, 8.6, 8.066666666666666)","(41.0, 100.0, 66.66666666666667)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:20.398066,"(5.0, 8.0, 7.55)","(11.0, 17.5, 14.75)","(4.2, 5.4, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 100.0, 59.75)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:21.869141,"(5.0, 7.8, 7.425)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 95.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:23.261435,"(5.0, 7.8, 7.216666666666667)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:24.496649,"(5.0, 7.8, 7.216666666666667)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:25.699456,"(5.0, 7.8, 7.216666666666667)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:26.844652,"(5.0, 7.8, 7.216666666666667)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:27.991642,"(5.0, 7.8, 7.216666666666667)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:29.195819,"(5.0, 7.8, 7.216666666666667)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:30.385870,"(5.0, 7.8, 7.216666666666667)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:31.603159,"(5.0, 7.8, 7.216666666666667)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:32.812602,"(5.0, 7.8, 7.216666666666667)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:34.103569,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:35.637549,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:37.099151,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.0533333333333332)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:38.552148,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 76.66666666666667)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.15, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:40.074433,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 76.66666666666667)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:41.673685,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 76.66666666666667)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:43.058739,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 76.66666666666667)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:44.672872,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 76.66666666666667)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:46.004117,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 79.5)","(101.0, 200.0, 182.85714285714286)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:47.348852,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 79.5)","(101.0, 200.0, 166.66666666666666)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:48.753349,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 166.66666666666666)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:50.089294,"(5.0, 7.8, 7.3)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 8.066666666666666)","(41.0, 90.0, 62.0)","(101.0, 200.0, 166.66666666666666)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:51.492145,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.081818181818182)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 166.66666666666666)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:53.100000,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.081818181818182)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 166.66666666666666)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:54.650938,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.081818181818182)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 174.28571428571428)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:56.122948,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 174.28571428571428)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:57.646435,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 174.28571428571428)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:12:59.107245,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 174.28571428571428)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:00.504039,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 174.28571428571428)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:01.892773,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:03.244994,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:04.594915,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:05.931495,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:07.490699,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:08.892594,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:10.275473,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:11.627944,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:12.939799,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:14.172038,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:15.395913,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.092)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:16.614068,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.15, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:17.758642,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:18.943508,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:20.177104,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:21.427039,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:22.701888,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:24.048952,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:25.390613,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:26.738413,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:28.033646,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:29.296269,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:30.640189,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:31.880975,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:33.133921,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:34.318829,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:35.473904,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:36.749198,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:37.939847,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:39.170774,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:40.483850,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:41.803539,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.15)","(6.0, 8.6, 7.8)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 3.1622222222222223)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:43.159337,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.2)","(6.0, 8.6, 7.872727272727273)","(41.0, 90.0, 62.0)","(101.0, 200.0, 171.42857142857144)","(2.5, 3.2, 2.73)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:44.492482,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.2)","(6.0, 8.6, 7.872727272727273)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.74)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:45.828608,"(5.0, 7.8, 7.5)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.2)","(6.0, 8.6, 7.872727272727273)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.74)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:47.075221,"(5.0, 7.8, 7.05)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.233333333333333)","(6.0, 8.6, 7.6)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.774285714285714)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:13:48.466918,"(5.0, 7.8, 7.2)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.233333333333333)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:49.787358,"(5.0, 7.8, 7.2)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.233333333333333)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:51.054918,"(5.0, 7.8, 7.457142857142857)","(11.0, 17.5, 14.75)","(4.2, 5.3, 5.627272727272727)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:52.482596,"(5.0, 7.8, 7.56)","(11.0, 17.5, 14.75)","(4.2, 5.9, 5.566666666666666)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:53.996930,"(5.0, 7.8, 7.56)","(11.0, 17.5, 14.75)","(4.2, 5.9, 5.55)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:55.222100,"(5.0, 7.8, 7.56)","(11.0, 17.5, 14.75)","(4.2, 5.7, 5.55)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:56.467768,"(5.0, 7.8, 7.56)","(11.0, 17.5, 14.75)","(4.2, 5.9, 5.566666666666666)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:57.716237,"(5.0, 7.8, 7.56)","(11.0, 17.5, 14.75)","(4.2, 5.9, 5.566666666666666)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:13:58.981156,"(5.0, 7.8, 7.56)","(11.0, 17.5, 14.75)","(4.2, 5.9, 5.614285714285714)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:14:00.245197,"(5.0, 7.8, 7.56)","(11.0, 17.5, 14.75)","(4.2, 5.7, 5.65)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:14:01.604049,"(5.0, 7.8, 7.56)","(11.0, 17.5, 14.75)","(4.2, 5.9, 5.433333333333334)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
09-01-2023 15:14:02.899560,"(5.0, 7.8, 7.56)","(11.0, 17.5, 14.75)","(4.2, 5.5, 5.814285714285715)","(6.0, 8.6, 7.433333333333334)","(41.0, 90.0, 62.0)","(101.0, 200.0, 157.14285714285714)","(2.5, 2.82, 2.78)","(16.0, 99999, 99990)","(10.0, 16.0, 13.0)"
