,Paw Baby,Miss Priddle,Flash Fever,Balts Orson,Redemption Day,Kiah Beach,Miss Verity
07-12-2022 20:44:04.526708,"(7.0, 10.5, 9.875)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.42857142857143)","(7.0, 10.5, 10.114285714285714)","(1.5, 1.96, 1.9)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:05.757090,"(7.0, 10.5, 10.05)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.42857142857143)","(7.0, 10.5, 10.114285714285714)","(1.5, 1.96, 1.8977777777777778)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:06.964129,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.42857142857143)","(7.0, 10.5, 9.818181818181818)","(1.5, 1.96, 1.8977777777777778)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:08.036602,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.42857142857143)","(7.0, 11.5, 9.818181818181818)","(1.5, 1.96, 1.8977777777777778)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:09.087754,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.42857142857143)","(7.0, 11.5, 9.1875)","(1.5, 1.96, 1.8977777777777778)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:10.151002,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.42857142857143)","(7.0, 11.5, 9.1875)","(1.5, 1.96, 1.9)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:11.309572,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.42857142857143)","(7.0, 11.5, 9.1875)","(1.5, 1.96, 1.9)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:12.469758,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.42857142857143)","(7.0, 11.5, 9.818181818181818)","(1.5, 1.96, 1.8977777777777778)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:13.591723,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.714285714285715)","(7.0, 11.5, 9.555555555555555)","(1.5, 1.96, 1.8977777777777778)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:14.718960,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 10.5, 10.0)","(1.5, 1.95, 1.840967741935484)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:15.973309,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 10.5, 10.114285714285714)","(1.5, 1.95, 1.8275000000000001)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:17.153705,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 10.5, 10.114285714285714)","(1.5, 1.95, 1.8393548387096774)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:18.391417,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 10.5, 10.114285714285714)","(1.5, 1.94, 1.8393548387096774)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:19.612972,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 10.5, 10.114285714285714)","(1.5, 1.94, 1.8393548387096774)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:20.871732,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 10.5, 10.971428571428572)","(1.5, 1.94, 1.6710344827586205)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:22.064181,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 11.5, 11.11111111111111)","(1.5, 1.94, 1.732)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:23.369272,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 11.5, 9.95)","(1.5, 1.94, 1.6885714285714286)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:24.608025,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 11.5, 9.95)","(1.5, 1.93, 1.6885714285714286)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:25.761674,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 11.5, 9.95)","(1.5, 1.93, 1.6885714285714286)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:26.822006,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 11.5, 9.95)","(1.5, 1.93, 1.6885714285714286)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:27.860481,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 11.5, 11.057142857142857)","(1.5, 1.93, 1.7666666666666666)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.75)"
07-12-2022 20:44:29.150739,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 11.5, 9.694736842105263)","(1.5, 1.92, 1.7541666666666667)","(12.0, 38.0, 27.0)","(13.0, 29.0, 18.125)"
07-12-2022 20:44:30.424479,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 12.5, 11.1)","(1.5, 1.91, 1.7294871794871793)","(12.0, 38.0, 27.0)","(13.0, 29.0, 24.166666666666668)"
07-12-2022 20:44:31.662262,"(7.0, 10.5, 9.027272727272727)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 12.0, 11.32)","(1.5, 1.91, 1.7389999999999999)","(12.0, 38.0, 27.0)","(13.0, 29.0, 24.166666666666668)"
07-12-2022 20:44:32.838544,"(7.0, 9.8, 9.466666666666667)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 12.0, 11.32)","(1.5, 1.9, 1.7562499999999999)","(12.0, 38.0, 27.0)","(13.0, 29.0, 25.892857142857146)"
07-12-2022 20:44:33.991618,"(7.0, 9.8, 9.466666666666667)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 12.0, 11.32)","(1.5, 1.9, 1.7417073170731707)","(12.0, 38.0, 27.0)","(13.0, 29.0, 24.166666666666668)"
07-12-2022 20:44:35.146654,"(7.0, 9.8, 8.709090909090909)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 12.0, 11.32)","(1.5, 1.89, 1.7674999999999998)","(12.0, 38.0, 27.0)","(13.0, 29.0, 16.571428571428573)"
07-12-2022 20:44:36.352878,"(7.0, 9.8, 8.709090909090909)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 12.0, 10.72)","(1.5, 1.88, 1.7378947368421052)","(12.0, 38.0, 27.0)","(13.0, 29.0, 16.571428571428573)"
07-12-2022 20:44:37.488409,"(7.0, 9.8, 8.709090909090909)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 12.0, 10.72)","(1.5, 1.88, 1.7576470588235293)","(12.0, 38.0, 27.0)","(13.0, 29.0, 16.571428571428573)"
07-12-2022 20:44:38.655038,"(7.0, 9.8, 9.466666666666667)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 12.0, 10.72)","(1.5, 1.88, 1.7458064516129033)","(12.0, 38.0, 27.0)","(13.0, 29.0, 16.571428571428573)"
07-12-2022 20:44:39.871851,"(7.0, 9.8, 9.466666666666667)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 12.0, 10.72)","(1.5, 1.88, 1.7402702702702704)","(12.0, 38.0, 27.0)","(13.0, 29.0, 16.571428571428573)"
07-12-2022 20:44:40.943183,"(7.0, 9.8, 9.466666666666667)","(10.0, 12.0, 10.984615384615385)","(12.0, 24.0, 17.0)","(7.0, 12.0, 10.72)","(1.5, 1.87, 1.7015294117647057)","(12.0, 38.0, 27.0)","(13.0, 29.0, 16.571428571428573)"
07-12-2022 20:44:42.047858,"(7.0, 14.5, 10.591666666666667)","(10.0, 18.5, 13.0625)","(12.0, 24.0, 17.0)","(7.0, 12.0, 11.1)","(1.5, 1.83, 1.7366666666666666)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.25)"
07-12-2022 20:44:43.180455,"(7.0, 10.5, 9.0625)","(10.0, 18.0, 11.440000000000001)","(12.0, 24.0, 14.666666666666666)","(7.0, 12.0, 10.63125)","(1.5, 1.83, 1.7450561797752808)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.846153846153847)"
07-12-2022 20:44:44.489794,"(7.0, 10.5, 8.75)","(10.0, 18.0, 11.440000000000001)","(12.0, 27.0, 17.666666666666668)","(7.0, 13.5, 12.425)","(1.5, 1.83, 1.7450561797752808)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.846153846153847)"
07-12-2022 20:44:45.833327,"(7.0, 10.5, 8.75)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 12.425)","(1.5, 1.83, 1.7449019607843137)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.5)"
07-12-2022 20:44:47.141542,"(7.0, 13.5, 8.91)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 12.425)","(1.5, 1.79, 1.7416129032258065)","(12.0, 38.0, 27.0)","(13.0, 29.0, 20.0)"
07-12-2022 20:44:48.391769,"(7.0, 13.5, 8.91)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 12.425)","(1.5, 1.79, 1.741923076923077)","(12.0, 38.0, 27.0)","(13.0, 29.0, 21.5)"
07-12-2022 20:44:49.592043,"(7.0, 13.5, 8.91)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 12.425)","(1.5, 1.79, 1.7425)","(12.0, 38.0, 33.5)","(13.0, 29.0, 21.5)"
07-12-2022 20:44:50.756974,"(7.0, 13.5, 8.700000000000001)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 12.425)","(1.5, 1.78, 1.7378947368421052)","(12.0, 38.0, 27.25)","(13.0, 29.0, 21.5)"
07-12-2022 20:44:51.949239,"(7.0, 13.5, 8.700000000000001)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 12.371428571428572)","(1.5, 1.78, 1.6830303030303029)","(12.0, 38.0, 27.25)","(13.0, 29.0, 21.5)"
07-12-2022 20:44:53.175404,"(7.0, 13.5, 8.700000000000001)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 12.371428571428572)","(1.5, 1.78, 1.72)","(12.0, 38.0, 27.25)","(13.0, 29.0, 21.5)"
07-12-2022 20:44:54.569892,"(7.0, 13.5, 9.936363636363636)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 11.9)","(1.5, 1.78, 1.72)","(12.0, 38.0, 27.25)","(13.0, 29.0, 21.5)"
07-12-2022 20:44:55.791882,"(7.0, 13.5, 9.936363636363636)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 12.371428571428572)","(1.5, 1.78, 1.66)","(12.0, 38.0, 27.25)","(13.0, 29.0, 21.5)"
07-12-2022 20:44:57.021833,"(7.0, 12.5, 9.725000000000001)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 12.633333333333333)","(1.5, 1.78, 1.66)","(12.0, 38.0, 27.25)","(13.0, 29.0, 21.5)"
07-12-2022 20:44:58.217973,"(7.0, 12.5, 9.725000000000001)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 11.447058823529412)","(1.5, 1.78, 1.7141176470588235)","(12.0, 38.0, 27.25)","(13.0, 29.0, 21.5)"
07-12-2022 20:44:59.344434,"(7.0, 15.0, 10.350000000000001)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 11.447058823529412)","(1.5, 1.78, 1.723076923076923)","(12.0, 38.0, 27.25)","(13.0, 29.0, 21.5)"
07-12-2022 20:45:00.602366,"(7.0, 15.0, 10.350000000000001)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 17.666666666666668)","(7.0, 13.0, 11.447058823529412)","(1.5, 1.76, 1.697142857142857)","(12.0, 38.0, 27.25)","(13.0, 29.0, 21.5)"
07-12-2022 20:45:01.759627,"(7.0, 15.0, 10.350000000000001)","(10.0, 18.0, 12.821052631578947)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.646153846153846)","(1.5, 1.76, 1.6733333333333333)","(12.0, 38.0, 18.454545454545453)","(13.0, 29.0, 17.529411764705884)"
07-12-2022 20:45:02.942637,"(7.0, 15.0, 9.006666666666668)","(10.0, 18.0, 15.54)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.270588235294118)","(1.5, 1.76, 1.7066666666666666)","(12.0, 38.0, 18.291666666666668)","(13.0, 29.0, 17.529411764705884)"
07-12-2022 20:45:04.198966,"(7.0, 14.5, 9.75)","(10.0, 17.0, 15.6625)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 10.2)","(1.5, 1.76, 1.7066666666666666)","(12.0, 38.0, 18.291666666666668)","(13.0, 29.0, 17.529411764705884)"
07-12-2022 20:45:05.633375,"(7.0, 14.0, 10.100000000000001)","(10.0, 16.5, 15.6625)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.0)","(1.5, 1.76, 1.697142857142857)","(12.0, 38.0, 18.291666666666668)","(13.0, 29.0, 17.529411764705884)"
07-12-2022 20:45:06.756390,"(7.0, 14.0, 10.100000000000001)","(10.0, 16.5, 15.6625)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.0)","(1.5, 1.76, 1.6588235294117646)","(12.0, 38.0, 18.291666666666668)","(13.0, 29.0, 17.529411764705884)"
07-12-2022 20:45:08.031112,"(7.0, 14.0, 8.992592592592594)","(10.0, 16.0, 14.7875)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.226666666666667)","(1.5, 1.75, 1.6548648648648647)","(12.0, 38.0, 18.291666666666668)","(13.0, 29.0, 17.529411764705884)"
07-12-2022 20:45:09.170928,"(7.0, 14.0, 8.992592592592594)","(10.0, 15.5, 14.7875)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.226666666666667)","(1.5, 1.75, 1.6689473684210525)","(12.0, 38.0, 18.291666666666668)","(13.0, 29.0, 17.529411764705884)"
07-12-2022 20:45:10.424207,"(7.0, 13.5, 9.583333333333334)","(10.0, 16.0, 13.745454545454546)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.226666666666667)","(1.5, 1.75, 1.6689473684210525)","(12.0, 38.0, 18.291666666666668)","(13.0, 29.0, 17.529411764705884)"
07-12-2022 20:45:11.727341,"(7.0, 13.0, 9.850000000000001)","(10.0, 16.0, 13.745454545454546)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 12.014814814814816)","(1.5, 1.75, 1.645)","(12.0, 38.0, 18.291666666666668)","(13.0, 29.0, 17.529411764705884)"
07-12-2022 20:45:12.963050,"(7.0, 13.0, 9.850000000000001)","(10.0, 16.0, 13.745454545454546)","(12.0, 26.0, 14.392857142857142)","(7.0, 13.0, 11.2)","(1.5, 1.75, 1.6689473684210525)","(12.0, 38.0, 21.5)","(13.0, 29.0, 21.77777777777778)"
07-12-2022 20:45:14.063398,"(7.0, 13.0, 9.850000000000001)","(10.0, 16.0, 13.745454545454546)","(12.0, 26.0, 14.392857142857142)","(7.0, 13.0, 10.48)","(1.5, 1.75, 1.665)","(12.0, 38.0, 23.441176470588236)","(13.0, 29.0, 20.023809523809526)"
07-12-2022 20:45:15.204535,"(7.0, 13.0, 9.850000000000001)","(10.0, 16.0, 13.745454545454546)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 10.48)","(1.5, 1.74, 1.665)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.023809523809526)"
07-12-2022 20:45:16.378375,"(7.0, 13.0, 9.850000000000001)","(10.0, 16.0, 13.09)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.74, 1.665)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.023809523809526)"
07-12-2022 20:45:17.514669,"(7.0, 12.5, 9.416666666666668)","(10.0, 14.5, 13.09)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.74, 1.6429411764705881)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.023809523809526)"
07-12-2022 20:45:18.663726,"(7.0, 12.5, 9.416666666666668)","(10.0, 15.5, 14.35)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.74, 1.665)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.023809523809526)"
07-12-2022 20:45:19.878310,"(7.0, 12.5, 9.416666666666668)","(10.0, 15.0, 13.10909090909091)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.74, 1.665)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.225)"
07-12-2022 20:45:21.033557,"(7.0, 15.0, 10.350000000000001)","(10.0, 15.0, 13.10909090909091)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.74, 1.6595652173913042)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.225)"
07-12-2022 20:45:22.182564,"(7.0, 12.0, 9.333333333333334)","(10.0, 14.0, 12.472727272727273)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.73, 1.6520689655172414)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.225)"
07-12-2022 20:45:23.296591,"(7.0, 12.0, 9.333333333333334)","(10.0, 14.0, 12.472727272727273)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.79, 1.669032258064516)","(12.0, 38.0, 18.75)","(13.0, 29.0, 18.4375)"
07-12-2022 20:45:24.387073,"(7.0, 11.5, 9.25)","(10.0, 14.0, 12.472727272727273)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.79, 1.7413888888888889)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.44736842105263)"
07-12-2022 20:45:25.839307,"(7.0, 11.5, 9.25)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.79, 1.7283333333333333)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.44736842105263)"
07-12-2022 20:45:27.041878,"(7.0, 11.5, 9.25)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.79, 1.7283333333333333)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.44736842105263)"
07-12-2022 20:45:28.264801,"(7.0, 12.0, 8.894117647058824)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.79, 1.7382)","(12.0, 38.0, 18.75)","(13.0, 29.0, 20.44736842105263)"
07-12-2022 20:45:29.560049,"(7.0, 11.5, 8.893103448275863)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.79, 1.6897916666666666)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.2)"
07-12-2022 20:45:30.758093,"(7.0, 11.5, 8.893103448275863)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.79, 1.6897916666666666)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.13157894736842)"
07-12-2022 20:45:32.131659,"(7.0, 11.5, 8.879411764705884)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.79, 1.6897916666666666)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.13157894736842)"
07-12-2022 20:45:33.428556,"(7.0, 11.5, 8.879411764705884)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.79, 1.677142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.13157894736842)"
07-12-2022 20:45:34.744151,"(7.0, 11.5, 8.879411764705884)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.677142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.13157894736842)"
07-12-2022 20:45:36.036148,"(7.0, 11.5, 8.893103448275863)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:37.415993,"(7.0, 11.5, 8.893103448275863)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:38.710633,"(7.0, 11.5, 8.893103448275863)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:39.950725,"(7.0, 11.0, 9.166666666666668)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:41.190621,"(7.0, 11.0, 9.166666666666668)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:42.446553,"(7.0, 11.0, 9.166666666666668)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:43.701398,"(7.0, 11.0, 8.86875)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:44.904630,"(7.0, 11.0, 8.881481481481481)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:46.180479,"(7.0, 11.0, 8.881481481481481)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:47.336194,"(7.0, 10.5, 9.083333333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:48.503721,"(7.0, 10.5, 9.083333333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:49.702902,"(7.0, 10.5, 8.954545454545455)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:45:50.787333,"(7.0, 10.5, 8.954545454545455)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:45:51.977829,"(7.0, 10.5, 8.858620689655172)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:45:53.424217,"(7.0, 10.5, 8.868)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:45:54.897426,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:45:56.397370,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:45:57.942318,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:45:59.461258,"(7.0, 10.5, 8.868)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
