,Allanon,Just Call Me Molly Nz,Querencia,Oonskade,Set Me Free Nz,Majestic Time,Hammer Son,Everysecondcounts,Kapai Nz
10-01-2023 13:03:40.178017,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.781818181818182)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:41.581284,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.781818181818182)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:43.294072,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.781818181818182)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:44.899634,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.781818181818182)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:46.416986,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.781818181818182)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:47.894669,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.781818181818182)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:49.396388,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.781818181818182)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:50.858721,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.781818181818182)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:52.359039,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.781818181818182)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:53.849460,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.6571428571428575)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:55.330551,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.6571428571428575)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:56.910923,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.6571428571428575)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:03:58.621837,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.6571428571428575)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:04:00.053773,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.6571428571428575)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:04:01.557766,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.6571428571428575)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:04:03.007140,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.6571428571428575)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:04:04.476696,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.6571428571428575)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:04:06.041128,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.9)","(4.0, 5.0, 4.6571428571428575)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.75)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:04:07.518158,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 7.8)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.2, 5.975)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:04:08.948927,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 9.0, 8.03076923076923)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 19.0, 14.833333333333334)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.5, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:10.398622,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.03076923076923)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.5, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:11.826342,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.03076923076923)","(4.0, 5.0, 4.7176470588235295)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:13.264614,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.03076923076923)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:14.644754,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.03076923076923)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:16.084547,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.03076923076923)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:17.552685,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.03076923076923)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:19.208312,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.03076923076923)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:20.899465,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.03076923076923)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:22.528508,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.03076923076923)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:23.980988,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 7.800000000000001)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:25.425184,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 7.7)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:26.878822,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.84)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:28.317287,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.7)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:29.653564,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.7)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:30.948278,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.7)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:32.258368,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 8.0)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:33.601212,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.7)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:35.148701,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.7)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:36.646411,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.636363636363637)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:38.039050,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.636363636363637)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:39.405440,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.636363636363637)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:40.861702,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.636363636363637)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 6.036363636363636)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:42.352683,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.636363636363637)","(4.0, 5.0, 4.640000000000001)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:43.645496,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.371428571428572)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:44.889700,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.371428571428572)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:46.153986,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.371428571428572)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:47.478973,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.371428571428572)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:48.837954,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.745454545454546)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:50.115146,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.371428571428572)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:51.469130,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.371428571428572)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:52.752561,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.371428571428572)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:54.445461,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.371428571428572)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:55.875697,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.418181818181818)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:57.210480,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 7.542857142857143)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:04:58.948247,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.4, 8.2)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:00.742600,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.2)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:02.201132,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.2)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:03.626831,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.625)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:04.945267,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.625)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:06.280290,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.625)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:07.767083,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.625)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:09.200593,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.4)","(4.0, 5.0, 4.427272727272727)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:10.617795,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.4)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:12.222676,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:13.761796,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:15.173203,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:16.506412,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:17.776522,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 18.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:19.076816,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 18.0, 15.428571428571429)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:20.402873,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 18.0, 15.428571428571429)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:21.663659,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 18.0, 15.384615384615385)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:22.939530,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 17.5, 15.333333333333334)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:24.237694,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 17.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:25.506872,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 17.0, 14.666666666666666)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:26.690910,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 17.0, 14.222222222222221)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:27.903461,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 17.0, 13.428571428571429)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:29.161373,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 17.0, 13.428571428571429)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:30.421790,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 17.0, 13.428571428571429)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:31.616892,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 17.0, 13.428571428571429)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:32.838234,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.68)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 17.0, 13.428571428571429)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:05:34.043093,"(51.0, 110.0, 79.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.68)","(4.0, 5.0, 4.55)","(4.4, 99999, 99990)","(11.0, 17.0, 13.428571428571429)","(4.8, 6.2, 5.666666666666667)","(11.0, 19.0, 18.166666666666668)","(18.0, 99999, 99990)"
