,Mccrikey,No Terror,Ifyousayso,Cloudy Bay,Deceptive Lee,Terry,Heisenberg
16-12-2022 14:13:22.418843,"(15.0, 46.0, 41.583333333333336)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 60.36363636363637)","(7.5, 11.5, 10.855555555555554)","(9.0, 11.5, 10.214285714285714)","(2.4, 2.78, 2.645)","(2.8, 3.75, 3.65)"
16-12-2022 14:13:23.482636,"(15.0, 46.0, 41.583333333333336)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 60.40909090909091)","(7.5, 11.5, 10.855555555555554)","(9.0, 11.5, 10.214285714285714)","(2.4, 2.78, 2.645)","(2.8, 3.75, 3.65)"
16-12-2022 14:13:24.477571,"(15.0, 46.0, 41.583333333333336)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 60.40909090909091)","(7.5, 11.5, 10.855555555555554)","(9.0, 11.5, 10.166666666666666)","(2.4, 2.78, 2.645)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:25.429959,"(15.0, 46.0, 41.0)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 60.40909090909091)","(7.5, 11.5, 10.855555555555554)","(9.0, 12.0, 10.166666666666666)","(2.4, 2.78, 2.645)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:26.391770,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 60.40909090909091)","(7.5, 11.5, 10.855555555555554)","(9.0, 12.0, 10.166666666666666)","(2.4, 2.78, 2.645)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:27.311544,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 60.40909090909091)","(7.5, 11.5, 10.855555555555554)","(9.0, 12.0, 10.5)","(2.4, 2.78, 2.645)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:28.249243,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 60.40909090909091)","(7.5, 11.5, 10.05)","(9.0, 11.5, 10.5)","(2.4, 2.78, 2.645)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:29.192826,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.5, 10.05)","(9.0, 11.5, 10.5)","(2.4, 2.78, 2.677142857142857)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:30.140226,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.5, 10.05)","(9.0, 11.5, 10.5)","(2.4, 2.78, 2.7199999999999998)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:31.124271,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.5, 10.05)","(9.0, 11.5, 10.5)","(2.4, 2.78, 2.7199999999999998)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:32.090802,"(15.0, 46.0, 36.16666666666667)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.5, 10.05)","(9.0, 11.5, 10.66)","(2.4, 2.78, 2.7199999999999998)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:33.156714,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.5, 10.05)","(9.0, 11.5, 10.66)","(2.4, 2.78, 2.677142857142857)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:34.376789,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.5, 10.675)","(9.0, 11.5, 10.36)","(2.4, 2.78, 2.677142857142857)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:35.512564,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.5, 9.25)","(9.0, 11.0, 9.836363636363636)","(2.4, 2.78, 2.677142857142857)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:36.531200,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.0, 9.25)","(9.0, 11.0, 10.1)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:37.772162,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.0, 9.25)","(9.0, 11.0, 10.1)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:38.832859,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.0, 9.25)","(9.0, 11.0, 9.72)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:39.752770,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.0, 9.25)","(9.0, 11.0, 9.72)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:40.709730,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.0, 9.25)","(9.0, 11.0, 9.72)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:41.714593,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 65.0, 58.625)","(7.5, 11.0, 9.25)","(9.0, 11.0, 9.72)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.75, 3.723333333333333)"
16-12-2022 14:13:42.736838,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 80.0, 52.5)","(7.5, 11.0, 9.25)","(9.0, 11.0, 10.015384615384615)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.7, 3.6860465116279073)"
16-12-2022 14:13:43.767852,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 80.0, 52.5)","(7.5, 11.0, 9.25)","(9.0, 11.0, 10.015384615384615)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.7, 3.6771739130434784)"
16-12-2022 14:13:44.915500,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 80.0, 52.5)","(7.5, 11.0, 9.25)","(9.0, 11.0, 10.28888888888889)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.7, 3.6771739130434784)"
16-12-2022 14:13:46.034929,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 80.0, 52.5)","(7.5, 11.5, 10.675)","(9.0, 11.0, 10.709090909090909)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.7, 3.6771739130434784)"
16-12-2022 14:13:47.031672,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 80.0, 52.5)","(7.5, 11.5, 10.675)","(9.0, 11.0, 10.709090909090909)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.7, 3.6771739130434784)"
16-12-2022 14:13:48.025099,"(15.0, 46.0, 38.625)","(7.0, 14.0, 10.133333333333333)","(15.0, 80.0, 52.5)","(7.5, 11.5, 10.675)","(9.0, 11.0, 10.709090909090909)","(2.4, 2.78, 2.702857142857143)","(2.8, 3.7, 3.6771739130434784)"
16-12-2022 14:13:48.964089,"(15.0, 46.0, 38.625)","(7.5, 14.0, 10.133333333333333)","(15.0, 80.0, 52.5)","(8.0, 11.5, 10.675)","(9.0, 11.0, 10.709090909090909)","(2.35, 2.78, 2.702857142857143)","(2.8, 3.7, 3.6771739130434784)"
16-12-2022 14:13:50.044550,"(15.0, 46.0, 38.625)","(7.5, 14.0, 10.133333333333333)","(15.0, 80.0, 52.5)","(8.0, 11.5, 10.675)","(9.0, 11.0, 10.709090909090909)","(2.35, 2.78, 2.726)","(2.8, 3.7, 3.6794117647058826)"
16-12-2022 14:13:51.111346,"(15.0, 46.0, 45.0)","(7.5, 14.0, 10.266666666666667)","(15.0, 80.0, 50.22727272727273)","(8.0, 11.5, 9.527272727272727)","(9.0, 11.0, 10.753846153846155)","(2.35, 2.78, 2.7424999999999997)","(2.8, 3.7, 3.6794117647058826)"
16-12-2022 14:13:52.163098,"(15.0, 46.0, 36.5)","(7.5, 14.0, 10.266666666666667)","(15.0, 80.0, 50.22727272727273)","(8.0, 11.5, 10.725)","(9.0, 11.0, 10.44)","(2.35, 2.78, 2.732)","(2.8, 3.7, 3.674390243902439)"
16-12-2022 14:13:53.199399,"(15.0, 46.0, 36.83333333333333)","(7.5, 14.0, 10.0)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.5, 10.725)","(9.0, 11.0, 10.44)","(2.35, 2.78, 2.732)","(2.8, 3.7, 3.674390243902439)"
16-12-2022 14:13:54.249454,"(15.0, 46.0, 42.5625)","(7.5, 14.0, 10.0)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.5, 10.725)","(9.0, 11.0, 10.44)","(2.35, 2.78, 2.732)","(2.8, 3.7, 3.674390243902439)"
16-12-2022 14:13:55.246491,"(15.0, 46.0, 42.5625)","(7.5, 14.0, 10.0)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.5, 10.725)","(9.0, 11.0, 10.44)","(2.35, 2.78, 2.732)","(2.8, 3.7, 3.674390243902439)"
16-12-2022 14:13:56.172335,"(15.0, 46.0, 42.5625)","(7.5, 14.0, 10.0)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.5, 10.725)","(9.0, 11.0, 10.44)","(2.35, 2.78, 2.756)","(2.8, 3.7, 3.6750000000000003)"
16-12-2022 14:13:57.118233,"(15.0, 46.0, 42.5625)","(7.5, 13.5, 11.314285714285715)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.5, 9.244444444444444)","(9.0, 11.0, 10.822222222222223)","(2.35, 2.78, 2.75)","(2.8, 3.7, 3.6750000000000003)"
16-12-2022 14:13:58.075661,"(15.0, 46.0, 42.5625)","(7.5, 13.5, 11.314285714285715)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.5, 9.244444444444444)","(9.0, 11.0, 10.822222222222223)","(2.35, 2.78, 2.75)","(2.8, 3.7, 3.6750000000000003)"
16-12-2022 14:13:59.103064,"(15.0, 46.0, 42.5625)","(7.5, 13.5, 11.314285714285715)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.5, 9.244444444444444)","(9.0, 11.0, 10.822222222222223)","(2.35, 2.78, 2.75)","(2.8, 3.7, 3.6750000000000003)"
16-12-2022 14:14:00.107434,"(15.0, 46.0, 42.5625)","(7.5, 13.5, 11.314285714285715)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.0, 9.9)","(9.0, 12.0, 11.1875)","(2.35, 2.78, 2.75)","(2.8, 3.7, 3.6833333333333336)"
16-12-2022 14:14:01.222517,"(15.0, 46.0, 42.94444444444444)","(7.5, 13.5, 9.675)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.0, 9.666666666666666)","(9.0, 12.0, 15.45)","(2.35, 2.78, 2.755)","(2.8, 3.7, 3.6833333333333336)"
16-12-2022 14:14:02.222770,"(15.0, 46.0, 42.94444444444444)","(7.5, 13.5, 9.675)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 15.45)","(2.35, 2.78, 2.755)","(2.8, 3.7, 3.6833333333333336)"
16-12-2022 14:14:03.212307,"(15.0, 46.0, 42.94444444444444)","(7.5, 13.5, 9.675)","(15.0, 80.0, 60.73529411764706)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 15.45)","(2.35, 2.78, 2.755)","(2.8, 3.7, 3.6833333333333336)"
16-12-2022 14:14:04.165041,"(15.0, 46.0, 42.94444444444444)","(7.5, 13.5, 9.675)","(15.0, 80.0, 47.5)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 15.45)","(2.35, 2.78, 2.74)","(2.8, 3.7, 3.6833333333333336)"
16-12-2022 14:14:05.323676,"(15.0, 46.0, 35.83333333333333)","(7.5, 13.5, 9.675)","(15.0, 80.0, 59.5)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 14.4)","(2.35, 2.78, 2.74)","(2.8, 3.7, 3.6833333333333336)"
16-12-2022 14:14:06.327048,"(15.0, 38.0, 35.83333333333333)","(7.5, 13.5, 9.675)","(15.0, 65.0, 59.5)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 14.4)","(2.35, 2.78, 2.74)","(2.8, 3.7, 3.6833333333333336)"
16-12-2022 14:14:07.327314,"(15.0, 38.0, 35.83333333333333)","(7.5, 13.5, 10.56)","(15.0, 65.0, 56.66666666666667)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 14.4)","(2.35, 2.78, 2.7157142857142857)","(2.8, 3.7, 3.6833333333333336)"
16-12-2022 14:14:08.353899,"(15.0, 38.0, 35.83333333333333)","(7.5, 13.0, 9.933333333333334)","(15.0, 65.0, 58.6875)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 15.085714285714285)","(2.35, 2.78, 2.7157142857142857)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:09.377929,"(15.0, 36.0, 27.5)","(7.5, 13.0, 9.933333333333334)","(15.0, 65.0, 58.6875)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 15.379999999999999)","(2.35, 2.78, 2.7157142857142857)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:10.322924,"(15.0, 36.0, 27.5)","(7.5, 13.0, 9.933333333333334)","(15.0, 65.0, 58.6875)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 15.379999999999999)","(2.35, 2.78, 2.7157142857142857)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:11.378162,"(15.0, 36.0, 27.5)","(7.5, 13.0, 9.933333333333334)","(15.0, 65.0, 39.75)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 14.9)","(2.35, 2.78, 2.7157142857142857)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:12.345098,"(15.0, 36.0, 27.5)","(7.5, 13.0, 9.933333333333334)","(15.0, 65.0, 39.75)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 15.45)","(2.35, 2.78, 2.7157142857142857)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:13.369821,"(15.0, 36.0, 27.5)","(7.5, 13.0, 9.933333333333334)","(15.0, 65.0, 39.75)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 15.694444444444445)","(2.35, 2.78, 2.7421052631578946)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:14.389588,"(15.0, 36.0, 27.5)","(7.5, 13.0, 9.933333333333334)","(15.0, 65.0, 39.75)","(8.0, 11.0, 10.333333333333334)","(9.0, 16.0, 14.333333333333334)","(2.35, 2.78, 2.7421052631578946)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:15.407795,"(15.0, 36.0, 27.5)","(7.5, 14.0, 8.90909090909091)","(15.0, 65.0, 39.75)","(8.0, 11.0, 10.36)","(9.0, 16.0, 14.333333333333334)","(2.35, 2.78, 2.7421052631578946)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:16.411707,"(15.0, 36.0, 21.833333333333332)","(7.5, 13.5, 9.675)","(15.0, 65.0, 57.785714285714285)","(8.0, 11.0, 10.76)","(9.0, 16.0, 14.333333333333334)","(2.35, 2.78, 2.7421052631578946)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:17.402506,"(15.0, 36.0, 21.833333333333332)","(7.5, 13.5, 9.675)","(15.0, 65.0, 61.11538461538461)","(8.0, 11.0, 10.76)","(9.0, 16.0, 14.333333333333334)","(2.35, 2.78, 2.82)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:18.341585,"(15.0, 36.0, 21.833333333333332)","(7.5, 13.5, 9.675)","(15.0, 65.0, 61.11538461538461)","(8.0, 11.0, 10.76)","(9.0, 16.0, 14.333333333333334)","(2.35, 2.84, 3.08)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:19.340818,"(15.0, 36.0, 24.666666666666668)","(7.5, 14.0, 8.90909090909091)","(15.0, 65.0, 57.785714285714285)","(8.0, 11.0, 10.1)","(9.0, 16.0, 14.333333333333334)","(2.35, 3.2, 2.787894736842105)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:20.320680,"(15.0, 36.0, 31.75)","(7.5, 14.0, 8.90909090909091)","(14.0, 65.0, 56.66666666666667)","(8.0, 11.0, 10.1)","(9.0, 16.0, 12.9)","(2.35, 3.15, 2.92)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:21.269534,"(15.0, 36.0, 31.75)","(7.5, 13.5, 8.91)","(14.0, 65.0, 56.66666666666667)","(8.0, 11.0, 10.1)","(9.0, 16.0, 12.9)","(2.35, 3.1, 2.8840000000000003)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:22.412414,"(15.0, 36.0, 31.75)","(7.5, 13.0, 9.55)","(14.0, 65.0, 56.66666666666667)","(8.0, 11.0, 10.1)","(9.0, 16.0, 12.9)","(2.35, 3.1, 2.7872)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:23.457630,"(15.0, 36.0, 31.75)","(7.5, 13.0, 9.55)","(14.0, 65.0, 56.66666666666667)","(8.0, 11.0, 10.1)","(9.0, 16.0, 15.436363636363637)","(2.35, 3.1, 2.7872)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:24.438495,"(15.0, 36.0, 31.75)","(7.5, 13.0, 9.55)","(14.0, 65.0, 60.45454545454546)","(8.0, 11.0, 10.1)","(9.0, 16.0, 15.75)","(2.35, 3.1, 2.837142857142857)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:25.643763,"(15.0, 36.0, 31.285714285714285)","(7.5, 13.0, 9.55)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.5)","(9.0, 16.0, 14.9)","(2.35, 3.1, 2.915)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:26.783863,"(15.0, 36.0, 31.285714285714285)","(7.5, 13.0, 9.55)","(14.0, 65.0, 40.25)","(8.0, 10.5, 9.318181818181818)","(9.0, 16.0, 14.333333333333334)","(2.35, 3.05, 2.915)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:27.817699,"(15.0, 36.0, 31.285714285714285)","(7.5, 13.0, 9.55)","(14.0, 65.0, 40.25)","(8.0, 10.5, 9.318181818181818)","(9.0, 16.0, 15.6875)","(2.35, 3.05, 2.8764285714285713)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:28.813230,"(15.0, 36.0, 31.285714285714285)","(7.5, 13.0, 9.55)","(14.0, 65.0, 40.25)","(8.0, 10.5, 9.799999999999999)","(9.0, 16.0, 15.6875)","(2.35, 3.05, 2.8265517241379308)","(2.9, 3.7, 3.6833333333333336)"
16-12-2022 14:14:29.879752,"(15.0, 36.0, 24.666666666666668)","(7.5, 13.0, 9.55)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 16.0, 15.6875)","(2.35, 3.05, 2.8179999999999996)","(2.9, 3.7, 3.7954545454545454)"
16-12-2022 14:14:30.939575,"(15.0, 36.0, 21.833333333333332)","(7.5, 13.0, 9.55)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 16.0, 15.375)","(2.35, 3.05, 2.6564)","(2.9, 3.85, 3.7954545454545454)"
16-12-2022 14:14:31.994880,"(15.0, 36.0, 21.833333333333332)","(7.5, 13.0, 9.55)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 16.0, 15.166666666666668)","(2.35, 3.05, 2.868181818181818)","(2.9, 3.85, 3.8342105263157897)"
16-12-2022 14:14:33.034341,"(15.0, 36.0, 21.833333333333332)","(7.5, 13.0, 9.55)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 16.0, 13.75)","(2.35, 3.05, 2.868181818181818)","(2.9, 3.85, 4.15)"
16-12-2022 14:14:34.103479,"(15.0, 36.0, 21.833333333333332)","(7.5, 13.0, 9.55)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 16.0, 12.5)","(2.35, 3.05, 2.9)","(2.9, 4.3, 4.15)"
16-12-2022 14:14:35.122226,"(15.0, 36.0, 21.833333333333332)","(7.5, 13.0, 9.55)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 12.5)","(2.35, 3.0, 2.9)","(2.9, 4.3, 4.15)"
16-12-2022 14:14:36.126490,"(15.0, 36.0, 27.0)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 12.3)","(2.3, 3.0, 2.878260869565217)","(3.0, 4.3, 4.15)"
16-12-2022 14:14:37.097776,"(15.0, 40.0, 31.200000000000003)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 12.833333333333334)","(2.3, 3.0, 2.66)","(3.0, 4.3, 4.15)"
16-12-2022 14:14:38.211587,"(15.0, 40.0, 31.200000000000003)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 12.833333333333334)","(2.3, 2.98, 2.7466666666666666)","(3.0, 4.3, 4.025)"
16-12-2022 14:14:39.228450,"(15.0, 40.0, 25.666666666666668)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 12.833333333333334)","(2.3, 2.96, 2.68)","(3.0, 4.2, 4.025)"
16-12-2022 14:14:40.224570,"(15.0, 46.0, 36.83333333333333)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 12.833333333333334)","(2.3, 2.96, 2.68)","(3.0, 4.2, 4.025)"
16-12-2022 14:14:41.182810,"(15.0, 46.0, 36.83333333333333)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 12.833333333333334)","(2.3, 2.96, 2.68)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:42.090203,"(15.0, 36.0, 27.25)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 12.833333333333334)","(2.3, 2.96, 2.704)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:43.014547,"(15.0, 36.0, 27.25)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 12.833333333333334)","(2.3, 2.94, 2.7)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:43.925682,"(15.0, 36.0, 27.25)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 12.833333333333334)","(2.3, 2.94, 2.7)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:44.899921,"(15.0, 36.0, 27.25)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 13.1)","(2.3, 2.94, 2.656)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:46.261588,"(15.0, 36.0, 25.666666666666668)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 13.1)","(2.3, 2.8, 2.656)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:47.379095,"(15.0, 40.0, 25.666666666666668)","(7.5, 13.0, 9.166666666666668)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.799999999999999)","(9.0, 15.5, 14.1875)","(2.3, 2.8, 2.656)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:48.517369,"(15.0, 46.0, 41.5)","(7.5, 12.5, 9.766666666666667)","(14.0, 65.0, 40.25)","(8.0, 11.0, 9.666666666666666)","(9.0, 15.5, 14.1875)","(2.3, 2.8, 2.656)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:49.678779,"(15.0, 46.0, 41.5)","(7.5, 12.5, 9.766666666666667)","(14.0, 65.0, 40.25)","(8.0, 12.0, 9.666666666666666)","(9.0, 15.5, 14.1875)","(2.3, 2.8, 2.6633333333333336)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:50.654262,"(15.0, 46.0, 41.5)","(7.5, 12.5, 9.766666666666667)","(14.0, 65.0, 40.25)","(8.0, 12.0, 9.666666666666666)","(9.0, 15.5, 14.1875)","(2.3, 2.78, 2.6633333333333336)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:51.672122,"(15.0, 46.0, 41.5)","(7.5, 12.5, 9.766666666666667)","(14.0, 65.0, 40.25)","(8.0, 12.0, 9.666666666666666)","(9.0, 15.5, 14.1875)","(2.3, 2.78, 2.6633333333333336)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:52.650929,"(15.0, 46.0, 41.5)","(7.5, 12.5, 9.766666666666667)","(14.0, 65.0, 40.25)","(8.0, 12.0, 9.666666666666666)","(9.0, 15.5, 13.1)","(2.3, 2.78, 2.656)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:53.657072,"(15.0, 46.0, 36.83333333333333)","(7.5, 12.5, 9.766666666666667)","(14.0, 65.0, 23.75)","(8.0, 12.0, 9.666666666666666)","(9.0, 15.5, 13.1)","(2.3, 2.8, 2.656)","(3.0, 4.2, 4.178787878787879)"
16-12-2022 14:14:54.563754,"(15.0, 46.0, 36.83333333333333)","(7.5, 12.5, 9.766666666666667)","(14.0, 80.0, 26.25)","(8.0, 12.0, 9.666666666666666)","(9.0, 15.5, 13.1)","(2.1, 2.8, 2.656)","(3.1, 4.2, 4.178787878787879)"
16-12-2022 14:14:55.510928,"(16.0, 46.0, 36.83333333333333)","(7.5, 12.5, 9.766666666666667)","(15.0, 80.0, 26.25)","(8.0, 12.0, 9.666666666666666)","(10.0, 15.5, 13.1)","(2.1, 2.78, 2.6470000000000002)","(3.1, 4.2, 4.178787878787879)"
16-12-2022 14:14:56.409555,"(16.0, 44.0, 26.666666666666664)","(7.5, 12.5, 9.766666666666667)","(15.0, 75.0, 35.33333333333333)","(8.0, 12.0, 9.666666666666666)","(10.0, 15.5, 13.1)","(2.1, 2.78, 2.6470000000000002)","(3.1, 4.2, 4.178787878787879)"
16-12-2022 14:14:57.351172,"(16.0, 44.0, 21.714285714285715)","(7.5, 12.5, 9.766666666666667)","(15.0, 75.0, 35.33333333333333)","(8.0, 12.0, 9.666666666666666)","(10.0, 15.5, 13.1)","(2.1, 2.78, 2.6470000000000002)","(3.1, 4.2, 4.178787878787879)"
16-12-2022 14:14:58.636091,"(16.0, 44.0, 21.714285714285715)","(7.5, 12.5, 9.766666666666667)","(15.0, 75.0, 35.33333333333333)","(8.0, 12.0, 9.666666666666666)","(10.0, 15.5, 13.1)","(2.1, 2.78, 2.6470000000000002)","(3.1, 4.2, 4.178787878787879)"
