,Ziplock,Rockin Romeo,Canya Clink,Lets All Chant,More Scope,Knighted Shadow,Sizzle And Shine
09-01-2023 17:08:04.313819,"(3.7, 4.8, 4.7625)","(13.0, 25.0, 21.63157894736842)","(3.6, 4.1, 3.863157894736842)","(2.7, 3.55, 3.47)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:05.442262,"(3.7, 4.8, 4.7625)","(13.0, 25.0, 21.63157894736842)","(3.6, 4.1, 3.863157894736842)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:06.680157,"(3.7, 4.8, 4.7625)","(13.0, 25.0, 21.63157894736842)","(3.6, 4.1, 3.9)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:07.851157,"(3.7, 4.8, 4.7625)","(13.0, 25.0, 21.63157894736842)","(3.6, 4.0, 3.9642857142857144)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:08.896235,"(3.7, 4.8, 4.7625)","(13.0, 25.0, 21.63157894736842)","(3.6, 4.1, 3.7645833333333334)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:10.032984,"(3.7, 4.8, 4.7625)","(13.0, 25.0, 21.63157894736842)","(3.6, 4.1, 3.875)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:11.011082,"(3.7, 4.8, 4.7625)","(13.0, 25.0, 21.63157894736842)","(3.6, 4.0, 3.875)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:12.084350,"(3.7, 4.8, 4.7625)","(13.0, 25.0, 21.857142857142858)","(3.6, 4.0, 3.767857142857143)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.917647058823529)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:13.050198,"(3.7, 4.9, 4.847058823529412)","(13.0, 25.0, 21.857142857142858)","(3.6, 4.0, 3.767857142857143)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.917647058823529)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:14.058228,"(3.7, 4.9, 4.866666666666667)","(13.0, 25.0, 21.857142857142858)","(3.6, 3.95, 3.783333333333333)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.917647058823529)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:15.077597,"(3.7, 4.9, 4.866666666666667)","(13.0, 25.0, 21.857142857142858)","(3.6, 3.95, 3.825)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.917647058823529)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:16.146013,"(3.7, 4.9, 4.866666666666667)","(13.0, 25.0, 21.857142857142858)","(3.6, 3.95, 3.8842105263157896)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.917647058823529)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:17.277776,"(3.7, 4.9, 4.875675675675676)","(13.0, 25.0, 21.5)","(3.6, 3.95, 3.8842105263157896)","(2.7, 3.55, 3.455)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:18.348981,"(3.7, 4.9, 4.879069767441861)","(13.0, 25.0, 21.5)","(3.6, 3.95, 3.820689655172414)","(2.7, 3.55, 3.4533333333333336)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 19.142857142857142)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:19.470210,"(3.7, 4.9, 4.879069767441861)","(13.0, 25.0, 21.5)","(3.6, 3.95, 3.78974358974359)","(2.7, 3.55, 3.4533333333333336)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 18.842105263157894)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:20.575430,"(3.7, 4.9, 4.879069767441861)","(13.0, 25.0, 21.5)","(3.6, 3.95, 3.78974358974359)","(2.7, 3.55, 3.4533333333333336)","(5.5, 8.2, 7.979310344827586)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:21.707026,"(3.7, 4.9, 4.879069767441861)","(13.0, 25.0, 21.5)","(3.6, 3.95, 3.7687500000000003)","(2.7, 3.55, 3.3064285714285715)","(5.5, 8.2, 7.857142857142857)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:22.816078,"(3.7, 4.9, 4.879069767441861)","(13.0, 25.0, 21.5)","(3.6, 3.95, 3.7687500000000003)","(2.7, 3.35, 3.307712765957447)","(5.5, 8.2, 7.988235294117646)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:24.053769,"(3.7, 5.2, 5.0137931034482754)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.95, 3.7687500000000003)","(2.7, 3.35, 3.308895705521472)","(5.5, 8.2, 7.988235294117646)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:25.441778,"(3.7, 5.2, 4.99344262295082)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.95, 3.78974358974359)","(2.7, 3.35, 3.3083815028901733)","(5.5, 8.2, 7.988235294117646)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:26.564211,"(3.7, 5.2, 4.99344262295082)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.95, 3.78974358974359)","(2.7, 3.35, 3.3083815028901733)","(5.5, 8.2, 7.988235294117646)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:27.708557,"(3.7, 5.2, 5.126530612244898)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.9, 3.8)","(2.7, 3.35, 3.3006410256410255)","(5.5, 9.0, 8.52)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:28.806518,"(3.7, 5.2, 5.126530612244898)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.9, 3.74)","(2.7, 3.35, 3.3006410256410255)","(5.5, 9.0, 8.788235294117648)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:29.808982,"(3.7, 5.2, 5.126530612244898)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.9, 3.74)","(2.7, 3.35, 3.3006410256410255)","(5.5, 9.0, 8.723076923076922)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:30.838960,"(3.7, 5.2, 5.126530612244898)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.9, 3.74)","(2.7, 3.35, 3.3006410256410255)","(5.5, 9.0, 8.723076923076922)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:31.992190,"(3.7, 5.2, 5.126530612244898)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.9, 3.7133333333333334)","(2.7, 3.35, 3.3006410256410255)","(5.5, 9.0, 8.431578947368422)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:33.039462,"(3.7, 5.2, 5.126530612244898)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.9, 3.7133333333333334)","(2.7, 3.35, 3.301875)","(5.5, 9.0, 8.422222222222222)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:34.183543,"(3.7, 5.2, 5.126530612244898)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.9, 3.708)","(2.7, 3.35, 3.3006410256410255)","(5.5, 9.0, 8.527272727272727)","(14.0, 22.0, 18.96969696969697)","(31.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:35.323125,"(3.8, 5.2, 5.126530612244898)","(13.0, 25.0, 21.88888888888889)","(3.6, 3.9, 3.708)","(2.8, 3.35, 3.3006410256410255)","(5.5, 9.0, 8.527272727272727)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:36.409920,"(3.8, 5.2, 5.126530612244898)","(13.0, 25.0, 21.8)","(3.6, 3.9, 3.708)","(2.8, 3.35, 3.301875)","(5.5, 9.0, 8.627586206896552)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:37.494456,"(3.8, 5.2, 5.126530612244898)","(13.0, 25.0, 21.8)","(3.6, 3.9, 3.708)","(2.8, 3.35, 3.301875)","(5.5, 9.0, 8.627586206896552)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:38.623501,"(3.8, 5.2, 5.05)","(13.0, 25.0, 21.8)","(3.6, 3.9, 3.708)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.627586206896552)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 38.05128205128205)"
09-01-2023 17:08:39.722737,"(3.8, 5.2, 5.075)","(13.0, 25.0, 21.8)","(3.6, 3.9, 3.708)","(2.8, 3.35, 3.3021126760563377)","(5.5, 9.0, 8.627586206896552)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.945945945945944)"
09-01-2023 17:08:40.733455,"(3.8, 5.2, 5.075)","(13.0, 25.0, 21.8)","(3.6, 3.9, 3.708)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.627586206896552)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.945945945945944)"
09-01-2023 17:08:41.738353,"(3.8, 5.2, 5.08)","(13.0, 25.0, 21.8)","(3.6, 3.9, 3.708)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.627586206896552)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.945945945945944)"
09-01-2023 17:08:42.686660,"(3.8, 5.2, 5.107692307692307)","(13.0, 25.0, 21.8)","(3.6, 3.9, 3.708)","(2.8, 3.35, 3.3021126760563377)","(5.5, 9.0, 8.627586206896552)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.945945945945944)"
09-01-2023 17:08:43.734892,"(3.8, 5.2, 5.057894736842106)","(13.0, 25.0, 21.8)","(3.6, 3.9, 3.7125)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.527272727272727)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.945945945945944)"
09-01-2023 17:08:44.686167,"(3.8, 5.2, 5.0875)","(13.0, 25.0, 21.8)","(3.6, 3.9, 3.6777777777777776)","(2.8, 3.35, 3.3021126760563377)","(5.5, 9.0, 8.527272727272727)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.945945945945944)"
09-01-2023 17:08:45.681325,"(3.8, 5.2, 5.0875)","(13.0, 25.0, 21.8)","(3.6, 3.9, 3.6777777777777776)","(2.8, 3.35, 3.3021126760563377)","(5.5, 9.0, 8.527272727272727)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.945945945945944)"
09-01-2023 17:08:46.720114,"(3.8, 5.3, 5.171428571428572)","(13.0, 25.0, 21.666666666666668)","(3.6, 3.85, 3.7696428571428573)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.527272727272727)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.666666666666664)"
09-01-2023 17:08:47.854466,"(3.8, 5.3, 5.225)","(14.0, 25.0, 21.666666666666668)","(3.5, 3.85, 3.7696428571428573)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.380952380952381)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.62162162162162)"
09-01-2023 17:08:48.858927,"(3.8, 5.3, 5.171428571428572)","(14.0, 25.0, 21.666666666666668)","(3.5, 3.85, 3.7696428571428573)","(2.8, 3.35, 3.3021126760563377)","(5.5, 9.0, 8.571428571428571)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.666666666666664)"
09-01-2023 17:08:49.786134,"(3.8, 5.3, 5.259090909090909)","(14.0, 25.0, 21.666666666666668)","(3.5, 3.85, 3.7696428571428573)","(2.8, 3.35, 3.3021126760563377)","(5.5, 9.0, 8.571428571428571)","(14.0, 22.0, 18.96969696969697)","(26.0, 46.0, 35.666666666666664)"
09-01-2023 17:08:50.705329,"(3.8, 5.3, 5.271875)","(14.0, 25.0, 21.666666666666668)","(3.5, 3.85, 3.725)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.325925925925926)","(14.0, 22.0, 19.23076923076923)","(26.0, 46.0, 35.666666666666664)"
09-01-2023 17:08:51.664005,"(3.8, 5.3, 5.225)","(14.0, 25.0, 23.181818181818183)","(3.5, 3.85, 3.6923913043478263)","(2.8, 3.35, 3.3021126760563377)","(5.5, 8.4, 8.284210526315789)","(14.0, 20.0, 19.23076923076923)","(26.0, 46.0, 35.666666666666664)"
09-01-2023 17:08:52.639825,"(3.8, 5.3, 5.257142857142857)","(14.0, 25.0, 23.181818181818183)","(3.5, 3.85, 3.7020408163265306)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.306666666666667)","(14.0, 20.0, 18.88888888888889)","(26.0, 46.0, 40.13513513513514)"
09-01-2023 17:08:53.640229,"(3.8, 5.3, 5.257142857142857)","(14.0, 25.0, 23.181818181818183)","(3.5, 3.85, 3.7020408163265306)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.306666666666667)","(14.0, 20.0, 19.23076923076923)","(26.0, 46.0, 43.72727272727273)"
09-01-2023 17:08:54.673987,"(3.8, 5.3, 5.257142857142857)","(14.0, 25.0, 23.181818181818183)","(3.5, 3.85, 3.6773809523809526)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.306666666666667)","(14.0, 20.0, 19.23076923076923)","(26.0, 44.0, 42.32)"
09-01-2023 17:08:55.793805,"(3.8, 5.3, 5.257142857142857)","(14.0, 25.0, 23.181818181818183)","(3.5, 3.85, 3.6486111111111112)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.306666666666667)","(14.0, 20.0, 19.23076923076923)","(26.0, 44.0, 40.89655172413793)"
09-01-2023 17:08:56.896963,"(3.8, 5.3, 5.257142857142857)","(14.0, 25.0, 23.181818181818183)","(3.3, 3.8, 3.65)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.306666666666667)","(14.0, 20.0, 18.96969696969697)","(26.0, 44.0, 40.72727272727273)"
09-01-2023 17:08:57.969169,"(3.8, 5.3, 5.266666666666667)","(14.0, 25.0, 21.347826086956523)","(3.3, 3.8, 3.65)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.306666666666667)","(14.0, 22.0, 18.96969696969697)","(26.0, 44.0, 40.72727272727273)"
09-01-2023 17:08:59.001064,"(3.8, 5.3, 5.2785714285714285)","(14.0, 25.0, 22.136363636363637)","(3.3, 3.8, 3.6222222222222222)","(2.8, 3.35, 3.3021126760563377)","(5.5, 9.0, 8.306666666666667)","(14.0, 22.0, 18.96969696969697)","(26.0, 44.0, 40.72727272727273)"
09-01-2023 17:09:00.057599,"(3.8, 5.6, 5.397619047619047)","(14.0, 25.0, 22.142857142857142)","(3.3, 3.8, 3.6424242424242426)","(2.8, 3.35, 3.300724637681159)","(5.5, 9.0, 8.306666666666667)","(14.0, 22.0, 18.96969696969697)","(26.0, 44.0, 39.38461538461539)"
09-01-2023 17:09:01.091107,"(3.8, 5.6, 5.535714285714286)","(14.0, 25.0, 23.333333333333332)","(3.3, 3.8, 3.6142857142857143)","(2.8, 3.35, 3.201094890510949)","(5.5, 8.6, 8.410526315789474)","(14.0, 20.0, 19.375)","(26.0, 44.0, 35.37931034482759)"
09-01-2023 17:09:02.119004,"(3.8, 5.6, 5.535714285714286)","(14.0, 25.0, 23.333333333333332)","(3.3, 3.8, 3.6125000000000003)","(2.8, 3.35, 3.1657894736842103)","(5.5, 8.6, 8.410526315789474)","(14.0, 20.0, 18.70967741935484)","(26.0, 44.0, 35.1764705882353)"
09-01-2023 17:09:03.090882,"(3.9, 5.6, 5.535714285714286)","(14.0, 25.0, 23.333333333333332)","(3.3, 3.8, 3.6125000000000003)","(2.8, 3.35, 3.1656862745098038)","(5.5, 8.6, 8.366666666666665)","(14.0, 20.0, 18.70967741935484)","(26.0, 44.0, 35.1764705882353)"
09-01-2023 17:09:04.081004,"(3.9, 5.5, 5.4375)","(14.0, 25.0, 23.32)","(3.3, 3.8, 3.637837837837838)","(2.8, 3.35, 3.1656862745098038)","(5.5, 8.6, 8.366666666666665)","(14.0, 20.0, 18.571428571428573)","(26.0, 44.0, 35.25)"
09-01-2023 17:09:05.043827,"(3.9, 5.5, 5.41578947368421)","(14.0, 25.0, 23.32)","(3.3, 3.8, 3.6125000000000003)","(2.8, 3.35, 3.1656862745098038)","(5.5, 8.6, 8.366666666666665)","(14.0, 20.0, 18.571428571428573)","(26.0, 44.0, 35.25)"
09-01-2023 17:09:06.006946,"(3.9, 5.5, 5.430434782608695)","(14.0, 25.0, 21.5)","(3.3, 3.8, 3.637837837837838)","(2.8, 3.35, 3.1656862745098038)","(5.5, 8.6, 8.399999999999999)","(14.0, 20.0, 18.484848484848484)","(26.0, 44.0, 35.02564102564102)"
09-01-2023 17:09:06.965647,"(3.9, 5.5, 5.430434782608695)","(14.0, 25.0, 22.576923076923077)","(3.3, 3.8, 3.6125000000000003)","(2.8, 3.35, 3.1656862745098038)","(5.5, 8.6, 8.399999999999999)","(14.0, 20.0, 18.484848484848484)","(26.0, 44.0, 35.02564102564102)"
09-01-2023 17:09:07.963403,"(3.9, 5.5, 5.430434782608695)","(14.0, 25.0, 22.576923076923077)","(3.3, 3.8, 3.637837837837838)","(2.8, 3.35, 3.1656862745098038)","(5.5, 8.6, 8.233333333333333)","(14.0, 20.0, 18.583333333333332)","(26.0, 44.0, 35.25)"
09-01-2023 17:09:08.991743,"(3.9, 5.8, 5.733333333333333)","(14.0, 25.0, 23.384615384615383)","(3.3, 3.8, 3.6125000000000003)","(2.7, 3.35, 3.1999999999999997)","(5.5, 8.4, 8.219999999999999)","(14.0, 19.0, 18.41176470588235)","(26.0, 44.0, 35.388888888888886)"
09-01-2023 17:09:10.041676,"(3.9, 5.9, 5.825)","(14.0, 25.0, 23.384615384615383)","(3.3, 3.8, 3.6125000000000003)","(2.7, 3.3, 3.1615384615384614)","(5.5, 8.4, 8.219999999999999)","(14.0, 19.0, 18.41176470588235)","(26.0, 44.0, 35.388888888888886)"
09-01-2023 17:09:11.155797,"(3.9, 5.9, 5.825)","(14.0, 25.0, 23.4)","(3.3, 3.8, 3.65)","(2.7, 3.3, 3.2279999999999998)","(5.5, 8.4, 8.215384615384615)","(14.0, 19.0, 18.41176470588235)","(26.0, 44.0, 30.4375)"
09-01-2023 17:09:12.236882,"(4.0, 5.9, 5.811764705882354)","(15.0, 25.0, 23.4)","(3.2, 3.75, 3.65)","(2.7, 3.3, 3.2279999999999998)","(6.0, 8.4, 8.215384615384615)","(15.0, 19.0, 18.41176470588235)","(26.0, 44.0, 36.0)"
09-01-2023 17:09:13.294959,"(4.0, 5.9, 5.800000000000001)","(15.0, 25.0, 23.4)","(3.2, 3.75, 3.642)","(2.7, 3.3, 3.24375)","(6.0, 8.4, 8.215384615384615)","(15.0, 19.0, 18.41176470588235)","(26.0, 42.0, 36.0)"
09-01-2023 17:09:14.326582,"(4.0, 5.9, 5.800000000000001)","(15.0, 25.0, 23.4)","(3.2, 3.75, 3.642)","(2.7, 3.3, 3.221428571428571)","(6.0, 8.4, 8.066666666666666)","(15.0, 19.0, 18.41176470588235)","(26.0, 42.0, 30.571428571428573)"
09-01-2023 17:09:15.308950,"(4.0, 5.9, 5.672727272727273)","(15.0, 25.0, 21.8)","(3.2, 3.75, 3.642)","(2.7, 3.3, 3.221428571428571)","(6.0, 8.4, 7.9)","(15.0, 19.0, 18.318181818181817)","(26.0, 42.0, 32.03333333333333)"
09-01-2023 17:09:16.301495,"(4.0, 5.9, 5.725581395348837)","(15.0, 25.0, 22.26086956521739)","(3.2, 3.75, 3.6176470588235294)","(2.7, 3.3, 3.221428571428571)","(6.0, 8.4, 7.9)","(15.0, 19.0, 18.291666666666668)","(26.0, 42.0, 34.333333333333336)"
09-01-2023 17:09:17.307738,"(4.0, 5.9, 5.7153846153846155)","(15.0, 25.0, 23.4)","(3.2, 3.75, 3.6328125)","(2.7, 3.3, 3.221428571428571)","(6.0, 7.8, 7.769230769230769)","(15.0, 18.5, 18.318181818181817)","(26.0, 42.0, 34.333333333333336)"
09-01-2023 17:09:18.330788,"(4.0, 5.9, 5.728571428571429)","(15.0, 25.0, 23.4)","(3.2, 3.75, 3.61)","(2.7, 3.3, 3.2076923076923074)","(6.0, 7.8, 7.769230769230769)","(15.0, 19.0, 18.25925925925926)","(26.0, 42.0, 34.23529411764706)"
09-01-2023 17:09:19.413632,"(4.0, 5.9, 5.728571428571429)","(15.0, 25.0, 23.4)","(3.2, 3.75, 3.63)","(2.7, 3.3, 3.2076923076923074)","(6.0, 7.8, 7.769230769230769)","(15.0, 19.0, 18.25925925925926)","(26.0, 42.0, 34.23529411764706)"
09-01-2023 17:09:20.462727,"(4.0, 5.9, 5.75)","(15.0, 25.0, 23.4)","(3.2, 3.75, 3.63)","(2.7, 3.3, 3.2076923076923074)","(6.0, 7.8, 7.769230769230769)","(15.0, 19.0, 18.25925925925926)","(26.0, 42.0, 34.24242424242424)"
09-01-2023 17:09:21.702667,"(4.0, 5.9, 5.825)","(15.0, 25.0, 23.384615384615383)","(3.2, 3.75, 3.61)","(2.7, 3.3, 3.2076923076923074)","(6.0, 7.8, 7.769230769230769)","(15.0, 19.0, 18.25925925925926)","(26.0, 42.0, 34.24242424242424)"
09-01-2023 17:09:22.785818,"(4.0, 5.9, 5.864)","(15.0, 25.0, 23.384615384615383)","(3.2, 3.75, 3.61)","(2.7, 3.3, 3.2135135135135138)","(6.0, 7.8, 7.933333333333333)","(15.0, 19.0, 18.25925925925926)","(26.0, 42.0, 34.0)"
09-01-2023 17:09:23.993439,"(4.2, 5.9, 5.855)","(15.0, 25.0, 22.136363636363637)","(3.2, 3.75, 3.63)","(2.7, 3.3, 3.223809523809524)","(6.0, 8.2, 7.933333333333333)","(15.0, 19.0, 18.25925925925926)","(26.0, 42.0, 34.0)"
09-01-2023 17:09:25.036631,"(4.2, 5.9, 5.8125)","(15.0, 25.0, 22.136363636363637)","(3.2, 3.75, 3.63)","(2.7, 3.3, 3.223809523809524)","(6.0, 8.2, 7.682352941176471)","(15.0, 19.0, 18.291666666666668)","(26.0, 42.0, 36.18181818181818)"
09-01-2023 17:09:26.128092,"(4.2, 6.2, 5.8500000000000005)","(15.0, 25.0, 23.384615384615383)","(3.2, 3.75, 3.61)","(2.7, 3.3, 3.2135135135135138)","(6.0, 7.8, 7.682352941176471)","(15.0, 18.5, 18.291666666666668)","(26.0, 42.0, 36.18181818181818)"
09-01-2023 17:09:27.205700,"(4.2, 6.2, 6.0)","(15.0, 25.0, 23.384615384615383)","(3.2, 3.75, 3.61)","(2.7, 3.3, 3.223809523809524)","(6.0, 7.8, 7.682352941176471)","(15.0, 18.5, 18.291666666666668)","(26.0, 42.0, 36.18181818181818)"
09-01-2023 17:09:28.297713,"(4.2, 6.2, 5.88)","(15.0, 25.0, 23.444444444444443)","(3.2, 3.75, 3.7111111111111112)","(2.7, 3.3, 3.2135135135135138)","(6.0, 7.8, 7.682352941176471)","(15.0, 18.5, 18.318181818181817)","(26.0, 42.0, 33.86046511627907)"
09-01-2023 17:09:29.380567,"(4.2, 6.2, 5.863157894736842)","(15.0, 25.0, 23.444444444444443)","(3.2, 3.75, 3.7086206896551728)","(2.7, 3.3, 3.223809523809524)","(6.0, 7.8, 7.6571428571428575)","(15.0, 18.5, 18.104166666666668)","(26.0, 42.0, 33.666666666666664)"
09-01-2023 17:09:30.421365,"(4.2, 6.2, 5.8545454545454545)","(15.0, 25.0, 23.384615384615383)","(3.2, 3.75, 3.71)","(2.7, 3.3, 3.2135135135135138)","(6.0, 7.8, 8.085714285714285)","(15.0, 18.5, 18.125)","(26.0, 42.0, 33.666666666666664)"
09-01-2023 17:09:31.487232,"(4.2, 6.2, 5.863157894736842)","(15.0, 25.0, 22.136363636363637)","(3.2, 3.75, 3.6115384615384616)","(2.7, 3.3, 3.223809523809524)","(6.0, 8.2, 7.933333333333333)","(15.0, 18.5, 18.125)","(26.0, 42.0, 33.02564102564102)"
09-01-2023 17:09:32.502279,"(4.2, 6.2, 6.116666666666667)","(15.0, 25.0, 22.26086956521739)","(3.2, 3.75, 3.6115384615384616)","(2.7, 3.3, 3.223809523809524)","(6.0, 8.2, 7.933333333333333)","(15.0, 18.5, 18.1)","(26.0, 42.0, 33.02564102564102)"
09-01-2023 17:09:33.512538,"(4.2, 6.2, 6.072727272727273)","(15.0, 25.0, 22.26086956521739)","(3.2, 3.75, 3.6115384615384616)","(2.7, 3.3, 3.223809523809524)","(6.0, 8.2, 7.933333333333333)","(15.0, 18.5, 18.1)","(26.0, 42.0, 33.02564102564102)"
09-01-2023 17:09:34.498172,"(4.2, 6.2, 6.072727272727273)","(15.0, 25.0, 22.26086956521739)","(3.2, 3.75, 3.6115384615384616)","(2.7, 3.3, 3.223809523809524)","(6.0, 8.2, 7.682352941176471)","(15.0, 18.5, 17.071428571428573)","(26.0, 42.0, 33.02564102564102)"
09-01-2023 17:09:35.482822,"(4.2, 6.2, 6.083333333333333)","(15.0, 25.0, 23.333333333333332)","(3.2, 3.75, 3.6338709677419354)","(2.7, 3.3, 3.2135135135135138)","(6.0, 7.8, 7.682352941176471)","(15.0, 18.5, 17.928571428571427)","(26.0, 42.0, 33.02564102564102)"
09-01-2023 17:09:36.417825,"(4.2, 6.2, 6.083333333333333)","(15.0, 25.0, 23.384615384615383)","(3.2, 3.75, 3.6115384615384616)","(2.7, 3.3, 3.2135135135135138)","(6.0, 7.8, 7.682352941176471)","(15.0, 18.5, 17.928571428571427)","(26.0, 42.0, 33.02564102564102)"
09-01-2023 17:09:37.435511,"(4.2, 6.2, 6.083333333333333)","(15.0, 25.0, 23.384615384615383)","(3.2, 3.75, 3.6115384615384616)","(2.7, 3.35, 3.3079710144927534)","(6.0, 7.8, 7.482352941176471)","(15.0, 18.5, 17.3)","(26.0, 42.0, 33.666666666666664)"
09-01-2023 17:09:38.456220,"(4.2, 6.2, 6.083333333333333)","(15.0, 25.0, 23.384615384615383)","(3.2, 3.75, 3.6283783783783785)","(2.7, 3.35, 3.3076642335766424)","(6.0, 7.8, 7.3875)","(15.0, 18.5, 17.3)","(26.0, 42.0, 33.666666666666664)"
