,Bonza Guy,Batman Bart,Miss Fernandez,Wonderwoman Jujon,Rock Hammer,Press Statement,Whostolemypigeon,Our Buscemi Nz,My Ultimate Clippa,Some Girls Dont Nz
06-01-2023 15:12:18.411828,"(3.0, 3.75, 3.4466666666666668)","(5.0, 5.7, 5.566666666666666)","(13.0, 20.0, 15.5)","(6.5, 8.4, 7.694117647058823)","(10.0, 18.0, 17.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 21.875)","(13.0, 99999, 99990)","(18.0, 23.0, 20.666666666666668)","(5.0, 99999, 99990)"
06-01-2023 15:12:19.598257,"(3.0, 3.75, 3.4466666666666668)","(5.0, 5.7, 5.566666666666666)","(13.0, 20.0, 15.5)","(6.5, 8.4, 7.694117647058823)","(10.0, 18.0, 16.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 21.875)","(13.0, 99999, 99990)","(18.0, 23.0, 20.666666666666668)","(5.0, 99999, 99990)"
06-01-2023 15:12:20.912598,"(3.0, 3.75, 3.4611111111111112)","(5.0, 5.7, 5.566666666666666)","(13.0, 20.0, 15.5)","(6.5, 8.4, 7.694117647058823)","(10.0, 17.5, 16.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 21.875)","(13.0, 99999, 99990)","(18.0, 23.0, 20.666666666666668)","(5.0, 99999, 99990)"
06-01-2023 15:12:22.172874,"(3.0, 3.75, 3.4537037037037037)","(5.0, 5.7, 5.566666666666666)","(13.0, 20.0, 15.5)","(6.5, 8.4, 7.694117647058823)","(10.0, 17.5, 16.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 21.875)","(13.0, 99999, 99990)","(18.0, 23.0, 20.666666666666668)","(5.0, 99999, 99990)"
06-01-2023 15:12:23.486021,"(3.0, 3.75, 3.4537037037037037)","(5.0, 5.7, 5.566666666666666)","(13.0, 20.0, 15.5)","(6.5, 8.4, 7.694117647058823)","(10.0, 17.5, 16.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 21.875)","(13.0, 99999, 99990)","(18.0, 23.0, 20.666666666666668)","(5.0, 99999, 99990)"
06-01-2023 15:12:24.844687,"(3.0, 3.75, 3.5)","(5.0, 5.9, 5.713333333333334)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(10.0, 17.5, 16.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 21.875)","(13.0, 99999, 99990)","(18.0, 23.0, 20.666666666666668)","(5.0, 99999, 99990)"
06-01-2023 15:12:26.184939,"(3.0, 3.75, 3.5)","(5.0, 5.9, 5.707692307692308)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(10.0, 17.5, 16.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 21.875)","(13.0, 99999, 99990)","(18.0, 23.0, 19.891304347826086)","(5.0, 99999, 99990)"
06-01-2023 15:12:27.587825,"(3.0, 3.75, 3.5)","(5.0, 5.8, 5.585714285714285)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(10.0, 17.5, 16.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:28.906204,"(3.0, 3.75, 3.5)","(5.0, 5.7, 5.585714285714285)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(10.0, 17.5, 16.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:30.250625,"(3.0, 3.75, 3.5)","(5.0, 5.7, 5.642857142857143)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 16.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:31.551153,"(3.0, 3.75, 3.5)","(5.0, 5.7, 5.642857142857143)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 16.0)","(41.0, 75.0, 71.63636363636364)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:32.875125,"(3.0, 3.75, 3.5)","(5.0, 5.7, 5.642857142857143)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 16.5)","(41.0, 75.0, 69.16666666666666)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:34.166556,"(3.0, 3.75, 3.5)","(5.0, 5.7, 5.642857142857143)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 16.61111111111111)","(41.0, 75.0, 58.5)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:35.493435,"(3.0, 3.75, 3.5)","(5.0, 5.9, 5.75)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 16.214285714285715)","(41.0, 75.0, 58.5)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:36.849187,"(3.0, 3.75, 3.5)","(5.0, 5.9, 5.814285714285715)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 15.5)","(41.0, 75.0, 58.5)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:38.261796,"(3.0, 3.75, 3.5)","(5.0, 5.8, 5.728571428571429)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 16.5)","(41.0, 75.0, 58.5)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:39.630842,"(3.0, 3.75, 3.542)","(5.0, 5.8, 5.728571428571429)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 16.5)","(41.0, 75.0, 58.5)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:40.893862,"(3.0, 3.75, 3.542)","(5.0, 5.8, 5.75)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 17.115384615384617)","(41.0, 75.0, 58.5)","(14.0, 24.0, 20.0)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:42.155589,"(3.0, 3.75, 3.542)","(5.0, 5.9, 5.75)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 15.9)","(41.0, 75.0, 58.5)","(14.0, 24.0, 20.8)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:43.396741,"(3.0, 3.75, 3.542)","(5.0, 5.9, 5.75)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 15.9)","(41.0, 75.0, 58.5)","(14.0, 24.0, 21.857142857142858)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:44.625242,"(3.0, 3.75, 3.542)","(5.0, 5.9, 5.728571428571429)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 15.9)","(41.0, 75.0, 58.5)","(14.0, 24.0, 21.857142857142858)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:46.175227,"(3.0, 3.75, 3.6323529411764706)","(5.0, 5.9, 5.726315789473684)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.694117647058823)","(11.0, 17.5, 16.59090909090909)","(41.0, 75.0, 58.5)","(14.0, 24.0, 21.857142857142858)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:47.814116,"(3.0, 3.75, 3.5785714285714287)","(5.0, 5.8, 5.375)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.4526315789473685)","(11.0, 17.0, 15.833333333333332)","(41.0, 75.0, 58.5)","(14.0, 24.0, 21.857142857142858)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:49.391438,"(3.0, 3.75, 3.5785714285714287)","(5.0, 5.9, 5.375)","(13.0, 20.0, 15.125)","(6.5, 8.4, 7.4526315789473685)","(11.0, 16.5, 15.227272727272727)","(41.0, 75.0, 58.5)","(14.0, 24.0, 21.857142857142858)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:51.094542,"(3.0, 3.75, 3.6115384615384616)","(5.0, 5.9, 5.4)","(13.0, 20.0, 15.5)","(6.5, 8.4, 7.866666666666666)","(11.0, 15.5, 14.673913043478262)","(41.0, 75.0, 58.5)","(14.0, 24.0, 21.857142857142858)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:52.669723,"(3.0, 3.75, 3.5625)","(5.0, 5.8, 5.6230769230769235)","(13.0, 20.0, 15.5)","(6.5, 8.2, 7.866666666666666)","(11.0, 15.0, 14.071428571428571)","(41.0, 75.0, 68.4)","(14.0, 24.0, 21.857142857142858)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:54.008563,"(3.0, 3.75, 3.5625)","(5.0, 5.7, 5.6230769230769235)","(13.0, 20.0, 15.5)","(6.5, 8.2, 7.866666666666666)","(11.0, 15.5, 14.4)","(41.0, 75.0, 69.5)","(14.0, 24.0, 21.857142857142858)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:55.377466,"(3.0, 3.75, 3.59375)","(5.0, 5.7, 5.628571428571429)","(13.0, 20.0, 15.875)","(6.5, 8.2, 7.6000000000000005)","(11.0, 15.0, 14.75)","(41.0, 75.0, 69.5)","(14.0, 24.0, 22.125)","(13.0, 99999, 99990)","(18.0, 24.0, 20.5)","(5.0, 99999, 99990)"
06-01-2023 15:12:56.650536,"(3.0, 3.75, 3.5416666666666665)","(5.0, 5.7, 5.6230769230769235)","(13.0, 20.0, 16.192307692307693)","(6.5, 8.0, 7.6000000000000005)","(11.0, 15.5, 15.071428571428571)","(41.0, 75.0, 69.5)","(14.0, 24.0, 22.125)","(13.0, 99999, 99990)","(18.0, 24.0, 20.85)","(5.0, 99999, 99990)"
06-01-2023 15:12:58.080124,"(3.0, 3.75, 3.5416666666666665)","(5.0, 5.7, 5.75)","(13.0, 20.0, 15.875)","(6.5, 8.0, 7.6000000000000005)","(11.0, 15.5, 15.666666666666666)","(41.0, 75.0, 69.5)","(14.0, 24.0, 21.857142857142858)","(13.0, 99999, 99990)","(18.0, 24.0, 20.85)","(5.0, 99999, 99990)"
06-01-2023 15:12:59.396078,"(3.0, 3.75, 3.5833333333333335)","(5.0, 5.8, 5.588235294117647)","(13.0, 20.0, 15.875)","(6.5, 8.0, 7.6000000000000005)","(11.0, 16.0, 15.666666666666666)","(41.0, 75.0, 69.5)","(14.0, 24.0, 21.857142857142858)","(13.0, 99999, 99990)","(18.0, 24.0, 20.85)","(5.0, 99999, 99990)"
06-01-2023 15:13:00.797689,"(3.0, 3.75, 3.5)","(5.0, 5.8, 5.371428571428571)","(13.0, 20.0, 16.192307692307693)","(6.5, 8.0, 7.8)","(11.0, 16.0, 15.071428571428571)","(41.0, 75.0, 69.5)","(14.0, 24.0, 22.125)","(13.0, 99999, 99990)","(18.0, 24.0, 19.074074074074073)","(5.0, 99999, 99990)"
06-01-2023 15:13:02.267355,"(3.0, 3.75, 3.583333333333333)","(5.0, 5.8, 5.371428571428571)","(13.0, 20.0, 16.464285714285715)","(6.5, 8.2, 7.6)","(11.0, 15.5, 15.071428571428571)","(41.0, 75.0, 69.5)","(14.0, 24.0, 19.333333333333332)","(13.0, 99999, 99990)","(18.0, 20.0, 19.074074074074073)","(5.0, 99999, 99990)"
06-01-2023 15:13:03.622837,"(3.0, 3.75, 3.583333333333333)","(5.0, 5.8, 5.466666666666667)","(13.0, 20.0, 15.5)","(6.5, 8.2, 7.6)","(11.0, 15.5, 15.071428571428571)","(41.0, 75.0, 69.5)","(14.0, 24.0, 19.666666666666668)","(13.0, 99999, 99990)","(18.0, 20.0, 19.074074074074073)","(5.0, 99999, 99990)"
06-01-2023 15:13:04.966429,"(3.0, 3.75, 3.625)","(5.0, 5.8, 5.5)","(13.0, 20.0, 15.95)","(6.5, 8.0, 7.5)","(11.0, 15.5, 15.666666666666666)","(41.0, 75.0, 69.5)","(14.0, 24.0, 19.666666666666668)","(13.0, 99999, 99990)","(18.0, 20.0, 18.75)","(5.0, 99999, 99990)"
06-01-2023 15:13:06.223949,"(3.0, 3.75, 3.625)","(5.0, 5.8, 5.666666666666667)","(13.0, 20.0, 16.192307692307693)","(6.5, 7.8, 7.5)","(11.0, 16.0, 15.666666666666666)","(41.0, 75.0, 69.5)","(14.0, 24.0, 20.5)","(13.0, 99999, 99990)","(18.0, 20.0, 18.70689655172414)","(5.0, 99999, 99990)"
06-01-2023 15:13:07.496354,"(3.0, 3.75, 3.625)","(5.0, 5.8, 5.666666666666667)","(13.0, 20.0, 16.192307692307693)","(6.5, 7.8, 7.5)","(11.0, 16.0, 15.8)","(41.0, 75.0, 69.5)","(14.0, 24.0, 20.5)","(13.0, 99999, 99990)","(18.0, 20.0, 19.450549450549453)","(5.0, 99999, 99990)"
06-01-2023 15:13:08.820774,"(3.0, 3.75, 3.625)","(5.0, 5.8, 5.4)","(13.0, 20.0, 15.555555555555555)","(6.5, 7.8, 7.699999999999999)","(11.0, 16.0, 16.454545454545453)","(41.0, 75.0, 72.71428571428572)","(14.0, 24.0, 21.666666666666668)","(13.0, 99999, 99990)","(18.0, 20.0, 18.56)","(5.0, 99999, 99990)"
06-01-2023 15:13:10.162291,"(3.0, 3.75, 3.716666666666667)","(5.0, 5.4, 5.204504504504505)","(13.0, 20.0, 15.909090909090908)","(6.5, 7.8, 7.6)","(11.0, 17.0, 15.73076923076923)","(41.0, 85.0, 54.25)","(14.0, 24.0, 22.25)","(13.0, 99999, 99990)","(18.0, 20.0, 18.852941176470587)","(5.0, 99999, 99990)"
06-01-2023 15:13:11.560085,"(3.0, 3.85, 3.7)","(5.0, 5.4, 5.229411764705882)","(13.0, 20.0, 15.909090909090908)","(6.5, 8.0, 7.8)","(11.0, 16.5, 15.73076923076923)","(41.0, 85.0, 54.25)","(14.0, 24.0, 22.375)","(13.0, 99999, 99990)","(18.0, 20.0, 18.916666666666668)","(5.0, 99999, 99990)"
06-01-2023 15:13:12.909839,"(3.0, 3.75, 3.725)","(5.0, 5.3, 5.229411764705882)","(13.0, 20.0, 15.909090909090908)","(6.5, 8.0, 7.8)","(11.0, 16.5, 15.73076923076923)","(41.0, 85.0, 54.25)","(14.0, 24.0, 22.375)","(13.0, 99999, 99990)","(18.0, 20.0, 19.071428571428573)","(5.0, 99999, 99990)"
06-01-2023 15:13:14.346604,"(3.0, 3.75, 3.74)","(5.0, 5.3, 5.207692307692308)","(13.0, 20.0, 15.95)","(6.5, 8.0, 7.65)","(11.0, 16.5, 15.636363636363637)","(41.0, 85.0, 54.25)","(14.0, 24.0, 19.0)","(13.0, 99999, 99990)","(18.0, 20.0, 19.071428571428573)","(5.0, 99999, 99990)"
06-01-2023 15:13:15.710050,"(3.0, 3.75, 3.625)","(5.0, 5.3, 5.449999999999999)","(13.0, 20.0, 16.4)","(6.5, 7.8, 7.699999999999999)","(11.0, 16.0, 15.8)","(41.0, 85.0, 71.33333333333333)","(14.0, 25.0, 19.642857142857142)","(13.0, 99999, 99990)","(18.0, 20.0, 18.875)","(5.0, 99999, 99990)"
06-01-2023 15:13:17.279416,"(3.0, 3.75, 3.6571428571428575)","(5.0, 5.6, 5.466666666666667)","(13.0, 20.0, 17.333333333333332)","(6.5, 8.2, 7.45)","(11.0, 16.0, 15.8)","(41.0, 85.0, 71.33333333333333)","(14.0, 25.0, 19.642857142857142)","(13.0, 99999, 99990)","(18.0, 20.0, 18.875)","(5.0, 99999, 99990)"
06-01-2023 15:13:18.716136,"(3.0, 3.7, 3.6571428571428575)","(5.0, 5.8, 5.6499999999999995)","(13.0, 20.0, 17.3)","(6.5, 8.2, 8.085714285714285)","(11.0, 16.0, 15.625)","(41.0, 85.0, 59.0)","(14.0, 25.0, 19.75)","(13.0, 99999, 99990)","(18.0, 20.0, 18.875)","(5.0, 99999, 99990)"
06-01-2023 15:13:20.329854,"(3.0, 3.65, 3.5217948717948717)","(5.0, 5.8, 5.6499999999999995)","(13.0, 20.0, 17.3)","(6.5, 8.2, 7.672727272727273)","(11.0, 16.0, 15.055555555555555)","(41.0, 85.0, 59.0)","(14.0, 25.0, 20.90909090909091)","(13.0, 99999, 99990)","(18.0, 20.0, 18.875)","(5.0, 99999, 99990)"
06-01-2023 15:13:21.822601,"(3.0, 3.65, 3.5486486486486486)","(5.0, 5.8, 5.614285714285714)","(13.0, 20.0, 17.3)","(6.5, 8.4, 7.999999999999999)","(11.0, 15.5, 14.9)","(41.0, 85.0, 59.0)","(14.0, 25.0, 21.18181818181818)","(13.0, 99999, 99990)","(18.0, 20.0, 18.852941176470587)","(5.0, 99999, 99990)"
06-01-2023 15:13:23.402457,"(3.0, 3.65, 3.5057692307692307)","(5.0, 5.8, 5.562068965517241)","(13.0, 20.0, 17.3)","(6.5, 8.2, 8.028571428571428)","(11.0, 15.5, 15.055555555555555)","(41.0, 85.0, 59.0)","(14.0, 25.0, 20.125)","(13.0, 99999, 99990)","(18.0, 20.0, 18.852941176470587)","(5.0, 99999, 99990)"
06-01-2023 15:13:24.719812,"(3.0, 3.65, 3.53)","(5.0, 5.6, 5.66875)","(13.0, 20.0, 17.333333333333332)","(6.5, 8.2, 7.768421052631579)","(11.0, 15.5, 15.2)","(41.0, 85.0, 61.6)","(14.0, 25.0, 20.416666666666668)","(13.0, 99999, 99990)","(18.0, 20.0, 18.875)","(5.0, 99999, 99990)"
06-01-2023 15:13:26.048398,"(3.0, 3.7, 3.442857142857143)","(5.0, 5.8, 5.688888888888888)","(13.0, 20.0, 17.6)","(6.5, 8.4, 8.4125)","(11.0, 16.0, 14.9)","(41.0, 85.0, 59.0)","(14.0, 25.0, 20.3125)","(13.0, 99999, 99990)","(18.0, 20.0, 20.166666666666668)","(5.0, 99999, 99990)"
06-01-2023 15:13:27.361107,"(3.0, 3.7, 3.38)","(5.0, 5.8, 5.666666666666666)","(13.0, 20.0, 17.6)","(6.5, 8.6, 8.1)","(11.0, 15.5, 15.055555555555555)","(41.0, 85.0, 57.333333333333336)","(14.0, 26.0, 20.875)","(13.0, 99999, 99990)","(18.0, 21.0, 19.5)","(5.0, 99999, 99990)"
06-01-2023 15:13:28.669721,"(3.0, 3.7, 3.38)","(5.0, 5.8, 5.92)","(13.0, 20.0, 17.6)","(6.5, 8.4, 8.1)","(11.0, 15.5, 15.055555555555555)","(41.0, 80.0, 57.333333333333336)","(14.0, 25.0, 20.875)","(13.0, 99999, 99990)","(18.0, 21.0, 19.5)","(5.0, 99999, 99990)"
06-01-2023 15:13:29.963493,"(3.0, 3.7, 3.38)","(5.0, 6.0, 5.969230769230769)","(13.0, 20.0, 17.5)","(6.5, 8.4, 8.0)","(11.0, 15.5, 14.571428571428571)","(41.0, 80.0, 58.0)","(14.0, 25.0, 20.25)","(13.0, 99999, 99990)","(18.0, 21.0, 19.5)","(5.0, 99999, 99990)"
06-01-2023 15:13:31.291706,"(3.0, 3.7, 3.433333333333333)","(5.0, 6.0, 5.969230769230769)","(13.0, 19.5, 17.5)","(6.5, 8.6, 8.327272727272726)","(11.0, 15.0, 15.0)","(41.0, 70.0, 58.0)","(14.0, 24.0, 20.25)","(13.0, 99999, 99990)","(18.0, 21.0, 19.5)","(5.0, 99999, 99990)"
06-01-2023 15:13:32.646115,"(3.0, 3.7, 3.6333333333333333)","(5.0, 6.0, 5.808695652173913)","(13.0, 18.0, 16.75)","(6.5, 8.6, 7.975)","(11.0, 15.5, 15.0)","(41.0, 70.0, 58.0)","(14.0, 24.0, 21.0)","(13.0, 99999, 99990)","(18.0, 21.0, 19.5)","(5.0, 99999, 99990)"
06-01-2023 15:13:33.995938,"(2.9, 3.55, 3.425)","(5.0, 6.0, 5.808695652173913)","(13.0, 18.0, 16.75)","(6.5, 8.6, 8.12)","(12.0, 16.5, 15.833333333333334)","(41.0, 70.0, 64.5)","(15.0, 24.0, 22.25)","(14.0, 99999, 99990)","(16.0, 21.0, 19.5)","(5.5, 99999, 99990)"
06-01-2023 15:13:35.349658,"(2.9, 3.55, 3.425)","(5.0, 6.0, 5.808695652173913)","(13.0, 18.0, 17.333333333333332)","(6.5, 8.6, 8.12)","(12.0, 16.5, 15.666666666666666)","(41.0, 85.0, 64.5)","(15.0, 25.0, 22.25)","(14.0, 99999, 99990)","(16.0, 21.0, 19.5)","(5.5, 99999, 99990)"
06-01-2023 15:13:36.688581,"(2.9, 3.55, 3.5142857142857142)","(5.0, 6.0, 5.808695652173913)","(13.0, 18.0, 16.833333333333332)","(6.5, 8.6, 7.75)","(12.0, 16.5, 15.5)","(41.0, 85.0, 77.2)","(15.0, 25.0, 22.25)","(14.0, 99999, 99990)","(16.0, 21.0, 19.181818181818183)","(5.5, 99999, 99990)"
06-01-2023 15:13:37.940330,"(2.9, 3.55, 3.4153846153846152)","(5.0, 6.0, 5.775)","(13.0, 17.5, 16.75)","(6.5, 8.2, 7.75)","(12.0, 16.5, 15.5)","(41.0, 85.0, 66.5)","(15.0, 25.0, 22.25)","(14.0, 99999, 99990)","(16.0, 21.0, 19.181818181818183)","(5.5, 99999, 99990)"
06-01-2023 15:13:39.143639,"(2.9, 3.6, 3.3899999999999997)","(5.0, 5.9, 5.775)","(13.0, 17.5, 16.75)","(6.5, 8.2, 7.75)","(12.0, 16.5, 15.5)","(41.0, 85.0, 66.5)","(15.0, 25.0, 22.25)","(14.0, 99999, 99990)","(16.0, 21.0, 19.181818181818183)","(5.5, 99999, 99990)"
06-01-2023 15:13:40.531677,"(2.9, 3.4, 3.3073170731707315)","(5.0, 5.9, 5.763636363636364)","(13.0, 17.5, 16.75)","(6.5, 8.2, 7.637499999999999)","(12.0, 16.5, 15.5)","(41.0, 85.0, 66.5)","(15.0, 25.0, 22.25)","(14.0, 99999, 99990)","(16.0, 21.0, 19.181818181818183)","(5.5, 99999, 99990)"
06-01-2023 15:13:41.928963,"(2.9, 3.4, 3.3049999999999997)","(5.0, 5.9, 5.76)","(13.0, 17.5, 17.0)","(6.5, 8.2, 7.541176470588235)","(12.0, 16.5, 16.6)","(41.0, 85.0, 57.25)","(15.0, 25.0, 20.15)","(14.0, 99999, 99990)","(16.0, 21.0, 19.181818181818183)","(5.5, 99999, 99990)"
06-01-2023 15:13:43.321829,"(2.9, 3.4, 3.2054054054054055)","(5.0, 5.9, 5.576923076923077)","(13.0, 17.5, 17.333333333333332)","(6.5, 8.2, 7.752)","(12.0, 18.0, 16.5)","(41.0, 85.0, 66.5)","(15.0, 26.0, 20.15)","(14.0, 99999, 99990)","(16.0, 21.0, 19.666666666666668)","(5.5, 99999, 99990)"
06-01-2023 15:13:44.646090,"(2.9, 3.4, 3.22)","(5.0, 5.9, 5.564)","(13.0, 18.0, 17.25)","(6.5, 8.2, 7.752)","(12.0, 17.0, 16.5)","(41.0, 85.0, 66.5)","(15.0, 26.0, 20.15)","(14.0, 99999, 99990)","(16.0, 21.0, 19.666666666666668)","(5.5, 99999, 99990)"
06-01-2023 15:13:45.934250,"(2.9, 3.4, 3.226666666666667)","(5.0, 5.9, 5.58421052631579)","(13.0, 18.0, 17.0)","(6.5, 8.2, 7.7)","(12.0, 17.0, 17.25)","(41.0, 85.0, 66.5)","(15.0, 26.0, 20.8)","(14.0, 99999, 99990)","(16.0, 21.0, 21.333333333333332)","(5.5, 99999, 99990)"
06-01-2023 15:13:47.193623,"(2.9, 3.4, 3.106451612903226)","(5.0, 5.9, 5.547058823529412)","(13.0, 19.5, 17.0)","(6.5, 8.2, 7.7)","(12.0, 19.0, 17.25)","(41.0, 85.0, 66.5)","(15.0, 26.0, 20.8)","(14.0, 99999, 99990)","(16.0, 22.0, 21.333333333333332)","(5.5, 99999, 99990)"
06-01-2023 15:13:48.433920,"(2.9, 3.4, 3.3166666666666664)","(5.0, 5.9, 5.547058823529412)","(13.0, 19.5, 17.4)","(6.5, 8.2, 7.644444444444444)","(12.0, 19.0, 17.25)","(41.0, 85.0, 66.5)","(15.0, 26.0, 20.22222222222222)","(14.0, 99999, 99990)","(16.0, 22.0, 21.333333333333332)","(5.5, 99999, 99990)"
06-01-2023 15:13:49.620900,"(2.9, 3.4, 3.2666666666666666)","(5.0, 5.9, 5.547058823529412)","(13.0, 19.0, 17.4)","(6.5, 8.2, 7.533333333333333)","(12.0, 19.0, 17.25)","(41.0, 85.0, 66.5)","(15.0, 26.0, 20.22222222222222)","(14.0, 99999, 99990)","(16.0, 22.0, 21.583333333333332)","(5.5, 99999, 99990)"
06-01-2023 15:13:50.870037,"(2.9, 3.4, 3.2666666666666666)","(5.0, 5.9, 5.534782608695652)","(13.0, 19.0, 17.4)","(6.5, 8.2, 7.533333333333333)","(12.0, 19.0, 19.615384615384617)","(41.0, 85.0, 55.4)","(15.0, 26.0, 20.22222222222222)","(14.0, 99999, 99990)","(16.0, 22.0, 21.583333333333332)","(5.5, 99999, 99990)"
06-01-2023 15:13:52.171268,"(2.9, 3.4, 3.2666666666666666)","(5.0, 5.9, 5.534782608695652)","(13.0, 19.0, 17.4)","(6.5, 8.2, 7.533333333333333)","(12.0, 20.0, 17.6)","(41.0, 85.0, 55.4)","(15.0, 26.0, 20.22222222222222)","(14.0, 99999, 99990)","(16.0, 22.0, 21.333333333333332)","(5.5, 99999, 99990)"
06-01-2023 15:13:53.475670,"(2.9, 3.4, 3.2666666666666666)","(5.0, 5.9, 5.464)","(13.0, 19.0, 17.4)","(6.5, 8.2, 7.533333333333333)","(12.0, 20.0, 17.666666666666668)","(41.0, 85.0, 55.4)","(15.0, 26.0, 20.22222222222222)","(14.0, 99999, 99990)","(16.0, 22.0, 21.333333333333332)","(5.5, 99999, 99990)"
06-01-2023 15:13:54.691947,"(2.8, 3.4, 3.2666666666666666)","(5.0, 5.8, 5.464)","(13.0, 19.0, 15.833333333333334)","(7.0, 8.2, 7.533333333333333)","(13.0, 20.0, 17.75)","(41.0, 85.0, 55.4)","(16.0, 26.0, 20.22222222222222)","(14.0, 99999, 99990)","(18.0, 22.0, 21.333333333333332)","(5.5, 99999, 99990)"
06-01-2023 15:13:55.976593,"(2.8, 3.4, 3.2666666666666666)","(5.0, 5.8, 5.464)","(13.0, 18.5, 15.833333333333334)","(7.0, 8.2, 7.533333333333333)","(13.0, 20.0, 17.333333333333332)","(41.0, 85.0, 55.4)","(16.0, 26.0, 22.666666666666668)","(14.0, 99999, 99990)","(18.0, 22.0, 21.583333333333332)","(5.5, 99999, 99990)"
