,The Art Of Flying,Elite Icon,Kalashani Lad,Kaliuwaa Falls,Joltin Joe,In Due Time,Rockcliff,Jezoulenko
11-01-2023 18:13:33.410039,"(3.9, 5.0, 4.991891891891892)","(3.5, 3.95, 3.886688311688312)","(6.5, 8.8, 8.715555555555556)","(9.0, 12.0, 11.746323529411764)","(12.0, 14.0, 13.91304347826087)","(5.5, 6.8, 6.749019607843137)","(31.0, 120.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:34.707814,"(3.9, 5.0, 4.944117647058824)","(3.5, 3.95, 3.904595015576324)","(6.5, 8.8, 8.715555555555556)","(9.0, 12.0, 11.746323529411764)","(12.0, 14.0, 13.91304347826087)","(5.5, 6.8, 6.749019607843137)","(31.0, 110.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:36.007598,"(3.9, 5.0, 4.944117647058824)","(3.5, 3.95, 3.904595015576324)","(6.5, 8.8, 8.715555555555556)","(9.0, 12.0, 11.746323529411764)","(12.0, 14.0, 14.588235294117647)","(5.5, 6.8, 6.749019607843137)","(31.0, 110.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:37.291242,"(3.9, 4.9, 4.888690476190477)","(3.5, 3.95, 3.904595015576324)","(6.5, 8.8, 8.715555555555556)","(9.0, 12.0, 11.746323529411764)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.749019607843137)","(31.0, 110.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:38.551302,"(3.9, 4.9, 4.873936170212766)","(3.5, 3.95, 3.904238618524333)","(6.5, 8.8, 8.715555555555556)","(9.0, 12.0, 11.746323529411764)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.749019607843137)","(31.0, 110.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:39.733263,"(3.9, 4.9, 4.873936170212766)","(3.5, 3.95, 3.904238618524333)","(6.5, 8.8, 8.715555555555556)","(9.0, 12.0, 11.746323529411764)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.749019607843137)","(31.0, 110.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:41.093365,"(3.9, 4.9, 4.8938931297709924)","(3.5, 3.95, 3.904238618524333)","(6.5, 8.8, 8.715555555555556)","(9.0, 12.0, 11.746323529411764)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.749019607843137)","(31.0, 110.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:42.446496,"(3.9, 4.9, 4.887671232876713)","(3.5, 3.95, 3.904238618524333)","(6.5, 8.8, 8.857692307692307)","(9.0, 12.0, 11.746323529411764)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.749019607843137)","(31.0, 110.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:43.900989,"(3.9, 4.9, 4.887671232876713)","(3.5, 3.95, 3.904238618524333)","(6.5, 9.0, 8.8625)","(9.0, 12.0, 11.746323529411764)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.735714285714286)","(31.0, 110.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:45.287240,"(3.9, 4.9, 4.887671232876713)","(3.5, 3.95, 3.904238618524333)","(6.5, 9.0, 8.8625)","(9.0, 12.0, 11.746323529411764)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.735714285714286)","(31.0, 110.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:46.714680,"(3.9, 4.9, 4.887671232876713)","(3.5, 3.95, 3.908454425363276)","(6.5, 9.0, 8.76)","(9.0, 12.0, 11.746323529411764)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.735714285714286)","(31.0, 110.0, 80.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:48.145779,"(3.9, 4.9, 4.887671232876713)","(3.5, 3.95, 3.908454425363276)","(6.5, 9.0, 8.836363636363638)","(9.0, 12.0, 11.746323529411764)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.735714285714286)","(31.0, 110.0, 83.75)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:49.511701,"(3.9, 4.9, 4.876470588235295)","(3.5, 3.95, 3.908454425363276)","(6.5, 9.0, 8.78048780487805)","(9.0, 12.0, 11.746323529411764)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.735714285714286)","(31.0, 110.0, 83.75)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:50.949489,"(3.9, 4.9, 4.881818181818182)","(3.5, 3.95, 3.903613569321534)","(6.5, 9.0, 8.78048780487805)","(9.0, 12.0, 11.753787878787879)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.735714285714286)","(31.0, 110.0, 107.5)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:52.317206,"(3.9, 4.9, 4.8804511278195495)","(3.5, 3.95, 3.903613569321534)","(6.5, 9.0, 8.78048780487805)","(9.0, 12.0, 11.753787878787879)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.735714285714286)","(31.0, 140.0, 107.5)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:53.738430,"(3.9, 4.9, 4.8804511278195495)","(3.5, 3.95, 3.903613569321534)","(6.5, 9.0, 8.78048780487805)","(9.0, 12.0, 11.753787878787879)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.735714285714286)","(31.0, 140.0, 88.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:55.137052,"(3.9, 4.9, 4.8804511278195495)","(3.5, 3.95, 3.903613569321534)","(6.5, 9.0, 8.78048780487805)","(9.0, 12.0, 11.753787878787879)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.735714285714286)","(31.0, 140.0, 88.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:56.436013,"(3.9, 4.9, 4.8804511278195495)","(3.5, 3.95, 3.903613569321534)","(6.5, 9.0, 8.78048780487805)","(9.0, 12.0, 11.753787878787879)","(12.0, 15.0, 14.588235294117647)","(5.5, 6.8, 6.840601503759398)","(31.0, 140.0, 121.42857142857143)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:57.789059,"(3.9, 4.9, 4.8804511278195495)","(3.5, 3.9, 3.890409207161125)","(6.5, 9.0, 8.78048780487805)","(9.0, 12.0, 11.753787878787879)","(12.0, 15.0, 14.588235294117647)","(5.5, 7.0, 6.849645390070922)","(31.0, 140.0, 121.42857142857143)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:13:59.225723,"(3.9, 4.9, 4.8804511278195495)","(3.5, 3.9, 3.8899193548387094)","(6.5, 9.0, 8.78048780487805)","(9.0, 12.0, 11.75)","(12.0, 15.0, 14.588235294117647)","(5.5, 7.0, 6.849645390070922)","(31.0, 140.0, 121.42857142857143)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:14:00.417023,"(3.9, 4.9, 4.8804511278195495)","(3.5, 3.9, 3.891135734072022)","(6.5, 9.0, 8.804347826086957)","(9.0, 12.0, 11.75)","(12.0, 15.0, 14.588235294117647)","(5.5, 7.0, 6.849645390070922)","(31.0, 140.0, 121.42857142857143)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:14:02.000754,"(3.9, 4.9, 4.8804511278195495)","(3.5, 3.9, 3.891135734072022)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.0, 12.231481481481481)","(12.0, 15.0, 14.588235294117647)","(5.5, 7.0, 6.849645390070922)","(31.0, 140.0, 112.72727272727272)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:03.849056,"(3.9, 4.9, 4.8804511278195495)","(3.5, 3.9, 3.8921375921375923)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.219298245614034)","(12.0, 15.0, 14.588235294117647)","(5.5, 7.0, 6.849645390070922)","(31.0, 120.0, 98.0)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:05.200220,"(3.9, 4.9, 4.8804511278195495)","(3.5, 3.9, 3.8921375921375923)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.240384615384615)","(12.0, 15.0, 14.588235294117647)","(5.5, 7.0, 6.849645390070922)","(31.0, 120.0, 78.75)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:06.704233,"(3.9, 4.9, 4.8801526717557255)","(3.5, 3.9, 3.8925407925407924)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.240384615384615)","(12.0, 15.0, 14.37037037037037)","(5.5, 7.0, 6.849645390070922)","(31.0, 120.0, 78.75)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:08.073175,"(3.9, 4.9, 4.8801526717557255)","(3.5, 3.9, 3.8925407925407924)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.240384615384615)","(12.0, 15.0, 14.37037037037037)","(5.5, 7.0, 6.849645390070922)","(31.0, 120.0, 92.0)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:09.401881,"(3.9, 4.9, 4.8801526717557255)","(3.5, 3.9, 3.8925407925407924)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.240384615384615)","(12.0, 15.0, 14.37037037037037)","(5.5, 7.0, 6.849645390070922)","(31.0, 110.0, 91.25)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:10.592655,"(3.9, 4.9, 4.8801526717557255)","(3.5, 3.9, 3.8925407925407924)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.240384615384615)","(12.0, 15.0, 14.37037037037037)","(5.5, 7.0, 6.849645390070922)","(31.0, 100.0, 91.25)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:11.731105,"(3.9, 4.9, 4.8801526717557255)","(3.5, 3.9, 3.8925407925407924)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.240384615384615)","(12.0, 15.0, 14.37037037037037)","(5.5, 7.0, 6.849645390070922)","(31.0, 100.0, 91.25)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:12.801914,"(3.9, 4.9, 4.8801526717557255)","(3.5, 3.9, 3.8925407925407924)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.240384615384615)","(12.0, 15.0, 14.37037037037037)","(5.5, 7.0, 6.741463414634146)","(31.0, 100.0, 91.25)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:13.978973,"(3.9, 4.9, 4.870114942528736)","(3.5, 3.95, 3.886282306163022)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.240384615384615)","(12.0, 15.0, 14.37037037037037)","(5.5, 7.0, 6.741463414634146)","(31.0, 100.0, 91.25)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:15.155993,"(3.9, 4.9, 4.870114942528736)","(3.5, 3.95, 3.886282306163022)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.26595744680851)","(12.0, 15.0, 15.041666666666666)","(5.5, 7.0, 6.741463414634146)","(31.0, 100.0, 91.25)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:16.393103,"(3.9, 4.9, 4.864864864864865)","(3.5, 3.95, 3.886282306163022)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.245098039215685)","(12.0, 15.5, 15.11111111111111)","(5.5, 7.0, 6.741463414634146)","(31.0, 100.0, 91.25)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:17.662288,"(3.9, 5.0, 4.862264150943396)","(3.5, 3.95, 3.9025887573964497)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.245098039215685)","(12.0, 15.5, 15.11111111111111)","(5.5, 7.0, 6.741463414634146)","(31.0, 100.0, 91.25)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:19.184497,"(3.9, 5.0, 4.861111111111111)","(3.5, 3.95, 3.9025887573964497)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.245098039215685)","(12.0, 15.5, 15.11111111111111)","(5.5, 7.0, 6.741463414634146)","(31.0, 100.0, 91.25)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:20.493768,"(3.9, 5.0, 4.861111111111111)","(3.5, 3.95, 3.9083224967490247)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.26595744680851)","(12.0, 15.5, 15.166666666666666)","(5.5, 7.0, 6.741463414634146)","(31.0, 100.0, 91.25)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:21.756642,"(3.9, 4.8, 4.779679144385026)","(3.5, 3.95, 3.9083224967490247)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.26595744680851)","(12.0, 15.5, 15.166666666666666)","(5.5, 7.0, 6.741463414634146)","(31.0, 100.0, 86.0)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:23.086292,"(3.9, 4.9, 4.80078125)","(3.5, 3.95, 3.9083224967490247)","(6.5, 9.0, 8.788235294117646)","(9.0, 12.5, 12.26595744680851)","(12.0, 15.5, 15.11111111111111)","(5.5, 7.0, 6.741463414634146)","(31.0, 100.0, 76.66666666666667)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:24.472969,"(3.9, 4.9, 4.80078125)","(3.5, 3.95, 3.9083224967490247)","(6.5, 9.0, 8.76842105263158)","(9.0, 12.5, 12.26595744680851)","(12.0, 15.5, 15.11111111111111)","(5.5, 7.0, 6.741463414634146)","(31.0, 100.0, 75.0)","(7.0, 9.0, 8.888157894736842)"
11-01-2023 18:14:25.642536,"(3.9, 4.9, 4.80078125)","(3.5, 3.95, 3.9100374064837906)","(6.5, 9.0, 8.76842105263158)","(9.0, 12.5, 12.207317073170731)","(12.0, 15.5, 15.166666666666666)","(5.5, 7.0, 6.741463414634146)","(31.0, 95.0, 75.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:14:26.748685,"(3.9, 4.9, 4.800806451612903)","(3.5, 3.95, 3.9080904522613067)","(6.5, 9.0, 8.784313725490195)","(9.0, 12.5, 12.207317073170731)","(12.0, 15.5, 15.15)","(5.5, 7.0, 6.741463414634146)","(31.0, 95.0, 75.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:14:27.797551,"(3.9, 4.9, 4.80078125)","(3.5, 3.95, 3.9080904522613067)","(6.5, 9.0, 8.76842105263158)","(9.0, 12.5, 12.224489795918368)","(12.0, 15.5, 15.25)","(5.5, 7.0, 6.741463414634146)","(31.0, 95.0, 75.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:14:29.055911,"(3.9, 4.9, 4.80078125)","(3.5, 3.95, 3.9080904522613067)","(6.5, 9.0, 8.76842105263158)","(9.0, 12.5, 12.305555555555555)","(12.0, 15.5, 15.25)","(5.5, 7.0, 6.49041095890411)","(31.0, 95.0, 75.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:14:30.381184,"(3.9, 4.9, 4.800806451612903)","(3.5, 3.95, 3.907224770642202)","(6.5, 9.0, 8.784313725490195)","(9.0, 12.5, 12.305555555555555)","(12.0, 15.5, 15.25)","(5.5, 6.6, 6.49041095890411)","(31.0, 95.0, 75.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:14:31.974908,"(3.9, 4.9, 4.800806451612903)","(3.5, 3.95, 3.9060832443970117)","(6.5, 9.0, 8.784313725490195)","(9.0, 12.5, 12.305555555555555)","(12.0, 15.5, 15.25)","(5.5, 6.6, 6.49041095890411)","(31.0, 95.0, 75.0)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:14:33.361633,"(3.9, 4.9, 4.800806451612903)","(3.5, 3.95, 3.9060832443970117)","(6.5, 9.0, 8.841269841269842)","(9.0, 12.5, 11.720496894409937)","(12.0, 15.5, 15.5)","(5.5, 6.6, 6.49041095890411)","(31.0, 95.0, 72.5)","(7.0, 9.0, 8.894409937888199)"
11-01-2023 18:14:34.759007,"(3.9, 4.9, 4.824539877300613)","(3.5, 3.95, 3.9054611650485436)","(6.5, 9.0, 8.655555555555555)","(9.0, 12.0, 11.592105263157896)","(12.0, 16.0, 15.59090909090909)","(5.5, 6.6, 6.455900621118013)","(31.0, 90.0, 72.5)","(7.0, 9.0, 8.840476190476192)"
11-01-2023 18:14:36.017462,"(3.9, 4.9, 4.8310126582278485)","(3.5, 3.95, 3.9054611650485436)","(6.5, 8.8, 8.645454545454545)","(9.0, 12.0, 11.53960396039604)","(12.0, 16.5, 15.346153846153847)","(5.5, 6.6, 6.481025641025641)","(31.0, 90.0, 72.5)","(7.0, 9.0, 8.840476190476192)"
11-01-2023 18:14:37.274561,"(3.9, 4.9, 4.836538461538462)","(3.5, 3.95, 3.9049234135667397)","(6.5, 8.8, 8.705555555555556)","(9.0, 12.0, 11.53960396039604)","(12.0, 16.5, 15.477272727272727)","(5.5, 6.6, 6.481025641025641)","(31.0, 90.0, 72.5)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:38.592542,"(3.9, 4.9, 4.84)","(3.5, 3.95, 3.9061235356762514)","(6.5, 8.8, 8.705555555555556)","(9.0, 12.0, 11.53960396039604)","(12.0, 16.5, 15.477272727272727)","(5.5, 6.6, 6.569696969696969)","(31.0, 90.0, 72.5)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:39.801427,"(3.9, 4.9, 4.84)","(3.5, 3.95, 3.9061235356762514)","(6.5, 8.8, 8.705555555555556)","(9.0, 12.0, 11.53960396039604)","(12.0, 16.5, 15.5)","(5.5, 6.6, 6.681818181818182)","(31.0, 90.0, 72.5)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:41.026523,"(3.9, 4.9, 4.84)","(3.5, 3.95, 3.9061235356762514)","(6.5, 8.8, 8.705555555555556)","(9.0, 12.0, 11.509708737864077)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.7384615384615385)","(31.0, 90.0, 72.5)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:42.216273,"(3.9, 4.9, 4.84)","(3.5, 3.95, 3.9061235356762514)","(6.5, 8.8, 8.705555555555556)","(9.0, 12.0, 11.509708737864077)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.7384615384615385)","(31.0, 90.0, 72.5)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:43.324383,"(3.9, 4.9, 4.84)","(3.5, 3.95, 3.9061235356762514)","(6.5, 8.8, 8.705555555555556)","(9.0, 12.0, 11.509708737864077)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.7384615384615385)","(31.0, 90.0, 71.81818181818181)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:44.522555,"(3.9, 4.9, 4.84)","(3.5, 3.95, 3.9063606194690266)","(6.5, 8.8, 8.705555555555556)","(10.0, 12.0, 11.509708737864077)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.7384615384615385)","(31.0, 90.0, 80.0)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:45.741448,"(3.9, 4.9, 4.84)","(3.5, 3.95, 3.9063606194690266)","(6.5, 8.8, 8.695)","(10.0, 12.0, 11.509708737864077)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.675)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:47.359675,"(3.9, 4.9, 4.84)","(3.5, 3.95, 3.906222943722944)","(6.5, 8.8, 8.695)","(10.0, 12.0, 11.509708737864077)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.6421052631578945)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:48.777485,"(3.9, 4.9, 4.84)","(3.5, 3.95, 3.906222943722944)","(6.5, 8.8, 8.695)","(10.0, 12.0, 11.509708737864077)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.703225806451613)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:50.204352,"(3.9, 4.9, 4.84)","(3.5, 3.95, 3.906222943722944)","(6.5, 8.8, 8.88)","(10.0, 12.0, 11.481481481481481)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.703225806451613)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.846857142857143)"
11-01-2023 18:14:51.741164,"(3.9, 4.9, 4.828571428571428)","(3.5, 3.95, 3.906222943722944)","(6.5, 9.0, 8.857142857142858)","(10.0, 11.5, 11.481481481481481)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.703225806451613)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.86029411764706)"
11-01-2023 18:14:53.426880,"(3.9, 4.9, 4.819413919413919)","(3.5, 3.95, 3.906222943722944)","(6.5, 9.0, 8.857142857142858)","(10.0, 11.5, 11.481481481481481)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.703225806451613)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.86029411764706)"
11-01-2023 18:14:55.000585,"(3.9, 4.9, 4.819413919413919)","(3.5, 3.95, 3.906222943722944)","(6.5, 9.0, 8.84375)","(10.0, 11.5, 11.497607655502392)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.703225806451613)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.86029411764706)"
11-01-2023 18:14:56.383208,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.95, 3.906222943722944)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.497607655502392)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.703225806451613)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.86029411764706)"
11-01-2023 18:14:57.730397,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.95, 3.906222943722944)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.497607655502392)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.703225806451613)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.86029411764706)"
11-01-2023 18:14:59.071250,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.95, 3.9062910284463896)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.470588235294118)","(12.0, 16.0, 15.38888888888889)","(5.5, 6.8, 6.703225806451613)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.8515625)"
11-01-2023 18:15:00.388067,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.95, 3.90536312849162)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.470588235294118)","(12.0, 16.0, 15.029411764705882)","(5.5, 6.8, 6.703225806451613)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.8515625)"
11-01-2023 18:15:01.754574,"(3.9, 4.9, 4.8262820512820515)","(3.5, 3.95, 3.90536312849162)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.470588235294118)","(12.0, 16.0, 15.029411764705882)","(5.5, 6.8, 6.703225806451613)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.8515625)"
11-01-2023 18:15:03.114982,"(3.9, 4.9, 4.8262820512820515)","(3.5, 3.95, 3.8900214592274676)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.470588235294118)","(12.0, 16.0, 14.96875)","(5.5, 6.8, 6.804580152671756)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.842975206611571)"
11-01-2023 18:15:04.427528,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.9, 3.8900214592274676)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.47926267281106)","(12.0, 16.0, 14.96875)","(5.5, 7.0, 6.804580152671756)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.842975206611571)"
11-01-2023 18:15:05.726906,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.9, 3.8900214592274676)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.47926267281106)","(12.0, 16.0, 14.96875)","(5.5, 7.0, 6.804580152671756)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.842975206611571)"
11-01-2023 18:15:07.075759,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.9, 3.8900214592274676)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.47926267281106)","(12.0, 16.0, 14.96875)","(5.5, 7.0, 6.825)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.842975206611571)"
11-01-2023 18:15:08.409847,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.9, 3.8900214592274676)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.571969696969697)","(12.0, 16.0, 14.96875)","(5.5, 7.0, 6.818181818181818)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.842975206611571)"
11-01-2023 18:15:09.801298,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.9, 3.8942992874109263)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.571969696969697)","(12.0, 16.0, 14.96875)","(5.5, 7.0, 6.818181818181818)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.842975206611571)"
11-01-2023 18:15:11.175486,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.9, 3.894230769230769)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.62828947368421)","(12.0, 16.0, 14.96875)","(5.5, 7.0, 6.818181818181818)","(31.0, 85.0, 80.0)","(7.0, 9.0, 8.842975206611571)"
11-01-2023 18:15:12.663995,"(3.9, 4.9, 4.818727915194346)","(3.5, 3.9, 3.8824143692564745)","(6.5, 9.0, 8.84375)","(10.0, 12.0, 11.671511627906977)","(12.0, 16.0, 15.153846153846153)","(5.5, 7.0, 6.872727272727273)","(31.0, 85.0, 81.0)","(7.0, 9.0, 8.853846153846154)"
11-01-2023 18:15:14.394428,"(3.9, 4.8, 4.774418604651163)","(3.5, 3.95, 3.8824143692564745)","(6.5, 9.0, 8.818181818181818)","(10.0, 12.0, 11.671511627906977)","(12.0, 16.0, 15.153846153846153)","(5.5, 7.0, 6.872727272727273)","(31.0, 85.0, 81.0)","(7.0, 9.0, 8.853846153846154)"
11-01-2023 18:15:15.858516,"(3.9, 4.8, 4.776719576719577)","(3.5, 3.95, 3.9081516095534785)","(6.5, 9.0, 8.748148148148148)","(10.0, 12.0, 11.671511627906977)","(12.0, 16.0, 15.153846153846153)","(5.5, 7.0, 6.872727272727273)","(31.0, 85.0, 81.0)","(7.0, 9.0, 8.853846153846154)"
11-01-2023 18:15:17.345956,"(3.9, 4.8, 4.776719576719577)","(3.5, 3.95, 3.9081516095534785)","(6.5, 9.0, 8.748148148148148)","(10.0, 12.0, 11.671511627906977)","(12.0, 16.0, 15.153846153846153)","(5.5, 7.0, 6.872727272727273)","(31.0, 85.0, 81.0)","(7.0, 9.0, 8.853846153846154)"
11-01-2023 18:15:18.801771,"(3.9, 4.8, 4.776719576719577)","(3.5, 3.95, 3.9085511982570806)","(6.5, 9.0, 8.748148148148148)","(10.0, 12.0, 11.657575757575758)","(12.0, 16.0, 15.153846153846153)","(5.5, 7.0, 6.872727272727273)","(31.0, 85.0, 81.0)","(7.0, 9.0, 8.853846153846154)"
11-01-2023 18:15:20.244871,"(3.9, 4.8, 4.776719576719577)","(3.5, 3.95, 3.9085511982570806)","(6.5, 9.0, 8.748148148148148)","(10.0, 12.0, 11.657575757575758)","(12.0, 16.0, 15.153846153846153)","(5.5, 7.0, 6.872727272727273)","(31.0, 85.0, 81.0)","(7.0, 9.0, 8.853846153846154)"
