,Locked And Ready,Gotham Diva,We Dance,Defined Benefit,Nibiru,Jay Jay Lopez,System Issues
05-01-2023 17:05:47.528799,"(3.2, 3.85, 3.725)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:05:48.536624,"(3.2, 3.85, 3.725)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:05:49.496265,"(3.2, 3.85, 3.725)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:05:50.858878,"(3.2, 3.85, 3.725)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:05:52.831754,"(3.2, 3.85, 3.7666666666666666)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.2928571428571427)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:05:54.246488,"(3.3, 3.85, 3.7666666666666666)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.2928571428571427)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:05:55.298027,"(3.3, 3.85, 3.7666666666666666)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.2928571428571427)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:05:56.362365,"(3.3, 3.85, 3.7666666666666666)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.2928571428571427)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:05:57.361722,"(3.3, 3.85, 3.7666666666666666)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.2928571428571427)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:05:58.507168,"(3.3, 3.85, 3.7666666666666666)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:05:59.530321,"(3.3, 3.85, 3.7666666666666666)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:00.609523,"(3.3, 3.95, 3.8333333333333335)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:01.670139,"(3.3, 3.95, 3.6928571428571426)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:02.832346,"(3.3, 3.95, 3.6928571428571426)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:03.917898,"(3.3, 3.95, 3.6928571428571426)","(4.0, 4.4, 4.0125)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:04.992211,"(3.3, 3.95, 3.6928571428571426)","(4.0, 4.4, 3.9640625000000003)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.52173913043478)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:05.960467,"(3.3, 3.95, 3.8985714285714286)","(4.0, 4.3, 4.05)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:07.023939,"(3.3, 4.1, 4.033333333333333)","(4.0, 4.3, 4.05)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:08.041413,"(3.3, 4.0, 3.825)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:09.079588,"(3.3, 4.0, 3.825)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:10.058428,"(3.3, 4.0, 3.825)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:11.051042,"(3.3, 4.0, 3.825)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:12.007413,"(3.3, 4.0, 3.825)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:13.175254,"(3.3, 4.0, 3.825)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:14.228821,"(3.3, 4.0, 3.825)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:15.290319,"(3.3, 3.95, 3.825)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:16.407518,"(3.3, 3.95, 3.825)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:17.471065,"(3.3, 3.95, 3.825)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:18.635687,"(3.3, 3.95, 3.8041666666666667)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:19.788034,"(3.3, 3.95, 3.8041666666666667)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:21.036599,"(3.3, 3.95, 3.8642857142857143)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:22.215611,"(3.3, 3.9, 3.8642857142857143)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:23.351570,"(3.3, 3.9, 3.8642857142857143)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:24.633802,"(3.3, 3.9, 3.8642857142857143)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:25.849214,"(3.3, 3.9, 3.8642857142857143)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:26.949731,"(3.3, 3.9, 3.8642857142857143)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:27.882623,"(3.3, 3.9, 3.8642857142857143)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:28.819759,"(3.3, 3.9, 3.8642857142857143)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:29.834665,"(3.3, 3.9, 3.8541666666666665)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:30.866905,"(3.3, 4.0, 3.8541666666666665)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 23.875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:32.092841,"(3.3, 4.0, 3.8249999999999997)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(18.0, 32.0, 24.1875)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:33.329822,"(3.3, 4.0, 3.8249999999999997)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 22.0)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:34.426811,"(3.3, 4.0, 3.8249999999999997)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 23.818181818181817)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:35.694447,"(3.3, 4.0, 3.8249999999999997)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:36.909386,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:38.101031,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:39.380649,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:40.569649,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 3.925)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 29.09090909090909)"
05-01-2023 17:06:41.680740,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 3.895)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.0)"
05-01-2023 17:06:42.774778,"(3.3, 4.1, 3.9499999999999997)","(4.0, 4.3, 4.1)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.0)"
05-01-2023 17:06:43.743363,"(3.3, 4.0, 3.8249999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.0)"
05-01-2023 17:06:44.898831,"(3.3, 4.0, 3.8249999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:46.057992,"(3.3, 4.0, 3.8249999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:47.371302,"(3.3, 4.0, 3.8249999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:48.616246,"(3.3, 4.0, 3.8249999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:49.852036,"(3.3, 4.0, 3.8666666666666667)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:50.918123,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:52.004503,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:53.166019,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(19.0, 32.0, 24.17391304347826)","(5.5, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:54.284482,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(20.0, 32.0, 24.17391304347826)","(6.0, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:55.452808,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(20.0, 32.0, 24.17391304347826)","(6.0, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:56.583381,"(3.3, 4.1, 3.9499999999999997)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(20.0, 32.0, 24.17391304347826)","(6.0, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:57.651351,"(3.3, 4.0, 3.8285714285714283)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(20.0, 32.0, 24.17391304347826)","(6.0, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:58.641448,"(3.3, 4.0, 3.8285714285714283)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(20.0, 32.0, 24.17391304347826)","(6.0, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:06:59.693900,"(3.3, 4.0, 3.8285714285714283)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(20.0, 32.0, 24.17391304347826)","(6.0, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:07:00.793077,"(3.3, 4.0, 3.8285714285714283)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.555555555555557)","(20.0, 32.0, 24.17391304347826)","(6.0, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:07:01.869198,"(3.3, 4.0, 3.833333333333333)","(4.0, 4.3, 4.042857142857143)","(2.45, 3.35, 3.261111111111111)","(20.0, 25.0, 19.235294117647058)","(20.0, 32.0, 24.17391304347826)","(6.0, 17.5, 16.5)","(21.0, 32.0, 30.6)"
05-01-2023 17:07:02.962043,"(3.3, 4.0, 3.818181818181818)","(4.0, 4.3, 4.110526315789474)","(2.45, 3.35, 3.2928571428571427)","(20.0, 25.0, 19.0)","(20.0, 32.0, 23.428571428571427)","(6.0, 17.5, 15.576923076923077)","(21.0, 32.0, 31.066666666666666)"
05-01-2023 17:07:03.981552,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 4.12)","(2.45, 3.35, 3.261111111111111)","(20.0, 24.0, 22.5)","(20.0, 32.0, 23.428571428571427)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 31.066666666666666)"
05-01-2023 17:07:04.993910,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.3, 4.12)","(2.45, 3.35, 3.261111111111111)","(20.0, 24.0, 22.5)","(20.0, 32.0, 23.428571428571427)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 31.066666666666666)"
05-01-2023 17:07:06.021160,"(3.3, 3.95, 3.8136363636363635)","(4.0, 4.3, 4.0525)","(2.45, 3.35, 3.2928571428571427)","(20.0, 24.0, 19.636363636363637)","(20.0, 30.0, 27.272727272727273)","(6.0, 17.5, 15.576923076923077)","(21.0, 32.0, 31.066666666666666)"
05-01-2023 17:07:07.052690,"(3.3, 3.95, 3.8249999999999997)","(4.0, 4.2, 4.176666666666667)","(2.45, 3.35, 3.261111111111111)","(20.0, 23.0, 21.75)","(20.0, 29.0, 28.0)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 29.666666666666668)"
05-01-2023 17:07:08.129433,"(3.3, 3.95, 3.8136363636363635)","(4.0, 4.2, 4.0630434782608695)","(2.45, 3.35, 3.2928571428571427)","(20.0, 23.0, 21.75)","(20.0, 29.0, 28.0)","(6.0, 17.5, 15.576923076923077)","(21.0, 32.0, 29.666666666666668)"
05-01-2023 17:07:09.198196,"(3.3, 3.95, 3.8136363636363635)","(4.0, 4.2, 4.054166666666667)","(2.45, 3.35, 3.261111111111111)","(20.0, 23.0, 18.833333333333332)","(20.0, 29.0, 23.6)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 29.6)"
05-01-2023 17:07:10.461241,"(3.3, 4.1, 3.9499999999999997)","(4.0, 4.2, 4.054166666666667)","(2.45, 3.35, 3.261111111111111)","(20.0, 23.0, 18.681818181818183)","(20.0, 28.0, 27.11111111111111)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 30.909090909090907)"
05-01-2023 17:07:11.455992,"(3.3, 4.1, 3.818181818181818)","(4.0, 4.2, 4.054166666666667)","(2.45, 3.35, 3.2928571428571427)","(20.0, 23.0, 18.681818181818183)","(20.0, 28.0, 27.11111111111111)","(6.0, 17.5, 15.576923076923077)","(21.0, 32.0, 30.0)"
05-01-2023 17:07:12.431024,"(3.3, 4.0, 3.818181818181818)","(4.0, 4.2, 4.054166666666667)","(2.45, 3.35, 3.2928571428571427)","(20.0, 23.0, 18.681818181818183)","(20.0, 28.0, 27.11111111111111)","(6.0, 17.5, 15.576923076923077)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:13.486586,"(3.3, 4.0, 3.8666666666666667)","(4.0, 4.2, 3.9695121951219514)","(2.45, 3.35, 3.2928571428571427)","(20.0, 23.0, 18.833333333333332)","(20.0, 27.0, 26.22222222222222)","(6.0, 17.5, 15.576923076923077)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:14.584823,"(3.3, 4.0, 3.8666666666666667)","(4.0, 4.2, 3.9695121951219514)","(2.45, 3.35, 3.2928571428571427)","(20.0, 23.0, 18.833333333333332)","(20.0, 27.0, 25.6)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:15.719702,"(3.3, 4.0, 3.9)","(4.0, 4.2, 3.9695121951219514)","(2.45, 3.35, 3.2928571428571427)","(20.0, 23.0, 18.833333333333332)","(20.0, 27.0, 21.272727272727273)","(6.0, 17.5, 15.576923076923077)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:16.804185,"(3.3, 4.0, 3.8666666666666667)","(4.0, 4.2, 3.9695121951219514)","(2.45, 3.35, 3.2928571428571427)","(20.0, 23.0, 18.833333333333332)","(20.0, 27.0, 21.272727272727273)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:17.863384,"(3.3, 3.95, 3.875)","(4.0, 4.2, 3.9695121951219514)","(2.45, 3.35, 3.261111111111111)","(20.0, 23.0, 18.833333333333332)","(20.0, 27.0, 21.272727272727273)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:18.849906,"(3.3, 3.95, 3.875)","(4.0, 4.2, 3.975)","(2.45, 3.35, 3.261111111111111)","(20.0, 23.0, 18.833333333333332)","(20.0, 27.0, 21.272727272727273)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:19.913783,"(3.3, 3.95, 3.875)","(4.0, 4.2, 3.975)","(2.45, 3.35, 3.261111111111111)","(20.0, 23.0, 18.833333333333332)","(20.0, 27.0, 21.272727272727273)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:20.936491,"(3.3, 3.95, 3.875)","(4.0, 4.2, 3.975)","(2.45, 3.35, 3.261111111111111)","(20.0, 23.0, 18.833333333333332)","(20.0, 27.0, 21.272727272727273)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:22.066324,"(3.3, 3.95, 3.85)","(4.0, 4.2, 3.975)","(2.45, 3.35, 3.2928571428571427)","(20.0, 23.0, 18.833333333333332)","(20.0, 27.0, 21.272727272727273)","(6.0, 17.5, 15.576923076923077)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:23.196993,"(3.3, 3.95, 3.875)","(4.0, 4.2, 3.975)","(2.45, 3.35, 3.261111111111111)","(20.0, 23.0, 18.833333333333332)","(20.0, 27.0, 21.272727272727273)","(6.0, 17.5, 15.9375)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:24.376848,"(3.3, 4.1, 4.08125)","(4.0, 4.2, 4.0182692307692305)","(2.45, 3.35, 3.2333333333333334)","(20.0, 23.0, 18.535714285714285)","(20.0, 27.0, 21.272727272727273)","(6.0, 17.5, 15.576923076923077)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:25.547668,"(3.3, 4.0, 3.92)","(4.0, 4.2, 4.0182692307692305)","(2.45, 3.35, 3.2333333333333334)","(20.0, 23.0, 18.535714285714285)","(20.0, 27.0, 20.875)","(6.0, 17.5, 17.166666666666668)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:26.730202,"(3.3, 4.0, 3.95)","(4.0, 4.2, 4.0182692307692305)","(2.45, 3.35, 3.2)","(20.0, 23.0, 18.535714285714285)","(20.0, 27.0, 20.875)","(6.0, 17.5, 16.41304347826087)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:28.091352,"(3.3, 4.0, 3.92)","(4.0, 4.2, 4.0182692307692305)","(2.45, 3.35, 3.23)","(20.0, 23.0, 18.535714285714285)","(20.0, 27.0, 20.875)","(6.0, 17.5, 16.41304347826087)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:29.302137,"(3.3, 4.0, 3.92)","(4.0, 4.2, 4.0182692307692305)","(2.45, 3.35, 3.23)","(20.0, 23.0, 18.535714285714285)","(20.0, 27.0, 20.875)","(6.0, 17.5, 16.41304347826087)","(21.0, 32.0, 31.076923076923077)"
05-01-2023 17:07:30.496706,"(3.3, 4.0, 3.95)","(4.0, 4.2, 4.0182692307692305)","(2.45, 3.35, 3.2333333333333334)","(20.0, 23.0, 18.535714285714285)","(20.0, 27.0, 20.875)","(6.0, 17.5, 16.41304347826087)","(21.0, 32.0, 31.076923076923077)"
