,Debt Collector,Far More Women,White Claw,Shinigami,True Blue,Always Broke,This Time Buddy,Mad Max Blue
10-01-2023 15:14:53.623797,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:14:54.874718,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:14:56.134314,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:14:57.377931,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:14:58.713779,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:00.169685,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:01.510895,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:02.903272,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:04.285790,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:05.585755,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:06.874628,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:08.191780,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:09.407374,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.333333333333334)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:10.556500,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 9.48)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:11.813645,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 9.600000000000001)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:13.089581,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 9.600000000000001)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:14.323105,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 9.600000000000001)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:15.615626,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 9.600000000000001)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:16.809016,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 9.48)","(8.0, 14.0, 10.7)","(71.0, 570.0, 444.0625)"
10-01-2023 15:15:18.145159,"(3.9, 7.4, 6.525)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.366666666666667)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:19.451440,"(3.9, 7.4, 6.550000000000001)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 8.366666666666667)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:20.715665,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.0, 5.871428571428571)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:21.945319,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.871428571428571)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:23.206287,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.871428571428571)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:24.457855,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.871428571428571)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:25.666729,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.871428571428571)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:26.836581,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.871428571428571)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:28.068616,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.871428571428571)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:29.320956,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.871428571428571)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:30.580339,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.871428571428571)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:31.815563,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.871428571428571)","(8.0, 14.0, 10.7)","(71.0, 470.0, 444.0625)"
10-01-2023 15:15:33.026195,"(3.9, 7.4, 6.575)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 4.335)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.785714285714286)","(8.0, 14.0, 10.7)","(71.0, 470.0, 434.4736842105263)"
10-01-2023 15:15:34.233642,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.8, 5.699999999999999)","(15.0, 40.0, 19.86842105263158)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.785714285714286)","(8.0, 14.0, 10.7)","(71.0, 570.0, 434.4736842105263)"
10-01-2023 15:15:35.484200,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 9.86)","(4.8, 10.5, 5.785714285714286)","(8.0, 14.0, 10.7)","(71.0, 570.0, 149.16666666666669)"
10-01-2023 15:15:36.810155,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 13.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 10.7)","(71.0, 570.0, 312.5)"
10-01-2023 15:15:38.040098,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.045454545454545)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 13.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 560.0, 312.5)"
10-01-2023 15:15:39.253244,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.133333333333333)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 560.0, 267.5)"
10-01-2023 15:15:40.532448,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.133333333333333)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 267.5)"
10-01-2023 15:15:41.783824,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 267.5)"
10-01-2023 15:15:43.014959,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 267.5)"
10-01-2023 15:15:44.251456,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 267.5)"
10-01-2023 15:15:45.459810,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 267.5)"
10-01-2023 15:15:46.697064,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 272.5)"
10-01-2023 15:15:47.972879,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 272.5)"
10-01-2023 15:15:49.209366,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 272.5)"
10-01-2023 15:15:50.404478,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 272.5)"
10-01-2023 15:15:51.596647,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 272.5)"
10-01-2023 15:15:52.818273,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.941176470588236)","(8.0, 16.5, 10.18)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 470.0, 272.5)"
10-01-2023 15:15:54.050193,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 8.775)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.559999999999999)","(71.0, 470.0, 272.5)"
10-01-2023 15:15:55.215161,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 10.559999999999999)","(4.8, 10.5, 6.375)","(8.0, 14.0, 11.78)","(71.0, 470.0, 322.5)"
10-01-2023 15:15:56.391953,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.65)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 570.0, 322.5)"
10-01-2023 15:15:57.556351,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.65)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 570.0, 322.5)"
10-01-2023 15:15:58.760030,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.65)","(4.8, 10.5, 6.375)","(8.0, 14.0, 9.2)","(71.0, 570.0, 322.5)"
10-01-2023 15:15:59.919443,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.65)","(4.8, 10.5, 6.375)","(8.0, 14.0, 10.399999999999999)","(71.0, 570.0, 527.0833333333333)"
10-01-2023 15:16:01.033486,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.65)","(4.8, 10.5, 6.375)","(8.0, 14.0, 11.78)","(71.0, 570.0, 325.0)"
10-01-2023 15:16:02.187667,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 11.938461538461539)","(4.8, 10.5, 6.375)","(8.0, 14.0, 10.399999999999999)","(71.0, 570.0, 325.0)"
10-01-2023 15:16:03.467046,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.125)","(4.8, 10.5, 6.375)","(8.0, 14.0, 11.78)","(71.0, 570.0, 277.5)"
10-01-2023 15:16:04.897177,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.125)","(4.8, 10.5, 6.375)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:06.203904,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.125)","(4.8, 10.5, 6.375)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:07.515990,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.125)","(4.8, 10.5, 6.375)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:08.931058,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.125)","(4.8, 10.5, 6.375)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:10.382961,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 18.846153846153847)","(8.0, 17.0, 9.125)","(4.8, 10.5, 6.375)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:11.742875,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.5, 9.0)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:13.344074,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:14.887640,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:16.214273,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:17.497202,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:18.763645,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:20.062240,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:21.348726,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:22.535155,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 470.0, 277.5)"
10-01-2023 15:16:23.827729,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 470.0, 327.5)"
10-01-2023 15:16:25.057016,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.125)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 490.0)"
10-01-2023 15:16:26.331454,"(3.9, 7.4, 6.333333333333334)","(3.6, 5.1, 4.52)","(4.0, 6.6, 5.699999999999999)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 516.6666666666667)"
10-01-2023 15:16:27.595019,"(3.9, 7.4, 6.957142857142857)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 522.0)"
10-01-2023 15:16:28.885165,"(3.9, 7.4, 6.957142857142857)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 332.5)"
10-01-2023 15:16:30.255162,"(3.9, 7.4, 7.055555555555555)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 332.5)"
10-01-2023 15:16:31.557350,"(3.9, 7.4, 7.055555555555555)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 332.5)"
10-01-2023 15:16:32.821416,"(3.9, 7.4, 7.055555555555555)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 332.5)"
10-01-2023 15:16:34.117829,"(3.9, 7.4, 7.055555555555555)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 332.5)"
10-01-2023 15:16:35.399010,"(3.9, 7.4, 7.055555555555555)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 332.5)"
10-01-2023 15:16:36.634598,"(3.9, 7.4, 7.055555555555555)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 332.5)"
10-01-2023 15:16:37.827295,"(3.9, 7.4, 7.055555555555555)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 332.5)"
10-01-2023 15:16:39.074551,"(3.9, 7.4, 7.055555555555555)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 332.5)"
10-01-2023 15:16:40.366072,"(3.9, 7.4, 7.055555555555555)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.285714285714286)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.75)","(71.0, 570.0, 332.5)"
10-01-2023 15:16:41.592480,"(3.9, 7.4, 7.055555555555555)","(3.6, 5.1, 4.7375)","(4.0, 6.6, 6.109090909090909)","(15.0, 40.0, 17.541666666666668)","(8.0, 17.0, 9.457142857142857)","(4.8, 10.0, 9.0)","(8.0, 14.0, 8.9)","(71.0, 570.0, 332.5)"
