,Boxing On,Make Me Dizzy,Rosebud Smile,Monza,Cant Control Me,Shian Quirky,Remembering,Sugar Pie
06-01-2023 16:39:45.582617,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 16.029411764705884)","(7.5, 23.0, 22.428571428571427)","(31.0, 85.0, 58.125)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7263636363636363)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:46.634966,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 16.029411764705884)","(7.5, 23.0, 22.428571428571427)","(31.0, 85.0, 58.125)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.722)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:47.733416,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 16.029411764705884)","(7.5, 23.0, 22.428571428571427)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.68)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:48.860011,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.428571428571427)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7215384615384615)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:49.955714,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.428571428571427)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7228571428571429)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:50.954277,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7228571428571429)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:51.963539,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7228571428571429)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:53.048191,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7228571428571429)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:54.164899,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7228571428571429)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:55.348661,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.726)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:56.518400,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.6949999999999998)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:57.587204,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.6949999999999998)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:58.650914,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7261538461538461)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:39:59.653548,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7309999999999999)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:00.718094,"(8.0, 8.6, 8.433333333333334)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.734)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:01.772784,"(8.0, 8.6, 7.85)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:02.855441,"(8.0, 8.6, 7.85)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:03.922200,"(8.0, 8.6, 7.85)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:04.994499,"(8.0, 8.6, 7.85)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:06.092346,"(8.0, 8.6, 7.85)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:07.210658,"(8.0, 8.6, 7.85)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:08.309401,"(8.0, 8.6, 7.85)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:09.377650,"(8.0, 8.6, 7.85)","(15.0, 18.5, 15.95)","(7.5, 23.0, 22.65)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:10.501253,"(8.0, 8.6, 7.8)","(15.0, 18.0, 15.8125)","(7.5, 23.0, 22.68181818181818)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:11.613593,"(8.0, 8.6, 7.8)","(15.0, 18.0, 15.8125)","(7.5, 23.0, 22.68181818181818)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:12.785896,"(8.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(7.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:13.945357,"(8.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(7.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:15.063149,"(8.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(7.5, 23.0, 22.68181818181818)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:16.164955,"(8.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(7.5, 23.0, 22.68181818181818)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:17.229907,"(8.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(7.5, 23.0, 22.68181818181818)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7342857142857142)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:18.262708,"(8.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(7.5, 23.0, 22.68181818181818)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7345454545454546)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:19.370986,"(8.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(7.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7345454545454546)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:20.506384,"(8.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(7.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7345454545454546)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:21.659786,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7345454545454546)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:22.793278,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.68181818181818)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7345454545454546)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:23.905932,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7345454545454546)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:24.952092,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7345454545454546)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:25.980930,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.74, 1.7436363636363637)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:27.017288,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.726)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:28.053430,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.726)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:29.242634,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.726)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:30.341233,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 59.91666666666667)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.726)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:31.482471,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 59.91666666666667)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7436842105263157)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:32.633010,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 59.91666666666667)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7363636363636363)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:33.869796,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 59.91666666666667)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7363636363636363)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:35.065351,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7466666666666666)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:36.162128,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7466666666666666)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:37.253755,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7466666666666666)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:38.297354,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7466666666666666)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:39.340003,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7466666666666666)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:40.355545,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7466666666666666)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:41.444096,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7466666666666666)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:42.550584,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.75, 1.7466666666666666)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:43.670231,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 21.833333333333332)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.75)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:44.805832,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 21.833333333333332)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7394117647058824)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:45.884739,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 21.833333333333332)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7394117647058824)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:46.960445,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7394117647058824)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:48.009176,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.75)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:49.138786,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 8.935294117647059)","(1.4, 1.76, 1.75)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:50.335624,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 8.935294117647059)","(1.4, 1.76, 1.7394117647058824)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:51.491379,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 8.935294117647059)","(1.4, 1.76, 1.7394117647058824)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:52.559160,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7394117647058824)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:53.655622,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7394117647058824)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:54.644912,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7394117647058824)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:55.630369,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 8.935294117647059)","(1.4, 1.76, 1.7236)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:56.612518,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:57.690441,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:58.838144,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:40:59.953062,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(9.0, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:01.058192,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 8.935294117647059)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:02.081813,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:03.091479,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:04.130771,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7236)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:05.203082,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:06.287926,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:07.387475,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:08.483174,"(7.0, 8.6, 7.8)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:09.533117,"(7.0, 8.6, 8.1)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:10.522043,"(7.0, 8.4, 7.866666666666666)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:11.520007,"(7.0, 8.4, 7.800000000000001)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 21.833333333333332)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.73)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:12.589246,"(7.0, 8.4, 7.800000000000001)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 21.833333333333332)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7425)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:13.666237,"(7.0, 8.6, 7.9)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 21.833333333333332)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7425)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:14.742304,"(7.0, 8.6, 7.9)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 21.833333333333332)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7425)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
06-01-2023 16:41:15.826412,"(7.0, 8.6, 7.9)","(15.0, 18.0, 15.857142857142858)","(8.5, 23.0, 22.5)","(31.0, 85.0, 61.84615384615385)","(7.5, 10.5, 9.007142857142856)","(1.4, 1.76, 1.7425)","(16.0, 25.0, 18.875)","(31.0, 70.0, 67.27272727272727)"
