,Madison Point,Tullaghan,Taliano,Bubbler,Blazing Zone,Fleur De Rose,Jeddalet,Honour The Legend
10-01-2023 12:42:22.563941,"(5.0, 5.5, 5.49375)","(3.5, 4.1, 3.9615384615384612)","(11.0, 16.0, 14.88888888888889)","(3.2, 3.5, 3.4705479452054795)","(13.0, 19.0, 18.227272727272727)","(10.0, 16.0, 15.131578947368421)","(13.0, 26.0, 24.571428571428573)","(10.0, 25.0, 26.2)"
10-01-2023 12:42:23.659572,"(5.0, 5.5, 5.49375)","(3.5, 4.1, 3.9615384615384612)","(11.0, 16.0, 14.88888888888889)","(3.2, 3.5, 3.4705479452054795)","(13.0, 18.5, 17.807692307692307)","(10.0, 16.5, 15.318181818181818)","(13.0, 26.0, 24.571428571428573)","(10.0, 27.0, 26.304347826086957)"
10-01-2023 12:42:24.861295,"(5.0, 5.5, 5.49375)","(3.5, 4.1, 3.9615384615384612)","(11.0, 16.0, 14.88888888888889)","(3.2, 3.5, 3.4705479452054795)","(13.0, 18.5, 17.807692307692307)","(10.0, 16.0, 15.318181818181818)","(13.0, 26.0, 24.571428571428573)","(10.0, 27.0, 24.81818181818182)"
10-01-2023 12:42:26.038964,"(5.0, 5.5, 5.49375)","(3.5, 4.1, 3.9615384615384612)","(11.0, 16.0, 14.88888888888889)","(3.2, 3.5, 3.4705479452054795)","(13.0, 18.5, 17.807692307692307)","(10.0, 16.0, 15.318181818181818)","(13.0, 26.0, 24.571428571428573)","(10.0, 27.0, 23.666666666666668)"
10-01-2023 12:42:27.254524,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(11.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.807692307692307)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.571428571428573)","(10.0, 27.0, 24.4)"
10-01-2023 12:42:28.403401,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(11.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.807692307692307)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.571428571428573)","(10.0, 26.0, 23.714285714285715)"
10-01-2023 12:42:29.605625,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(11.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.807692307692307)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.571428571428573)","(10.0, 26.0, 23.5)"
10-01-2023 12:42:30.782808,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(11.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.807692307692307)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.571428571428573)","(10.0, 26.0, 23.5)"
10-01-2023 12:42:32.011392,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(11.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.807692307692307)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.571428571428573)","(10.0, 26.0, 23.5)"
10-01-2023 12:42:33.310282,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(11.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.807692307692307)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.571428571428573)","(10.0, 26.0, 23.5)"
10-01-2023 12:42:34.523485,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(12.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.970588235294116)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.666666666666668)","(10.0, 26.0, 23.5)"
10-01-2023 12:42:35.643947,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(12.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.970588235294116)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.666666666666668)","(10.0, 26.0, 23.5)"
10-01-2023 12:42:36.718993,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(12.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.970588235294116)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.666666666666668)","(10.0, 26.0, 23.5)"
10-01-2023 12:42:37.839081,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(12.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.970588235294116)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.666666666666668)","(10.0, 26.0, 24.636363636363637)"
10-01-2023 12:42:38.978207,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(12.0, 16.0, 14.8)","(3.2, 3.5, 3.478061224489796)","(13.0, 18.5, 17.75)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.666666666666668)","(10.0, 26.0, 24.25)"
10-01-2023 12:42:40.179337,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 3.9615384615384612)","(12.0, 16.0, 14.8)","(3.2, 3.5, 3.465235457063712)","(13.0, 18.5, 17.75)","(10.0, 16.0, 15.294117647058824)","(13.0, 26.0, 24.666666666666668)","(10.0, 26.0, 23.529411764705884)"
10-01-2023 12:42:41.394216,"(5.0, 5.5, 5.495161290322581)","(3.5, 4.1, 4.041176470588235)","(12.0, 16.0, 14.029239766081872)","(3.2, 3.55, 3.4688328912466844)","(13.0, 18.5, 16.10958904109589)","(10.0, 16.0, 14.553254437869823)","(13.0, 26.0, 24.0)","(10.0, 26.0, 20.066037735849058)"
10-01-2023 12:42:42.612254,"(5.0, 5.6, 5.4649484536082475)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.034883720930232)","(3.2, 3.55, 3.4688328912466844)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(13.0, 26.0, 24.0)","(10.0, 21.0, 20.066037735849058)"
10-01-2023 12:42:43.826830,"(5.0, 5.6, 5.4649484536082475)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.034883720930232)","(3.2, 3.55, 3.4688328912466844)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(13.0, 26.0, 24.0)","(10.0, 21.0, 20.066037735849058)"
10-01-2023 12:42:45.090140,"(5.0, 5.6, 5.4649484536082475)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.034883720930232)","(3.2, 3.55, 3.4688328912466844)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(13.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:46.310763,"(5.0, 5.6, 5.515625)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.034883720930232)","(3.2, 3.55, 3.493292682926829)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(13.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:47.508613,"(5.0, 5.6, 5.515625)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.034883720930232)","(3.2, 3.5, 3.493292682926829)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(13.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:48.523423,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.034883720930232)","(3.2, 3.5, 3.4803418803418804)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(13.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:49.581710,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.034883720930232)","(3.2, 3.5, 3.4803418803418804)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:50.634893,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.034883720930232)","(3.2, 3.5, 3.4803418803418804)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:51.756053,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.034883720930232)","(3.2, 3.5, 3.4803418803418804)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:52.980074,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.034883720930232)","(3.2, 3.5, 3.4803418803418804)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:54.175693,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.029239766081872)","(3.2, 3.5, 3.4803418803418804)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:55.351738,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.017751479289942)","(3.2, 3.5, 3.4803418803418804)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:56.454522,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.017751479289942)","(3.2, 3.5, 3.4803418803418804)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:57.488967,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.055882352941176)","(12.0, 15.0, 14.011904761904763)","(3.2, 3.5, 3.4803418803418804)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:58.528594,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.05)","(12.0, 15.0, 14.011904761904763)","(3.2, 3.5, 3.454)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:42:59.646177,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.05)","(12.0, 15.0, 14.011904761904763)","(3.2, 3.5, 3.447544642857143)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:43:00.725609,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.05)","(12.0, 15.0, 14.011904761904763)","(3.2, 3.55, 3.4591988130563798)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 24.0)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:43:01.831187,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.05)","(12.0, 15.0, 14.011904761904763)","(3.2, 3.55, 3.4591988130563798)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 25.2)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:43:02.990515,"(5.0, 5.6, 5.522058823529411)","(3.5, 4.1, 4.05)","(12.0, 15.0, 14.011904761904763)","(3.2, 3.55, 3.4415204678362574)","(13.0, 18.0, 16.510791366906474)","(10.0, 15.5, 14.558823529411764)","(14.0, 26.0, 25.2)","(10.0, 21.0, 19.561855670103093)"
10-01-2023 12:43:04.090816,"(5.0, 5.6, 5.512396694214876)","(3.5, 4.1, 4.085714285714285)","(12.0, 15.0, 14.59903381642512)","(3.2, 3.45, 3.4415204678362574)","(13.0, 18.0, 16.555555555555557)","(10.0, 15.5, 15.13302752293578)","(14.0, 26.0, 22.923076923076923)","(10.0, 21.0, 20.290076335877863)"
10-01-2023 12:43:05.199759,"(5.0, 5.5, 5.433128834355829)","(3.5, 4.1, 4.085714285714285)","(12.0, 15.0, 14.528409090909092)","(3.2, 3.45, 3.4455128205128207)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(14.0, 25.0, 22.87272727272727)","(10.0, 21.0, 20.04123711340206)"
10-01-2023 12:43:06.221005,"(5.0, 5.5, 5.45530303030303)","(3.5, 4.1, 4.087179487179487)","(12.0, 15.0, 14.528409090909092)","(3.2, 3.45, 3.4455128205128207)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(14.0, 25.0, 22.87272727272727)","(10.0, 21.0, 20.04123711340206)"
10-01-2023 12:43:07.300766,"(5.0, 5.5, 5.455639097744361)","(3.5, 4.1, 4.08611111111111)","(12.0, 15.0, 14.528409090909092)","(3.2, 3.45, 3.4455128205128207)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 20.04123711340206)"
10-01-2023 12:43:08.366602,"(5.0, 5.5, 5.455639097744361)","(3.5, 4.1, 4.08611111111111)","(12.0, 15.0, 14.522988505747126)","(3.2, 3.45, 3.4455128205128207)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 20.04123711340206)"
10-01-2023 12:43:09.485830,"(5.0, 5.5, 5.440217391304348)","(3.5, 4.1, 4.08611111111111)","(12.0, 15.0, 14.522988505747126)","(3.2, 3.45, 3.4455128205128207)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 20.04123711340206)"
10-01-2023 12:43:10.598667,"(5.0, 5.5, 5.440217391304348)","(3.5, 4.1, 4.08611111111111)","(12.0, 15.0, 14.785714285714286)","(3.2, 3.45, 3.4486301369863015)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 20.04123711340206)"
10-01-2023 12:43:11.776591,"(5.0, 5.5, 5.455223880597015)","(3.5, 4.1, 4.08611111111111)","(12.0, 14.5, 14.071428571428571)","(3.2, 3.45, 3.4486928104575165)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 19.21153846153846)"
10-01-2023 12:43:12.970482,"(5.0, 5.5, 5.455223880597015)","(3.5, 4.1, 4.08611111111111)","(12.0, 14.5, 14.071428571428571)","(3.2, 3.45, 3.4719387755102042)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 19.21153846153846)"
10-01-2023 12:43:14.167902,"(5.0, 5.5, 5.455223880597015)","(3.5, 4.1, 4.08611111111111)","(12.0, 14.5, 14.071428571428571)","(3.2, 3.55, 3.505535714285714)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 19.21153846153846)"
10-01-2023 12:43:15.288267,"(5.0, 5.5, 5.455223880597015)","(3.5, 4.1, 4.08611111111111)","(12.0, 14.5, 14.045454545454545)","(3.2, 3.55, 3.505535714285714)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 18.69047619047619)"
10-01-2023 12:43:16.403614,"(5.0, 5.5, 5.457627118644068)","(3.5, 4.1, 4.08611111111111)","(12.0, 14.5, 13.911764705882353)","(3.2, 3.55, 3.505535714285714)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 18.69047619047619)"
10-01-2023 12:43:17.564533,"(5.0, 5.5, 5.457627118644068)","(3.5, 4.1, 4.08611111111111)","(12.0, 14.5, 13.911764705882353)","(3.2, 3.55, 3.505535714285714)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 17.339622641509433)"
10-01-2023 12:43:18.648332,"(5.0, 5.5, 5.457627118644068)","(3.5, 4.1, 4.0852941176470585)","(12.0, 14.5, 13.911764705882353)","(3.2, 3.55, 3.505535714285714)","(13.0, 17.5, 16.547619047619047)","(10.0, 15.5, 15.13302752293578)","(13.0, 25.0, 22.87272727272727)","(10.0, 21.0, 18.254716981132077)"
10-01-2023 12:43:19.712168,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.1466666666666665)","(12.0, 14.5, 14.023809523809524)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.91176470588235)","(10.0, 15.5, 15.111650485436893)","(13.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.254716981132077)"
10-01-2023 12:43:20.760695,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.15)","(12.0, 14.5, 13.785714285714286)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.893939393939394)","(10.0, 15.5, 15.111650485436893)","(13.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.69047619047619)"
10-01-2023 12:43:21.859734,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.15)","(12.0, 14.5, 13.785714285714286)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.893939393939394)","(10.0, 15.5, 15.111650485436893)","(13.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.69047619047619)"
10-01-2023 12:43:22.989173,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.15)","(12.0, 14.5, 13.785714285714286)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.893939393939394)","(10.0, 15.5, 15.111650485436893)","(13.0, 25.0, 23.266666666666666)","(10.0, 21.0, 19.545454545454547)"
10-01-2023 12:43:24.119871,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.15)","(12.0, 14.5, 13.785714285714286)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.893939393939394)","(10.0, 15.5, 15.111650485436893)","(13.0, 25.0, 23.266666666666666)","(10.0, 20.0, 19.545454545454547)"
10-01-2023 12:43:25.205678,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.15)","(12.0, 14.5, 13.785714285714286)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.893939393939394)","(10.0, 15.5, 15.111650485436893)","(13.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.254716981132077)"
10-01-2023 12:43:26.379838,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.15)","(12.0, 14.5, 13.785714285714286)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.893939393939394)","(10.0, 15.5, 15.111650485436893)","(13.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.254716981132077)"
10-01-2023 12:43:27.541400,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.111764705882353)","(12.0, 14.5, 13.785714285714286)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.893939393939394)","(10.0, 15.5, 15.144444444444444)","(13.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.254716981132077)"
10-01-2023 12:43:28.703794,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.125)","(12.0, 14.5, 13.785714285714286)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.893939393939394)","(10.0, 15.5, 15.144444444444444)","(13.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:30.014841,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.125)","(12.0, 14.5, 13.7)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.893939393939394)","(10.0, 15.5, 15.144444444444444)","(13.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:31.168040,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.125)","(12.0, 14.0, 13.7)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.893939393939394)","(10.0, 15.5, 15.144444444444444)","(13.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:32.336300,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.125)","(12.0, 14.0, 13.7)","(3.2, 3.55, 3.468092105263158)","(13.0, 17.5, 16.63)","(10.0, 15.5, 15.144444444444444)","(14.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:33.457781,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.125)","(12.0, 14.0, 13.7)","(3.2, 3.55, 3.499107142857143)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:34.894947,"(5.0, 5.5, 5.461818181818182)","(3.5, 4.2, 4.126829268292683)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.499107142857143)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:36.274632,"(5.0, 5.5, 5.48)","(3.5, 4.2, 4.118918918918919)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.499107142857143)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:37.522552,"(5.0, 5.5, 5.48)","(3.5, 4.2, 4.118918918918919)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.499107142857143)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:38.829206,"(5.0, 5.5, 5.48)","(3.5, 4.2, 4.118918918918919)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.499107142857143)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:40.036066,"(5.0, 5.5, 5.48)","(3.5, 4.2, 4.118918918918919)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.499107142857143)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 25.0, 23.266666666666666)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:41.337479,"(5.0, 5.5, 5.481318681318681)","(3.5, 4.2, 4.118918918918919)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.499107142857143)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 25.0, 23.285714285714285)","(10.0, 21.0, 18.720588235294116)"
10-01-2023 12:43:42.577623,"(5.0, 5.5, 5.481318681318681)","(3.5, 4.2, 4.116666666666667)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.4802197802197803)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 24.0, 23.05263157894737)","(10.0, 21.0, 19.194174757281555)"
10-01-2023 12:43:43.716850,"(5.0, 5.5, 5.481318681318681)","(3.5, 4.2, 4.116666666666667)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.4802197802197803)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 24.0, 23.05263157894737)","(10.0, 21.0, 19.194174757281555)"
10-01-2023 12:43:44.819307,"(5.0, 5.5, 5.481318681318681)","(3.5, 4.2, 4.116666666666667)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.4802197802197803)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 24.0, 23.05263157894737)","(10.0, 21.0, 19.194174757281555)"
10-01-2023 12:43:45.924658,"(5.0, 5.5, 5.481318681318681)","(3.5, 4.2, 4.116666666666667)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.4802197802197803)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 24.0, 23.05263157894737)","(10.0, 21.0, 19.194174757281555)"
10-01-2023 12:43:47.077229,"(5.0, 5.5, 5.481318681318681)","(3.5, 4.2, 4.116666666666667)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.4802197802197803)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 24.0, 23.05263157894737)","(10.0, 21.0, 19.082474226804123)"
10-01-2023 12:43:48.211018,"(5.0, 5.5, 5.481318681318681)","(3.5, 4.2, 4.116666666666667)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.4802197802197803)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 24.0, 23.05263157894737)","(10.0, 21.0, 19.082474226804123)"
10-01-2023 12:43:49.415207,"(5.0, 5.7, 5.585714285714285)","(3.5, 4.2, 4.116666666666667)","(12.0, 14.0, 13.7)","(3.2, 3.5, 3.4802197802197803)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 24.0, 23.05263157894737)","(10.0, 21.0, 19.082474226804123)"
10-01-2023 12:43:50.596159,"(5.0, 5.7, 5.579245283018868)","(3.5, 4.2, 4.031578947368421)","(12.0, 14.0, 13.535294117647059)","(3.2, 3.5, 3.4802197802197803)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.144444444444444)","(14.0, 24.0, 23.05263157894737)","(10.0, 21.0, 19.082474226804123)"
10-01-2023 12:43:51.708145,"(5.0, 5.7, 5.623529411764706)","(3.5, 4.2, 4.032558139534884)","(12.0, 15.0, 13.568965517241379)","(3.2, 3.5, 3.4802197802197803)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.067567567567568)","(14.0, 24.0, 22.941176470588236)","(10.0, 21.0, 19.082474226804123)"
10-01-2023 12:43:52.825757,"(5.0, 5.7, 5.623529411764706)","(3.5, 4.2, 4.025806451612903)","(12.0, 15.0, 13.568965517241379)","(3.2, 3.5, 3.482)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.00920245398773)","(14.0, 24.0, 22.941176470588236)","(10.0, 21.0, 19.082474226804123)"
10-01-2023 12:43:53.915776,"(5.0, 5.7, 5.672340425531915)","(3.5, 4.2, 4.025806451612903)","(12.0, 15.0, 13.568965517241379)","(3.2, 3.5, 3.482)","(13.0, 18.0, 17.086666666666666)","(10.0, 15.5, 15.00920245398773)","(14.0, 24.0, 22.941176470588236)","(10.0, 21.0, 19.082474226804123)"
