,Toms Mate,Symi Fortuna,Peter Pan,Candy Kaos,Glenreagh Burner,Eyes On Gold,But It Pours,Cash Key
11-01-2023 12:26:37.857106,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:39.002898,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:40.069867,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:41.285292,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:42.439856,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:43.594495,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:44.871704,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:46.016657,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:47.465490,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:48.813528,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:50.005853,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:51.178799,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:52.456343,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:53.742192,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:55.111322,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:56.399883,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:57.637503,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:26:58.952288,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:00.078864,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:01.330662,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:02.498536,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:03.613259,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:04.731354,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:05.860076,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:07.009178,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:08.201986,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:09.400801,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:10.597673,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:11.765774,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:12.890947,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:13.998485,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:15.063886,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:16.191869,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:17.372889,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:18.537984,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:19.703936,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:20.940820,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:22.121554,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:23.335200,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:24.494812,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:25.612009,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:26.872905,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:28.023757,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:29.145363,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:30.340543,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:31.524846,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:32.743868,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:33.904742,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:35.095484,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:36.380035,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:37.574916,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:38.729823,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:39.858950,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:41.054772,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 36.041666666666664)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:42.242885,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 50.0, 28.0)","(1.75, 2.62, 1.7831343283582088)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:43.379676,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.62, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:44.505590,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:45.747174,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:47.025222,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:48.226721,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:49.541588,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.237209302325581)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:50.905527,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.6, 8.237209302325581)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:52.364130,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.6, 8.237209302325581)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:53.704194,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.6, 8.237209302325581)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:54.947821,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.6, 8.237209302325581)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:56.249323,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.6, 8.673333333333334)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:57.645150,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.8, 8.673333333333334)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:27:59.016096,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.8, 8.673333333333334)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:28:00.415568,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.8, 8.673333333333334)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:28:01.732128,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.8, 8.673333333333334)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:28:02.974365,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.8, 8.673333333333334)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:28:04.170602,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.8, 8.673333333333334)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:28:05.321788,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.8, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:28:06.573261,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:28:07.743623,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 30.8)","(5.0, 8.4, 7.384615384615385)","(18.0, 60.0, 27.6)","(8.5, 21.0, 13.73846153846154)"
11-01-2023 12:28:08.885848,"(4.6, 7.8, 6.728571428571428)","(18.0, 48.0, 24.8)","(18.0, 50.0, 24.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 30.8)","(5.0, 8.4, 7.384615384615385)","(18.0, 60.0, 27.6)","(8.5, 21.0, 13.73846153846154)"
11-01-2023 12:28:10.039490,"(4.6, 7.8, 6.728571428571428)","(18.0, 48.0, 24.8)","(18.0, 50.0, 24.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 30.8)","(5.0, 8.4, 7.384615384615385)","(18.0, 60.0, 27.6)","(8.5, 21.0, 13.73846153846154)"
11-01-2023 12:28:11.167894,"(4.6, 7.8, 6.728571428571428)","(18.0, 48.0, 24.8)","(18.0, 50.0, 24.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 30.8)","(5.0, 8.4, 7.384615384615385)","(18.0, 60.0, 27.6)","(8.5, 21.0, 13.73846153846154)"
11-01-2023 12:28:12.343020,"(4.6, 7.8, 6.728571428571428)","(18.0, 48.0, 24.8)","(18.0, 50.0, 24.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 30.8)","(5.0, 8.4, 7.384615384615385)","(18.0, 60.0, 27.6)","(8.5, 21.0, 13.73846153846154)"
11-01-2023 12:28:13.560424,"(4.6, 7.8, 6.728571428571428)","(18.0, 48.0, 24.8)","(18.0, 50.0, 24.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 30.8)","(5.0, 8.4, 7.384615384615385)","(18.0, 60.0, 27.6)","(8.5, 21.0, 12.563636363636363)"
11-01-2023 12:28:14.738399,"(4.6, 7.8, 6.728571428571428)","(18.0, 48.0, 24.8)","(18.0, 50.0, 24.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 30.8)","(5.0, 8.4, 7.384615384615385)","(18.0, 60.0, 27.6)","(8.5, 21.0, 12.563636363636363)"
11-01-2023 12:28:15.945254,"(4.6, 7.8, 6.728571428571428)","(18.0, 48.0, 24.8)","(18.0, 50.0, 24.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 30.8)","(5.0, 8.4, 7.384615384615385)","(18.0, 60.0, 27.6)","(8.5, 21.0, 12.563636363636363)"
11-01-2023 12:28:17.281486,"(4.6, 7.8, 6.728571428571428)","(18.0, 48.0, 24.8)","(18.0, 50.0, 24.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 30.8)","(5.0, 8.4, 7.384615384615385)","(18.0, 60.0, 27.6)","(8.5, 21.0, 12.563636363636363)"
11-01-2023 12:28:18.618252,"(4.6, 7.8, 6.728571428571428)","(18.0, 48.0, 24.8)","(18.0, 50.0, 24.0)","(1.75, 2.6, 1.9785714285714286)","(20.0, 70.0, 30.8)","(5.0, 8.4, 7.384615384615385)","(18.0, 60.0, 27.6)","(8.5, 21.0, 12.563636363636363)"
