,Minter Formula,Handsome Is,Little Edward,Jack Hook,Navarino,In Blue Jeans
10-01-2023 21:19:43.285387,"(6.5, 8.6, 7.228)","(10.0, 19.0, 17.863636363636363)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.821052631578947)","(1.45, 1.9, 1.8466666666666667)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:44.201833,"(6.5, 8.6, 7.522448979591837)","(10.0, 19.0, 18.25)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.821052631578947)","(1.45, 1.88, 1.8466666666666667)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:45.152735,"(6.5, 8.6, 7.527659574468085)","(10.0, 19.0, 18.59090909090909)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.821052631578947)","(1.45, 1.88, 1.8383333333333334)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:46.268690,"(6.5, 8.6, 7.527659574468085)","(10.0, 18.5, 17.833333333333332)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.7855555555555556)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:47.301047,"(6.5, 8.6, 7.571428571428572)","(10.0, 18.5, 17.833333333333332)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.7358823529411764)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:48.453454,"(6.5, 8.6, 7.571428571428572)","(10.0, 19.0, 18.775)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.7358823529411764)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:49.427736,"(6.5, 8.6, 7.5680000000000005)","(10.0, 19.0, 18.775)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.726)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:50.404325,"(6.5, 8.6, 7.453333333333334)","(10.0, 19.0, 18.775)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.7563157894736843)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:51.467438,"(6.5, 8.6, 7.453333333333334)","(10.0, 20.0, 18.51923076923077)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.7566666666666666)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:52.512045,"(6.5, 8.6, 7.453333333333334)","(10.0, 19.0, 18.386363636363637)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.7566666666666666)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:53.609252,"(6.5, 8.6, 7.453333333333334)","(10.0, 19.0, 18.386363636363637)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.7570588235294118)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:54.516163,"(6.5, 8.4, 7.866666666666667)","(10.0, 19.0, 18.386363636363637)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.7570588235294118)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:55.592326,"(6.5, 8.4, 7.745454545454546)","(10.0, 19.0, 18.15625)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.78)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:56.624605,"(6.5, 8.4, 8.200000000000001)","(10.0, 19.0, 18.15625)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.78)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:57.526924,"(6.5, 8.4, 7.2558139534883725)","(10.0, 19.0, 18.15625)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.7766666666666666)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:58.507413,"(6.5, 8.2, 7.644444444444444)","(10.0, 19.0, 18.15625)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.75)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:19:59.559961,"(6.5, 8.2, 7.914285714285714)","(10.0, 19.0, 18.15625)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.766)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:20:00.587072,"(6.5, 8.2, 7.304166666666667)","(10.0, 19.0, 18.15625)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.766)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:20:01.641651,"(6.5, 8.2, 7.2444444444444445)","(10.0, 19.0, 17.425)","(10.0, 12.5, 11.019354838709678)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.774)","(17.0, 32.0, 20.91304347826087)"
10-01-2023 21:20:02.633401,"(6.5, 8.2, 7.2444444444444445)","(10.0, 19.0, 17.425)","(10.0, 12.5, 10.981250000000001)","(7.0, 13.0, 12.773333333333333)","(1.45, 1.87, 1.786)","(17.0, 21.0, 20.428571428571427)"
10-01-2023 21:20:03.532447,"(6.5, 8.2, 7.240816326530612)","(10.0, 19.0, 17.147058823529413)","(10.0, 12.5, 10.93225806451613)","(7.0, 13.0, 12.757142857142856)","(1.45, 1.9, 1.795)","(17.0, 21.0, 20.428571428571427)"
10-01-2023 21:20:04.526344,"(6.5, 8.2, 7.252631578947368)","(10.0, 19.0, 17.147058823529413)","(10.0, 12.5, 10.88)","(7.0, 13.0, 12.3625)","(1.45, 1.89, 1.747142857142857)","(17.0, 21.0, 20.428571428571427)"
10-01-2023 21:20:05.519926,"(6.5, 8.2, 7.257142857142857)","(10.0, 19.0, 17.147058823529413)","(10.0, 12.5, 10.88)","(7.0, 12.5, 11.694444444444445)","(1.45, 1.89, 1.747142857142857)","(17.0, 21.0, 20.428571428571427)"
10-01-2023 21:20:06.546839,"(6.5, 8.2, 7.251282051282051)","(10.0, 19.0, 17.147058823529413)","(10.0, 12.5, 10.88)","(7.0, 12.0, 11.68)","(1.45, 1.88, 1.756470588235294)","(17.0, 21.0, 19.666666666666668)"
10-01-2023 21:20:07.705727,"(6.5, 8.0, 7.771428571428571)","(10.0, 19.0, 17.147058823529413)","(10.0, 12.5, 10.88)","(7.0, 12.0, 11.28)","(1.45, 1.88, 1.7434482758620689)","(17.0, 21.0, 18.714285714285715)"
10-01-2023 21:20:08.657039,"(6.5, 8.0, 7.771428571428571)","(10.0, 19.0, 17.147058823529413)","(10.0, 12.5, 10.88)","(7.0, 12.0, 11.28)","(1.45, 1.86, 1.7434482758620689)","(17.0, 21.0, 18.714285714285715)"
10-01-2023 21:20:09.567681,"(6.5, 8.0, 7.771428571428571)","(10.0, 19.0, 17.147058823529413)","(10.0, 12.5, 10.88)","(7.0, 12.0, 11.28)","(1.45, 1.86, 1.7388636363636363)","(17.0, 20.0, 19.57142857142857)"
10-01-2023 21:20:10.515794,"(6.5, 8.0, 7.771428571428571)","(10.0, 19.0, 17.147058823529413)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.84, 1.7948387096774194)","(16.0, 20.0, 19.57142857142857)"
10-01-2023 21:20:11.513949,"(6.5, 8.0, 7.771428571428571)","(10.0, 19.0, 17.147058823529413)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.84, 1.7945454545454547)","(16.0, 20.0, 19.57142857142857)"
10-01-2023 21:20:12.439979,"(6.5, 8.0, 7.771428571428571)","(10.0, 19.0, 17.147058823529413)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.84, 1.836875)","(16.0, 20.0, 19.57142857142857)"
10-01-2023 21:20:13.433622,"(6.5, 8.0, 7.428571428571429)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.84, 1.8226086956521739)","(16.0, 19.5, 19.142857142857142)"
10-01-2023 21:20:14.393478,"(6.5, 8.0, 7.4)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.83, 1.81)","(16.0, 19.5, 19.142857142857142)"
10-01-2023 21:20:15.281202,"(6.5, 8.0, 7.5636363636363635)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.77, 1.7633333333333334)","(16.0, 19.5, 19.142857142857142)"
10-01-2023 21:20:16.177423,"(6.5, 8.0, 7.507692307692308)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7585714285714287)","(16.0, 20.0, 18.636363636363637)"
10-01-2023 21:20:17.097896,"(6.5, 8.0, 7.271428571428571)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7375)","(16.0, 20.0, 17.91304347826087)"
10-01-2023 21:20:17.990712,"(6.5, 8.0, 7.271428571428571)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.728)","(16.0, 20.0, 17.782608695652172)"
10-01-2023 21:20:18.855805,"(6.5, 8.0, 7.271428571428571)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 20.0, 17.782608695652172)"
10-01-2023 21:20:19.779691,"(6.5, 8.0, 7.296551724137931)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 20.0, 17.782608695652172)"
10-01-2023 21:20:20.782829,"(6.5, 8.0, 7.296551724137931)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.88)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 20.0, 17.782608695652172)"
10-01-2023 21:20:21.821851,"(6.5, 8.0, 7.271428571428571)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 11.070588235294117)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 20.0, 17.782608695652172)"
10-01-2023 21:20:22.737574,"(6.5, 8.0, 7.2784313725490195)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 11.111428571428572)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 20.0, 17.782608695652172)"
10-01-2023 21:20:23.615079,"(6.5, 7.8, 7.7)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 11.111428571428572)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 20.0, 17.782608695652172)"
10-01-2023 21:20:24.590414,"(6.5, 7.8, 7.7)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 11.111428571428572)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 20.0, 17.782608695652172)"
10-01-2023 21:20:25.648030,"(6.5, 7.8, 7.7)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 11.111428571428572)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 20.0, 17.692307692307693)"
10-01-2023 21:20:26.667568,"(6.5, 7.8, 7.7)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 11.33)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 20.0, 19.142857142857142)"
10-01-2023 21:20:27.622758,"(6.5, 7.8, 7.7)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.178571428571429)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 19.5, 19.142857142857142)"
10-01-2023 21:20:28.629100,"(6.5, 7.8, 7.7)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.694444444444445)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 19.5, 19.142857142857142)"
10-01-2023 21:20:29.789424,"(6.5, 8.0, 7.283333333333333)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.178571428571429)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 19.5, 19.142857142857142)"
10-01-2023 21:20:30.771562,"(6.5, 8.0, 7.283333333333333)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 10.789473684210526)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.7333333333333334)","(16.0, 19.5, 18.363636363636363)"
10-01-2023 21:20:31.775097,"(6.5, 8.0, 7.338461538461539)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 11.08695652173913)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.728)","(16.0, 19.5, 18.363636363636363)"
10-01-2023 21:20:32.792892,"(6.5, 8.0, 7.350943396226415)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 11.339285714285715)","(8.5, 12.0, 11.28)","(1.45, 1.76, 1.728)","(16.0, 19.5, 17.555555555555557)"
10-01-2023 21:20:33.921270,"(6.5, 8.0, 7.350943396226415)","(10.0, 19.0, 17.03125)","(8.5, 12.5, 11.666666666666666)","(8.5, 12.0, 10.93)","(1.45, 1.76, 1.728)","(16.0, 19.5, 17.625)"
10-01-2023 21:20:35.072350,"(6.5, 8.0, 7.350943396226415)","(10.0, 18.0, 16.46875)","(8.5, 12.0, 11.428571428571429)","(8.5, 11.5, 10.623076923076923)","(1.45, 1.76, 1.728)","(16.0, 19.5, 17.625)"
10-01-2023 21:20:35.933088,"(6.5, 8.0, 7.413953488372093)","(10.0, 18.0, 16.46875)","(8.5, 12.0, 11.428571428571429)","(8.5, 11.5, 10.623076923076923)","(1.45, 1.76, 1.728)","(16.0, 19.5, 17.576923076923077)"
10-01-2023 21:20:36.948756,"(6.5, 8.0, 7.463829787234043)","(10.0, 18.0, 17.34375)","(8.5, 12.5, 11.333333333333334)","(8.5, 12.0, 11.611764705882353)","(1.45, 1.76, 1.688)","(16.0, 19.5, 17.925925925925927)"
10-01-2023 21:20:37.966591,"(6.5, 8.0, 7.413953488372093)","(10.0, 17.5, 16.9375)","(8.5, 12.0, 11.5)","(8.5, 12.0, 11.25)","(1.45, 1.76, 1.71)","(16.0, 19.5, 17.61764705882353)"
10-01-2023 21:20:39.036254,"(6.5, 8.0, 7.413953488372093)","(10.0, 17.5, 16.9375)","(8.5, 12.0, 11.375)","(8.5, 12.0, 11.5625)","(1.45, 1.74, 1.71)","(16.0, 19.5, 17.61764705882353)"
10-01-2023 21:20:40.010042,"(6.5, 8.0, 7.4625)","(10.0, 19.0, 18.2)","(8.5, 12.0, 11.375)","(8.5, 12.5, 11.7)","(1.45, 1.74, 1.71)","(16.0, 19.5, 17.652173913043477)"
10-01-2023 21:20:41.064474,"(6.5, 8.0, 7.486567164179105)","(10.0, 19.0, 18.4)","(8.5, 12.0, 11.375)","(8.5, 12.0, 11.7)","(1.45, 1.74, 1.71)","(16.0, 19.5, 17.925925925925927)"
10-01-2023 21:20:42.094198,"(6.5, 8.0, 7.501449275362319)","(10.0, 19.0, 17.57894736842105)","(8.5, 12.0, 11.375)","(8.5, 12.0, 11.7)","(1.45, 1.74, 1.71)","(16.0, 19.5, 17.925925925925927)"
10-01-2023 21:20:43.017948,"(6.5, 8.0, 7.797590361445783)","(10.0, 19.0, 17.425)","(8.5, 12.0, 11.375)","(8.5, 12.0, 11.7)","(1.45, 1.74, 1.72)","(16.0, 19.5, 17.925925925925927)"
10-01-2023 21:20:43.906535,"(6.5, 8.0, 7.805)","(11.0, 18.0, 17.53333333333333)","(8.5, 12.0, 11.375)","(8.5, 12.0, 11.76)","(1.45, 1.75, 1.72)","(16.0, 19.5, 17.652173913043477)"
10-01-2023 21:20:44.848820,"(6.5, 8.4, 8.025)","(11.0, 18.0, 17.02777777777778)","(8.5, 12.0, 11.375)","(8.5, 12.0, 11.76)","(1.45, 1.75, 1.72)","(16.0, 19.5, 17.625)"
10-01-2023 21:20:45.794992,"(6.5, 8.4, 7.859999999999999)","(11.0, 19.0, 18.4)","(8.5, 12.0, 11.375)","(8.5, 12.0, 11.76)","(1.45, 1.75, 1.7349999999999999)","(16.0, 19.5, 18.714285714285715)"
10-01-2023 21:20:46.769579,"(6.5, 8.2, 8.161538461538461)","(11.0, 18.5, 18.0)","(8.5, 12.0, 11.375)","(8.5, 12.0, 11.7)","(1.45, 1.78, 1.698888888888889)","(16.0, 19.0, 18.857142857142858)"
10-01-2023 21:20:47.798503,"(6.5, 8.4, 8.290909090909091)","(11.0, 18.5, 18.0)","(8.5, 12.0, 11.375)","(8.5, 12.0, 11.68421052631579)","(1.45, 1.77, 1.6966666666666665)","(16.0, 19.0, 18.857142857142858)"
10-01-2023 21:20:48.852218,"(6.5, 8.2, 8.066666666666666)","(11.0, 19.0, 18.4)","(8.5, 12.0, 11.0625)","(8.5, 12.0, 11.68421052631579)","(1.45, 1.77, 1.6914893617021276)","(16.0, 19.0, 18.857142857142858)"
10-01-2023 21:20:49.935493,"(6.5, 8.2, 8.085714285714285)","(11.0, 19.0, 18.25)","(8.5, 12.0, 11.0625)","(8.5, 12.0, 11.571428571428571)","(1.45, 1.76, 1.6914583333333333)","(16.0, 19.0, 18.857142857142858)"
10-01-2023 21:20:51.161621,"(6.5, 8.2, 8.04)","(11.0, 19.0, 17.96153846153846)","(8.5, 12.0, 11.076923076923077)","(8.5, 12.0, 11.571428571428571)","(1.45, 1.76, 1.666)","(16.0, 19.0, 18.40909090909091)"
10-01-2023 21:20:52.463630,"(6.5, 8.2, 8.04)","(11.0, 19.0, 15.125)","(8.5, 12.0, 11.423076923076923)","(8.5, 12.0, 11.73913043478261)","(1.45, 1.76, 1.73)","(16.0, 19.5, 17.61111111111111)"
10-01-2023 21:20:53.368937,"(6.5, 8.2, 8.066666666666666)","(11.0, 18.5, 15.125)","(8.5, 12.0, 11.423076923076923)","(8.5, 12.0, 11.73913043478261)","(1.45, 1.75, 1.73)","(16.0, 19.5, 17.61111111111111)"
10-01-2023 21:20:54.404986,"(6.5, 8.2, 8.066666666666666)","(11.0, 17.5, 16.8)","(8.5, 12.0, 11.5)","(8.5, 12.0, 11.73913043478261)","(1.45, 1.75, 1.6703846153846154)","(16.0, 19.5, 17.61764705882353)"
10-01-2023 21:20:55.735405,"(6.5, 8.4, 8.0)","(11.0, 17.5, 15.75)","(8.5, 12.0, 11.555555555555555)","(8.5, 12.5, 11.9375)","(1.45, 1.74, 1.7221739130434783)","(16.0, 19.5, 18.7)"
10-01-2023 21:20:56.877902,"(6.5, 8.4, 8.133333333333333)","(11.0, 17.0, 15.75)","(8.5, 12.0, 12.375)","(8.5, 12.5, 12.8)","(1.45, 1.73, 1.7078947368421051)","(16.0, 19.5, 19.055555555555557)"
10-01-2023 21:20:58.021832,"(6.5, 8.2, 8.1)","(11.0, 17.0, 15.071428571428571)","(8.5, 12.5, 12.25)","(8.5, 13.0, 12.538461538461538)","(1.45, 1.73, 1.7095121951219512)","(16.0, 19.5, 19.6)"
10-01-2023 21:20:59.060116,"(6.5, 9.0, 8.4)","(11.0, 16.5, 15.071428571428571)","(8.5, 12.5, 12.25)","(8.5, 13.0, 12.538461538461538)","(1.45, 1.73, 1.684705882352941)","(16.0, 22.0, 21.0)"
10-01-2023 21:21:00.031668,"(6.5, 8.6, 8.433333333333334)","(11.0, 16.5, 15.041666666666666)","(8.5, 12.5, 12.25)","(8.5, 13.0, 12.368421052631579)","(1.45, 1.73, 1.729054054054054)","(16.0, 22.0, 20.055555555555557)"
10-01-2023 21:21:00.927969,"(6.5, 8.4, 8.066666666666666)","(11.0, 16.5, 15.38888888888889)","(8.5, 12.5, 12.25)","(8.5, 13.5, 12.25)","(1.45, 1.73, 1.7262382445141065)","(16.0, 22.0, 20.055555555555557)"
10-01-2023 21:21:01.932988,"(6.5, 8.2, 7.826666666666666)","(11.0, 16.5, 15.09375)","(8.5, 12.5, 12.38888888888889)","(8.5, 13.0, 11.363636363636363)","(1.45, 1.73, 1.7178378378378378)","(16.0, 22.0, 20.055555555555557)"
10-01-2023 21:21:03.077725,"(6.5, 8.2, 8.047619047619047)","(11.0, 16.0, 15.058823529411764)","(8.5, 12.5, 12.423076923076923)","(8.5, 13.0, 11.25)","(1.45, 1.73, 1.7104347826086956)","(16.0, 22.0, 20.444444444444443)"
10-01-2023 21:21:04.415978,"(6.5, 8.0, 7.973913043478261)","(11.0, 16.0, 15.294117647058824)","(8.5, 12.5, 12.423076923076923)","(8.5, 11.5, 11.25)","(1.45, 1.73, 1.7135294117647057)","(16.0, 22.0, 19.26086956521739)"
10-01-2023 21:21:05.540320,"(6.5, 8.2, 7.949999999999999)","(11.0, 16.0, 15.538461538461538)","(8.5, 12.5, 12.4375)","(8.5, 12.5, 10.65909090909091)","(1.45, 1.73, 1.7135294117647057)","(16.0, 22.0, 19.26086956521739)"
10-01-2023 21:21:06.590856,"(6.5, 8.2, 8.0)","(11.0, 16.0, 15.538461538461538)","(8.5, 12.5, 12.423076923076923)","(8.5, 11.0, 10.5)","(1.45, 1.73, 1.7259259259259259)","(16.0, 22.0, 19.09090909090909)"
10-01-2023 21:21:07.715653,"(6.5, 8.2, 7.947368421052631)","(11.0, 16.0, 15.538461538461538)","(8.5, 12.5, 12.38888888888889)","(8.5, 10.5, 9.85)","(1.45, 1.76, 1.7259259259259259)","(16.0, 21.0, 20.0)"
10-01-2023 21:21:08.815553,"(6.5, 8.2, 7.852173913043478)","(11.0, 16.0, 15.538461538461538)","(8.5, 12.5, 12.38888888888889)","(8.5, 10.5, 9.633333333333333)","(1.45, 1.76, 1.7339130434782608)","(16.0, 21.0, 20.0)"
10-01-2023 21:21:09.753260,"(6.5, 8.6, 8.054545454545455)","(11.0, 16.0, 15.823529411764707)","(8.5, 13.0, 12.25)","(8.5, 11.0, 10.785714285714286)","(1.45, 1.77, 1.7679880774962742)","(16.0, 21.0, 20.470588235294116)"
10-01-2023 21:21:10.750933,"(6.5, 8.4, 8.304761904761905)","(11.0, 16.0, 15.833333333333334)","(8.5, 13.0, 12.125)","(8.5, 11.5, 10.5)","(1.45, 1.76, 1.7599383667180277)","(16.0, 21.0, 20.18181818181818)"
10-01-2023 21:21:11.833374,"(6.5, 8.0, 7.8)","(11.0, 16.0, 15.478260869565217)","(8.5, 13.0, 12.263157894736842)","(8.5, 11.5, 10.692307692307692)","(1.45, 1.77, 1.7442857142857142)","(16.0, 21.0, 20.0)"
10-01-2023 21:21:12.862434,"(6.5, 8.0, 7.712)","(11.0, 16.0, 15.117647058823529)","(8.5, 12.5, 12.375)","(8.5, 11.0, 9.755555555555555)","(1.45, 1.82, 1.7981818181818183)","(16.0, 20.0, 19.333333333333332)"
10-01-2023 21:21:14.025462,"(6.5, 8.0, 7.76)","(11.0, 15.5, 14.375)","(8.5, 12.5, 12.125)","(8.5, 11.0, 10.236363636363636)","(1.45, 1.82, 1.7971428571428572)","(16.0, 20.0, 18.93103448275862)"
10-01-2023 21:21:15.095719,"(6.5, 8.0, 7.76)","(11.0, 15.5, 13.642857142857142)","(8.5, 12.5, 12.125)","(8.5, 11.0, 10.127272727272727)","(1.45, 1.82, 1.794)","(16.0, 19.0, 18.75)"
10-01-2023 21:21:16.177154,"(6.5, 7.8, 7.64)","(11.0, 15.0, 14.25)","(8.5, 12.5, 11.884615384615385)","(8.5, 11.0, 9.799999999999999)","(1.45, 1.82, 1.790769230769231)","(16.0, 19.0, 18.75)"
10-01-2023 21:21:17.295895,"(6.5, 7.8, 7.666666666666667)","(11.0, 15.0, 14.014285714285714)","(8.5, 12.0, 11.66)","(8.5, 11.0, 9.707692307692307)","(1.45, 1.82, 1.7827272727272727)","(16.0, 19.0, 17.916666666666668)"
10-01-2023 21:21:18.446469,"(6.5, 7.8, 7.615384615384615)","(11.0, 15.0, 14.092105263157894)","(8.5, 12.0, 11.08695652173913)","(8.5, 10.5, 9.693333333333333)","(1.45, 1.81, 1.7827272727272727)","(16.0, 19.0, 18.157894736842106)"
10-01-2023 21:21:19.618846,"(6.5, 7.8, 7.64)","(11.0, 15.0, 14.266666666666667)","(8.5, 12.0, 11.095238095238095)","(8.5, 10.5, 9.491666666666667)","(1.45, 1.81, 1.777258064516129)","(16.0, 19.0, 17.714285714285715)"
10-01-2023 21:21:20.585948,"(6.5, 7.8, 7.64)","(11.0, 15.0, 14.290322580645162)","(8.5, 12.0, 11.095238095238095)","(8.5, 10.5, 9.491666666666667)","(1.45, 1.8, 1.777258064516129)","(16.0, 19.0, 18.1)"
10-01-2023 21:21:21.694710,"(6.5, 7.8, 7.64)","(11.0, 15.0, 14.043478260869565)","(8.5, 12.0, 11.095238095238095)","(8.5, 10.5, 9.491666666666667)","(1.45, 1.8, 1.78875)","(16.0, 19.0, 18.39189189189189)"
10-01-2023 21:21:22.738566,"(6.5, 7.8, 7.666666666666666)","(11.0, 15.0, 14.043478260869565)","(8.5, 12.0, 11.090909090909092)","(8.5, 10.0, 9.470588235294118)","(1.45, 1.81, 1.77375)","(16.0, 19.0, 18.39189189189189)"
10-01-2023 21:21:23.605114,"(6.5, 7.8, 7.714285714285714)","(11.0, 15.0, 14.043478260869565)","(8.5, 12.0, 11.130434782608695)","(8.5, 10.0, 9.470588235294118)","(1.45, 1.8, 1.77375)","(16.0, 19.0, 18.39189189189189)"
10-01-2023 21:21:24.731444,"(6.5, 8.0, 7.917241379310345)","(11.0, 15.0, 14.043478260869565)","(8.5, 12.0, 11.25)","(8.5, 10.0, 9.470588235294118)","(1.45, 1.8, 1.7960377358490567)","(16.0, 19.0, 18.322580645161292)"
10-01-2023 21:21:25.875118,"(6.5, 8.0, 7.917241379310345)","(11.0, 15.0, 14.043478260869565)","(8.5, 12.0, 11.294117647058824)","(8.5, 10.0, 9.470588235294118)","(1.45, 1.8, 1.79)","(16.0, 19.0, 18.34375)"
10-01-2023 21:21:26.952080,"(6.5, 8.2, 8.08)","(11.0, 15.0, 14.043478260869565)","(8.5, 12.0, 11.294117647058824)","(8.5, 10.0, 9.470588235294118)","(1.45, 1.8, 1.79)","(16.0, 19.0, 18.34375)"
10-01-2023 21:21:27.918779,"(6.5, 8.2, 8.0)","(11.0, 15.0, 14.043478260869565)","(8.5, 11.5, 11.464285714285714)","(8.5, 10.0, 9.7)","(1.45, 1.8, 1.79)","(16.0, 19.0, 17.928571428571427)"
10-01-2023 21:21:29.012713,"(6.5, 8.2, 7.888888888888888)","(11.0, 15.0, 14.038461538461538)","(8.5, 11.5, 10.958333333333334)","(8.5, 10.0, 9.625)","(1.45, 1.84, 1.8362962962962963)","(16.0, 19.0, 17.77777777777778)"
10-01-2023 21:21:30.153172,"(6.5, 8.2, 7.971428571428571)","(11.0, 15.0, 14.038461538461538)","(8.5, 11.5, 10.907407407407407)","(8.5, 10.0, 9.587096774193547)","(1.45, 1.84, 1.837777777777778)","(16.0, 19.0, 18.768115942028984)"
10-01-2023 21:21:31.279205,"(6.5, 8.2, 8.105882352941176)","(11.0, 15.0, 14.038461538461538)","(8.5, 11.5, 11.357142857142858)","(8.5, 10.0, 9.657142857142858)","(1.45, 1.84, 1.8353846153846154)","(16.0, 19.0, 18.92156862745098)"
