,Bobby Rissole,Asteroid Evee,Gothika,His Keen,Karinya Trombone
05-01-2023 16:56:23.596116,"(2.5, 4.0, 3.833333333333333)","(51.0, 75.0, 68.33333333333333)","(21.0, 60.0, 45.588235294117645)","(1.4, 1.59, 1.5775000000000001)","(13.0, 18.5, 16.75)"
05-01-2023 16:56:24.525945,"(2.5, 4.0, 3.833333333333333)","(51.0, 200.0, 151.66666666666669)","(21.0, 60.0, 45.588235294117645)","(1.4, 1.59, 1.5775000000000001)","(13.0, 18.0, 16.75)"
05-01-2023 16:56:25.480174,"(2.5, 4.0, 3.9)","(51.0, 210.0, 158.33333333333331)","(21.0, 60.0, 45.588235294117645)","(1.4, 1.59, 1.5775000000000001)","(13.0, 18.0, 16.75)"
05-01-2023 16:56:26.439088,"(2.5, 4.0, 3.9)","(51.0, 180.0, 138.33333333333331)","(21.0, 60.0, 45.588235294117645)","(1.4, 1.59, 1.5775000000000001)","(13.0, 18.0, 16.75)"
05-01-2023 16:56:27.390342,"(2.5, 4.0, 3.9)","(51.0, 180.0, 138.33333333333331)","(21.0, 60.0, 45.588235294117645)","(1.4, 1.59, 1.5775000000000001)","(13.0, 18.0, 16.75)"
05-01-2023 16:56:28.362999,"(2.5, 4.0, 3.890909090909091)","(51.0, 180.0, 138.33333333333331)","(21.0, 60.0, 45.588235294117645)","(1.4, 1.59, 1.5775000000000001)","(13.0, 18.0, 16.75)"
05-01-2023 16:56:29.416853,"(2.5, 4.0, 3.7600000000000002)","(51.0, 180.0, 138.33333333333331)","(21.0, 60.0, 45.588235294117645)","(1.4, 1.59, 1.5750000000000002)","(13.0, 18.0, 16.75)"
05-01-2023 16:56:30.301040,"(2.5, 3.9, 3.7333333333333334)","(51.0, 180.0, 138.33333333333331)","(21.0, 60.0, 45.588235294117645)","(1.4, 1.59, 1.5750000000000002)","(13.0, 17.5, 16.25)"
05-01-2023 16:56:31.232331,"(2.5, 3.9, 3.851923076923077)","(51.0, 180.0, 138.33333333333331)","(21.0, 60.0, 45.588235294117645)","(1.4, 1.59, 1.5750000000000002)","(13.0, 17.0, 16.25)"
05-01-2023 16:56:32.284873,"(2.5, 3.9, 3.851923076923077)","(51.0, 180.0, 138.33333333333331)","(21.0, 60.0, 45.588235294117645)","(1.4, 1.59, 1.5750000000000002)","(13.0, 17.0, 16.25)"
05-01-2023 16:56:33.304985,"(2.5, 3.9, 3.7333333333333334)","(51.0, 180.0, 138.33333333333331)","(21.0, 60.0, 42.5)","(1.4, 1.59, 1.5750000000000002)","(13.0, 17.0, 15.875)"
05-01-2023 16:56:34.378337,"(2.5, 3.9, 3.7333333333333334)","(51.0, 180.0, 159.16666666666666)","(21.0, 60.0, 41.66666666666667)","(1.4, 1.59, 1.5775000000000001)","(13.0, 17.0, 15.875)"
05-01-2023 16:56:35.494357,"(2.5, 3.9, 3.7333333333333334)","(51.0, 170.0, 150.83333333333334)","(21.0, 60.0, 41.66666666666667)","(1.4, 1.59, 1.5750000000000002)","(13.0, 17.0, 15.722222222222221)"
05-01-2023 16:56:36.427547,"(2.5, 3.9, 3.757142857142857)","(51.0, 170.0, 115.0)","(21.0, 60.0, 41.66666666666667)","(1.4, 1.59, 1.5750000000000002)","(13.0, 17.5, 15.666666666666666)"
05-01-2023 16:56:37.406570,"(2.5, 4.0, 3.7857142857142856)","(51.0, 170.0, 100.0)","(21.0, 60.0, 34.07142857142857)","(1.4, 1.59, 1.5750000000000002)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:56:38.666753,"(2.5, 4.0, 3.772727272727273)","(51.0, 160.0, 139.375)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:56:39.825626,"(2.5, 4.0, 3.8333333333333335)","(51.0, 150.0, 140.55555555555554)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:56:40.744809,"(2.5, 4.0, 3.8333333333333335)","(51.0, 160.0, 149.44444444444446)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:56:41.939899,"(2.5, 4.0, 3.8333333333333335)","(51.0, 140.0, 125.0)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:56:42.957056,"(2.5, 3.95, 3.853846153846154)","(51.0, 140.0, 111.15384615384616)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 16.5, 17.25)"
05-01-2023 16:56:43.891480,"(2.5, 3.95, 3.853846153846154)","(51.0, 140.0, 111.15384615384616)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 19.0, 17.25)"
05-01-2023 16:56:44.971157,"(2.5, 3.9, 3.816666666666667)","(51.0, 140.0, 111.15384615384616)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:56:46.092883,"(2.5, 3.9, 3.816666666666667)","(51.0, 140.0, 111.15384615384616)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:56:47.131607,"(2.5, 3.9, 3.816666666666667)","(51.0, 140.0, 111.15384615384616)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:56:48.222799,"(2.5, 3.9, 3.816666666666667)","(51.0, 140.0, 111.15384615384616)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:56:49.356433,"(2.5, 3.9, 3.816666666666667)","(51.0, 140.0, 111.15384615384616)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:56:50.371153,"(2.6, 3.9, 3.816666666666667)","(51.0, 140.0, 111.15384615384616)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 18.0, 15.833333333333334)"
05-01-2023 16:56:51.327239,"(2.6, 3.85, 3.7875)","(51.0, 140.0, 111.15384615384616)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 17.5, 15.833333333333334)"
05-01-2023 16:56:52.462976,"(2.6, 3.85, 3.7875)","(51.0, 140.0, 108.75)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 17.5, 16.25)"
05-01-2023 16:56:53.413591,"(2.6, 3.85, 3.7875)","(51.0, 140.0, 108.75)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5750000000000002)","(13.0, 17.0, 16.25)"
05-01-2023 16:56:54.338250,"(2.6, 3.85, 3.7666666666666666)","(51.0, 140.0, 108.75)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5750000000000002)","(13.0, 17.0, 16.25)"
05-01-2023 16:56:55.366191,"(2.6, 3.85, 3.7666666666666666)","(51.0, 140.0, 108.75)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5750000000000002)","(13.0, 17.0, 16.25)"
05-01-2023 16:56:56.448142,"(2.6, 3.85, 3.7666666666666666)","(51.0, 140.0, 108.75)","(21.0, 60.0, 35.8)","(1.4, 1.59, 1.5666666666666667)","(13.0, 17.0, 16.25)"
05-01-2023 16:56:57.519430,"(2.6, 3.85, 3.7666666666666666)","(51.0, 140.0, 107.85714285714286)","(21.0, 60.0, 46.85714285714286)","(1.4, 1.59, 1.5814285714285714)","(13.0, 17.0, 15.666666666666666)"
05-01-2023 16:56:58.499660,"(2.6, 3.8, 3.7545454545454544)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 36.55555555555556)","(1.4, 1.59, 1.5814285714285714)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:56:59.525952,"(2.6, 3.8, 3.7545454545454544)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 36.10526315789474)","(1.4, 1.59, 1.5814285714285714)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:00.553642,"(2.6, 3.8, 3.7545454545454544)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 36.10526315789474)","(1.4, 1.59, 1.5814285714285714)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:01.505339,"(2.6, 3.8, 3.76875)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 36.10526315789474)","(1.4, 1.59, 1.5814285714285714)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:02.425316,"(2.6, 3.8, 3.76875)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 36.10526315789474)","(1.4, 1.59, 1.5814285714285714)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:03.324713,"(2.6, 3.8, 3.76875)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.59, 1.5766666666666667)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:04.283315,"(2.6, 3.8, 3.76875)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.5714285714285714)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:05.271809,"(2.6, 3.8, 3.76875)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.5714285714285714)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:06.206655,"(2.6, 3.75, 3.7291666666666665)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.5714285714285714)","(13.0, 18.0, 16.75)"
05-01-2023 16:57:07.106221,"(2.6, 3.75, 3.732608695652174)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.5714285714285714)","(13.0, 18.0, 16.75)"
05-01-2023 16:57:08.132713,"(2.6, 3.75, 3.732608695652174)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.5714285714285714)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:57:09.196634,"(2.6, 3.75, 3.732608695652174)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.5714285714285714)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:57:10.025049,"(2.6, 3.75, 3.732608695652174)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.5714285714285714)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:57:10.992473,"(2.6, 3.75, 3.732608695652174)","(51.0, 140.0, 107.85714285714286)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.5625)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:57:12.090175,"(2.6, 3.8, 3.7925)","(51.0, 140.0, 121.875)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.57)","(13.0, 18.0, 16.25)"
05-01-2023 16:57:13.091282,"(2.6, 3.8, 3.7925)","(51.0, 130.0, 122.77777777777777)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.57)","(13.0, 17.0, 16.25)"
05-01-2023 16:57:14.064101,"(2.6, 3.8, 3.7925)","(51.0, 130.0, 115.0)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.57)","(13.0, 17.0, 16.25)"
05-01-2023 16:57:15.049322,"(2.6, 3.8, 3.7925)","(51.0, 130.0, 115.0)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.57)","(13.0, 17.0, 16.25)"
05-01-2023 16:57:15.976727,"(2.6, 3.8, 3.7925)","(51.0, 130.0, 118.0)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.57)","(13.0, 17.0, 16.25)"
05-01-2023 16:57:16.870759,"(2.6, 3.8, 3.7925)","(51.0, 130.0, 118.0)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.6, 1.57)","(13.0, 17.0, 16.25)"
05-01-2023 16:57:17.984345,"(2.6, 3.8, 3.786363636363636)","(51.0, 130.0, 118.0)","(21.0, 50.0, 38.266666666666666)","(1.4, 1.63, 1.5713333333333332)","(13.0, 17.0, 15.75)"
05-01-2023 16:57:19.129891,"(2.6, 3.8, 3.65)","(51.0, 130.0, 118.0)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.567)","(13.0, 17.0, 15.666666666666666)"
05-01-2023 16:57:20.160650,"(2.6, 3.8, 3.5428571428571427)","(51.0, 130.0, 118.0)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.567)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:21.322912,"(2.6, 3.8, 3.525)","(51.0, 130.0, 118.0)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.567)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:22.466254,"(2.6, 3.8, 3.523076923076923)","(51.0, 130.0, 118.0)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.594)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:23.679843,"(2.6, 3.7, 3.5611111111111113)","(51.0, 130.0, 118.0)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.598235294117647)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:24.801143,"(2.6, 3.7, 3.5611111111111113)","(51.0, 130.0, 118.0)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.5918181818181818)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:25.666944,"(2.6, 3.7, 3.5611111111111113)","(51.0, 130.0, 115.0)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.5918181818181818)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:26.696205,"(2.6, 3.7, 3.5611111111111113)","(51.0, 130.0, 121.875)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.5775000000000001)","(13.0, 18.0, 15.777777777777779)"
05-01-2023 16:57:27.743438,"(2.6, 3.7, 3.5611111111111113)","(51.0, 140.0, 105.38461538461539)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.5775000000000001)","(13.0, 17.5, 16.5)"
05-01-2023 16:57:28.636298,"(2.6, 3.7, 3.5611111111111113)","(51.0, 130.0, 121.875)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.5775000000000001)","(13.0, 17.5, 16.5)"
05-01-2023 16:57:29.550691,"(2.6, 3.8, 3.577272727272727)","(51.0, 130.0, 121.875)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.5775000000000001)","(13.0, 17.5, 16.5)"
05-01-2023 16:57:30.601705,"(2.6, 3.65, 3.5388888888888888)","(51.0, 130.0, 117.0)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.593157894736842)","(13.0, 17.5, 16.5)"
05-01-2023 16:57:31.526661,"(2.6, 3.65, 3.5388888888888888)","(51.0, 130.0, 120.625)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.593157894736842)","(13.0, 17.5, 16.5)"
05-01-2023 16:57:32.544806,"(2.6, 3.65, 3.5388888888888888)","(51.0, 130.0, 123.75)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.593157894736842)","(13.0, 17.5, 16.0)"
05-01-2023 16:57:33.607651,"(2.6, 3.65, 3.525)","(51.0, 130.0, 123.75)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.593157894736842)","(13.0, 18.5, 16.75)"
05-01-2023 16:57:34.619757,"(2.6, 3.65, 3.525)","(51.0, 130.0, 120.625)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.593157894736842)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:57:35.502074,"(2.6, 3.65, 3.525)","(51.0, 130.0, 120.625)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.593157894736842)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:57:36.656560,"(2.6, 3.75, 3.675)","(51.0, 130.0, 120.625)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.6005263157894738)","(13.0, 18.0, 16.75)"
05-01-2023 16:57:37.718303,"(2.6, 3.6, 3.50625)","(51.0, 130.0, 120.625)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.6053846153846154)","(13.0, 18.0, 16.75)"
05-01-2023 16:57:38.753723,"(2.6, 3.6, 3.50625)","(51.0, 130.0, 120.625)","(21.0, 50.0, 34.72727272727273)","(1.4, 1.63, 1.6053846153846154)","(13.0, 18.0, 16.75)"
05-01-2023 16:57:39.818793,"(2.6, 3.6, 3.50625)","(51.0, 130.0, 120.625)","(21.0, 50.0, 38.333333333333336)","(1.4, 1.63, 1.6053846153846154)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:57:40.868479,"(2.6, 3.55, 3.45)","(51.0, 130.0, 95.0)","(21.0, 50.0, 38.333333333333336)","(1.4, 1.63, 1.6185714285714285)","(13.0, 17.5, 15.833333333333334)"
05-01-2023 16:57:42.007132,"(2.6, 3.55, 3.45)","(51.0, 130.0, 95.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.63, 1.6185714285714285)","(13.0, 17.0, 16.25)"
05-01-2023 16:57:43.123505,"(2.6, 3.55, 3.45)","(51.0, 130.0, 105.0)","(21.0, 50.0, 38.333333333333336)","(1.4, 1.63, 1.6375)","(13.0, 17.0, 16.25)"
05-01-2023 16:57:44.139441,"(2.6, 3.5, 3.333333333333333)","(51.0, 150.0, 105.0)","(21.0, 50.0, 38.333333333333336)","(1.4, 1.65, 1.6375)","(13.0, 17.0, 16.25)"
05-01-2023 16:57:45.271291,"(2.6, 3.5, 3.333333333333333)","(51.0, 150.0, 105.0)","(21.0, 50.0, 38.333333333333336)","(1.4, 1.65, 1.6375)","(13.0, 17.0, 16.25)"
05-01-2023 16:57:46.333761,"(2.6, 3.5, 3.3166666666666664)","(51.0, 160.0, 110.0)","(21.0, 50.0, 38.333333333333336)","(1.4, 1.65, 1.635)","(13.0, 17.0, 17.25)"
05-01-2023 16:57:47.361925,"(2.6, 3.5, 3.2708333333333335)","(51.0, 160.0, 110.0)","(21.0, 50.0, 38.333333333333336)","(1.4, 1.65, 1.64)","(13.0, 19.0, 15.666666666666666)"
05-01-2023 16:57:48.448517,"(2.6, 3.5, 3.3166666666666664)","(51.0, 160.0, 110.0)","(21.0, 50.0, 38.333333333333336)","(1.4, 1.65, 1.6260000000000001)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:49.714090,"(2.6, 3.5, 3.3307692307692305)","(51.0, 160.0, 110.0)","(21.0, 50.0, 38.333333333333336)","(1.4, 1.65, 1.63)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:50.769455,"(2.6, 3.5, 3.3499999999999996)","(51.0, 160.0, 110.0)","(21.0, 50.0, 38.333333333333336)","(1.4, 1.65, 1.635)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:51.869612,"(2.6, 3.45, 3.342857142857143)","(51.0, 160.0, 110.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.65, 1.635)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:52.939686,"(2.6, 3.45, 3.342857142857143)","(51.0, 160.0, 110.0)","(21.0, 50.0, 34.25)","(1.4, 1.65, 1.635)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:57:54.087165,"(2.6, 3.45, 3.342857142857143)","(51.0, 160.0, 110.0)","(21.0, 50.0, 34.25)","(1.4, 1.65, 1.6457142857142857)","(13.0, 16.5, 16.75)"
05-01-2023 16:57:55.172169,"(2.6, 3.45, 3.338888888888889)","(51.0, 160.0, 110.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.65, 1.6458333333333333)","(13.0, 18.0, 16.75)"
05-01-2023 16:57:56.345606,"(2.6, 3.45, 3.338888888888889)","(51.0, 160.0, 110.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.65, 1.6458333333333333)","(13.0, 18.0, 16.75)"
05-01-2023 16:57:57.382814,"(2.6, 3.45, 3.2847826086956524)","(51.0, 160.0, 110.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.65, 1.6457142857142857)","(13.0, 18.0, 16.75)"
05-01-2023 16:57:58.436038,"(2.6, 3.4, 3.2772727272727273)","(51.0, 160.0, 110.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.65, 1.6457142857142857)","(13.0, 18.0, 16.75)"
05-01-2023 16:57:59.436510,"(2.6, 3.4, 3.2714285714285714)","(51.0, 160.0, 140.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.66, 1.621726618705036)","(13.0, 18.0, 16.75)"
05-01-2023 16:58:00.453327,"(2.6, 3.4, 3.2714285714285714)","(51.0, 160.0, 140.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.66, 1.621726618705036)","(13.0, 18.0, 15.833333333333334)"
05-01-2023 16:58:01.415894,"(2.6, 3.4, 3.2875)","(51.0, 160.0, 140.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.66, 1.621726618705036)","(13.0, 17.5, 16.25)"
05-01-2023 16:58:02.626254,"(2.6, 3.4, 3.2875)","(51.0, 160.0, 140.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.66, 1.621726618705036)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:03.736274,"(2.6, 3.4, 3.2875)","(51.0, 160.0, 140.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.66, 1.6217910447761195)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:04.762437,"(2.6, 3.4, 3.2973684210526315)","(51.0, 160.0, 140.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.66, 1.6026865671641792)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:05.937266,"(2.6, 3.5, 3.3653846153846154)","(51.0, 160.0, 140.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.66, 1.6026865671641792)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:06.992752,"(2.6, 3.5, 3.3653846153846154)","(51.0, 160.0, 140.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.66, 1.6026865671641792)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:08.167796,"(2.6, 3.5, 3.3653846153846154)","(51.0, 160.0, 140.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.66, 1.6122388059701493)","(13.0, 17.0, 15.666666666666666)"
05-01-2023 16:58:09.274928,"(2.6, 3.5, 3.3653846153846154)","(51.0, 160.0, 140.0)","(21.0, 50.0, 39.23076923076923)","(1.4, 1.66, 1.6122388059701493)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:58:10.431316,"(2.6, 3.5, 3.3653846153846154)","(51.0, 160.0, 140.0)","(21.0, 50.0, 34.25)","(1.4, 1.66, 1.631171875)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:58:11.436856,"(2.6, 3.4, 3.3318181818181816)","(51.0, 160.0, 140.0)","(21.0, 50.0, 34.0)","(1.4, 1.66, 1.631171875)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:58:12.506765,"(2.6, 3.4, 3.3285714285714283)","(51.0, 160.0, 140.0)","(21.0, 50.0, 34.0)","(1.4, 1.66, 1.631171875)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:58:13.449734,"(2.6, 3.4, 3.3285714285714283)","(51.0, 160.0, 140.0)","(21.0, 50.0, 34.0)","(1.4, 1.66, 1.631171875)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:58:14.316162,"(2.6, 3.4, 3.3285714285714283)","(51.0, 160.0, 140.0)","(21.0, 50.0, 34.0)","(1.4, 1.66, 1.631171875)","(13.0, 16.5, 17.25)"
05-01-2023 16:58:15.254920,"(2.6, 3.4, 3.30625)","(51.0, 160.0, 140.0)","(21.0, 50.0, 34.0)","(1.4, 1.66, 1.6219354838709679)","(13.0, 19.0, 16.75)"
05-01-2023 16:58:16.249799,"(2.6, 3.4, 3.376190476190476)","(51.0, 160.0, 140.0)","(21.0, 50.0, 40.588235294117645)","(1.4, 1.66, 1.6219354838709679)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:58:17.246161,"(2.6, 3.4, 3.376190476190476)","(51.0, 160.0, 141.0)","(21.0, 50.0, 34.0)","(1.4, 1.66, 1.6108333333333333)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:58:18.166341,"(2.6, 3.5, 3.453333333333333)","(51.0, 160.0, 141.0)","(21.0, 50.0, 35.6)","(1.4, 1.66, 1.6146153846153848)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:58:19.136938,"(2.6, 3.35, 3.3312500000000003)","(51.0, 160.0, 141.0)","(21.0, 50.0, 39.5)","(1.4, 1.66, 1.6146153846153848)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:58:20.128927,"(2.6, 3.35, 3.3312500000000003)","(51.0, 160.0, 141.0)","(21.0, 50.0, 39.5)","(1.4, 1.66, 1.6146153846153848)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:58:21.234777,"(2.6, 3.35, 3.3312500000000003)","(51.0, 160.0, 139.0)","(21.0, 50.0, 39.5)","(1.4, 1.66, 1.6146153846153848)","(13.0, 18.0, 15.916666666666666)"
05-01-2023 16:58:22.191101,"(2.6, 3.35, 3.3312500000000003)","(51.0, 160.0, 139.0)","(21.0, 50.0, 39.5)","(1.4, 1.66, 1.6232520325203252)","(13.0, 18.0, 16.25)"
05-01-2023 16:58:23.232624,"(2.6, 3.35, 3.3346938775510204)","(51.0, 160.0, 151.25)","(21.0, 50.0, 37.625)","(1.4, 1.66, 1.6232520325203252)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:24.220771,"(2.6, 3.35, 3.3346938775510204)","(51.0, 160.0, 110.0)","(21.0, 50.0, 37.625)","(1.4, 1.66, 1.6148)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:25.058194,"(2.6, 3.4, 3.379591836734694)","(51.0, 160.0, 110.0)","(21.0, 50.0, 37.625)","(1.4, 1.66, 1.6148)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:26.013804,"(2.6, 3.4, 3.379591836734694)","(51.0, 170.0, 75.71428571428571)","(21.0, 50.0, 37.625)","(1.4, 1.65, 1.6375)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:26.977891,"(2.6, 3.4, 3.379591836734694)","(51.0, 160.0, 110.0)","(21.0, 50.0, 37.625)","(1.4, 1.65, 1.6144354838709678)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:27.877702,"(2.6, 3.4, 3.379591836734694)","(51.0, 160.0, 110.0)","(21.0, 50.0, 37.625)","(1.4, 1.66, 1.6144)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:28.683614,"(2.6, 3.4, 3.379591836734694)","(51.0, 160.0, 110.0)","(21.0, 50.0, 37.625)","(1.4, 1.66, 1.6144)","(13.0, 17.0, 16.25)"
05-01-2023 16:58:29.577580,"(2.6, 3.4, 3.3846153846153846)","(51.0, 160.0, 110.0)","(21.0, 50.0, 37.625)","(1.4, 1.66, 1.6144354838709678)","(13.0, 16.5, 15.666666666666666)"
05-01-2023 16:58:30.521662,"(2.6, 3.4, 3.3846153846153846)","(51.0, 160.0, 110.0)","(21.0, 50.0, 37.625)","(1.4, 1.66, 1.6144354838709678)","(13.0, 16.5, 15.666666666666666)"
