,Casting Vote,Only Juan,Raglan Mafia,Seymour Thunder,Know Juan,Tokyo Drift,Whos My Mother
10-01-2023 20:14:05.711005,"(31.0, 60.0, 59.83870967741935)","(15.0, 19.0, 18.666666666666668)","(26.0, 42.0, 40.4)","(7.0, 7.8, 7.690322580645161)","(20.0, 36.0, 29.333333333333332)","(1.16, 1.39, 1.378984375)","(41.0, 110.0, 106.7741935483871)"
10-01-2023 20:14:06.762252,"(31.0, 60.0, 59.83870967741935)","(15.0, 19.0, 18.571428571428573)","(26.0, 42.0, 41.38461538461539)","(7.0, 8.0, 7.616)","(20.0, 32.0, 28.666666666666668)","(1.16, 1.39, 1.381353711790393)","(41.0, 110.0, 106.96969696969697)"
10-01-2023 20:14:07.824146,"(31.0, 60.0, 59.85294117647059)","(15.0, 19.0, 18.594594594594593)","(26.0, 42.0, 41.42857142857143)","(7.0, 8.0, 7.699999999999999)","(20.0, 32.0, 28.923076923076923)","(1.16, 1.39, 1.380225080385852)","(41.0, 110.0, 106.96969696969697)"
10-01-2023 20:14:08.842178,"(31.0, 60.0, 59.85294117647059)","(15.0, 18.5, 18.40625)","(26.0, 42.0, 41.42857142857143)","(7.0, 8.0, 7.745454545454545)","(20.0, 32.0, 28.923076923076923)","(1.16, 1.39, 1.3820912547528517)","(41.0, 110.0, 106.7741935483871)"
10-01-2023 20:14:09.874386,"(31.0, 65.0, 64.0909090909091)","(15.0, 18.5, 18.375)","(26.0, 42.0, 40.0)","(7.0, 7.8, 7.546666666666667)","(20.0, 32.0, 29.0)","(1.16, 1.39, 1.392251082251082)","(41.0, 110.0, 106.7741935483871)"
10-01-2023 20:14:10.855025,"(31.0, 65.0, 64.0909090909091)","(15.0, 18.5, 17.9)","(26.0, 42.0, 41.07692307692308)","(7.0, 7.6, 7.537254901960784)","(20.0, 30.0, 28.5)","(1.16, 1.4, 1.395891472868217)","(41.0, 110.0, 106.7741935483871)"
10-01-2023 20:14:11.796398,"(31.0, 65.0, 64.0909090909091)","(15.0, 18.5, 17.944444444444443)","(26.0, 42.0, 41.07692307692308)","(7.0, 7.6, 7.474509803921569)","(20.0, 30.0, 28.5)","(1.16, 1.4, 1.3998969072164948)","(41.0, 110.0, 106.96969696969697)"
10-01-2023 20:14:12.795136,"(31.0, 65.0, 64.16666666666667)","(15.0, 18.5, 18.142857142857142)","(26.0, 42.0, 41.14285714285714)","(7.0, 7.6, 7.485714285714286)","(20.0, 30.0, 28.5)","(1.16, 1.4, 1.3995471698113207)","(41.0, 110.0, 106.7741935483871)"
10-01-2023 20:14:13.810587,"(31.0, 65.0, 63.68421052631579)","(15.0, 18.5, 18.166666666666668)","(26.0, 42.0, 41.14285714285714)","(7.0, 7.6, 7.5)","(20.0, 30.0, 28.363636363636363)","(1.16, 1.4, 1.400821643286573)","(41.0, 110.0, 108.38709677419355)"
10-01-2023 20:14:14.839067,"(31.0, 60.0, 59.92753623188406)","(15.0, 18.5, 17.785714285714285)","(26.0, 42.0, 41.86666666666667)","(7.0, 7.6, 7.5)","(20.0, 30.0, 28.25)","(1.16, 1.41, 1.4018161925601749)","(41.0, 110.0, 108.38709677419355)"
10-01-2023 20:14:15.903684,"(31.0, 60.0, 59.92753623188406)","(15.0, 18.5, 18.045454545454547)","(26.0, 42.0, 41.86666666666667)","(7.0, 7.6, 7.3527272727272734)","(20.0, 30.0, 27.285714285714285)","(1.16, 1.41, 1.4101333333333332)","(41.0, 110.0, 108.4126984126984)"
10-01-2023 20:14:16.877777,"(31.0, 60.0, 59.929577464788736)","(15.0, 18.0, 17.695652173913043)","(26.0, 42.0, 41.733333333333334)","(7.0, 7.4, 7.2631578947368425)","(20.0, 28.0, 27.285714285714285)","(1.16, 1.42, 1.4090476190476189)","(41.0, 110.0, 108.4126984126984)"
10-01-2023 20:14:17.830807,"(31.0, 65.0, 64.45945945945945)","(15.0, 18.0, 17.63157894736842)","(26.0, 42.0, 41.733333333333334)","(7.0, 7.4, 7.279069767441861)","(20.0, 28.0, 26.75)","(1.16, 1.41, 1.4041489361702126)","(41.0, 110.0, 108.4126984126984)"
10-01-2023 20:14:18.841885,"(31.0, 65.0, 64.45945945945945)","(14.0, 18.0, 17.733333333333334)","(26.0, 42.0, 41.733333333333334)","(6.0, 7.4, 7.300000000000001)","(19.0, 29.0, 27.0)","(1.18, 1.41, 1.409186046511628)","(41.0, 110.0, 108.38709677419355)"
10-01-2023 20:14:19.858209,"(31.0, 65.0, 64.85507246376812)","(14.0, 18.0, 17.555555555555557)","(26.0, 42.0, 41.733333333333334)","(6.0, 7.4, 7.336363636363637)","(19.0, 29.0, 27.0)","(1.18, 1.41, 1.40248)","(41.0, 110.0, 108.38709677419355)"
10-01-2023 20:14:20.857316,"(31.0, 65.0, 63.83116883116883)","(14.0, 17.5, 17.41176470588235)","(26.0, 42.0, 41.666666666666664)","(6.0, 7.4, 7.5)","(19.0, 29.0, 26.714285714285715)","(1.18, 1.41, 1.4103225806451611)","(41.0, 110.0, 117.6470588235294)"
10-01-2023 20:14:21.844697,"(31.0, 65.0, 63.269230769230774)","(14.0, 17.5, 17.238095238095237)","(26.0, 42.0, 41.26829268292683)","(6.0, 7.6, 7.228571428571429)","(19.0, 28.0, 25.375)","(1.18, 1.42, 1.4135897435897435)","(41.0, 120.0, 119.28571428571429)"
10-01-2023 20:14:22.782223,"(31.0, 65.0, 63.269230769230774)","(14.0, 17.5, 17.21794871794872)","(26.0, 42.0, 41.4)","(6.0, 7.4, 7.228571428571429)","(19.0, 26.0, 25.5)","(1.18, 1.42, 1.4124999999999999)","(41.0, 120.0, 119.28571428571429)"
10-01-2023 20:14:23.752164,"(31.0, 65.0, 63.16326530612245)","(14.0, 17.0, 16.930555555555557)","(26.0, 42.0, 41.294117647058826)","(6.0, 7.4, 7.318181818181818)","(19.0, 26.0, 25.142857142857142)","(1.18, 1.42, 1.4123076923076923)","(41.0, 120.0, 117.41379310344828)"
10-01-2023 20:14:24.779805,"(31.0, 65.0, 63.16326530612245)","(14.0, 17.5, 17.2027027027027)","(26.0, 42.0, 41.4)","(6.0, 7.4, 7.236363636363636)","(19.0, 26.0, 25.285714285714285)","(1.18, 1.42, 1.4150877192982456)","(41.0, 120.0, 117.6923076923077)"
10-01-2023 20:14:25.818233,"(31.0, 65.0, 63.269230769230774)","(14.0, 16.5, 16.214285714285715)","(26.0, 42.0, 41.19230769230769)","(6.0, 7.4, 7.236363636363636)","(19.0, 27.0, 25.285714285714285)","(1.18, 1.42, 1.4163970588235293)","(41.0, 120.0, 117.6923076923077)"
10-01-2023 20:14:26.796192,"(31.0, 65.0, 63.269230769230774)","(14.0, 17.0, 16.473684210526315)","(26.0, 42.0, 40.90909090909091)","(6.0, 7.4, 7.253061224489796)","(19.0, 27.0, 25.285714285714285)","(1.18, 1.42, 1.4158389261744966)","(41.0, 120.0, 105.94594594594595)"
10-01-2023 20:14:27.771320,"(31.0, 65.0, 63.269230769230774)","(14.0, 17.0, 16.23076923076923)","(26.0, 42.0, 41.19230769230769)","(6.0, 7.4, 7.253061224489796)","(19.0, 28.0, 26.714285714285715)","(1.18, 1.42, 1.4166844919786095)","(41.0, 110.0, 105.83333333333333)"
10-01-2023 20:14:28.731929,"(31.0, 65.0, 63.16326530612245)","(14.0, 17.0, 16.75)","(26.0, 42.0, 41.19230769230769)","(6.0, 7.4, 7.236363636363636)","(19.0, 28.0, 27.18181818181818)","(1.18, 1.42, 1.4163128491620112)","(41.0, 110.0, 105.83333333333333)"
10-01-2023 20:14:29.710523,"(31.0, 65.0, 63.16326530612245)","(14.0, 17.0, 16.57894736842105)","(26.0, 42.0, 41.19230769230769)","(6.0, 7.4, 7.272727272727273)","(19.0, 28.0, 26.333333333333332)","(1.18, 1.42, 1.4151612903225805)","(41.0, 110.0, 105.94594594594595)"
10-01-2023 20:14:30.746777,"(31.0, 65.0, 63.269230769230774)","(14.0, 17.0, 16.4)","(26.0, 42.0, 41.19230769230769)","(6.0, 7.4, 7.245454545454546)","(19.0, 29.0, 26.5)","(1.18, 1.42, 1.4288585434173668)","(41.0, 110.0, 105.94594594594595)"
10-01-2023 20:14:31.769203,"(31.0, 65.0, 63.269230769230774)","(14.0, 16.5, 16.375)","(26.0, 42.0, 40.82142857142857)","(6.0, 7.4, 7.245454545454546)","(19.0, 27.0, 26.5)","(1.18, 1.43, 1.4292910447761193)","(41.0, 110.0, 105.83333333333333)"
10-01-2023 20:14:32.763401,"(31.0, 65.0, 63.69565217391305)","(14.0, 17.0, 16.51851851851852)","(26.0, 42.0, 40.888888888888886)","(6.0, 7.4, 7.131147540983607)","(19.0, 28.0, 27.4)","(1.18, 1.43, 1.4292910447761193)","(41.0, 110.0, 105.83333333333333)"
10-01-2023 20:14:33.736214,"(31.0, 65.0, 63.69565217391305)","(14.0, 17.0, 16.7)","(26.0, 42.0, 40.714285714285715)","(6.0, 7.4, 7.175)","(18.0, 28.0, 27.0)","(1.18, 1.43, 1.4254716981132074)","(41.0, 110.0, 105.94594594594595)"
10-01-2023 20:14:34.661678,"(31.0, 65.0, 63.75)","(14.0, 17.0, 16.5)","(26.0, 42.0, 40.666666666666664)","(6.0, 7.4, 7.186046511627907)","(18.0, 28.0, 27.0)","(1.18, 1.43, 1.4170609318996414)","(41.0, 110.0, 105.94594594594595)"
10-01-2023 20:14:35.644281,"(31.0, 65.0, 63.75)","(14.0, 17.0, 16.652173913043477)","(26.0, 40.0, 39.5)","(6.0, 7.6, 7.383333333333333)","(18.0, 27.0, 26.785714285714285)","(1.18, 1.42, 1.419656862745098)","(41.0, 110.0, 97.75)"
10-01-2023 20:14:36.724192,"(31.0, 65.0, 63.08510638297872)","(14.0, 17.0, 16.5)","(26.0, 40.0, 39.5)","(6.0, 7.6, 7.306976744186047)","(18.0, 27.0, 25.857142857142858)","(1.18, 1.42, 1.4269767441860464)","(41.0, 100.0, 97.63157894736842)"
10-01-2023 20:14:37.651373,"(31.0, 65.0, 62.75)","(14.0, 17.0, 16.225806451612904)","(26.0, 40.0, 39.41463414634146)","(6.0, 7.4, 7.306976744186047)","(18.0, 26.0, 25.857142857142858)","(1.18, 1.43, 1.429621212121212)","(41.0, 100.0, 97.63157894736842)"
10-01-2023 20:14:38.588567,"(31.0, 65.0, 62.2093023255814)","(14.0, 17.0, 16.32758620689655)","(26.0, 40.0, 39.25581395348837)","(6.0, 7.2, 7.1466666666666665)","(18.0, 27.0, 26.11764705882353)","(1.18, 1.43, 1.4230113636363635)","(41.0, 100.0, 97.6923076923077)"
10-01-2023 20:14:39.605395,"(31.0, 65.0, 62.391304347826086)","(14.0, 17.0, 16.27777777777778)","(26.0, 40.0, 39.225806451612904)","(6.0, 7.4, 7.475)","(18.0, 27.0, 25.806451612903224)","(1.18, 1.43, 1.4133838383838384)","(41.0, 100.0, 97.6923076923077)"
10-01-2023 20:14:40.682617,"(31.0, 70.0, 65.58823529411765)","(14.0, 17.0, 16.344827586206897)","(26.0, 38.0, 37.61290322580645)","(6.0, 7.6, 7.650980392156863)","(18.0, 26.0, 26.0)","(1.18, 1.42, 1.4016666666666666)","(41.0, 100.0, 97.72151898734177)"
10-01-2023 20:14:41.686038,"(31.0, 65.0, 63.23529411764706)","(14.0, 17.0, 16.434782608695652)","(26.0, 38.0, 37.470588235294116)","(6.0, 7.8, 7.661818181818182)","(18.0, 27.0, 25.833333333333332)","(1.18, 1.41, 1.4007042253521127)","(41.0, 100.0, 94.7457627118644)"
10-01-2023 20:14:42.699212,"(31.0, 65.0, 64.14285714285714)","(14.0, 17.0, 16.434782608695652)","(26.0, 40.0, 38.758620689655174)","(6.0, 7.8, 7.696296296296296)","(18.0, 27.0, 25.833333333333332)","(1.18, 1.41, 1.4040051679586563)","(41.0, 95.0, 94.08450704225352)"
10-01-2023 20:14:43.670616,"(31.0, 65.0, 64.1891891891892)","(14.0, 17.0, 16.526315789473685)","(26.0, 40.0, 38.857142857142854)","(6.0, 7.8, 7.696296296296296)","(18.0, 27.0, 26.666666666666668)","(1.18, 1.41, 1.4025683060109289)","(41.0, 95.0, 94.20289855072464)"
10-01-2023 20:14:44.605585,"(31.0, 60.0, 59.857142857142854)","(14.0, 17.0, 16.894736842105264)","(26.0, 38.0, 37.904761904761905)","(6.0, 7.8, 7.696296296296296)","(18.0, 27.0, 25.11111111111111)","(1.18, 1.41, 1.4363590604026846)","(41.0, 95.0, 99.81132075471699)"
10-01-2023 20:14:45.624450,"(31.0, 60.0, 59.791666666666664)","(14.0, 16.5, 15.805555555555555)","(26.0, 36.0, 35.333333333333336)","(6.0, 7.4, 7.374545454545455)","(18.0, 26.0, 24.94736842105263)","(1.18, 1.44, 1.428095238095238)","(41.0, 100.0, 99.3103448275862)"
10-01-2023 20:14:46.615822,"(31.0, 60.0, 59.8)","(14.0, 16.0, 15.857142857142858)","(26.0, 36.0, 35.285714285714285)","(6.0, 7.4, 7.549090909090909)","(18.0, 26.0, 25.25)","(1.18, 1.43, 1.4231506849315068)","(41.0, 100.0, 99.3103448275862)"
10-01-2023 20:14:47.569197,"(31.0, 60.0, 59.8)","(14.0, 16.5, 16.289473684210527)","(26.0, 36.0, 35.285714285714285)","(6.0, 7.6, 7.563157894736841)","(18.0, 26.0, 25.25)","(1.18, 1.43, 1.4205172413793103)","(41.0, 100.0, 99.81132075471699)"
10-01-2023 20:14:48.534706,"(31.0, 60.0, 59.81481481481482)","(14.0, 16.5, 16.333333333333332)","(26.0, 36.0, 35.285714285714285)","(6.0, 7.6, 7.565217391304348)","(18.0, 26.0, 25.25)","(1.18, 1.43, 1.41496)","(41.0, 100.0, 99.28571428571429)"
10-01-2023 20:14:49.476398,"(31.0, 65.0, 63.666666666666664)","(13.0, 16.5, 16.38)","(26.0, 36.0, 35.2)","(6.0, 7.6, 7.565217391304348)","(18.0, 26.0, 25.25)","(1.2, 1.42, 1.41496)","(41.0, 100.0, 99.28571428571429)"
10-01-2023 20:14:50.459383,"(31.0, 60.0, 59.78260869565217)","(13.0, 16.5, 16.38)","(26.0, 36.0, 35.285714285714285)","(6.0, 7.6, 7.558620689655172)","(18.0, 26.0, 25.25)","(1.2, 1.42, 1.4167708333333333)","(41.0, 100.0, 99.25925925925927)"
10-01-2023 20:14:51.450107,"(31.0, 60.0, 58.793103448275865)","(13.0, 16.5, 16.333333333333332)","(26.0, 36.0, 35.285714285714285)","(6.0, 7.6, 7.558620689655172)","(18.0, 26.0, 25.25)","(1.2, 1.42, 1.4170355731225295)","(41.0, 100.0, 99.80392156862746)"
10-01-2023 20:14:52.452795,"(31.0, 60.0, 58.90625)","(13.0, 16.5, 16.333333333333332)","(26.0, 36.0, 35.333333333333336)","(6.0, 7.6, 7.454545454545455)","(18.0, 26.0, 25.25)","(1.2, 1.42, 1.41)","(41.0, 100.0, 99.28571428571429)"
10-01-2023 20:14:53.399705,"(31.0, 60.0, 59.078947368421055)","(13.0, 16.5, 16.378048780487806)","(26.0, 36.0, 35.0)","(6.0, 7.6, 7.585365853658536)","(18.0, 26.0, 25.2)","(1.2, 1.41, 1.4097979797979798)","(41.0, 100.0, 99.81132075471699)"
10-01-2023 20:14:54.366352,"(31.0, 60.0, 59.078947368421055)","(13.0, 17.0, 16.4)","(26.0, 36.0, 34.888888888888886)","(6.0, 7.6, 7.486486486486487)","(18.0, 26.0, 25.2)","(1.2, 1.41, 1.4097979797979798)","(41.0, 100.0, 99.81132075471699)"
10-01-2023 20:14:55.386087,"(31.0, 60.0, 58.47826086956522)","(13.0, 17.0, 16.473684210526315)","(26.0, 36.0, 34.5)","(6.0, 7.6, 7.552123552123552)","(18.0, 27.0, 26.333333333333332)","(1.2, 1.42, 1.4057407407407407)","(41.0, 100.0, 97.5)"
10-01-2023 20:14:56.436579,"(31.0, 60.0, 58.47826086956522)","(13.0, 17.5, 17.458904109589042)","(26.0, 36.0, 34.5)","(6.0, 7.8, 7.666666666666667)","(18.0, 27.0, 26.333333333333332)","(1.2, 1.41, 1.4045138888888888)","(41.0, 100.0, 99.81818181818181)"
10-01-2023 20:14:57.528097,"(31.0, 60.0, 58.65384615384615)","(13.0, 18.0, 17.93243243243243)","(26.0, 36.0, 34.857142857142854)","(6.0, 7.8, 7.666666666666667)","(18.0, 27.0, 25.88888888888889)","(1.2, 1.41, 1.4134634146341463)","(41.0, 100.0, 99.25925925925927)"
10-01-2023 20:14:58.659093,"(31.0, 60.0, 58.05555555555556)","(13.0, 18.0, 17.721311475409838)","(26.0, 36.0, 33.333333333333336)","(6.0, 7.6, 7.4363636363636365)","(18.0, 26.0, 25.428571428571427)","(1.2, 1.43, 1.4206451612903226)","(41.0, 100.0, 99.23076923076923)"
10-01-2023 20:14:59.722466,"(31.0, 60.0, 57.30769230769231)","(13.0, 17.5, 17.321428571428573)","(26.0, 36.0, 32.8)","(6.0, 7.6, 7.469767441860466)","(18.0, 26.0, 25.09090909090909)","(1.2, 1.43, 1.4178991596638655)","(41.0, 100.0, 99.78260869565217)"
10-01-2023 20:15:00.721820,"(31.0, 60.0, 56.31578947368421)","(13.0, 17.0, 16.772727272727273)","(26.0, 34.0, 33.333333333333336)","(6.0, 7.6, 7.469767441860466)","(18.0, 26.0, 25.8)","(1.2, 1.43, 1.4205405405405405)","(41.0, 100.0, 99.2)"
10-01-2023 20:15:01.703894,"(31.0, 60.0, 55.833333333333336)","(13.0, 17.0, 16.782608695652172)","(26.0, 36.0, 32.21052631578947)","(6.0, 7.6, 7.654545454545454)","(18.0, 26.0, 26.76923076923077)","(1.2, 1.43, 1.4266183574879225)","(41.0, 100.0, 99.2)"
10-01-2023 20:15:02.696643,"(31.0, 60.0, 54.73684210526316)","(13.0, 16.5, 16.35)","(26.0, 36.0, 32.21052631578947)","(6.0, 7.8, 7.64516129032258)","(18.0, 27.0, 26.57142857142857)","(1.2, 1.43, 1.4204591836734692)","(41.0, 100.0, 99.80392156862746)"
10-01-2023 20:15:03.684641,"(31.0, 60.0, 54.73684210526316)","(13.0, 16.5, 16.166666666666668)","(26.0, 36.0, 32.1)","(6.0, 7.8, 7.64516129032258)","(18.0, 27.0, 26.0)","(1.2, 1.43, 1.4200531914893617)","(41.0, 100.0, 99.79591836734694)"
10-01-2023 20:15:04.649784,"(31.0, 60.0, 53.75)","(13.0, 16.5, 16.166666666666668)","(26.0, 36.0, 33.0)","(6.0, 7.8, 7.678787878787879)","(18.0, 27.0, 25.5)","(1.2, 1.43, 1.4184969325153374)","(41.0, 100.0, 99.81818181818181)"
10-01-2023 20:15:05.569511,"(31.0, 60.0, 53.125)","(13.0, 16.5, 16.166666666666668)","(26.0, 38.0, 37.76470588235294)","(6.0, 7.8, 7.76)","(18.0, 27.0, 26.0)","(1.2, 1.42, 1.4174320241691842)","(41.0, 100.0, 99.82142857142857)"
10-01-2023 20:15:06.515337,"(31.0, 60.0, 54.11764705882353)","(13.0, 16.5, 16.285714285714285)","(26.0, 36.0, 34.666666666666664)","(6.0, 8.0, 7.814492753623188)","(18.0, 27.0, 26.823529411764707)","(1.2, 1.42, 1.4172402597402596)","(41.0, 100.0, 99.82142857142857)"
10-01-2023 20:15:07.625130,"(31.0, 60.0, 54.11764705882353)","(13.0, 17.0, 16.651162790697676)","(26.0, 36.0, 34.0)","(6.0, 8.0, 7.814492753623188)","(18.0, 27.0, 26.869565217391305)","(1.2, 1.42, 1.4063529411764706)","(41.0, 100.0, 99.82142857142857)"
10-01-2023 20:15:08.642719,"(31.0, 60.0, 54.11764705882353)","(13.0, 17.0, 16.651162790697676)","(26.0, 36.0, 34.0)","(6.0, 8.0, 7.827027027027027)","(18.0, 27.0, 26.0)","(1.2, 1.41, 1.4026254826254825)","(41.0, 100.0, 99.81481481481481)"
10-01-2023 20:15:09.609581,"(31.0, 60.0, 53.333333333333336)","(13.0, 17.0, 16.916666666666668)","(26.0, 38.0, 35.2)","(6.0, 8.0, 7.827027027027027)","(18.0, 27.0, 26.0)","(1.2, 1.41, 1.405081081081081)","(41.0, 100.0, 99.82142857142857)"
10-01-2023 20:15:10.618241,"(31.0, 55.0, 52.857142857142854)","(13.0, 17.5, 17.014705882352942)","(26.0, 38.0, 35.2)","(6.0, 8.0, 7.827027027027027)","(18.0, 27.0, 26.0)","(1.2, 1.41, 1.397487684729064)","(41.0, 100.0, 99.82142857142857)"
10-01-2023 20:15:11.526605,"(31.0, 55.0, 52.69230769230769)","(13.0, 17.5, 17.07843137254902)","(26.0, 38.0, 35.2)","(6.0, 8.0, 7.827027027027027)","(18.0, 27.0, 26.0)","(1.2, 1.4, 1.402827004219409)","(41.0, 100.0, 99.79591836734694)"
10-01-2023 20:15:12.603236,"(31.0, 55.0, 52.5)","(13.0, 17.5, 17.127659574468087)","(26.0, 36.0, 34.54545454545455)","(6.0, 8.0, 7.819718309859155)","(18.0, 28.0, 25.23076923076923)","(1.2, 1.41, 1.4053030303030303)","(41.0, 100.0, 99.7872340425532)"
10-01-2023 20:15:13.539249,"(31.0, 55.0, 51.666666666666664)","(13.0, 17.5, 17.34375)","(26.0, 36.0, 34.54545454545455)","(6.0, 8.0, 7.819718309859155)","(18.0, 28.0, 25.23076923076923)","(1.2, 1.41, 1.4053030303030303)","(41.0, 100.0, 99.7872340425532)"
10-01-2023 20:15:14.542527,"(31.0, 55.0, 51.5)","(13.0, 17.5, 17.317073170731707)","(26.0, 36.0, 34.54545454545455)","(6.0, 8.0, 7.813698630136986)","(18.0, 28.0, 25.75)","(1.2, 1.42, 1.3984552845528455)","(41.0, 100.0, 99.81481481481481)"
10-01-2023 20:15:15.437070,"(31.0, 55.0, 52.30769230769231)","(13.0, 17.5, 17.137931034482758)","(26.0, 36.0, 34.857142857142854)","(6.0, 8.0, 7.8410958904109584)","(18.0, 28.0, 25.75)","(1.2, 1.4, 1.3955555555555554)","(41.0, 100.0, 99.81481481481481)"
10-01-2023 20:15:16.420485,"(31.0, 55.0, 52.8125)","(13.0, 17.5, 17.208333333333332)","(26.0, 36.0, 35.07692307692308)","(6.0, 8.0, 7.8999999999999995)","(18.0, 28.0, 26.2)","(1.2, 1.4, 1.3929824561403508)","(41.0, 100.0, 99.80392156862746)"
10-01-2023 20:15:17.488616,"(31.0, 55.0, 52.8125)","(13.0, 17.5, 17.208333333333332)","(26.0, 36.0, 34.857142857142854)","(6.0, 8.2, 7.910843373493975)","(18.0, 28.0, 26.846153846153847)","(1.2, 1.4, 1.3929824561403508)","(41.0, 100.0, 117.5)"
10-01-2023 20:15:18.506339,"(31.0, 55.0, 51.733333333333334)","(13.0, 17.5, 17.24390243902439)","(26.0, 36.0, 34.857142857142854)","(6.0, 8.2, 7.917647058823529)","(18.0, 28.0, 26.846153846153847)","(1.2, 1.4, 1.3929824561403508)","(41.0, 120.0, 134.89795918367346)"
10-01-2023 20:15:19.499792,"(31.0, 55.0, 51.733333333333334)","(13.0, 17.5, 17.357142857142858)","(26.0, 36.0, 35.63636363636364)","(6.0, 8.2, 7.917647058823529)","(18.0, 28.0, 26.4)","(1.2, 1.4, 1.385408163265306)","(41.0, 140.0, 134.23076923076923)"
10-01-2023 20:15:20.603460,"(31.0, 55.0, 50.54545454545455)","(13.0, 17.5, 17.375)","(26.0, 36.0, 34.857142857142854)","(6.0, 8.2, 7.971428571428571)","(18.0, 28.0, 26.4)","(1.2, 1.39, 1.385408163265306)","(41.0, 140.0, 137.91666666666669)"
10-01-2023 20:15:21.696428,"(31.0, 55.0, 50.54545454545455)","(13.0, 17.5, 17.318181818181817)","(26.0, 36.0, 34.857142857142854)","(6.0, 8.2, 7.971428571428571)","(18.0, 28.0, 26.23076923076923)","(1.2, 1.39, 1.383581081081081)","(41.0, 140.0, 137.82608695652175)"
10-01-2023 20:15:22.734624,"(31.0, 55.0, 48.875)","(13.0, 17.5, 17.192307692307693)","(26.0, 40.0, 38.76923076923077)","(6.0, 8.2, 8.09032258064516)","(18.0, 29.0, 26.6)","(1.2, 1.39, 1.3986324786324786)","(41.0, 140.0, 133.33333333333334)"
10-01-2023 20:15:23.837590,"(31.0, 55.0, 48.875)","(13.0, 17.5, 17.333333333333332)","(26.0, 38.0, 34.526315789473685)","(6.0, 7.8, 7.756756756756756)","(18.0, 29.0, 26.6)","(1.2, 1.41, 1.398782608695652)","(41.0, 140.0, 134.54545454545453)"
10-01-2023 20:15:24.884030,"(31.0, 55.0, 48.875)","(13.0, 17.5, 16.785714285714285)","(26.0, 38.0, 34.333333333333336)","(6.0, 7.8, 7.756756756756756)","(18.0, 27.0, 26.6)","(1.2, 1.41, 1.4035714285714285)","(41.0, 140.0, 134.54545454545453)"
10-01-2023 20:15:25.899439,"(31.0, 50.0, 48.285714285714285)","(13.0, 17.5, 16.785714285714285)","(26.0, 38.0, 34.333333333333336)","(6.0, 7.8, 7.837735849056604)","(18.0, 27.0, 26.6)","(1.2, 1.41, 1.3979670329670328)","(41.0, 140.0, 117.5)"
10-01-2023 20:15:26.988824,"(31.0, 50.0, 48.588235294117645)","(13.0, 17.0, 16.95)","(26.0, 38.0, 34.333333333333336)","(6.0, 8.0, 7.823529411764706)","(18.0, 27.0, 26.714285714285715)","(1.2, 1.4, 1.3985603112840466)","(41.0, 140.0, 129.6153846153846)"
10-01-2023 20:15:28.056555,"(31.0, 50.0, 48.15384615384615)","(13.0, 17.0, 16.964285714285715)","(26.0, 38.0, 35.5)","(6.0, 8.0, 7.848648648648648)","(18.0, 28.0, 26.714285714285715)","(1.2, 1.4, 1.3999099099099097)","(41.0, 140.0, 130.35714285714286)"
10-01-2023 20:15:29.124736,"(31.0, 50.0, 48.44444444444444)","(13.0, 17.0, 16.964285714285715)","(26.0, 36.0, 34.0)","(6.0, 8.0, 7.857943925233645)","(18.0, 28.0, 26.714285714285715)","(1.2, 1.4, 1.398878923766816)","(41.0, 140.0, 129.6153846153846)"
10-01-2023 20:15:30.241568,"(31.0, 50.0, 47.45454545454545)","(13.0, 17.0, 16.964285714285715)","(26.0, 36.0, 32.5)","(6.0, 8.0, 7.84424778761062)","(18.0, 28.0, 26.714285714285715)","(1.2, 1.41, 1.398878923766816)","(41.0, 140.0, 129.6153846153846)"
10-01-2023 20:15:31.287747,"(31.0, 50.0, 47.45454545454545)","(13.0, 17.0, 16.964285714285715)","(26.0, 38.0, 32.5)","(6.0, 8.0, 7.84424778761062)","(18.0, 28.0, 26.885714285714286)","(1.2, 1.41, 1.3978431372549018)","(41.0, 140.0, 127.72727272727272)"
10-01-2023 20:15:32.354320,"(31.0, 50.0, 49.027027027027025)","(13.0, 17.0, 16.964285714285715)","(26.0, 38.0, 35.78947368421053)","(6.0, 8.0, 7.932773109243697)","(18.0, 28.0, 26.885714285714286)","(1.2, 1.41, 1.4037301587301587)","(41.0, 140.0, 127.72727272727272)"
10-01-2023 20:15:33.485474,"(31.0, 50.0, 47.6)","(13.0, 17.0, 16.88235294117647)","(26.0, 38.0, 35.78947368421053)","(6.0, 8.2, 7.8376237623762375)","(18.0, 28.0, 26.885714285714286)","(1.2, 1.41, 1.3950943396226414)","(41.0, 140.0, 130.35714285714286)"
10-01-2023 20:15:34.553121,"(31.0, 50.0, 47.81818181818182)","(13.0, 17.0, 16.88235294117647)","(26.0, 38.0, 35.78947368421053)","(6.0, 8.0, 7.8376237623762375)","(18.0, 28.0, 26.885714285714286)","(1.2, 1.41, 1.4)","(41.0, 140.0, 130.35714285714286)"
10-01-2023 20:15:35.621979,"(31.0, 50.0, 47.81818181818182)","(13.0, 17.0, 16.842105263157894)","(26.0, 38.0, 35.666666666666664)","(6.0, 8.0, 7.85)","(18.0, 28.0, 26.885714285714286)","(1.2, 1.41, 1.3987142857142856)","(41.0, 140.0, 130.35714285714286)"
