,Court Jester,Sayua,Lost Cause,Levente,Cold Pursuit,Quokka Two
04-01-2023 13:49:43.735694,"(9.0, 15.0, 12.0)","(3.4, 5.0, 4.628571428571429)","(9.0, 11.5, 9.764285714285714)","(10.0, 18.5, 17.5)","(2.15, 2.7, 2.466666666666667)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:44.765908,"(9.0, 15.0, 12.0)","(3.4, 5.0, 4.583333333333333)","(9.0, 11.0, 10.266666666666667)","(10.0, 18.5, 17.5)","(2.15, 2.7, 2.466666666666667)","(6.0, 7.0, 6.325)"
04-01-2023 13:49:45.743589,"(9.0, 15.0, 12.0)","(3.4, 5.0, 4.583333333333333)","(9.0, 11.0, 10.266666666666667)","(10.0, 18.5, 17.5)","(2.15, 2.7, 2.466666666666667)","(6.0, 7.2, 6.333333333333334)"
04-01-2023 13:49:46.736125,"(9.0, 15.0, 10.95)","(3.4, 5.0, 4.6)","(9.0, 11.0, 9.88888888888889)","(10.0, 18.5, 16.0)","(2.15, 2.7, 2.466666666666667)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:47.766801,"(9.0, 15.0, 10.95)","(3.4, 5.0, 4.466666666666667)","(9.0, 11.0, 10.266666666666667)","(10.0, 18.5, 17.184210526315788)","(2.15, 2.7, 2.466666666666667)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:48.790627,"(9.0, 15.0, 12.206896551724139)","(3.4, 5.0, 4.466666666666667)","(9.0, 11.0, 9.350000000000001)","(10.0, 18.5, 17.61764705882353)","(2.15, 2.7, 2.466666666666667)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:49.655694,"(9.0, 15.0, 12.206896551724139)","(3.4, 5.0, 4.466666666666667)","(9.0, 11.0, 9.350000000000001)","(10.0, 18.5, 17.61764705882353)","(2.15, 2.7, 2.466666666666667)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:50.702634,"(9.0, 15.0, 12.206896551724139)","(3.4, 5.0, 4.466666666666667)","(9.0, 11.0, 9.933333333333334)","(10.0, 18.5, 17.0)","(2.15, 2.72, 2.466666666666667)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:51.718133,"(9.0, 15.0, 10.894736842105264)","(3.4, 5.0, 4.466666666666667)","(9.0, 10.5, 9.933333333333334)","(10.0, 18.5, 17.0)","(2.15, 2.7, 2.466666666666667)","(6.0, 7.0, 6.325)"
04-01-2023 13:49:52.732908,"(9.0, 15.0, 11.100000000000001)","(3.4, 5.0, 4.466666666666667)","(9.0, 10.5, 9.933333333333334)","(10.0, 18.5, 15.772727272727273)","(2.15, 2.7, 2.55)","(6.0, 7.2, 6.333333333333334)"
04-01-2023 13:49:53.901548,"(9.0, 15.0, 11.25)","(3.4, 4.9, 4.5)","(9.0, 10.5, 9.933333333333334)","(10.0, 18.5, 16.8125)","(2.15, 2.7, 2.55)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:54.994628,"(9.0, 15.0, 11.25)","(3.4, 4.9, 4.5)","(9.0, 10.5, 9.572727272727274)","(10.0, 18.5, 17.65625)","(2.15, 2.7, 2.55)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:55.959327,"(9.0, 15.0, 12.222222222222221)","(3.4, 4.9, 4.5)","(9.0, 10.5, 9.572727272727274)","(10.0, 18.5, 17.65625)","(2.15, 2.7, 2.55)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:56.907193,"(9.0, 15.0, 12.222222222222221)","(3.4, 4.9, 4.5)","(9.0, 10.5, 9.572727272727274)","(10.0, 18.5, 17.65625)","(2.15, 2.7, 2.526666666666667)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:58.020425,"(9.0, 15.0, 12.222222222222221)","(3.4, 4.9, 4.5)","(9.0, 10.5, 9.6)","(10.0, 18.5, 17.65625)","(2.15, 2.74, 2.5707692307692307)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:49:59.169487,"(9.0, 15.0, 12.222222222222221)","(3.4, 5.1, 4.0875)","(9.0, 10.0, 9.6)","(10.0, 18.5, 17.272727272727273)","(2.2, 2.7, 2.5707692307692307)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:00.262312,"(9.0, 15.0, 11.59090909090909)","(3.4, 5.1, 4.0875)","(9.0, 10.0, 9.6)","(10.0, 18.5, 17.0)","(2.2, 2.7, 2.5707692307692307)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:01.316818,"(9.0, 15.0, 11.625)","(3.4, 5.1, 4.328571428571428)","(9.0, 10.0, 9.6)","(10.0, 18.5, 17.0)","(2.2, 2.7, 2.611578947368421)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:02.367553,"(9.0, 15.0, 11.625)","(3.4, 5.1, 4.328571428571428)","(9.0, 10.0, 9.6)","(10.0, 18.5, 17.0)","(2.2, 2.7, 2.611578947368421)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:03.313433,"(9.0, 15.0, 11.625)","(3.4, 5.1, 4.328571428571428)","(9.0, 10.0, 9.6)","(10.0, 18.5, 17.0)","(2.2, 2.7, 2.611578947368421)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:04.298625,"(9.0, 15.0, 11.625)","(3.4, 5.1, 4.328571428571428)","(9.0, 10.0, 9.6)","(10.0, 18.5, 17.642857142857142)","(2.2, 2.7, 2.6077777777777778)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:05.426092,"(9.0, 15.0, 12.3)","(3.4, 5.1, 4.147058823529411)","(9.0, 11.5, 9.4375)","(10.0, 18.5, 17.642857142857142)","(2.2, 2.68, 2.686666666666667)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:06.559991,"(9.0, 15.0, 12.3)","(3.4, 5.1, 4.147058823529411)","(9.0, 10.5, 9.818181818181818)","(10.0, 18.5, 17.375)","(2.2, 2.7, 2.6900000000000004)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:07.506092,"(9.0, 15.0, 11.625)","(3.4, 5.1, 4.0125)","(9.0, 10.5, 9.818181818181818)","(10.0, 18.5, 18.0)","(2.2, 2.7, 2.6900000000000004)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:08.423289,"(9.0, 15.0, 12.0)","(3.4, 5.1, 4.029411764705882)","(9.0, 10.5, 9.818181818181818)","(10.0, 19.0, 18.416666666666668)","(2.2, 2.7, 2.6900000000000004)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:09.440632,"(9.0, 15.0, 12.0)","(3.4, 5.1, 4.029411764705882)","(9.0, 10.5, 9.5)","(10.0, 19.0, 18.65)","(2.2, 2.7, 2.686666666666667)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:10.540988,"(9.0, 15.0, 12.0)","(3.4, 5.1, 4.5)","(9.0, 10.5, 9.5)","(10.0, 19.0, 18.65)","(2.2, 2.7, 2.4771428571428573)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:11.644625,"(9.0, 15.0, 12.0)","(3.4, 4.9, 4.5)","(9.0, 10.5, 9.545454545454545)","(10.0, 19.0, 18.65)","(2.2, 2.7, 2.4771428571428573)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:12.679314,"(9.0, 15.0, 12.0)","(3.4, 4.9, 4.6818181818181825)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.0, 17.352941176470587)","(2.2, 2.7, 2.4771428571428573)","(6.0, 7.0, 6.325)"
04-01-2023 13:50:13.701998,"(9.0, 15.0, 12.0)","(3.4, 4.9, 4.5)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.0, 16.846153846153847)","(2.2, 2.7, 2.4771428571428573)","(6.0, 7.2, 6.333333333333334)"
04-01-2023 13:50:14.670948,"(9.0, 15.0, 10.125)","(3.4, 4.9, 4.708333333333334)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.0, 17.153846153846153)","(2.2, 2.7, 2.48)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:15.685911,"(9.0, 15.0, 11.25)","(3.4, 4.9, 4.275)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.0, 17.5)","(2.2, 2.68, 2.48)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:16.796225,"(9.0, 15.0, 12.222222222222221)","(3.4, 4.8, 4.275)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.0, 17.5)","(2.2, 2.68, 2.48)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:17.858834,"(9.0, 15.0, 12.222222222222221)","(3.4, 4.8, 4.275)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.0, 17.5)","(2.2, 2.68, 2.48)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:18.859497,"(9.0, 15.0, 12.222222222222221)","(3.4, 4.8, 4.275)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.0, 17.5)","(2.2, 2.68, 2.48)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:19.849715,"(9.0, 15.0, 12.222222222222221)","(3.4, 4.8, 4.40625)","(9.0, 10.5, 9.958333333333332)","(10.0, 19.0, 17.5)","(2.2, 2.68, 2.48)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:20.806263,"(9.0, 15.0, 12.222222222222221)","(3.4, 4.8, 4.40625)","(9.0, 10.5, 9.875)","(10.0, 18.5, 17.875)","(2.2, 2.68, 2.5466666666666664)","(6.0, 7.0, 6.333333333333334)"
04-01-2023 13:50:21.856110,"(9.0, 15.0, 11.625)","(3.4, 4.8, 4.40625)","(9.0, 10.5, 9.552631578947368)","(10.0, 18.5, 18.166666666666668)","(2.2, 2.76, 2.5566666666666666)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:22.896422,"(9.0, 15.0, 11.625)","(3.4, 4.8, 4.40625)","(9.0, 10.5, 9.552631578947368)","(10.0, 18.5, 18.166666666666668)","(2.2, 2.74, 2.5566666666666666)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:23.985474,"(9.0, 15.0, 11.625)","(3.4, 4.8, 4.40625)","(9.0, 10.5, 9.552631578947368)","(10.0, 18.5, 18.166666666666668)","(2.2, 2.74, 2.5475)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:25.053138,"(9.0, 15.0, 11.625)","(3.4, 4.8, 4.40625)","(9.0, 10.5, 9.552631578947368)","(10.0, 18.5, 18.166666666666668)","(2.2, 2.74, 2.5475)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:26.045948,"(9.0, 15.0, 12.3)","(3.4, 4.8, 3.975)","(9.0, 10.5, 9.552631578947368)","(10.0, 18.5, 18.166666666666668)","(2.2, 2.74, 2.5475)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:27.090666,"(9.0, 15.0, 12.3)","(3.4, 4.8, 4.425)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 15.25)","(2.2, 2.74, 2.5475)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:28.247930,"(9.0, 15.0, 12.3)","(3.4, 4.8, 4.425)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 17.5)","(2.2, 2.74, 2.5872727272727274)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:29.302724,"(9.0, 15.0, 12.0)","(3.4, 4.8, 4.425)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 17.5)","(2.2, 2.74, 2.59)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:30.375530,"(9.0, 15.0, 12.0)","(3.4, 4.8, 4.425)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 17.5)","(2.2, 2.72, 2.59)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:31.538303,"(9.0, 15.0, 12.0)","(3.4, 4.8, 4.425)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 18.184210526315788)","(2.2, 2.72, 2.59)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:32.547116,"(9.0, 15.0, 12.0)","(3.4, 4.8, 4.425)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 18.184210526315788)","(2.2, 2.72, 2.59)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:33.559012,"(9.0, 15.0, 12.0)","(3.4, 4.7, 4.236363636363636)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 15.75)","(2.2, 2.72, 2.59)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:34.655266,"(9.0, 15.0, 12.0)","(3.4, 4.6, 4.31875)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 17.666666666666668)","(2.2, 2.72, 2.601818181818182)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:35.764162,"(9.0, 15.0, 11.478260869565217)","(3.4, 4.6, 4.31875)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 17.666666666666668)","(2.2, 2.72, 2.601818181818182)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:36.882486,"(9.0, 15.0, 11.478260869565217)","(3.4, 4.6, 4.31875)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 17.666666666666668)","(2.2, 2.72, 2.601818181818182)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:37.996483,"(9.0, 15.0, 10.894736842105264)","(3.4, 4.6, 4.31875)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 18.166666666666664)","(2.2, 2.72, 2.601818181818182)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:39.077870,"(9.0, 15.0, 10.9375)","(3.4, 4.6, 4.31875)","(9.0, 10.0, 9.583333333333334)","(10.0, 18.5, 18.166666666666664)","(2.2, 2.72, 2.601818181818182)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:40.115910,"(9.0, 15.0, 10.9375)","(3.4, 4.6, 3.925)","(9.0, 11.5, 11.1875)","(10.0, 18.5, 18.166666666666664)","(2.2, 2.72, 2.601818181818182)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:41.295118,"(9.0, 14.5, 14.054545454545455)","(3.4, 4.6, 4.075)","(9.0, 10.5, 9.727272727272728)","(10.0, 18.5, 17.75)","(2.2, 2.72, 2.52)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:42.476507,"(9.0, 14.5, 13.5)","(3.4, 4.6, 4.025)","(9.0, 10.5, 9.818181818181818)","(10.0, 18.5, 17.75)","(2.2, 2.72, 2.64)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:43.840586,"(9.0, 14.5, 13.357142857142858)","(3.4, 4.4, 3.9499999999999997)","(9.0, 10.5, 9.818181818181818)","(10.0, 18.5, 17.75)","(2.2, 2.74, 2.64)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:45.000782,"(9.0, 14.5, 13.357142857142858)","(3.4, 4.5, 3.9499999999999997)","(9.0, 10.5, 9.818181818181818)","(10.0, 18.5, 18.17857142857143)","(2.2, 2.74, 2.64)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:46.076687,"(9.0, 14.5, 12.166666666666666)","(3.4, 4.4, 4.025)","(9.0, 10.5, 9.5)","(10.0, 18.5, 17.166666666666668)","(2.2, 2.74, 2.64)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:47.101964,"(9.0, 14.5, 12.166666666666666)","(3.4, 4.4, 3.875)","(9.0, 10.5, 9.692307692307692)","(10.0, 18.5, 18.1)","(2.2, 2.74, 2.64)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:48.283333,"(9.0, 14.5, 11.552631578947368)","(3.4, 4.4, 4.175)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.1)","(2.2, 2.74, 2.64)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:49.517019,"(9.0, 14.5, 11.552631578947368)","(3.4, 4.4, 4.175)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 17.916666666666668)","(2.2, 2.74, 2.7216666666666667)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:50.607886,"(9.0, 14.5, 12.09375)","(3.4, 4.4, 4.175)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.18181818181818)","(2.2, 2.88, 2.7216666666666667)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:51.697415,"(9.0, 14.5, 12.09375)","(3.4, 4.4, 4.175)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.18181818181818)","(2.2, 2.88, 2.7216666666666667)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:52.782980,"(9.0, 14.5, 12.09375)","(3.4, 4.4, 4.175)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.18181818181818)","(2.2, 2.88, 2.7216666666666667)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:53.918951,"(9.0, 14.5, 12.09375)","(3.4, 4.4, 4.1937500000000005)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.18181818181818)","(2.2, 2.88, 2.7216666666666667)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:55.167634,"(9.0, 14.5, 11.75)","(3.4, 4.4, 4.1937500000000005)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.18181818181818)","(2.2, 2.88, 2.7216666666666667)","(6.0, 7.0, 6.733333333333333)"
04-01-2023 13:50:56.400228,"(9.0, 14.5, 12.54)","(3.4, 4.4, 4.1937500000000005)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.0)","(2.2, 2.88, 2.7216666666666667)","(6.0, 7.2, 6.6875)"
04-01-2023 13:50:57.617500,"(9.0, 14.0, 12.8)","(3.4, 4.4, 4.1937500000000005)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.0)","(2.2, 2.88, 2.7216666666666667)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:58.804441,"(9.0, 14.0, 12.8)","(3.4, 4.4, 4.1937500000000005)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.0)","(2.2, 2.88, 2.71)","(6.0, 7.0, 6.6875)"
04-01-2023 13:50:59.973956,"(9.0, 14.0, 12.8)","(3.4, 4.4, 3.8000000000000003)","(9.0, 10.0, 11.142857142857142)","(10.0, 18.5, 18.2)","(2.2, 2.86, 2.71)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:01.188562,"(9.0, 14.0, 12.173913043478262)","(3.4, 4.4, 3.889655172413793)","(9.0, 11.5, 9.6875)","(10.0, 18.5, 18.2)","(2.2, 2.86, 2.71)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:02.416877,"(9.0, 14.0, 12.173913043478262)","(3.4, 4.3, 3.889655172413793)","(9.0, 10.5, 9.818181818181818)","(10.0, 18.5, 17.9)","(2.2, 2.86, 2.76)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:03.721282,"(9.0, 14.0, 11.333333333333334)","(3.4, 4.2, 3.9)","(9.0, 10.5, 9.529411764705882)","(10.0, 18.5, 18.083333333333332)","(2.2, 2.86, 2.7455555555555553)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:04.994258,"(9.0, 14.0, 11.307692307692308)","(3.4, 4.2, 3.9)","(9.0, 10.5, 9.529411764705882)","(10.0, 18.5, 18.083333333333332)","(2.2, 2.84, 2.5733333333333333)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:06.178491,"(9.0, 14.0, 11.307692307692308)","(3.4, 4.2, 3.6866666666666665)","(9.0, 10.5, 9.529411764705882)","(10.0, 18.5, 18.5)","(2.2, 2.84, 2.5733333333333333)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:07.531669,"(9.0, 14.0, 11.307692307692308)","(3.4, 4.2, 3.8826923076923077)","(9.0, 10.5, 9.75)","(10.0, 19.5, 18.8)","(2.2, 2.84, 2.5733333333333333)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:08.822105,"(9.0, 14.0, 11.666666666666666)","(3.4, 4.2, 3.71875)","(9.0, 10.5, 9.545454545454545)","(10.0, 19.5, 18.8)","(2.2, 2.84, 2.5733333333333333)","(6.0, 7.0, 6.733333333333333)"
04-01-2023 13:51:10.318660,"(9.0, 14.0, 12.0)","(3.4, 4.2, 3.815)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.5, 18.642857142857142)","(2.2, 2.86, 2.775)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:11.585561,"(9.0, 14.0, 12.0)","(3.4, 4.2, 3.6166666666666667)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.5, 17.863636363636363)","(2.2, 2.86, 2.76)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:12.747409,"(9.0, 14.0, 12.0)","(3.4, 4.2, 3.6166666666666667)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.5, 17.863636363636363)","(2.2, 2.84, 2.76)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:13.864838,"(9.0, 14.0, 12.0)","(3.4, 4.2, 3.815)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.5, 17.863636363636363)","(2.2, 2.84, 2.76)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:15.061103,"(9.0, 14.0, 12.0)","(3.4, 4.2, 3.753125)","(9.0, 10.0, 9.818181818181818)","(10.0, 19.5, 17.863636363636363)","(2.2, 2.84, 2.5733333333333333)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:16.224053,"(9.0, 14.0, 12.0)","(3.4, 4.2, 3.753125)","(9.0, 10.5, 9.818181818181818)","(10.0, 19.5, 17.863636363636363)","(2.2, 2.84, 2.5733333333333333)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:17.306973,"(9.0, 14.0, 10.307692307692307)","(3.4, 4.2, 3.95625)","(9.0, 10.5, 9.529411764705882)","(10.0, 19.5, 15.26923076923077)","(2.2, 2.84, 2.58)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:18.451375,"(9.0, 14.0, 11.714285714285714)","(3.4, 4.2, 3.95625)","(9.0, 10.5, 9.529411764705882)","(10.0, 19.5, 15.26923076923077)","(2.2, 2.88, 2.58)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:19.622683,"(9.0, 14.0, 10.714285714285715)","(3.4, 4.2, 3.95625)","(9.0, 10.5, 9.529411764705882)","(10.0, 19.5, 16.88095238095238)","(2.2, 2.88, 2.58)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:20.734953,"(9.0, 14.0, 12.23076923076923)","(3.4, 4.2, 3.95625)","(9.0, 10.5, 9.529411764705882)","(10.0, 19.5, 16.88095238095238)","(2.2, 2.88, 2.58)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:21.914296,"(9.0, 14.0, 12.23076923076923)","(3.4, 4.2, 3.95625)","(9.0, 10.5, 9.545454545454545)","(10.0, 19.5, 16.88095238095238)","(2.2, 2.88, 2.73)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:23.263390,"(9.0, 14.0, 10.615384615384615)","(3.4, 4.2, 3.975)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.5, 16.88095238095238)","(2.2, 2.88, 2.73)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:24.469082,"(9.0, 14.0, 10.615384615384615)","(3.4, 4.2, 3.93)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.5, 16.166666666666668)","(2.2, 2.88, 2.79)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:25.768919,"(9.0, 14.0, 11.200000000000001)","(3.4, 4.2, 3.93)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.5, 16.166666666666668)","(2.2, 2.88, 2.785263157894737)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:26.935520,"(9.0, 14.0, 11.375)","(3.4, 4.2, 3.93)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.5, 16.166666666666668)","(2.2, 2.88, 2.785263157894737)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:28.003350,"(9.0, 14.0, 11.375)","(3.4, 4.2, 3.93)","(9.0, 10.0, 9.545454545454545)","(10.0, 19.5, 17.11904761904762)","(2.2, 2.88, 2.785263157894737)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:29.131042,"(9.0, 14.0, 12.25)","(3.4, 4.2, 3.7222222222222223)","(9.0, 10.0, 9.818181818181818)","(10.0, 19.5, 17.46153846153846)","(2.2, 2.88, 2.7905263157894735)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:30.232118,"(9.0, 14.0, 12.25)","(3.4, 4.1, 3.823076923076923)","(9.0, 10.5, 9.818181818181818)","(10.0, 18.0, 17.142857142857142)","(2.2, 2.88, 2.7905263157894735)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:31.348091,"(9.0, 14.0, 11.333333333333334)","(3.4, 4.1, 3.8107142857142855)","(9.0, 10.5, 9.529411764705882)","(10.0, 18.0, 17.142857142857142)","(2.2, 2.88, 2.7905263157894735)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:32.496024,"(9.0, 14.0, 11.375)","(3.4, 4.1, 4.0249999999999995)","(9.0, 10.5, 9.529411764705882)","(10.0, 18.0, 16.75)","(2.2, 2.88, 2.7466666666666666)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:33.599811,"(9.0, 14.0, 11.375)","(3.4, 4.1, 4.0249999999999995)","(9.0, 10.5, 9.529411764705882)","(10.0, 18.5, 17.333333333333332)","(2.2, 2.88, 2.7466666666666666)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:34.529053,"(9.0, 14.0, 12.25)","(3.4, 4.1, 4.0249999999999995)","(9.0, 10.5, 9.529411764705882)","(10.0, 18.5, 17.333333333333332)","(2.2, 2.88, 2.7466666666666666)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:35.646950,"(9.0, 14.0, 12.25)","(3.4, 4.1, 4.0249999999999995)","(9.0, 10.5, 9.75)","(10.0, 18.5, 17.333333333333332)","(2.2, 2.88, 2.71)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:36.816202,"(9.0, 14.0, 12.25)","(3.4, 4.1, 3.825)","(9.0, 10.5, 9.545454545454545)","(10.0, 18.5, 16.75)","(2.2, 2.84, 2.71)","(6.0, 7.0, 6.733333333333333)"
04-01-2023 13:51:37.907207,"(9.0, 14.0, 12.25)","(3.4, 4.2, 3.85625)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.0)","(2.2, 2.84, 2.71)","(6.0, 7.2, 6.6875)"
04-01-2023 13:51:39.070967,"(9.0, 14.0, 12.071428571428571)","(3.4, 4.2, 3.85625)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.2)","(2.2, 2.84, 2.7199999999999998)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:40.143914,"(9.0, 14.0, 12.071428571428571)","(3.4, 4.2, 3.85625)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.2)","(2.2, 2.82, 2.7199999999999998)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:41.182576,"(9.0, 14.0, 12.071428571428571)","(3.4, 4.2, 3.85625)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.2)","(2.2, 2.82, 2.7199999999999998)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:42.361937,"(9.0, 14.0, 12.071428571428571)","(3.4, 4.2, 3.9000000000000004)","(9.0, 10.0, 9.545454545454545)","(10.0, 18.5, 18.2)","(2.2, 2.82, 2.62)","(6.0, 7.0, 6.6875)"
04-01-2023 13:51:43.520300,"(9.0, 14.0, 12.071428571428571)","(3.4, 4.2, 3.7875)","(9.0, 10.0, 9.818181818181818)","(10.0, 18.5, 18.2)","(2.2, 2.82, 2.62)","(6.0, 7.0, 6.6875)"
