,Rahela Bale,Big Beaver,Destini Saxon,Silver Brute,Westerns Bear,Aston Salma,Zella Bale
07-12-2022 20:28:54.452804,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 20.0, 17.625)","(1.55, 1.88, 1.7492307692307691)","(5.5, 9.4, 9.088888888888889)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.675)"
07-12-2022 20:28:55.456127,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 20.0, 17.625)","(1.55, 1.88, 1.7492307692307691)","(5.5, 9.4, 9.088888888888889)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.675)"
07-12-2022 20:28:56.437263,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 20.0, 17.625)","(1.55, 1.88, 1.7640909090909092)","(5.5, 9.4, 8.7)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.675)"
07-12-2022 20:28:57.593698,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 20.0, 17.625)","(1.55, 1.88, 1.7721052631578946)","(5.5, 9.4, 8.966666666666667)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.675)"
07-12-2022 20:28:58.721111,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 20.0, 17.625)","(1.55, 1.89, 1.7721052631578946)","(5.5, 9.4, 9.11111111111111)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.675)"
07-12-2022 20:28:59.819219,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 20.0, 17.625)","(1.55, 1.89, 1.7640909090909092)","(5.5, 9.4, 9.11111111111111)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.675)"
07-12-2022 20:29:01.162156,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 20.0, 17.625)","(1.55, 1.88, 1.7504761904761905)","(5.5, 9.4, 8.7)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.2)"
07-12-2022 20:29:02.257812,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 20.0, 17.625)","(1.55, 1.88, 1.7745454545454546)","(5.5, 9.4, 8.7)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.6)"
07-12-2022 20:29:03.537002,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 20.0, 17.625)","(1.55, 1.87, 1.7883333333333333)","(5.5, 9.4, 9.11111111111111)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.6)"
07-12-2022 20:29:04.646127,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 20.0, 12.5625)","(1.55, 1.87, 1.7883333333333333)","(5.5, 9.4, 9.11111111111111)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.6)"
07-12-2022 20:29:05.789855,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 16.0, 12.5625)","(1.55, 1.87, 1.7883333333333333)","(5.5, 9.4, 9.11111111111111)","(6.0, 16.0, 10.149999999999999)","(6.0, 11.0, 10.6)"
07-12-2022 20:29:06.913308,"(61.0, 670.0, 408.6666666666667)","(21.0, 95.0, 79.88888888888889)","(10.0, 15.5, 14.25)","(1.55, 1.87, 1.7883333333333333)","(5.5, 9.4, 9.226666666666667)","(6.0, 16.0, 9.242857142857142)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:07.962651,"(61.0, 670.0, 292.0)","(21.0, 90.0, 75.0)","(10.0, 15.5, 14.0)","(1.55, 1.86, 1.7466666666666666)","(5.5, 9.4, 9.333333333333334)","(6.0, 15.5, 9.242857142857142)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:08.965100,"(61.0, 670.0, 433.75)","(21.0, 85.0, 81.58823529411765)","(10.0, 15.5, 14.9375)","(1.55, 1.86, 1.7595454545454545)","(5.5, 9.8, 9.520000000000001)","(6.0, 15.5, 9.242857142857142)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:10.044672,"(61.0, 670.0, 433.75)","(21.0, 85.0, 81.58823529411765)","(10.0, 15.5, 15.326923076923077)","(1.55, 1.86, 1.7883333333333333)","(5.5, 9.8, 9.520000000000001)","(6.0, 15.5, 8.460714285714285)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:11.205839,"(61.0, 670.0, 332.72727272727275)","(21.0, 75.0, 72.1764705882353)","(10.0, 15.5, 15.285714285714285)","(1.55, 1.87, 1.7745454545454546)","(5.5, 9.8, 9.24)","(6.0, 15.5, 8.460714285714285)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:12.318985,"(61.0, 670.0, 332.72727272727275)","(21.0, 75.0, 72.1764705882353)","(10.0, 15.5, 15.0)","(1.55, 1.87, 1.7385714285714287)","(5.5, 9.8, 9.642105263157895)","(6.0, 15.5, 8.460714285714285)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:13.388049,"(61.0, 670.0, 332.72727272727275)","(21.0, 75.0, 72.33333333333333)","(10.0, 16.0, 15.0)","(1.55, 1.86, 1.7518181818181817)","(5.5, 9.8, 9.520000000000001)","(6.0, 15.5, 8.460714285714285)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:14.473700,"(61.0, 670.0, 332.72727272727275)","(21.0, 75.0, 58.38461538461539)","(10.0, 19.5, 16.5)","(1.55, 1.86, 1.7518181818181817)","(5.5, 9.8, 9.520000000000001)","(6.0, 15.5, 11.35)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:15.509888,"(61.0, 670.0, 332.72727272727275)","(21.0, 75.0, 58.38461538461539)","(10.0, 19.5, 15.409090909090908)","(1.55, 1.85, 1.7741666666666667)","(5.5, 9.8, 9.520000000000001)","(6.0, 14.5, 11.35)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:16.544593,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 59.3)","(10.0, 19.5, 15.3)","(1.55, 1.85, 1.7741666666666667)","(5.5, 9.8, 9.600000000000001)","(6.0, 14.5, 9.524999999999999)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:17.574395,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 53.916666666666664)","(10.0, 19.0, 18.40909090909091)","(1.55, 1.85, 1.724)","(5.5, 9.8, 9.600000000000001)","(6.0, 13.5, 8.957142857142857)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:18.614484,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 53.916666666666664)","(10.0, 19.0, 18.40909090909091)","(1.55, 1.85, 1.7353846153846153)","(5.5, 9.8, 9.366666666666667)","(6.0, 13.5, 9.16)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:19.645125,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 53.916666666666664)","(10.0, 19.0, 18.740000000000002)","(1.55, 1.84, 1.7353846153846153)","(5.5, 9.8, 9.366666666666667)","(6.0, 13.0, 9.274999999999999)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:20.649872,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 56.36363636363636)","(10.0, 19.0, 18.740000000000002)","(1.55, 1.84, 1.7353846153846153)","(5.5, 9.8, 9.366666666666667)","(6.0, 12.5, 9.799999999999999)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:21.650376,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 56.36363636363636)","(10.0, 19.0, 18.740000000000002)","(1.55, 1.84, 1.7353846153846153)","(5.5, 9.8, 9.366666666666667)","(6.0, 13.0, 8.814285714285713)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:22.794011,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 56.36363636363636)","(10.0, 19.0, 18.740000000000002)","(1.55, 1.85, 1.7418181818181817)","(5.5, 9.8, 9.511111111111113)","(6.0, 12.5, 8.75)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:23.910500,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 56.36363636363636)","(10.0, 19.0, 18.740000000000002)","(1.55, 1.85, 1.7104761904761905)","(5.5, 9.8, 9.511111111111113)","(6.0, 11.5, 8.75)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:25.013182,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 56.36363636363636)","(10.0, 19.0, 18.740000000000002)","(1.55, 1.84, 1.7275)","(5.5, 9.8, 9.4)","(6.0, 11.5, 8.75)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:26.123547,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 56.36363636363636)","(10.0, 19.0, 18.740000000000002)","(1.55, 1.84, 1.7144897959183674)","(5.5, 9.8, 9.4)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:27.305450,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 49.166666666666664)","(10.0, 19.0, 14.833333333333334)","(1.55, 1.84, 1.7144897959183674)","(5.5, 9.8, 9.4)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:28.380617,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 50.0)","(10.0, 19.5, 14.833333333333334)","(1.55, 1.84, 1.7144897959183674)","(5.5, 9.8, 9.4)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:29.309515,"(61.0, 670.0, 332.72727272727275)","(21.0, 65.0, 50.0)","(10.0, 19.5, 15.681818181818182)","(1.55, 1.83, 1.718)","(5.5, 9.8, 9.511111111111113)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:30.241646,"(61.0, 670.0, 332.72727272727275)","(21.0, 60.0, 58.17647058823529)","(10.0, 19.5, 17.5)","(1.55, 1.83, 1.718)","(5.5, 9.8, 9.511111111111113)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:31.279786,"(61.0, 670.0, 332.72727272727275)","(21.0, 60.0, 58.17647058823529)","(10.0, 19.5, 17.5)","(1.55, 1.83, 1.752)","(5.5, 9.8, 9.4)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:32.245784,"(61.0, 670.0, 332.72727272727275)","(21.0, 60.0, 58.17647058823529)","(10.0, 19.5, 17.5)","(1.55, 1.83, 1.752)","(5.5, 9.8, 9.600000000000001)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:33.344601,"(61.0, 670.0, 332.72727272727275)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.83, 1.752)","(5.5, 9.8, 9.600000000000001)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:34.332609,"(61.0, 670.0, 332.72727272727275)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.83, 1.752)","(5.5, 9.8, 9.600000000000001)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:35.301171,"(61.0, 670.0, 332.72727272727275)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.89, 1.757)","(5.5, 9.8, 9.457142857142857)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:36.257308,"(61.0, 670.0, 265.55555555555554)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.89, 1.81125)","(5.5, 9.8, 9.555555555555557)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:37.245003,"(61.0, 670.0, 410.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.82, 1.7491304347826087)","(5.5, 9.8, 9.555555555555557)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.914285714285715)"
07-12-2022 20:29:38.253463,"(61.0, 670.0, 410.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.81, 1.7491304347826087)","(5.5, 9.8, 9.555555555555557)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.0, 10.607692307692307)"
07-12-2022 20:29:39.292945,"(61.0, 670.0, 223.75)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.81, 1.732222222222222)","(5.5, 9.8, 9.584615384615386)","(6.0, 11.5, 8.294285714285714)","(6.0, 11.5, 9.777777777777779)"
07-12-2022 20:29:40.252919,"(61.0, 670.0, 223.75)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.81, 1.732222222222222)","(5.5, 9.8, 9.584615384615386)","(6.0, 11.5, 9.35)","(6.0, 11.0, 10.266666666666667)"
07-12-2022 20:29:41.247291,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.7348148148148148)","(5.5, 9.6, 8.314285714285715)","(6.0, 10.5, 9.35)","(6.0, 11.0, 10.548717948717949)"
07-12-2022 20:29:42.198901,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.7348148148148148)","(5.5, 9.6, 8.314285714285715)","(6.0, 10.5, 9.35)","(6.0, 11.0, 10.548717948717949)"
07-12-2022 20:29:43.197748,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.79, 1.7359090909090908)","(5.5, 9.6, 8.314285714285715)","(6.0, 10.5, 9.35)","(6.0, 11.0, 9.76923076923077)"
07-12-2022 20:29:44.314765,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.79, 1.7252380952380952)","(5.5, 9.6, 8.034782608695652)","(6.0, 10.5, 9.35)","(6.0, 11.0, 9.799999999999999)"
07-12-2022 20:29:45.454626,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.79, 1.75)","(5.5, 9.6, 8.034782608695652)","(6.0, 10.5, 9.35)","(6.0, 11.0, 9.799999999999999)"
07-12-2022 20:29:46.566337,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.76)","(5.5, 9.6, 8.011111111111111)","(6.0, 10.5, 8.376923076923076)","(6.0, 11.0, 9.799999999999999)"
07-12-2022 20:29:47.665774,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.7359090909090908)","(5.5, 9.6, 8.011111111111111)","(6.0, 10.5, 9.1)","(6.0, 11.0, 9.799999999999999)"
07-12-2022 20:29:48.703067,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.79, 1.7359090909090908)","(5.5, 9.6, 8.408333333333333)","(6.0, 10.0, 9.1)","(6.0, 11.0, 10.52)"
07-12-2022 20:29:49.693781,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.79, 1.7359090909090908)","(5.5, 9.6, 8.408333333333333)","(6.0, 10.0, 9.1)","(6.0, 11.0, 10.52)"
07-12-2022 20:29:50.660341,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.79, 1.7252380952380952)","(5.5, 9.6, 8.094736842105263)","(6.0, 10.0, 9.1)","(6.0, 11.0, 10.52)"
07-12-2022 20:29:51.703704,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.75)","(5.5, 9.6, 8.155555555555555)","(6.0, 10.0, 9.1)","(6.0, 11.0, 10.52)"
07-12-2022 20:29:52.787655,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.76)","(5.5, 9.6, 8.155555555555555)","(6.0, 10.0, 9.0)","(6.0, 11.0, 10.52)"
07-12-2022 20:29:53.876782,"(61.0, 670.0, 262.0)","(21.0, 60.0, 58.17647058823529)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.76)","(5.5, 9.6, 8.155555555555555)","(6.0, 9.8, 9.0)","(6.0, 11.0, 10.52)"
07-12-2022 20:29:54.963400,"(61.0, 670.0, 330.0)","(21.0, 60.0, 57.81818181818181)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.7555555555555555)","(5.5, 9.6, 8.248)","(6.0, 9.8, 9.0)","(6.0, 11.0, 10.52)"
07-12-2022 20:29:55.989434,"(61.0, 670.0, 330.0)","(21.0, 60.0, 57.81818181818181)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.75)","(5.5, 9.6, 9.215384615384616)","(6.0, 9.8, 9.0)","(6.0, 11.0, 9.879999999999999)"
07-12-2022 20:29:57.022793,"(61.0, 670.0, 330.0)","(21.0, 60.0, 57.81818181818181)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.75)","(5.5, 9.4, 9.033333333333333)","(6.0, 9.8, 9.0)","(6.0, 11.0, 10.066666666666666)"
07-12-2022 20:29:58.057430,"(61.0, 670.0, 330.0)","(21.0, 60.0, 56.57142857142857)","(10.0, 16.5, 15.5)","(1.55, 1.8, 1.760909090909091)","(5.5, 9.4, 8.126315789473685)","(6.0, 9.8, 8.428571428571429)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:29:59.094847,"(61.0, 570.0, 365.0)","(21.0, 60.0, 58.285714285714285)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.760909090909091)","(5.5, 9.4, 8.977777777777778)","(6.0, 9.8, 8.323076923076922)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:00.104563,"(61.0, 570.0, 433.3333333333333)","(21.0, 60.0, 58.285714285714285)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.760909090909091)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.288888888888888)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:01.225211,"(61.0, 570.0, 433.3333333333333)","(21.0, 60.0, 58.285714285714285)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.75)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.239999999999998)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:02.166397,"(61.0, 570.0, 370.0)","(21.0, 60.0, 58.285714285714285)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.75)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.245714285714286)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:03.119489,"(61.0, 570.0, 370.0)","(21.0, 65.0, 58.17647058823529)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.760909090909091)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:04.184062,"(61.0, 570.0, 370.0)","(21.0, 65.0, 58.17647058823529)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.760909090909091)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:05.289599,"(61.0, 570.0, 370.0)","(21.0, 65.0, 58.17647058823529)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.760909090909091)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:06.352823,"(61.0, 570.0, 370.0)","(21.0, 65.0, 58.17647058823529)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.760909090909091)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:07.465677,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:08.446990,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:09.519019,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:10.587817,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.758)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:11.721842,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.758)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:12.878136,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:13.984151,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.253333333333332)","(6.0, 11.0, 10.774193548387096)"
07-12-2022 20:30:15.060295,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.218181818181819)","(6.0, 11.0, 11.303448275862069)"
07-12-2022 20:30:16.152952,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.758)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.218181818181819)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:17.222305,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.758)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 8.218181818181819)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:18.350724,"(61.0, 570.0, 370.0)","(21.0, 65.0, 56.94444444444444)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.8, 9.120000000000001)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:19.504700,"(61.0, 570.0, 370.0)","(21.0, 65.0, 58.40909090909091)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 9.120000000000001)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:20.622817,"(61.0, 570.0, 370.0)","(21.0, 65.0, 58.40909090909091)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 9.120000000000001)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:21.750682,"(61.0, 570.0, 500.0)","(21.0, 65.0, 58.40909090909091)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.758)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 9.120000000000001)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:22.901511,"(61.0, 570.0, 375.0)","(21.0, 65.0, 58.40909090909091)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.758)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 9.120000000000001)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:24.054015,"(61.0, 670.0, 343.33333333333337)","(21.0, 65.0, 58.40909090909091)","(10.0, 16.0, 15.444444444444445)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 9.120000000000001)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:25.228568,"(61.0, 670.0, 343.33333333333337)","(21.0, 65.0, 58.40909090909091)","(10.0, 16.0, 14.973684210526315)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 9.120000000000001)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:26.183979,"(61.0, 670.0, 343.33333333333337)","(21.0, 65.0, 58.40909090909091)","(10.0, 15.5, 14.973684210526315)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 8.56)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:27.197116,"(61.0, 670.0, 343.33333333333337)","(21.0, 65.0, 58.40909090909091)","(10.0, 15.5, 14.973684210526315)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 8.35)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:28.243137,"(61.0, 570.0, 375.0)","(21.0, 65.0, 58.40909090909091)","(10.0, 15.5, 14.973684210526315)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 8.35)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:29.384281,"(61.0, 570.0, 375.0)","(21.0, 65.0, 58.40909090909091)","(10.0, 15.5, 14.973684210526315)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 8.155555555555555)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:30.528408,"(61.0, 570.0, 375.0)","(21.0, 65.0, 58.40909090909091)","(10.0, 15.5, 14.973684210526315)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 8.180645161290323)","(6.0, 11.5, 11.252173913043478)"
07-12-2022 20:30:31.711421,"(61.0, 570.0, 375.0)","(21.0, 65.0, 58.40909090909091)","(10.0, 15.5, 14.973684210526315)","(1.55, 1.81, 1.7345161290322582)","(5.5, 9.2, 8.977777777777778)","(6.0, 9.4, 8.36923076923077)","(6.0, 11.5, 11.252173913043478)"
