,Trittrittbangbang,Miss Vung Tau,Our Star Watch Nz,Pontevivo,Lil Happy Fella,Leosabi,Justlike Turbo,Naval Aviator,Whoswhointhezoo,Blue Blazer Nz,Valentines Brook,Wall Street Girl
10-01-2023 20:22:17.728562,"(51.0, 140.0, 123.0)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.066666666666667)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 26.0, 18.666666666666668)"
10-01-2023 20:22:19.062798,"(51.0, 140.0, 123.0)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.066666666666667)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 26.0, 18.666666666666668)"
10-01-2023 20:22:20.444540,"(51.0, 140.0, 123.0)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.066666666666667)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 26.0, 18.666666666666668)"
10-01-2023 20:22:21.863222,"(51.0, 140.0, 123.0)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.114285714285715)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 26.0, 17.0)"
10-01-2023 20:22:23.257461,"(51.0, 140.0, 123.0)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.114285714285715)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 25.0, 17.0)"
10-01-2023 20:22:24.680580,"(51.0, 140.0, 123.0)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.114285714285715)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 25.0, 18.0)"
10-01-2023 20:22:26.108793,"(51.0, 140.0, 117.14285714285714)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 24.0, 17.666666666666668)"
10-01-2023 20:22:27.584247,"(51.0, 140.0, 117.14285714285714)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:29.029052,"(51.0, 140.0, 117.14285714285714)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:30.432876,"(51.0, 140.0, 117.14285714285714)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:31.850912,"(51.0, 140.0, 117.14285714285714)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 141.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:33.229859,"(51.0, 140.0, 124.0)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:34.688017,"(51.0, 140.0, 124.0)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.85714285714286)","(61.0, 150.0, 132.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:36.129739,"(51.0, 140.0, 124.0)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 132.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:37.529298,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 132.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:38.926743,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 132.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:40.352389,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:41.725111,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:43.144955,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:44.587815,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:45.977786,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.177777777777778)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:47.413255,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.4, 4.992307692307692)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:48.725582,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.5, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:50.024487,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:51.303791,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:52.719891,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:54.094089,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:55.544932,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 150.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:57.012629,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 145.83333333333331)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:58.493051,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 145.83333333333331)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:22:59.870776,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 145.83333333333331)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:01.154390,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 145.83333333333331)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:02.904180,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 130.0)","(61.0, 160.0, 145.83333333333331)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:04.360075,"(51.0, 140.0, 120.8)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 134.0)","(61.0, 160.0, 145.83333333333331)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:05.843891,"(51.0, 140.0, 113.14285714285714)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 132.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:07.265739,"(51.0, 140.0, 113.14285714285714)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 132.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:08.666435,"(51.0, 140.0, 113.14285714285714)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 132.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:10.061946,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 132.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:11.368277,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:12.666176,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.266666666666667)","(26.0, 44.0, 35.2)","(3.7, 5.4, 5.15)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:13.921746,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.4, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:15.229468,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:16.546067,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:17.846600,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:19.098448,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:20.491578,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:21.825790,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:23.393812,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:24.768097,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:26.100217,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 150.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:27.728066,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 151.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:29.124859,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 151.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:30.486503,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 151.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:31.930706,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 151.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:33.336129,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.2)","(26.0, 44.0, 35.2)","(3.7, 5.5, 4.95)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 151.0)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:34.674145,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.333333333333333)","(26.0, 44.0, 32.0)","(3.7, 5.5, 4.68)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 117.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:36.108223,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.333333333333333)","(26.0, 42.0, 32.8)","(3.7, 5.4, 4.68)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 117.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:37.471227,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.333333333333333)","(26.0, 40.0, 32.8)","(3.7, 5.4, 4.68)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 117.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:38.875651,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.333333333333333)","(26.0, 40.0, 32.8)","(3.7, 5.4, 4.68)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 117.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:40.198641,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.333333333333333)","(26.0, 40.0, 32.8)","(3.7, 5.4, 4.68)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 117.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:41.551664,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.333333333333333)","(26.0, 40.0, 32.8)","(3.7, 5.4, 4.68)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 117.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
10-01-2023 20:23:42.937755,"(51.0, 140.0, 121.2)","(81.0, 200.0, 113.33333333333334)","(21.0, 99999, 99990)","(4.8, 7.4, 6.333333333333333)","(26.0, 40.0, 32.8)","(3.7, 5.4, 4.68)","(26.0, 44.0, 38.333333333333336)","(61.0, 150.0, 142.5)","(61.0, 160.0, 117.5)","(11.0, 99999, 99990)","(2.0, 2.16, 2.124)","(14.0, 23.0, 17.666666666666668)"
