,Donut Spolly,Piper Spolly,Millaras Money,Senorita Cruz,Marionvale Gal,Pheasant Wood
09-01-2023 14:00:19.079641,"(7.5, 14.0, 8.685714285714285)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.429090909090909)","(51.0, 500.0, 275.0)","(6.0, 11.0, 7.218181818181818)","(2.3, 3.4, 2.7185714285714284)"
09-01-2023 14:00:20.165357,"(7.5, 14.0, 8.685714285714285)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.429090909090909)","(51.0, 500.0, 275.0)","(6.0, 11.0, 7.218181818181818)","(2.3, 3.4, 2.7185714285714284)"
09-01-2023 14:00:21.288115,"(7.5, 14.0, 8.685714285714285)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.2222222222222223)","(51.0, 500.0, 275.0)","(6.0, 11.0, 7.218181818181818)","(2.3, 3.4, 2.7185714285714284)"
09-01-2023 14:00:22.670478,"(7.5, 14.0, 9.866666666666667)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.2222222222222223)","(51.0, 500.0, 275.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.87)"
09-01-2023 14:00:23.895458,"(7.5, 14.0, 9.866666666666667)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.1647058823529415)","(51.0, 500.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.706923076923077)"
09-01-2023 14:00:25.070059,"(7.5, 14.0, 9.866666666666667)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.1647058823529415)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:26.154007,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.1647058823529415)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:27.220672,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.48)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:28.286888,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.4933333333333336)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:29.336332,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.4933333333333336)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:30.453498,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.4933333333333336)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:31.545594,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.4933333333333336)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:32.617080,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.4933333333333336)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:33.696811,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.4933333333333336)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:34.720202,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.4933333333333336)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:35.745686,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.4933333333333336)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:36.822754,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.4933333333333336)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:37.906197,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.4581818181818185)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:38.963514,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.52)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.417777777777778)"
09-01-2023 14:00:40.029135,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.52)","(51.0, 420.0, 237.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:41.065842,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.3288888888888892)","(51.0, 500.0, 277.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:42.127431,"(7.5, 14.0, 8.857142857142858)","(21.0, 80.0, 30.0)","(2.1, 3.2, 2.3288888888888892)","(51.0, 500.0, 267.5)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:43.317760,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.3288888888888892)","(51.0, 480.0, 270.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:44.403150,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.3288888888888892)","(51.0, 480.0, 270.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:45.485082,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.3288888888888892)","(51.0, 480.0, 270.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:46.622336,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.56)","(51.0, 480.0, 203.33333333333334)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:47.753720,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.72)","(51.0, 490.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:48.911562,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:49.987871,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:51.037654,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:52.102514,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:53.183785,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:54.251039,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:55.322398,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:56.287910,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:57.329688,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:58.455152,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:00:59.520539,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:01:00.695956,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:01:01.753304,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:01:02.846210,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.364444444444444)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.4, 2.464)"
09-01-2023 14:01:04.010524,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.5472)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:05.242443,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.5472)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:06.538320,"(7.5, 14.0, 8.42)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.5472)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:07.578987,"(7.5, 14.0, 8.42)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.5472)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:08.572800,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:09.494688,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:10.486562,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:11.588463,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:12.741266,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 136.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:13.789540,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 183.33333333333331)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:14.778575,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 183.33333333333331)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:15.748971,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 183.33333333333331)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:16.811344,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 183.33333333333331)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:18.007367,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 183.33333333333331)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.412)"
09-01-2023 14:01:19.071514,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 140.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:20.183979,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 140.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:21.255691,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 140.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:22.315625,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 140.0)","(6.0, 11.0, 8.4)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:23.291853,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 140.0)","(6.0, 11.0, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:24.269917,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 140.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:25.232875,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 140.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:26.314494,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:27.368223,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:28.533822,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:29.669571,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:30.685300,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:31.748275,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:32.767146,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:33.746757,"(7.5, 14.0, 8.6)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:34.888526,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:35.931727,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:37.003157,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:38.145189,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:39.126769,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:40.072366,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:41.205006,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:42.401420,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.933333333333334)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:43.647137,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 144.0)","(6.0, 10.5, 8.15)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:44.794295,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 190.0)","(6.0, 10.5, 8.15)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:45.898980,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 190.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:47.023836,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 190.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:47.970734,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 190.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:48.913658,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 190.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:49.949690,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 190.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:50.998222,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:52.053445,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:53.095265,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:54.111555,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.312222222222222)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:55.121199,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.715757575757576)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:56.249325,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.715757575757576)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:57.232257,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.3499999999999996)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:58.392547,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.3499999999999996)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:01:59.562611,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.3499999999999996)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:02:00.700754,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.3499999999999996)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:02:01.866906,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.3499999999999996)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.304)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:02:02.875726,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.588)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.170833333333333)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:02:03.827166,"(7.5, 13.5, 9.375)","(21.0, 80.0, 53.111111111111114)","(2.1, 3.2, 2.6016)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.170833333333333)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:02:04.788499,"(7.5, 13.5, 9.375)","(21.0, 80.0, 54.526315789473685)","(2.1, 3.2, 2.6016)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.170833333333333)","(2.3, 3.4, 2.4095238095238094)"
09-01-2023 14:02:05.666036,"(7.5, 13.5, 9.375)","(21.0, 80.0, 26.666666666666668)","(2.1, 3.2, 2.6016)","(51.0, 420.0, 152.0)","(6.0, 10.5, 7.170833333333333)","(2.3, 3.4, 2.388108108108108)"
09-01-2023 14:02:06.677361,"(7.5, 13.5, 8.229166666666666)","(21.0, 80.0, 25.0)","(2.1, 3.2, 2.6016)","(51.0, 420.0, 308.33333333333337)","(6.0, 10.5, 6.053333333333334)","(2.3, 3.4, 2.3966666666666665)"
09-01-2023 14:02:07.651786,"(7.5, 13.5, 8.229166666666666)","(21.0, 80.0, 25.0)","(2.1, 3.2, 2.3877777777777776)","(51.0, 420.0, 308.33333333333337)","(6.0, 10.5, 6.4125000000000005)","(2.3, 3.35, 2.3966666666666665)"
09-01-2023 14:02:08.698851,"(7.5, 13.5, 8.229166666666666)","(21.0, 80.0, 25.0)","(2.1, 3.2, 2.3877777777777776)","(51.0, 420.0, 308.33333333333337)","(6.0, 10.0, 6.4125000000000005)","(2.3, 3.35, 2.3966666666666665)"
09-01-2023 14:02:09.824647,"(7.5, 13.5, 8.229166666666666)","(21.0, 80.0, 25.0)","(2.1, 3.2, 2.3877777777777776)","(51.0, 420.0, 308.33333333333337)","(6.0, 10.0, 6.266666666666667)","(2.3, 3.35, 2.38475)"
09-01-2023 14:02:10.892921,"(7.5, 13.5, 8.229166666666666)","(21.0, 80.0, 25.0)","(2.1, 3.2, 2.3877777777777776)","(51.0, 420.0, 308.33333333333337)","(6.0, 10.0, 6.266666666666667)","(2.3, 3.35, 2.38475)"
09-01-2023 14:02:11.949040,"(7.5, 13.5, 8.229166666666666)","(21.0, 80.0, 25.0)","(2.1, 3.2, 2.3877777777777776)","(51.0, 420.0, 308.33333333333337)","(6.0, 10.0, 6.266666666666667)","(2.3, 3.35, 2.38475)"
09-01-2023 14:02:12.851724,"(7.5, 13.5, 8.229166666666666)","(21.0, 80.0, 25.0)","(2.1, 3.2, 2.3877777777777776)","(51.0, 420.0, 308.33333333333337)","(6.0, 10.0, 6.266666666666667)","(2.3, 3.35, 2.38475)"
09-01-2023 14:02:13.810484,"(7.5, 13.5, 8.229166666666666)","(21.0, 80.0, 25.0)","(2.1, 3.2, 2.3877777777777776)","(51.0, 420.0, 308.33333333333337)","(6.0, 10.0, 6.266666666666667)","(2.3, 3.3, 2.4122222222222223)"
