,True Treat,Stir The Pot,Tudor Fisk,Major Ando,Black Book,Slingshot Cooper,Copperhead,Mrs Chop
11-01-2023 14:40:15.525805,"(6.0, 15.5, 14.854545454545455)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.86, 2.641818181818182)","(8.0, 13.5, 12.621951219512194)","(8.0, 21.0, 19.96)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:16.584905,"(6.0, 15.5, 15.348936170212767)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.86, 2.641818181818182)","(8.0, 13.5, 12.621951219512194)","(8.0, 21.0, 19.96)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:17.629763,"(6.0, 15.5, 15.338636363636363)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.86, 2.641818181818182)","(8.0, 13.5, 12.621951219512194)","(8.0, 21.0, 19.96)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:18.716406,"(6.0, 15.5, 14.120000000000001)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.86, 2.641818181818182)","(8.0, 13.5, 12.621951219512194)","(8.0, 21.0, 19.96)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:19.817092,"(6.0, 15.5, 14.542857142857143)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.86, 2.641818181818182)","(8.0, 13.5, 12.621951219512194)","(8.0, 21.0, 16.2)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:20.883566,"(6.0, 15.5, 14.542857142857143)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.86, 2.641818181818182)","(8.0, 13.5, 12.621951219512194)","(8.0, 21.0, 18.818181818181817)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:21.950762,"(6.0, 15.5, 15.31388888888889)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.86, 2.641818181818182)","(8.0, 13.5, 12.621951219512194)","(8.0, 21.0, 19.909090909090907)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:23.044823,"(6.0, 15.5, 15.31388888888889)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.86, 2.63375)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 19.909090909090907)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:24.168206,"(6.0, 15.5, 15.31388888888889)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.84, 2.63)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 19.909090909090907)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:25.337526,"(6.0, 15.5, 15.31388888888889)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.82, 2.63)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 19.909090909090907)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:26.492779,"(6.0, 15.5, 15.31388888888889)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.82, 2.7271111111111113)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 19.909090909090907)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:27.602942,"(6.0, 15.5, 15.31388888888889)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.82, 2.66)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 19.909090909090907)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:28.739238,"(6.0, 15.5, 15.31388888888889)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.78, 2.65625)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.17241379310345)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:29.909297,"(6.0, 15.5, 15.31388888888889)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.78, 2.59)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.17241379310345)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:31.093699,"(6.0, 18.0, 16.607692307692307)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.74, 2.558)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.17241379310345)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:32.272913,"(6.0, 17.5, 14.946153846153846)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.72, 2.5545454545454547)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.17241379310345)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:33.488878,"(6.0, 17.5, 15.286666666666665)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.7, 2.5533333333333332)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.17241379310345)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:34.700041,"(6.0, 17.5, 15.069230769230769)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.7, 2.55)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:35.886262,"(6.0, 17.5, 15.92)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.5492307692307694)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:37.066253,"(6.0, 17.5, 16.747619047619047)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.5492307692307694)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:38.156609,"(6.0, 17.5, 16.747619047619047)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.5492307692307694)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.379310344827587)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:39.187819,"(6.0, 17.5, 16.747619047619047)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.5492307692307694)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.379310344827587)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:40.271225,"(6.0, 17.5, 16.747619047619047)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.5492307692307694)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.379310344827587)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:41.369568,"(6.0, 17.5, 15.854166666666666)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.5492307692307694)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.4, 5.0)"
11-01-2023 14:40:42.580894,"(6.0, 17.5, 13.552631578947368)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.626511627906977)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.4, 4.928571428571429)"
11-01-2023 14:40:43.765817,"(6.0, 17.5, 13.26086956521739)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.626511627906977)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.3, 5.0)"
11-01-2023 14:40:44.964372,"(6.0, 17.5, 15.232558139534884)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.626511627906977)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 4.975)"
11-01-2023 14:40:46.204825,"(6.0, 17.5, 11.875)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.610344827586207)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 4.975)"
11-01-2023 14:40:47.336143,"(6.0, 17.5, 11.875)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.610344827586207)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:40:48.484829,"(6.0, 17.5, 11.875)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.610344827586207)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:40:49.592336,"(6.0, 17.5, 11.875)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.610344827586207)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:40:50.732196,"(6.0, 17.5, 11.875)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.66, 2.628)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:40:51.869785,"(6.0, 17.5, 13.75)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.571428571428571)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:40:53.160894,"(6.0, 17.5, 14.0625)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.275510204081632)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:40:54.631721,"(6.0, 17.5, 15.328947368421053)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.275510204081632)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:40:55.851958,"(6.0, 17.5, 16.21666666666667)","(6.5, 99999, 99990)","(13.0, 23.0, 16.09375)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:40:57.169744,"(6.0, 17.5, 16.21666666666667)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:40:58.379686,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:40:59.605007,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.036363636363636)"
11-01-2023 14:41:00.788808,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.041176470588235)"
11-01-2023 14:41:01.914469,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.2)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.041176470588235)"
11-01-2023 14:41:03.047948,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.57142857142857)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.041176470588235)"
11-01-2023 14:41:04.247067,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.5714285714285716)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.57142857142857)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.041176470588235)"
11-01-2023 14:41:05.393281,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.568)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.57142857142857)","(26.0, 55.0, 49.3)","(4.2, 5.2, 4.878571428571429)"
11-01-2023 14:41:06.539612,"(6.0, 17.5, 16.1)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.544)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.586206896551722)","(26.0, 55.0, 49.3)","(4.2, 5.2, 4.963157894736843)"
11-01-2023 14:41:07.744158,"(6.0, 17.5, 16.1)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.5425)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.586206896551722)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:08.939806,"(6.0, 17.5, 16.1)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.5425)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.586206896551722)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:10.138858,"(6.0, 17.5, 16.1)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.5425)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.586206896551722)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:11.296671,"(6.0, 17.5, 16.1)","(6.5, 99999, 99990)","(13.0, 23.0, 15.775)","(2.5, 2.64, 2.55)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.586206896551722)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:12.477588,"(6.0, 17.5, 16.1)","(6.5, 99999, 99990)","(13.0, 22.0, 16.166666666666668)","(2.5, 2.62, 2.548888888888889)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 19.428571428571427)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:13.705621,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 22.0, 15.35)","(2.5, 2.58, 2.557239263803681)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:14.981122,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 22.0, 15.35)","(2.5, 2.56, 2.557239263803681)","(8.0, 13.5, 12.205882352941176)","(8.0, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:16.804917,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 22.0, 15.35)","(2.5, 2.56, 2.557239263803681)","(8.0, 13.5, 12.407894736842104)","(8.0, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:18.448017,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 22.0, 15.35)","(2.5, 2.56, 2.557239263803681)","(8.0, 13.0, 12.407894736842104)","(8.0, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:19.708862,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 22.0, 15.35)","(2.5, 2.56, 2.557239263803681)","(8.0, 13.0, 12.407894736842104)","(8.0, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:21.031337,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 22.0, 15.35)","(2.5, 2.56, 2.557239263803681)","(8.0, 13.0, 12.407894736842104)","(8.0, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:22.347468,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 22.0, 15.35)","(2.5, 2.56, 2.557239263803681)","(8.0, 13.0, 12.407894736842104)","(8.0, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.026923076923077)"
11-01-2023 14:41:23.689589,"(6.0, 17.5, 16.153846153846153)","(6.5, 99999, 99990)","(13.0, 22.0, 15.35)","(2.5, 2.56, 2.557239263803681)","(8.0, 13.0, 12.407894736842104)","(8.0, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.091304347826087)"
11-01-2023 14:41:25.006002,"(6.0, 17.5, 16.153846153846153)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.557239263803681)","(8.0, 13.0, 12.241935483870968)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.091304347826087)"
11-01-2023 14:41:26.280195,"(6.0, 17.5, 16.153846153846153)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.5571428571428574)","(8.0, 12.5, 12.192307692307693)","(8.5, 21.0, 20.5)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.091304347826087)"
11-01-2023 14:41:27.517841,"(6.0, 17.5, 16.153846153846153)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.5571428571428574)","(8.0, 12.5, 12.192307692307693)","(8.5, 21.0, 20.5)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.091304347826087)"
11-01-2023 14:41:28.895737,"(6.0, 17.5, 17.023809523809526)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.5571428571428574)","(8.0, 12.5, 12.192307692307693)","(8.5, 21.0, 20.5)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.091304347826087)"
11-01-2023 14:41:30.162712,"(6.0, 17.5, 17.045454545454547)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.5571428571428574)","(8.0, 12.5, 12.192307692307693)","(8.5, 21.0, 20.5)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.091304347826087)"
11-01-2023 14:41:31.395382,"(6.0, 17.5, 17.045454545454547)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.5571428571428574)","(8.0, 12.5, 12.192307692307693)","(8.5, 21.0, 20.5)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.091304347826087)"
11-01-2023 14:41:32.470541,"(6.0, 17.5, 17.045454545454547)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.5571428571428574)","(8.0, 12.5, 12.192307692307693)","(8.5, 21.0, 20.5)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.091304347826087)"
11-01-2023 14:41:33.602686,"(6.0, 17.5, 17.045454545454547)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.5571428571428574)","(8.0, 12.5, 12.192307692307693)","(8.5, 21.0, 20.5)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.091304347826087)"
11-01-2023 14:41:34.798656,"(6.0, 17.5, 17.045454545454547)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.4433333333333334)","(8.0, 12.5, 12.017241379310345)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.033333333333333)"
11-01-2023 14:41:36.117183,"(6.0, 17.5, 16.0)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.4433333333333334)","(8.0, 12.5, 12.017241379310345)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.033333333333333)"
11-01-2023 14:41:37.740648,"(6.0, 17.5, 16.5)","(7.0, 99999, 99990)","(14.0, 22.0, 15.4375)","(2.6, 2.56, 2.5572049689440997)","(8.0, 12.5, 12.017241379310345)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.033333333333333)"
11-01-2023 14:41:39.058454,"(6.0, 17.5, 16.5)","(7.0, 99999, 99990)","(14.0, 22.0, 15.4375)","(2.6, 2.56, 2.5572049689440997)","(8.0, 12.5, 11.833333333333334)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.2, 5.078947368421052)"
11-01-2023 14:41:40.428063,"(6.0, 17.5, 16.0)","(7.0, 99999, 99990)","(14.0, 22.0, 15.4375)","(2.6, 2.56, 2.5572049689440997)","(8.0, 12.5, 11.794117647058824)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.1, 4.978260869565217)"
11-01-2023 14:41:41.719547,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.4375)","(2.6, 2.56, 2.545)","(8.0, 12.5, 11.794117647058824)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 49.3)","(4.2, 5.1, 4.966666666666667)"
11-01-2023 14:41:42.910797,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.56, 2.5685714285714285)","(8.0, 12.5, 11.794117647058824)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.966666666666667)"
11-01-2023 14:41:44.480901,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.58, 2.5685714285714285)","(8.0, 12.5, 11.794117647058824)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.966666666666667)"
11-01-2023 14:41:45.745002,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.58, 2.5685714285714285)","(8.0, 12.5, 11.794117647058824)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.937037037037037)"
11-01-2023 14:41:46.840198,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.58, 2.5685714285714285)","(8.0, 12.5, 11.346153846153847)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.937037037037037)"
11-01-2023 14:41:48.001474,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.58, 2.5685714285714285)","(8.0, 12.5, 11.346153846153847)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.937037037037037)"
11-01-2023 14:41:49.208030,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.58, 2.62)","(8.0, 12.5, 11.346153846153847)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.937037037037037)"
11-01-2023 14:41:50.339742,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.66, 2.612)","(8.0, 12.5, 11.442857142857143)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.937037037037037)"
11-01-2023 14:41:51.501155,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.66, 2.612)","(8.0, 12.0, 10.98)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.978260869565217)"
11-01-2023 14:41:52.809612,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.66, 2.612)","(8.0, 12.0, 10.98)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.978260869565217)"
11-01-2023 14:41:53.942899,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.66, 2.612)","(8.0, 12.0, 10.98)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.992307692307692)"
11-01-2023 14:41:55.052641,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.66, 2.612)","(8.0, 12.0, 10.98)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.992307692307692)"
11-01-2023 14:41:56.256771,"(6.0, 17.5, 16.794117647058822)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.66, 2.6276923076923078)","(8.0, 12.0, 11.033333333333333)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.978260869565217)"
11-01-2023 14:41:57.499467,"(6.0, 21.0, 20.642857142857142)","(7.0, 99999, 99990)","(14.0, 22.0, 15.35)","(2.6, 2.66, 2.571578947368421)","(8.0, 11.5, 11.033333333333333)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.978260869565217)"
11-01-2023 14:41:58.913762,"(6.0, 21.0, 20.642857142857142)","(7.0, 99999, 99990)","(14.0, 22.0, 16.666666666666668)","(2.6, 2.66, 2.58)","(8.0, 11.5, 10.98)","(8.5, 21.0, 20.476190476190474)","(26.0, 55.0, 48.66666666666667)","(4.2, 5.1, 4.978260869565217)"
