,True Treat,Stir The Pot,Tudor Fisk,Major Ando,Black Book,Slingshot Cooper,Copperhead,Mrs Chop
11-01-2023 14:35:01.881205,"(6.0, 14.0, 8.24)","(6.5, 99999, 99990)","(13.0, 29.0, 16.083333333333332)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:03.041473,"(6.0, 14.0, 8.24)","(6.5, 99999, 99990)","(13.0, 29.0, 16.083333333333332)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:04.163960,"(6.0, 14.0, 8.24)","(6.5, 99999, 99990)","(13.0, 29.0, 16.083333333333332)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:05.262431,"(6.0, 14.0, 8.24)","(6.5, 99999, 99990)","(13.0, 29.0, 16.083333333333332)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:06.276331,"(6.0, 14.0, 8.24)","(6.5, 99999, 99990)","(13.0, 29.0, 16.083333333333332)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:07.348511,"(6.0, 14.0, 8.24)","(6.5, 99999, 99990)","(13.0, 29.0, 16.083333333333332)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:08.440431,"(6.0, 14.0, 8.24)","(6.5, 99999, 99990)","(13.0, 29.0, 16.083333333333332)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:09.653611,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 20.75)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:10.815107,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:11.979138,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:13.126385,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:14.190745,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:15.277740,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:16.346825,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:17.471674,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:18.647961,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.652631578947368)"
11-01-2023 14:35:19.809673,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 5.525925925925925)"
11-01-2023 14:35:20.991547,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 5.525925925925925)"
11-01-2023 14:35:22.142784,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 5.741935483870968)"
11-01-2023 14:35:23.392365,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 5.741935483870968)"
11-01-2023 14:35:24.625987,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 6.123076923076923)"
11-01-2023 14:35:25.832380,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 6.123076923076923)"
11-01-2023 14:35:27.026143,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 6.123076923076923)"
11-01-2023 14:35:28.298815,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:29.417921,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:30.664545,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:31.889411,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:33.061452,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:34.128683,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:35.232510,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:36.320972,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:37.378939,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:38.487534,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:39.532410,"(6.0, 14.0, 8.4)","(6.5, 99999, 99990)","(13.0, 29.0, 16.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 14.688888888888888)","(8.0, 19.5, 10.416666666666666)","(26.0, 100.0, 63.5)","(4.2, 7.6, 4.7368421052631575)"
11-01-2023 14:35:40.654574,"(6.0, 13.5, 11.333333333333332)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.6, 6.6000000000000005)"
11-01-2023 14:35:41.808856,"(6.0, 13.5, 13.168181818181818)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:42.930777,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.98181818181818)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:43.985176,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 16.0, 13.98181818181818)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:45.044269,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 16.0, 13.98181818181818)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:46.062115,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 16.0, 13.98181818181818)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:47.100088,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 16.0, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:48.276618,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:49.569438,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:50.804333,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:52.051842,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:53.269532,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:54.449180,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:55.584174,"(6.0, 13.5, 12.79)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:56.765309,"(6.0, 13.5, 12.79)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:57.937140,"(6.0, 13.5, 12.79)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:35:59.049363,"(6.0, 13.5, 12.6125)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:00.070373,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:01.102649,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:02.244567,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:03.524874,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:04.813665,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:06.107205,"(6.0, 13.5, 12.6125)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:07.441283,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:08.734609,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:10.126722,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:11.407437,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:12.641385,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:13.868011,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:15.128909,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:16.381412,"(6.0, 13.5, 11.4)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:17.614203,"(6.0, 14.0, 8.56)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:18.908919,"(6.0, 14.0, 8.56)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 2.7925)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:20.338887,"(6.0, 14.0, 8.56)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:21.593583,"(6.0, 14.0, 8.56)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:22.827069,"(6.0, 14.0, 8.56)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:24.040044,"(6.0, 14.0, 8.56)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:25.219227,"(6.0, 14.0, 8.56)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:26.440907,"(6.0, 14.0, 8.56)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:27.725262,"(6.0, 14.0, 8.56)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:29.063381,"(6.0, 14.0, 9.946666666666665)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:30.415225,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:31.746476,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:33.041137,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:34.302486,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:35.618813,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:36.983389,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:38.325636,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:39.623975,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:40.918811,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
11-01-2023 14:36:42.284432,"(6.0, 14.0, 10.423529411764706)","(6.5, 99999, 99990)","(13.0, 29.0, 15.5)","(2.5, 4.0, 3.1950000000000003)","(8.0, 15.5, 13.618181818181817)","(8.0, 19.5, 10.157142857142857)","(26.0, 100.0, 61.35294117647059)","(4.2, 7.4, 6.6000000000000005)"
