,Opawa Hugo,Zipping Chassis,Opawa Duchess,Diamond Leaha,Silky Adobe,Goldstar Walker,Nighthawk Jet,Lets Party
10-01-2023 10:18:59.846100,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:00.829901,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:01.772938,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:02.744586,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:03.694017,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:04.652130,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:05.615125,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:06.606604,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:07.565355,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:08.555169,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:09.515098,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:10.508232,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:11.464685,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:12.433710,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:13.376686,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:14.322278,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:15.271496,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:16.218737,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:17.172178,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:18.107529,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:19.032712,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:19.966993,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:20.920136,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:21.870227,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:22.833945,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:23.806878,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:24.779788,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:25.736802,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:26.703526,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:27.686224,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:28.665208,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 366.27272727272725)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:29.640686,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 400.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:30.588546,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:31.548904,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:32.515734,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:33.460478,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:34.412595,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:35.360881,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:36.311071,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:37.240816,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:38.184300,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:39.125925,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:40.054108,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:40.987479,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:41.910483,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:42.846338,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:43.795799,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:44.748574,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:45.750417,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:46.725266,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:47.713391,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:48.714369,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:49.688255,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:50.684410,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:51.632910,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:52.600329,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:53.558623,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:54.517586,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:55.479911,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:56.424927,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:57.372497,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:58.334445,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:19:59.276551,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:00.220156,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:01.161553,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:02.144589,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:03.083107,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:04.063600,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:05.010041,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:05.972539,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:06.914078,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:07.883690,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:08.832675,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:09.804430,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:10.773124,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:11.738124,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:12.719659,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:13.706561,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:14.675456,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:15.665599,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:16.665746,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:17.634759,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 357.1818181818182)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:20:18.630241,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 390.0, 348.0909090909091)","(5.5, 5.9, 5.453191489361703)"
