,Opawa Hugo,Zipping Chassis,Opawa Duchess,Diamond Leaha,Silky Adobe,Goldstar Walker,Nighthawk Jet,Lets Party
10-01-2023 10:26:46.000437,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:46.962574,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:47.949515,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:48.907602,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:49.860071,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:50.841657,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:51.797287,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:52.775391,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:53.727759,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:54.719303,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:55.685527,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:56.672821,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:57.635752,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:58.593113,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:26:59.569401,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:00.545665,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:01.524283,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 329.9090909090909)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:02.495367,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 360.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:03.462947,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:04.441187,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:05.422053,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:06.433785,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:07.418508,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:08.389580,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:09.350689,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:10.289237,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:11.271964,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:12.239509,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:13.211613,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:14.238849,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:15.207261,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:16.205534,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:17.183587,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:18.175002,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:19.187266,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:20.158462,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:21.183537,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:22.166681,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:23.145415,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:24.139215,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:25.112739,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:26.085610,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:27.046060,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:28.016905,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:29.006525,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:29.985353,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:30.967256,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:31.965192,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:32.960006,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:33.941416,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.60714285714286)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:34.924198,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:35.927938,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:36.941990,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:37.918041,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:38.907763,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:39.877629,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:40.862628,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:41.866758,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 320.8181818181818)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:42.860954,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 350.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:43.853176,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:44.837215,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:45.825920,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:46.801125,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:47.763431,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:48.733118,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:49.689687,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:50.673351,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:51.648791,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:52.606803,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:53.558085,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:54.519648,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:55.480645,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:56.454902,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:57.392456,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:58.368069,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:27:59.313373,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:28:00.291762,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:28:01.271978,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:28:02.265385,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:28:03.257516,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.05)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:28:04.261260,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.1)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:28:05.248297,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.1)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
10-01-2023 10:28:06.211065,"(1.3, 1.44, 1.3655172413793104)","(9.0, 65.0, 51.1)","(18.0, 210.0, 85.28571428571429)","(61.0, 570.0, 495.7142857142858)","(12.0, 130.0, 41.125)","(13.0, 130.0, 41.5)","(31.0, 340.0, 311.72727272727275)","(5.5, 5.9, 5.453191489361703)"
