,Hooked On Henry,Rosdue Tyson,Fine And Fabio,Rebel Prince,Specified,Tuta Yankee,Alvey,Kelso Queen
09-01-2023 12:42:51.416863,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 39.18181818181819)","(12.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(26.0, 95.0, 50.0)","(16.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:42:52.525387,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 39.18181818181819)","(12.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(26.0, 95.0, 50.0)","(16.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:42:53.667385,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 39.18181818181819)","(12.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(26.0, 95.0, 50.0)","(16.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:42:54.803480,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 39.18181818181819)","(12.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(26.0, 95.0, 44.0)","(16.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:42:55.901808,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 39.18181818181819)","(12.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(26.0, 100.0, 44.0)","(16.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:42:56.976431,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 39.18181818181819)","(12.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(26.0, 100.0, 44.0)","(16.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:42:58.055408,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 39.18181818181819)","(12.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(26.0, 100.0, 44.0)","(16.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:42:59.099872,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 39.18181818181819)","(12.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(26.0, 100.0, 44.0)","(16.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:00.167187,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 39.18181818181819)","(12.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(26.0, 100.0, 44.0)","(16.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:01.249458,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(31.0, 100.0, 44.0)","(19.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:02.334202,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(31.0, 100.0, 44.0)","(19.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:03.456947,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(31.0, 100.0, 44.0)","(19.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:04.566717,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(31.0, 100.0, 44.0)","(19.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:05.706353,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(31.0, 100.0, 44.0)","(19.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:06.823715,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(31.0, 100.0, 44.0)","(19.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:07.942226,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(31.0, 100.0, 44.0)","(19.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:09.011953,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(31.0, 100.0, 44.0)","(19.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:09.984660,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.766666666666667)","(31.0, 100.0, 44.0)","(19.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:10.991940,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 19.27777777777778)","(4.0, 6.4, 4.6850000000000005)","(31.0, 100.0, 44.0)","(19.0, 40.0, 27.294117647058822)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:12.011825,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 39.18181818181819)","(13.0, 29.0, 23.166666666666668)","(4.0, 6.4, 4.79)","(31.0, 100.0, 57.22222222222222)","(19.0, 40.0, 30.357142857142858)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:13.043911,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 53.0)","(13.0, 29.0, 23.0)","(4.0, 6.4, 4.79)","(31.0, 100.0, 57.22222222222222)","(19.0, 40.0, 18.333333333333332)","(7.0, 14.0, 9.2)"
09-01-2023 12:43:14.123980,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(13.0, 29.0, 14.833333333333334)","(4.0, 6.4, 5.175000000000001)","(31.0, 100.0, 61.666666666666664)","(19.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:15.130296,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(13.0, 32.0, 20.130434782608695)","(4.0, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:16.133317,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(13.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:17.118263,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(13.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:18.214388,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(13.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:19.323696,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(13.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:20.461457,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(13.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:21.605081,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(13.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:22.683244,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 55.90909090909091)","(12.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(26.0, 110.0, 61.666666666666664)","(16.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:23.777462,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 55.90909090909091)","(12.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(26.0, 110.0, 61.666666666666664)","(16.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:24.852830,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 55.90909090909091)","(12.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(26.0, 110.0, 61.666666666666664)","(16.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:25.909778,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 55.90909090909091)","(12.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(26.0, 110.0, 61.666666666666664)","(16.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:26.914736,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 55.90909090909091)","(12.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(26.0, 110.0, 61.666666666666664)","(16.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:27.954280,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 55.90909090909091)","(12.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(26.0, 110.0, 61.666666666666664)","(16.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:29.036263,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 55.90909090909091)","(12.0, 32.0, 12.964285714285714)","(4.0, 6.4, 5.175000000000001)","(26.0, 110.0, 61.666666666666664)","(16.0, 40.0, 18.333333333333332)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:30.159106,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 55.90909090909091)","(12.0, 32.0, 15.75)","(4.0, 6.4, 5.175000000000001)","(26.0, 110.0, 61.666666666666664)","(16.0, 40.0, 25.555555555555557)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:31.241537,"(2.5, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(21.0, 85.0, 55.90909090909091)","(12.0, 32.0, 13.892857142857142)","(4.0, 6.4, 5.175000000000001)","(26.0, 110.0, 61.666666666666664)","(16.0, 40.0, 25.555555555555557)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:32.412744,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(12.0, 32.0, 13.892857142857142)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 40.0, 25.555555555555557)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:33.485792,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(12.0, 32.0, 13.892857142857142)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 40.0, 25.555555555555557)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:34.532233,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(12.0, 32.0, 13.892857142857142)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 40.0, 25.555555555555557)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:35.518968,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(12.0, 32.0, 13.892857142857142)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 70.0)","(17.0, 40.0, 25.555555555555557)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:36.561438,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(12.0, 32.0, 13.892857142857142)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 70.0)","(17.0, 40.0, 25.555555555555557)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:37.599906,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(12.0, 32.0, 13.892857142857142)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 70.0)","(17.0, 40.0, 25.555555555555557)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:38.778863,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(12.0, 32.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 70.0)","(17.0, 40.0, 25.555555555555557)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:39.986358,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 85.0, 55.90909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 40.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:41.164195,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:42.228041,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:43.302618,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 60.5)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:44.307672,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:45.325561,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:46.390923,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:47.432982,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:48.487285,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:49.482972,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(19.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:50.468447,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:51.493512,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:52.553977,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:53.661603,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:54.794044,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:55.869490,"(2.35, 3.7, 3.6146666666666665)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:56.939701,"(2.35, 3.7, 3.583636363636364)","(3.2, 6.2, 3.825)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 29.11111111111111)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:57.990950,"(2.35, 3.7, 3.583636363636364)","(3.2, 6.0, 3.791666666666667)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 24.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 35.11538461538461)","(7.0, 14.0, 8.4)"
09-01-2023 12:43:59.007689,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 24.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:00.009136,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:01.078140,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:02.180226,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:03.330927,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:04.472554,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 100.0, 64.0909090909091)","(12.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:05.609247,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 69.54545454545455)","(12.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:06.730460,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 69.54545454545455)","(12.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:07.818813,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 69.54545454545455)","(12.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 55.625)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:08.933926,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 69.54545454545455)","(13.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 55.625)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:09.999232,"(2.35, 3.7, 3.6433333333333335)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 69.54545454545455)","(13.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 61.666666666666664)","(17.0, 48.0, 19.0)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:11.128414,"(2.35, 2.68, 2.592258064516129)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 69.54545454545455)","(13.0, 29.0, 21.0)","(4.2, 6.4, 5.175000000000001)","(31.0, 110.0, 52.84615384615385)","(17.0, 44.0, 19.0)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:12.206940,"(2.35, 3.7, 3.5300000000000002)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 53.75)","(13.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 120.0, 52.84615384615385)","(17.0, 44.0, 19.0)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:13.267589,"(2.35, 3.7, 3.632)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 60.0)","(13.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 120.0, 52.84615384615385)","(17.0, 44.0, 19.0)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:14.366816,"(2.35, 3.7, 3.632)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 60.0)","(13.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 120.0, 52.84615384615385)","(17.0, 44.0, 19.0)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:15.484013,"(2.35, 3.7, 3.632)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 60.0)","(13.0, 29.0, 20.75)","(4.2, 6.4, 5.175000000000001)","(31.0, 120.0, 52.84615384615385)","(17.0, 44.0, 19.0)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:16.657583,"(2.35, 3.7, 3.632)","(3.2, 6.0, 3.791666666666667)","(26.0, 110.0, 60.0)","(13.0, 29.0, 20.75)","(4.2, 6.4, 5.7)","(31.0, 120.0, 81.0)","(17.0, 44.0, 19.0)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:17.949242,"(2.35, 3.7, 3.632)","(3.2, 5.9, 5.050000000000001)","(26.0, 110.0, 60.0)","(13.0, 29.0, 20.75)","(4.2, 6.2, 5.109375)","(31.0, 110.0, 75.19999999999999)","(17.0, 44.0, 19.0)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:19.117027,"(2.35, 3.7, 3.1475)","(3.2, 5.9, 5.050000000000001)","(26.0, 110.0, 60.0)","(13.0, 29.0, 20.75)","(4.2, 6.6, 5.109375)","(31.0, 110.0, 81.0)","(17.0, 44.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
09-01-2023 12:44:20.283668,"(2.35, 3.7, 3.632)","(3.2, 5.9, 5.050000000000001)","(26.0, 110.0, 60.0)","(13.0, 29.0, 20.75)","(4.2, 6.6, 5.109375)","(31.0, 110.0, 81.0)","(17.0, 48.0, 19.666666666666668)","(7.0, 14.0, 8.4)"
