,Kamendable Feeling,Safe Jewels,Little Wednesday,Isabella Princess,Double Happiness,I Want It All Nz,Calypso Mistress
14-12-2022 13:03:37.709783,"(4.8, 7.0, 6.5200000000000005)","(18.0, 30.0, 21.666666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.625)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.3)"
14-12-2022 13:03:39.032342,"(4.8, 7.0, 6.5200000000000005)","(18.0, 38.0, 24.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.625)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.3)"
14-12-2022 13:03:40.216082,"(4.8, 7.0, 6.5200000000000005)","(18.0, 38.0, 24.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.625)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.3)"
14-12-2022 13:03:41.385315,"(4.8, 7.0, 6.5200000000000005)","(18.0, 38.0, 24.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.625)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.375)"
14-12-2022 13:03:42.470887,"(4.8, 7.0, 6.5200000000000005)","(18.0, 38.0, 24.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.625)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.375)"
14-12-2022 13:03:43.779035,"(4.8, 7.0, 6.5200000000000005)","(18.0, 38.0, 24.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.625)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.5, 4.375)"
14-12-2022 13:03:45.125620,"(4.8, 7.0, 6.5200000000000005)","(18.0, 38.0, 24.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.625)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.375)"
14-12-2022 13:03:46.531925,"(4.8, 7.0, 6.5200000000000005)","(18.0, 38.0, 24.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.8264705882352943)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.175)"
14-12-2022 13:03:48.320346,"(4.8, 7.0, 6.5200000000000005)","(18.0, 38.0, 24.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.8264705882352943)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.4111111111111105)"
14-12-2022 13:03:49.636430,"(4.8, 7.0, 6.5200000000000005)","(18.0, 38.0, 24.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.8264705882352943)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.4111111111111105)"
14-12-2022 13:03:50.991929,"(4.8, 7.0, 6.377777777777778)","(18.0, 38.0, 24.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.8264705882352943)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.469230769230769)"
14-12-2022 13:03:52.861202,"(4.8, 6.8, 6.64)","(18.0, 38.0, 20.0625)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.8264705882352943)","(2.5, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.469230769230769)"
14-12-2022 13:03:54.361849,"(5.0, 6.8, 6.64)","(19.0, 38.0, 23.666666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.469230769230769)"
14-12-2022 13:03:55.367909,"(5.0, 6.8, 6.64)","(19.0, 36.0, 23.666666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.469230769230769)"
14-12-2022 13:03:56.556975,"(5.0, 6.8, 6.64)","(19.0, 36.0, 23.666666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.469230769230769)"
14-12-2022 13:03:57.644234,"(5.0, 6.8, 6.64)","(19.0, 36.0, 23.666666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.279999999999999)"
14-12-2022 13:03:58.706793,"(5.0, 6.6, 6.545454545454545)","(19.0, 36.0, 23.666666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:03:59.739542,"(5.0, 6.6, 6.4799999999999995)","(19.0, 36.0, 23.666666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:00.810291,"(5.0, 6.6, 6.4799999999999995)","(19.0, 36.0, 23.666666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:01.933466,"(5.0, 6.6, 6.4799999999999995)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:03.010727,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:04.051920,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:05.066984,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:06.096644,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:07.141658,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:08.156592,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:09.155561,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:10.151540,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:11.250391,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.826923076923077)","(2.45, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:12.190644,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.738888888888889)","(2.4, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:13.225347,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.738888888888889)","(2.4, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:14.262706,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.738888888888889)","(2.4, 3.75, 3.6735294117647057)","(31.0, 99999, 99990)","(3.4, 4.6, 4.333333333333333)"
14-12-2022 13:04:15.280490,"(5.0, 6.6, 6.521739130434782)","(19.0, 38.0, 27.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.85, 3.84)","(2.4, 3.75, 3.183333333333333)","(31.0, 99999, 99990)","(3.4, 4.6, 4.458333333333333)"
14-12-2022 13:04:16.366084,"(5.0, 7.0, 6.888888888888889)","(19.0, 36.0, 34.57692307692308)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.75, 3.2285714285714286)","(31.0, 99999, 99990)","(3.4, 4.6, 4.5)"
14-12-2022 13:04:17.515756,"(5.0, 7.0, 6.888888888888889)","(19.0, 36.0, 27.333333333333336)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.7, 3.18125)","(31.0, 99999, 99990)","(3.4, 4.6, 4.5)"
14-12-2022 13:04:18.552984,"(5.0, 6.6, 6.4)","(19.0, 32.0, 27.5)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.65, 3.2142857142857144)","(31.0, 99999, 99990)","(3.4, 4.6, 4.35)"
14-12-2022 13:04:19.585662,"(5.0, 6.6, 6.5)","(19.0, 30.0, 25.208333333333336)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.6, 3.2142857142857144)","(31.0, 99999, 99990)","(3.4, 4.6, 4.35)"
14-12-2022 13:04:20.573832,"(5.0, 6.6, 6.5)","(19.0, 29.0, 25.0)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.6, 3.2142857142857144)","(31.0, 99999, 99990)","(3.4, 4.6, 4.35)"
14-12-2022 13:04:21.658872,"(5.0, 6.6, 6.5)","(19.0, 28.0, 24.25)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.6, 3.3)","(31.0, 99999, 99990)","(3.4, 4.6, 4.35)"
14-12-2022 13:04:22.711530,"(5.0, 6.6, 6.5)","(19.0, 28.0, 24.25)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.6, 3.3)","(31.0, 99999, 99990)","(3.4, 4.6, 4.35)"
14-12-2022 13:04:23.754420,"(5.0, 6.6, 6.5)","(19.0, 28.0, 24.25)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.6, 3.36)","(31.0, 99999, 99990)","(3.4, 4.6, 4.3999999999999995)"
14-12-2022 13:04:24.914451,"(5.0, 6.6, 6.5)","(19.0, 28.0, 20.916666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.5, 3.1999999999999997)","(31.0, 99999, 99990)","(3.4, 4.6, 4.366666666666666)"
14-12-2022 13:04:25.969552,"(5.0, 6.8, 6.4)","(19.0, 28.0, 23.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.5, 3.1999999999999997)","(31.0, 99999, 99990)","(3.4, 4.6, 4.366666666666666)"
14-12-2022 13:04:27.019866,"(5.0, 6.8, 6.4)","(19.0, 28.0, 24.666666666666664)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.5, 3.1999999999999997)","(31.0, 99999, 99990)","(3.4, 4.6, 4.4375)"
14-12-2022 13:04:28.053520,"(5.0, 6.8, 6.4)","(19.0, 28.0, 24.666666666666664)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.5, 3.1999999999999997)","(31.0, 99999, 99990)","(3.4, 4.6, 4.51875)"
14-12-2022 13:04:29.377669,"(5.0, 6.8, 6.4)","(19.0, 28.0, 22.166666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.5, 3.1818181818181817)","(31.0, 99999, 99990)","(3.4, 4.6, 4.51875)"
14-12-2022 13:04:30.710881,"(5.0, 6.8, 6.4)","(19.0, 28.0, 22.166666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.5, 3.1818181818181817)","(31.0, 99999, 99990)","(3.4, 4.6, 4.51875)"
14-12-2022 13:04:31.826460,"(5.0, 6.8, 6.4)","(19.0, 28.0, 22.166666666666668)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 3.8642857142857143)","(2.4, 3.5, 3.1818181818181817)","(31.0, 99999, 99990)","(3.4, 4.6, 4.51875)"
14-12-2022 13:04:33.396632,"(5.0, 6.8, 6.4)","(19.0, 28.0, 28.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 3.9, 4.157692307692308)","(2.4, 3.5, 3.112857142857143)","(31.0, 99999, 99990)","(3.4, 4.6, 4.504166666666666)"
14-12-2022 13:04:35.046200,"(5.0, 7.6, 6.636363636363637)","(20.0, 32.0, 25.75)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.1375)","(2.4, 3.35, 3.154)","(31.0, 99999, 99990)","(3.6, 4.9, 4.504166666666666)"
14-12-2022 13:04:36.457551,"(5.0, 7.4, 6.733333333333333)","(20.0, 32.0, 27.90909090909091)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.1375)","(2.4, 3.35, 3.04375)","(31.0, 99999, 99990)","(3.6, 4.9, 4.3375)"
14-12-2022 13:04:37.740140,"(5.0, 7.4, 6.733333333333333)","(20.0, 32.0, 25.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.35, 3.04375)","(31.0, 99999, 99990)","(3.6, 4.9, 4.3375)"
14-12-2022 13:04:39.035295,"(5.0, 7.2, 6.5636363636363635)","(20.0, 32.0, 25.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.35, 3.04375)","(31.0, 99999, 99990)","(3.6, 4.9, 4.3375)"
14-12-2022 13:04:40.305001,"(5.0, 7.2, 6.5636363636363635)","(20.0, 32.0, 28.923076923076923)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.35, 3.04375)","(31.0, 99999, 99990)","(3.6, 4.9, 4.3375)"
14-12-2022 13:04:41.423673,"(5.0, 7.2, 6.5636363636363635)","(20.0, 32.0, 28.923076923076923)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.35, 3.04375)","(31.0, 99999, 99990)","(3.6, 4.9, 4.3375)"
14-12-2022 13:04:42.529585,"(5.0, 7.2, 6.5636363636363635)","(20.0, 32.0, 27.0)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.35, 3.04375)","(31.0, 99999, 99990)","(3.6, 4.9, 4.490909090909091)"
14-12-2022 13:04:43.694948,"(5.0, 7.2, 6.5636363636363635)","(20.0, 32.0, 27.0)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.35, 3.04375)","(31.0, 99999, 99990)","(3.6, 4.9, 4.490909090909091)"
14-12-2022 13:04:44.834584,"(5.0, 7.0, 6.733333333333333)","(20.0, 32.0, 27.0)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.35, 3.04375)","(31.0, 99999, 99990)","(3.6, 4.9, 4.490909090909091)"
14-12-2022 13:04:46.015206,"(5.0, 7.0, 6.733333333333333)","(20.0, 32.0, 27.5)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.35, 2.8583333333333334)","(31.0, 99999, 99990)","(3.6, 4.9, 4.490909090909091)"
14-12-2022 13:04:47.114962,"(5.0, 7.0, 6.733333333333333)","(20.0, 32.0, 27.5)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.35, 2.8583333333333334)","(31.0, 99999, 99990)","(3.6, 4.9, 5.628571428571429)"
14-12-2022 13:04:48.261137,"(5.0, 7.0, 6.733333333333333)","(20.0, 36.0, 34.0)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.35, 2.625)","(31.0, 99999, 99990)","(3.6, 5.9, 5.344444444444445)"
14-12-2022 13:04:49.349432,"(5.0, 7.0, 6.733333333333333)","(20.0, 34.0, 29.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.3, 2.6066666666666665)","(31.0, 99999, 99990)","(3.6, 5.7, 4.9)"
14-12-2022 13:04:50.336157,"(5.0, 7.0, 6.733333333333333)","(20.0, 34.0, 27.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.25, 2.763333333333333)","(31.0, 99999, 99990)","(3.6, 5.7, 4.9)"
14-12-2022 13:04:51.375921,"(5.0, 6.8, 6.6)","(20.0, 34.0, 27.333333333333332)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.25, 2.675)","(31.0, 99999, 99990)","(3.6, 5.7, 4.9)"
14-12-2022 13:04:52.405459,"(5.0, 6.8, 6.6)","(20.0, 34.0, 27.142857142857142)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.25, 2.675)","(31.0, 99999, 99990)","(3.6, 5.7, 4.9)"
14-12-2022 13:04:53.609680,"(5.0, 6.8, 6.6)","(20.0, 34.0, 27.142857142857142)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.25, 2.675)","(31.0, 99999, 99990)","(3.6, 5.7, 4.9)"
14-12-2022 13:04:54.769674,"(5.0, 6.8, 6.6)","(20.0, 34.0, 28.0)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.25, 2.6857142857142855)","(31.0, 99999, 99990)","(3.6, 5.7, 4.9)"
14-12-2022 13:04:56.144240,"(5.0, 7.6, 6.733333333333333)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.25, 2.5828571428571427)","(31.0, 99999, 99990)","(3.6, 5.7, 4.9)"
14-12-2022 13:04:57.374437,"(5.0, 7.4, 6.733333333333333)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.125)","(2.4, 3.2, 2.5828571428571427)","(31.0, 99999, 99990)","(3.6, 5.7, 4.9)"
14-12-2022 13:04:58.528270,"(5.0, 7.2, 6.866666666666667)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.15, 2.995833333333333)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:04:59.797689,"(5.0, 7.0, 6.733333333333333)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.15, 2.995833333333333)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:05:01.076614,"(5.0, 7.0, 6.733333333333333)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.15, 2.995833333333333)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:05:02.222320,"(5.0, 7.0, 6.733333333333333)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.15, 3.0266666666666664)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:05:03.551738,"(5.0, 7.0, 6.733333333333333)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.15, 3.0266666666666664)","(31.0, 99999, 99990)","(3.6, 5.7, 4.681818181818182)"
14-12-2022 13:05:04.746727,"(5.0, 6.8, 6.6)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.15, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.7, 4.681818181818182)"
14-12-2022 13:05:05.857648,"(5.0, 6.8, 6.6)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.7, 4.681818181818182)"
14-12-2022 13:05:06.946204,"(5.0, 6.8, 6.6)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:05:08.036675,"(5.0, 7.6, 7.506666666666666)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:05:09.181218,"(5.0, 7.4, 7.336842105263158)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:05:10.344163,"(5.0, 7.4, 6.800000000000001)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:05:11.398184,"(5.0, 7.2, 6.771428571428571)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.05)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:05:12.548220,"(5.0, 7.2, 6.771428571428571)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.179545454545455)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:05:13.714088,"(5.0, 7.2, 6.771428571428571)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.179545454545455)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.7, 4.58)"
14-12-2022 13:05:14.876388,"(5.0, 7.2, 6.771428571428571)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.135714285714286)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.7, 4.6625)"
14-12-2022 13:05:15.957321,"(5.0, 7.2, 6.771428571428571)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.6, 4.52)"
14-12-2022 13:05:17.237751,"(5.0, 7.2, 6.720000000000001)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.19125)","(31.0, 99999, 99990)","(3.6, 5.5, 4.52)"
14-12-2022 13:05:18.357868,"(5.0, 7.2, 6.720000000000001)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.175)","(31.0, 99999, 99990)","(3.6, 5.5, 4.52)"
14-12-2022 13:05:19.446633,"(5.0, 7.0, 6.8)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.175)","(31.0, 99999, 99990)","(3.6, 5.5, 4.52)"
14-12-2022 13:05:20.518781,"(5.0, 7.0, 6.8)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.175)","(31.0, 99999, 99990)","(3.6, 5.5, 4.2444444444444445)"
14-12-2022 13:05:21.610209,"(5.0, 7.0, 6.8)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.175)","(31.0, 99999, 99990)","(3.6, 5.4, 4.316666666666666)"
14-12-2022 13:05:22.626253,"(5.0, 7.0, 6.8)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.175)","(31.0, 99999, 99990)","(3.6, 5.4, 4.316666666666666)"
14-12-2022 13:05:23.639460,"(5.0, 7.6, 7.428571428571429)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.175)","(31.0, 99999, 99990)","(3.6, 5.4, 4.316666666666666)"
14-12-2022 13:05:24.607625,"(5.0, 7.6, 7.171428571428571)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.175)","(31.0, 99999, 99990)","(3.6, 5.4, 4.316666666666666)"
14-12-2022 13:05:25.580579,"(5.0, 7.6, 7.171428571428571)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.175)","(31.0, 99999, 99990)","(3.6, 5.4, 5.025)"
14-12-2022 13:05:26.653900,"(5.0, 7.6, 7.171428571428571)","(20.0, 34.0, 29.428571428571427)","(31.0, 160.0, 159.6551724137931)","(3.6, 4.2, 4.142857142857143)","(2.4, 3.25, 3.175)","(31.0, 99999, 99990)","(3.6, 5.4, 5.025)"
