,Big Option,Deminaur,Dennis Choux,Goats On Oats,Greenhill Prince,Gungho,King Of Hampton,One Star Dream,Belthil,Lord Porchester,Mirroring,Scarlet Desire,Dollar Bucks
16-12-2022 13:12:33.944163,"(16.0, 20.0, 19.34375)","(10.0, 14.0, 13.7)","(15.0, 30.0, 29.25)","(21.0, 38.0, 37.333333333333336)","(51.0, 70.0, 58.0)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 180.0)","(1.75, 1.87, 1.8542105263157895)","(21.0, 40.0, 37.42857142857143)","(4.8, 5.8, 5.704545454545454)","(14.0, 22.0, 20.333333333333332)","(101.0, 310.0, 236.66666666666666)"
16-12-2022 13:12:35.506966,"(16.0, 20.0, 19.125)","(10.0, 14.0, 13.785714285714285)","(15.0, 30.0, 28.4)","(21.0, 38.0, 37.333333333333336)","(51.0, 70.0, 57.58620689655172)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 180.0)","(1.75, 1.87, 1.8623076923076924)","(21.0, 40.0, 37.6)","(4.8, 5.8, 5.704545454545454)","(14.0, 22.0, 20.333333333333332)","(101.0, 310.0, 236.66666666666666)"
16-12-2022 13:12:37.044592,"(16.0, 20.0, 19.125)","(10.0, 14.0, 13.833333333333334)","(15.0, 30.0, 29.11111111111111)","(21.0, 38.0, 37.333333333333336)","(51.0, 70.0, 56.666666666666664)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 180.0)","(1.75, 1.87, 1.8623076923076924)","(21.0, 40.0, 37.6)","(4.8, 5.8, 5.692307692307692)","(14.0, 22.0, 20.333333333333332)","(101.0, 310.0, 255.0)"
16-12-2022 13:12:38.549994,"(16.0, 19.0, 18.875)","(10.0, 14.0, 13.833333333333334)","(15.0, 30.0, 29.11111111111111)","(21.0, 38.0, 37.333333333333336)","(51.0, 70.0, 60.204081632653065)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 180.0)","(1.75, 1.87, 1.86)","(21.0, 40.0, 37.6)","(4.8, 5.8, 5.692307692307692)","(14.0, 22.0, 20.5)","(101.0, 310.0, 236.66666666666666)"
16-12-2022 13:12:39.953652,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 30.0, 29.333333333333332)","(21.0, 38.0, 37.333333333333336)","(51.0, 70.0, 60.833333333333336)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 180.0)","(1.75, 1.87, 1.86)","(21.0, 40.0, 37.6)","(4.8, 5.8, 5.692307692307692)","(14.0, 22.0, 20.5)","(101.0, 310.0, 243.33333333333334)"
16-12-2022 13:12:41.404858,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 30.0, 29.333333333333332)","(21.0, 38.0, 37.333333333333336)","(51.0, 65.0, 61.15384615384615)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 180.0)","(1.75, 1.87, 1.86)","(21.0, 40.0, 37.6)","(4.8, 5.8, 5.692307692307692)","(14.0, 22.0, 20.5)","(101.0, 310.0, 236.66666666666666)"
16-12-2022 13:12:42.834531,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 30.0, 29.5)","(21.0, 38.0, 37.333333333333336)","(51.0, 65.0, 60.0)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 180.0)","(1.75, 1.87, 1.86)","(21.0, 40.0, 38.10526315789474)","(4.8, 5.8, 5.692307692307692)","(14.0, 22.0, 20.5)","(101.0, 310.0, 236.66666666666666)"
16-12-2022 13:12:44.297242,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 30.0, 29.5)","(21.0, 38.0, 36.0)","(51.0, 65.0, 60.0)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 180.0)","(1.75, 1.87, 1.86)","(21.0, 40.0, 38.10526315789474)","(4.8, 5.8, 5.692307692307692)","(14.0, 22.0, 20.5)","(101.0, 310.0, 236.66666666666666)"
16-12-2022 13:12:45.773396,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 34.625)","(21.0, 38.0, 36.0)","(51.0, 65.0, 60.0)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 190.0)","(1.75, 1.87, 1.86)","(21.0, 40.0, 38.10526315789474)","(4.8, 5.8, 5.7299999999999995)","(14.0, 22.0, 20.5)","(101.0, 310.0, 243.33333333333334)"
16-12-2022 13:12:47.250963,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 35.857142857142854)","(21.0, 38.0, 36.0)","(51.0, 65.0, 60.0)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 190.0)","(1.75, 1.87, 1.8524203821656051)","(21.0, 40.0, 38.10526315789474)","(4.8, 5.8, 5.7299999999999995)","(14.0, 22.0, 20.5)","(101.0, 310.0, 243.33333333333334)"
16-12-2022 13:12:48.692414,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 35.95454545454545)","(21.0, 38.0, 36.0)","(51.0, 65.0, 60.0)","(101.0, 330.0, 283.3333333333333)","(81.0, 200.0, 185.0)","(101.0, 200.0, 190.0)","(1.75, 1.87, 1.8567857142857145)","(21.0, 40.0, 38.10526315789474)","(4.8, 5.8, 5.668421052631579)","(14.0, 22.0, 20.5)","(101.0, 310.0, 243.33333333333334)"
16-12-2022 13:12:50.168541,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 34.666666666666664)","(21.0, 38.0, 36.0)","(51.0, 65.0, 60.0)","(101.0, 330.0, 230.0)","(81.0, 200.0, 160.0)","(101.0, 200.0, 180.0)","(1.75, 1.86, 1.840909090909091)","(21.0, 40.0, 38.10526315789474)","(4.8, 5.7, 5.668421052631579)","(14.0, 22.0, 20.5)","(101.0, 310.0, 255.0)"
16-12-2022 13:12:51.686968,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 33.714285714285715)","(21.0, 38.0, 36.0)","(51.0, 65.0, 60.0)","(101.0, 330.0, 230.0)","(81.0, 200.0, 160.0)","(101.0, 200.0, 180.0)","(1.75, 1.85, 1.840909090909091)","(21.0, 40.0, 39.333333333333336)","(4.8, 5.7, 5.852941176470589)","(14.0, 22.0, 19.75)","(101.0, 310.0, 236.66666666666666)"
16-12-2022 13:12:53.144170,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 33.714285714285715)","(21.0, 38.0, 36.0)","(51.0, 65.0, 60.0)","(101.0, 330.0, 230.0)","(81.0, 200.0, 155.0)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.8404347826086958)","(21.0, 40.0, 38.10526315789474)","(4.8, 5.9, 5.705555555555556)","(14.0, 22.0, 21.5)","(101.0, 310.0, 236.66666666666666)"
16-12-2022 13:12:54.719942,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 33.714285714285715)","(21.0, 38.0, 36.0)","(51.0, 65.0, 60.0)","(101.0, 330.0, 230.0)","(81.0, 200.0, 155.0)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.8312676056338029)","(21.0, 40.0, 38.10526315789474)","(4.8, 6.0, 5.706382978723404)","(14.0, 24.0, 20.0)","(101.0, 310.0, 300.0)"
16-12-2022 13:12:56.271838,"(16.0, 20.0, 19.25)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 33.714285714285715)","(21.0, 38.0, 36.0)","(51.0, 65.0, 60.0)","(101.0, 330.0, 240.0)","(81.0, 200.0, 155.0)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.8312676056338029)","(21.0, 40.0, 38.10526315789474)","(4.8, 6.0, 5.706382978723404)","(14.0, 24.0, 19.8)","(101.0, 330.0, 316.6666666666667)"
16-12-2022 13:12:57.832771,"(16.0, 20.0, 18.90909090909091)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 33.0)","(21.0, 38.0, 36.0)","(51.0, 65.0, 60.0)","(101.0, 330.0, 216.66666666666666)","(81.0, 200.0, 155.0)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.8312676056338029)","(21.0, 40.0, 38.10526315789474)","(4.8, 6.0, 5.706382978723404)","(14.0, 23.0, 20.75)","(101.0, 330.0, 317.6923076923077)"
16-12-2022 13:12:59.354668,"(16.0, 20.0, 18.58823529411765)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 35.333333333333336)","(21.0, 38.0, 37.55555555555556)","(51.0, 65.0, 60.0)","(101.0, 330.0, 216.66666666666666)","(81.0, 200.0, 155.0)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.8312676056338029)","(21.0, 40.0, 38.10526315789474)","(4.8, 6.0, 5.706382978723404)","(14.0, 22.0, 20.214285714285715)","(101.0, 330.0, 314.16666666666663)"
16-12-2022 13:13:00.899255,"(16.0, 20.0, 18.575)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 33.714285714285715)","(21.0, 38.0, 37.666666666666664)","(51.0, 65.0, 60.0)","(101.0, 330.0, 223.33333333333334)","(81.0, 200.0, 177.5)","(101.0, 200.0, 180.0)","(1.75, 1.85, 1.836)","(21.0, 40.0, 38.10526315789474)","(4.8, 6.0, 5.728571428571429)","(14.0, 22.0, 19.5)","(101.0, 320.0, 314.16666666666663)"
16-12-2022 13:13:02.497193,"(16.0, 20.0, 18.58823529411765)","(10.0, 14.0, 13.785714285714285)","(15.0, 38.0, 33.714285714285715)","(21.0, 38.0, 37.75)","(51.0, 65.0, 60.0)","(101.0, 330.0, 250.0)","(81.0, 200.0, 155.0)","(101.0, 200.0, 180.0)","(1.75, 1.84, 1.836)","(21.0, 40.0, 39.2)","(4.8, 5.9, 5.728571428571429)","(14.0, 22.0, 19.5)","(101.0, 320.0, 314.16666666666663)"
16-12-2022 13:13:04.082447,"(16.0, 20.0, 18.58823529411765)","(10.0, 14.0, 13.666666666666666)","(15.0, 38.0, 33.333333333333336)","(21.0, 38.0, 37.0)","(51.0, 65.0, 60.294117647058826)","(101.0, 330.0, 245.0)","(81.0, 200.0, 155.0)","(101.0, 200.0, 180.0)","(1.75, 1.84, 1.836)","(21.0, 40.0, 39.27272727272727)","(4.8, 5.9, 5.728571428571429)","(14.0, 22.0, 19.25)","(101.0, 320.0, 314.16666666666663)"
16-12-2022 13:13:05.684649,"(16.0, 20.0, 18.642857142857142)","(10.0, 14.0, 13.666666666666666)","(15.0, 36.0, 32.72727272727273)","(21.0, 38.0, 36.75)","(51.0, 65.0, 60.294117647058826)","(101.0, 330.0, 245.0)","(81.0, 200.0, 155.0)","(101.0, 200.0, 180.0)","(1.75, 1.84, 1.836)","(21.0, 40.0, 39.27272727272727)","(4.8, 5.9, 5.728571428571429)","(14.0, 21.0, 19.166666666666668)","(101.0, 320.0, 314.16666666666663)"
16-12-2022 13:13:07.235545,"(16.0, 20.0, 18.842105263157894)","(10.0, 14.0, 12.738095238095237)","(15.0, 36.0, 34.18181818181818)","(21.0, 38.0, 37.0)","(51.0, 65.0, 62.5)","(101.0, 330.0, 287.5)","(81.0, 200.0, 155.0)","(101.0, 200.0, 180.0)","(1.75, 1.84, 1.8092307692307692)","(21.0, 40.0, 45.73913043478261)","(4.8, 5.9, 5.75)","(14.0, 22.0, 19.5)","(101.0, 320.0, 309.2307692307692)"
16-12-2022 13:13:08.809641,"(16.0, 20.0, 19.0)","(10.0, 15.0, 13.630434782608695)","(15.0, 36.0, 33.77777777777778)","(21.0, 38.0, 35.5)","(51.0, 65.0, 62.5)","(101.0, 330.0, 250.0)","(81.0, 200.0, 177.5)","(101.0, 200.0, 180.0)","(1.75, 1.84, 1.8226086956521739)","(21.0, 50.0, 42.0)","(4.8, 5.9, 5.75)","(14.0, 22.0, 19.666666666666668)","(101.0, 320.0, 309.2307692307692)"
16-12-2022 13:13:10.442987,"(16.0, 19.5, 19.0)","(10.0, 15.0, 13.630434782608695)","(15.0, 36.0, 33.77777777777778)","(21.0, 38.0, 36.23529411764706)","(51.0, 65.0, 62.5)","(101.0, 330.0, 284.2857142857143)","(81.0, 200.0, 160.0)","(101.0, 200.0, 180.0)","(1.75, 1.84, 1.8189473684210526)","(21.0, 48.0, 45.6)","(4.8, 5.9, 5.75)","(14.0, 21.0, 20.6)","(101.0, 320.0, 309.2307692307692)"
16-12-2022 13:13:12.005771,"(16.0, 19.5, 19.0)","(10.0, 15.0, 13.630434782608695)","(15.0, 36.0, 34.666666666666664)","(21.0, 38.0, 36.23529411764706)","(51.0, 65.0, 62.5)","(101.0, 330.0, 230.0)","(81.0, 200.0, 188.57142857142856)","(101.0, 200.0, 191.42857142857142)","(1.75, 1.84, 1.8262068965517242)","(21.0, 48.0, 44.30769230769231)","(4.8, 5.9, 5.75)","(14.0, 21.0, 20.6)","(101.0, 320.0, 309.2307692307692)"
16-12-2022 13:13:13.611064,"(16.0, 19.5, 19.0)","(10.0, 15.0, 13.630434782608695)","(15.0, 36.0, 34.666666666666664)","(21.0, 38.0, 36.23529411764706)","(51.0, 65.0, 62.5)","(101.0, 330.0, 230.0)","(81.0, 200.0, 176.66666666666666)","(101.0, 200.0, 190.0)","(1.75, 1.84, 1.8215625)","(21.0, 48.0, 44.30769230769231)","(4.8, 5.9, 5.75)","(14.0, 21.0, 20.6)","(101.0, 320.0, 309.2307692307692)"
16-12-2022 13:13:15.219121,"(16.0, 19.5, 19.0)","(10.0, 15.0, 13.470588235294118)","(15.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.23529411764706)","(51.0, 65.0, 62.5)","(101.0, 330.0, 287.1428571428571)","(81.0, 200.0, 188.33333333333331)","(101.0, 200.0, 190.0)","(1.75, 1.83, 1.8225)","(21.0, 48.0, 45.0)","(4.8, 5.9, 5.825)","(14.0, 21.0, 20.636363636363637)","(101.0, 320.0, 309.2307692307692)"
16-12-2022 13:13:16.753993,"(16.0, 19.5, 19.214285714285715)","(10.0, 13.5, 13.25)","(15.0, 36.0, 34.8235294117647)","(21.0, 38.0, 35.23076923076923)","(51.0, 65.0, 62.5)","(101.0, 330.0, 287.1428571428571)","(81.0, 200.0, 180.0)","(101.0, 200.0, 190.0)","(1.75, 1.83, 1.815)","(21.0, 48.0, 45.0)","(4.8, 5.9, 5.804255319148936)","(14.0, 21.0, 20.636363636363637)","(101.0, 320.0, 309.2307692307692)"
16-12-2022 13:13:18.376379,"(16.0, 19.5, 19.214285714285715)","(10.0, 13.5, 13.25)","(15.0, 36.0, 34.8235294117647)","(21.0, 38.0, 35.5)","(51.0, 65.0, 62.5)","(101.0, 330.0, 290.0)","(81.0, 200.0, 190.0)","(101.0, 200.0, 190.0)","(1.75, 1.83, 1.8083798882681565)","(21.0, 48.0, 44.72727272727273)","(4.8, 6.0, 5.706382978723404)","(14.0, 21.0, 23.8)","(101.0, 320.0, 309.2307692307692)"
16-12-2022 13:13:20.005064,"(16.0, 19.5, 18.833333333333332)","(10.0, 13.5, 13.25)","(15.0, 36.0, 34.8235294117647)","(21.0, 38.0, 35.5)","(51.0, 65.0, 62.5)","(101.0, 330.0, 243.33333333333334)","(81.0, 200.0, 190.0)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.8083798882681565)","(21.0, 48.0, 44.72727272727273)","(4.8, 6.0, 5.706382978723404)","(14.0, 25.0, 22.2)","(101.0, 320.0, 314.16666666666663)"
16-12-2022 13:13:21.653627,"(16.0, 19.5, 18.833333333333332)","(10.0, 13.5, 13.25)","(15.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.23529411764706)","(51.0, 65.0, 62.5)","(101.0, 330.0, 243.33333333333334)","(81.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.8083798882681565)","(21.0, 48.0, 45.42857142857143)","(4.8, 6.0, 5.706382978723404)","(14.0, 24.0, 21.333333333333332)","(101.0, 320.0, 314.16666666666663)"
16-12-2022 13:13:23.246217,"(16.0, 19.5, 19.394736842105264)","(10.0, 13.5, 13.25)","(15.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.23529411764706)","(51.0, 65.0, 62.5)","(101.0, 330.0, 243.33333333333334)","(81.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.810204081632653)","(21.0, 48.0, 44.0)","(4.8, 6.0, 5.706382978723404)","(14.0, 24.0, 21.333333333333332)","(101.0, 320.0, 314.16666666666663)"
16-12-2022 13:13:24.840692,"(16.0, 19.5, 19.166666666666668)","(10.0, 13.5, 13.25)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.23529411764706)","(51.0, 65.0, 62.5)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.810204081632653)","(21.0, 48.0, 44.0)","(4.8, 6.0, 5.706382978723404)","(14.0, 24.0, 21.333333333333332)","(101.0, 320.0, 314.16666666666663)"
16-12-2022 13:13:26.389146,"(16.0, 19.5, 19.166666666666668)","(10.0, 13.5, 13.25)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.23529411764706)","(51.0, 65.0, 60.18867924528302)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.810204081632653)","(21.0, 48.0, 44.0)","(4.8, 6.0, 5.706382978723404)","(14.0, 24.0, 22.0)","(101.0, 320.0, 285.0)"
16-12-2022 13:13:27.963553,"(16.0, 19.5, 18.807692307692307)","(10.0, 13.5, 13.25)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.23529411764706)","(51.0, 70.0, 60.18867924528302)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.85, 1.8316279069767443)","(21.0, 48.0, 43.2)","(4.8, 6.0, 5.728571428571429)","(14.0, 24.0, 21.666666666666668)","(101.0, 320.0, 285.0)"
16-12-2022 13:13:29.567706,"(16.0, 19.5, 18.6875)","(10.0, 13.5, 13.25)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.23529411764706)","(51.0, 70.0, 60.18867924528302)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.84, 1.811764705882353)","(21.0, 48.0, 45.6)","(4.8, 5.9, 5.82)","(14.0, 24.0, 21.5)","(101.0, 320.0, 285.0)"
16-12-2022 13:13:31.115170,"(16.0, 20.0, 18.814814814814813)","(10.0, 13.5, 13.029411764705882)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.23529411764706)","(51.0, 70.0, 60.18867924528302)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.84, 1.808695652173913)","(21.0, 48.0, 44.4)","(4.8, 5.9, 5.82)","(14.0, 23.0, 21.5)","(101.0, 320.0, 285.0)"
16-12-2022 13:13:32.733362,"(16.0, 20.0, 18.814814814814813)","(10.0, 14.0, 12.676470588235293)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.23529411764706)","(51.0, 70.0, 60.18867924528302)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.84, 1.811764705882353)","(21.0, 48.0, 44.4)","(4.8, 5.9, 5.82)","(14.0, 23.0, 21.5)","(101.0, 320.0, 270.0)"
16-12-2022 13:13:34.334344,"(16.0, 20.0, 19.26923076923077)","(10.0, 14.0, 12.676470588235293)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.46153846153846)","(51.0, 70.0, 60.18867924528302)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.84, 1.8001010101010102)","(21.0, 48.0, 43.5)","(4.8, 5.9, 5.82)","(14.0, 23.0, 21.2)","(101.0, 320.0, 270.0)"
16-12-2022 13:13:35.953013,"(16.0, 19.5, 19.26923076923077)","(10.0, 14.0, 12.676470588235293)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.46153846153846)","(51.0, 70.0, 60.18867924528302)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.84, 1.8038461538461539)","(21.0, 48.0, 43.5)","(4.8, 5.9, 5.764285714285714)","(14.0, 23.0, 21.363636363636363)","(101.0, 320.0, 303.33333333333337)"
16-12-2022 13:13:37.565502,"(16.0, 19.5, 19.3125)","(10.0, 14.0, 12.928571428571429)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.46153846153846)","(51.0, 70.0, 60.2)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.83, 1.800769230769231)","(21.0, 48.0, 43.5)","(4.8, 5.8, 5.819607843137255)","(14.0, 23.0, 21.2)","(101.0, 320.0, 300.0)"
16-12-2022 13:13:39.207060,"(16.0, 19.5, 19.3125)","(10.0, 14.0, 12.676470588235293)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.46153846153846)","(51.0, 70.0, 60.2)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.83, 1.8144897959183675)","(21.0, 48.0, 43.5)","(4.8, 6.0, 5.808333333333334)","(14.0, 23.0, 21.2)","(101.0, 320.0, 300.0)"
16-12-2022 13:13:40.818411,"(16.0, 19.5, 19.3125)","(10.0, 14.0, 13.0)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.46153846153846)","(51.0, 70.0, 60.2)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.83, 1.8144897959183675)","(21.0, 48.0, 45.529411764705884)","(4.8, 6.0, 5.808333333333334)","(14.0, 23.0, 21.333333333333332)","(101.0, 320.0, 300.0)"
16-12-2022 13:13:42.453039,"(16.0, 19.5, 18.933333333333334)","(10.0, 13.5, 13.0)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.46153846153846)","(51.0, 70.0, 60.2)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.83, 1.826637168141593)","(21.0, 48.0, 44.5)","(4.8, 6.0, 5.932352941176471)","(14.0, 22.0, 21.333333333333332)","(101.0, 320.0, 300.0)"
16-12-2022 13:13:44.010545,"(16.0, 20.0, 19.3125)","(10.0, 13.5, 13.0)","(16.0, 36.0, 34.8235294117647)","(21.0, 38.0, 36.46153846153846)","(51.0, 70.0, 60.2)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.83, 1.8194193548387096)","(21.0, 48.0, 44.5)","(4.8, 6.0, 5.932352941176471)","(14.0, 22.0, 21.333333333333332)","(101.0, 320.0, 280.0)"
16-12-2022 13:13:45.603926,"(16.0, 19.5, 19.3125)","(10.0, 13.5, 13.25)","(16.0, 36.0, 35.04761904761905)","(21.0, 38.0, 36.8235294117647)","(51.0, 70.0, 60.2)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.82, 1.8194193548387096)","(21.0, 48.0, 46.36363636363636)","(4.8, 6.0, 5.930303030303031)","(14.0, 22.0, 21.333333333333332)","(101.0, 320.0, 280.0)"
16-12-2022 13:13:47.215925,"(16.0, 19.5, 19.166666666666668)","(10.0, 13.5, 13.25)","(16.0, 36.0, 35.04761904761905)","(21.0, 38.0, 36.8235294117647)","(51.0, 70.0, 60.2)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.82, 1.8183536585365854)","(21.0, 48.0, 46.36363636363636)","(4.8, 6.0, 5.933333333333334)","(14.0, 22.0, 21.333333333333332)","(101.0, 320.0, 280.0)"
16-12-2022 13:13:48.778945,"(16.0, 19.5, 19.3125)","(10.0, 13.5, 13.25)","(16.0, 36.0, 35.04761904761905)","(21.0, 38.0, 36.8235294117647)","(51.0, 70.0, 60.2)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.82, 1.8183536585365854)","(21.0, 48.0, 45.78947368421053)","(4.8, 6.0, 5.933333333333334)","(14.0, 22.0, 21.333333333333332)","(101.0, 320.0, 280.0)"
16-12-2022 13:13:50.319778,"(16.0, 19.5, 19.3125)","(10.0, 13.5, 13.318181818181818)","(16.0, 36.0, 35.04761904761905)","(21.0, 38.0, 36.8235294117647)","(51.0, 70.0, 60.2)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.82, 1.8186086956521739)","(21.0, 48.0, 46.8)","(4.8, 6.0, 5.933333333333334)","(14.0, 22.0, 20.571428571428573)","(101.0, 320.0, 280.0)"
16-12-2022 13:13:51.890234,"(16.0, 19.5, 19.05)","(10.0, 13.5, 12.676470588235293)","(16.0, 36.0, 35.76470588235294)","(21.0, 38.0, 37.69230769230769)","(51.0, 70.0, 58.86363636363636)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.82, 1.818920634920635)","(21.0, 48.0, 46.8)","(4.8, 6.0, 6.120588235294118)","(14.0, 26.0, 22.558823529411764)","(101.0, 320.0, 280.0)"
16-12-2022 13:13:53.338939,"(16.0, 19.5, 19.05)","(10.0, 14.0, 12.676470588235293)","(16.0, 36.0, 35.76470588235294)","(21.0, 38.0, 37.69230769230769)","(51.0, 70.0, 58.86363636363636)","(101.0, 330.0, 290.0)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.82, 1.8187072243346007)","(21.0, 48.0, 45.78947368421053)","(4.8, 6.2, 5.872727272727273)","(14.0, 26.0, 22.236842105263158)","(101.0, 320.0, 280.0)"
16-12-2022 13:13:54.969031,"(16.0, 19.5, 19.05)","(10.0, 14.0, 12.676470588235293)","(16.0, 36.0, 33.77777777777778)","(21.0, 38.0, 38.8)","(51.0, 70.0, 58.92307692307692)","(101.0, 330.0, 243.33333333333334)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.82, 1.816741573033708)","(21.0, 48.0, 46.0)","(4.8, 6.2, 5.965217391304348)","(14.0, 26.0, 23.22222222222222)","(101.0, 320.0, 280.0)"
16-12-2022 13:13:56.566354,"(16.0, 19.0, 18.7)","(10.0, 14.0, 12.7)","(16.0, 34.0, 34.666666666666664)","(21.0, 40.0, 38.8)","(51.0, 70.0, 58.92307692307692)","(101.0, 330.0, 290.0)","(91.0, 200.0, 191.42857142857144)","(101.0, 200.0, 190.0)","(1.75, 1.83, 1.816741573033708)","(21.0, 48.0, 47.294117647058826)","(4.8, 6.2, 5.968181818181819)","(14.0, 26.0, 21.925925925925927)","(101.0, 320.0, 280.0)"
