,American Russ,Ebony King,Hanibal Hero,Mahjing,Dirty Grin,Gringotts,Shakattak,Tapin Three,Terrestar
11-01-2023 15:39:28.852114,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.526315789473685)","(21.0, 40.0, 38.0)","(101.0, 310.0, 266.0)","(9.0, 12.0, 11.763513513513514)","(4.2, 4.8, 4.7295454545454545)","(4.6, 5.8, 5.699999999999999)","(2.6, 3.15, 3.131666666666667)","(8.0, 9.0, 8.930434782608696)"
11-01-2023 15:39:30.185693,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.526315789473685)","(21.0, 40.0, 38.0)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.763513513513514)","(4.2, 4.8, 4.7295454545454545)","(4.6, 5.8, 5.699999999999999)","(2.6, 3.15, 3.131666666666667)","(8.0, 9.0, 8.930434782608696)"
11-01-2023 15:39:31.446851,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.526315789473685)","(21.0, 40.0, 38.0)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.7295454545454545)","(4.6, 5.8, 5.699999999999999)","(2.6, 3.15, 3.131666666666667)","(8.0, 9.0, 8.930434782608696)"
11-01-2023 15:39:32.831852,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.526315789473685)","(21.0, 40.0, 38.0)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.7295454545454545)","(4.6, 5.8, 5.699999999999999)","(2.6, 3.15, 3.131666666666667)","(8.0, 9.0, 8.930434782608696)"
11-01-2023 15:39:34.155755,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.76923076923077)","(21.0, 40.0, 36.666666666666664)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.7295454545454545)","(4.6, 5.8, 5.657894736842105)","(2.6, 3.15, 3.131666666666667)","(8.0, 9.0, 8.930434782608696)"
11-01-2023 15:39:35.496024,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.5)","(21.0, 40.0, 36.0)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.7295454545454545)","(4.6, 5.8, 5.667924528301887)","(2.6, 3.15, 3.131666666666667)","(8.0, 9.0, 8.930434782608696)"
11-01-2023 15:39:36.762978,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.5)","(21.0, 40.0, 36.0)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.7295454545454545)","(4.6, 5.8, 5.667924528301887)","(2.6, 3.15, 3.131666666666667)","(8.0, 9.0, 8.935135135135136)"
11-01-2023 15:39:37.959003,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.647058823529413)","(21.0, 40.0, 34.666666666666664)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.7295454545454545)","(4.6, 5.8, 5.667924528301887)","(2.6, 3.15, 3.131666666666667)","(8.0, 9.0, 8.935135135135136)"
11-01-2023 15:39:39.170244,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.647058823529413)","(21.0, 38.0, 34.666666666666664)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.7295454545454545)","(4.6, 5.8, 5.667924528301887)","(2.6, 3.15, 3.131666666666667)","(8.0, 9.0, 8.935135135135136)"
11-01-2023 15:39:40.481941,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.647058823529413)","(21.0, 38.0, 36.125)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.7295454545454545)","(4.6, 5.8, 5.667924528301887)","(2.6, 3.15, 3.131666666666667)","(8.0, 9.0, 8.935135135135136)"
11-01-2023 15:39:41.876860,"(71.0, 190.0, 156.66666666666666)","(15.0, 18.0, 17.0)","(21.0, 38.0, 36.125)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.786764705882353)","(4.2, 4.8, 4.7446640316205535)","(4.6, 5.8, 5.743396226415094)","(2.6, 3.15, 3.144660194174757)","(8.0, 9.0, 8.938461538461539)"
11-01-2023 15:39:43.193061,"(71.0, 190.0, 156.66666666666666)","(15.0, 17.0, 16.47457627118644)","(21.0, 38.0, 36.23529411764706)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.7446640316205535)","(4.6, 5.8, 5.73)","(2.6, 3.15, 3.1345864661654135)","(8.0, 9.0, 8.938461538461539)"
11-01-2023 15:39:44.394769,"(71.0, 190.0, 156.66666666666666)","(15.0, 17.0, 16.47457627118644)","(21.0, 38.0, 36.23529411764706)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.739694656488549)","(4.6, 5.8, 5.73)","(2.6, 3.15, 3.1503731343283583)","(8.0, 9.0, 8.938461538461539)"
11-01-2023 15:39:45.735573,"(71.0, 190.0, 156.66666666666666)","(15.0, 17.0, 16.47457627118644)","(21.0, 38.0, 36.23529411764706)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.77659574468085)","(4.2, 4.8, 4.739694656488549)","(4.6, 5.8, 5.73)","(2.6, 3.2, 3.150407608695652)","(8.0, 9.0, 8.938461538461539)"
11-01-2023 15:39:46.983732,"(71.0, 190.0, 156.66666666666666)","(15.0, 17.0, 16.47457627118644)","(21.0, 38.0, 36.23529411764706)","(101.0, 310.0, 273.3333333333333)","(9.0, 12.0, 11.320512820512821)","(4.2, 4.8, 4.704571428571429)","(4.6, 5.8, 5.73)","(2.6, 3.2, 3.150407608695652)","(8.0, 9.0, 8.938461538461539)"
11-01-2023 15:39:48.367599,"(71.0, 190.0, 156.66666666666666)","(15.0, 17.0, 16.47457627118644)","(21.0, 38.0, 36.23529411764706)","(101.0, 310.0, 273.3333333333333)","(9.0, 11.5, 11.274193548387096)","(4.2, 4.8, 4.704571428571429)","(4.6, 5.8, 5.73)","(2.6, 3.2, 3.150407608695652)","(8.0, 9.0, 8.938461538461539)"
11-01-2023 15:39:49.777414,"(71.0, 190.0, 156.66666666666666)","(15.0, 17.0, 16.424242424242426)","(21.0, 38.0, 36.0)","(101.0, 310.0, 273.3333333333333)","(9.0, 11.5, 11.268292682926829)","(4.2, 4.8, 4.718536585365854)","(4.6, 5.8, 5.86)","(2.6, 3.2, 3.1504213483146066)","(8.0, 9.0, 8.938461538461539)"
11-01-2023 15:39:51.081749,"(71.0, 190.0, 156.66666666666666)","(15.0, 16.5, 16.424242424242426)","(21.0, 38.0, 35.69230769230769)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.208333333333334)","(4.2, 4.8, 4.719387755102041)","(4.6, 5.9, 5.807299270072993)","(2.6, 3.2, 3.1503676470588236)","(8.0, 9.0, 8.938461538461539)"
11-01-2023 15:39:52.304353,"(71.0, 190.0, 156.66666666666666)","(15.0, 16.5, 16.424242424242426)","(21.0, 36.0, 35.69230769230769)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.208333333333334)","(4.2, 4.8, 4.719387755102041)","(4.6, 6.0, 5.807434944237918)","(2.6, 3.2, 3.1503676470588236)","(8.0, 9.0, 8.938461538461539)"
11-01-2023 15:39:53.559701,"(71.0, 190.0, 156.66666666666666)","(15.0, 16.5, 16.424242424242426)","(21.0, 36.0, 35.69230769230769)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.208333333333334)","(4.2, 4.8, 4.719387755102041)","(4.6, 6.0, 5.807434944237918)","(2.6, 3.2, 3.1503676470588236)","(8.0, 9.0, 8.953846153846154)"
11-01-2023 15:39:55.124667,"(71.0, 190.0, 156.66666666666666)","(15.0, 16.5, 16.4)","(21.0, 36.0, 35.69230769230769)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.208333333333334)","(4.2, 4.8, 4.719387755102041)","(4.6, 6.0, 5.807434944237918)","(2.6, 3.2, 3.1503676470588236)","(8.0, 9.0, 8.953846153846154)"
11-01-2023 15:39:56.633393,"(71.0, 190.0, 156.66666666666666)","(15.0, 16.5, 16.4)","(21.0, 36.0, 35.55555555555556)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.208333333333334)","(4.2, 4.8, 4.719387755102041)","(4.6, 6.0, 5.807434944237918)","(2.6, 3.2, 3.1503676470588236)","(8.0, 9.0, 8.999170124481328)"
11-01-2023 15:39:58.152775,"(71.0, 190.0, 156.66666666666666)","(15.0, 16.5, 16.4)","(21.0, 36.0, 35.55555555555556)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.208333333333334)","(4.2, 4.8, 4.719387755102041)","(4.6, 6.0, 5.807434944237918)","(2.6, 3.2, 3.1503676470588236)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:39:59.627595,"(71.0, 190.0, 156.66666666666666)","(15.0, 16.5, 16.4)","(21.0, 36.0, 35.55555555555556)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.208333333333334)","(4.2, 4.8, 4.719387755102041)","(4.6, 6.0, 5.807434944237918)","(2.6, 3.2, 3.150453172205438)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:40:01.098314,"(71.0, 190.0, 156.66666666666666)","(15.0, 16.5, 16.416666666666668)","(21.0, 36.0, 35.55555555555556)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.208333333333334)","(4.2, 4.8, 4.7102272727272725)","(4.6, 6.0, 5.807434944237918)","(2.6, 3.2, 3.1548209366391182)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:40:02.401921,"(71.0, 190.0, 156.66666666666666)","(15.0, 16.5, 16.416666666666668)","(21.0, 36.0, 35.55555555555556)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.208333333333334)","(4.2, 4.8, 4.7102272727272725)","(4.6, 6.0, 5.807434944237918)","(2.6, 3.2, 3.1548209366391182)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:40:03.719941,"(71.0, 180.0, 165.0)","(15.0, 16.5, 16.145833333333332)","(21.0, 36.0, 34.666666666666664)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.305555555555555)","(4.2, 4.8, 4.7102272727272725)","(4.6, 6.0, 5.807042253521127)","(2.6, 3.2, 3.1332855093256815)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:40:05.039242,"(71.0, 170.0, 156.66666666666666)","(15.0, 16.5, 16.0)","(21.0, 36.0, 36.5)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.305555555555555)","(4.2, 4.8, 4.705952380952381)","(4.6, 6.0, 5.803636363636364)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:40:06.389042,"(81.0, 170.0, 141.42857142857142)","(15.0, 16.0, 15.920454545454545)","(26.0, 38.0, 36.5)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.305555555555555)","(4.2, 4.8, 4.705952380952381)","(4.8, 6.0, 5.8042194092827)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:40:07.729470,"(81.0, 160.0, 137.5)","(15.0, 16.0, 15.920454545454545)","(26.0, 38.0, 36.5)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.305555555555555)","(4.2, 4.8, 4.705952380952381)","(4.8, 6.0, 5.8042194092827)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:40:08.969546,"(81.0, 160.0, 137.5)","(15.0, 16.0, 15.920454545454545)","(26.0, 38.0, 36.5)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.305555555555555)","(4.2, 4.8, 4.705952380952381)","(4.8, 6.0, 5.8042194092827)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:40:10.260284,"(81.0, 160.0, 137.5)","(15.0, 16.0, 15.920454545454545)","(26.0, 38.0, 35.1764705882353)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.305555555555555)","(4.2, 4.8, 4.705952380952381)","(4.8, 6.0, 5.81875)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:40:11.532992,"(81.0, 160.0, 137.5)","(15.0, 16.0, 15.920454545454545)","(26.0, 38.0, 35.1764705882353)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.305555555555555)","(4.2, 4.8, 4.705952380952381)","(4.8, 6.0, 5.81875)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 8.999170124481328)"
11-01-2023 15:40:12.879881,"(81.0, 150.0, 136.66666666666666)","(15.0, 16.5, 16.06923076923077)","(26.0, 38.0, 35.1764705882353)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.305555555555555)","(4.2, 4.8, 4.705952380952381)","(4.8, 6.0, 5.81875)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:14.214171,"(81.0, 150.0, 133.33333333333334)","(15.0, 16.5, 16.22222222222222)","(26.0, 38.0, 34.30769230769231)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.705952380952381)","(4.8, 6.0, 5.808035714285714)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:15.546590,"(81.0, 150.0, 136.66666666666666)","(15.0, 16.5, 16.22222222222222)","(26.0, 38.0, 34.30769230769231)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.721666666666667)","(4.8, 6.0, 5.830555555555556)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.039130434782608)"
11-01-2023 15:40:16.936838,"(81.0, 150.0, 136.66666666666666)","(15.0, 16.5, 16.214285714285715)","(26.0, 38.0, 34.30769230769231)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.721666666666667)","(4.8, 5.9, 5.838271604938272)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.039130434782608)"
11-01-2023 15:40:18.277724,"(81.0, 190.0, 160.0)","(15.0, 16.5, 16.214285714285715)","(26.0, 38.0, 34.30769230769231)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.72)","(4.8, 5.9, 5.8178947368421055)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.035555555555556)"
11-01-2023 15:40:19.563066,"(81.0, 190.0, 136.66666666666666)","(15.0, 16.5, 16.095238095238095)","(26.0, 38.0, 33.875)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.738762214983713)","(4.8, 5.9, 5.8178947368421055)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.035555555555556)"
11-01-2023 15:40:20.804800,"(81.0, 190.0, 136.66666666666666)","(15.0, 17.0, 16.095238095238095)","(26.0, 38.0, 33.875)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.738762214983713)","(4.8, 5.9, 5.845454545454546)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:22.170817,"(81.0, 190.0, 136.66666666666666)","(15.0, 17.0, 16.738095238095237)","(26.0, 38.0, 34.11764705882353)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.738762214983713)","(4.8, 5.9, 5.845454545454546)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:23.537082,"(81.0, 190.0, 136.66666666666666)","(15.0, 17.0, 16.738095238095237)","(26.0, 38.0, 34.11764705882353)","(101.0, 310.0, 243.33333333333334)","(10.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.738762214983713)","(4.8, 5.9, 5.845454545454546)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:24.901100,"(71.0, 190.0, 136.66666666666666)","(15.0, 17.0, 16.738095238095237)","(26.0, 38.0, 34.11764705882353)","(101.0, 310.0, 243.33333333333334)","(9.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.745247148288973)","(5.0, 5.9, 5.845454545454546)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:26.212353,"(71.0, 190.0, 136.66666666666666)","(15.0, 17.0, 16.738095238095237)","(26.0, 38.0, 34.11764705882353)","(101.0, 310.0, 284.2857142857143)","(9.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.745247148288973)","(5.0, 5.9, 5.845454545454546)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:27.572248,"(71.0, 190.0, 136.66666666666666)","(15.0, 17.0, 16.738095238095237)","(26.0, 38.0, 34.11764705882353)","(101.0, 310.0, 278.0)","(9.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.745247148288973)","(5.0, 5.9, 5.856410256410257)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:28.827826,"(81.0, 190.0, 136.66666666666666)","(15.0, 17.5, 17.13157894736842)","(26.0, 38.0, 34.11764705882353)","(101.0, 310.0, 278.0)","(9.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.745247148288973)","(5.0, 5.9, 5.856410256410257)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:30.125807,"(81.0, 190.0, 136.66666666666666)","(15.0, 17.5, 17.333333333333332)","(26.0, 36.0, 33.333333333333336)","(101.0, 310.0, 278.0)","(9.0, 11.5, 11.285714285714286)","(4.2, 4.8, 4.745247148288973)","(5.0, 5.9, 5.856410256410257)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:31.478074,"(81.0, 190.0, 136.66666666666666)","(15.0, 17.5, 17.375)","(26.0, 36.0, 33.333333333333336)","(101.0, 310.0, 296.6666666666667)","(9.0, 11.5, 11.411111111111111)","(4.2, 4.8, 4.745247148288973)","(5.0, 5.9, 5.856410256410257)","(2.6, 3.2, 3.1344146685472496)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:32.850919,"(81.0, 190.0, 136.66666666666666)","(15.0, 17.5, 17.333333333333332)","(26.0, 36.0, 33.1764705882353)","(101.0, 310.0, 296.6666666666667)","(9.0, 11.5, 11.490196078431373)","(4.2, 4.8, 4.749583333333334)","(5.0, 5.9, 5.815668202764977)","(2.6, 3.2, 3.132900432900433)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:34.277723,"(81.0, 190.0, 136.66666666666666)","(15.0, 17.5, 17.13157894736842)","(26.0, 36.0, 33.1764705882353)","(101.0, 310.0, 222.72727272727272)","(9.0, 11.5, 11.490196078431373)","(4.2, 4.8, 4.749583333333334)","(5.0, 6.0, 5.858441558441559)","(2.6, 3.2, 3.132900432900433)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:35.632936,"(81.0, 190.0, 136.66666666666666)","(15.0, 17.5, 17.13157894736842)","(26.0, 36.0, 32.0)","(101.0, 230.0, 222.85714285714286)","(9.0, 11.5, 11.551181102362206)","(4.2, 4.8, 4.749583333333334)","(5.0, 5.9, 5.858441558441559)","(2.6, 3.2, 3.1345991561181434)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:36.971676,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.0, 17.580645161290324)","(26.0, 32.0, 31.176470588235293)","(101.0, 230.0, 222.85714285714286)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.749583333333334)","(5.0, 5.9, 5.780263157894737)","(2.6, 3.2, 3.1345991561181434)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:38.322496,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.0, 18.08)","(26.0, 32.0, 31.05263157894737)","(101.0, 230.0, 223.1818181818182)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.75140562248996)","(5.0, 5.8, 5.777586206896552)","(2.6, 3.2, 3.1345991561181434)","(8.0, 9.2, 9.047422680412371)"
11-01-2023 15:40:39.692931,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.5, 18.214285714285715)","(26.0, 32.0, 31.0)","(101.0, 230.0, 225.3846153846154)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.75140562248996)","(5.0, 5.8, 5.760810810810811)","(2.6, 3.2, 3.159726443768997)","(8.0, 9.2, 9.04)"
11-01-2023 15:40:41.021599,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.5, 18.214285714285715)","(26.0, 32.0, 31.0)","(101.0, 230.0, 225.3846153846154)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.75140562248996)","(5.0, 5.8, 5.760810810810811)","(2.6, 3.2, 3.158142493638677)","(8.0, 9.2, 9.04)"
11-01-2023 15:40:42.417583,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.5, 18.214285714285715)","(26.0, 32.0, 30.58823529411765)","(101.0, 230.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.755839416058394)","(5.0, 5.8, 5.760810810810811)","(2.6, 3.2, 3.158142493638677)","(8.0, 9.2, 9.04)"
11-01-2023 15:40:43.866566,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.5, 18.214285714285715)","(26.0, 32.0, 30.58823529411765)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.765948275862069)","(5.0, 5.8, 5.760810810810811)","(2.6, 3.2, 3.158142493638677)","(8.0, 9.2, 9.04)"
11-01-2023 15:40:45.299024,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.5, 18.214285714285715)","(26.0, 32.0, 30.666666666666668)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.7703007518797)","(5.0, 5.8, 5.760810810810811)","(2.6, 3.2, 3.158142493638677)","(8.0, 9.2, 9.04)"
11-01-2023 15:40:46.731729,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.5, 18.214285714285715)","(26.0, 32.0, 30.666666666666668)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.771272727272727)","(5.0, 5.8, 5.760810810810811)","(2.6, 3.2, 3.163278008298755)","(8.0, 9.2, 9.04)"
11-01-2023 15:40:48.177818,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.5, 17.96551724137931)","(26.0, 32.0, 30.666666666666668)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.769727891156463)","(5.0, 5.8, 5.760810810810811)","(2.6, 3.2, 3.21524064171123)","(8.0, 9.2, 9.066666666666666)"
11-01-2023 15:40:49.589326,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.0, 17.96551724137931)","(26.0, 32.0, 28.97872340425532)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.769727891156463)","(5.0, 5.8, 5.738947368421052)","(2.6, 3.25, 3.232804232804233)","(8.0, 9.2, 9.066666666666666)"
11-01-2023 15:40:50.934395,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.0, 17.96551724137931)","(26.0, 30.0, 28.97872340425532)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.7319727891156464)","(5.0, 5.8, 5.723214285714286)","(2.6, 3.25, 3.256923076923077)","(8.0, 9.2, 9.066666666666666)"
11-01-2023 15:40:52.237465,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.0, 18.057142857142857)","(26.0, 30.0, 28.97872340425532)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.8, 4.685658914728682)","(5.0, 5.8, 5.719626168224298)","(2.6, 3.3, 3.2554367201426024)","(8.0, 9.2, 9.066666666666666)"
11-01-2023 15:40:53.577928,"(81.0, 190.0, 136.66666666666666)","(15.0, 18.5, 17.9)","(26.0, 30.0, 28.97872340425532)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.7, 4.683400809716599)","(5.0, 5.8, 5.70752688172043)","(2.6, 3.3, 3.255338078291815)","(8.0, 9.2, 9.066666666666666)"
11-01-2023 15:40:54.996656,"(81.0, 170.0, 143.33333333333334)","(15.0, 18.0, 17.9)","(26.0, 30.0, 28.545454545454547)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.7, 4.683400809716599)","(5.0, 5.8, 5.70752688172043)","(2.6, 3.3, 3.255338078291815)","(8.0, 9.2, 9.066666666666666)"
11-01-2023 15:40:56.312979,"(81.0, 160.0, 140.0)","(15.0, 18.0, 17.840425531914892)","(26.0, 30.0, 28.545454545454547)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.551181102362206)","(4.2, 4.7, 4.681818181818182)","(5.0, 5.8, 5.70752688172043)","(2.6, 3.3, 3.255338078291815)","(8.0, 9.2, 9.066666666666666)"
11-01-2023 15:40:57.604222,"(81.0, 160.0, 140.0)","(15.0, 18.5, 17.9)","(26.0, 30.0, 28.486486486486488)","(101.0, 220.0, 195.625)","(9.0, 12.0, 11.41139240506329)","(4.2, 4.7, 4.778458049886622)","(5.0, 5.8, 5.68780487804878)","(2.6, 3.3, 3.2576013513513513)","(8.0, 9.2, 9.066666666666666)"
11-01-2023 15:40:58.905916,"(81.0, 160.0, 140.0)","(15.0, 18.0, 17.9)","(26.0, 30.0, 28.444444444444443)","(101.0, 220.0, 195.625)","(9.0, 11.5, 11.41139240506329)","(4.2, 4.8, 4.780841121495327)","(5.0, 5.8, 5.68780487804878)","(2.6, 3.3, 3.2576013513513513)","(8.0, 9.2, 9.066666666666666)"
11-01-2023 15:41:00.336493,"(81.0, 160.0, 140.0)","(15.0, 18.0, 17.9)","(21.0, 29.0, 28.444444444444443)","(101.0, 220.0, 195.625)","(9.0, 11.5, 11.532786885245901)","(4.2, 4.8, 4.8062874251497005)","(5.0, 5.8, 5.719047619047619)","(2.6, 3.3, 3.1736654804270463)","(8.0, 9.2, 9.073504273504273)"
11-01-2023 15:41:01.782084,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.314102564102566)","(21.0, 29.0, 28.142857142857142)","(101.0, 220.0, 202.66666666666666)","(9.0, 12.0, 11.532786885245901)","(4.2, 4.9, 4.7786008230452675)","(5.0, 5.8, 5.733333333333333)","(2.6, 3.2, 3.1732824427480915)","(8.0, 9.2, 9.073504273504273)"
11-01-2023 15:41:03.170854,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.314102564102566)","(21.0, 29.0, 28.142857142857142)","(101.0, 220.0, 206.66666666666666)","(9.0, 12.0, 11.45)","(4.2, 4.9, 4.7778797145769625)","(5.0, 5.8, 5.747058823529412)","(2.6, 3.2, 3.185057471264368)","(8.0, 9.2, 9.073504273504273)"
