,American Russ,Ebony King,Hanibal Hero,Mahjing,Dirty Grin,Gringotts,Shakattak,Tapin Three,Terrestar
11-01-2023 15:47:23.925943,"(71.0, 120.0, 113.48837209302326)","(15.0, 18.5, 18.037414965986393)","(21.0, 32.0, 30.024390243902438)","(101.0, 220.0, 214.6153846153846)","(10.0, 13.5, 13.033980582524272)","(3.9, 4.4, 4.339836567926455)","(5.5, 6.4, 6.31830985915493)","(2.6, 3.1, 3.0837004405286343)","(8.0, 9.2, 9.173544973544974)"
11-01-2023 15:47:25.401715,"(71.0, 120.0, 113.48837209302326)","(15.0, 18.5, 18.037414965986393)","(21.0, 32.0, 29.692307692307693)","(101.0, 220.0, 214.16666666666666)","(10.0, 13.5, 13.19)","(3.9, 4.4, 4.280574712643678)","(5.5, 6.4, 6.32)","(2.6, 3.1, 3.080357142857143)","(8.0, 9.4, 9.211872146118722)"
11-01-2023 15:47:27.271009,"(71.0, 120.0, 112.63157894736842)","(15.0, 18.5, 18.103896103896105)","(21.0, 32.0, 30.424242424242426)","(101.0, 220.0, 214.16666666666666)","(10.0, 13.5, 12.922018348623853)","(3.9, 4.3, 4.27208480565371)","(5.5, 6.4, 6.353293413173653)","(2.6, 3.1, 3.080357142857143)","(8.0, 9.4, 9.219298245614036)"
11-01-2023 15:47:29.155169,"(71.0, 120.0, 112.63157894736842)","(15.0, 18.5, 18.11875)","(21.0, 32.0, 30.555555555555557)","(101.0, 220.0, 214.16666666666666)","(10.0, 13.0, 12.932539682539682)","(3.9, 4.3, 4.266930917327294)","(5.5, 6.4, 6.481967213114754)","(2.6, 3.1, 3.0794797687861273)","(8.0, 9.4, 9.219298245614036)"
11-01-2023 15:47:31.247700,"(71.0, 120.0, 112.63157894736842)","(15.0, 18.5, 18.31845238095238)","(21.0, 30.0, 29.40909090909091)","(101.0, 220.0, 215.55555555555554)","(10.0, 13.0, 12.928571428571429)","(3.9, 4.3, 4.270111111111111)","(5.5, 6.6, 6.486153846153846)","(2.6, 3.1, 3.0794625719769675)","(8.0, 9.4, 9.219298245614036)"
11-01-2023 15:47:32.996159,"(71.0, 120.0, 112.63157894736842)","(15.0, 18.5, 18.325714285714287)","(21.0, 30.0, 29.153846153846153)","(101.0, 220.0, 214.6153846153846)","(11.0, 13.0, 13.073170731707318)","(3.8, 4.3, 4.264191251271617)","(5.5, 6.6, 6.5093023255813955)","(2.6, 3.1, 3.0842316513761467)","(8.0, 9.4, 9.196039603960397)"
11-01-2023 15:47:34.632600,"(71.0, 120.0, 112.63157894736842)","(15.0, 18.5, 18.32369942196532)","(21.0, 30.0, 28.952380952380953)","(101.0, 220.0, 213.0)","(11.0, 13.5, 13.075949367088608)","(3.8, 4.3, 4.265592515592515)","(5.5, 6.6, 6.5093023255813955)","(2.6, 3.1, 3.0839164785553046)","(8.0, 9.4, 9.159677419354837)"
11-01-2023 15:47:36.517496,"(71.0, 120.0, 112.63157894736842)","(15.0, 18.5, 18.02777777777778)","(21.0, 30.0, 28.952380952380953)","(101.0, 220.0, 213.0)","(10.0, 13.5, 13.075949367088608)","(3.8, 4.3, 4.26378555798687)","(5.5, 6.6, 6.556626506024096)","(2.6, 3.1, 3.0928761651131826)","(8.0, 9.2, 9.201923076923077)"
11-01-2023 15:47:38.681117,"(71.0, 120.0, 112.22222222222223)","(15.0, 18.5, 18.156565656565657)","(21.0, 30.0, 28.8)","(101.0, 220.0, 212.22222222222223)","(10.0, 13.5, 13.065217391304348)","(3.8, 4.3, 4.273655323819978)","(5.5, 6.6, 6.5625)","(2.6, 3.1, 3.0824582338902147)","(8.0, 9.4, 9.3192118226601)"
11-01-2023 15:47:40.250775,"(71.0, 120.0, 112.22222222222223)","(15.0, 18.5, 18.20952380952381)","(21.0, 29.0, 28.565217391304348)","(101.0, 220.0, 211.25)","(10.0, 13.5, 13.108938547486034)","(3.8, 4.3, 4.276082004555809)","(5.5, 6.6, 6.648979591836734)","(2.6, 3.1, 3.048906107566089)","(8.0, 9.4, 9.327111111111112)"
11-01-2023 15:47:41.813746,"(71.0, 120.0, 107.14285714285714)","(15.0, 18.5, 18.288194444444443)","(21.0, 29.0, 29.073170731707318)","(101.0, 220.0, 211.25)","(10.0, 13.5, 13.108938547486034)","(3.8, 4.3, 4.291611185086551)","(5.5, 6.8, 6.575609756097561)","(2.6, 3.05, 3.1558358061325418)","(8.0, 9.4, 9.325114155251141)"
11-01-2023 15:47:43.342763,"(71.0, 110.0, 105.75)","(15.0, 18.5, 18.267175572519083)","(21.0, 30.0, 29.073170731707318)","(101.0, 220.0, 212.0)","(10.0, 13.5, 12.380434782608695)","(3.8, 4.3, 4.271215351812367)","(5.5, 6.6, 6.5847058823529405)","(2.6, 3.2, 3.116502808988764)","(8.0, 9.4, 9.31336405529954)"
11-01-2023 15:47:44.899274,"(71.0, 110.0, 105.75)","(15.0, 18.5, 18.267175572519083)","(21.0, 30.0, 29.224489795918366)","(101.0, 220.0, 212.85714285714286)","(10.0, 12.5, 12.357142857142858)","(3.8, 4.3, 4.294886363636364)","(5.5, 6.6, 6.588023952095808)","(2.6, 3.15, 3.1165487977369164)","(8.0, 9.4, 9.323577235772358)"
11-01-2023 15:47:46.538674,"(71.0, 110.0, 105.75)","(15.0, 18.5, 18.267175572519083)","(21.0, 30.0, 29.224489795918366)","(101.0, 230.0, 213.63636363636363)","(10.0, 12.5, 12.29646017699115)","(3.8, 4.3, 4.308617886178862)","(5.5, 6.6, 6.542657342657343)","(2.6, 3.15, 3.102781954887218)","(8.0, 9.4, 9.323577235772358)"
11-01-2023 15:47:48.070776,"(71.0, 110.0, 107.6923076923077)","(15.0, 18.5, 18.051470588235293)","(21.0, 30.0, 28.88)","(101.0, 230.0, 209.16666666666666)","(10.0, 12.5, 12.172897196261681)","(3.8, 4.4, 4.308972267536705)","(5.5, 6.6, 6.582142857142857)","(2.6, 3.15, 3.094903339191564)","(8.0, 9.4, 9.326126126126127)"
11-01-2023 15:47:49.537753,"(71.0, 110.0, 107.93103448275862)","(15.0, 18.5, 17.828358208955223)","(21.0, 29.0, 28.88)","(101.0, 210.0, 209.16666666666666)","(10.0, 12.5, 12.150485436893204)","(3.8, 4.4, 4.163240223463687)","(5.5, 6.6, 6.65090909090909)","(2.6, 3.15, 3.1633991537376587)","(8.0, 9.4, 9.333061224489796)"
11-01-2023 15:47:51.059345,"(71.0, 110.0, 115.0)","(15.0, 18.0, 17.114155251141554)","(21.0, 29.0, 28.88)","(101.0, 210.0, 209.44444444444446)","(10.0, 12.5, 11.937007874015748)","(3.8, 4.2, 4.161099137931035)","(5.5, 6.8, 6.658823529411765)","(2.6, 3.2, 3.207950530035336)","(8.0, 9.4, 9.4336917562724)"
11-01-2023 15:47:52.590869,"(71.0, 120.0, 115.71428571428571)","(15.0, 17.5, 17.095238095238095)","(21.0, 29.0, 28.88)","(101.0, 210.0, 209.375)","(10.0, 12.0, 11.942028985507246)","(3.8, 4.2, 4.16726403823178)","(5.5, 6.8, 6.648780487804878)","(2.6, 3.25, 3.2237536656891495)","(8.0, 9.6, 9.430711610486892)"
11-01-2023 15:47:54.112675,"(71.0, 120.0, 115.71428571428571)","(15.0, 17.5, 16.9017094017094)","(21.0, 29.0, 28.75)","(101.0, 210.0, 209.54545454545453)","(10.0, 12.0, 11.788659793814434)","(3.8, 4.2, 4.190040927694406)","(5.5, 6.8, 6.632432432432433)","(2.6, 3.25, 3.2423248882265274)","(8.0, 9.6, 9.430711610486892)"
11-01-2023 15:47:55.695417,"(71.0, 120.0, 115.55555555555556)","(15.0, 17.0, 16.846715328467152)","(21.0, 29.0, 27.85)","(101.0, 210.0, 209.54545454545453)","(10.0, 12.0, 11.788659793814434)","(3.8, 4.2, 4.247241867043847)","(5.5, 6.8, 6.544943820224719)","(2.6, 3.25, 3.237392055267703)","(8.0, 9.6, 9.430711610486892)"
11-01-2023 15:47:57.209752,"(71.0, 120.0, 115.55555555555556)","(15.0, 17.0, 17.12686567164179)","(21.0, 28.0, 27.85)","(101.0, 210.0, 209.58333333333334)","(10.0, 12.0, 11.80841121495327)","(3.8, 4.3, 4.2621187800963085)","(5.5, 6.6, 6.385267857142858)","(2.6, 3.25, 3.2287616511318245)","(8.0, 9.6, 9.446575342465753)"
11-01-2023 15:47:58.662612,"(71.0, 120.0, 115.55555555555556)","(15.0, 18.0, 17.031645569620252)","(21.0, 28.0, 27.85)","(101.0, 210.0, 209.54545454545453)","(10.0, 12.0, 11.755952380952381)","(3.8, 4.3, 4.346212121212122)","(5.5, 6.4, 6.392682926829268)","(2.6, 3.25, 3.2288180610889774)","(8.0, 9.6, 9.314685314685315)"
11-01-2023 15:48:00.177544,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.5, 17.031645569620252)","(21.0, 28.0, 27.636363636363637)","(101.0, 210.0, 209.54545454545453)","(10.0, 12.0, 11.618181818181819)","(3.8, 4.4, 4.256194690265486)","(5.5, 6.4, 6.680281690140845)","(2.7, 3.25, 3.2274125874125876)","(8.0, 9.4, 9.284563758389261)"
11-01-2023 15:48:01.675551,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.5, 16.661016949152543)","(21.0, 28.0, 27.636363636363637)","(101.0, 210.0, 209.54545454545453)","(10.0, 12.0, 11.614678899082568)","(3.8, 4.3, 4.260282776349614)","(5.5, 6.8, 6.6820143884892085)","(2.7, 3.25, 3.2271406727828746)","(8.0, 9.4, 9.319512195121952)"
11-01-2023 15:48:03.139404,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.0, 16.661016949152543)","(21.0, 28.0, 26.92)","(101.0, 210.0, 209.54545454545453)","(10.0, 12.0, 11.614678899082568)","(3.8, 4.3, 4.257924743443557)","(5.5, 6.8, 6.677611940298507)","(2.7, 3.25, 3.2069930069930073)","(8.0, 9.4, 9.246511627906976)"
11-01-2023 15:48:04.737792,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.0, 16.743589743589745)","(21.0, 27.0, 27.27777777777778)","(101.0, 210.0, 209.54545454545453)","(10.0, 12.0, 11.666666666666666)","(3.8, 4.3, 4.254828660436137)","(5.5, 6.8, 6.688135593220339)","(2.7, 3.25, 3.2178521617852165)","(8.0, 9.4, 9.309634551495018)"
11-01-2023 15:48:06.288550,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.0, 17.407894736842106)","(21.0, 28.0, 26.97142857142857)","(101.0, 210.0, 209.54545454545453)","(10.0, 12.0, 11.666666666666666)","(3.9, 4.3, 4.252728954671601)","(5.5, 6.8, 6.694949494949495)","(2.6, 3.25, 3.2165451895043735)","(8.0, 9.4, 9.26508875739645)"
11-01-2023 15:48:07.719748,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.5, 17.407894736842106)","(21.0, 28.0, 26.85)","(101.0, 210.0, 209.54545454545453)","(10.0, 12.0, 11.879310344827585)","(3.9, 4.3, 4.255865921787709)","(5.5, 6.8, 6.733333333333333)","(2.6, 3.25, 3.195632183908046)","(8.0, 9.4, 9.266666666666667)"
11-01-2023 15:48:09.065122,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.5, 17.893939393939394)","(21.0, 27.0, 26.85)","(101.0, 210.0, 209.58333333333334)","(10.0, 12.0, 11.837837837837839)","(3.8, 4.3, 4.2545714285714284)","(5.5, 6.8, 6.733333333333333)","(2.7, 3.2, 3.199174236168456)","(8.0, 9.4, 9.266666666666667)"
11-01-2023 15:48:10.466450,"(71.0, 120.0, 114.54545454545455)","(15.0, 18.0, 17.893939393939394)","(21.0, 27.0, 28.275862068965516)","(101.0, 210.0, 209.62962962962962)","(10.0, 12.0, 11.838461538461539)","(3.8, 4.3, 4.257721518987342)","(5.5, 6.8, 6.502692998204668)","(2.7, 3.2, 3.208174904942966)","(8.0, 9.4, 9.19)"
11-01-2023 15:48:11.912510,"(71.0, 120.0, 114.54545454545455)","(15.0, 18.0, 17.833333333333332)","(21.0, 29.0, 27.8125)","(101.0, 210.0, 209.6153846153846)","(10.0, 12.0, 11.832)","(3.8, 4.3, 4.260016977928693)","(5.5, 6.6, 6.498455598455599)","(2.7, 3.25, 3.222689817539729)","(8.0, 9.2, 9.283443708609271)"
11-01-2023 15:48:13.476234,"(71.0, 120.0, 114.54545454545455)","(15.0, 18.0, 17.833333333333332)","(21.0, 28.0, 27.684210526315788)","(101.0, 210.0, 209.6153846153846)","(10.0, 12.0, 11.832)","(3.8, 4.3, 4.2599820143884894)","(5.5, 6.6, 6.508974358974359)","(2.6, 3.25, 3.2228654970760235)","(8.0, 9.4, 9.282926829268293)"
11-01-2023 15:48:15.044487,"(71.0, 120.0, 114.54545454545455)","(15.0, 18.0, 17.333333333333332)","(21.0, 28.0, 27.684210526315788)","(101.0, 210.0, 227.0)","(10.0, 12.0, 11.832)","(3.8, 4.3, 4.269723865877712)","(5.5, 6.6, 6.514405010438414)","(2.6, 3.25, 3.188800705467372)","(8.0, 9.2, 9.199392097264438)"
11-01-2023 15:48:16.590946,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.5, 17.238095238095237)","(21.0, 28.0, 27.684210526315788)","(101.0, 230.0, 227.3684210526316)","(10.0, 12.0, 11.832)","(3.8, 4.3, 4.262320328542095)","(5.5, 6.6, 6.6874617737003055)","(2.6, 3.2, 3.188433515482696)","(8.0, 9.2, 9.199392097264438)"
11-01-2023 15:48:18.189110,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.5, 17.359375)","(21.0, 28.0, 27.684210526315788)","(101.0, 230.0, 227.3684210526316)","(10.0, 12.0, 11.832)","(3.8, 4.3, 4.264262295081967)","(5.5, 6.8, 6.6874617737003055)","(2.6, 3.2, 3.2234426229508197)","(8.0, 9.2, 9.301904761904762)"
11-01-2023 15:48:19.715100,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.5, 16.916666666666668)","(21.0, 28.0, 28.58823529411765)","(101.0, 230.0, 227.3684210526316)","(10.0, 12.0, 11.791479820627803)","(3.8, 4.3, 4.2641)","(5.5, 6.8, 6.6795031055900616)","(2.6, 3.25, 3.2251196172248804)","(8.0, 9.4, 9.302137767220902)"
11-01-2023 15:48:21.384928,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.0, 16.910714285714285)","(21.0, 29.0, 28.695652173913043)","(101.0, 230.0, 235.51724137931035)","(10.0, 12.0, 11.791479820627803)","(3.8, 4.3, 4.26650532429816)","(5.5, 6.8, 6.688505747126436)","(2.6, 3.25, 3.2247572815533982)","(8.0, 9.4, 9.296503496503497)"
11-01-2023 15:48:22.843467,"(71.0, 120.0, 114.54545454545455)","(15.0, 17.0, 17.086206896551722)","(21.0, 29.0, 28.5625)","(101.0, 270.0, 234.51612903225805)","(10.0, 12.0, 11.791479820627803)","(3.8, 4.3, 4.271861924686192)","(5.5, 6.8, 6.682779456193353)","(2.6, 3.25, 3.218588469184891)","(8.0, 9.4, 9.280176211453744)"
11-01-2023 15:48:24.310143,"(71.0, 120.0, 124.28571428571429)","(15.0, 17.5, 17.18421052631579)","(21.0, 29.0, 27.9)","(101.0, 270.0, 250.67415730337078)","(10.0, 12.0, 11.733812949640289)","(3.8, 4.3, 4.286391129032258)","(5.5, 6.8, 6.661921708185053)","(2.6, 3.25, 3.2087467362924285)","(8.0, 9.4, 9.201459854014598)"
11-01-2023 15:48:25.780253,"(71.0, 130.0, 125.55555555555556)","(15.0, 17.5, 17.264705882352942)","(21.0, 28.0, 27.545454545454547)","(101.0, 270.0, 251.60919540229884)","(10.0, 12.0, 11.733812949640289)","(3.8, 4.3, 4.348335745296672)","(6.0, 6.8, 6.669360269360269)","(2.7, 3.25, 3.1848240469208213)","(8.0, 9.4, 9.194374999999999)"
11-01-2023 15:48:27.172952,"(71.0, 130.0, 136.66666666666666)","(15.0, 17.5, 17.45762711864407)","(21.0, 28.0, 27.34375)","(101.0, 270.0, 251.60919540229884)","(10.0, 12.0, 11.740350877192983)","(3.8, 4.4, 4.301866666666666)","(6.0, 6.8, 6.658394160583941)","(2.7, 3.2, 3.180095759233926)","(8.0, 9.2, 9.24)"
11-01-2023 15:48:28.488577,"(71.0, 140.0, 136.66666666666666)","(15.0, 17.5, 17.608695652173914)","(21.0, 28.0, 26.848484848484848)","(101.0, 270.0, 251.60919540229884)","(10.0, 12.0, 11.740350877192983)","(3.8, 4.4, 4.292491749174918)","(6.0, 6.8, 6.669360269360269)","(2.7, 3.2, 3.1844319775596075)","(8.0, 9.4, 9.135849056603773)"
11-01-2023 15:48:29.874065,"(71.0, 140.0, 129.28571428571428)","(15.0, 18.0, 17.613636363636363)","(21.0, 27.0, 26.8)","(101.0, 270.0, 251.60919540229884)","(10.0, 12.0, 11.798365122615804)","(3.8, 4.3, 4.294354148845167)","(6.0, 6.8, 6.669360269360269)","(2.7, 3.2, 3.184626234132581)","(8.0, 9.2, 9.135802469135802)"
11-01-2023 15:48:31.432708,"(71.0, 130.0, 128.33333333333334)","(15.0, 18.0, 17.613636363636363)","(21.0, 27.0, 26.956521739130434)","(101.0, 270.0, 251.8181818181818)","(10.0, 12.0, 11.798365122615804)","(3.8, 4.3, 4.2940310711365495)","(6.0, 6.8, 6.673202614379084)","(2.6, 3.2, 3.1855797101449275)","(8.0, 9.2, 9.140127388535031)"
11-01-2023 15:48:33.062218,"(81.0, 130.0, 128.88888888888889)","(15.0, 18.0, 17.816)","(21.0, 27.0, 26.956521739130434)","(101.0, 270.0, 240.73170731707316)","(10.0, 12.0, 11.805929919137466)","(3.8, 4.3, 4.293951946975973)","(6.0, 6.8, 6.677777777777777)","(2.6, 3.15, 3.128864247311828)","(8.0, 9.2, 9.140127388535031)"
11-01-2023 15:48:34.515915,"(81.0, 130.0, 128.88888888888889)","(15.0, 18.0, 17.66737288135593)","(21.0, 27.0, 26.916666666666668)","(101.0, 270.0, 244.6031746031746)","(10.0, 12.0, 11.805929919137466)","(3.8, 4.3, 4.295299539170506)","(6.0, 6.8, 6.658064516129032)","(2.6, 3.15, 3.128671562082777)","(8.0, 9.2, 9.188034188034187)"
11-01-2023 15:48:35.882465,"(81.0, 120.0, 116.59574468085106)","(15.0, 18.0, 17.66737288135593)","(21.0, 27.0, 26.916666666666668)","(101.0, 270.0, 245.0)","(10.0, 12.0, 11.7905604719764)","(3.8, 4.3, 4.342332268370607)","(6.0, 6.8, 6.680677966101695)","(2.6, 3.15, 3.1292120435618194)","(8.0, 9.2, 9.162162162162161)"
11-01-2023 15:48:37.285144,"(81.0, 120.0, 111.11111111111111)","(15.0, 18.0, 17.696035242290748)","(21.0, 27.0, 26.423076923076923)","(101.0, 270.0, 246.11940298507463)","(10.0, 12.0, 11.7905604719764)","(3.8, 4.4, 4.3455974842767295)","(6.0, 6.8, 6.647468354430379)","(2.6, 3.15, 3.128535669586984)","(8.0, 9.2, 9.155172413793103)"
11-01-2023 15:48:38.610557,"(81.0, 120.0, 111.11111111111111)","(15.0, 18.0, 17.696035242290748)","(21.0, 27.0, 26.547169811320753)","(101.0, 270.0, 247.46478873239437)","(10.0, 12.0, 11.7905604719764)","(3.8, 4.4, 4.342410714285714)","(6.0, 6.8, 6.636610169491525)","(2.6, 3.15, 3.1248086290883785)","(8.0, 9.2, 9.149019607843137)"
11-01-2023 15:48:40.305248,"(81.0, 120.0, 110.66666666666667)","(15.0, 18.0, 17.696035242290748)","(21.0, 27.0, 26.537037037037038)","(101.0, 270.0, 248.66666666666666)","(10.0, 12.0, 11.7905604719764)","(3.8, 4.4, 4.338612368024132)","(6.0, 6.8, 6.636054421768707)","(2.6, 3.15, 3.1243281471004245)","(8.0, 9.2, 9.149019607843137)"
11-01-2023 15:48:42.346179,"(81.0, 120.0, 110.625)","(15.0, 18.0, 17.709051724137932)","(21.0, 27.0, 26.479166666666668)","(101.0, 270.0, 248.66666666666666)","(10.0, 12.0, 11.774052478134111)","(3.8, 4.4, 4.3337381916329285)","(6.0, 6.8, 6.616030534351145)","(2.6, 3.15, 3.1231638418079095)","(8.0, 9.2, 9.1792)"
11-01-2023 15:48:44.055791,"(81.0, 120.0, 110.625)","(15.0, 18.0, 17.709051724137932)","(21.0, 27.0, 26.456521739130434)","(101.0, 270.0, 247.14285714285714)","(10.0, 12.0, 11.7524115755627)","(3.8, 4.4, 4.332700135685211)","(6.0, 6.8, 6.638805970149254)","(2.7, 3.15, 3.1238751814223513)","(8.0, 9.2, 9.179365079365079)"
11-01-2023 15:48:45.650979,"(71.0, 120.0, 110.625)","(15.0, 18.0, 17.709051724137932)","(21.0, 27.0, 26.456521739130434)","(101.0, 270.0, 247.14285714285714)","(10.0, 12.0, 11.73356401384083)","(3.8, 4.4, 4.3402092675635275)","(6.0, 6.8, 6.633846153846154)","(2.7, 3.15, 3.123090128755365)","(8.0, 9.2, 9.141007194244605)"
11-01-2023 15:48:47.251999,"(71.0, 120.0, 110.625)","(15.0, 18.0, 17.709051724137932)","(21.0, 27.0, 26.456521739130434)","(101.0, 270.0, 247.14285714285714)","(10.0, 12.0, 11.72887323943662)","(3.8, 4.4, 4.3428969359331475)","(6.0, 6.8, 6.645222929936305)","(2.7, 3.15, 3.1248843663274743)","(8.0, 9.2, 9.141007194244605)"
11-01-2023 15:48:48.642168,"(71.0, 120.0, 110.625)","(15.0, 18.0, 17.709051724137932)","(21.0, 27.0, 26.342105263157894)","(101.0, 270.0, 247.14285714285714)","(10.0, 12.0, 11.72887323943662)","(3.8, 4.4, 4.34047619047619)","(6.0, 6.8, 6.6562874251497)","(2.7, 3.15, 3.1232442748091604)","(8.0, 9.2, 9.069090909090908)"
11-01-2023 15:48:50.171245,"(71.0, 110.0, 108.26086956521739)","(15.0, 18.0, 17.709051724137932)","(21.0, 27.0, 26.342105263157894)","(101.0, 270.0, 247.46478873239437)","(10.0, 12.0, 11.743103448275862)","(3.8, 4.4, 4.344475138121547)","(5.5, 6.8, 6.658407079646017)","(2.7, 3.15, 3.123384491114701)","(8.0, 9.2, 9.087022900763358)"
11-01-2023 15:48:51.518525,"(71.0, 110.0, 108.26086956521739)","(15.0, 18.0, 17.731075697211157)","(21.0, 27.0, 26.35135135135135)","(101.0, 270.0, 247.46478873239437)","(10.0, 12.0, 11.75268817204301)","(3.8, 4.4, 4.341222366710013)","(5.5, 6.8, 6.674566473988439)","(2.7, 3.15, 3.1195682944090586)","(8.0, 9.2, 9.077027027027027)"
11-01-2023 15:48:52.820453,"(71.0, 110.0, 107.75510204081633)","(15.0, 18.0, 17.731075697211157)","(21.0, 27.0, 26.448275862068964)","(101.0, 270.0, 243.33333333333334)","(10.0, 12.0, 11.7578125)","(3.8, 4.4, 4.289294117647058)","(5.5, 6.8, 6.69040404040404)","(2.7, 3.15, 3.1216152019002377)","(8.0, 9.2, 9.045)"
11-01-2023 15:48:54.078746,"(71.0, 110.0, 108.63636363636364)","(15.0, 18.0, 17.731075697211157)","(21.0, 27.0, 26.448275862068964)","(101.0, 270.0, 286.6666666666667)","(10.0, 12.0, 11.772893772893774)","(3.8, 4.3, 4.28953323903819)","(5.5, 6.8, 6.698566308243727)","(2.7, 3.15, 3.124136607828089)","(8.0, 9.2, 8.995620437956205)"
11-01-2023 15:48:55.277703,"(71.0, 110.0, 108.88888888888889)","(15.0, 18.0, 17.73938223938224)","(21.0, 27.0, 26.542857142857144)","(101.0, 320.0, 280.8333333333333)","(10.0, 12.0, 11.772727272727273)","(3.8, 4.3, 4.255967450271248)","(5.5, 6.8, 6.6868)","(2.7, 3.15, 3.1231474103585657)","(8.0, 9.0, 9.038260869565217)"
11-01-2023 15:48:56.600554,"(71.0, 110.0, 108.80952380952381)","(15.0, 18.0, 17.73938223938224)","(21.0, 27.0, 26.515151515151516)","(101.0, 310.0, 280.8333333333333)","(10.0, 12.0, 11.768339768339768)","(3.8, 4.3, 4.255312246553123)","(6.0, 6.8, 6.694795539033457)","(2.7, 3.15, 3.122557003257329)","(8.0, 9.2, 9.033928571428572)"
11-01-2023 15:48:58.000349,"(71.0, 110.0, 109.35483870967742)","(15.0, 18.0, 17.800925925925927)","(21.0, 27.0, 26.448275862068964)","(101.0, 310.0, 280.8333333333333)","(10.0, 12.0, 11.609756097560975)","(3.8, 4.3, 4.262169553327256)","(6.0, 6.8, 6.739142857142857)","(2.7, 3.15, 3.111446409989594)","(8.0, 9.2, 9.0640625)"
11-01-2023 15:48:59.278867,"(71.0, 110.0, 113.80952380952381)","(15.0, 18.0, 18.295833333333334)","(21.0, 27.0, 26.61904761904762)","(101.0, 310.0, 291.57894736842104)","(10.0, 12.0, 11.433333333333334)","(3.8, 4.3, 4.271486349848332)","(6.0, 6.8, 6.744067796610169)","(2.7, 3.15, 3.1112852664576804)","(8.0, 9.2, 9.219277108433735)"
11-01-2023 15:49:01.015728,"(71.0, 120.0, 114.0)","(15.0, 18.5, 18.71551724137931)","(21.0, 27.0, 26.829268292682926)","(101.0, 310.0, 306.5)","(10.0, 11.5, 11.351851851851851)","(3.8, 4.3, 4.274744661095636)","(6.0, 6.8, 6.749584487534626)","(2.7, 3.15, 3.0915895710681247)","(8.0, 9.4, 9.264026402640264)"
11-01-2023 15:49:02.509541,"(71.0, 120.0, 114.0)","(15.0, 19.0, 18.731182795698924)","(21.0, 27.0, 26.93548387096774)","(101.0, 310.0, 273.3333333333333)","(10.0, 11.5, 11.383720930232558)","(3.8, 4.3, 4.27625)","(6.0, 6.8, 6.7484888304862025)","(2.7, 3.1, 3.0907582938388627)","(8.0, 9.4, 9.180710659898477)"
11-01-2023 15:49:03.947142,"(71.0, 120.0, 114.33962264150944)","(15.0, 19.0, 18.743589743589745)","(21.0, 27.0, 26.96875)","(101.0, 320.0, 285.0)","(10.0, 11.5, 11.664406779661016)","(3.8, 4.3, 4.274174757281553)","(6.0, 6.8, 6.749484536082474)","(2.7, 3.1, 3.088132733408324)","(8.0, 9.2, 9.242105263157894)"
11-01-2023 15:49:05.836751,"(71.0, 120.0, 114.54545454545455)","(15.0, 19.0, 18.825174825174827)","(21.0, 27.0, 27.685185185185183)","(101.0, 320.0, 631.1111111111111)","(10.0, 12.0, 11.745501285347043)","(3.8, 4.3, 4.244927536231884)","(6.0, 6.8, 6.791162029459902)","(2.7, 3.1, 3.085233918128655)","(8.0, 9.4, 9.321969696969697)"
11-01-2023 15:49:07.602973,"(71.0, 120.0, 115.16129032258064)","(15.0, 19.0, 19.304347826086957)","(21.0, 28.0, 27.710227272727273)","(101.0, 670.0, 611.6666666666667)","(10.0, 12.0, 11.74934725848564)","(3.8, 4.3, 4.238273045507585)","(6.0, 6.8, 6.768136557610242)","(2.7, 3.1, 3.074920886075949)","(8.0, 9.4, 9.346976744186046)"
11-01-2023 15:49:09.194841,"(71.0, 120.0, 115.16129032258064)","(15.0, 19.5, 19.360759493670887)","(21.0, 28.0, 27.68125)","(101.0, 670.0, 611.6666666666667)","(10.0, 12.0, 11.714606741573034)","(3.8, 4.3, 4.239888268156425)","(6.0, 6.8, 6.754811715481171)","(2.7, 3.1, 3.0947013487475914)","(8.0, 9.4, 9.174358974358974)"
11-01-2023 15:49:10.607544,"(71.0, 120.0, 115.16129032258064)","(15.0, 20.0, 19.52803738317757)","(21.0, 28.0, 27.664473684210527)","(101.0, 670.0, 651.304347826087)","(10.0, 12.0, 11.78825995807128)","(3.8, 4.3, 4.235331632653061)","(6.0, 6.8, 6.716985645933014)","(2.7, 3.1, 3.100293255131965)","(8.0, 9.2, 9.160330578512395)"
11-01-2023 15:49:11.939665,"(71.0, 120.0, 118.5)","(15.0, 20.0, 19.52803738317757)","(21.0, 28.0, 27.664473684210527)","(101.0, 670.0, 504.0)","(10.0, 12.0, 11.825059101654846)","(3.8, 4.3, 4.242176039119804)","(6.0, 6.8, 6.711244019138756)","(2.7, 3.15, 3.1154845154845154)","(8.0, 9.2, 9.08135593220339)"
