,Magic Avenue,Slingshot Yo Yo,Optimus Bruce,Fleeting Fury,Urana Blazer,Club Man,Sister One,Shining Silver
08-01-2023 16:42:19.516359,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:20.675269,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:21.867118,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:23.008996,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:24.196438,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:25.306395,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:26.487238,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:27.712918,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:28.900236,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:30.104356,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:31.241744,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:32.422514,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:33.606382,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:34.778797,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:35.971722,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:37.154853,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:38.389446,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:39.577918,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:40.744765,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:41.950982,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:43.158080,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:44.420944,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:45.631028,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:46.842270,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 20.6)","(8.0, 15.0, 13.4)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.08)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:48.060502,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 21.214285714285715)","(8.0, 15.0, 10.2)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.62)","(8.0, 14.0, 12.4)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:49.277349,"(3.1, 5.9, 4.213636363636364)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 15.0, 11.15)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.545454545454545)","(8.0, 14.0, 12.657142857142857)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:50.474472,"(3.1, 6.0, 3.69)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 14.5, 11.15)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.545454545454545)","(8.0, 13.5, 12.657142857142857)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:51.692160,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 14.5, 11.15)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.545454545454545)","(8.0, 13.5, 12.657142857142857)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:52.956641,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 14.5, 11.15)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.545454545454545)","(8.0, 13.5, 12.657142857142857)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:54.336246,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 14.5, 11.15)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.545454545454545)","(8.0, 13.5, 12.657142857142857)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:55.714588,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 14.5, 11.15)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.545454545454545)","(8.0, 13.5, 12.657142857142857)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:56.991008,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 14.5, 11.15)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.545454545454545)","(8.0, 13.5, 12.657142857142857)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:58.267624,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 14.5, 13.16)","(8.0, 14.0, 12.5)","(8.0, 16.0, 10.142857142857142)","(8.0, 13.5, 12.075)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:42:59.706401,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 14.5, 13.16)","(8.0, 14.0, 12.5)","(8.0, 16.0, 10.142857142857142)","(8.0, 13.5, 12.945454545454545)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:01.100068,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 14.5, 13.16)","(8.0, 14.0, 12.5)","(8.0, 16.0, 10.142857142857142)","(8.0, 13.5, 12.945454545454545)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:02.385925,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 45.55555555555556)","(11.0, 23.0, 21.214285714285715)","(8.0, 14.5, 13.16)","(8.0, 14.0, 12.5)","(8.0, 16.0, 10.142857142857142)","(8.0, 13.5, 12.945454545454545)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:03.761530,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:05.170188,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:06.511718,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:07.759576,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:09.085153,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:10.353537,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:11.578915,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:12.849770,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:14.056112,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:15.276426,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:16.448838,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 11.899999999999999)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:17.528979,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 19.0)","(8.0, 14.5, 13.83)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 13.11875)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:18.778184,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 10.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:19.980787,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 10.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:21.139569,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 10.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:22.313764,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 10.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:23.539168,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 10.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:24.784529,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:25.932521,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:27.088911,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:28.348054,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:29.581432,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:30.767158,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:31.936405,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:33.111934,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:34.352962,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:35.563384,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:36.765436,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:37.940162,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:39.119961,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:40.383991,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:41.649240,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:42.804248,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:43.986717,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.516666666666666)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:45.193410,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:46.363892,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:47.516631,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:48.615918,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:49.837994,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:50.962774,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:52.155055,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.125)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:53.548739,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:54.732802,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:56.111217,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.516666666666666)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:57.325545,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:58.506455,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:43:59.697356,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:44:01.019113,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
08-01-2023 16:44:02.545383,"(3.1, 5.9, 4.007142857142857)","(31.0, 70.0, 40.666666666666664)","(11.0, 23.0, 15.333333333333334)","(8.0, 14.5, 11.25)","(8.0, 14.0, 12.5)","(8.0, 16.0, 8.727272727272727)","(8.0, 13.5, 12.55)","(2.7, 4.1, 2.743333333333333)"
