,Sudoku Cobra,Pot Luck Chuck,Sunnyside Jo,Lektra Teddy,Lektra Rhino,Wedding Or Baby,Aston Tango
14-12-2022 12:34:33.825131,"(3.7, 6.2, 5.305882352941176)","(21.0, 46.0, 37.0)","(5.5, 9.2, 7.788235294117647)","(5.5, 9.0, 8.8)","(7.5, 15.5, 13.14)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.68, 2.4)"
14-12-2022 12:34:35.147198,"(3.7, 6.2, 5.305882352941176)","(21.0, 46.0, 37.0)","(5.5, 9.2, 7.733333333333333)","(5.5, 9.0, 8.766666666666666)","(7.5, 15.5, 13.14)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.68, 2.4294736842105262)"
14-12-2022 12:34:36.569347,"(3.7, 6.2, 5.305882352941176)","(21.0, 46.0, 37.0)","(5.5, 9.2, 7.733333333333333)","(5.5, 9.0, 8.766666666666666)","(7.5, 15.5, 13.14)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.68, 2.4294736842105262)"
14-12-2022 12:34:37.880657,"(3.7, 6.2, 5.305882352941176)","(21.0, 46.0, 37.0)","(5.5, 9.2, 7.733333333333333)","(5.5, 9.0, 8.766666666666666)","(7.5, 15.5, 13.14)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.68, 2.4294736842105262)"
14-12-2022 12:34:39.240289,"(3.7, 6.2, 5.305882352941176)","(21.0, 46.0, 37.0)","(5.5, 9.2, 7.788235294117647)","(5.5, 9.0, 8.8)","(7.5, 15.5, 13.14)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.68, 2.4)"
14-12-2022 12:34:40.579440,"(3.7, 6.2, 5.305882352941176)","(21.0, 46.0, 37.0)","(5.5, 9.2, 7.788235294117647)","(5.5, 9.0, 8.8)","(7.5, 15.5, 13.14)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.68, 2.4)"
14-12-2022 12:34:41.960986,"(3.7, 6.2, 5.305882352941176)","(21.0, 46.0, 37.0)","(5.5, 9.2, 7.788235294117647)","(5.5, 9.0, 8.8)","(7.5, 15.5, 13.14)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.68, 2.4294736842105262)"
14-12-2022 12:34:43.290461,"(3.7, 6.2, 5.305882352941176)","(21.0, 46.0, 37.0)","(5.5, 9.2, 7.788235294117647)","(5.5, 9.0, 8.766666666666666)","(7.5, 15.5, 13.14)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.68, 2.3971428571428572)"
14-12-2022 12:34:44.602204,"(3.7, 6.0, 4.793548387096774)","(21.0, 46.0, 37.0)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(7.5, 15.5, 13.14)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.375384615384615)"
14-12-2022 12:34:45.879703,"(3.7, 6.0, 4.793548387096774)","(21.0, 46.0, 37.0)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(7.5, 15.5, 11.666666666666666)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.375384615384615)"
14-12-2022 12:34:47.089367,"(3.7, 6.0, 4.793548387096774)","(21.0, 46.0, 37.0)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(7.5, 12.5, 11.666666666666666)","(18.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.3971428571428572)"
14-12-2022 12:34:48.412487,"(3.7, 6.0, 4.793548387096774)","(21.0, 46.0, 42.625)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.766666666666666)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.3971428571428572)"
14-12-2022 12:34:49.718725,"(3.7, 6.0, 4.793548387096774)","(21.0, 46.0, 43.125)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.375384615384615)"
14-12-2022 12:34:50.982914,"(3.7, 6.0, 4.793548387096774)","(21.0, 46.0, 43.125)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.375384615384615)"
14-12-2022 12:34:52.210982,"(3.7, 6.0, 4.793548387096774)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.3971428571428572)"
14-12-2022 12:34:53.557280,"(3.7, 6.0, 4.793548387096774)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.766666666666666)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.3971428571428572)"
14-12-2022 12:34:54.764869,"(3.7, 5.9, 5.1)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.3971428571428572)"
14-12-2022 12:34:56.034257,"(3.7, 5.9, 5.057894736842106)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.375384615384615)"
14-12-2022 12:34:57.280087,"(3.7, 5.9, 5.057894736842106)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.375384615384615)"
14-12-2022 12:34:58.478000,"(3.7, 5.9, 5.057894736842106)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.3)","(5.5, 9.0, 8.766666666666666)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.3971428571428572)"
14-12-2022 12:35:00.291996,"(3.7, 5.9, 5.057894736842106)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.766666666666666)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.3971428571428572)"
14-12-2022 12:35:01.702112,"(3.7, 5.9, 5.057894736842106)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.3971428571428572)"
14-12-2022 12:35:03.123824,"(3.7, 5.9, 5.057894736842106)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.375384615384615)"
14-12-2022 12:35:04.579140,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.766666666666666)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.3971428571428572)"
14-12-2022 12:35:06.029161,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.5, 2.3866666666666667)"
14-12-2022 12:35:07.313636,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.3657142857142857)"
14-12-2022 12:35:08.661904,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.3657142857142857)"
14-12-2022 12:35:09.982439,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.766666666666666)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.3866666666666667)"
14-12-2022 12:35:11.213225,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.766666666666666)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.3866666666666667)"
14-12-2022 12:35:12.448752,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.3866666666666667)"
14-12-2022 12:35:13.804544,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.3657142857142857)"
14-12-2022 12:35:15.352598,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.3657142857142857)"
14-12-2022 12:35:16.781587,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.766666666666666)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.3866666666666667)"
14-12-2022 12:35:18.177355,"(3.7, 5.9, 4.833333333333333)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.38)"
14-12-2022 12:35:19.569343,"(3.7, 5.9, 4.906896551724138)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.38)"
14-12-2022 12:35:20.993816,"(3.7, 5.9, 4.906896551724138)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.883333333333333)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.38)"
14-12-2022 12:35:22.183687,"(3.7, 5.9, 4.906896551724138)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.883333333333333)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.48, 2.4246153846153846)"
14-12-2022 12:35:23.374780,"(3.7, 5.9, 4.906896551724138)","(21.0, 46.0, 41.6)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.8)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 56.7)","(2.25, 2.48, 2.4246153846153846)"
14-12-2022 12:35:24.621274,"(3.7, 5.8, 5.675)","(21.0, 46.0, 54.74390243902439)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.85)","(8.0, 12.5, 11.666666666666666)","(19.0, 60.0, 46.0)","(2.25, 2.48, 2.4246153846153846)"
14-12-2022 12:35:25.785265,"(3.7, 5.9, 4.72608695652174)","(21.0, 55.0, 90.67816091954023)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.85)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 46.0)","(2.25, 2.48, 2.3028571428571425)"
14-12-2022 12:35:26.982717,"(3.7, 5.9, 4.72608695652174)","(21.0, 95.0, 63.0)","(5.5, 9.4, 8.2)","(5.5, 9.0, 8.6)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 46.0)","(2.25, 2.44, 2.3525)"
14-12-2022 12:35:28.242084,"(3.7, 5.8, 4.8375)","(21.0, 95.0, 63.0)","(5.5, 9.4, 8.2)","(5.5, 9.0, 9.65)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 46.0)","(2.25, 2.44, 2.3066666666666666)"
14-12-2022 12:35:29.498283,"(3.7, 5.7, 4.7250000000000005)","(21.0, 95.0, 63.0)","(5.5, 9.4, 8.2)","(5.5, 9.8, 9.65)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 46.0)","(2.25, 2.44, 2.3066666666666666)"
14-12-2022 12:35:30.693040,"(3.7, 5.7, 4.695454545454545)","(21.0, 95.0, 75.0)","(5.5, 9.4, 8.2)","(5.5, 9.8, 9.65)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 46.0)","(2.25, 2.44, 2.3066666666666666)"
14-12-2022 12:35:31.934601,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 77.5)","(5.5, 9.4, 8.2)","(5.5, 9.8, 8.6)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 46.0)","(2.25, 2.44, 2.37)"
14-12-2022 12:35:33.164285,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 77.5)","(5.5, 9.4, 8.2)","(5.5, 9.4, 8.866666666666667)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 46.0)","(2.25, 2.44, 2.186666666666667)"
14-12-2022 12:35:34.320471,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 77.5)","(5.5, 9.4, 8.2)","(5.5, 9.4, 8.866666666666667)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 46.0)","(2.25, 2.28, 2.183809523809524)"
14-12-2022 12:35:35.562681,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 77.5)","(5.5, 9.4, 8.2)","(5.5, 9.4, 8.866666666666667)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 46.0)","(2.25, 2.26, 2.183809523809524)"
14-12-2022 12:35:36.939270,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.0)","(5.5, 9.4, 8.2)","(5.5, 9.4, 8.6)","(8.0, 12.5, 11.666666666666666)","(19.0, 65.0, 46.0)","(2.25, 2.26, 2.183076923076923)"
14-12-2022 12:35:38.274138,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.0)","(5.5, 9.4, 8.2)","(5.5, 9.4, 8.777777777777779)","(8.0, 12.5, 11.0)","(19.0, 65.0, 46.0)","(2.25, 2.26, 2.212)"
14-12-2022 12:35:39.586940,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.0)","(5.5, 9.4, 8.2)","(5.5, 9.4, 8.866666666666667)","(8.0, 12.0, 11.0)","(19.0, 65.0, 46.0)","(2.25, 2.26, 2.212)"
14-12-2022 12:35:40.852977,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.0)","(5.5, 9.4, 8.2)","(5.5, 9.4, 8.866666666666667)","(8.0, 12.0, 11.0)","(19.0, 65.0, 46.0)","(2.25, 2.26, 2.183076923076923)"
14-12-2022 12:35:42.004820,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.0)","(5.5, 9.4, 8.2)","(5.5, 9.4, 9.533333333333333)","(8.0, 12.0, 11.0)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.1208695652173915)"
14-12-2022 12:35:43.278043,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.625)","(5.5, 9.4, 8.2)","(5.5, 9.8, 8.681818181818182)","(8.0, 12.0, 11.0)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.1933333333333334)"
14-12-2022 12:35:44.453192,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.625)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.145714285714286)"
14-12-2022 12:35:45.642055,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.625)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.1556521739130434)"
14-12-2022 12:35:46.844780,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.625)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.1825806451612904)"
14-12-2022 12:35:48.059783,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.625)","(5.5, 9.4, 8.090909090909092)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.18)"
14-12-2022 12:35:49.200341,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 60.625)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(19.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.18)"
14-12-2022 12:35:50.392814,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.18)"
14-12-2022 12:35:51.583826,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.177241379310345)"
14-12-2022 12:35:52.777337,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.185)"
14-12-2022 12:35:54.023164,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.204186046511628)"
14-12-2022 12:35:55.270542,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.2)"
14-12-2022 12:35:56.346120,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.681818181818182)","(8.0, 12.0, 11.0)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.2)"
14-12-2022 12:35:57.500564,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 9.25)","(8.0, 12.0, 11.0)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.2054545454545456)"
14-12-2022 12:35:58.722093,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 9.0)","(8.0, 12.0, 11.0)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.2054545454545456)"
14-12-2022 12:36:00.298209,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 9.0)","(8.0, 12.0, 11.0)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.201463414634146)"
14-12-2022 12:36:01.817325,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 12.0, 10.75)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.18)"
14-12-2022 12:36:03.195113,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 11.5, 10.75)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.18)"
14-12-2022 12:36:04.849252,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 11.5, 10.75)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.18)"
14-12-2022 12:36:06.452246,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 11.5, 10.75)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.18)"
14-12-2022 12:36:08.094288,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 11.5, 10.75)","(20.0, 65.0, 47.11764705882353)","(2.25, 2.26, 2.18)"
14-12-2022 12:36:10.084388,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 11.5, 10.75)","(20.0, 65.0, 47.11764705882353)","(2.2, 2.26, 2.18)"
14-12-2022 12:36:11.979366,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 11.5, 10.75)","(20.0, 65.0, 47.11764705882353)","(2.2, 2.26, 2.21)"
14-12-2022 12:36:13.524415,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 11.5, 10.75)","(20.0, 65.0, 47.11764705882353)","(2.2, 2.28, 2.246206896551724)"
14-12-2022 12:36:14.868061,"(3.7, 5.7, 4.695454545454545)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 11.5, 10.75)","(20.0, 65.0, 47.11764705882353)","(2.2, 2.28, 2.2216666666666667)"
14-12-2022 12:36:16.223041,"(3.7, 5.6, 4.6000000000000005)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 13.0, 13.0)","(20.0, 65.0, 47.11764705882353)","(2.2, 2.28, 2.2216666666666667)"
14-12-2022 12:36:17.467329,"(3.7, 5.6, 4.6000000000000005)","(21.0, 100.0, 54.54545454545455)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 16.0, 13.0)","(20.0, 65.0, 47.11764705882353)","(2.2, 2.28, 2.2216666666666667)"
14-12-2022 12:36:18.736101,"(3.7, 5.6, 4.6000000000000005)","(21.0, 95.0, 72.5)","(5.5, 9.4, 8.2)","(5.5, 10.5, 8.76923076923077)","(8.0, 15.5, 13.214285714285714)","(20.0, 65.0, 46.0)","(2.2, 2.32, 2.3099999999999996)"
14-12-2022 12:36:20.166103,"(3.7, 5.6, 4.6000000000000005)","(21.0, 95.0, 72.5)","(5.5, 9.4, 8.309090909090909)","(5.5, 10.5, 8.76923076923077)","(8.0, 15.5, 13.5)","(20.0, 65.0, 46.0)","(2.2, 2.32, 2.3049999999999997)"
14-12-2022 12:36:21.623600,"(3.7, 5.6, 4.6000000000000005)","(21.0, 95.0, 72.5)","(5.5, 9.4, 8.309090909090909)","(5.5, 10.5, 8.76923076923077)","(8.0, 15.5, 13.5)","(20.0, 65.0, 46.0)","(2.2, 2.32, 2.3049999999999997)"
14-12-2022 12:36:23.011790,"(3.7, 5.6, 4.6000000000000005)","(21.0, 95.0, 72.5)","(5.5, 9.4, 8.309090909090909)","(5.5, 10.5, 8.76923076923077)","(8.0, 15.5, 13.75)","(20.0, 65.0, 41.869565217391305)","(2.2, 2.32, 2.3166666666666664)"
14-12-2022 12:36:24.339902,"(3.7, 5.6, 4.6000000000000005)","(21.0, 95.0, 72.5)","(5.5, 9.4, 8.309090909090909)","(5.5, 10.5, 8.76923076923077)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.2, 2.32, 2.3546666666666667)"
14-12-2022 12:36:25.659343,"(3.7, 5.6, 4.6000000000000005)","(21.0, 95.0, 72.5)","(5.5, 9.4, 8.309090909090909)","(5.5, 10.5, 8.76923076923077)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.2, 2.36, 2.3499999999999996)"
14-12-2022 12:36:26.967915,"(3.7, 5.6, 4.6000000000000005)","(21.0, 95.0, 72.5)","(5.5, 9.4, 8.309090909090909)","(5.5, 10.5, 8.76923076923077)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.2, 2.36, 2.3499999999999996)"
14-12-2022 12:36:28.326493,"(3.7, 5.6, 4.742857142857143)","(21.0, 95.0, 72.5)","(5.5, 9.4, 7.75)","(5.5, 10.5, 8.588235294117647)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.2, 2.36, 2.3587499999999997)"
14-12-2022 12:36:29.679323,"(3.7, 5.6, 4.742857142857143)","(21.0, 95.0, 72.5)","(5.5, 9.4, 7.75)","(5.5, 10.5, 8.588235294117647)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.2, 2.36, 2.3587499999999997)"
14-12-2022 12:36:30.965062,"(3.7, 5.6, 4.742857142857143)","(21.0, 95.0, 72.5)","(5.5, 9.4, 7.75)","(5.5, 10.5, 8.588235294117647)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.2, 2.36, 2.358181818181818)"
14-12-2022 12:36:32.248378,"(3.7, 5.5, 5.2534246575342465)","(21.0, 95.0, 72.5)","(5.5, 9.4, 8.309090909090909)","(5.5, 10.5, 8.588235294117647)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.2, 2.36, 2.358181818181818)"
14-12-2022 12:36:33.508604,"(3.7, 5.5, 5.2534246575342465)","(26.0, 95.0, 72.5)","(5.5, 9.4, 8.309090909090909)","(5.5, 10.5, 8.588235294117647)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.1, 2.36, 2.357142857142857)"
14-12-2022 12:36:34.717904,"(3.7, 5.5, 4.75)","(26.0, 95.0, 72.5)","(5.5, 9.4, 8.309090909090909)","(5.5, 10.5, 8.588235294117647)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.1, 2.36, 2.357142857142857)"
14-12-2022 12:36:36.029948,"(3.7, 5.5, 5.0875)","(26.0, 95.0, 72.5)","(5.5, 9.4, 7.75)","(5.5, 10.5, 8.588235294117647)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.1, 2.36, 2.357142857142857)"
14-12-2022 12:36:37.195632,"(3.7, 5.5, 5.0875)","(26.0, 95.0, 72.5)","(5.5, 9.4, 7.75)","(5.5, 10.5, 8.588235294117647)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.1, 2.36, 2.357142857142857)"
14-12-2022 12:36:38.423170,"(3.7, 5.4, 5.206451612903226)","(26.0, 95.0, 72.5)","(5.5, 9.4, 8.309090909090909)","(5.5, 10.5, 8.588235294117647)","(8.0, 16.0, 13.75)","(20.0, 65.0, 41.25)","(2.1, 2.36, 2.3499999999999996)"
