,Me And Pop,Rolling Cole,Sweet Chana,Emma Dutton,Fabizio,Sudden Impulse,Integrity Son,Blueberry Danish
12-01-2023 10:02:26.752259,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:27.790313,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:28.774176,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:29.796886,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:30.812423,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:31.795064,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:32.754058,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:33.828949,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:34.827537,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:35.865083,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:36.882008,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:37.919835,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:38.901707,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:39.899151,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:40.903892,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:41.925233,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:42.948207,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:43.957903,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:44.964568,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:46.001719,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:47.072398,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:48.069658,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:49.065214,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:50.097877,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:51.118122,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:52.169368,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:53.234627,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:54.223554,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:55.160422,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:56.198703,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:57.210238,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:58.235321,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:02:59.236697,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:00.216108,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:01.270665,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:02.359143,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:03.434519,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:04.464067,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:05.478855,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:06.552062,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:07.720589,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:08.765665,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:09.864480,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:10.869499,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:11.944674,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:13.100831,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:14.103548,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:15.224310,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:16.396120,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:17.547673,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:18.550064,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.377777777777778)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:19.556318,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.377777777777778)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:20.545341,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.377777777777778)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:21.548807,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.288888888888889)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:22.595523,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.288888888888889)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:23.769564,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:24.847238,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:25.871219,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:26.942518,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:28.145122,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:29.271910,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:30.369551,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:31.486369,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:32.546548,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:33.473079,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:34.482577,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:35.561586,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:36.592822,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:37.610958,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:38.560370,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:39.526489,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:40.445396,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:41.481211,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:42.458291,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:43.463841,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:44.718584,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:45.795739,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 32.27272727272727)","(18.0, 60.0, 29.090909090909093)"
12-01-2023 10:03:46.845405,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 18.333333333333332)","(41.0, 230.0, 131.91304347826087)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:47.964774,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 171.25)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:49.092083,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 171.25)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:50.159592,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 171.25)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:51.222122,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 171.25)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:52.291211,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 171.25)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:53.345686,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 171.25)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:54.438458,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 171.25)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
12-01-2023 10:03:55.436525,"(3.5, 5.5, 3.8375)","(13.0, 30.0, 28.125)","(41.0, 230.0, 171.25)","(1.9, 2.3, 2.14)","(3.7, 7.4, 4.640000000000001)","(21.0, 80.0, 51.0)","(19.0, 65.0, 44.31818181818182)","(18.0, 60.0, 54.625)"
