,Spirit Of Bart,Wallys Boy,Magic Madness,Big Wednesday,Mia Grace,Princess Bride,Wildash Venus,Emerald Ability
08-01-2023 16:50:24.919750,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 10.95)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:25.902765,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 10.95)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:26.921568,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 10.95)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:27.933068,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 10.95)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:28.936831,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 10.95)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:29.970743,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 10.95)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:31.014330,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 10.95)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:31.966787,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 10.95)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:33.068896,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 11.68235294117647)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:34.172444,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 11.68235294117647)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:35.257582,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 11.68235294117647)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:36.275331,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 11.68235294117647)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:37.592389,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 4.175)","(101.0, 690.0, 318.125)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 13.764705882352942)"
08-01-2023 16:50:38.778524,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 501.66666666666663)","(3.4, 5.1, 4.175)","(101.0, 690.0, 380.0)","(4.8, 21.0, 11.25)","(9.0, 15.5, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:39.938184,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 501.66666666666663)","(3.4, 5.1, 4.175)","(101.0, 700.0, 380.0)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:41.040927,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 320.0)","(3.4, 5.1, 4.175)","(101.0, 700.0, 390.0)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:42.141358,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 580.0, 320.0)","(3.4, 5.1, 4.175)","(101.0, 720.0, 390.0)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:43.255529,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 580.0, 320.0)","(3.4, 5.1, 4.175)","(101.0, 720.0, 390.0)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:44.306897,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 580.0, 320.0)","(3.4, 5.1, 4.175)","(101.0, 720.0, 390.0)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:45.462191,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 580.0, 320.0)","(3.4, 5.1, 4.175)","(101.0, 720.0, 390.0)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:46.617882,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 580.0, 320.0)","(3.4, 5.1, 4.175)","(101.0, 720.0, 548.75)","(4.8, 21.0, 11.2)","(9.0, 16.0, 10.325)","(9.0, 16.0, 12.114285714285714)"
08-01-2023 16:50:47.766698,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 4.175)","(101.0, 700.0, 548.75)","(4.8, 20.0, 11.2)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:48.868566,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 4.175)","(101.0, 700.0, 548.75)","(4.8, 20.0, 11.2)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:49.955016,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 4.175)","(101.0, 700.0, 548.75)","(4.8, 20.0, 11.2)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:51.135725,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 4.175)","(101.0, 700.0, 548.75)","(4.8, 20.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:52.343510,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 4.175)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:53.538069,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 4.175)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:54.694865,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 4.175)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:55.852313,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 4.175)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:57.002938,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 4.175)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:58.146435,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:50:59.384955,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:00.583217,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:01.772735,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:02.924231,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:04.034926,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:05.094851,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:06.144063,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:07.311009,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:08.475679,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 10.8)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:09.627631,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 10.8)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:10.761490,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 10.8)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:11.848861,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:12.908432,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:14.023785,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:15.135207,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:16.226097,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:17.332701,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:18.447835,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 12.114285714285714)"
08-01-2023 16:51:19.530274,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:20.640577,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:21.693181,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:22.728070,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:23.817200,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:24.876725,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:25.943154,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 610.0, 315.7142857142857)","(3.4, 5.1, 3.435)","(101.0, 700.0, 548.75)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:26.894007,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:27.905357,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:28.962562,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:30.032512,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:31.084920,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:32.141526,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:33.296862,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:34.405067,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:35.528980,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 466.25)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:36.643350,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 307.1428571428571)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:37.698908,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 307.1428571428571)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:38.766327,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 590.0, 307.1428571428571)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:39.914223,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 470.0, 197.27272727272728)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:41.038595,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 470.0, 368.75)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 12.066666666666666)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:42.072278,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 368.75)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 11.68235294117647)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:43.168102,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 368.75)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:44.240318,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 368.75)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:45.339192,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 368.75)","(3.4, 5.1, 3.435)","(101.0, 680.0, 314.375)","(4.8, 21.0, 11.25)","(9.0, 15.5, 10.325)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:46.427096,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 368.75)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 15.5, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:47.505453,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:48.557993,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:49.692869,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:50.784194,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:51.870255,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:52.847865,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:53.873471,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:54.991944,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:56.071018,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:57.074353,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:58.099832,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
08-01-2023 16:51:59.113996,"(2.9, 4.8, 4.721739130434782)","(4.0, 6.2, 5.383333333333334)","(101.0, 460.0, 393.33333333333337)","(3.4, 5.1, 3.435)","(101.0, 680.0, 576.6666666666666)","(4.8, 21.0, 11.25)","(9.0, 16.0, 9.657142857142857)","(9.0, 16.0, 14.1)"
