,Anemos,Chihuly,Gronkowski,Lallegro,Rebillyous,Tolpuddle,Box Of Crackers,Lily Luella,Might Just Happen,Penelope Jane,Temple Of Gold,Penny Bazaar,Livstar
16-12-2022 12:35:26.266592,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.7)","(26.0, 48.0, 44.0)","(61.0, 130.0, 110.0)","(7.5, 12.5, 11.818181818181818)","(2.0, 2.18, 2.1557894736842105)","(6.0, 8.6, 8.515151515151516)","(41.0, 65.0, 55.72727272727273)","(11.0, 20.0, 18.78767123287671)","(8.5, 11.5, 11.166666666666666)","(21.0, 26.0, 25.6)","(61.0, 90.0, 75.0)","(91.0, 150.0, 106.66666666666667)"
16-12-2022 12:35:27.723085,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.7)","(26.0, 48.0, 43.2)","(61.0, 130.0, 110.0)","(7.5, 12.5, 11.818181818181818)","(2.0, 2.18, 2.1557894736842105)","(6.0, 8.6, 8.515151515151516)","(41.0, 65.0, 55.72727272727273)","(11.0, 20.0, 18.78767123287671)","(8.5, 11.5, 11.166666666666666)","(21.0, 26.0, 25.6)","(61.0, 90.0, 79.28571428571429)","(91.0, 140.0, 110.0)"
16-12-2022 12:35:29.138273,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.7)","(26.0, 48.0, 43.2)","(61.0, 130.0, 110.0)","(7.5, 12.5, 11.818181818181818)","(2.0, 2.18, 2.1521212121212123)","(6.0, 8.6, 8.515151515151516)","(41.0, 65.0, 55.72727272727273)","(11.0, 20.0, 18.78767123287671)","(8.5, 11.5, 11.166666666666666)","(21.0, 26.0, 25.6)","(61.0, 90.0, 80.625)","(91.0, 140.0, 122.0)"
16-12-2022 12:35:30.581213,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.7)","(26.0, 48.0, 43.2)","(61.0, 130.0, 110.0)","(7.5, 12.5, 11.818181818181818)","(2.0, 2.18, 2.1521212121212123)","(6.0, 8.6, 8.51764705882353)","(41.0, 65.0, 59.3)","(11.0, 20.0, 18.776315789473685)","(8.5, 11.5, 11.166666666666666)","(21.0, 26.0, 25.6)","(61.0, 90.0, 82.5)","(91.0, 140.0, 122.22222222222223)"
16-12-2022 12:35:32.020301,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.7)","(26.0, 48.0, 43.2)","(61.0, 130.0, 110.0)","(7.5, 12.5, 11.818181818181818)","(2.0, 2.18, 2.1521212121212123)","(6.0, 8.6, 8.5)","(41.0, 65.0, 54.8)","(11.0, 20.0, 18.776315789473685)","(8.5, 11.5, 11.166666666666666)","(21.0, 26.0, 25.333333333333332)","(61.0, 90.0, 81.66666666666666)","(91.0, 140.0, 120.0)"
16-12-2022 12:35:33.537615,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.7)","(26.0, 48.0, 46.0)","(61.0, 130.0, 117.14285714285714)","(7.5, 12.5, 12.25)","(2.0, 2.18, 2.1521212121212123)","(6.0, 9.4, 8.472727272727273)","(41.0, 65.0, 54.8)","(11.0, 20.0, 19.225)","(8.5, 11.5, 10.652173913043478)","(21.0, 26.0, 25.333333333333332)","(61.0, 90.0, 75.0)","(91.0, 140.0, 120.0)"
16-12-2022 12:35:34.967121,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.7)","(26.0, 48.0, 46.0)","(61.0, 130.0, 117.14285714285714)","(7.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.0, 9.2, 8.453333333333333)","(41.0, 65.0, 54.8)","(11.0, 20.0, 19.225)","(8.5, 11.0, 10.652173913043478)","(19.0, 26.0, 25.333333333333332)","(61.0, 85.0, 75.0)","(81.0, 140.0, 120.0)"
16-12-2022 12:35:36.445580,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.7)","(26.0, 48.0, 45.0)","(61.0, 130.0, 117.14285714285714)","(7.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.0, 9.2, 8.453333333333333)","(41.0, 65.0, 54.8)","(11.0, 20.0, 19.234567901234566)","(8.5, 11.0, 11.166666666666666)","(19.0, 26.0, 25.333333333333332)","(61.0, 85.0, 72.14285714285714)","(81.0, 140.0, 120.0)"
16-12-2022 12:35:37.979295,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.527027027027026)","(31.0, 48.0, 45.0)","(61.0, 130.0, 117.14285714285714)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.5, 9.2, 8.453333333333333)","(41.0, 65.0, 54.8)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.372727272727273)","(19.0, 26.0, 25.333333333333332)","(61.0, 85.0, 71.66666666666667)","(81.0, 140.0, 120.0)"
16-12-2022 12:35:39.439769,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.527027027027026)","(31.0, 48.0, 45.0)","(61.0, 130.0, 117.14285714285714)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.5, 9.2, 8.453333333333333)","(41.0, 65.0, 54.8)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.372727272727273)","(19.0, 26.0, 25.333333333333332)","(61.0, 85.0, 71.66666666666667)","(81.0, 130.0, 120.0)"
16-12-2022 12:35:40.961255,"(101.0, 220.0, 193.0769230769231)","(10.0, 11.5, 10.527027027027026)","(31.0, 48.0, 45.0)","(61.0, 130.0, 117.14285714285714)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.5, 9.2, 8.600000000000001)","(41.0, 65.0, 54.8)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.333333333333332)","(61.0, 85.0, 71.66666666666667)","(81.0, 130.0, 120.0)"
16-12-2022 12:35:42.449747,"(101.0, 220.0, 195.0)","(10.0, 11.5, 10.527027027027026)","(31.0, 48.0, 45.0)","(61.0, 130.0, 110.0)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.5, 8.8, 8.600000000000001)","(41.0, 65.0, 61.25)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.6)","(61.0, 85.0, 82.14285714285714)","(81.0, 130.0, 126.66666666666667)"
16-12-2022 12:35:43.980067,"(101.0, 220.0, 195.0)","(10.0, 11.5, 10.527027027027026)","(31.0, 48.0, 46.666666666666664)","(61.0, 130.0, 117.14285714285714)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.5, 8.8, 8.600000000000001)","(41.0, 65.0, 61.25)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.6)","(61.0, 85.0, 74.33333333333333)","(81.0, 130.0, 128.0)"
16-12-2022 12:35:45.396356,"(101.0, 220.0, 184.28571428571428)","(10.0, 11.5, 10.527027027027026)","(31.0, 48.0, 46.666666666666664)","(61.0, 130.0, 107.5)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.25)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.6)","(61.0, 85.0, 77.5)","(81.0, 130.0, 128.0)"
16-12-2022 12:35:46.928779,"(101.0, 220.0, 197.27272727272728)","(10.0, 11.5, 10.475609756097562)","(31.0, 48.0, 46.5)","(61.0, 130.0, 110.0)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.5, 8.8, 8.56)","(41.0, 65.0, 61.25)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.6)","(61.0, 80.0, 77.5)","(81.0, 130.0, 128.0)"
16-12-2022 12:35:48.442759,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.5, 10.475609756097562)","(31.0, 48.0, 46.5)","(61.0, 130.0, 110.0)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.6)","(61.0, 80.0, 77.5)","(81.0, 130.0, 128.0)"
16-12-2022 12:35:49.940410,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.5, 10.475609756097562)","(31.0, 48.0, 46.5)","(61.0, 130.0, 110.0)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.1521212121212123)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.6)","(61.0, 80.0, 77.5)","(81.0, 130.0, 128.0)"
16-12-2022 12:35:51.491082,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.5, 10.475609756097562)","(31.0, 48.0, 46.5)","(61.0, 130.0, 110.0)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.153793103448276)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.6)","(61.0, 80.0, 80.0)","(81.0, 130.0, 127.5)"
16-12-2022 12:35:53.057681,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.5, 10.475609756097562)","(31.0, 48.0, 46.5)","(61.0, 130.0, 110.0)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.153793103448276)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.6)","(61.0, 85.0, 80.0)","(81.0, 130.0, 127.5)"
16-12-2022 12:35:54.578478,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.5, 10.475609756097562)","(31.0, 48.0, 46.5)","(61.0, 130.0, 110.0)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.153793103448276)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.6)","(61.0, 85.0, 80.9090909090909)","(81.0, 130.0, 127.5)"
16-12-2022 12:35:55.969932,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.5, 10.475609756097562)","(31.0, 48.0, 46.5)","(61.0, 130.0, 110.0)","(8.5, 12.5, 12.321428571428571)","(2.0, 2.18, 2.153793103448276)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.714285714285715)","(61.0, 85.0, 80.9090909090909)","(81.0, 130.0, 127.5)"
16-12-2022 12:35:57.401271,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.5, 10.777777777777779)","(31.0, 48.0, 46.0)","(61.0, 130.0, 110.0)","(8.5, 12.5, 12.613636363636363)","(2.0, 2.18, 2.153793103448276)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 25.857142857142858)","(61.0, 85.0, 80.9090909090909)","(81.0, 130.0, 127.5)"
16-12-2022 12:35:58.813847,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.0, 10.777777777777779)","(31.0, 48.0, 46.0)","(61.0, 130.0, 106.66666666666667)","(8.5, 13.0, 12.59375)","(2.0, 2.18, 2.1525000000000003)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 26.0, 27.5)","(61.0, 85.0, 80.9090909090909)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:00.333763,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.0, 10.538461538461538)","(31.0, 48.0, 46.0)","(61.0, 130.0, 102.0)","(8.5, 13.0, 12.59375)","(2.0, 2.18, 2.1525000000000003)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.234567901234566)","(8.5, 11.5, 11.423076923076923)","(19.0, 30.0, 27.105263157894736)","(61.0, 85.0, 80.9090909090909)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:01.863356,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.0, 10.538461538461538)","(31.0, 48.0, 52.0)","(61.0, 130.0, 102.0)","(8.5, 13.0, 12.235294117647058)","(2.0, 2.18, 2.1525000000000003)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.015873015873016)","(8.5, 11.5, 11.416666666666666)","(19.0, 30.0, 27.46153846153846)","(61.0, 85.0, 82.0)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:03.447370,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.0, 10.538461538461538)","(31.0, 60.0, 48.0)","(61.0, 130.0, 102.0)","(8.5, 13.0, 12.235294117647058)","(2.0, 2.18, 2.1525000000000003)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.015873015873016)","(8.5, 11.5, 11.423076923076923)","(19.0, 29.0, 27.46153846153846)","(61.0, 85.0, 82.0)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:04.959889,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.0, 10.1875)","(31.0, 60.0, 48.0)","(61.0, 130.0, 102.0)","(8.5, 13.0, 12.235294117647058)","(2.0, 2.18, 2.1525000000000003)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 19.015873015873016)","(8.5, 11.5, 11.423076923076923)","(19.0, 29.0, 27.46153846153846)","(61.0, 85.0, 82.0)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:06.416501,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.0, 10.1875)","(31.0, 60.0, 47.2)","(61.0, 130.0, 102.0)","(8.5, 13.0, 12.235294117647058)","(2.0, 2.18, 2.1525000000000003)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 18.776315789473685)","(8.5, 11.5, 11.423076923076923)","(19.0, 29.0, 27.46153846153846)","(61.0, 85.0, 82.0)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:07.910067,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.0, 10.1875)","(31.0, 60.0, 47.2)","(61.0, 130.0, 102.0)","(8.5, 13.0, 12.235294117647058)","(2.0, 2.18, 2.1525000000000003)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 18.776315789473685)","(8.5, 11.5, 11.423076923076923)","(19.0, 29.0, 27.454545454545453)","(61.0, 85.0, 81.25)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:09.376980,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.0, 10.1875)","(31.0, 60.0, 47.2)","(61.0, 130.0, 102.0)","(8.5, 13.0, 12.235294117647058)","(2.0, 2.18, 2.1525000000000003)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 20.0, 18.776315789473685)","(8.5, 11.5, 11.423076923076923)","(19.0, 28.0, 27.0)","(61.0, 85.0, 81.25)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:10.813196,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.0, 10.1875)","(31.0, 60.0, 47.2)","(61.0, 130.0, 102.0)","(8.5, 13.0, 12.235294117647058)","(2.0, 2.18, 2.1521212121212123)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 19.0, 18.5)","(8.5, 11.5, 11.423076923076923)","(19.0, 28.0, 27.0)","(61.0, 85.0, 80.0)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:12.306471,"(101.0, 220.0, 199.16666666666666)","(10.0, 11.0, 10.1875)","(31.0, 55.0, 45.1)","(61.0, 130.0, 94.0)","(8.5, 13.0, 12.235294117647058)","(2.0, 2.18, 2.1521212121212123)","(6.5, 8.8, 8.666666666666668)","(41.0, 65.0, 61.8421052631579)","(12.0, 19.0, 18.5)","(8.5, 11.5, 11.423076923076923)","(19.0, 28.0, 27.0)","(61.0, 85.0, 80.0)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:13.848304,"(101.0, 210.0, 195.45454545454544)","(10.0, 11.0, 10.317073170731707)","(31.0, 55.0, 47.0)","(61.0, 130.0, 117.27272727272728)","(8.5, 13.0, 12.32)","(2.0, 2.18, 2.153658536585366)","(6.5, 8.8, 8.75)","(41.0, 65.0, 61.8421052631579)","(12.0, 19.0, 18.09090909090909)","(8.5, 11.5, 11.314285714285715)","(19.0, 28.0, 27.0)","(61.0, 85.0, 75.0)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:15.324607,"(101.0, 210.0, 187.14285714285714)","(10.0, 11.0, 10.282608695652174)","(31.0, 50.0, 47.0)","(61.0, 140.0, 110.0)","(8.5, 13.0, 12.32)","(2.0, 2.18, 2.153658536585366)","(6.5, 8.8, 8.7)","(41.0, 65.0, 61.8421052631579)","(12.0, 18.5, 18.09090909090909)","(8.5, 11.5, 11.314285714285715)","(19.0, 28.0, 27.0)","(61.0, 85.0, 75.0)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:16.869007,"(101.0, 210.0, 187.14285714285714)","(10.0, 11.0, 10.317073170731707)","(31.0, 50.0, 47.0)","(61.0, 140.0, 120.0)","(8.5, 13.0, 12.32)","(2.0, 2.18, 2.153658536585366)","(6.5, 8.8, 8.7375)","(41.0, 65.0, 61.8421052631579)","(12.0, 18.5, 18.09090909090909)","(8.5, 11.5, 11.314285714285715)","(19.0, 28.0, 27.0)","(61.0, 85.0, 67.85714285714286)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:18.380480,"(101.0, 210.0, 187.14285714285714)","(10.0, 11.0, 10.317073170731707)","(31.0, 50.0, 47.0)","(61.0, 140.0, 121.81818181818181)","(8.5, 13.0, 12.32)","(2.0, 2.18, 2.153658536585366)","(6.5, 9.0, 8.809090909090909)","(41.0, 65.0, 61.8421052631579)","(12.0, 18.5, 18.264705882352942)","(8.5, 11.5, 11.314285714285715)","(19.0, 28.0, 27.333333333333332)","(61.0, 85.0, 71.42857142857143)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:20.051424,"(101.0, 210.0, 186.0)","(10.0, 11.0, 10.377777777777778)","(31.0, 50.0, 45.333333333333336)","(61.0, 140.0, 121.81818181818181)","(8.5, 13.0, 12.470588235294118)","(2.0, 2.18, 2.157021276595745)","(6.5, 9.0, 8.809090909090909)","(41.0, 65.0, 61.8421052631579)","(12.0, 18.5, 18.264705882352942)","(8.5, 11.5, 11.314285714285715)","(19.0, 28.0, 27.333333333333332)","(61.0, 80.0, 72.5)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:21.776466,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.377777777777778)","(31.0, 50.0, 45.2)","(61.0, 140.0, 121.81818181818181)","(8.5, 12.5, 12.470588235294118)","(2.0, 2.18, 2.157021276595745)","(6.5, 9.0, 8.809090909090909)","(41.0, 65.0, 61.8421052631579)","(12.0, 18.5, 18.09090909090909)","(8.5, 11.5, 11.314285714285715)","(19.0, 28.0, 27.333333333333332)","(61.0, 80.0, 72.5)","(81.0, 130.0, 127.5)"
16-12-2022 12:36:23.374585,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.365384615384615)","(31.0, 50.0, 45.2)","(61.0, 140.0, 121.81818181818181)","(8.5, 12.5, 12.575)","(2.0, 2.18, 2.150810810810811)","(6.5, 9.0, 8.781818181818181)","(41.0, 65.0, 61.8421052631579)","(12.0, 18.5, 18.184210526315788)","(8.5, 11.5, 11.403846153846153)","(19.0, 28.0, 27.0)","(61.0, 80.0, 72.5)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:25.099608,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.365384615384615)","(31.0, 50.0, 45.2)","(61.0, 140.0, 121.81818181818181)","(8.5, 13.0, 12.576923076923077)","(2.0, 2.18, 2.1252631578947367)","(6.5, 9.0, 8.85)","(41.0, 65.0, 62.5)","(12.0, 18.5, 18.041666666666668)","(8.5, 11.5, 11.1)","(19.0, 28.0, 27.0)","(61.0, 80.0, 72.5)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:26.728806,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.44)","(31.0, 50.0, 46.0)","(61.0, 140.0, 104.0)","(8.5, 13.0, 12.476190476190476)","(2.0, 2.14, 2.142857142857143)","(6.5, 9.0, 9.052173913043479)","(41.0, 65.0, 62.5)","(12.0, 18.5, 17.88235294117647)","(8.5, 12.0, 11.115606936416185)","(19.0, 28.0, 27.454545454545453)","(61.0, 80.0, 72.5)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:28.242339,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.44)","(31.0, 48.0, 46.5)","(61.0, 140.0, 110.0)","(8.5, 13.0, 12.476190476190476)","(2.0, 2.16, 2.1507692307692308)","(6.5, 9.4, 9.0)","(41.0, 65.0, 62.77777777777778)","(12.0, 18.0, 17.0)","(8.5, 12.0, 11.135593220338983)","(19.0, 28.0, 27.142857142857142)","(61.0, 80.0, 72.5)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:29.913167,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.44)","(31.0, 48.0, 46.90909090909091)","(61.0, 140.0, 120.0)","(8.5, 13.0, 12.476190476190476)","(2.0, 2.16, 2.1507692307692308)","(6.5, 9.4, 9.15294117647059)","(41.0, 65.0, 62.77777777777778)","(12.0, 17.5, 17.142857142857142)","(8.5, 12.0, 11.145251396648044)","(19.0, 28.0, 27.142857142857142)","(61.0, 80.0, 82.5)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:31.609101,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.44)","(31.0, 48.0, 46.5)","(61.0, 140.0, 120.0)","(8.5, 13.0, 12.476190476190476)","(2.0, 2.16, 2.146666666666667)","(6.5, 9.4, 9.166666666666668)","(41.0, 65.0, 62.5)","(12.0, 17.5, 17.307692307692307)","(8.5, 12.0, 11.145251396648044)","(19.0, 28.0, 28.125)","(61.0, 95.0, 73.125)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:33.536517,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.416666666666666)","(31.0, 48.0, 46.90909090909091)","(61.0, 140.0, 120.0)","(8.5, 13.0, 12.476190476190476)","(2.0, 2.16, 2.146666666666667)","(6.5, 9.4, 9.166666666666668)","(41.0, 65.0, 62.5)","(12.0, 18.0, 17.1)","(8.5, 12.0, 11.145251396648044)","(19.0, 30.0, 27.083333333333332)","(61.0, 95.0, 73.125)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:35.423631,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.377358490566039)","(31.0, 48.0, 46.5)","(61.0, 140.0, 123.63636363636364)","(8.5, 13.0, 12.476190476190476)","(2.0, 2.16, 2.1632432432432434)","(6.5, 9.4, 9.166666666666668)","(41.0, 65.0, 61.774193548387096)","(12.0, 18.0, 17.17391304347826)","(8.5, 12.0, 11.125714285714286)","(19.0, 30.0, 27.083333333333332)","(61.0, 95.0, 73.125)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:37.048301,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.377358490566039)","(31.0, 48.0, 46.5)","(61.0, 140.0, 123.63636363636364)","(8.5, 13.0, 12.416666666666666)","(2.0, 2.18, 2.1636363636363636)","(6.5, 9.4, 9.166666666666668)","(41.0, 65.0, 62.5)","(12.0, 17.5, 17.571428571428573)","(8.5, 12.0, 11.125714285714286)","(19.0, 30.0, 27.083333333333332)","(61.0, 95.0, 73.125)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:38.688408,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.377358490566039)","(31.0, 48.0, 46.5)","(61.0, 140.0, 123.63636363636364)","(8.5, 12.5, 12.384615384615385)","(2.0, 2.18, 2.1636363636363636)","(6.5, 9.4, 9.166666666666668)","(41.0, 65.0, 62.5)","(12.0, 18.0, 17.571428571428573)","(8.5, 12.0, 11.125714285714286)","(19.0, 30.0, 27.941176470588236)","(61.0, 95.0, 73.125)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:40.351891,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.377358490566039)","(31.0, 48.0, 46.5)","(61.0, 140.0, 114.6875)","(8.5, 12.5, 12.294117647058824)","(2.0, 2.18, 2.164137931034483)","(6.5, 9.4, 9.23846153846154)","(41.0, 65.0, 62.5)","(12.0, 18.0, 17.363636363636363)","(8.5, 12.0, 11.125714285714286)","(19.0, 30.0, 27.941176470588236)","(61.0, 95.0, 73.125)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:42.045704,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.377358490566039)","(31.0, 48.0, 45.0)","(61.0, 140.0, 114.6875)","(8.5, 12.5, 11.935483870967742)","(2.0, 2.18, 2.166666666666667)","(6.5, 9.4, 10.345070422535212)","(41.0, 65.0, 62.5)","(12.0, 18.0, 17.285714285714285)","(8.5, 12.0, 11.125714285714286)","(19.0, 30.0, 27.941176470588236)","(61.0, 95.0, 73.125)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:43.782129,"(101.0, 210.0, 185.0)","(10.0, 11.0, 10.377358490566039)","(31.0, 46.0, 45.0)","(61.0, 140.0, 114.6875)","(8.5, 12.0, 11.897058823529411)","(2.0, 2.18, 2.166666666666667)","(6.5, 10.5, 9.866666666666667)","(41.0, 65.0, 62.5)","(12.0, 17.5, 17.571428571428573)","(8.5, 12.0, 11.125714285714286)","(19.0, 30.0, 27.941176470588236)","(61.0, 95.0, 73.125)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:45.533158,"(101.0, 210.0, 181.42857142857142)","(10.0, 11.0, 10.377358490566039)","(31.0, 46.0, 45.0)","(61.0, 140.0, 114.6875)","(8.5, 12.0, 11.897058823529411)","(2.0, 2.18, 2.166666666666667)","(6.5, 10.0, 9.866666666666667)","(41.0, 65.0, 61.15384615384615)","(12.0, 18.0, 17.363636363636363)","(8.5, 12.0, 11.125714285714286)","(19.0, 30.0, 27.083333333333332)","(61.0, 95.0, 73.125)","(81.0, 160.0, 130.0)"
16-12-2022 12:36:47.214140,"(101.0, 210.0, 181.42857142857142)","(10.0, 11.0, 10.377358490566039)","(31.0, 46.0, 45.42857142857143)","(61.0, 140.0, 114.6875)","(8.5, 12.0, 11.897058823529411)","(2.0, 2.18, 2.166666666666667)","(6.5, 10.0, 9.80909090909091)","(41.0, 65.0, 62.61904761904762)","(12.0, 18.0, 17.363636363636363)","(8.5, 12.0, 11.125714285714286)","(19.0, 30.0, 27.083333333333332)","(61.0, 95.0, 73.125)","(81.0, 160.0, 130.0)"
