,Ammoudi Bay,Cinnamon Missile,Fratellino,Leadership Spill,Wit,Such A Whit,Sogni
06-01-2023 15:56:51.003210,"(5.0, 6.2, 6.04)","(20.0, 42.0, 36.666666666666664)","(8.0, 16.5, 13.75)","(1.6, 1.8, 1.701)","(6.0, 10.5, 9.35)","(31.0, 65.0, 60.714285714285715)","(81.0, 230.0, 190.0)"
06-01-2023 15:56:52.289579,"(5.0, 6.2, 6.04)","(20.0, 42.0, 36.666666666666664)","(8.0, 16.0, 14.357142857142858)","(1.6, 1.8, 1.745)","(6.0, 10.5, 8.454545454545453)","(31.0, 65.0, 60.0)","(81.0, 230.0, 190.0)"
06-01-2023 15:56:53.480128,"(5.0, 6.2, 6.0)","(20.0, 42.0, 36.666666666666664)","(8.0, 15.5, 14.357142857142858)","(1.6, 1.8, 1.745)","(6.0, 9.6, 8.454545454545453)","(31.0, 65.0, 60.0)","(81.0, 230.0, 190.0)"
06-01-2023 15:56:54.597343,"(5.0, 6.2, 6.0)","(20.0, 42.0, 36.666666666666664)","(8.0, 15.5, 14.357142857142858)","(1.6, 1.8, 1.745)","(6.0, 9.6, 8.454545454545453)","(31.0, 65.0, 60.0)","(81.0, 230.0, 190.0)"
06-01-2023 15:56:55.834824,"(5.0, 6.2, 6.0)","(20.0, 42.0, 36.666666666666664)","(8.0, 15.5, 14.357142857142858)","(1.6, 1.8, 1.701)","(6.0, 9.6, 8.454545454545453)","(31.0, 65.0, 60.0)","(81.0, 230.0, 202.0)"
06-01-2023 15:56:57.042870,"(5.0, 6.2, 6.04)","(20.0, 42.0, 36.666666666666664)","(8.0, 15.5, 14.357142857142858)","(1.6, 1.8, 1.701)","(6.0, 9.6, 8.454545454545453)","(31.0, 65.0, 60.0)","(81.0, 230.0, 202.0)"
06-01-2023 15:56:58.250264,"(5.0, 6.2, 6.04)","(20.0, 42.0, 36.666666666666664)","(8.0, 15.5, 14.357142857142858)","(1.6, 1.8, 1.745)","(6.0, 9.6, 8.454545454545453)","(31.0, 65.0, 60.0)","(81.0, 230.0, 202.0)"
06-01-2023 15:56:59.508248,"(5.0, 6.2, 6.0)","(20.0, 42.0, 36.666666666666664)","(8.0, 15.5, 14.357142857142858)","(1.6, 1.8, 1.745)","(6.0, 9.6, 8.454545454545453)","(31.0, 65.0, 60.0)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:00.717467,"(5.0, 6.2, 6.0)","(20.0, 42.0, 36.666666666666664)","(8.0, 15.5, 14.357142857142858)","(1.6, 1.8, 1.74)","(6.0, 9.6, 8.454545454545453)","(31.0, 65.0, 60.0)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:01.797296,"(5.0, 6.2, 6.04)","(20.0, 42.0, 36.666666666666664)","(8.0, 15.5, 14.357142857142858)","(1.6, 1.8, 1.74)","(6.0, 9.6, 8.454545454545453)","(31.0, 65.0, 60.0)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:02.873038,"(5.0, 6.2, 6.04)","(20.0, 42.0, 36.666666666666664)","(8.0, 15.5, 14.357142857142858)","(1.6, 1.8, 1.745)","(6.0, 9.6, 8.454545454545453)","(31.0, 65.0, 62.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:03.949703,"(5.0, 6.2, 6.04)","(20.0, 42.0, 36.666666666666664)","(8.0, 15.5, 14.357142857142858)","(1.6, 1.81, 1.745)","(6.0, 9.6, 8.454545454545453)","(31.0, 65.0, 59.523809523809526)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:05.105563,"(5.0, 6.2, 6.0)","(20.0, 42.0, 34.0)","(8.0, 15.5, 14.0)","(1.6, 1.81, 1.7955555555555556)","(6.0, 9.6, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:06.165031,"(5.0, 6.4, 5.8)","(20.0, 42.0, 34.0)","(8.0, 15.0, 14.0)","(1.6, 1.81, 1.7955555555555556)","(6.0, 9.4, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:07.211478,"(5.0, 6.2, 6.0)","(20.0, 42.0, 34.0)","(8.0, 13.5, 12.125)","(1.6, 1.74, 1.7333333333333334)","(6.0, 9.4, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:08.707295,"(5.0, 6.2, 6.0)","(20.0, 42.0, 34.0)","(8.0, 13.5, 11.976190476190476)","(1.6, 1.74, 1.7333333333333334)","(6.0, 9.4, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:10.248207,"(5.0, 6.2, 6.0)","(20.0, 42.0, 34.0)","(8.0, 13.5, 11.976190476190476)","(1.6, 1.74, 1.7333333333333334)","(6.0, 9.4, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:11.650937,"(5.0, 6.2, 6.04)","(20.0, 42.0, 34.0)","(8.0, 13.5, 11.976190476190476)","(1.6, 1.74, 1.7325)","(6.0, 9.4, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:13.045179,"(5.0, 6.2, 6.04)","(20.0, 42.0, 34.0)","(8.0, 13.5, 11.976190476190476)","(1.6, 1.74, 1.7345454545454546)","(6.0, 9.4, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:14.207445,"(5.0, 6.2, 6.04)","(20.0, 42.0, 34.0)","(8.0, 13.5, 11.976190476190476)","(1.6, 1.74, 1.7345454545454546)","(6.0, 9.4, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:15.368223,"(5.0, 6.2, 6.0)","(20.0, 42.0, 34.0)","(8.0, 13.5, 11.976190476190476)","(1.6, 1.74, 1.7345454545454546)","(6.0, 9.4, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:16.535055,"(5.0, 6.2, 6.0)","(20.0, 42.0, 34.0)","(8.0, 13.5, 11.976190476190476)","(1.6, 1.74, 1.7345454545454546)","(6.0, 9.4, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:17.735162,"(5.0, 6.2, 6.109090909090909)","(20.0, 42.0, 34.0)","(8.0, 13.5, 11.976190476190476)","(1.6, 1.74, 1.7345454545454546)","(6.0, 9.4, 8.8)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:18.857880,"(5.0, 6.2, 6.109090909090909)","(20.0, 42.0, 34.0)","(8.0, 13.5, 11.81578947368421)","(1.6, 1.74, 1.7149999999999999)","(6.0, 9.4, 7.680000000000001)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:19.968718,"(5.0, 6.2, 6.109090909090909)","(20.0, 42.0, 38.0)","(8.0, 13.5, 11.976190476190476)","(1.6, 1.74, 1.7149999999999999)","(6.0, 8.4, 7.680000000000001)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:21.056233,"(5.0, 6.2, 6.109090909090909)","(20.0, 42.0, 38.0)","(8.0, 13.5, 11.81578947368421)","(1.6, 1.74, 1.7149999999999999)","(6.0, 8.4, 7.680000000000001)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:22.232854,"(5.0, 6.2, 6.109090909090909)","(20.0, 42.0, 38.0)","(8.0, 13.5, 11.065217391304348)","(1.6, 1.74, 1.7328571428571429)","(6.0, 8.4, 7.771428571428571)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:23.406234,"(5.0, 6.2, 6.109090909090909)","(20.0, 42.0, 38.0)","(8.0, 13.5, 11.065217391304348)","(1.6, 1.74, 1.7328571428571429)","(6.0, 9.2, 8.2)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:24.535721,"(5.0, 6.2, 6.109090909090909)","(20.0, 42.0, 38.0)","(8.0, 13.5, 11.065217391304348)","(1.6, 1.74, 1.699090909090909)","(6.0, 9.2, 8.157894736842104)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:25.651572,"(5.0, 6.2, 6.109090909090909)","(20.0, 42.0, 38.0)","(8.0, 13.0, 12.1)","(1.6, 1.74, 1.699090909090909)","(6.0, 9.2, 8.339130434782609)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:26.877774,"(5.0, 6.2, 6.109090909090909)","(20.0, 42.0, 38.0)","(8.0, 13.0, 11.5)","(1.6, 1.74, 1.6917857142857142)","(6.0, 9.2, 7.9625)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:28.102230,"(5.0, 6.2, 6.109090909090909)","(20.0, 42.0, 38.0)","(8.0, 13.0, 10.5)","(1.6, 1.74, 1.7025)","(6.0, 9.2, 8.2)","(31.0, 60.0, 59.375)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:29.279640,"(5.0, 6.2, 6.133333333333334)","(20.0, 42.0, 37.0)","(8.0, 11.5, 10.9)","(1.6, 1.74, 1.7265)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:30.786520,"(5.0, 6.4, 6.072727272727273)","(20.0, 42.0, 38.25)","(8.0, 10.0, 9.866666666666667)","(1.6, 1.74, 1.7265)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:32.072521,"(5.0, 6.4, 6.072727272727273)","(20.0, 42.0, 38.25)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.74, 1.7265)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:33.448138,"(5.0, 6.4, 6.228571428571429)","(20.0, 42.0, 35.0)","(8.0, 10.0, 9.9)","(1.6, 1.74, 1.7334146341463414)","(6.0, 9.0, 8.418181818181818)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:34.889511,"(5.0, 6.4, 6.228571428571429)","(20.0, 42.0, 35.0)","(8.0, 10.0, 9.9)","(1.6, 1.74, 1.7334146341463414)","(6.0, 8.6, 8.418181818181818)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:36.364773,"(5.0, 6.4, 6.228571428571429)","(20.0, 42.0, 35.0)","(8.0, 10.0, 9.9)","(1.6, 1.74, 1.7334146341463414)","(6.0, 8.6, 8.418181818181818)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:37.779585,"(5.0, 6.4, 6.228571428571429)","(20.0, 42.0, 35.0)","(8.0, 10.0, 9.9)","(1.6, 1.74, 1.7334146341463414)","(6.0, 8.6, 8.418181818181818)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:39.124533,"(5.0, 6.4, 6.228571428571429)","(20.0, 42.0, 35.0)","(8.0, 10.0, 9.9)","(1.6, 1.74, 1.7334146341463414)","(6.0, 8.6, 8.418181818181818)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:40.641012,"(5.0, 6.4, 6.228571428571429)","(20.0, 42.0, 35.0)","(8.0, 10.0, 9.9)","(1.6, 1.74, 1.7681818181818183)","(6.0, 8.6, 8.451851851851853)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:41.975764,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 38.25)","(8.0, 9.6, 9.488888888888889)","(1.6, 1.79, 1.7575)","(6.0, 8.6, 8.451851851851853)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:43.251273,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 38.25)","(8.0, 9.6, 9.488888888888889)","(1.6, 1.78, 1.7575)","(6.0, 8.6, 8.451851851851853)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:44.682201,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 38.25)","(8.0, 9.6, 9.492857142857142)","(1.6, 1.78, 1.7575)","(6.0, 8.6, 8.451851851851853)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:45.991343,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 38.25)","(8.0, 9.6, 9.492857142857142)","(1.6, 1.78, 1.7575)","(6.0, 8.6, 8.451851851851853)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:47.379979,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 38.25)","(8.0, 9.6, 9.492857142857142)","(1.6, 1.78, 1.7575)","(6.0, 8.6, 8.451851851851853)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:48.863281,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 39.0)","(8.0, 9.6, 9.492857142857142)","(1.6, 1.78, 1.7575)","(6.0, 8.6, 8.44375)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:50.192596,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 39.0)","(8.0, 9.6, 9.475)","(1.6, 1.78, 1.7592307692307692)","(6.0, 8.6, 8.44375)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:51.681527,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 39.5)","(8.0, 9.6, 9.475)","(1.6, 1.78, 1.7592307692307692)","(6.0, 8.6, 8.44375)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:52.973493,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 39.5)","(8.0, 9.6, 9.475)","(1.6, 1.78, 1.7757142857142858)","(6.0, 8.6, 8.44375)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:54.447224,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 39.5)","(8.0, 9.6, 9.475)","(1.6, 1.78, 1.7757142857142858)","(6.0, 8.6, 8.433333333333334)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:55.680079,"(5.0, 6.4, 6.266666666666667)","(20.0, 42.0, 39.5)","(8.0, 9.6, 9.475)","(1.6, 1.78, 1.7757142857142858)","(6.0, 8.6, 8.433333333333334)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:57:57.006345,"(5.0, 6.4, 6.266666666666667)","(19.0, 42.0, 39.5)","(8.0, 9.6, 9.90909090909091)","(1.6, 1.78, 1.749775641025641)","(6.5, 8.6, 8.733333333333333)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:58.319149,"(5.0, 6.4, 6.266666666666667)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.90909090909091)","(1.6, 1.75, 1.749775641025641)","(6.5, 9.2, 8.733333333333333)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:57:59.651650,"(5.0, 6.4, 6.266666666666667)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.90909090909091)","(1.6, 1.75, 1.749775641025641)","(6.5, 9.2, 8.733333333333333)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:01.059950,"(5.0, 6.4, 6.266666666666667)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.733333333333333)","(1.6, 1.75, 1.7497727272727273)","(6.5, 9.2, 8.733333333333333)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:02.440361,"(5.0, 6.4, 6.256)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.733333333333333)","(1.6, 1.75, 1.7497727272727273)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:03.746343,"(5.0, 6.4, 6.256)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497727272727273)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:05.036480,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497727272727273)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:06.292697,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 40.285714285714285)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497727272727273)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:07.572034,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 40.285714285714285)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497727272727273)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:08.832905,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 40.285714285714285)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497560975609756)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:10.002378,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 40.285714285714285)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497560975609756)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:11.306728,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 40.285714285714285)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497560975609756)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:12.642339,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 40.285714285714285)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:14.091684,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 38.666666666666664)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:15.498011,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 38.666666666666664)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:16.817930,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 38.666666666666664)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:18.071636,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 38.666666666666664)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:19.361488,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:20.586652,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:21.814279,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:22.968171,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:24.175726,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:25.404288,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:26.630851,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:27.897864,"(5.0, 6.4, 6.263636363636364)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:29.436137,"(5.0, 6.4, 6.025)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.822222222222223)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.64)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:31.404536,"(5.0, 6.4, 6.025)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.933333333333334)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.5)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:32.556039,"(5.0, 6.4, 6.025)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.933333333333334)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.5)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:33.663599,"(5.0, 6.4, 6.025)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.854545454545454)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.5)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:34.984109,"(5.0, 6.4, 6.025)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.854545454545454)","(1.6, 1.75, 1.7497472924187725)","(6.5, 9.2, 8.5)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:36.331512,"(5.0, 6.4, 6.025)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.75, 1.7498901098901098)","(6.5, 9.2, 8.7)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:37.552616,"(5.0, 6.4, 6.025)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.75, 1.7499264705882354)","(6.5, 9.0, 8.7)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:38.681788,"(5.0, 6.4, 6.025)","(19.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.75, 1.7499264705882354)","(6.5, 9.0, 8.7)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:39.871008,"(5.0, 6.4, 6.025)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.75, 1.748910891089109)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:40.968083,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.754406779661017)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:42.114323,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7577333333333334)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:43.370914,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7577333333333334)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:44.466886,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7577333333333334)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:45.567679,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7577333333333334)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:46.791173,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7576744186046511)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:48.088337,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7576744186046511)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:49.558080,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7576744186046511)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(81.0, 230.0, 202.0)"
06-01-2023 15:58:50.748101,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7576744186046511)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:51.904949,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7576744186046511)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:53.384361,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7576744186046511)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
06-01-2023 15:58:56.241436,"(5.0, 6.4, 6.073913043478261)","(20.0, 42.0, 39.5)","(8.0, 10.0, 9.82857142857143)","(1.6, 1.76, 1.7576744186046511)","(6.0, 9.0, 8.7)","(31.0, 60.0, 57.5)","(71.0, 230.0, 202.0)"
