,Katdeel,Mataman,Lady Valentine,Satellite Spirit,Deal An Ace,Star Prince,Perfect Impact,Anatini,Modele,Queen Luwell,Zuri Zuri,Chance At Midnight,Sea Kissed,Destination Sydney
08-01-2023 14:50:51.326736,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:50:53.025668,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:50:54.640457,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:50:56.351344,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:50:58.073352,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:50:59.908808,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:01.688782,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:03.264488,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:04.949044,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:06.598151,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:08.093918,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:09.735696,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:11.536442,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:13.202166,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:14.972395,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:16.730846,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:18.337405,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:19.911759,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:21.506569,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:23.234745,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:24.929025,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:26.829832,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:28.868288,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:30.524571,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:32.199167,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 190.0)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:33.866737,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 230.0, 190.0)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:35.471819,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 230.0, 190.0)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:37.029290,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.7740983606557377)","(6.0, 7.8, 7.68)","(10.0, 13.5, 12.592592592592592)","(31.0, 36.0, 33.6)","(101.0, 230.0, 190.0)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 183.33333333333331)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:38.634184,"(3.1, 3.95, 3.9410000000000003)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.774375)","(6.0, 7.8, 7.3)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 230.0, 190.0)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 183.33333333333331)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:40.233879,"(3.1, 3.95, 3.9410000000000003)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.774375)","(6.0, 7.8, 7.3)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 230.0, 190.0)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 183.33333333333331)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:41.886620,"(3.1, 3.95, 3.9410000000000003)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.774375)","(6.0, 7.8, 7.3)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 230.0, 190.0)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 183.33333333333331)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:43.463481,"(3.1, 3.95, 3.9410000000000003)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.774375)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 230.0, 190.0)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 142.0)","(101.0, 230.0, 160.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:44.983567,"(3.1, 3.95, 3.9410000000000003)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.774375)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 230.0, 190.0)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 161.2)","(101.0, 210.0, 160.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:46.532785,"(3.1, 3.95, 3.9410000000000003)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.774375)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 230.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 161.2)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:48.063033,"(3.1, 3.95, 3.9410000000000003)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.774375)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 161.2)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:49.592444,"(3.1, 3.95, 3.9410000000000003)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.774375)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 161.2)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:51.136950,"(3.1, 3.95, 3.9410000000000003)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 161.2)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:52.722627,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 161.2)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:54.293913,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 161.2)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:55.834441,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:57.286014,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:51:58.764216,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:00.256460,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:01.786946,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:03.309259,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:04.786036,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:06.237627,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:07.699590,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:09.161771,"(3.1, 3.95, 3.935483870967742)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:11.149646,"(3.1, 3.95, 3.9233333333333333)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:12.824835,"(3.1, 3.95, 3.9233333333333333)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:14.566647,"(3.1, 3.95, 3.9233333333333333)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:52:16.137669,"(3.1, 3.95, 3.9233333333333333)","(101.0, 230.0, 180.0)","(2.35, 2.78, 2.7748571428571425)","(6.0, 7.8, 7.4)","(10.0, 13.5, 12.60759493670886)","(31.0, 36.0, 35.0)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 14.785714285714285)","(51.0, 190.0, 166.33333333333334)","(101.0, 210.0, 160.0)","(20.0, 36.0, 28.5)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
