,Captain Kenny,Gojira,Governor,Governor Phillip,One Lucky Kid,Registry,Square Cut,No Rain No Flowers,Royal Lane,Fridays Songs
10-01-2023 12:50:27.347855,"(7.0, 11.5, 11.125)","(8.0, 10.5, 10.363636363636363)","(2.7, 3.0, 2.9705263157894737)","(10.0, 15.0, 14.35)","(7.0, 8.4, 8.293023255813953)","(81.0, 200.0, 153.33333333333334)","(7.5, 12.5, 12.018518518518519)","(19.0, 40.0, 36.285714285714285)","(5.0, 6.4, 6.129411764705883)","(101.0, 590.0, 356.6666666666667)"
10-01-2023 12:50:28.614242,"(7.0, 11.5, 11.125)","(8.0, 11.0, 10.363636363636363)","(2.7, 3.0, 2.9705263157894737)","(10.0, 15.0, 14.35)","(7.0, 8.4, 8.293023255813953)","(81.0, 200.0, 153.33333333333334)","(7.5, 12.5, 12.018518518518519)","(19.0, 38.0, 34.4)","(5.0, 6.4, 6.129411764705883)","(101.0, 590.0, 473.33333333333337)"
10-01-2023 12:50:29.909118,"(7.0, 11.5, 11.125)","(8.0, 11.0, 10.363636363636363)","(2.7, 3.0, 2.9705263157894737)","(10.0, 15.0, 14.35)","(7.0, 8.4, 8.293023255813953)","(81.0, 200.0, 153.33333333333334)","(7.5, 12.5, 12.018518518518519)","(19.0, 38.0, 34.4)","(5.0, 6.4, 6.129411764705883)","(101.0, 590.0, 473.33333333333337)"
10-01-2023 12:50:31.288209,"(7.0, 11.5, 11.026315789473685)","(8.0, 11.0, 10.363636363636363)","(2.7, 3.0, 2.9975)","(10.0, 15.0, 14.35)","(7.0, 8.4, 8.293023255813953)","(81.0, 200.0, 153.33333333333334)","(7.5, 12.5, 12.018518518518519)","(19.0, 38.0, 34.4)","(5.0, 6.4, 6.129411764705883)","(101.0, 590.0, 473.33333333333337)"
10-01-2023 12:50:32.638112,"(7.0, 11.5, 10.9)","(8.0, 11.0, 10.363636363636363)","(2.7, 3.0, 3.046923076923077)","(10.0, 15.0, 14.35)","(7.0, 8.4, 8.235714285714286)","(81.0, 200.0, 153.33333333333334)","(7.5, 12.5, 12.018518518518519)","(19.0, 38.0, 35.1578947368421)","(5.0, 6.4, 6.183333333333334)","(101.0, 590.0, 473.33333333333337)"
10-01-2023 12:50:34.084065,"(7.0, 11.0, 11.227272727272727)","(8.0, 11.0, 10.783333333333333)","(2.7, 3.05, 3.036516853932584)","(10.0, 15.0, 14.86734693877551)","(7.0, 8.4, 8.13388429752066)","(81.0, 200.0, 153.33333333333334)","(7.5, 12.5, 12.018518518518519)","(19.0, 38.0, 35.6)","(5.0, 6.2, 6.133333333333334)","(101.0, 590.0, 473.33333333333337)"
10-01-2023 12:50:35.432768,"(7.0, 11.5, 11.409090909090908)","(8.0, 11.0, 10.819444444444445)","(2.7, 3.05, 3.0372340425531914)","(10.0, 15.0, 14.75)","(7.0, 8.2, 8.096969696969696)","(81.0, 200.0, 172.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.99375)","(101.0, 590.0, 370.0)"
10-01-2023 12:50:36.674790,"(7.0, 11.5, 11.409090909090908)","(8.0, 11.0, 10.819444444444445)","(2.7, 3.05, 3.024074074074074)","(10.0, 15.0, 14.76)","(7.0, 8.2, 8.084375)","(81.0, 200.0, 172.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.6)","(5.0, 6.4, 6.085294117647059)","(101.0, 590.0, 370.0)"
10-01-2023 12:50:37.985283,"(7.0, 11.5, 11.409090909090908)","(8.0, 11.0, 10.819444444444445)","(2.7, 3.05, 3.024074074074074)","(10.0, 15.0, 14.76)","(7.0, 8.2, 7.865641025641025)","(81.0, 200.0, 172.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.6)","(5.0, 6.2, 6.085294117647059)","(101.0, 590.0, 480.0)"
10-01-2023 12:50:39.288806,"(7.0, 11.5, 11.409090909090908)","(8.0, 11.0, 10.819444444444445)","(2.7, 3.05, 3.035135135135135)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.846927374301676)","(81.0, 200.0, 172.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.6)","(5.0, 6.2, 6.022448979591837)","(101.0, 590.0, 383.3333333333333)"
10-01-2023 12:50:40.528749,"(7.0, 11.5, 11.409090909090908)","(8.0, 11.0, 10.883333333333333)","(2.7, 3.05, 3.035135135135135)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.846927374301676)","(81.0, 200.0, 166.66666666666666)","(7.5, 12.5, 12.159574468085106)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.99375)","(101.0, 590.0, 383.3333333333333)"
10-01-2023 12:50:41.903854,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.838235294117647)","(2.7, 3.1, 3.069230769230769)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.8446808510638295)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.5, 12.159574468085106)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.988235294117647)","(101.0, 590.0, 466.0)"
10-01-2023 12:50:43.270069,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.838235294117647)","(2.7, 3.1, 3.069230769230769)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.8446808510638295)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.5, 12.238095238095237)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.988235294117647)","(101.0, 590.0, 383.3333333333333)"
10-01-2023 12:50:44.588448,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.838235294117647)","(2.7, 3.1, 3.069230769230769)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.8446808510638295)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.5, 12.238095238095237)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.988235294117647)","(101.0, 590.0, 466.0)"
10-01-2023 12:50:45.945531,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.838235294117647)","(2.7, 3.1, 3.069230769230769)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.8446808510638295)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.5, 12.238095238095237)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.981818181818182)","(101.0, 590.0, 383.3333333333333)"
10-01-2023 12:50:47.182663,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.887755102040817)","(2.7, 3.1, 3.057142857142857)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.843979057591623)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.5, 12.275)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.99)","(101.0, 590.0, 440.0)"
10-01-2023 12:50:48.352311,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.887755102040817)","(2.7, 3.1, 3.057142857142857)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.843979057591623)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.5, 12.275)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.99)","(101.0, 590.0, 396.6666666666667)"
10-01-2023 12:50:49.610355,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.887755102040817)","(2.7, 3.1, 3.057142857142857)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.96)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.5, 11.9375)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.99)","(101.0, 590.0, 396.6666666666667)"
10-01-2023 12:50:50.950557,"(7.0, 11.5, 11.31578947368421)","(8.0, 11.0, 10.872549019607844)","(2.7, 3.1, 3.057142857142857)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.944444444444445)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.0, 11.9375)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.99)","(101.0, 590.0, 474.0)"
10-01-2023 12:50:52.279760,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.872549019607844)","(2.7, 3.1, 3.086206896551724)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.944444444444445)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.0, 11.9375)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.965217391304348)","(101.0, 590.0, 396.6666666666667)"
10-01-2023 12:50:53.642115,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.904255319148936)","(2.7, 3.1, 3.086206896551724)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.944444444444445)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.0, 11.9375)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.956962025316456)","(101.0, 590.0, 474.0)"
10-01-2023 12:50:54.958849,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.872549019607844)","(2.7, 3.1, 3.086206896551724)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.944444444444445)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.0, 11.9375)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.96)","(101.0, 590.0, 474.0)"
10-01-2023 12:50:56.304211,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.729166666666666)","(2.7, 3.1, 3.0810344827586205)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.944444444444445)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.0, 11.9375)","(19.0, 38.0, 35.6)","(5.0, 6.2, 5.97258064516129)","(101.0, 590.0, 474.0)"
10-01-2023 12:50:57.601905,"(7.0, 11.5, 11.375)","(8.0, 11.0, 10.729166666666666)","(2.7, 3.1, 3.0810344827586205)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.944444444444445)","(81.0, 200.0, 173.33333333333334)","(7.5, 12.0, 11.9375)","(19.0, 38.0, 36.2)","(5.0, 6.2, 5.97258064516129)","(101.0, 590.0, 474.0)"
10-01-2023 12:50:59.184306,"(7.0, 11.5, 11.208333333333334)","(8.0, 11.0, 10.775862068965518)","(2.7, 3.1, 3.0328125)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.970491803278689)","(81.0, 200.0, 175.0)","(7.5, 12.0, 12.217948717948717)","(19.0, 38.0, 36.2)","(5.0, 6.2, 5.978947368421053)","(101.0, 590.0, 474.0)"
10-01-2023 12:51:00.723761,"(8.0, 11.5, 11.208333333333334)","(8.0, 11.0, 10.775862068965518)","(2.7, 3.05, 3.0212499999999998)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.970491803278689)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 36.2)","(5.0, 6.2, 6.152)","(101.0, 590.0, 474.0)"
10-01-2023 12:51:02.195541,"(8.0, 11.5, 11.208333333333334)","(8.0, 11.0, 10.775862068965518)","(2.7, 3.05, 3.0212499999999998)","(10.0, 15.0, 14.76)","(7.0, 8.0, 7.970491803278689)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 36.2)","(5.0, 6.2, 6.111764705882353)","(101.0, 590.0, 396.6666666666667)"
10-01-2023 12:51:03.704745,"(8.0, 11.5, 11.208333333333334)","(8.0, 11.0, 10.82)","(2.7, 3.05, 3.024285714285714)","(10.0, 15.0, 14.296296296296296)","(7.0, 8.0, 7.970491803278689)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.180952380952381)","(101.0, 590.0, 496.66666666666663)"
10-01-2023 12:51:05.257302,"(8.0, 11.5, 11.033333333333333)","(8.0, 11.0, 10.82)","(2.7, 3.05, 3.0366666666666666)","(10.0, 14.5, 14.284313725490197)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.1461538461538465)","(101.0, 590.0, 496.66666666666663)"
10-01-2023 12:51:06.683323,"(8.0, 11.5, 11.159090909090908)","(8.0, 11.0, 10.82)","(2.7, 3.05, 3.0366666666666666)","(10.0, 14.5, 14.284313725490197)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.4, 6.1461538461538465)","(101.0, 590.0, 490.0)"
10-01-2023 12:51:08.012650,"(8.0, 11.0, 10.772727272727273)","(8.0, 11.0, 10.82)","(2.7, 3.05, 3.0366666666666666)","(10.0, 14.5, 14.284313725490197)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.4, 6.1461538461538465)","(101.0, 580.0, 413.3333333333333)"
10-01-2023 12:51:09.345329,"(8.0, 11.0, 10.705882352941176)","(8.0, 11.0, 10.82)","(2.7, 3.05, 3.0366666666666666)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.4, 6.1461538461538465)","(101.0, 580.0, 413.3333333333333)"
10-01-2023 12:51:10.589571,"(8.0, 11.0, 10.75)","(8.0, 11.0, 10.71875)","(2.7, 3.05, 3.032978723404255)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.4, 6.18)","(101.0, 580.0, 413.3333333333333)"
10-01-2023 12:51:11.850281,"(8.0, 11.0, 10.75)","(8.0, 11.0, 10.71875)","(2.7, 3.05, 3.0407894736842103)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.4, 6.18)","(101.0, 580.0, 484.0)"
10-01-2023 12:51:13.195534,"(8.0, 11.0, 10.285714285714286)","(8.0, 11.0, 10.71875)","(2.7, 3.05, 3.0407894736842103)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.4, 6.18)","(101.0, 580.0, 484.0)"
10-01-2023 12:51:14.510465,"(8.0, 11.0, 10.142857142857142)","(8.0, 11.0, 10.71875)","(2.7, 3.05, 3.0369047619047618)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.4, 6.18)","(101.0, 580.0, 484.0)"
10-01-2023 12:51:15.839379,"(8.0, 11.0, 10.142857142857142)","(8.0, 11.0, 10.71875)","(2.7, 3.05, 3.077922077922078)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 170.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.4, 6.15625)","(101.0, 580.0, 484.0)"
10-01-2023 12:51:17.237582,"(8.0, 11.0, 10.142857142857142)","(8.0, 11.0, 10.82)","(2.7, 3.1, 3.074418604651163)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.15625)","(101.0, 580.0, 484.0)"
10-01-2023 12:51:18.561271,"(8.0, 11.0, 10.142857142857142)","(8.0, 11.0, 10.82)","(2.7, 3.1, 3.0790123456790126)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.15625)","(101.0, 580.0, 484.0)"
10-01-2023 12:51:19.884904,"(8.0, 10.5, 9.9375)","(8.0, 11.0, 10.7)","(2.7, 3.1, 3.0901408450704224)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.204545454545455)","(19.0, 38.0, 35.81818181818182)","(5.0, 6.2, 6.11764705882353)","(101.0, 580.0, 484.0)"
10-01-2023 12:51:21.255370,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.805555555555555)","(2.7, 3.1, 3.069444444444444)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.229166666666666)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.141666666666667)","(101.0, 580.0, 433.3333333333333)"
10-01-2023 12:51:22.686872,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.805555555555555)","(2.7, 3.1, 3.069444444444444)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 7.982456140350878)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.229166666666666)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.141666666666667)","(101.0, 580.0, 433.3333333333333)"
10-01-2023 12:51:24.060070,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.805555555555555)","(2.7, 3.1, 3.069444444444444)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.0, 8.014285714285714)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.229166666666666)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.141666666666667)","(101.0, 580.0, 433.3333333333333)"
10-01-2023 12:51:25.425090,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.805555555555555)","(2.7, 3.1, 3.0775)","(10.0, 14.5, 14.296296296296296)","(7.0, 8.2, 8.105882352941176)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.229166666666666)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.11764705882353)","(101.0, 580.0, 433.3333333333333)"
10-01-2023 12:51:26.753158,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.766666666666667)","(2.7, 3.1, 3.094117647058823)","(10.0, 14.5, 14.284313725490197)","(7.0, 8.2, 8.1)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.229166666666666)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.11764705882353)","(101.0, 580.0, 433.3333333333333)"
10-01-2023 12:51:28.145118,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.766666666666667)","(2.7, 3.15, 3.0894736842105264)","(10.0, 14.5, 14.284313725490197)","(7.0, 8.2, 8.1)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.229166666666666)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.11764705882353)","(101.0, 580.0, 433.3333333333333)"
10-01-2023 12:51:29.472153,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.766666666666667)","(2.7, 3.15, 3.0894736842105264)","(10.0, 14.5, 13.192307692307692)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.229166666666666)","(19.0, 38.0, 35.42857142857143)","(5.0, 6.2, 6.11764705882353)","(101.0, 580.0, 430.0)"
10-01-2023 12:51:30.770536,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.947368421052632)","(2.7, 3.15, 3.119565217391304)","(10.0, 13.5, 12.36)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.229166666666666)","(19.0, 38.0, 36.10526315789474)","(5.0, 6.2, 6.072727272727273)","(101.0, 570.0, 426.6666666666667)"
10-01-2023 12:51:32.060057,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.947368421052632)","(2.7, 3.15, 3.1303571428571426)","(10.0, 13.0, 12.27450980392157)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.308510638297872)","(19.0, 38.0, 36.5)","(5.0, 6.2, 6.072727272727273)","(101.0, 560.0, 423.3333333333333)"
10-01-2023 12:51:33.442162,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.947368421052632)","(2.7, 3.15, 3.1303571428571426)","(10.0, 13.0, 12.27450980392157)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.375)","(19.0, 38.0, 36.5)","(5.0, 6.2, 6.072727272727273)","(101.0, 550.0, 423.3333333333333)"
10-01-2023 12:51:34.751277,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.947368421052632)","(2.7, 3.15, 3.1303571428571426)","(10.0, 13.0, 12.229166666666666)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.375)","(19.0, 38.0, 36.5)","(5.0, 6.2, 6.072727272727273)","(101.0, 550.0, 420.0)"
10-01-2023 12:51:36.014602,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.947368421052632)","(2.7, 3.15, 3.124285714285714)","(10.0, 13.0, 12.229166666666666)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.375)","(19.0, 38.0, 36.5)","(5.0, 6.2, 6.072727272727273)","(101.0, 540.0, 420.0)"
10-01-2023 12:51:37.372247,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.15, 3.1285714285714286)","(10.0, 13.0, 12.229166666666666)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.375)","(19.0, 38.0, 36.5)","(5.0, 6.2, 6.072727272727273)","(101.0, 540.0, 420.0)"
10-01-2023 12:51:38.828191,"(8.0, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.15, 3.107741935483871)","(10.0, 13.0, 12.275)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(7.5, 12.5, 12.375)","(19.0, 38.0, 36.10526315789474)","(5.0, 6.2, 6.072727272727273)","(101.0, 540.0, 426.6666666666667)"
10-01-2023 12:51:40.343188,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.2, 3.175)","(10.0, 12.5, 12.153846153846153)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.375)","(20.0, 38.0, 36.5)","(5.0, 6.2, 6.057142857142857)","(101.0, 540.0, 426.6666666666667)"
10-01-2023 12:51:41.684832,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.2, 3.1844827586206894)","(10.0, 12.5, 12.153846153846153)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.318181818181818)","(20.0, 38.0, 36.857142857142854)","(5.0, 6.2, 6.057142857142857)","(101.0, 540.0, 470.0)"
10-01-2023 12:51:42.939218,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.1785714285714284)","(10.0, 12.5, 12.153846153846153)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.318181818181818)","(20.0, 38.0, 36.857142857142854)","(5.0, 6.2, 6.057142857142857)","(101.0, 570.0, 433.3333333333333)"
10-01-2023 12:51:44.284965,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.1785714285714284)","(10.0, 12.5, 12.263157894736842)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.318181818181818)","(20.0, 38.0, 36.22222222222222)","(5.0, 6.2, 6.057142857142857)","(101.0, 560.0, 433.3333333333333)"
10-01-2023 12:51:45.648481,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.2)","(10.0, 12.5, 12.263157894736842)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.318181818181818)","(20.0, 38.0, 36.22222222222222)","(5.0, 6.2, 6.057142857142857)","(101.0, 560.0, 484.0)"
10-01-2023 12:51:46.942268,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.2357142857142858)","(10.0, 12.5, 12.263157894736842)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.318181818181818)","(20.0, 38.0, 36.22222222222222)","(5.0, 6.2, 6.057142857142857)","(101.0, 560.0, 484.0)"
10-01-2023 12:51:48.214029,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.2357142857142858)","(10.0, 12.5, 12.263157894736842)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.318181818181818)","(20.0, 38.0, 36.22222222222222)","(5.0, 6.2, 6.057142857142857)","(101.0, 560.0, 433.3333333333333)"
10-01-2023 12:51:49.515044,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.2378048780487805)","(10.0, 12.5, 12.175)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.318181818181818)","(20.0, 38.0, 36.22222222222222)","(5.0, 6.2, 6.044444444444444)","(101.0, 560.0, 484.0)"
10-01-2023 12:51:51.014984,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.2378048780487805)","(10.0, 12.5, 12.035714285714286)","(7.0, 8.2, 8.12)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.21875)","(20.0, 38.0, 35.81818181818182)","(5.0, 6.2, 6.044444444444444)","(101.0, 560.0, 433.3333333333333)"
10-01-2023 12:51:52.285314,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.2447368421052634)","(10.0, 12.5, 12.104166666666666)","(7.0, 8.2, 7.996666666666667)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.09375)","(20.0, 36.0, 35.81818181818182)","(5.0, 6.2, 6.044444444444444)","(101.0, 560.0, 443.3333333333333)"
10-01-2023 12:51:53.632227,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.2464285714285714)","(10.0, 12.5, 12.017241379310345)","(7.0, 8.0, 7.996666666666667)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.09375)","(20.0, 36.0, 35.333333333333336)","(5.0, 6.2, 6.044444444444444)","(101.0, 550.0, 516.6666666666666)"
10-01-2023 12:51:55.094830,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.2482758620689656)","(10.0, 12.5, 12.017241379310345)","(7.0, 8.0, 8.147058823529411)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.09375)","(20.0, 36.0, 35.53846153846154)","(5.0, 6.2, 6.044444444444444)","(101.0, 550.0, 516.6666666666666)"
10-01-2023 12:51:56.367736,"(7.5, 10.5, 9.845454545454546)","(8.0, 11.0, 10.88888888888889)","(2.7, 3.25, 3.27)","(10.0, 12.5, 12.017241379310345)","(7.0, 8.2, 8.180645161290322)","(81.0, 190.0, 175.0)","(8.0, 12.5, 12.09375)","(20.0, 36.0, 35.53846153846154)","(5.0, 6.2, 6.024137931034483)","(101.0, 550.0, 480.0)"
