,Wagner Bale,Thank You Jill,Highway Man,Adonis Sands,Floppy Roo,Orson Franky,Dr Esther,Dr Lysandra
07-01-2023 09:13:19.570449,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 5.046153846153846)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:20.731317,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 5.046153846153846)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:21.879650,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 5.046153846153846)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:23.108371,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:24.337597,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:25.481711,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:26.611752,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:27.683276,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:28.769049,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:29.846866,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:30.912594,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:31.908029,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:32.953202,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:33.937951,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:34.965413,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:36.142697,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:37.201973,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:38.278689,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:39.437076,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:40.482894,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:41.584564,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 142.36363636363637)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:42.655001,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 184.76923076923077)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:13:43.730059,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 184.76923076923077)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:44.815509,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 184.76923076923077)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:45.910101,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 184.76923076923077)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:46.999629,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 184.76923076923077)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:48.098895,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:49.160625,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:50.216035,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:51.279036,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:52.287178,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:53.289500,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:54.268390,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:55.252411,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:56.252562,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:57.286698,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:58.320626,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:13:59.495286,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:00.658614,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:01.721367,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:02.823490,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:03.918613,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:04.993872,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:06.109849,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:07.217532,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:08.353294,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:09.480094,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:10.578155,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:11.634165,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:12.748500,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:13.834887,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:14.904253,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:15.998809,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:17.027468,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:18.089105,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:19.099107,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:20.101371,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:21.120690,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:22.208198,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:23.237617,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:24.304140,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:25.455380,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:26.465648,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:27.632669,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:28.714734,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:29.711466,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:30.727597,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:31.766630,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:32.823420,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:33.884090,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:34.983274,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:36.009590,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:37.081634,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:38.143717,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:39.161017,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:40.204268,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:41.250044,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:42.361053,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:43.455695,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:44.545443,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8213793103448277)"
07-01-2023 09:14:45.661526,"(10.0, 28.0, 22.705882352941178)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 60.5)","(10.0, 22.0, 21.55862068965517)","(51.0, 410.0, 227.0)","(26.0, 220.0, 123.5)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:46.797200,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
07-01-2023 09:14:47.909401,"(10.0, 28.0, 18.27777777777778)","(3.8, 6.2, 4.246875)","(21.0, 100.0, 51.25)","(10.0, 22.0, 18.85)","(51.0, 410.0, 227.0)","(26.0, 220.0, 117.82352941176471)","(5.0, 9.6, 5.2615384615384615)","(1.8, 2.7, 1.8355000000000001)"
