,Wagner Bale,Thank You Jill,Highway Man,Adonis Sands,Floppy Roo,Orson Franky,Dr Esther,Dr Lysandra
07-01-2023 09:22:29.748502,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.75)","(1.8, 2.48, 2.4470833333333335)"
07-01-2023 09:22:30.951419,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.75)","(1.8, 2.48, 2.4470833333333335)"
07-01-2023 09:22:32.171089,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.75)","(1.8, 2.48, 2.4470833333333335)"
07-01-2023 09:22:33.368056,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.75)","(1.8, 2.48, 2.4470833333333335)"
07-01-2023 09:22:34.535120,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.75)","(1.8, 2.48, 2.4470833333333335)"
07-01-2023 09:22:35.666309,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.75)","(1.8, 2.48, 2.4470833333333335)"
07-01-2023 09:22:36.851424,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.75)","(1.8, 2.48, 2.4470833333333335)"
07-01-2023 09:22:38.061545,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.75)","(1.8, 2.48, 2.4470833333333335)"
07-01-2023 09:22:39.298342,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.025)","(1.8, 2.48, 2.1226190476190476)"
07-01-2023 09:22:40.516869,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 10.309375)","(1.8, 2.48, 2.2266666666666666)"
07-01-2023 09:22:41.948179,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.46, 2.1007142857142855)"
07-01-2023 09:22:43.137151,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.44, 2.1007142857142855)"
07-01-2023 09:22:44.256275,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.44, 2.35125)"
07-01-2023 09:22:45.314552,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.4, 5.48)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:46.372690,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.2, 6.693333333333333)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:47.523377,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.2, 6.693333333333333)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:48.613585,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.2, 6.693333333333333)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:49.698945,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.2, 6.693333333333333)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:50.911772,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.2, 6.693333333333333)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:52.019222,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.2, 6.693333333333333)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:53.062124,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.2, 6.693333333333333)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:54.131703,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.2, 4.5488372093023255)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.0)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:55.227503,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.2, 4.5488372093023255)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 8.533333333333333)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:56.336181,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.0, 5.446875)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 8.533333333333333)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:57.414941,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.0, 5.446875)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:58.416016,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.0, 5.446875)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.38, 2.35125)"
07-01-2023 09:22:59.459648,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.0, 5.446875)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.38, 2.35125)"
07-01-2023 09:23:00.565112,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.0, 5.446875)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.38, 2.35125)"
07-01-2023 09:23:01.605940,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.0, 5.446875)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.38, 1.9266666666666665)"
07-01-2023 09:23:02.644021,"(10.0, 34.0, 14.416666666666666)","(3.8, 7.0, 5.318421052631579)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.38, 1.7329999999999999)"
07-01-2023 09:23:03.662275,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 5.54375)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.36, 2.0)"
07-01-2023 09:23:04.682766,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 5.54375)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.3, 2.0)"
07-01-2023 09:23:05.666383,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 5.54375)","(21.0, 110.0, 71.45833333333333)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 217.0)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.3, 2.0)"
07-01-2023 09:23:06.667329,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 6.25)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.3, 2.0)"
07-01-2023 09:23:07.711115,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 5.914634146341463)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.3, 2.0)"
07-01-2023 09:23:08.892043,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.05)","(1.8, 2.3, 2.0)"
07-01-2023 09:23:09.965400,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 10.2)","(1.8, 2.3, 2.0)"
07-01-2023 09:23:11.097276,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 10.2)","(1.8, 2.3, 2.0)"
07-01-2023 09:23:12.183224,"(10.0, 34.0, 26.941176470588236)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.3, 2.0)"
07-01-2023 09:23:13.212310,"(10.0, 34.0, 26.941176470588236)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.3, 2.0)"
07-01-2023 09:23:14.361911,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.3, 1.9)"
07-01-2023 09:23:15.539254,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.3, 1.7276190476190476)"
07-01-2023 09:23:16.626624,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.28, 1.96)"
07-01-2023 09:23:17.681789,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.22, 1.96)"
07-01-2023 09:23:18.733032,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.22, 1.96)"
07-01-2023 09:23:19.803924,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 10.0)","(1.8, 2.22, 1.96)"
07-01-2023 09:23:20.825029,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.22, 1.96)"
07-01-2023 09:23:21.902224,"(10.0, 34.0, 26.941176470588236)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.22, 1.96)"
07-01-2023 09:23:22.921623,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.22, 1.96)"
07-01-2023 09:23:24.125905,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.22, 1.96)"
07-01-2023 09:23:25.304956,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.22, 1.737142857142857)"
07-01-2023 09:23:26.493506,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.22, 1.94)"
07-01-2023 09:23:27.613162,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 4.175)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.18, 1.94)"
07-01-2023 09:23:28.986480,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.18, 1.7766666666666666)"
07-01-2023 09:23:30.139722,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.16, 1.7766666666666666)"
07-01-2023 09:23:31.265481,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 10.100000000000001)","(1.8, 2.16, 1.7766666666666666)"
07-01-2023 09:23:32.485449,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.16, 1.7766666666666666)"
07-01-2023 09:23:33.628442,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.6, 4.141666666666667)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.16, 1.7158620689655173)"
07-01-2023 09:23:34.758341,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 4.1)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.16, 1.784)"
07-01-2023 09:23:35.844788,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.12, 1.805)"
07-01-2023 09:23:37.009552,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.12, 1.7366666666666666)"
07-01-2023 09:23:38.075959,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 97.42857142857143)","(10.0, 29.0, 12.666666666666668)","(51.0, 400.0, 340.3333333333333)","(26.0, 260.0, 146.0)","(5.0, 10.5, 9.075)","(1.8, 2.14, 1.7366666666666666)"
07-01-2023 09:23:39.163601,"(10.0, 34.0, 14.416666666666666)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 55.625)","(10.0, 29.0, 23.5)","(51.0, 400.0, 342.258064516129)","(26.0, 260.0, 156.36363636363637)","(5.0, 10.5, 9.075)","(1.8, 2.14, 1.7366666666666666)"
07-01-2023 09:23:40.306734,"(10.0, 34.0, 26.941176470588236)","(3.8, 6.8, 3.9125)","(21.0, 110.0, 55.625)","(10.0, 29.0, 23.789473684210527)","(51.0, 400.0, 342.258064516129)","(26.0, 260.0, 152.0)","(5.0, 10.5, 9.075)","(1.8, 2.14, 1.7184)"
07-01-2023 09:23:41.462720,"(10.0, 34.0, 20.944444444444443)","(3.8, 6.8, 4.1)","(21.0, 110.0, 85.83333333333333)","(10.0, 29.0, 15.7)","(51.0, 400.0, 232.47058823529412)","(26.0, 260.0, 56.6)","(5.0, 10.5, 6.0)","(1.8, 2.16, 1.73)"
07-01-2023 09:23:42.563345,"(10.0, 34.0, 22.25)","(3.8, 6.6, 4.96111111111111)","(21.0, 110.0, 85.83333333333333)","(10.0, 22.0, 15.7)","(51.0, 400.0, 232.47058823529412)","(26.0, 260.0, 56.6)","(5.0, 9.0, 7.742857142857143)","(1.8, 2.12, 1.73)"
07-01-2023 09:23:43.662487,"(10.0, 34.0, 15.25)","(3.8, 6.4, 4.3375)","(21.0, 110.0, 85.83333333333333)","(10.0, 22.0, 15.7)","(51.0, 400.0, 232.47058823529412)","(26.0, 260.0, 56.6)","(5.0, 9.0, 7.742857142857143)","(1.8, 2.12, 1.73)"
07-01-2023 09:23:44.708127,"(10.0, 34.0, 22.25)","(3.8, 6.6, 5.238461538461538)","(21.0, 110.0, 85.83333333333333)","(10.0, 22.0, 15.7)","(51.0, 400.0, 232.47058823529412)","(26.0, 260.0, 56.6)","(5.0, 9.0, 7.964705882352941)","(1.8, 2.12, 1.73)"
07-01-2023 09:23:45.758064,"(10.0, 34.0, 22.25)","(3.8, 6.6, 5.238461538461538)","(21.0, 110.0, 85.83333333333333)","(10.0, 22.0, 17.8)","(51.0, 400.0, 232.47058823529412)","(26.0, 260.0, 56.6)","(5.0, 9.0, 8.24)","(1.8, 2.12, 1.73)"
07-01-2023 09:23:46.808847,"(10.0, 34.0, 22.25)","(3.8, 6.4, 6.05625)","(21.0, 110.0, 87.10526315789473)","(10.0, 22.0, 17.8)","(51.0, 400.0, 232.47058823529412)","(26.0, 260.0, 56.6)","(5.0, 8.8, 8.100000000000001)","(1.8, 2.12, 1.98675)"
07-01-2023 09:23:47.906462,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.4, 6.05625)","(21.0, 110.0, 87.10526315789473)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 8.100000000000001)","(1.8, 2.12, 1.98675)"
07-01-2023 09:23:48.946699,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.0, 5.70625)","(21.0, 110.0, 87.10526315789473)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 6.8500000000000005)","(1.8, 2.12, 1.98675)"
07-01-2023 09:23:49.985221,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.0, 5.70625)","(21.0, 110.0, 87.10526315789473)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 6.8500000000000005)","(1.8, 2.12, 1.98675)"
07-01-2023 09:23:50.996752,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.0, 5.70625)","(21.0, 110.0, 87.10526315789473)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 6.8500000000000005)","(1.8, 2.12, 2.1439285714285714)"
07-01-2023 09:23:52.025109,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.0, 5.70625)","(21.0, 110.0, 88.25)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 7.466666666666667)","(1.8, 2.16, 2.0500000000000003)"
07-01-2023 09:23:53.155296,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.0, 5.70625)","(21.0, 110.0, 48.57142857142857)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 7.466666666666667)","(1.8, 2.16, 2.1444444444444444)"
07-01-2023 09:23:54.317383,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.0, 5.70625)","(21.0, 110.0, 48.57142857142857)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 7.466666666666667)","(1.8, 2.16, 2.1444444444444444)"
07-01-2023 09:23:55.504948,"(10.0, 34.0, 14.833333333333334)","(3.8, 6.0, 5.70625)","(21.0, 110.0, 48.57142857142857)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 7.466666666666667)","(1.8, 2.16, 2.1444444444444444)"
07-01-2023 09:23:56.768464,"(10.0, 34.0, 14.833333333333334)","(3.8, 5.9, 5.307894736842106)","(21.0, 110.0, 48.57142857142857)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 7.466666666666667)","(1.8, 2.16, 2.1444444444444444)"
07-01-2023 09:23:57.988643,"(10.0, 34.0, 14.833333333333334)","(3.8, 5.9, 5.3375)","(21.0, 110.0, 48.57142857142857)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 7.466666666666667)","(1.8, 2.16, 2.1444444444444444)"
07-01-2023 09:23:59.191276,"(10.0, 34.0, 14.833333333333334)","(3.8, 5.9, 5.3375)","(21.0, 110.0, 48.57142857142857)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 7.466666666666667)","(1.8, 2.16, 2.1444444444444444)"
07-01-2023 09:24:00.543214,"(10.0, 34.0, 14.833333333333334)","(3.8, 5.9, 5.3375)","(21.0, 110.0, 48.57142857142857)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 7.466666666666667)","(1.8, 2.16, 2.1444444444444444)"
07-01-2023 09:24:01.632613,"(10.0, 34.0, 14.833333333333334)","(3.8, 5.9, 5.3375)","(21.0, 110.0, 67.5)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 7.466666666666667)","(1.8, 2.16, 2.1444444444444444)"
07-01-2023 09:24:02.766246,"(10.0, 34.0, 14.833333333333334)","(3.8, 5.9, 5.3375)","(21.0, 110.0, 67.5)","(10.0, 22.0, 17.8)","(51.0, 400.0, 85.33333333333334)","(26.0, 260.0, 56.6)","(5.0, 8.8, 7.466666666666667)","(1.8, 2.16, 2.1444444444444444)"
