,Thrax,Stac Pollaidh,Centrestone,Little Jill,Toptimistic,Tiger For Life,Carlie Eksplodes,Gold Invest
15-12-2022 14:24:26.675203,"(91.0, 350.0, 188.0)","(61.0, 100.0, 93.33333333333333)","(1.4, 1.56, 1.5656803455723542)","(10.0, 13.5, 13.363924050632912)","(91.0, 300.0, 266.0)","(5.5, 5.8, 5.6364485981308405)","(9.0, 13.0, 12.664)","(61.0, 85.0, 79.44444444444444)"
15-12-2022 14:24:27.874453,"(91.0, 350.0, 188.0)","(61.0, 100.0, 93.33333333333333)","(1.4, 1.58, 1.575832258064516)","(10.0, 13.5, 13.359477124183007)","(91.0, 290.0, 245.0)","(5.5, 5.7, 5.660693641618497)","(9.0, 13.0, 12.588)","(61.0, 85.0, 79.44444444444444)"
15-12-2022 14:24:29.086572,"(91.0, 350.0, 188.0)","(61.0, 100.0, 90.55555555555556)","(1.4, 1.58, 1.5723459715639811)","(10.0, 13.5, 13.401459854014599)","(101.0, 320.0, 240.0)","(5.0, 5.7, 5.661224489795918)","(9.0, 13.0, 12.371212121212121)","(61.0, 85.0, 79.44444444444444)"
15-12-2022 14:24:30.324661,"(91.0, 350.0, 188.0)","(61.0, 90.0, 89.6)","(1.4, 1.58, 1.5687106918238993)","(10.0, 13.5, 13.414556962025316)","(101.0, 320.0, 240.0)","(5.0, 5.7, 5.5715328467153284)","(9.0, 12.5, 12.362068965517242)","(61.0, 85.0, 79.73684210526315)"
15-12-2022 14:24:31.560735,"(91.0, 340.0, 204.0)","(61.0, 90.0, 89.6)","(1.4, 1.58, 1.5726290322580645)","(10.0, 13.5, 13.427631578947368)","(101.0, 320.0, 240.0)","(5.0, 5.6, 5.5625)","(9.0, 12.5, 12.493288590604028)","(61.0, 85.0, 79.73684210526315)"
15-12-2022 14:24:32.752704,"(91.0, 340.0, 204.0)","(61.0, 85.0, 78.63636363636364)","(1.4, 1.58, 1.5785959438377535)","(10.0, 13.5, 13.446428571428571)","(101.0, 320.0, 295.0)","(5.0, 5.6, 5.5625)","(9.0, 12.5, 12.493288590604028)","(61.0, 85.0, 79.73684210526315)"
15-12-2022 14:24:33.827560,"(91.0, 340.0, 220.0)","(61.0, 85.0, 80.0)","(1.4, 1.57, 1.5650537634408603)","(10.0, 14.0, 13.740196078431373)","(101.0, 320.0, 282.5)","(5.0, 5.6, 5.527428571428572)","(9.0, 13.0, 12.588235294117647)","(61.0, 85.0, 79.61538461538461)"
15-12-2022 14:24:34.981820,"(91.0, 340.0, 271.42857142857144)","(61.0, 85.0, 79.44444444444444)","(1.4, 1.57, 1.5798666666666668)","(10.0, 14.0, 13.740196078431373)","(101.0, 320.0, 286.25)","(5.0, 5.6, 5.4849056603773585)","(9.0, 13.0, 12.567164179104477)","(61.0, 85.0, 80.88235294117646)"
15-12-2022 14:24:36.050147,"(91.0, 340.0, 280.0)","(61.0, 85.0, 79.44444444444444)","(1.4, 1.58, 1.5798666666666668)","(10.0, 14.0, 13.766304347826088)","(101.0, 320.0, 286.25)","(5.0, 5.5, 5.484313725490196)","(9.0, 13.0, 12.697916666666666)","(61.0, 85.0, 80.0)"
15-12-2022 14:24:37.096515,"(91.0, 340.0, 280.0)","(61.0, 85.0, 78.07692307692308)","(1.4, 1.59, 1.583010033444816)","(10.0, 14.0, 13.785)","(101.0, 320.0, 303.84615384615387)","(5.0, 5.5, 5.469135802469136)","(9.0, 13.0, 12.585365853658537)","(61.0, 85.0, 80.0)"
15-12-2022 14:24:38.290087,"(91.0, 340.0, 280.0)","(61.0, 85.0, 78.07692307692308)","(1.4, 1.6, 1.5836496350364964)","(10.0, 14.0, 13.784210526315789)","(101.0, 320.0, 303.84615384615387)","(5.5, 5.5, 5.488695652173913)","(9.0, 13.0, 12.476851851851851)","(61.0, 85.0, 80.0)"
15-12-2022 14:24:39.526236,"(91.0, 340.0, 280.0)","(61.0, 85.0, 78.07692307692308)","(1.4, 1.59, 1.5836496350364964)","(10.0, 14.0, 13.875)","(101.0, 320.0, 305.0)","(5.5, 5.5, 5.383794466403162)","(9.0, 12.5, 12.48031496062992)","(61.0, 85.0, 78.33333333333333)"
15-12-2022 14:24:40.715165,"(91.0, 340.0, 227.5)","(61.0, 85.0, 84.0)","(1.4, 1.58, 1.5933684210526318)","(10.0, 14.0, 14.105555555555556)","(101.0, 320.0, 323.6363636363636)","(5.5, 5.4, 5.173309608540925)","(9.0, 12.5, 12.928571428571429)","(61.0, 85.0, 81.875)"
15-12-2022 14:24:42.124464,"(101.0, 340.0, 265.0)","(61.0, 95.0, 90.38461538461539)","(1.4, 1.6, 1.6026218097447797)","(10.0, 14.5, 13.201754385964913)","(101.0, 330.0, 325.33333333333337)","(5.0, 5.2, 5.1644654088050315)","(9.0, 13.5, 13.102941176470589)","(61.0, 85.0, 82.5)"
15-12-2022 14:24:43.531663,"(101.0, 340.0, 265.0)","(61.0, 95.0, 87.0)","(1.4, 1.61, 1.6040205011389523)","(10.0, 13.5, 13.088516746411484)","(101.0, 330.0, 300.0)","(5.0, 5.2, 5.213475177304964)","(9.0, 13.5, 13.15079365079365)","(61.0, 85.0, 82.5)"
15-12-2022 14:24:44.796731,"(101.0, 340.0, 265.0)","(61.0, 95.0, 85.58823529411765)","(1.4, 1.61, 1.5840495867768596)","(10.0, 13.5, 13.189516129032258)","(101.0, 330.0, 324.54545454545456)","(5.0, 5.3, 5.215428571428571)","(9.0, 13.5, 13.270833333333334)","(61.0, 85.0, 82.5)"
15-12-2022 14:24:46.130638,"(101.0, 340.0, 318.57142857142856)","(51.0, 95.0, 81.66666666666667)","(1.4, 1.59, 1.5792760180995475)","(10.0, 13.5, 13.201612903225806)","(101.0, 330.0, 324.54545454545456)","(5.0, 5.3, 5.280911062906725)","(9.0, 13.5, 13.373563218390805)","(61.0, 85.0, 83.27586206896552)"
15-12-2022 14:24:47.390909,"(101.0, 340.0, 325.0)","(51.0, 95.0, 81.66666666666667)","(1.4, 1.58, 1.5886930091185412)","(10.0, 13.5, 13.224137931034482)","(101.0, 330.0, 293.52941176470586)","(5.0, 5.3, 5.353318077803204)","(9.0, 14.0, 13.356382978723405)","(61.0, 90.0, 78.47826086956522)"
15-12-2022 14:24:48.587783,"(101.0, 250.0, 223.75)","(51.0, 95.0, 78.63636363636364)","(1.4, 1.6, 1.5941156069364162)","(10.0, 13.5, 13.242537313432836)","(101.0, 310.0, 290.0)","(5.0, 5.4, 5.355072463768116)","(9.0, 14.0, 13.258241758241759)","(61.0, 80.0, 78.47826086956522)"
15-12-2022 14:24:49.788085,"(101.0, 250.0, 208.0)","(51.0, 95.0, 76.05263157894737)","(1.4, 1.6, 1.5941540256709452)","(10.0, 13.5, 13.61111111111111)","(101.0, 310.0, 290.0)","(5.0, 5.4, 5.069629629629629)","(9.0, 13.5, 13.321782178217822)","(61.0, 80.0, 79.04761904761905)"
15-12-2022 14:24:50.922113,"(101.0, 240.0, 210.0)","(51.0, 95.0, 76.0)","(1.4, 1.61, 1.6029337094499296)","(10.0, 14.0, 13.61111111111111)","(101.0, 310.0, 290.0)","(5.0, 5.1, 5.072123893805309)","(9.0, 13.5, 13.355)","(61.0, 80.0, 79.04761904761905)"
15-12-2022 14:24:52.030946,"(101.0, 260.0, 220.0)","(51.0, 95.0, 80.92592592592592)","(1.4, 1.61, 1.6029172510518934)","(10.0, 14.0, 13.607142857142858)","(101.0, 310.0, 290.0)","(5.0, 5.1, 5.066346153846154)","(9.0, 13.5, 13.355)","(61.0, 80.0, 79.04761904761905)"
15-12-2022 14:24:53.405687,"(101.0, 260.0, 180.0)","(51.0, 95.0, 75.71428571428571)","(1.4, 1.61, 1.6032427843803057)","(10.0, 14.0, 13.650684931506849)","(101.0, 310.0, 245.0)","(5.0, 5.1, 5.122072072072072)","(9.0, 13.5, 13.25)","(61.0, 80.0, 76.0)"
15-12-2022 14:24:54.430811,"(101.0, 180.0, 175.0)","(51.0, 85.0, 75.71428571428571)","(1.4, 1.61, 1.6032427843803057)","(10.0, 14.0, 13.650684931506849)","(101.0, 260.0, 245.0)","(5.0, 5.2, 5.122072072072072)","(10.0, 13.5, 13.366666666666667)","(61.0, 80.0, 77.14285714285714)"
15-12-2022 14:24:55.606133,"(101.0, 180.0, 172.5)","(51.0, 80.0, 79.6)","(1.4, 1.6, 1.5943223140495868)","(10.0, 14.0, 13.731182795698924)","(101.0, 260.0, 245.0)","(4.8, 5.2, 5.143115942028985)","(10.0, 13.5, 13.489473684210527)","(61.0, 80.0, 77.77777777777777)"
15-12-2022 14:24:56.816283,"(101.0, 180.0, 175.0)","(51.0, 85.0, 75.25)","(1.4, 1.6, 1.5902564102564103)","(10.0, 14.0, 13.142857142857142)","(101.0, 260.0, 248.0)","(4.8, 5.2, 5.186842105263158)","(10.0, 13.5, 13.347222222222221)","(61.0, 80.0, 78.6842105263158)"
15-12-2022 14:24:58.060542,"(101.0, 180.0, 175.0)","(51.0, 85.0, 75.25)","(1.4, 1.61, 1.6025557461406519)","(10.0, 13.5, 13.105263157894736)","(101.0, 260.0, 248.0)","(4.8, 5.2, 5.192116182572614)","(10.0, 13.5, 13.308290155440414)","(61.0, 80.0, 84.44444444444444)"
15-12-2022 14:24:59.280450,"(101.0, 180.0, 175.0)","(51.0, 85.0, 75.25)","(1.4, 1.61, 1.6022401433691758)","(10.0, 13.5, 13.17741935483871)","(101.0, 260.0, 248.0)","(4.8, 5.2, 5.294054054054054)","(10.0, 13.5, 13.347222222222221)","(61.0, 90.0, 84.375)"
15-12-2022 14:25:00.477931,"(101.0, 240.0, 205.0)","(51.0, 85.0, 75.25641025641026)","(1.4, 1.61, 1.6036835443037976)","(10.0, 13.5, 13.29496402877698)","(101.0, 260.0, 256.6666666666667)","(4.8, 5.3, 5.092172211350293)","(10.0, 13.5, 13.378378378378379)","(61.0, 85.0, 90.71428571428571)"
15-12-2022 14:25:01.848671,"(101.0, 250.0, 196.66666666666666)","(51.0, 80.0, 78.18181818181819)","(1.4, 1.6, 1.5905181747873165)","(10.0, 14.0, 13.318181818181818)","(101.0, 310.0, 287.77777777777777)","(4.8, 5.1, 5.188235294117647)","(10.0, 13.5, 13.31547619047619)","(61.0, 95.0, 86.875)"
15-12-2022 14:25:03.098356,"(101.0, 260.0, 240.0)","(51.0, 80.0, 77.5)","(1.4, 1.6, 1.5905181747873165)","(10.0, 13.5, 13.318181818181818)","(101.0, 310.0, 298.8235294117647)","(4.8, 5.2, 5.1735751295336785)","(10.0, 13.5, 13.259803921568627)","(61.0, 90.0, 85.5)"
15-12-2022 14:25:04.424618,"(101.0, 260.0, 240.0)","(51.0, 80.0, 77.77777777777777)","(1.45, 1.6, 1.5910939794419972)","(10.0, 14.0, 13.53956834532374)","(101.0, 320.0, 275.55555555555554)","(4.8, 5.2, 5.178661087866109)","(10.0, 13.5, 13.297520661157025)","(61.0, 90.0, 85.5)"
15-12-2022 14:25:05.688201,"(101.0, 260.0, 240.0)","(51.0, 80.0, 78.33333333333333)","(1.45, 1.6, 1.5910939794419972)","(10.0, 14.0, 13.53956834532374)","(101.0, 320.0, 280.0)","(4.8, 5.2, 5.152830188679245)","(10.0, 13.5, 13.395604395604396)","(61.0, 90.0, 85.5)"
15-12-2022 14:25:06.935581,"(101.0, 260.0, 240.0)","(51.0, 80.0, 78.45454545454545)","(1.45, 1.6, 1.5926392961876834)","(10.0, 14.0, 13.32)","(101.0, 320.0, 280.0)","(4.8, 5.2, 5.188913043478261)","(10.0, 13.5, 13.66564417177914)","(61.0, 90.0, 86.66666666666667)"
15-12-2022 14:25:08.200943,"(101.0, 260.0, 241.53846153846155)","(51.0, 85.0, 78.84615384615384)","(1.45, 1.6, 1.5928285714285715)","(10.0, 13.5, 13.428571428571429)","(101.0, 320.0, 290.0)","(4.6, 5.2, 5.1988713318284425)","(10.0, 14.0, 13.722222222222221)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:09.376952,"(101.0, 260.0, 242.85714285714286)","(51.0, 85.0, 78.84615384615384)","(1.45, 1.6, 1.5928285714285715)","(10.0, 13.5, 13.428571428571429)","(101.0, 320.0, 290.0)","(4.6, 5.2, 5.1988713318284425)","(10.0, 14.0, 13.722222222222221)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:10.704077,"(101.0, 250.0, 241.76470588235293)","(51.0, 85.0, 82.0)","(1.45, 1.59, 1.5871507352941177)","(10.0, 13.5, 13.4375)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.3, 5.207291666666666)","(10.0, 14.0, 13.722222222222221)","(61.0, 90.0, 88.96551724137932)"
15-12-2022 14:25:12.118622,"(101.0, 250.0, 241.76470588235293)","(51.0, 85.0, 81.5909090909091)","(1.45, 1.6, 1.5967432950191571)","(10.0, 13.5, 13.38135593220339)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.3, 5.226618705035971)","(10.0, 14.0, 13.715909090909092)","(61.0, 90.0, 88.96551724137932)"
15-12-2022 14:25:13.608389,"(101.0, 250.0, 241.76470588235293)","(51.0, 85.0, 81.5909090909091)","(1.45, 1.6, 1.5959879638916752)","(10.0, 14.0, 13.392156862745098)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.2, 5.1997920997921)","(10.0, 14.0, 13.702631578947368)","(61.0, 90.0, 88.96551724137932)"
15-12-2022 14:25:14.923835,"(101.0, 250.0, 241.76470588235293)","(51.0, 85.0, 81.5909090909091)","(1.45, 1.6, 1.5960298507462687)","(10.0, 14.0, 13.38888888888889)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.2, 5.1997920997921)","(10.0, 14.0, 13.702631578947368)","(61.0, 90.0, 88.96551724137932)"
15-12-2022 14:25:16.048859,"(101.0, 250.0, 241.76470588235293)","(51.0, 85.0, 81.5909090909091)","(1.45, 1.6, 1.5960298507462687)","(10.0, 13.5, 13.341463414634147)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.2, 5.2696879643387815)","(10.0, 14.0, 13.66764705882353)","(61.0, 90.0, 88.96551724137932)"
15-12-2022 14:25:17.159142,"(101.0, 250.0, 210.0)","(61.0, 85.0, 81.5909090909091)","(1.45, 1.6, 1.5921764705882353)","(10.0, 13.5, 13.321917808219178)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.3, 5.279346680716544)","(10.0, 14.0, 13.66764705882353)","(61.0, 90.0, 89.0909090909091)"
15-12-2022 14:25:18.312483,"(101.0, 250.0, 210.0)","(61.0, 85.0, 81.4)","(1.45, 1.6, 1.5921764705882353)","(10.0, 13.5, 13.290123456790123)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.3, 5.211711711711712)","(10.0, 14.0, 13.702631578947368)","(61.0, 90.0, 89.6774193548387)"
15-12-2022 14:25:19.516280,"(101.0, 250.0, 210.0)","(61.0, 85.0, 81.4)","(1.45, 1.6, 1.590797342192691)","(10.0, 13.5, 13.273333333333333)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.3, 5.274936061381074)","(10.0, 14.0, 13.702631578947368)","(61.0, 90.0, 89.6774193548387)"
15-12-2022 14:25:20.678409,"(101.0, 250.0, 210.0)","(61.0, 85.0, 81.4)","(1.45, 1.6, 1.590797342192691)","(10.0, 13.5, 13.273333333333333)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.3, 5.325)","(10.0, 14.0, 13.702631578947368)","(61.0, 90.0, 89.16666666666667)"
15-12-2022 14:25:21.860271,"(101.0, 250.0, 210.0)","(61.0, 85.0, 81.4)","(1.45, 1.59, 1.5874161735700199)","(10.0, 13.5, 13.273333333333333)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.4, 5.322018348623853)","(10.0, 14.0, 13.702631578947368)","(61.0, 90.0, 89.16666666666667)"
15-12-2022 14:25:23.038889,"(101.0, 250.0, 210.0)","(61.0, 85.0, 81.4)","(1.45, 1.59, 1.5778753993610224)","(10.0, 13.5, 13.273333333333333)","(101.0, 310.0, 283.3333333333333)","(4.6, 5.4, 5.391044776119403)","(10.0, 14.0, 13.702631578947368)","(61.0, 90.0, 87.10526315789474)"
15-12-2022 14:25:24.306167,"(101.0, 250.0, 210.0)","(61.0, 85.0, 81.4)","(1.45, 1.58, 1.582)","(10.0, 13.5, 13.473214285714286)","(101.0, 310.0, 302.72727272727275)","(4.6, 5.4, 5.265760869565217)","(10.0, 14.0, 13.734756097560975)","(61.0, 90.0, 86.53846153846153)"
15-12-2022 14:25:25.510360,"(101.0, 250.0, 220.0)","(61.0, 85.0, 82.27272727272727)","(1.45, 1.59, 1.5816528925619835)","(10.0, 13.5, 13.473214285714286)","(101.0, 310.0, 299.2307692307692)","(4.6, 5.3, 5.182563338301043)","(10.0, 14.0, 13.734756097560975)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:26.740083,"(101.0, 260.0, 207.5)","(61.0, 85.0, 82.27272727272727)","(1.45, 1.59, 1.595086206896552)","(10.0, 13.5, 13.477941176470589)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.2, 5.187446351931331)","(10.0, 14.0, 13.760135135135135)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:27.908439,"(101.0, 260.0, 246.66666666666669)","(61.0, 85.0, 82.27272727272727)","(1.45, 1.6, 1.5866141732283465)","(10.0, 13.5, 13.477941176470589)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.2, 5.236027515047291)","(10.0, 14.0, 13.760135135135135)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:29.084431,"(101.0, 270.0, 259.4117647058823)","(61.0, 85.0, 82.27272727272727)","(1.45, 1.6, 1.5866141732283465)","(10.0, 13.5, 13.477941176470589)","(101.0, 320.0, 299.2307692307692)","(4.8, 5.3, 5.222371364653244)","(10.0, 14.0, 13.760135135135135)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:30.258436,"(101.0, 270.0, 259.4117647058823)","(61.0, 85.0, 82.27272727272727)","(1.45, 1.6, 1.5927966101694917)","(10.0, 13.5, 13.477941176470589)","(101.0, 320.0, 299.2307692307692)","(4.8, 5.3, 5.222371364653244)","(10.0, 14.0, 13.795833333333333)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:31.443272,"(101.0, 270.0, 259.4117647058823)","(61.0, 85.0, 82.27272727272727)","(1.45, 1.6, 1.5927966101694917)","(10.0, 13.5, 13.477941176470589)","(101.0, 320.0, 299.2307692307692)","(4.8, 5.3, 5.236772983114447)","(10.0, 14.0, 13.795833333333333)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:32.565686,"(101.0, 270.0, 259.4117647058823)","(61.0, 85.0, 82.0)","(1.45, 1.59, 1.5898047722342734)","(10.0, 13.5, 13.39102564102564)","(101.0, 320.0, 299.2307692307692)","(4.8, 5.3, 5.236772983114447)","(10.0, 14.0, 13.795833333333333)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:33.606947,"(101.0, 270.0, 259.4117647058823)","(61.0, 85.0, 82.0)","(1.45, 1.6, 1.5920317460317461)","(10.0, 13.5, 13.371212121212121)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.3, 5.237051039697542)","(10.0, 14.0, 13.795833333333333)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:34.660048,"(101.0, 270.0, 259.4117647058823)","(61.0, 85.0, 82.0)","(1.45, 1.6, 1.5920317460317461)","(10.0, 13.5, 13.371212121212121)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.3, 5.236772983114447)","(10.0, 14.0, 13.789256198347108)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:35.748982,"(101.0, 270.0, 259.4117647058823)","(61.0, 85.0, 82.0)","(1.45, 1.59, 1.586233552631579)","(10.0, 13.5, 13.360294117647058)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.3, 5.2584975369458125)","(10.0, 14.0, 13.815315315315315)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:36.835397,"(101.0, 270.0, 259.4117647058823)","(61.0, 80.0, 78.53658536585365)","(1.45, 1.59, 1.5866811594202899)","(10.0, 13.5, 13.365671641791044)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.3, 5.2615384615384615)","(10.0, 14.0, 13.815315315315315)","(61.0, 95.0, 87.05128205128204)"
15-12-2022 14:25:37.884892,"(101.0, 270.0, 259.4117647058823)","(61.0, 80.0, 72.8440366972477)","(1.45, 1.6, 1.59296918767507)","(10.0, 13.5, 13.353333333333333)","(101.0, 320.0, 305.0)","(4.6, 5.3, 5.211278195488722)","(10.0, 14.0, 13.76923076923077)","(61.0, 95.0, 87.85714285714286)"
15-12-2022 14:25:38.911560,"(101.0, 260.0, 246.66666666666669)","(61.0, 75.0, 74.07894736842105)","(1.45, 1.6, 1.5933228840125393)","(10.0, 13.5, 13.353333333333333)","(101.0, 310.0, 296.6666666666667)","(4.6, 5.3, 5.211278195488722)","(10.0, 14.0, 13.78)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:39.943961,"(101.0, 260.0, 246.66666666666669)","(61.0, 75.0, 74.07894736842105)","(1.45, 1.6, 1.5932807570977918)","(10.0, 13.5, 13.524752475247524)","(101.0, 310.0, 296.6666666666667)","(4.6, 5.3, 5.226470588235294)","(10.0, 14.0, 13.710526315789474)","(61.0, 90.0, 88.33333333333333)"
15-12-2022 14:25:41.209271,"(101.0, 260.0, 246.66666666666669)","(51.0, 75.0, 73.97435897435898)","(1.45, 1.59, 1.5838412698412698)","(10.0, 14.0, 13.472527472527473)","(101.0, 310.0, 296.6666666666667)","(4.6, 5.3, 5.230555555555556)","(10.0, 14.0, 13.710526315789474)","(61.0, 90.0, 88.33333333333333)"
15-12-2022 14:25:42.354238,"(101.0, 260.0, 246.66666666666669)","(51.0, 75.0, 73.97435897435898)","(1.45, 1.59, 1.5838412698412698)","(10.0, 14.0, 13.472527472527473)","(101.0, 310.0, 296.6666666666667)","(4.6, 5.3, 5.166935483870968)","(10.0, 14.0, 13.472826086956522)","(61.0, 90.0, 87.85714285714286)"
15-12-2022 14:25:43.471668,"(101.0, 260.0, 246.66666666666669)","(51.0, 75.0, 73.97435897435898)","(1.45, 1.61, 1.5948369565217393)","(10.0, 14.0, 13.658536585365853)","(101.0, 310.0, 296.6666666666667)","(4.6, 5.2, 5.085835694050991)","(10.0, 13.5, 13.725581395348836)","(61.0, 90.0, 86.25)"
15-12-2022 14:25:44.608969,"(101.0, 260.0, 246.66666666666669)","(51.0, 75.0, 73.1)","(1.45, 1.61, 1.6023008849557523)","(10.0, 14.0, 13.981481481481481)","(101.0, 310.0, 296.6666666666667)","(4.6, 5.1, 5.086363636363636)","(10.0, 14.0, 13.725581395348836)","(61.0, 90.0, 87.85714285714286)"
15-12-2022 14:25:45.782173,"(101.0, 260.0, 246.66666666666669)","(51.0, 75.0, 73.1)","(1.45, 1.61, 1.6099643281807374)","(10.0, 14.0, 13.77027027027027)","(101.0, 310.0, 296.6666666666667)","(4.6, 5.1, 5.086363636363636)","(10.0, 14.0, 13.725581395348836)","(61.0, 90.0, 88.125)"
15-12-2022 14:25:47.035421,"(101.0, 260.0, 246.66666666666669)","(51.0, 75.0, 73.1)","(1.45, 1.61, 1.6099630086313195)","(10.0, 14.5, 13.857142857142858)","(101.0, 310.0, 296.6666666666667)","(4.6, 5.1, 5.085583524027459)","(10.0, 14.0, 13.725581395348836)","(61.0, 90.0, 87.22222222222223)"
15-12-2022 14:25:48.330015,"(101.0, 260.0, 246.66666666666669)","(51.0, 75.0, 73.1)","(1.45, 1.61, 1.6087445887445888)","(10.0, 14.0, 13.826086956521738)","(101.0, 310.0, 296.6666666666667)","(4.6, 5.1, 5.085583524027459)","(10.0, 14.0, 13.746411483253588)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:49.427745,"(101.0, 260.0, 246.66666666666669)","(51.0, 75.0, 73.1)","(1.45, 1.61, 1.6087445887445888)","(10.0, 14.0, 13.826086956521738)","(101.0, 310.0, 296.6666666666667)","(4.6, 5.1, 5.086104218362283)","(10.0, 14.0, 13.746411483253588)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:50.498940,"(101.0, 260.0, 246.66666666666669)","(51.0, 75.0, 73.1)","(1.45, 1.61, 1.60852417302799)","(10.0, 14.0, 13.826086956521738)","(101.0, 310.0, 299.2307692307692)","(4.6, 5.1, 5.086104218362283)","(10.0, 14.0, 13.746411483253588)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:51.585041,"(101.0, 260.0, 247.69230769230768)","(51.0, 75.0, 73.29787234042553)","(1.45, 1.61, 1.6085787451984637)","(10.0, 14.0, 13.826086956521738)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.1, 5.078987341772152)","(10.0, 14.0, 13.746411483253588)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:52.632218,"(101.0, 260.0, 247.69230769230768)","(51.0, 75.0, 73.29787234042553)","(1.45, 1.61, 1.608545918367347)","(10.0, 14.0, 13.826086956521738)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.1, 5.078987341772152)","(10.0, 14.0, 13.746411483253588)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:53.680298,"(101.0, 260.0, 247.69230769230768)","(51.0, 75.0, 73.29787234042553)","(1.45, 1.61, 1.6083690987124464)","(10.0, 14.0, 13.857142857142858)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.1, 5.078987341772152)","(10.0, 13.5, 13.441520467836257)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:54.635092,"(101.0, 260.0, 247.69230769230768)","(51.0, 75.0, 74.0)","(1.45, 1.61, 1.6083549783549784)","(10.0, 14.0, 13.857142857142858)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.1, 5.083918128654971)","(10.0, 13.5, 13.393229166666666)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:55.698247,"(101.0, 260.0, 247.69230769230768)","(51.0, 75.0, 74.0)","(1.45, 1.61, 1.6083549783549784)","(10.0, 14.0, 13.857142857142858)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.1, 5.066917293233082)","(10.0, 13.5, 13.782383419689118)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:56.713270,"(101.0, 260.0, 247.69230769230768)","(51.0, 75.0, 74.0)","(1.45, 1.61, 1.6099484536082476)","(10.0, 14.0, 13.581395348837209)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.1, 5.064516129032258)","(10.0, 14.0, 13.782383419689118)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:57.808227,"(101.0, 260.0, 247.69230769230768)","(51.0, 75.0, 74.0)","(1.45, 1.61, 1.6099484536082476)","(10.0, 13.5, 13.450617283950617)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.1, 5.060830860534124)","(10.0, 14.0, 13.806451612903226)","(61.0, 90.0, 87.0)"
15-12-2022 14:25:58.897085,"(101.0, 260.0, 247.69230769230768)","(51.0, 75.0, 74.0)","(1.45, 1.61, 1.6099555555555556)","(10.0, 13.5, 13.314049586776859)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.1, 5.075925925925926)","(10.0, 14.0, 13.885135135135135)","(61.0, 90.0, 88.33333333333333)"
15-12-2022 14:25:59.927078,"(101.0, 260.0, 247.69230769230768)","(51.0, 75.0, 70.45454545454545)","(1.45, 1.62, 1.6116538131962297)","(10.0, 13.5, 13.34709480122324)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.1, 5.065328467153284)","(10.0, 14.0, 13.885135135135135)","(61.0, 90.0, 88.33333333333333)"
15-12-2022 14:26:01.025523,"(101.0, 260.0, 246.66666666666669)","(51.0, 75.0, 70.54054054054055)","(1.45, 1.62, 1.6093478260869567)","(10.0, 13.5, 12.764)","(101.0, 320.0, 299.2307692307692)","(4.6, 5.1, 5.076666666666666)","(10.0, 14.0, 14.044776119402986)","(61.0, 90.0, 88.5)"
