,Humbling,Opawa Anita,Goldstar Toby,Diamond Warrior,Grande Vue Ace,Zipping Ontario,Adobe Kid,Mrs Chinn
08-12-2022 15:55:30.003375,"(3.6, 5.8, 4.75)","(6.0, 9.8, 7.773333333333333)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 8.238095238095237)","(8.5, 17.0, 15.533333333333333)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.6)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:31.445201,"(3.6, 5.8, 5.1)","(6.0, 9.8, 7.4)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.885714285714285)","(8.5, 17.0, 15.533333333333333)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.6)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:32.951338,"(3.6, 5.8, 5.1)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.152631578947368)","(8.5, 17.0, 14.75)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.6)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:34.380910,"(3.6, 5.8, 4.808333333333334)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.285714285714286)","(8.5, 17.0, 14.75)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.6)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:35.791031,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.285714285714286)","(8.5, 17.0, 14.75)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.6)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:37.631734,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.935294117647059)","(8.5, 17.0, 14.75)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.6)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:39.336892,"(3.6, 5.8, 5.1)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.404545454545454)","(8.5, 17.0, 13.933333333333334)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:40.824108,"(3.6, 5.8, 5.1)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.404545454545454)","(8.5, 17.0, 14.25)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:42.212595,"(3.6, 5.8, 5.1)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.66)","(8.5, 15.5, 14.25)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:43.516392,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.66)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:44.867294,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.66)","(8.5, 15.5, 13.525)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:46.209761,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.66)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:47.455642,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.66)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:48.683804,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:49.939412,"(3.6, 5.8, 5.1)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:51.201586,"(3.6, 5.8, 5.359259259259259)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:52.575674,"(3.6, 5.8, 5.1)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:53.860254,"(3.6, 5.8, 5.1)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:55.158879,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:56.351761,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:57.548060,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.859999999999999)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:55:58.804108,"(3.6, 5.8, 5.1)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.859999999999999)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.7)"
08-12-2022 15:56:00.292339,"(3.6, 5.8, 5.1)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.859999999999999)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 10.063636363636363)"
08-12-2022 15:56:01.686023,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.859999999999999)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 12.0, 9.3)"
08-12-2022 15:56:03.038631,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.859999999999999)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:04.462602,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.859999999999999)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:05.797628,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.414285714285715)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:07.080783,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.0)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 7.414285714285715)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:08.380924,"(3.6, 5.8, 4.75)","(6.0, 9.8, 8.1)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.685714285714286)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:09.615079,"(3.6, 5.8, 4.75)","(6.0, 10.0, 8.1)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.685714285714286)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:10.907772,"(3.6, 5.8, 4.75)","(6.0, 10.0, 8.1)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.685714285714286)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:12.222359,"(3.6, 5.8, 4.75)","(6.0, 10.0, 8.1)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.685714285714286)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:13.510021,"(3.6, 5.8, 4.75)","(6.0, 10.0, 8.1)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.685714285714286)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.657142857142857)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:14.786680,"(3.6, 5.8, 4.75)","(6.0, 10.0, 8.1)","(9.0, 17.0, 15.088888888888889)","(5.5, 9.0, 6.685714285714286)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 17.0, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:16.220630,"(3.6, 5.8, 4.75)","(6.0, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.5, 9.0, 6.685714285714286)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:18.084629,"(3.6, 5.8, 5.1)","(6.0, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.5, 9.0, 6.685714285714286)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:19.321450,"(3.6, 5.8, 5.1)","(6.0, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.5, 9.0, 6.685714285714286)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:20.559462,"(3.6, 5.8, 4.75)","(6.0, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 13.744444444444444)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:21.712994,"(3.6, 5.8, 4.75)","(6.0, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.747619047619047)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:22.936185,"(3.6, 5.8, 4.75)","(6.0, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.747619047619047)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:24.144891,"(3.6, 5.8, 4.75)","(6.0, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.747619047619047)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:25.330495,"(3.6, 5.8, 5.1)","(6.0, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:26.761246,"(3.6, 5.8, 5.1)","(6.0, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.216666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:28.031721,"(3.6, 5.8, 5.1)","(6.0, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.5, 9.0, 7.404545454545454)","(8.5, 15.5, 14.446666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:29.513546,"(3.6, 5.8, 4.75)","(6.5, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.0, 9.0, 7.404545454545454)","(8.5, 15.5, 14.446666666666667)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:30.826613,"(3.6, 5.8, 4.75)","(6.5, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.988235294117647)","(8.5, 15.5, 13.625)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:32.071617,"(3.6, 5.8, 4.75)","(6.5, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.988235294117647)","(8.5, 15.5, 13.625)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:33.472617,"(3.6, 5.8, 4.75)","(6.5, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.988235294117647)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:34.701399,"(3.6, 5.8, 5.1)","(6.5, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.988235294117647)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:35.915487,"(3.6, 5.8, 5.1)","(6.5, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.988235294117647)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:37.077970,"(3.6, 5.8, 5.1)","(6.5, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.988235294117647)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:38.227549,"(3.6, 5.8, 5.1)","(6.5, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:39.361887,"(3.6, 5.8, 4.05)","(6.5, 10.5, 8.657142857142857)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:40.525957,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:41.710921,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:42.937293,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:44.195672,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:45.401376,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:46.922462,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:48.298219,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 15.5, 13.414285714285715)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:49.571462,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 15.5, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:51.030174,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:52.393168,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:53.700230,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:54.995510,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.96923076923077)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:56.319915,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.96923076923077)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:57.590025,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.96923076923077)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:58.685963,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:56:59.810327,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:01.090924,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:02.379488,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:03.551656,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:04.814664,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.7)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 9.664285714285715)","(9.0, 16.5, 14.3)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:06.102004,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.5, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 10.5, 10.057142857142857)","(9.0, 16.5, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:07.406501,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.0, 10.45)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:08.652047,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.5, 9.594444444444445)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:09.854659,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.5, 9.594444444444445)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:11.076470,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.5, 9.594444444444445)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:12.269050,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.5, 9.594444444444445)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:13.469950,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.5, 9.594444444444445)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:14.751894,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.5, 9.594444444444445)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:15.985936,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.5, 9.594444444444445)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:17.235142,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.5, 9.594444444444445)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:18.465391,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 6.3)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.5, 9.594444444444445)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
08-12-2022 15:57:19.673276,"(3.6, 5.8, 4.05)","(6.5, 10.5, 9.923076923076923)","(9.0, 16.0, 14.311111111111112)","(5.0, 9.0, 7.1)","(8.5, 16.0, 13.77142857142857)","(6.5, 11.5, 9.594444444444445)","(9.0, 16.0, 13.942857142857143)","(5.0, 11.5, 9.3)"
