,Homebush Leah,Homebush Bun,Homebush Classy,Brendon Baxter,Smash Jagger,Wandering Star,Lucky Luciano
566,"[datetime.datetime(2022, 11, 28, 10, 21, 43, 483964), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 43, 483964), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 43, 483964), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 43, 483964), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 43, 483964), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 43, 483964), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 43, 483964), 21.0, 240.0]"
567,"[datetime.datetime(2022, 11, 28, 10, 21, 44, 619116), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 44, 619116), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 44, 619116), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 44, 619116), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 44, 619116), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 44, 619116), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 44, 619116), 21.0, 240.0]"
568,"[datetime.datetime(2022, 11, 28, 10, 21, 45, 730914), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 45, 730914), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 45, 730914), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 45, 730914), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 45, 730914), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 45, 730914), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 45, 730914), 21.0, 240.0]"
569,"[datetime.datetime(2022, 11, 28, 10, 21, 46, 858078), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 46, 858078), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 46, 858078), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 46, 858078), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 46, 858078), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 46, 858078), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 46, 858078), 21.0, 240.0]"
570,"[datetime.datetime(2022, 11, 28, 10, 21, 47, 962968), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 47, 962968), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 47, 962968), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 47, 962968), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 47, 962968), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 47, 962968), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 47, 962968), 21.0, 240.0]"
571,"[datetime.datetime(2022, 11, 28, 10, 21, 49, 91483), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 49, 91483), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 49, 91483), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 49, 91483), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 49, 91483), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 49, 91483), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 49, 91483), 21.0, 240.0]"
572,"[datetime.datetime(2022, 11, 28, 10, 21, 50, 205528), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 50, 205528), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 50, 205528), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 50, 205528), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 50, 205528), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 50, 205528), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 50, 205528), 21.0, 240.0]"
573,"[datetime.datetime(2022, 11, 28, 10, 21, 51, 322303), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 51, 322303), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 51, 322303), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 51, 322303), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 51, 322303), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 51, 322303), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 51, 322303), 21.0, 240.0]"
574,"[datetime.datetime(2022, 11, 28, 10, 21, 52, 428792), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 52, 428792), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 52, 428792), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 52, 428792), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 52, 428792), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 52, 428792), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 52, 428792), 21.0, 240.0]"
575,"[datetime.datetime(2022, 11, 28, 10, 21, 53, 532212), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 53, 532212), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 53, 532212), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 53, 532212), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 53, 532212), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 53, 532212), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 53, 532212), 21.0, 240.0]"
576,"[datetime.datetime(2022, 11, 28, 10, 21, 54, 652651), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 54, 652651), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 54, 652651), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 54, 652651), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 54, 652651), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 54, 652651), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 54, 652651), 21.0, 240.0]"
577,"[datetime.datetime(2022, 11, 28, 10, 21, 55, 778231), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 55, 778231), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 55, 778231), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 55, 778231), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 55, 778231), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 55, 778231), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 55, 778231), 21.0, 240.0]"
578,"[datetime.datetime(2022, 11, 28, 10, 21, 56, 894825), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 56, 894825), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 56, 894825), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 56, 894825), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 56, 894825), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 56, 894825), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 56, 894825), 21.0, 240.0]"
579,"[datetime.datetime(2022, 11, 28, 10, 21, 57, 996190), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 57, 996190), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 57, 996190), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 57, 996190), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 57, 996190), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 57, 996190), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 57, 996190), 21.0, 240.0]"
580,"[datetime.datetime(2022, 11, 28, 10, 21, 59, 111101), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 59, 111101), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 21, 59, 111101), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 21, 59, 111101), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 21, 59, 111101), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 21, 59, 111101), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 21, 59, 111101), 21.0, 240.0]"
581,"[datetime.datetime(2022, 11, 28, 10, 22, 0, 235672), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 0, 235672), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 0, 235672), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 0, 235672), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 0, 235672), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 0, 235672), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 0, 235672), 21.0, 240.0]"
582,"[datetime.datetime(2022, 11, 28, 10, 22, 1, 350820), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 1, 350820), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 1, 350820), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 1, 350820), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 1, 350820), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 1, 350820), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 1, 350820), 21.0, 240.0]"
583,"[datetime.datetime(2022, 11, 28, 10, 22, 2, 463617), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 2, 463617), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 2, 463617), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 2, 463617), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 2, 463617), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 2, 463617), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 2, 463617), 21.0, 240.0]"
584,"[datetime.datetime(2022, 11, 28, 10, 22, 3, 577512), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 3, 577512), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 3, 577512), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 3, 577512), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 3, 577512), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 3, 577512), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 3, 577512), 21.0, 240.0]"
585,"[datetime.datetime(2022, 11, 28, 10, 22, 4, 687100), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 4, 687100), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 4, 687100), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 4, 687100), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 4, 687100), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 4, 687100), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 4, 687100), 21.0, 240.0]"
586,"[datetime.datetime(2022, 11, 28, 10, 22, 5, 802920), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 5, 802920), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 5, 802920), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 5, 802920), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 5, 802920), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 5, 802920), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 5, 802920), 21.0, 240.0]"
587,"[datetime.datetime(2022, 11, 28, 10, 22, 6, 912388), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 6, 912388), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 6, 912388), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 6, 912388), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 6, 912388), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 6, 912388), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 6, 912388), 21.0, 240.0]"
588,"[datetime.datetime(2022, 11, 28, 10, 22, 8, 32618), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 8, 32618), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 8, 32618), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 8, 32618), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 8, 32618), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 8, 32618), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 8, 32618), 21.0, 240.0]"
589,"[datetime.datetime(2022, 11, 28, 10, 22, 9, 135973), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 9, 135973), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 9, 135973), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 9, 135973), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 9, 135973), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 9, 135973), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 9, 135973), 21.0, 240.0]"
590,"[datetime.datetime(2022, 11, 28, 10, 22, 10, 261379), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 10, 261379), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 10, 261379), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 10, 261379), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 10, 261379), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 10, 261379), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 10, 261379), 21.0, 240.0]"
591,"[datetime.datetime(2022, 11, 28, 10, 22, 11, 403797), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 11, 403797), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 11, 403797), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 11, 403797), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 11, 403797), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 11, 403797), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 11, 403797), 21.0, 240.0]"
592,"[datetime.datetime(2022, 11, 28, 10, 22, 12, 529436), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 12, 529436), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 12, 529436), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 12, 529436), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 12, 529436), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 12, 529436), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 12, 529436), 21.0, 240.0]"
593,"[datetime.datetime(2022, 11, 28, 10, 22, 13, 631830), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 13, 631830), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 13, 631830), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 13, 631830), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 13, 631830), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 13, 631830), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 13, 631830), 21.0, 240.0]"
594,"[datetime.datetime(2022, 11, 28, 10, 22, 14, 761874), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 14, 761874), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 14, 761874), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 14, 761874), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 14, 761874), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 14, 761874), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 14, 761874), 21.0, 240.0]"
595,"[datetime.datetime(2022, 11, 28, 10, 22, 15, 866489), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 15, 866489), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 15, 866489), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 15, 866489), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 15, 866489), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 15, 866489), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 15, 866489), 21.0, 240.0]"
596,"[datetime.datetime(2022, 11, 28, 10, 22, 16, 994490), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 16, 994490), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 16, 994490), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 16, 994490), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 16, 994490), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 16, 994490), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 16, 994490), 21.0, 240.0]"
597,"[datetime.datetime(2022, 11, 28, 10, 22, 18, 97856), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 18, 97856), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 18, 97856), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 18, 97856), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 18, 97856), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 18, 97856), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 18, 97856), 21.0, 240.0]"
598,"[datetime.datetime(2022, 11, 28, 10, 22, 19, 214646), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 19, 214646), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 19, 214646), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 19, 214646), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 19, 214646), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 19, 214646), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 19, 214646), 21.0, 240.0]"
599,"[datetime.datetime(2022, 11, 28, 10, 22, 20, 368607), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 20, 368607), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 20, 368607), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 20, 368607), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 20, 368607), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 20, 368607), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 20, 368607), 21.0, 240.0]"
600,"[datetime.datetime(2022, 11, 28, 10, 22, 21, 478167), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 21, 478167), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 21, 478167), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 21, 478167), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 21, 478167), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 21, 478167), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 21, 478167), 21.0, 240.0]"
601,"[datetime.datetime(2022, 11, 28, 10, 22, 22, 588727), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 22, 588727), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 22, 588727), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 22, 588727), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 22, 588727), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 22, 588727), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 22, 588727), 21.0, 240.0]"
602,"[datetime.datetime(2022, 11, 28, 10, 22, 23, 694071), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 23, 694071), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 23, 694071), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 23, 694071), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 23, 694071), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 23, 694071), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 23, 694071), 21.0, 240.0]"
603,"[datetime.datetime(2022, 11, 28, 10, 22, 24, 818450), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 24, 818450), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 24, 818450), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 24, 818450), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 24, 818450), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 24, 818450), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 24, 818450), 21.0, 240.0]"
604,"[datetime.datetime(2022, 11, 28, 10, 22, 25, 927758), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 25, 927758), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 25, 927758), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 25, 927758), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 25, 927758), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 25, 927758), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 25, 927758), 21.0, 240.0]"
605,"[datetime.datetime(2022, 11, 28, 10, 22, 27, 47868), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 27, 47868), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 27, 47868), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 27, 47868), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 27, 47868), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 27, 47868), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 27, 47868), 21.0, 240.0]"
606,"[datetime.datetime(2022, 11, 28, 10, 22, 28, 155781), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 28, 155781), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 28, 155781), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 28, 155781), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 28, 155781), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 28, 155781), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 28, 155781), 21.0, 240.0]"
607,"[datetime.datetime(2022, 11, 28, 10, 22, 29, 273685), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 29, 273685), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 29, 273685), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 29, 273685), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 29, 273685), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 29, 273685), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 29, 273685), 21.0, 240.0]"
608,"[datetime.datetime(2022, 11, 28, 10, 22, 30, 400934), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 30, 400934), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 30, 400934), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 30, 400934), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 30, 400934), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 30, 400934), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 30, 400934), 21.0, 240.0]"
609,"[datetime.datetime(2022, 11, 28, 10, 22, 31, 508651), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 31, 508651), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 31, 508651), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 31, 508651), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 31, 508651), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 31, 508651), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 31, 508651), 21.0, 240.0]"
610,"[datetime.datetime(2022, 11, 28, 10, 22, 32, 623818), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 32, 623818), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 32, 623818), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 32, 623818), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 32, 623818), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 32, 623818), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 32, 623818), 21.0, 240.0]"
611,"[datetime.datetime(2022, 11, 28, 10, 22, 33, 741504), 3.3, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 33, 741504), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 22, 33, 741504), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 10, 22, 33, 741504), 5.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 22, 33, 741504), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 10, 22, 33, 741504), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 22, 33, 741504), 21.0, 240.0]"
