,Hillbilly Pickin,Interventionist,Lonely Rock,Rapid Impact,Sir Smitty,Spitfire,Tekapo,Jamrock,Apache Jewel,Kaisa,Lady Goodfellow,Among Us
08-12-2022 13:51:58.487310,"(14.0, 30.0, 27.529411764705884)","(31.0, 180.0, 103.33333333333334)","(71.0, 190.0, 145.0)","(31.0, 46.0, 40.0)","(6.5, 7.6, 7.4)","(2.5, 2.82, 2.82)","(31.0, 42.0, 38.111111111111114)","(5.5, 7.0, 6.823880597014925)","(19.0, 100.0, 80.55555555555556)","(13.0, 21.0, 18.727272727272727)","(17.0, 28.0, 25.714285714285715)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:00.078396,"(14.0, 30.0, 27.529411764705884)","(31.0, 180.0, 103.33333333333334)","(71.0, 180.0, 145.0)","(31.0, 46.0, 40.0)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.82)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 75.5)","(13.0, 21.0, 18.727272727272727)","(17.0, 28.0, 25.714285714285715)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:01.694486,"(14.0, 30.0, 28.25)","(31.0, 180.0, 100.0)","(71.0, 180.0, 145.0)","(31.0, 46.0, 39.0)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.785)","(31.0, 42.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 75.5)","(13.0, 21.0, 18.727272727272727)","(17.0, 28.0, 25.714285714285715)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:03.271182,"(14.0, 30.0, 28.25)","(31.0, 180.0, 100.0)","(71.0, 180.0, 145.0)","(31.0, 44.0, 39.0)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.785)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 75.5)","(13.0, 21.0, 19.22222222222222)","(17.0, 28.0, 25.714285714285715)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:04.963147,"(14.0, 30.0, 28.25)","(31.0, 180.0, 90.0)","(71.0, 180.0, 150.0)","(31.0, 44.0, 38.0)","(6.5, 7.8, 7.4)","(2.5, 2.84, 2.8066666666666666)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 67.0)","(13.0, 25.0, 18.727272727272727)","(17.0, 28.0, 25.8)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:06.474138,"(14.0, 30.0, 28.25)","(31.0, 180.0, 90.0)","(71.0, 180.0, 150.0)","(31.0, 42.0, 38.0)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8066666666666666)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 67.0)","(13.0, 21.0, 18.727272727272727)","(17.0, 27.0, 25.8)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:07.953298,"(14.0, 30.0, 28.25)","(31.0, 180.0, 90.0)","(71.0, 180.0, 162.22222222222223)","(31.0, 42.0, 38.0)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8066666666666666)","(31.0, 40.0, 37.625)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 67.0)","(13.0, 21.0, 18.727272727272727)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:09.501097,"(14.0, 30.0, 28.25)","(31.0, 180.0, 90.0)","(71.0, 170.0, 153.33333333333334)","(31.0, 42.0, 38.0)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8066666666666666)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 67.0)","(13.0, 21.0, 18.727272727272727)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:10.951287,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 90.0)","(71.0, 160.0, 153.33333333333334)","(31.0, 42.0, 38.0)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8066666666666666)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 67.0)","(13.0, 21.0, 18.727272727272727)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:12.396012,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 90.0)","(71.0, 160.0, 153.33333333333334)","(31.0, 42.0, 38.0)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8066666666666666)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 67.0)","(13.0, 21.0, 18.727272727272727)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:13.872012,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 90.0)","(71.0, 160.0, 153.33333333333334)","(31.0, 42.0, 39.33333333333333)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8066666666666666)","(31.0, 42.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 67.0)","(13.0, 21.0, 18.727272727272727)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:15.382214,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 90.0)","(71.0, 160.0, 153.33333333333334)","(31.0, 42.0, 38.46153846153846)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.81)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 67.0)","(13.0, 21.0, 18.692307692307693)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:16.857954,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 90.0)","(71.0, 160.0, 153.33333333333334)","(31.0, 40.0, 38.46153846153846)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.81)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 67.0)","(13.0, 21.0, 18.692307692307693)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:18.225542,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 160.0, 153.33333333333334)","(31.0, 40.0, 38.46153846153846)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.82)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 71.375)","(13.0, 21.0, 18.692307692307693)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:19.642278,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 160.0, 144.44444444444446)","(31.0, 40.0, 38.46153846153846)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.82)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 71.375)","(13.0, 21.0, 19.285714285714285)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:21.330778,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 150.0, 144.44444444444446)","(31.0, 40.0, 38.46153846153846)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.81)","(31.0, 40.0, 37.625)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 71.375)","(13.0, 21.0, 19.153846153846153)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:22.837323,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 150.0, 135.55555555555554)","(31.0, 40.0, 37.77777777777778)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8249999999999997)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 71.375)","(13.0, 21.0, 19.153846153846153)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:24.243483,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 140.0, 135.55555555555554)","(31.0, 40.0, 37.77777777777778)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8249999999999997)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 71.375)","(13.0, 21.0, 19.153846153846153)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:25.582616,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 140.0, 135.55555555555554)","(31.0, 40.0, 37.77777777777778)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8249999999999997)","(31.0, 42.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 95.0, 105.33333333333333)","(13.0, 21.0, 23.083333333333332)","(17.0, 27.0, 25.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:26.996164,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 140.0, 135.55555555555554)","(31.0, 40.0, 37.77777777777778)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8249999999999997)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 120.0, 87.0)","(13.0, 24.0, 19.333333333333332)","(17.0, 27.0, 25.8)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:28.433697,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 140.0, 135.55555555555554)","(31.0, 40.0, 37.77777777777778)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8249999999999997)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 120.0, 87.0)","(13.0, 21.0, 19.333333333333332)","(17.0, 27.0, 25.8)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:29.913448,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 140.0, 135.55555555555554)","(31.0, 40.0, 37.77777777777778)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8249999999999997)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 120.0, 87.0)","(13.0, 21.0, 19.333333333333332)","(17.0, 27.0, 25.8)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:31.424379,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 140.0, 135.55555555555554)","(31.0, 40.0, 37.77777777777778)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8249999999999997)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.823880597014925)","(19.0, 120.0, 87.0)","(13.0, 21.0, 19.333333333333332)","(17.0, 27.0, 26.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:32.861429,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 100.0)","(71.0, 140.0, 126.66666666666667)","(31.0, 40.0, 37.77777777777778)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.8249999999999997)","(31.0, 40.0, 37.625)","(5.5, 7.0, 6.823880597014925)","(19.0, 120.0, 78.8)","(13.0, 21.0, 19.333333333333332)","(17.0, 27.0, 26.0)","(5.5, 8.0, 7.666666666666667)"
08-12-2022 13:52:34.408760,"(14.0, 30.0, 28.666666666666668)","(31.0, 180.0, 132.0)","(71.0, 130.0, 126.66666666666667)","(31.0, 40.0, 32.21052631578947)","(6.5, 7.6, 7.4)","(2.5, 2.84, 2.6692436974789917)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.8936936936936934)","(19.0, 110.0, 42.5)","(13.0, 21.0, 20.4)","(17.0, 27.0, 26.0)","(5.5, 8.0, 7.962790697674419)"
08-12-2022 13:52:35.831136,"(14.0, 30.0, 29.714285714285715)","(31.0, 180.0, 140.0)","(71.0, 130.0, 126.66666666666667)","(31.0, 36.0, 32.21052631578947)","(6.5, 7.6, 7.4)","(2.5, 2.76, 2.6692436974789917)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 21.0, 20.4)","(17.0, 27.0, 26.0)","(5.5, 8.0, 7.962790697674419)"
08-12-2022 13:52:37.239737,"(14.0, 30.0, 29.714285714285715)","(31.0, 180.0, 140.0)","(71.0, 130.0, 126.66666666666667)","(31.0, 36.0, 32.21052631578947)","(6.5, 7.6, 7.4)","(2.5, 2.76, 2.6702803738317757)","(31.0, 42.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 21.0, 23.4375)","(17.0, 27.0, 26.4)","(5.5, 8.0, 7.962790697674419)"
08-12-2022 13:52:38.986061,"(14.0, 30.0, 29.714285714285715)","(31.0, 180.0, 140.0)","(71.0, 130.0, 363.52941176470586)","(31.0, 36.0, 32.869565217391305)","(6.5, 7.6, 7.4)","(2.5, 2.76, 2.6702803738317757)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 24.0, 23.4375)","(17.0, 27.0, 26.4)","(5.5, 8.0, 7.963636363636364)"
08-12-2022 13:52:40.714960,"(14.0, 30.0, 29.714285714285715)","(31.0, 180.0, 140.0)","(71.0, 380.0, 363.52941176470586)","(31.0, 36.0, 32.869565217391305)","(6.5, 7.6, 7.4)","(2.5, 2.76, 2.6701851851851854)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 24.0, 23.4375)","(17.0, 27.0, 26.4)","(5.5, 8.0, 7.963636363636364)"
08-12-2022 13:52:42.207184,"(14.0, 30.0, 32.57142857142857)","(31.0, 180.0, 140.0)","(71.0, 380.0, 363.52941176470586)","(31.0, 36.0, 32.869565217391305)","(6.5, 7.6, 7.4)","(2.5, 2.76, 2.6701851851851854)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 24.0, 23.4375)","(17.0, 27.0, 26.4)","(5.5, 8.0, 7.963636363636364)"
08-12-2022 13:52:43.756838,"(14.0, 44.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 380.0, 340.0)","(31.0, 36.0, 32.869565217391305)","(6.5, 7.6, 7.4)","(2.5, 2.76, 2.6701851851851854)","(31.0, 40.0, 37.625)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 24.0, 23.4375)","(17.0, 27.0, 26.4)","(5.5, 8.0, 7.7)"
08-12-2022 13:52:45.177235,"(14.0, 40.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 370.0, 340.0)","(31.0, 36.0, 32.869565217391305)","(6.5, 7.6, 7.4)","(2.5, 2.76, 2.686792452830189)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 24.0, 23.4375)","(17.0, 27.0, 26.4)","(5.5, 8.0, 7.7)"
08-12-2022 13:52:46.551614,"(14.0, 40.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 370.0, 298.0952380952381)","(31.0, 36.0, 32.869565217391305)","(6.5, 7.6, 7.4)","(2.5, 2.76, 2.6467153284671534)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 24.0, 23.4375)","(17.0, 27.0, 26.4)","(5.5, 8.0, 7.7)"
08-12-2022 13:52:48.020421,"(14.0, 40.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 360.0, 298.0952380952381)","(31.0, 36.0, 32.869565217391305)","(6.5, 7.6, 7.4)","(2.5, 2.76, 2.6268627450980393)","(31.0, 42.0, 37.625)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 24.0, 23.4375)","(17.0, 27.0, 26.4)","(5.5, 8.0, 7.7)"
08-12-2022 13:52:49.493256,"(14.0, 40.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 360.0, 313.33333333333337)","(31.0, 36.0, 32.869565217391305)","(6.5, 7.6, 7.585185185185185)","(2.5, 2.76, 2.6268627450980393)","(31.0, 42.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 24.0, 22.0)","(17.0, 27.0, 26.5)","(5.5, 8.0, 7.7)"
08-12-2022 13:52:51.158638,"(14.0, 38.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 340.0, 304.44444444444446)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.585185185185185)","(2.5, 2.76, 2.6268627450980393)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 24.0, 22.0)","(17.0, 28.0, 26.5)","(5.5, 8.0, 8.1)"
08-12-2022 13:52:53.039486,"(14.0, 38.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 330.0, 304.44444444444446)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.585185185185185)","(2.5, 2.76, 2.6268627450980393)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 42.5)","(13.0, 24.0, 22.0)","(17.0, 28.0, 26.5)","(5.5, 8.2, 8.1)"
08-12-2022 13:52:54.905132,"(14.0, 38.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 330.0, 295.55555555555554)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.585185185185185)","(2.5, 2.76, 2.6268627450980393)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 60.0, 45.8)","(13.0, 24.0, 21.333333333333332)","(17.0, 28.0, 26.5)","(5.5, 8.2, 8.1)"
08-12-2022 13:52:56.693058,"(14.0, 38.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 320.0, 277.77777777777777)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.766037735849056)","(2.5, 2.76, 2.6268627450980393)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 45.8)","(13.0, 24.0, 22.4)","(17.0, 28.0, 25.6)","(5.5, 8.2, 8.1)"
08-12-2022 13:52:58.381955,"(14.0, 38.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 300.0, 268.8888888888889)","(31.0, 36.0, 31.32)","(6.5, 7.8, 7.766037735849056)","(2.5, 2.76, 2.6268627450980393)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 45.8)","(13.0, 24.0, 21.333333333333332)","(17.0, 29.0, 25.6)","(5.5, 8.2, 8.1)"
08-12-2022 13:52:59.953847,"(14.0, 38.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 290.0, 260.0)","(31.0, 36.0, 31.32)","(6.5, 7.8, 7.584615384615384)","(2.5, 2.76, 2.68)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 45.8)","(13.0, 24.0, 21.333333333333332)","(17.0, 29.0, 27.2)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:01.368166,"(14.0, 38.0, 35.0)","(31.0, 180.0, 140.0)","(71.0, 280.0, 260.0)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.584615384615384)","(2.5, 2.74, 2.68)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 41.0)","(13.0, 24.0, 23.4375)","(17.0, 28.0, 27.2)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:02.946389,"(14.0, 38.0, 35.0)","(31.0, 180.0, 108.75)","(71.0, 280.0, 251.11111111111111)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.584615384615384)","(2.5, 2.74, 2.68)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 41.0)","(13.0, 24.0, 23.4375)","(17.0, 28.0, 27.2)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:04.523894,"(14.0, 38.0, 35.0)","(31.0, 180.0, 108.75)","(71.0, 270.0, 229.52380952380952)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.584615384615384)","(2.5, 2.74, 2.68)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 41.0)","(13.0, 24.0, 23.470588235294116)","(17.0, 28.0, 27.2)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:06.100309,"(14.0, 38.0, 35.0)","(31.0, 180.0, 108.75)","(71.0, 270.0, 162.85714285714286)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.584615384615384)","(2.5, 2.74, 2.68)","(31.0, 40.0, 37.0)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 41.0)","(13.0, 24.0, 23.470588235294116)","(17.0, 28.0, 27.2)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:07.755357,"(14.0, 38.0, 35.54838709677419)","(31.0, 180.0, 108.75)","(71.0, 270.0, 185.0)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.584615384615384)","(2.5, 2.74, 2.68)","(31.0, 40.0, 37.625)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 41.0)","(13.0, 24.0, 22.588235294117645)","(17.0, 28.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:09.298358,"(14.0, 42.0, 35.80952380952381)","(31.0, 180.0, 108.75)","(71.0, 250.0, 218.33333333333334)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.584615384615384)","(2.5, 2.74, 2.68)","(31.0, 42.0, 36.10526315789474)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 41.0)","(13.0, 23.0, 22.588235294117645)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:10.786394,"(14.0, 42.0, 34.76190476190476)","(31.0, 180.0, 108.75)","(71.0, 240.0, 218.33333333333334)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.584615384615384)","(2.5, 2.74, 2.68)","(31.0, 42.0, 36.10526315789474)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 41.0)","(13.0, 23.0, 22.588235294117645)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:12.458424,"(14.0, 40.0, 38.30769230769231)","(31.0, 180.0, 108.75)","(71.0, 240.0, 210.0)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.68)","(31.0, 42.0, 38.285714285714285)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 41.0)","(13.0, 23.0, 22.588235294117645)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:14.069581,"(14.0, 36.0, 34.285714285714285)","(31.0, 180.0, 108.75)","(71.0, 230.0, 201.66666666666666)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.68)","(31.0, 40.0, 38.285714285714285)","(5.5, 7.0, 6.8936936936936934)","(19.0, 55.0, 41.0)","(13.0, 23.0, 22.588235294117645)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:15.760565,"(14.0, 36.0, 34.285714285714285)","(31.0, 180.0, 108.75)","(71.0, 220.0, 206.66666666666669)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.68)","(31.0, 40.0, 38.285714285714285)","(5.5, 7.0, 6.908333333333333)","(19.0, 55.0, 41.0)","(13.0, 23.0, 21.5)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:17.334649,"(14.0, 36.0, 34.285714285714285)","(31.0, 180.0, 108.75)","(71.0, 220.0, 206.66666666666669)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.68)","(31.0, 40.0, 38.285714285714285)","(5.5, 7.0, 6.908333333333333)","(19.0, 55.0, 41.0)","(13.0, 23.0, 21.5)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:18.896834,"(14.0, 38.0, 32.666666666666664)","(31.0, 180.0, 116.66666666666667)","(71.0, 220.0, 201.66666666666666)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.68)","(31.0, 42.0, 36.10526315789474)","(5.5, 7.0, 6.908333333333333)","(19.0, 55.0, 41.0)","(13.0, 23.0, 21.5)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:20.557377,"(14.0, 38.0, 32.666666666666664)","(31.0, 180.0, 116.66666666666667)","(71.0, 220.0, 201.66666666666666)","(31.0, 36.0, 31.32)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.68)","(31.0, 42.0, 36.10526315789474)","(5.5, 7.0, 6.8307692307692305)","(19.0, 55.0, 41.0)","(13.0, 23.0, 21.5)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:22.173555,"(14.0, 38.0, 35.714285714285715)","(31.0, 180.0, 116.66666666666667)","(71.0, 210.0, 185.0)","(31.0, 36.0, 31.783783783783782)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.722857142857143)","(31.0, 40.0, 38.0)","(5.5, 7.0, 6.8307692307692305)","(19.0, 55.0, 41.0)","(13.0, 23.0, 22.25)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:23.793244,"(14.0, 38.0, 35.714285714285715)","(31.0, 180.0, 116.66666666666667)","(71.0, 200.0, 191.8181818181818)","(31.0, 36.0, 31.783783783783782)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.721538461538462)","(31.0, 40.0, 38.0)","(5.5, 7.0, 6.8307692307692305)","(19.0, 55.0, 41.0)","(13.0, 23.0, 22.25)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:25.442182,"(14.0, 38.0, 36.0)","(31.0, 180.0, 132.5)","(71.0, 200.0, 185.0)","(31.0, 36.0, 31.783783783783782)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.6963636363636367)","(31.0, 40.0, 36.10526315789474)","(5.5, 7.0, 6.8307692307692305)","(19.0, 55.0, 41.0)","(13.0, 23.0, 22.0)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:26.821170,"(14.0, 38.0, 36.0)","(31.0, 180.0, 132.5)","(71.0, 200.0, 188.88888888888889)","(31.0, 36.0, 31.783783783783782)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.718947368421053)","(31.0, 42.0, 36.10526315789474)","(5.5, 7.0, 6.8307692307692305)","(19.0, 55.0, 41.0)","(13.0, 23.0, 19.333333333333332)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
08-12-2022 13:53:28.260495,"(14.0, 38.0, 36.0)","(31.0, 180.0, 132.5)","(71.0, 200.0, 168.57142857142856)","(31.0, 36.0, 31.783783783783782)","(6.5, 7.6, 7.4799999999999995)","(2.5, 2.74, 2.7282352941176473)","(31.0, 42.0, 38.0)","(5.5, 7.0, 6.8307692307692305)","(19.0, 55.0, 41.0)","(13.0, 23.0, 20.5)","(17.0, 27.0, 26.4)","(5.5, 8.2, 8.1)"
