,Covalent,Lady Chartwell,I Prefer Soul,Bush,Elusive Mission,Gold Celebration,Allikah,Bella Tarouga,Keys To Love,Lake Mac Lily,Loniesha
189,"[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 55, 52, 841114), 18.0, 95.0]"
190,"[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 55, 54, 27445), 18.0, 95.0]"
191,"[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 55, 55, 210441), 18.0, 95.0]"
192,"[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 55, 56, 427862), 18.0, 95.0]"
193,"[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 55, 57, 633283), 18.0, 95.0]"
194,"[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 55, 58, 849461), 18.0, 95.0]"
195,"[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 56, 0, 54491), 18.0, 95.0]"
196,"[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 56, 1, 234691), 18.0, 95.0]"
197,"[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 56, 2, 410100), 18.0, 90.0]"
198,"[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 56, 3, 593147), 18.0, 90.0]"
199,"[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 31.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 56, 4, 769738), 18.0, 90.0]"
200,"[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 101.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 56, 5, 950221), 18.0, 85.0]"
201,"[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 56, 7, 156604), 18.0, 85.0]"
202,"[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 56, 8, 361761), 18.0, 85.0]"
203,"[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 56, 9, 593971), 18.0, 85.0]"
204,"[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 56, 10, 887578), 18.0, 85.0]"
205,"[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 56, 12, 86323), 18.0, 85.0]"
206,"[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 101.0, 280.0]","[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 13, 274328), 18.0, 80.0]"
207,"[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 14, 461685), 18.0, 80.0]"
208,"[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 15, 642139), 18.0, 80.0]"
209,"[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 16, 851984), 18.0, 80.0]"
210,"[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 18, 47267), 18.0, 80.0]"
211,"[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 19, 260355), 18.0, 80.0]"
212,"[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 20, 545746), 18.0, 80.0]"
213,"[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 21, 792953), 18.0, 80.0]"
214,"[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 23, 63612), 18.0, 80.0]"
215,"[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 24, 333813), 18.0, 80.0]"
216,"[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 25, 583463), 18.0, 80.0]"
217,"[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 101.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 101.0, 270.0]","[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 56, 26, 782376), 18.0, 80.0]"
