,Homebush Sparkle,Goldstar Ange,Goldstar Harper,Mine Hunter,Romina Bale,Mehira,Caithness
08-12-2022 14:24:23.255723,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:24.378322,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:25.406011,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:26.424639,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:27.478522,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:28.514464,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:29.562827,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:30.883013,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:32.032465,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:33.003327,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:33.996614,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:34.921421,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:35.906097,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:36.925188,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:37.996326,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:39.189213,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:40.348964,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:41.303082,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:42.335901,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:43.578825,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:44.883022,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:46.088021,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:47.077064,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:48.272905,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:49.276772,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:50.360665,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:51.399351,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 9.8, 8.054545454545455)"
08-12-2022 14:24:52.488825,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.428571428571429)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:24:53.425616,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:24:54.461213,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:24:55.472659,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:24:56.514441,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:24:57.619345,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:24:58.683140,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:24:59.725584,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:00.790514,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:02.075204,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:03.294784,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:04.543191,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:05.539663,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:06.687726,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:07.661564,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:08.746569,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:09.760737,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:10.858479,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:12.260090,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:13.357464,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:14.481519,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:15.598604,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:16.831062,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:17.918462,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:18.981399,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:20.227004,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.5)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.114285714285714)","(5.0, 9.8, 8.323076923076924)"
08-12-2022 14:25:21.359198,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.875)","(9.0, 19.0, 17.166666666666664)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:22.463682,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.875)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:23.485928,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:24.498640,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:25.560643,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:26.649059,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:27.780033,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:28.898941,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:29.958042,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:31.120743,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:32.174680,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:33.308329,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:34.506371,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:35.639506,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:36.733723,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 18.0)","(1.95, 2.04, 2.02)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:37.969706,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.5)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 2.04, 2.4608333333333334)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:39.194546,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.4608333333333334)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:40.327731,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.4608333333333334)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:41.591417,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.4608333333333334)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:42.811875,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.4608333333333334)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:44.052610,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.4608333333333334)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:45.091385,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.4608333333333334)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:46.106925,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.4608333333333334)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:47.235785,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7874999999999996)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:48.463274,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7874999999999996)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:49.641793,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7874999999999996)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:50.737809,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7874999999999996)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:52.040041,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7874999999999996)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:53.403063,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7874999999999996)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:54.713129,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7874999999999996)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:56.032783,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:57.337454,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7058333333333335)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:58.577654,"(10.0, 20.0, 14.8)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7058333333333335)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:25:59.683219,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7058333333333335)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:26:00.826004,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7058333333333335)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:26:01.898963,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7058333333333335)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:26:03.110802,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7058333333333335)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:26:04.258344,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7058333333333335)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:26:05.420532,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7058333333333335)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:26:06.490385,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7058333333333335)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
08-12-2022 14:26:07.573693,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.625)","(9.0, 19.0, 11.799999999999999)","(11.0, 26.0, 15.333333333333332)","(1.95, 3.05, 2.7058333333333335)","(10.0, 23.0, 14.333333333333332)","(5.0, 9.8, 6.666666666666667)"
