,Buckle Up Tahlia,Buckle Up Avery,Aston Paisley,Bedrock Cruiser,Zurhaar
10-01-2023 13:17:30.645004,"(19.0, 29.0, 24.151515151515152)","(1.3, 1.36, 1.3450000000000002)","(5.0, 6.8, 5.945)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:31.503783,"(19.0, 29.0, 24.058823529411764)","(1.3, 1.36, 1.3462500000000002)","(5.0, 6.8, 5.939130434782609)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:32.367105,"(19.0, 29.0, 24.058823529411764)","(1.3, 1.36, 1.3462500000000002)","(5.0, 6.8, 5.927272727272728)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:33.233630,"(19.0, 29.0, 24.058823529411764)","(1.3, 1.36, 1.3462500000000002)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:34.078539,"(19.0, 29.0, 24.058823529411764)","(1.3, 1.36, 1.3462500000000002)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:34.994187,"(19.0, 29.0, 24.058823529411764)","(1.3, 1.36, 1.3462500000000002)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:35.953881,"(19.0, 29.0, 24.058823529411764)","(1.3, 1.36, 1.3462500000000002)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:36.818095,"(19.0, 29.0, 24.058823529411764)","(1.3, 1.36, 1.3462500000000002)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:37.684672,"(19.0, 29.0, 24.058823529411764)","(1.3, 1.36, 1.3462500000000002)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:38.594399,"(19.0, 29.0, 23.93103448275862)","(1.3, 1.36, 1.3462500000000002)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 39.333333333333336)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:39.425596,"(19.0, 29.0, 25.0)","(1.3, 1.36, 1.3462500000000002)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 39.333333333333336)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:40.260474,"(19.0, 29.0, 25.0)","(1.3, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 39.333333333333336)","(6.5, 27.0, 25.214285714285715)"
10-01-2023 13:17:41.224185,"(19.0, 29.0, 25.0)","(1.3, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.275862068965516)"
10-01-2023 13:17:42.158085,"(19.0, 29.0, 25.0)","(1.3, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.51851851851852)"
10-01-2023 13:17:43.055048,"(19.0, 29.0, 25.0)","(1.3, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.51851851851852)"
10-01-2023 13:17:43.897049,"(19.0, 29.0, 25.0)","(1.3, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.51851851851852)"
10-01-2023 13:17:44.864295,"(19.0, 29.0, 25.0)","(1.3, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.18181818181818)"
10-01-2023 13:17:45.734956,"(19.0, 29.0, 25.0)","(1.3, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(6.5, 27.0, 25.18181818181818)"
10-01-2023 13:17:46.660511,"(17.0, 29.0, 25.0)","(1.28, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(7.5, 27.0, 24.77777777777778)"
10-01-2023 13:17:47.624622,"(17.0, 29.0, 25.0)","(1.28, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(7.5, 27.0, 25.40909090909091)"
10-01-2023 13:17:48.615650,"(17.0, 29.0, 25.0)","(1.28, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 40.4)","(7.5, 27.0, 26.166666666666668)"
10-01-2023 13:17:49.468622,"(17.0, 29.0, 25.0)","(1.28, 1.36, 1.3468)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 42.36363636363636)","(7.5, 27.0, 26.166666666666668)"
10-01-2023 13:17:50.423310,"(17.0, 29.0, 25.0)","(1.28, 1.36, 1.3577443609022557)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 42.69565217391305)","(7.5, 27.0, 26.166666666666668)"
10-01-2023 13:17:51.345181,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.360709677419355)","(5.0, 6.8, 5.918367346938775)","(20.0, 50.0, 42.69565217391305)","(7.5, 27.0, 26.0)"
10-01-2023 13:17:52.240646,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3537837837837838)","(5.0, 6.6, 5.987500000000001)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 26.0)"
10-01-2023 13:17:53.202400,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.36)","(5.0, 6.6, 5.926923076923077)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 26.333333333333332)"
10-01-2023 13:17:54.132209,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3603225806451613)","(5.0, 6.6, 5.926923076923077)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.285714285714285)"
10-01-2023 13:17:55.031791,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3626829268292684)","(5.0, 6.6, 5.917948717948718)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 24.846153846153847)"
10-01-2023 13:17:55.852148,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3344444444444445)","(5.0, 6.6, 5.917948717948718)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 24.846153846153847)"
10-01-2023 13:17:56.826108,"(17.0, 29.0, 25.216216216216218)","(1.28, 1.34, 1.3369960474308302)","(5.0, 6.6, 6.104347826086957)","(20.0, 50.0, 38.92307692307692)","(7.5, 27.0, 25.352941176470587)"
10-01-2023 13:17:57.866621,"(17.0, 29.0, 24.454545454545453)","(1.28, 1.34, 1.3306)","(5.0, 6.4, 5.915625)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:17:58.734631,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.915625)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:17:59.690477,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:18:00.648696,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:18:01.537441,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:18:02.369005,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:18:03.296926,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:18:04.330300,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:18:05.286696,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:18:06.166537,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:18:07.111898,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:18:07.979887,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.666666666666668)"
10-01-2023 13:18:08.853691,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.727272727272727)"
10-01-2023 13:18:09.826711,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3347058823529412)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.526315789473685)"
10-01-2023 13:18:10.728792,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3366666666666667)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.5)"
10-01-2023 13:18:11.634701,"(17.0, 29.0, 25.0)","(1.28, 1.37, 1.3366666666666667)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.90909090909091)"
10-01-2023 13:18:12.512583,"(17.0, 29.0, 24.333333333333332)","(1.28, 1.37, 1.3366666666666667)","(5.0, 6.4, 5.912820512820513)","(20.0, 50.0, 43.53846153846154)","(7.5, 27.0, 25.90909090909091)"
10-01-2023 13:18:13.410569,"(17.0, 29.0, 24.333333333333332)","(1.28, 1.37, 1.3485714285714288)","(5.0, 6.4, 5.910204081632654)","(20.0, 50.0, 41.44444444444444)","(7.5, 27.0, 25.5)"
10-01-2023 13:18:14.313870,"(17.0, 29.0, 24.333333333333332)","(1.28, 1.37, 1.3485714285714288)","(5.0, 6.4, 5.910204081632654)","(20.0, 50.0, 41.44444444444444)","(7.5, 27.0, 26.125)"
10-01-2023 13:18:15.184458,"(17.0, 29.0, 24.333333333333332)","(1.28, 1.37, 1.3485714285714288)","(5.0, 6.4, 5.910204081632654)","(20.0, 50.0, 41.44444444444444)","(7.5, 27.0, 26.125)"
10-01-2023 13:18:16.192446,"(17.0, 29.0, 24.333333333333332)","(1.28, 1.37, 1.3485714285714288)","(5.0, 6.4, 5.910204081632654)","(20.0, 50.0, 41.44444444444444)","(7.5, 27.0, 26.125)"
10-01-2023 13:18:17.108502,"(17.0, 29.0, 24.333333333333332)","(1.28, 1.37, 1.366975806451613)","(5.0, 6.4, 5.910204081632654)","(20.0, 50.0, 41.44444444444444)","(7.5, 27.0, 27.666666666666668)"
10-01-2023 13:18:17.946064,"(17.0, 29.0, 25.25)","(1.28, 1.37, 1.3441666666666667)","(5.0, 6.4, 5.910204081632654)","(20.0, 50.0, 41.44444444444444)","(7.5, 29.0, 27.666666666666668)"
10-01-2023 13:18:18.924686,"(17.0, 29.0, 25.25)","(1.28, 1.37, 1.3441666666666667)","(5.0, 6.4, 5.714285714285714)","(20.0, 50.0, 41.44444444444444)","(7.5, 29.0, 29.666666666666668)"
10-01-2023 13:18:19.953214,"(17.0, 29.0, 25.25)","(1.28, 1.37, 1.3441666666666667)","(5.0, 6.4, 5.714285714285714)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 30.703703703703702)"
10-01-2023 13:18:20.905373,"(17.0, 29.0, 25.25)","(1.28, 1.37, 1.3451111111111111)","(5.0, 6.4, 5.714285714285714)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 30.703703703703702)"
10-01-2023 13:18:21.823010,"(17.0, 29.0, 25.756756756756758)","(1.28, 1.37, 1.3451111111111111)","(5.0, 6.4, 5.714285714285714)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 30.703703703703702)"
10-01-2023 13:18:22.669400,"(17.0, 29.0, 25.25)","(1.28, 1.37, 1.3451111111111111)","(5.0, 6.4, 5.714285714285714)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 30.703703703703702)"
10-01-2023 13:18:23.583075,"(17.0, 29.0, 23.193548387096776)","(1.28, 1.37, 1.3451111111111111)","(5.0, 6.4, 5.714285714285714)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 30.333333333333332)"
10-01-2023 13:18:24.663258,"(17.0, 29.0, 23.193548387096776)","(1.28, 1.37, 1.3451111111111111)","(5.0, 6.4, 5.714285714285714)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 30.333333333333332)"
10-01-2023 13:18:26.048696,"(17.0, 29.0, 25.129032258064516)","(1.28, 1.37, 1.3471428571428572)","(5.0, 6.4, 5.714285714285714)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 28.666666666666668)"
10-01-2023 13:18:27.290375,"(17.0, 29.0, 25.129032258064516)","(1.28, 1.37, 1.3471428571428572)","(5.0, 6.4, 5.713461538461539)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 28.666666666666668)"
10-01-2023 13:18:28.279777,"(17.0, 29.0, 25.129032258064516)","(1.28, 1.37, 1.3471428571428572)","(5.0, 6.4, 5.713461538461539)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 28.666666666666668)"
10-01-2023 13:18:29.247643,"(17.0, 29.0, 25.129032258064516)","(1.28, 1.37, 1.3471428571428572)","(5.0, 6.4, 5.714)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 28.666666666666668)"
10-01-2023 13:18:30.265376,"(17.0, 29.0, 25.666666666666668)","(1.28, 1.37, 1.3471428571428572)","(5.0, 6.4, 5.714893617021277)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 29.142857142857142)"
10-01-2023 13:18:31.253711,"(17.0, 29.0, 25.129032258064516)","(1.28, 1.37, 1.3471428571428572)","(5.0, 6.4, 5.714893617021277)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 28.666666666666668)"
10-01-2023 13:18:32.265331,"(17.0, 29.0, 23.193548387096776)","(1.28, 1.37, 1.3471428571428572)","(5.0, 6.4, 5.714893617021277)","(20.0, 50.0, 41.44444444444444)","(7.5, 32.0, 30.666666666666668)"
10-01-2023 13:18:33.246703,"(17.0, 29.0, 23.193548387096776)","(1.28, 1.37, 1.3471428571428572)","(5.0, 6.4, 5.714893617021277)","(20.0, 50.0, 45.88235294117647)","(7.5, 32.0, 30.666666666666668)"
10-01-2023 13:18:34.493646,"(17.0, 29.0, 23.375)","(1.28, 1.37, 1.3471428571428572)","(5.0, 6.4, 5.714893617021277)","(20.0, 48.0, 42.22222222222222)","(7.5, 32.0, 30.333333333333332)"
10-01-2023 13:18:35.660969,"(17.0, 29.0, 26.1875)","(1.28, 1.37, 1.3471428571428572)","(5.0, 6.4, 5.714)","(20.0, 48.0, 41.793103448275865)","(7.5, 32.0, 30.666666666666668)"
10-01-2023 13:18:36.765336,"(17.0, 29.0, 26.1875)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.4, 5.714)","(20.0, 48.0, 41.793103448275865)","(8.0, 32.0, 30.666666666666668)"
10-01-2023 13:18:37.769813,"(17.0, 29.0, 26.56756756756757)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.783333333333333)","(20.0, 48.0, 42.46153846153846)","(8.0, 32.0, 30.666666666666668)"
10-01-2023 13:18:38.705894,"(17.0, 29.0, 26.1875)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.722727272727273)","(20.0, 48.0, 42.46153846153846)","(8.0, 32.0, 30.666666666666668)"
10-01-2023 13:18:39.689698,"(17.0, 29.0, 26.1875)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.722727272727273)","(20.0, 48.0, 40.666666666666664)","(8.0, 34.0, 32.5)"
10-01-2023 13:18:40.688180,"(17.0, 29.0, 26.428571428571427)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.715625)","(20.0, 48.0, 40.666666666666664)","(8.0, 34.0, 32.5)"
10-01-2023 13:18:41.894129,"(17.0, 29.0, 24.945945945945947)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.7138888888888895)","(20.0, 48.0, 40.666666666666664)","(8.0, 34.0, 32.5)"
10-01-2023 13:18:43.009938,"(17.0, 29.0, 24.3125)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.7138888888888895)","(20.0, 48.0, 40.666666666666664)","(8.0, 34.0, 32.285714285714285)"
10-01-2023 13:18:44.074060,"(17.0, 29.0, 26.1875)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.7138888888888895)","(20.0, 48.0, 40.666666666666664)","(8.0, 34.0, 32.5)"
10-01-2023 13:18:45.117043,"(17.0, 29.0, 26.1875)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.7138888888888895)","(20.0, 48.0, 40.666666666666664)","(8.0, 34.0, 33.57142857142857)"
10-01-2023 13:18:46.142411,"(17.0, 29.0, 26.56756756756757)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(20.0, 48.0, 40.457142857142856)","(8.0, 34.0, 35.2)"
10-01-2023 13:18:47.126587,"(17.0, 29.0, 26.1875)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(20.0, 48.0, 40.457142857142856)","(8.0, 36.0, 34.666666666666664)"
10-01-2023 13:18:48.215040,"(17.0, 29.0, 26.56756756756757)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(20.0, 48.0, 40.457142857142856)","(8.0, 36.0, 34.5)"
10-01-2023 13:18:49.298068,"(17.0, 29.0, 24.945945945945947)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(21.0, 48.0, 40.0)","(8.5, 36.0, 34.5)"
10-01-2023 13:18:50.458661,"(17.0, 29.0, 24.945945945945947)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(21.0, 48.0, 40.0)","(8.5, 36.0, 34.5)"
10-01-2023 13:18:51.499363,"(17.0, 29.0, 24.3125)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(21.0, 48.0, 40.0)","(8.5, 36.0, 34.285714285714285)"
10-01-2023 13:18:52.394337,"(17.0, 29.0, 26.1875)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(21.0, 48.0, 40.0)","(8.5, 36.0, 34.285714285714285)"
10-01-2023 13:18:53.435996,"(17.0, 29.0, 26.352941176470587)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(21.0, 48.0, 40.0)","(8.5, 36.0, 34.285714285714285)"
10-01-2023 13:18:54.375604,"(17.0, 29.0, 26.56756756756757)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(21.0, 48.0, 40.0)","(8.5, 36.0, 34.285714285714285)"
10-01-2023 13:18:55.339975,"(17.0, 29.0, 26.352941176470587)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(21.0, 48.0, 40.0)","(8.5, 36.0, 34.285714285714285)"
10-01-2023 13:18:56.300443,"(17.0, 29.0, 26.692307692307693)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.5760000000000005)","(21.0, 48.0, 40.0)","(8.5, 32.0, 30.5)"
10-01-2023 13:18:57.275389,"(17.0, 29.0, 26.096774193548388)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.5760000000000005)","(21.0, 48.0, 40.0)","(8.5, 32.0, 30.8)"
10-01-2023 13:18:58.277056,"(17.0, 29.0, 26.096774193548388)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(21.0, 48.0, 40.0)","(8.5, 36.0, 30.272727272727273)"
10-01-2023 13:18:59.302362,"(17.0, 29.0, 26.096774193548388)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.474418604651163)","(21.0, 48.0, 40.0)","(8.5, 36.0, 30.272727272727273)"
10-01-2023 13:19:00.311246,"(17.0, 29.0, 26.096774193548388)","(1.26, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.506666666666667)","(21.0, 48.0, 40.0)","(8.5, 36.0, 30.076923076923077)"
10-01-2023 13:19:01.453482,"(17.0, 29.0, 27.125)","(1.28, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.5)","(20.0, 48.0, 40.0)","(9.0, 36.0, 30.076923076923077)"
10-01-2023 13:19:02.534864,"(17.0, 29.0, 26.352941176470587)","(1.28, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.464)","(20.0, 48.0, 40.23529411764706)","(9.0, 36.0, 31.1875)"
10-01-2023 13:19:03.584098,"(17.0, 29.0, 26.096774193548388)","(1.28, 1.37, 1.3471428571428572)","(4.8, 6.2, 5.606521739130435)","(20.0, 48.0, 40.36363636363636)","(9.0, 36.0, 26.545454545454547)"
10-01-2023 13:19:04.613204,"(17.0, 29.0, 26.096774193548388)","(1.28, 1.37, 1.3651724137931036)","(4.8, 6.2, 5.606521739130435)","(20.0, 48.0, 40.8)","(9.0, 29.0, 27.5)"
10-01-2023 13:19:05.684727,"(17.0, 29.0, 26.352941176470587)","(1.28, 1.37, 1.362)","(4.8, 6.2, 5.604255319148936)","(20.0, 48.0, 40.8)","(9.0, 29.0, 27.666666666666668)"
10-01-2023 13:19:06.853947,"(17.0, 29.0, 26.096774193548388)","(1.28, 1.37, 1.362)","(4.8, 6.2, 5.613953488372093)","(20.0, 48.0, 40.8)","(9.0, 29.0, 27.8)"
10-01-2023 13:19:07.898498,"(18.0, 29.0, 26.352941176470587)","(1.22, 1.37, 1.362)","(4.8, 6.2, 5.7672727272727276)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:08.860561,"(18.0, 29.0, 26.352941176470587)","(1.22, 1.37, 1.362)","(4.8, 6.2, 5.7672727272727276)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:09.874299,"(18.0, 29.0, 26.096774193548388)","(1.22, 1.37, 1.3625333333333334)","(4.8, 6.2, 5.789655172413793)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:10.904119,"(18.0, 29.0, 26.352941176470587)","(1.22, 1.37, 1.3645098039215688)","(4.8, 6.2, 5.846511627906977)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:11.961607,"(18.0, 29.0, 28.09090909090909)","(1.22, 1.37, 1.363978494623656)","(4.8, 6.2, 5.883333333333333)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:12.948538,"(18.0, 29.0, 26.096774193548388)","(1.22, 1.37, 1.363978494623656)","(4.8, 6.2, 5.883333333333333)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:13.987035,"(18.0, 29.0, 26.09375)","(1.22, 1.37, 1.363978494623656)","(4.8, 6.2, 5.883333333333333)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:15.006919,"(18.0, 29.0, 26.09375)","(1.22, 1.37, 1.363978494623656)","(4.8, 6.2, 5.883333333333333)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:15.977275,"(18.0, 29.0, 26.09375)","(1.22, 1.35, 1.342857142857143)","(4.8, 6.2, 5.907692307692308)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:17.001742,"(18.0, 29.0, 26.11111111111111)","(1.22, 1.35, 1.344)","(4.8, 6.2, 5.845454545454546)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:18.040459,"(18.0, 29.0, 26.11111111111111)","(1.22, 1.35, 1.342)","(4.8, 6.2, 5.916216216216217)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:19.118306,"(18.0, 29.0, 26.11111111111111)","(1.22, 1.35, 1.3445)","(4.8, 6.2, 5.914634146341464)","(21.0, 48.0, 40.8)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:20.186645,"(18.0, 29.0, 26.11111111111111)","(1.22, 1.35, 1.3421428571428573)","(4.8, 6.2, 5.966666666666667)","(21.0, 48.0, 40.666666666666664)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:21.235043,"(18.0, 29.0, 26.214285714285715)","(1.22, 1.35, 1.3450000000000002)","(4.8, 6.0, 5.966666666666667)","(21.0, 48.0, 42.72)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:22.257197,"(18.0, 29.0, 26.22222222222222)","(1.22, 1.35, 1.349076923076923)","(4.8, 6.0, 5.908333333333333)","(21.0, 48.0, 42.72)","(13.0, 29.0, 27.8)"
10-01-2023 13:19:23.322418,"(18.0, 29.0, 26.65625)","(1.22, 1.35, 1.347972972972973)","(4.8, 6.0, 5.921428571428572)","(21.0, 46.0, 42.666666666666664)","(13.0, 29.0, 30.0)"
10-01-2023 13:19:24.499437,"(18.0, 29.0, 26.22222222222222)","(1.22, 1.35, 1.3462500000000002)","(4.8, 6.0, 5.825)","(21.0, 46.0, 42.666666666666664)","(13.0, 34.0, 30.733333333333334)"
10-01-2023 13:19:25.674389,"(18.0, 29.0, 26.65625)","(1.22, 1.35, 1.3454545454545455)","(4.8, 6.0, 5.833333333333333)","(21.0, 46.0, 41.67567567567568)","(13.0, 34.0, 29.916666666666668)"
10-01-2023 13:19:26.813754,"(18.0, 29.0, 26.22222222222222)","(1.22, 1.35, 1.34375)","(4.8, 5.9, 5.823076923076923)","(21.0, 46.0, 41.67567567567568)","(13.0, 34.0, 29.714285714285715)"
10-01-2023 13:19:27.905676,"(18.0, 29.0, 26.22222222222222)","(1.22, 1.35, 1.3474576271186443)","(4.8, 5.9, 5.861538461538462)","(21.0, 46.0, 41.67567567567568)","(13.0, 34.0, 29.8)"
10-01-2023 13:19:28.882866,"(18.0, 29.0, 26.65625)","(1.22, 1.36, 1.353968253968254)","(4.8, 5.9, 5.7846153846153845)","(21.0, 46.0, 41.67567567567568)","(13.0, 34.0, 29.8)"
10-01-2023 13:19:29.913491,"(18.0, 29.0, 26.22222222222222)","(1.22, 1.36, 1.3544117647058824)","(4.8, 5.9, 5.777777777777778)","(21.0, 46.0, 41.55555555555556)","(13.0, 34.0, 31.789473684210527)"
10-01-2023 13:19:30.939721,"(18.0, 29.0, 26.65625)","(1.22, 1.36, 1.3544117647058824)","(4.8, 5.9, 5.777777777777778)","(21.0, 46.0, 41.55555555555556)","(13.0, 34.0, 30.5)"
