,Zaras Princess,Miss Faberge,Crackerjack King,Laroza Bale,Alicah,Bahrose
10-01-2023 15:27:54.129438,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:55.017558,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:56.063972,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:57.128733,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:58.094079,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:59.071734,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.88)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:28:00.105931,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:28:01.085035,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:28:02.084289,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:03.045529,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:04.051955,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:05.020635,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:05.993493,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:07.034468,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:07.985680,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:08.944385,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:09.812724,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:10.682763,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:11.893738,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:12.820412,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.943478260869565)"
10-01-2023 15:28:13.846338,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.5200000000000005)"
10-01-2023 15:28:14.858965,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:15.724784,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:16.737347,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:17.693192,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:18.552087,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:19.598678,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:20.570558,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:21.443205,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:22.312679,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:23.247050,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:24.201261,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:25.112064,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:26.043468,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.066666666666666)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:26.929990,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.066666666666666)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:27.853463,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:28.885087,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:29.806966,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:30.668344,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:31.827240,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:32.802199,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:33.727888,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 6.5200000000000005)"
10-01-2023 15:28:34.685021,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:35.652136,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:36.576938,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:37.487295,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:38.471689,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.066666666666666)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:39.497344,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:40.550161,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:41.606166,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:42.538393,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:43.491107,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:44.445850,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:45.317371,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.706666666666667)"
10-01-2023 15:28:46.239840,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.116666666666667)"
10-01-2023 15:28:47.203963,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.0)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.116666666666667)"
10-01-2023 15:28:48.173092,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.0)","(3.4, 5.8, 3.88)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.381818181818183)"
10-01-2023 15:28:49.182501,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.381818181818183)"
10-01-2023 15:28:50.181381,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.563636363636364)"
10-01-2023 15:28:51.148713,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.666666666666668)"
10-01-2023 15:28:52.160786,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.044444444444444)"
10-01-2023 15:28:53.156627,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.044444444444444)"
10-01-2023 15:28:54.069308,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.044444444444444)"
10-01-2023 15:28:55.005481,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.044444444444444)"
10-01-2023 15:28:56.148879,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.044444444444444)"
10-01-2023 15:28:57.074654,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.044444444444444)"
10-01-2023 15:28:57.987477,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.044444444444444)"
10-01-2023 15:28:58.922725,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.7555555555555555)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.044444444444444)"
10-01-2023 15:28:59.937136,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.88)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.044444444444444)"
10-01-2023 15:29:00.851050,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.8, 3.88)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.044444444444444)"
10-01-2023 15:29:01.704263,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.7, 3.975)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.950000000000001)"
10-01-2023 15:29:02.639222,"(5.5, 12.0, 10.55)","(11.0, 22.0, 16.545454545454547)","(3.4, 5.7, 3.975)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.950000000000001)"
10-01-2023 15:29:03.660453,"(5.5, 12.0, 10.55)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 3.975)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.950000000000001)"
10-01-2023 15:29:04.667222,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 3.975)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.0)"
10-01-2023 15:29:05.555300,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 3.975)","(3.2, 4.9, 3.2944444444444447)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.0)"
10-01-2023 15:29:06.552706,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 3.975)","(3.2, 4.9, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:07.577530,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 3.975)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:08.535544,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 3.975)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:09.512919,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:10.409861,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:11.298523,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:12.251651,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:13.213951,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:14.113949,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:15.083421,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:16.038706,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:16.979998,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:17.974886,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:18.993188,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:19.941655,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.05)"
10-01-2023 15:29:20.951662,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 7.633333333333334)"
10-01-2023 15:29:22.046917,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:22.981522,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:24.016734,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:25.031995,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:26.004908,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:27.033531,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:28.075872,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:28.983085,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:29.914854,"(5.5, 12.5, 7.653846153846154)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:30.914739,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:31.876107,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.618181818181819)"
10-01-2023 15:29:32.870869,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.20909090909091)"
10-01-2023 15:29:33.898129,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.600000000000001)"
10-01-2023 15:29:34.820028,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.2625)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.0)"
10-01-2023 15:29:35.779652,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.4222222222222225)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.15)"
10-01-2023 15:29:36.792328,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.477777777777778)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.15)"
10-01-2023 15:29:37.787483,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.477777777777778)","(3.2, 4.8, 4.0)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.15)"
10-01-2023 15:29:38.825215,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 4.325)","(3.2, 4.8, 3.234782608695652)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.15)"
10-01-2023 15:29:39.911528,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.7, 3.8)","(3.2, 4.8, 3.257142857142857)","(5.0, 8.2, 6.55)","(5.0, 9.8, 8.15)"
10-01-2023 15:29:40.890234,"(5.5, 12.5, 6.954545454545455)","(11.0, 22.0, 12.0)","(3.4, 5.6, 3.786363636363636)","(3.2, 4.8, 3.257142857142857)","(5.0, 8.2, 6.55)","(5.0, 9.8, 9.105263157894736)"
