,Lieutenant Jack,Hoppers Dream,Mamma Kass,Monsieur Steel,Calculating Dancer,Our Major Jack Nz,Thiswaytothebeach,Trade Whispers
07-01-2023 20:56:01.733430,"(6.0, 7.6, 7.163636363636363)","(31.0, 50.0, 40.666666666666664)","(11.0, 18.0, 17.0)","(4.2, 7.8, 7.1)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:02.728064,"(6.0, 7.6, 7.163636363636363)","(31.0, 50.0, 40.666666666666664)","(11.0, 18.0, 16.666666666666668)","(4.2, 7.8, 6.82)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:03.746253,"(6.0, 7.6, 7.163636363636363)","(31.0, 50.0, 46.0)","(11.0, 18.0, 16.666666666666668)","(4.2, 7.8, 6.82)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:04.793593,"(6.0, 7.6, 7.163636363636363)","(31.0, 50.0, 46.5)","(11.0, 18.0, 16.666666666666668)","(4.2, 7.8, 6.82)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:05.939655,"(6.0, 7.6, 7.163636363636363)","(31.0, 50.0, 46.5)","(11.0, 18.0, 16.666666666666668)","(4.2, 7.8, 7.1)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:07.097113,"(6.0, 7.6, 7.163636363636363)","(31.0, 50.0, 46.5)","(11.0, 18.0, 16.666666666666668)","(4.2, 7.8, 7.1)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:08.154764,"(6.0, 7.6, 7.163636363636363)","(31.0, 50.0, 46.5)","(11.0, 18.0, 16.666666666666668)","(4.2, 7.8, 6.82)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:09.175951,"(6.0, 7.6, 7.163636363636363)","(31.0, 50.0, 46.5)","(11.0, 18.0, 16.666666666666668)","(4.2, 7.8, 6.82)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:10.242591,"(6.0, 7.6, 7.163636363636363)","(31.0, 50.0, 46.5)","(11.0, 18.0, 16.666666666666668)","(4.2, 7.8, 6.82)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:11.261335,"(6.0, 7.6, 7.163636363636363)","(31.0, 50.0, 46.5)","(11.0, 18.0, 16.666666666666668)","(4.2, 7.8, 7.1)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:12.303548,"(6.0, 9.0, 8.0)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.6875)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:13.328607,"(6.0, 8.8, 7.5)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.6875)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:14.350794,"(6.0, 8.6, 7.4)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.6875)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:15.415709,"(6.0, 8.6, 7.4)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.6875)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:16.460079,"(6.0, 8.6, 7.4)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.6875)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:56:17.652108,"(6.0, 8.6, 6.8)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.6875)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 200.0, 222.0)"
07-01-2023 20:56:18.705356,"(6.0, 8.6, 6.8)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.6875)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:19.790206,"(6.0, 8.6, 6.8)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.6875)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:20.856316,"(6.0, 8.6, 6.8)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:21.906836,"(6.0, 8.6, 6.8)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:23.060798,"(6.0, 8.6, 6.8)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:24.174116,"(6.0, 8.6, 6.8)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.2749999999999995)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:25.297732,"(6.0, 8.6, 6.8)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.5)","(4.4, 5.2, 4.936)","(2.35, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:26.442892,"(6.0, 8.6, 6.8)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.1875)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:27.553333,"(6.0, 8.6, 7.4)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.284210526315789)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:28.649347,"(6.0, 8.6, 7.4)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.284210526315789)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 15.75)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:29.774010,"(6.0, 8.6, 7.4)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:30.887679,"(6.0, 8.8, 7.9)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:31.967421,"(6.0, 8.8, 7.9)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:33.027315,"(6.0, 8.8, 7.9)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:34.125893,"(6.0, 8.8, 7.2700000000000005)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:35.227896,"(6.0, 8.8, 7.2700000000000005)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:36.388095,"(6.0, 8.8, 7.2700000000000005)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:37.433886,"(6.0, 8.8, 7.2700000000000005)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:38.464698,"(6.0, 8.8, 7.2700000000000005)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:39.484854,"(6.0, 8.8, 7.2700000000000005)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:40.495132,"(6.0, 8.8, 7.317647058823529)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:41.526169,"(6.0, 8.8, 7.317647058823529)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:42.532356,"(6.0, 8.8, 7.317647058823529)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.578947368421052)","(4.4, 5.2, 4.936)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:43.602455,"(6.0, 8.8, 7.317647058823529)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.59)","(4.4, 5.2, 4.946153846153846)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:44.687467,"(6.0, 8.8, 7.317647058823529)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.59)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:45.784595,"(6.0, 8.8, 7.317647058823529)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.59)","(4.4, 5.2, 4.906666666666666)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:46.889256,"(6.0, 8.8, 7.317647058823529)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.610526315789474)","(4.4, 5.2, 4.906666666666666)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:47.951501,"(6.0, 9.0, 8.0)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.425)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:49.040576,"(6.0, 9.0, 8.0)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.425)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:50.151430,"(6.0, 9.0, 8.0)","(31.0, 50.0, 42.0)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.425)","(4.4, 5.2, 4.792592592592593)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:51.201744,"(6.0, 9.0, 8.0)","(31.0, 50.0, 40.666666666666664)","(11.0, 18.5, 15.833333333333334)","(4.2, 7.8, 7.425)","(4.4, 5.2, 4.792592592592593)","(2.3, 99999, 99990)","(10.0, 20.0, 16.25)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:52.283918,"(6.0, 9.0, 8.4)","(31.0, 50.0, 40.666666666666664)","(11.0, 18.5, 17.166666666666668)","(4.2, 7.8, 7.32)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 15.333333333333334)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:53.410850,"(6.0, 9.0, 8.4)","(31.0, 50.0, 40.666666666666664)","(11.0, 18.5, 16.75)","(4.2, 7.8, 7.32)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:54.518175,"(6.0, 9.0, 8.4)","(31.0, 50.0, 40.666666666666664)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:55.673046,"(6.0, 9.0, 8.4)","(31.0, 50.0, 40.666666666666664)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:56.815588,"(6.0, 9.0, 8.4)","(31.0, 50.0, 40.666666666666664)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:57.941194,"(6.0, 9.0, 8.4)","(31.0, 50.0, 40.666666666666664)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:56:59.078295,"(6.5, 9.0, 8.4)","(31.0, 50.0, 40.666666666666664)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:00.199330,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.888888888888886)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:01.294414,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:02.378991,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:03.464417,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:04.605576,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:05.717239,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:06.869825,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.4)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:07.964391,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.781818181818182)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:09.028960,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.781818181818182)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:10.162565,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.769230769230769)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:11.252089,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.769230769230769)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:12.387272,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.769230769230769)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 18.0)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:13.488311,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.769230769230769)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 15.666666666666666)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:14.615769,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.769230769230769)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 15.666666666666666)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:15.759992,"(6.5, 9.0, 8.4)","(31.0, 50.0, 46.0)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.769230769230769)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:16.930429,"(6.5, 9.0, 8.4)","(31.0, 50.0, 43.333333333333336)","(11.0, 18.5, 16.75)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:18.064621,"(6.5, 9.0, 8.4)","(31.0, 50.0, 43.333333333333336)","(11.0, 18.5, 16.75)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:19.166826,"(6.5, 9.0, 8.4)","(31.0, 50.0, 43.333333333333336)","(11.0, 18.5, 16.75)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:20.282929,"(6.5, 9.0, 8.4)","(31.0, 50.0, 43.333333333333336)","(11.0, 18.5, 16.75)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:21.464187,"(6.5, 9.0, 8.4)","(31.0, 50.0, 43.333333333333336)","(11.0, 18.5, 16.75)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:22.599095,"(6.5, 9.0, 8.4)","(31.0, 50.0, 43.333333333333336)","(11.0, 18.5, 16.75)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:23.740300,"(6.5, 9.0, 8.4)","(31.0, 60.0, 49.0)","(11.0, 18.5, 16.75)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:24.785914,"(6.5, 9.0, 8.4)","(31.0, 60.0, 57.77777777777778)","(11.0, 18.5, 16.75)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:25.872069,"(6.5, 9.0, 8.4)","(31.0, 60.0, 54.0)","(11.0, 18.5, 16.75)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:26.977134,"(6.5, 8.8, 8.0)","(31.0, 60.0, 53.6)","(11.0, 18.5, 16.75)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:28.042782,"(6.5, 8.8, 8.0)","(31.0, 60.0, 48.0)","(11.0, 19.5, 16.285714285714285)","(4.2, 8.0, 7.76)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:29.142508,"(6.5, 8.8, 8.0)","(31.0, 60.0, 49.5)","(11.0, 19.5, 16.285714285714285)","(4.2, 8.0, 7.836363636363637)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:30.226745,"(6.5, 8.8, 8.0)","(31.0, 60.0, 49.5)","(11.0, 19.5, 16.285714285714285)","(4.2, 8.0, 7.836363636363637)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:31.301088,"(6.5, 8.8, 8.0)","(31.0, 60.0, 49.5)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.836363636363637)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:32.348247,"(6.5, 8.8, 8.0)","(31.0, 60.0, 49.5)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.836363636363637)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:33.349329,"(6.5, 8.8, 8.0)","(31.0, 60.0, 49.5)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.836363636363637)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:34.430746,"(6.5, 8.8, 8.0)","(31.0, 60.0, 49.5)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.836363636363637)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:35.454152,"(6.5, 8.8, 8.0)","(31.0, 60.0, 49.5)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.836363636363637)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:36.453058,"(6.5, 8.8, 8.0)","(31.0, 60.0, 49.5)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.836363636363637)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
07-01-2023 20:57:37.426756,"(6.5, 8.8, 8.0)","(31.0, 60.0, 49.5)","(11.0, 19.0, 16.142857142857142)","(4.2, 8.0, 7.836363636363637)","(4.4, 5.2, 4.861538461538461)","(2.3, 99999, 99990)","(10.0, 20.0, 17.833333333333332)","(101.0, 230.0, 222.0)"
