,Lieutenant Jack,Hoppers Dream,Mamma Kass,Monsieur Steel,Calculating Dancer,Our Major Jack Nz,Thiswaytothebeach,Trade Whispers
07-01-2023 20:50:50.868882,"(5.5, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.6, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(9.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:50:52.063733,"(5.5, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.6, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(9.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:50:53.236569,"(5.5, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.6, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(9.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:50:54.525326,"(5.5, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(9.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:50:55.715244,"(5.5, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(9.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:50:56.879325,"(5.5, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(9.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:50:57.974880,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:50:59.232432,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:00.498708,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:01.800583,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:03.046316,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:04.317940,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:05.529094,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:06.867981,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:08.134015,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:09.419576,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.266666666666666)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:10.941832,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.685714285714287)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:12.243862,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 40.8)","(11.0, 14.0, 13.685714285714287)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:13.457848,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 41.333333333333336)","(11.0, 14.0, 13.685714285714287)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:14.418159,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 41.333333333333336)","(11.0, 14.0, 13.0)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:15.468033,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 41.333333333333336)","(11.0, 14.0, 13.0)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:16.497528,"(6.0, 7.2, 6.766666666666667)","(26.0, 42.0, 41.333333333333336)","(11.0, 14.0, 13.0)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:17.590688,"(6.0, 7.2, 6.766666666666667)","(26.0, 110.0, 92.5)","(11.0, 14.0, 13.0)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:18.658170,"(6.0, 7.2, 6.766666666666667)","(26.0, 100.0, 85.0)","(11.0, 14.0, 13.0)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:19.768025,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:21.082006,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:22.246072,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:23.378862,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:24.587835,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 9.2, 8.1)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:25.732642,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 9.2, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:26.881770,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:27.959846,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:29.035770,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:30.057163,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:31.043858,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:32.059959,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:33.142007,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:34.209959,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:35.300478,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:36.494310,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:37.525847,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:38.514563,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:39.533760,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 11.4)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:40.649457,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:41.737730,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 58.33333333333333)","(11.0, 14.0, 12.833333333333334)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:42.829365,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 66.0909090909091)","(11.0, 14.0, 12.833333333333334)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:43.879188,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 66.0909090909091)","(11.0, 14.0, 12.833333333333334)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:44.948139,"(6.0, 7.2, 6.766666666666667)","(26.0, 95.0, 66.0909090909091)","(11.0, 14.0, 12.833333333333334)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:46.033332,"(6.0, 7.2, 6.766666666666667)","(26.0, 90.0, 72.0)","(11.0, 15.5, 13.833333333333334)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:47.075548,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 69.14285714285714)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:48.142592,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 69.14285714285714)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:49.237174,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 69.14285714285714)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:50.271586,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 63.2)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:51.285029,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 63.2)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:52.274062,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 52.0)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:53.272430,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 52.0)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:54.237851,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 52.0)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:55.263388,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 52.0)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:56.245722,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 52.0)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:57.540051,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 52.0)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:58.562575,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 52.0)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:51:59.593523,"(6.0, 7.2, 6.766666666666667)","(26.0, 80.0, 52.0)","(11.0, 15.0, 13.0)","(4.4, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.2, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:00.660622,"(6.0, 7.2, 6.766666666666667)","(26.0, 75.0, 60.2)","(11.0, 15.0, 13.0)","(4.2, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:01.841637,"(6.0, 7.2, 6.766666666666667)","(26.0, 75.0, 51.714285714285715)","(11.0, 15.0, 13.0)","(4.2, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:02.943705,"(6.0, 7.2, 6.766666666666667)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.0, 13.0)","(4.2, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:04.029983,"(6.0, 7.2, 6.766666666666667)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.0, 13.0)","(4.2, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:05.119249,"(6.0, 7.2, 6.766666666666667)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.0, 13.0)","(4.2, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:06.142957,"(6.0, 7.2, 6.766666666666667)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.0, 13.0)","(4.2, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:07.168604,"(6.0, 7.2, 6.766666666666667)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.0, 13.833333333333334)","(4.2, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:08.273560,"(6.0, 7.2, 6.766666666666667)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.0, 13.5)","(4.2, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:09.329321,"(6.0, 7.2, 6.766666666666667)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:10.428388,"(6.0, 7.2, 6.766666666666667)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.2)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:11.593144,"(6.0, 7.2, 6.633333333333334)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.0249999999999995)","(4.4, 5.6, 5.21111111111111)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:12.814486,"(6.0, 7.2, 6.633333333333334)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.0249999999999995)","(4.4, 5.6, 5.316216216216215)","(2.25, 99999, 99990)","(10.0, 13.0, 12.5)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:13.997351,"(6.0, 7.2, 6.666666666666667)","(26.0, 70.0, 51.714285714285715)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 4.9)","(2.25, 99999, 99990)","(10.0, 13.0, 12.25)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:15.293721,"(6.0, 7.2, 6.666666666666667)","(26.0, 65.0, 45.333333333333336)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.5, 5.022222222222222)","(2.25, 99999, 99990)","(10.0, 13.0, 12.75)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:16.422543,"(6.0, 7.2, 6.666666666666667)","(26.0, 60.0, 44.0)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 5.022222222222222)","(2.25, 99999, 99990)","(10.0, 13.0, 14.8)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:17.547992,"(6.0, 7.2, 6.666666666666667)","(26.0, 60.0, 40.8)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 5.022222222222222)","(2.25, 99999, 99990)","(10.0, 22.0, 15.333333333333334)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:18.672676,"(6.0, 7.2, 6.666666666666667)","(26.0, 60.0, 40.8)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 4.841666666666667)","(2.25, 99999, 99990)","(10.0, 21.0, 14.333333333333334)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:19.815281,"(6.0, 7.2, 6.666666666666667)","(26.0, 60.0, 40.8)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 4.841666666666667)","(2.25, 99999, 99990)","(10.0, 20.0, 14.333333333333334)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:21.003627,"(6.0, 7.2, 6.666666666666667)","(26.0, 60.0, 40.8)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 4.841666666666667)","(2.25, 99999, 99990)","(10.0, 20.0, 14.333333333333334)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:22.118558,"(6.0, 7.2, 6.666666666666667)","(26.0, 60.0, 40.8)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 4.841666666666667)","(2.25, 99999, 99990)","(10.0, 20.0, 14.333333333333334)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:23.240337,"(6.0, 7.2, 6.666666666666667)","(26.0, 60.0, 40.8)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 4.841666666666667)","(2.25, 99999, 99990)","(10.0, 20.0, 14.333333333333334)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:24.330510,"(6.0, 7.2, 6.666666666666667)","(26.0, 60.0, 38.666666666666664)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 4.841666666666667)","(2.25, 99999, 99990)","(10.0, 20.0, 14.333333333333334)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:25.414889,"(6.0, 7.2, 6.666666666666667)","(26.0, 60.0, 38.666666666666664)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 4.841666666666667)","(2.25, 99999, 99990)","(10.0, 20.0, 14.333333333333334)","(101.0, 200.0, 146.66666666666666)"
07-01-2023 20:52:26.541101,"(6.0, 7.2, 6.666666666666667)","(26.0, 60.0, 38.666666666666664)","(11.0, 15.5, 14.625)","(4.2, 8.6, 7.1066666666666665)","(4.4, 5.6, 4.841666666666667)","(2.25, 99999, 99990)","(10.0, 20.0, 14.333333333333334)","(101.0, 200.0, 146.66666666666666)"
