,Breakaway Mae,Stonewashed,Flashback Jack,Bunt And Run,Crab,More Crackers,Ballina,Precious Honey
08-01-2023 18:38:30.620787,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 365.29411764705884)","(6.0, 9.8, 8.685714285714287)","(81.0, 610.0, 365.29411764705884)","(61.0, 440.0, 212.0)","(21.0, 90.0, 51.14285714285714)","(7.5, 14.5, 13.36)","(1.65, 2.28, 2.165)"
08-01-2023 18:38:31.985746,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 365.29411764705884)","(6.0, 9.8, 8.685714285714287)","(81.0, 610.0, 365.29411764705884)","(61.0, 440.0, 212.0)","(21.0, 90.0, 73.0)","(7.5, 14.5, 13.36)","(1.65, 2.28, 2.165)"
08-01-2023 18:38:33.239902,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 365.29411764705884)","(6.0, 9.8, 8.933333333333334)","(81.0, 610.0, 365.29411764705884)","(61.0, 440.0, 212.0)","(21.0, 90.0, 73.0)","(7.5, 14.5, 13.36)","(1.65, 2.28, 2.165)"
08-01-2023 18:38:34.473282,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.600000000000001)","(81.0, 610.0, 365.29411764705884)","(61.0, 440.0, 212.0)","(21.0, 90.0, 73.0)","(7.5, 14.5, 13.36)","(1.65, 2.28, 2.165)"
08-01-2023 18:38:35.713990,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.600000000000001)","(81.0, 610.0, 365.29411764705884)","(61.0, 440.0, 212.0)","(21.0, 90.0, 73.0)","(7.5, 14.5, 13.36)","(1.65, 2.28, 2.165)"
08-01-2023 18:38:36.995759,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.600000000000001)","(81.0, 610.0, 365.29411764705884)","(61.0, 440.0, 212.0)","(21.0, 90.0, 73.0)","(7.5, 14.5, 13.36)","(1.65, 2.28, 2.165)"
08-01-2023 18:38:38.307540,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.600000000000001)","(81.0, 610.0, 365.29411764705884)","(61.0, 440.0, 212.0)","(21.0, 90.0, 73.0)","(7.5, 14.5, 13.36)","(1.65, 2.28, 2.165)"
08-01-2023 18:38:39.529075,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.600000000000001)","(81.0, 610.0, 365.29411764705884)","(61.0, 440.0, 212.0)","(21.0, 90.0, 73.0)","(7.5, 14.5, 13.36)","(1.65, 2.28, 2.165)"
08-01-2023 18:38:40.757691,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.600000000000001)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 90.0, 40.54545454545455)","(7.5, 14.5, 13.36)","(1.65, 2.28, 2.166666666666667)"
08-01-2023 18:38:41.931329,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.600000000000001)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 90.0, 40.54545454545455)","(7.5, 14.5, 13.36)","(1.65, 2.7, 2.52)"
08-01-2023 18:38:43.163551,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.600000000000001)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 90.0, 40.54545454545455)","(7.5, 14.5, 13.36)","(1.65, 2.66, 2.5300000000000002)"
08-01-2023 18:38:44.399270,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.600000000000001)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 90.0, 40.54545454545455)","(7.5, 14.5, 13.36)","(1.65, 2.66, 2.6333333333333333)"
08-01-2023 18:38:45.698170,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.8, 9.2)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 90.0, 40.54545454545455)","(7.5, 14.5, 13.36)","(1.65, 2.66, 2.6333333333333333)"
08-01-2023 18:38:47.019349,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 9.6, 9.533333333333333)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 90.0, 54.25)","(7.5, 14.5, 13.36)","(1.65, 2.66, 2.182608695652174)"
08-01-2023 18:38:48.304927,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 10.0, 9.533333333333333)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 65.0, 54.25)","(7.5, 14.5, 13.36)","(1.65, 2.48, 2.182608695652174)"
08-01-2023 18:38:49.567533,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 10.0, 9.68888888888889)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 65.0, 54.25)","(7.5, 14.5, 13.36)","(1.65, 2.48, 2.3426666666666667)"
08-01-2023 18:38:50.830082,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 10.0, 9.68888888888889)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 65.0, 54.25)","(7.5, 14.5, 13.36)","(1.65, 2.46, 2.3426666666666667)"
08-01-2023 18:38:51.962075,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 10.0, 9.68888888888889)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 65.0, 54.25)","(7.5, 14.5, 13.36)","(1.65, 2.46, 2.3426666666666667)"
08-01-2023 18:38:53.106090,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 10.0, 9.68888888888889)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 65.0, 54.25)","(7.5, 14.5, 10.4375)","(1.65, 2.46, 2.302857142857143)"
08-01-2023 18:38:54.270247,"(3.2, 4.6, 4.510714285714285)","(81.0, 610.0, 350.0)","(6.0, 10.0, 9.68888888888889)","(81.0, 610.0, 350.0)","(61.0, 440.0, 212.0)","(21.0, 65.0, 54.25)","(7.5, 12.5, 10.0)","(1.65, 2.46, 2.309756097560976)"
08-01-2023 18:38:55.447519,"(3.2, 4.6, 4.553703703703704)","(81.0, 610.0, 350.0)","(6.0, 10.0, 9.784615384615385)","(81.0, 610.0, 350.0)","(61.0, 440.0, 271.1111111111111)","(21.0, 65.0, 54.25)","(7.5, 12.5, 10.0)","(1.65, 2.46, 2.309756097560976)"
08-01-2023 18:38:56.662030,"(3.2, 4.6, 4.517857142857142)","(81.0, 610.0, 350.0)","(6.0, 10.0, 8.411111111111111)","(81.0, 610.0, 350.0)","(61.0, 440.0, 271.1111111111111)","(21.0, 65.0, 54.25)","(7.5, 12.5, 10.0)","(1.65, 2.46, 2.309756097560976)"
08-01-2023 18:38:57.830406,"(3.2, 4.6, 4.233333333333333)","(81.0, 610.0, 350.0)","(6.0, 10.0, 8.411111111111111)","(81.0, 610.0, 350.0)","(61.0, 440.0, 271.1111111111111)","(21.0, 65.0, 54.25)","(7.5, 12.5, 10.0)","(1.65, 2.46, 2.287391304347826)"
08-01-2023 18:38:58.938955,"(3.2, 4.6, 4.233333333333333)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.933333333333334)","(81.0, 610.0, 350.0)","(61.0, 440.0, 271.1111111111111)","(21.0, 65.0, 54.25)","(7.5, 12.5, 10.0)","(1.65, 2.44, 2.287391304347826)"
08-01-2023 18:39:00.044229,"(3.2, 4.6, 4.233333333333333)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.428571428571429)","(81.0, 610.0, 350.0)","(61.0, 440.0, 271.1111111111111)","(21.0, 65.0, 54.25)","(7.5, 12.5, 10.0)","(1.65, 2.44, 2.254857142857143)"
08-01-2023 18:39:01.157679,"(3.2, 4.6, 4.233333333333333)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.428571428571429)","(81.0, 610.0, 350.0)","(61.0, 440.0, 271.1111111111111)","(21.0, 65.0, 54.25)","(7.5, 12.5, 10.0)","(1.65, 2.44, 2.2892)"
08-01-2023 18:39:02.274074,"(3.2, 4.6, 4.324999999999999)","(81.0, 610.0, 350.0)","(6.0, 9.8, 8.3)","(81.0, 610.0, 350.0)","(61.0, 440.0, 271.1111111111111)","(21.0, 65.0, 36.33333333333333)","(7.5, 12.5, 11.5)","(1.65, 2.44, 2.3991304347826086)"
08-01-2023 18:39:03.498053,"(3.2, 4.6, 3.9124999999999996)","(81.0, 610.0, 350.0)","(6.0, 9.6, 8.96)","(81.0, 610.0, 350.0)","(61.0, 430.0, 406.875)","(21.0, 65.0, 30.666666666666664)","(7.5, 12.0, 11.5)","(1.65, 2.42, 2.38)"
08-01-2023 18:39:04.752351,"(3.2, 4.6, 3.6941176470588233)","(81.0, 610.0, 350.0)","(6.0, 10.0, 8.96)","(81.0, 610.0, 350.0)","(61.0, 430.0, 406.875)","(21.0, 48.0, 31.75)","(7.5, 12.0, 11.5)","(1.65, 2.42, 2.38)"
08-01-2023 18:39:06.084886,"(3.2, 4.6, 3.6941176470588233)","(81.0, 610.0, 350.0)","(6.0, 10.0, 8.96)","(81.0, 610.0, 350.0)","(61.0, 430.0, 406.875)","(21.0, 48.0, 31.0)","(7.5, 12.0, 11.5)","(1.65, 2.42, 2.3381818181818184)"
08-01-2023 18:39:07.379812,"(3.2, 4.5, 3.95)","(81.0, 610.0, 350.0)","(6.0, 10.0, 8.96)","(81.0, 610.0, 350.0)","(61.0, 430.0, 406.875)","(21.0, 46.0, 31.0)","(7.5, 12.0, 11.5)","(1.65, 2.42, 2.388)"
08-01-2023 18:39:08.600165,"(3.2, 4.4, 3.95)","(81.0, 610.0, 350.0)","(6.0, 10.0, 8.96)","(81.0, 610.0, 350.0)","(61.0, 430.0, 406.875)","(21.0, 46.0, 31.0)","(7.5, 12.0, 11.666666666666666)","(1.65, 2.42, 2.388)"
08-01-2023 18:39:09.902116,"(3.2, 4.4, 3.95)","(81.0, 610.0, 350.0)","(6.0, 10.0, 8.96)","(81.0, 610.0, 350.0)","(61.0, 430.0, 406.875)","(21.0, 46.0, 32.666666666666664)","(7.5, 12.0, 11.666666666666666)","(1.65, 2.42, 2.388)"
08-01-2023 18:39:11.181468,"(3.2, 4.4, 3.8375000000000004)","(81.0, 610.0, 350.0)","(6.0, 10.0, 8.96)","(81.0, 610.0, 350.0)","(61.0, 430.0, 406.875)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.666666666666666)","(1.65, 2.42, 2.388)"
08-01-2023 18:39:12.552239,"(3.2, 4.4, 3.8375000000000004)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 430.0, 370.5882352941176)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.666666666666666)","(1.65, 2.42, 2.388)"
08-01-2023 18:39:13.863352,"(3.2, 4.4, 3.8375000000000004)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 540.0, 382.66666666666663)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.666666666666666)","(1.65, 2.42, 2.292)"
08-01-2023 18:39:15.200333,"(3.2, 4.4, 3.8375000000000004)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 500.0, 382.1428571428571)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.181818181818182)","(1.65, 2.3, 2.292)"
08-01-2023 18:39:16.677551,"(3.2, 4.4, 3.8375000000000004)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 470.0, 406.92307692307696)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.181818181818182)","(1.65, 2.3, 2.292)"
08-01-2023 18:39:17.973751,"(3.2, 4.4, 3.8375000000000004)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 470.0, 341.875)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.181818181818182)","(1.65, 2.3, 2.2907692307692304)"
08-01-2023 18:39:19.349093,"(3.2, 4.4, 3.8375000000000004)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 470.0, 398.46153846153845)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.181818181818182)","(1.65, 2.3, 2.2907692307692304)"
08-01-2023 18:39:20.869304,"(3.2, 4.4, 4.1)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 460.0, 398.46153846153845)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.181818181818182)","(1.65, 2.3, 2.34)"
08-01-2023 18:39:22.359445,"(3.2, 4.5, 4.1)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 460.0, 398.46153846153845)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.181818181818182)","(1.65, 2.42, 2.373333333333333)"
08-01-2023 18:39:23.835956,"(3.2, 4.5, 4.1)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 460.0, 398.46153846153845)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.181818181818182)","(1.65, 2.4, 2.373333333333333)"
08-01-2023 18:39:25.171519,"(3.2, 4.5, 4.1)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 460.0, 398.46153846153845)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.4)","(1.65, 2.4, 2.373333333333333)"
08-01-2023 18:39:26.435479,"(3.2, 4.5, 4.1)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 460.0, 398.46153846153845)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.4)","(1.65, 2.4, 2.3777777777777778)"
08-01-2023 18:39:27.763756,"(3.2, 4.6, 4.16)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 460.0, 398.46153846153845)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.4)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:29.123325,"(3.2, 4.6, 3.971428571428571)","(81.0, 610.0, 347.5)","(6.0, 10.0, 8.96)","(81.0, 610.0, 347.5)","(61.0, 460.0, 398.46153846153845)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.4)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:30.437092,"(3.2, 4.6, 4.25)","(81.0, 610.0, 143.33333333333334)","(6.0, 10.0, 8.96)","(81.0, 610.0, 143.33333333333334)","(61.0, 460.0, 220.76923076923077)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 10.6)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:31.766190,"(3.2, 4.5, 4.25)","(81.0, 610.0, 256.66666666666663)","(6.0, 10.0, 8.96)","(81.0, 610.0, 256.66666666666663)","(61.0, 440.0, 220.76923076923077)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.533333333333333)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:33.083164,"(3.2, 4.5, 4.25)","(81.0, 600.0, 256.66666666666663)","(6.0, 10.0, 8.96)","(81.0, 600.0, 256.66666666666663)","(61.0, 440.0, 209.28571428571428)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.533333333333333)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:34.466080,"(3.2, 4.5, 4.275)","(81.0, 600.0, 256.66666666666663)","(6.0, 10.0, 8.96)","(81.0, 600.0, 256.66666666666663)","(61.0, 440.0, 238.125)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.533333333333333)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:35.735704,"(3.2, 4.5, 4.46304347826087)","(81.0, 600.0, 256.66666666666663)","(6.0, 10.0, 8.96)","(81.0, 600.0, 256.66666666666663)","(61.0, 440.0, 238.125)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.533333333333333)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:37.010893,"(3.2, 4.5, 4.46304347826087)","(81.0, 600.0, 256.66666666666663)","(6.0, 10.0, 8.96)","(81.0, 600.0, 256.66666666666663)","(61.0, 440.0, 238.125)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.533333333333333)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:38.370478,"(3.2, 4.5, 4.46304347826087)","(81.0, 600.0, 256.66666666666663)","(6.0, 10.0, 8.96)","(81.0, 600.0, 342.5)","(61.0, 440.0, 238.125)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.533333333333333)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:39.636886,"(3.2, 4.5, 4.46304347826087)","(81.0, 600.0, 256.66666666666663)","(6.0, 10.0, 8.96)","(81.0, 600.0, 342.5)","(61.0, 440.0, 238.125)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.533333333333333)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:40.968075,"(3.2, 4.5, 4.46304347826087)","(81.0, 600.0, 256.66666666666663)","(6.0, 10.0, 8.96)","(81.0, 600.0, 342.5)","(61.0, 440.0, 238.125)","(21.0, 46.0, 36.769230769230774)","(7.5, 12.0, 11.533333333333333)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:42.237808,"(3.2, 4.5, 4.46304347826087)","(81.0, 600.0, 256.66666666666663)","(6.0, 10.0, 8.96)","(81.0, 600.0, 342.5)","(61.0, 440.0, 238.125)","(21.0, 46.0, 33.22222222222222)","(7.5, 12.0, 11.533333333333333)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:43.534765,"(3.2, 4.5, 4.46304347826087)","(81.0, 600.0, 256.66666666666663)","(6.0, 10.0, 9.244444444444444)","(81.0, 600.0, 342.5)","(61.0, 440.0, 238.125)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.6)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:44.793134,"(3.2, 4.6, 4.486)","(81.0, 600.0, 256.66666666666663)","(6.0, 10.0, 7.92)","(81.0, 600.0, 342.5)","(61.0, 440.0, 406.875)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.6)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:46.001072,"(3.2, 4.6, 4.486)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.345454545454546)","(81.0, 600.0, 342.5)","(61.0, 430.0, 406.875)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.6)","(1.65, 2.4, 2.37)"
08-01-2023 18:39:47.273248,"(3.2, 4.6, 4.486)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.8, 8.399999999999999)","(81.0, 600.0, 342.5)","(61.0, 430.0, 397.5)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 10.96)","(1.65, 2.4, 2.36)"
08-01-2023 18:39:48.443839,"(3.2, 4.6, 4.4937499999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 7.92)","(81.0, 600.0, 342.5)","(61.0, 420.0, 397.5)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.4)","(1.65, 2.38, 2.311111111111111)"
08-01-2023 18:39:49.711528,"(3.2, 4.6, 4.199999999999999)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 7.92)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.24)"
08-01-2023 18:39:50.934013,"(3.2, 4.6, 4.511111111111111)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 7.92)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.285)"
08-01-2023 18:39:52.153023,"(3.2, 4.6, 4.4399999999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.2894117647058825)"
08-01-2023 18:39:53.303863,"(3.2, 4.6, 4.4399999999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.2894117647058825)"
08-01-2023 18:39:54.479660,"(3.2, 4.6, 4.4399999999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.2894117647058825)"
08-01-2023 18:39:55.622595,"(3.2, 4.6, 4.4399999999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.2894117647058825)"
08-01-2023 18:39:56.843934,"(3.2, 4.6, 4.4399999999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.2894117647058825)"
08-01-2023 18:39:57.976864,"(3.2, 4.6, 4.4399999999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.2894117647058825)"
08-01-2023 18:39:59.106865,"(3.2, 4.6, 4.4399999999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.2894117647058825)"
08-01-2023 18:40:00.311852,"(3.2, 4.6, 4.4399999999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.2894117647058825)"
08-01-2023 18:40:01.383517,"(3.2, 4.6, 4.4399999999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 342.5)","(61.0, 420.0, 331.25)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.2894117647058825)"
08-01-2023 18:40:02.501902,"(3.2, 4.6, 4.4399999999999995)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 256.66666666666663)","(61.0, 420.0, 278.0)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.2894117647058825)"
08-01-2023 18:40:03.739888,"(3.2, 4.6, 4.3)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 256.66666666666663)","(61.0, 420.0, 168.5)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 11.52)","(1.65, 2.36, 2.3249999999999997)"
08-01-2023 18:40:04.914397,"(3.2, 4.6, 4.522222222222222)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 8.1)","(81.0, 600.0, 256.66666666666663)","(61.0, 410.0, 163.57142857142856)","(21.0, 46.0, 37.15384615384615)","(7.5, 12.0, 10.44)","(1.65, 2.34, 2.3066666666666666)"
08-01-2023 18:40:06.081608,"(3.2, 4.6, 4.47)","(81.0, 600.0, 256.66666666666663)","(6.0, 9.6, 7.111111111111111)","(81.0, 600.0, 292.5)","(61.0, 410.0, 334.0)","(21.0, 46.0, 32.2)","(7.5, 12.0, 10.44)","(1.65, 2.32, 2.3066666666666666)"
08-01-2023 18:40:07.214831,"(3.2, 4.6, 4.507142857142857)","(81.0, 500.0, 292.5)","(6.0, 9.6, 7.111111111111111)","(81.0, 500.0, 292.5)","(61.0, 400.0, 318.75)","(21.0, 46.0, 31.761904761904763)","(7.5, 12.0, 10.093333333333334)","(1.65, 2.32, 2.2757894736842106)"
08-01-2023 18:40:08.327411,"(3.2, 4.6, 4.55)","(81.0, 500.0, 292.5)","(6.0, 9.4, 7.775)","(81.0, 500.0, 292.5)","(61.0, 400.0, 264.0)","(21.0, 46.0, 41.66666666666667)","(7.5, 12.0, 9.887500000000001)","(1.65, 2.36, 2.1920833333333336)"
08-01-2023 18:40:09.469078,"(3.2, 4.6, 4.5458333333333325)","(81.0, 500.0, 292.5)","(6.0, 9.4, 8.45)","(81.0, 500.0, 292.5)","(61.0, 390.0, 140.35714285714286)","(21.0, 44.0, 26.897435897435898)","(7.5, 12.0, 9.887500000000001)","(1.65, 2.3, 2.196744186046512)"
08-01-2023 18:40:10.619053,"(3.2, 4.6, 4.5458333333333325)","(81.0, 500.0, 292.5)","(6.0, 9.0, 8.657142857142857)","(81.0, 500.0, 292.5)","(61.0, 380.0, 192.0)","(21.0, 42.0, 26.675675675675677)","(7.5, 12.0, 9.733333333333334)","(1.65, 2.3, 2.2072727272727275)"
08-01-2023 18:40:11.813649,"(3.2, 4.6, 4.5458333333333325)","(81.0, 500.0, 292.5)","(6.0, 9.0, 8.657142857142857)","(81.0, 500.0, 292.5)","(61.0, 360.0, 177.72727272727275)","(21.0, 40.0, 34.55555555555556)","(7.5, 12.0, 11.15)","(1.65, 2.28, 2.2072727272727275)"
08-01-2023 18:40:13.030662,"(3.2, 4.6, 4.5458333333333325)","(81.0, 500.0, 292.5)","(6.0, 9.2, 8.018181818181818)","(81.0, 500.0, 292.5)","(61.0, 340.0, 281.0)","(21.0, 36.0, 34.55555555555556)","(7.5, 11.5, 11.15)","(1.65, 2.28, 2.230769230769231)"
08-01-2023 18:40:14.129062,"(3.2, 4.6, 4.5458333333333325)","(81.0, 500.0, 292.5)","(6.0, 9.0, 8.657142857142857)","(81.0, 500.0, 292.5)","(61.0, 330.0, 281.0)","(21.0, 36.0, 34.55555555555556)","(7.5, 11.5, 11.15)","(1.65, 2.28, 2.223529411764706)"
08-01-2023 18:40:15.210991,"(3.2, 4.6, 4.5)","(81.0, 500.0, 292.5)","(6.0, 9.0, 8.657142857142857)","(81.0, 500.0, 292.5)","(61.0, 330.0, 229.28571428571428)","(21.0, 36.0, 32.166666666666664)","(7.5, 11.5, 11.04)","(1.65, 2.28, 2.223529411764706)"
08-01-2023 18:40:16.562610,"(3.2, 4.6, 4.5458333333333325)","(81.0, 500.0, 292.5)","(6.0, 8.6, 7.799999999999999)","(81.0, 500.0, 292.5)","(61.0, 330.0, 267.0)","(21.0, 34.0, 32.166666666666664)","(7.5, 11.5, 11.04)","(1.65, 2.28, 2.223529411764706)"
