,Breakaway Mae,Stonewashed,Flashback Jack,Bunt And Run,Crab,More Crackers,Ballina,Precious Honey
08-01-2023 18:42:35.812884,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 200.0, 160.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.14, 2.1)"
08-01-2023 18:42:36.885410,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 200.0, 160.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.14, 2.1)"
08-01-2023 18:42:37.893731,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 200.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.14, 2.0529411764705885)"
08-01-2023 18:42:38.882651,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.0485714285714285)"
08-01-2023 18:42:39.888439,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.0485714285714285)"
08-01-2023 18:42:40.952181,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.0485714285714285)"
08-01-2023 18:42:42.038613,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.0485714285714285)"
08-01-2023 18:42:43.087071,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0485714285714285)"
08-01-2023 18:42:44.061953,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0485714285714285)"
08-01-2023 18:42:45.108956,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:46.231290,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:47.335607,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:48.409523,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:49.496534,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 139.16666666666669)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:50.532225,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 150.0, 144.0909090909091)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:51.689910,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 130.0, 125.9090909090909)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:52.776753,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 130.0, 122.5)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:53.840178,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 130.0, 121.81818181818181)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:54.813645,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 130.0, 121.81818181818181)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:55.790084,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 232.77777777777777)","(6.0, 7.8, 7.4)","(81.0, 130.0, 121.81818181818181)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:56.859985,"(3.2, 4.5, 4.183720930232558)","(101.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(81.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.16, 2.0778947368421052)"
08-01-2023 18:42:58.127115,"(3.2, 4.5, 4.183720930232558)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.1042857142857145)"
08-01-2023 18:42:59.274469,"(3.2, 4.4, 4.258823529411765)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.106206896551724)"
08-01-2023 18:43:00.411556,"(3.2, 4.4, 4.258823529411765)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.106206896551724)"
08-01-2023 18:43:01.536072,"(3.2, 4.4, 4.258823529411765)","(81.0, 250.0, 234.5)","(6.0, 7.8, 7.4)","(71.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.106206896551724)"
08-01-2023 18:43:02.638739,"(3.2, 4.4, 4.258823529411765)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.106206896551724)"
08-01-2023 18:43:03.695734,"(3.2, 4.4, 4.228571428571429)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.106206896551724)"
08-01-2023 18:43:04.664153,"(3.2, 4.4, 4.228571428571429)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.106206896551724)"
08-01-2023 18:43:05.725162,"(3.2, 4.4, 4.228571428571429)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.106206896551724)"
08-01-2023 18:43:06.889507,"(3.2, 4.4, 4.228571428571429)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.106206896551724)"
08-01-2023 18:43:08.018431,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 180.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 111.25)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.106206896551724)"
08-01-2023 18:43:09.162608,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 180.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 113.63636363636363)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.106206896551724)"
08-01-2023 18:43:10.130181,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 180.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 113.63636363636363)","(61.0, 190.0, 155.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.104)"
08-01-2023 18:43:11.150874,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 180.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 113.63636363636363)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.104)"
08-01-2023 18:43:12.236367,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 180.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 113.63636363636363)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.104)"
08-01-2023 18:43:13.300235,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 180.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 113.63636363636363)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.104)"
08-01-2023 18:43:14.404726,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 180.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 110.45454545454545)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.16, 2.1452631578947368)"
08-01-2023 18:43:15.429649,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 180.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 110.45454545454545)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.1452631578947368)"
08-01-2023 18:43:16.462824,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 120.0, 95.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.108235294117647)"
08-01-2023 18:43:17.480579,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 110.0, 98.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.108235294117647)"
08-01-2023 18:43:18.519153,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 110.0, 98.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.15125)"
08-01-2023 18:43:19.518719,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 110.0, 98.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.15125)"
08-01-2023 18:43:20.889055,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 110.0, 98.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.15125)"
08-01-2023 18:43:22.178066,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 175.0)","(6.0, 7.8, 7.4)","(71.0, 110.0, 98.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.15125)"
08-01-2023 18:43:23.316979,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 98.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.15125)"
08-01-2023 18:43:24.445024,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 98.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.15125)"
08-01-2023 18:43:25.587262,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 98.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.15125)"
08-01-2023 18:43:26.704333,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 98.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.610526315789473)","(1.65, 2.2, 2.15125)"
08-01-2023 18:43:27.760299,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 98.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.505882352941176)","(1.65, 2.2, 2.1836363636363636)"
08-01-2023 18:43:28.822611,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 100.0)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.473684210526315)","(1.65, 2.2, 2.1908333333333334)"
08-01-2023 18:43:29.916410,"(3.2, 4.4, 4.169230769230769)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 96.66666666666667)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.473684210526315)","(1.65, 2.22, 2.194545454545455)"
08-01-2023 18:43:30.986939,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 96.66666666666667)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.416666666666666)","(1.65, 2.2, 2.166666666666667)"
08-01-2023 18:43:32.151924,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.416666666666666)","(1.65, 2.2, 2.181818181818182)"
08-01-2023 18:43:33.245505,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.416666666666666)","(1.65, 2.2, 2.181818181818182)"
08-01-2023 18:43:34.336685,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.571428571428571)","(1.65, 2.2, 2.166666666666667)"
08-01-2023 18:43:35.364363,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.571428571428571)","(1.65, 2.2, 2.166666666666667)"
08-01-2023 18:43:36.437775,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.571428571428571)","(1.65, 2.2, 2.166666666666667)"
08-01-2023 18:43:37.425746,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.571428571428571)","(1.65, 2.2, 2.166666666666667)"
08-01-2023 18:43:38.511853,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 238.92857142857142)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.571428571428571)","(1.65, 2.2, 2.166666666666667)"
08-01-2023 18:43:39.665423,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.5, 9.833333333333334)","(1.65, 2.2, 2.1545454545454548)"
08-01-2023 18:43:40.671179,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 180.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.1545454545454548)"
08-01-2023 18:43:41.677949,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 180.0, 177.5)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.1545454545454548)"
08-01-2023 18:43:43.025341,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 200.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.88888888888889)","(1.65, 2.22, 2.1545454545454548)"
08-01-2023 18:43:44.153860,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.1500000000000004)"
08-01-2023 18:43:45.252619,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.166666666666667)"
08-01-2023 18:43:46.491311,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.18)"
08-01-2023 18:43:47.618418,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.18)"
08-01-2023 18:43:48.666235,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.18)"
08-01-2023 18:43:49.724682,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.183076923076923)"
08-01-2023 18:43:50.917329,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.183076923076923)"
08-01-2023 18:43:52.073179,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.183076923076923)"
08-01-2023 18:43:53.107898,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.183076923076923)"
08-01-2023 18:43:54.141415,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.183076923076923)"
08-01-2023 18:43:55.520717,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 150.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.183076923076923)"
08-01-2023 18:43:56.717367,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 210.0, 160.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.183076923076923)"
08-01-2023 18:43:57.874511,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 200.0, 160.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.833333333333334)","(1.65, 2.22, 2.183076923076923)"
08-01-2023 18:43:59.116549,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 239.66666666666669)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 200.0, 187.14285714285714)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.666666666666666)","(1.65, 2.22, 2.183076923076923)"
08-01-2023 18:44:00.205291,"(3.2, 4.4, 4.13157894736842)","(81.0, 250.0, 230.0)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 200.0, 160.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.25)","(1.65, 2.22, 2.16)"
08-01-2023 18:44:01.404624,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 232.5)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 200.0, 160.0)","(20.0, 28.0, 23.76923076923077)","(7.5, 10.0, 9.25)","(1.65, 2.22, 2.16)"
08-01-2023 18:44:02.563628,"(3.2, 4.4, 4.135294117647058)","(81.0, 250.0, 232.5)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 200.0, 160.0)","(20.0, 28.0, 25.9375)","(7.5, 10.0, 9.9)","(1.65, 2.22, 2.1350000000000002)"
08-01-2023 18:44:03.682259,"(3.2, 4.4, 4.228571428571429)","(81.0, 250.0, 234.44444444444446)","(6.0, 7.8, 7.4)","(71.0, 110.0, 104.44444444444444)","(61.0, 200.0, 160.0)","(20.0, 28.0, 26.263157894736842)","(7.5, 10.0, 9.945454545454545)","(1.65, 2.16, 2.1171428571428574)"
08-01-2023 18:44:04.974088,"(3.2, 4.4, 4.263636363636364)","(81.0, 250.0, 234.44444444444446)","(6.0, 7.8, 7.581818181818182)","(71.0, 110.0, 104.44444444444444)","(61.0, 170.0, 145.0)","(20.0, 28.0, 26.263157894736842)","(7.5, 10.0, 9.9)","(1.65, 2.16, 2.1171428571428574)"
08-01-2023 18:44:06.212168,"(3.2, 4.4, 4.223529411764706)","(81.0, 250.0, 234.44444444444446)","(6.0, 7.8, 7.581818181818182)","(71.0, 110.0, 106.42857142857143)","(61.0, 170.0, 145.0)","(20.0, 28.0, 26.263157894736842)","(7.5, 10.0, 9.945454545454545)","(1.65, 2.16, 2.1171428571428574)"
