,Acapulco,Why Not Emily,Talent Show,Barts Girl,Cindys Pride,Chi Foose
08-12-2022 13:40:19.277416,"(4.0, 8.8, 8.200000000000001)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.6, 3.435714285714286)","(10.0, 19.5, 15.25)","(1.95, 2.54, 2.022)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:20.390146,"(4.0, 8.8, 8.200000000000001)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.65, 3.435714285714286)","(10.0, 19.5, 15.25)","(1.95, 2.54, 2.0176744186046514)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:21.398416,"(4.0, 8.8, 8.200000000000001)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.65, 3.435714285714286)","(10.0, 19.5, 15.25)","(1.95, 2.52, 2.02)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:22.501641,"(4.0, 8.8, 8.02)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.65, 3.38125)","(10.0, 19.5, 15.458333333333334)","(1.95, 2.5, 2.13)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:23.699884,"(4.0, 8.8, 8.02)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.6, 3.4035714285714285)","(10.0, 19.0, 15.964285714285714)","(1.95, 2.48, 2.1466666666666665)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:24.933340,"(4.0, 8.8, 8.200000000000001)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.6, 3.3708333333333336)","(10.0, 19.0, 17.236842105263158)","(1.95, 2.48, 2.068235294117647)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:26.037574,"(4.0, 8.8, 8.200000000000001)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.6, 3.3884615384615384)","(10.0, 18.5, 16.454545454545453)","(1.95, 2.48, 2.068235294117647)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:27.172053,"(4.0, 8.8, 8.200000000000001)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.6, 3.3884615384615384)","(10.0, 18.5, 14.10344827586207)","(1.95, 2.48, 2.0142857142857142)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:28.363068,"(4.0, 8.8, 8.02)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.7, 3.42)","(10.0, 18.5, 14.10344827586207)","(1.95, 2.46, 2.0142857142857142)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:29.725374,"(4.0, 8.8, 8.200000000000001)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.7, 3.3833333333333333)","(10.0, 18.5, 14.10344827586207)","(1.95, 2.46, 2.0142857142857142)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:30.864002,"(4.0, 8.8, 8.200000000000001)","(31.0, 180.0, 168.16666666666669)","(2.7, 3.65, 3.3833333333333333)","(10.0, 18.5, 14.10344827586207)","(1.95, 2.46, 2.0292857142857144)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:32.200501,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.65, 3.435714285714286)","(10.0, 18.5, 14.10344827586207)","(1.95, 2.44, 2.0292857142857144)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:33.386115,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.65, 3.435714285714286)","(10.0, 18.5, 14.10344827586207)","(1.95, 2.44, 2.0121951219512195)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:34.740246,"(4.0, 8.8, 8.02)","(31.0, 170.0, 110.6)","(2.7, 3.65, 3.3884615384615384)","(10.0, 18.5, 14.10344827586207)","(1.95, 2.42, 2.0012903225806453)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:36.042293,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.6, 3.3708333333333336)","(10.0, 18.5, 14.10344827586207)","(1.95, 2.42, 2.0093023255813955)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:37.278274,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.6, 3.3708333333333336)","(10.0, 18.5, 13.727272727272727)","(1.95, 2.4, 2.0093023255813955)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:38.625339,"(4.0, 8.8, 8.02)","(31.0, 170.0, 110.6)","(2.7, 3.6, 3.3884615384615384)","(10.0, 18.5, 13.727272727272727)","(1.95, 2.4, 2.00625)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:39.877139,"(4.0, 8.8, 8.02)","(31.0, 170.0, 110.6)","(2.7, 3.6, 3.435714285714286)","(10.0, 18.5, 13.727272727272727)","(1.95, 2.4, 2.0085714285714285)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:41.063656,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.65, 3.3884615384615384)","(10.0, 18.5, 13.727272727272727)","(1.95, 2.38, 2.007142857142857)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:42.164703,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.6, 3.3884615384615384)","(10.0, 18.5, 13.727272727272727)","(1.95, 2.36, 2.0185714285714287)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:43.296651,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.6, 3.3708333333333336)","(10.0, 18.5, 13.727272727272727)","(1.95, 2.34, 2.0185714285714287)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:44.478526,"(4.0, 8.8, 8.02)","(31.0, 170.0, 110.6)","(2.7, 3.6, 3.3708333333333336)","(10.0, 18.5, 13.727272727272727)","(1.95, 2.34, 2.0185714285714287)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:45.671430,"(4.0, 8.8, 8.02)","(31.0, 170.0, 110.6)","(2.7, 3.6, 3.3884615384615384)","(10.0, 18.5, 13.727272727272727)","(1.95, 2.34, 2.0055)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:46.835617,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.6, 3.42)","(10.0, 18.5, 13.727272727272727)","(1.95, 2.32, 2.0055)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:47.989912,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.7, 3.396153846153846)","(10.0, 18.5, 13.727272727272727)","(1.95, 2.32, 2.0055)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:49.475462,"(4.0, 8.8, 8.02)","(31.0, 170.0, 110.6)","(2.7, 3.65, 3.3833333333333333)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.32, 2.031)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:50.820079,"(4.0, 8.8, 8.02)","(31.0, 170.0, 110.6)","(2.7, 3.65, 3.3833333333333333)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.32, 2.004)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:52.158922,"(4.0, 8.8, 8.02)","(31.0, 170.0, 110.6)","(2.7, 3.65, 3.4115384615384614)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.3, 2.004)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:53.257961,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.75, 3.3833333333333333)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.3, 2.04)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:54.357691,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.7, 3.3833333333333333)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.28, 2.0146153846153845)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:55.506589,"(4.0, 8.8, 8.02)","(31.0, 170.0, 110.6)","(2.7, 3.7, 3.3833333333333333)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.28, 2.013333333333333)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:56.638298,"(4.0, 8.8, 8.02)","(31.0, 170.0, 110.6)","(2.7, 3.7, 3.49)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.28, 2.000487804878049)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:57.806682,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 110.6)","(2.7, 3.65, 3.4136363636363636)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.26, 2.000487804878049)","(51.0, 380.0, 252.0)"
08-12-2022 13:40:58.981520,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 98.5)","(2.7, 3.7, 3.3815789473684212)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.26, 2.02)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:00.150839,"(4.0, 8.8, 8.200000000000001)","(31.0, 170.0, 98.5)","(2.7, 3.65, 3.37)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.26, 2.02)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:01.301324,"(4.0, 8.8, 8.02)","(31.0, 170.0, 98.5)","(2.7, 3.65, 3.37)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.26, 2.013913043478261)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:02.452266,"(4.0, 8.8, 8.02)","(31.0, 170.0, 98.5)","(2.7, 3.65, 3.3815789473684212)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.24, 1.9934482758620689)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:03.508390,"(4.0, 8.8, 8.200000000000001)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.65, 3.3815789473684212)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.24, 1.9934482758620689)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:04.604050,"(4.0, 8.8, 8.200000000000001)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.65, 3.425)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.24, 1.9934482758620689)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:05.739858,"(4.0, 8.8, 7.633333333333334)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.65, 3.3884615384615384)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.24, 2.0005263157894735)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:06.895486,"(4.0, 9.0, 7.766666666666667)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.3884615384615384)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.24, 2.028)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:08.024245,"(4.0, 9.0, 8.4)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.3884615384615384)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.22, 1.996)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:09.098766,"(4.0, 9.0, 8.55)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.3884615384615384)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.22, 1.996)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:10.172541,"(4.0, 9.0, 8.55)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.65, 3.45)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.22, 1.996)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:11.312335,"(4.0, 9.0, 8.55)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.65, 3.4035714285714285)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.22, 2.0088)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:12.407016,"(4.0, 9.0, 7.800000000000001)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.22, 2.0076923076923077)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:13.492954,"(4.0, 9.0, 7.800000000000001)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.22, 1.996923076923077)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:14.587435,"(4.0, 9.0, 8.5625)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.2, 1.996923076923077)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:15.634986,"(4.0, 9.0, 8.5625)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.65, 3.45)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.2, 1.996923076923077)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:16.739635,"(4.0, 9.0, 8.5625)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.2, 2.0147368421052634)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:17.804946,"(4.0, 9.0, 7.833333333333334)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.2, 2.0147368421052634)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:18.871610,"(4.0, 9.0, 7.833333333333334)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.45)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.18, 1.9957894736842106)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:19.960814,"(4.0, 9.0, 8.575)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.65, 3.45)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.18, 1.9953846153846153)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:21.122367,"(4.0, 9.0, 8.575)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.65, 3.4035714285714285)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.18, 2.0)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:22.327658,"(4.0, 9.0, 8.575)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.38)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.16, 2.0008695652173913)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:23.446698,"(4.0, 9.0, 7.866666666666667)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.38)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.14, 1.9933333333333334)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:24.518551,"(4.0, 9.0, 7.866666666666667)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.38)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.14, 1.9933333333333334)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:25.480223,"(4.0, 9.0, 8.5875)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.14, 1.9933333333333334)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:26.567245,"(4.0, 9.0, 8.5875)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.45)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.14, 2.01)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:27.739624,"(4.0, 9.0, 8.5875)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.65, 3.45)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.14, 2.01)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:28.899837,"(4.0, 9.0, 7.9)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.65, 3.4035714285714285)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.14, 1.9982608695652173)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:29.808526,"(4.0, 9.0, 6.207692307692308)","(31.0, 160.0, 133.85714285714283)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.88888888888889)","(1.95, 2.12, 1.9982608695652173)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:30.928335,"(4.0, 8.8, 8.525)","(31.0, 150.0, 115.0)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.78)","(1.95, 2.12, 1.994)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:32.028830,"(4.0, 8.8, 7.410526315789474)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.45)","(10.0, 18.5, 11.78)","(1.95, 2.12, 2.0220000000000002)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:33.163576,"(4.0, 8.8, 7.410526315789474)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.65, 3.45)","(10.0, 18.5, 11.78)","(1.95, 2.12, 2.0220000000000002)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:34.417076,"(4.0, 8.8, 6.741935483870967)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.65, 3.4035714285714285)","(10.0, 18.5, 11.78)","(1.95, 2.12, 1.9938461538461538)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:35.613625,"(4.0, 8.6, 6.810526315789473)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.78)","(1.95, 2.1, 1.9938461538461538)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:36.940669,"(4.0, 8.6, 6.6952380952380945)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.78)","(1.95, 2.1, 1.9938461538461538)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:37.927595,"(4.0, 8.6, 7.0)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.78)","(1.95, 2.1, 2.04)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:38.957729,"(4.0, 8.6, 7.057142857142857)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.65, 3.414285714285714)","(10.0, 18.5, 11.78)","(1.95, 2.1, 2.0220000000000002)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:40.011731,"(4.0, 8.4, 7.075862068965517)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 11.78)","(1.95, 2.12, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:41.072651,"(4.0, 8.4, 6.7384615384615385)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 13.40909090909091)","(1.95, 2.1, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:42.175357,"(4.0, 8.2, 7.266666666666667)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.1, 1.9938461538461538)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:43.222574,"(4.0, 8.2, 7.059259259259259)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.1, 1.9938461538461538)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:44.296464,"(4.0, 8.2, 7.059259259259259)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.65, 3.414285714285714)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.1, 2.0220000000000002)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:45.383185,"(4.0, 8.0, 7.072727272727272)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.12, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:46.449444,"(4.0, 8.0, 6.69655172413793)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.1, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:47.482079,"(4.0, 8.0, 6.69655172413793)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.1, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:48.500379,"(4.0, 7.8, 7.0777777777777775)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.65, 3.45)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.1, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:49.617861,"(4.0, 7.8, 7.0777777777777775)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.65, 3.4035714285714285)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.1, 2.0220000000000002)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:50.729466,"(4.0, 7.6, 6.9904761904761905)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.12, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:51.765811,"(4.0, 7.6, 6.683333333333333)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.1, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:52.690269,"(4.0, 7.6, 6.683333333333333)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 18.5, 13.40909090909091)","(1.9, 2.1, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:53.693227,"(4.0, 7.6, 7.035294117647059)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.65, 3.45)","(10.0, 18.0, 16.0)","(1.9, 2.1, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:54.846983,"(4.0, 7.6, 7.035294117647059)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.65, 3.45)","(10.0, 18.0, 16.0)","(1.9, 2.1, 2.0220000000000002)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:55.986258,"(4.0, 7.6, 7.035294117647059)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.65, 3.4035714285714285)","(10.0, 18.0, 16.0)","(1.9, 2.12, 2.0220000000000002)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:57.067671,"(4.0, 7.6, 7.035294117647059)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4035714285714285)","(10.0, 17.5, 16.0)","(1.9, 2.12, 1.9956521739130435)","(51.0, 380.0, 252.0)"
08-12-2022 13:41:58.109995,"(4.2, 7.6, 6.8)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.38)","(10.0, 17.5, 13.5)","(1.95, 2.1, 1.9956521739130435)","(61.0, 380.0, 252.0)"
08-12-2022 13:41:59.093236,"(4.2, 7.4, 6.957894736842105)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.38)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.1, 1.9956521739130435)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:00.275667,"(4.2, 7.4, 6.957894736842105)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.3708333333333336)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.1, 1.9956521739130435)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:01.418723,"(4.2, 7.4, 6.957894736842105)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.3708333333333336)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.1, 2.02)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:02.471634,"(4.2, 7.4, 7.133333333333334)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.3708333333333336)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.14, 2.02)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:03.700628,"(4.2, 7.6, 6.85)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.392857142857143)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.14, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:04.798179,"(4.2, 7.6, 7.163636363636363)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.55, 3.392857142857143)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:06.023088,"(4.2, 7.6, 7.163636363636363)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.55, 3.392857142857143)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:07.046989,"(4.2, 7.6, 7.022222222222222)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.55, 3.392857142857143)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 2.02)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:07.979635,"(4.2, 7.6, 6.733333333333333)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.5375)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.14, 2.02)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:08.971337,"(4.2, 7.6, 6.733333333333333)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.14, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:10.058996,"(4.2, 7.4, 7.0)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:11.122950,"(4.2, 7.4, 7.0)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:12.149272,"(4.2, 7.4, 7.0)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 2.02)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:13.053713,"(4.2, 7.6, 7.022222222222222)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.5375)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.14, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:14.042105,"(4.2, 7.6, 6.85)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.3702702702702703)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:15.098195,"(4.2, 7.6, 6.85)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.3702702702702703)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:16.192206,"(4.2, 7.6, 6.85)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:17.143488,"(4.2, 7.6, 7.022222222222222)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 1.9982608695652173)","(61.0, 380.0, 252.0)"
08-12-2022 13:42:18.058189,"(4.2, 7.6, 6.973913043478261)","(31.0, 150.0, 120.13333333333334)","(2.7, 3.6, 3.4)","(10.0, 17.5, 13.136363636363637)","(1.95, 2.12, 1.9982608695652173)","(61.0, 380.0, 252.0)"
