,Smart Houdini,Gold Fillings,Any Given Sunday,Baccarat Boy,Wheres The Pub,Brockie Magic,Samsons Delilah
162,"[datetime.datetime(2022, 11, 28, 20, 29, 25, 29799), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 25, 29799), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 25, 29799), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 25, 29799), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 25, 29799), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 29, 25, 29799), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 25, 29799), 5.0, 16.5]"
163,"[datetime.datetime(2022, 11, 28, 20, 29, 26, 155573), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 26, 155573), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 26, 155573), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 26, 155573), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 26, 155573), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 29, 26, 155573), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 26, 155573), 5.0, 16.5]"
164,"[datetime.datetime(2022, 11, 28, 20, 29, 27, 296308), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 27, 296308), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 27, 296308), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 27, 296308), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 27, 296308), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 29, 27, 296308), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 27, 296308), 5.0, 16.5]"
165,"[datetime.datetime(2022, 11, 28, 20, 29, 28, 437182), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 28, 437182), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 28, 437182), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 28, 437182), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 28, 437182), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 29, 28, 437182), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 28, 437182), 5.0, 16.5]"
166,"[datetime.datetime(2022, 11, 28, 20, 29, 29, 593158), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 29, 593158), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 29, 593158), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 29, 593158), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 29, 593158), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 29, 29, 593158), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 29, 593158), 5.0, 16.5]"
167,"[datetime.datetime(2022, 11, 28, 20, 29, 30, 723144), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 30, 723144), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 30, 723144), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 30, 723144), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 30, 723144), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 29, 30, 723144), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 30, 723144), 5.0, 16.5]"
168,"[datetime.datetime(2022, 11, 28, 20, 29, 31, 876387), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 31, 876387), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 31, 876387), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 31, 876387), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 31, 876387), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 29, 31, 876387), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 31, 876387), 5.0, 16.5]"
169,"[datetime.datetime(2022, 11, 28, 20, 29, 33, 18893), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 33, 18893), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 33, 18893), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 33, 18893), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 33, 18893), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 29, 33, 18893), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 33, 18893), 5.0, 16.5]"
170,"[datetime.datetime(2022, 11, 28, 20, 29, 34, 164415), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 34, 164415), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 34, 164415), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 34, 164415), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 34, 164415), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 29, 34, 164415), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 34, 164415), 5.0, 16.5]"
171,"[datetime.datetime(2022, 11, 28, 20, 29, 35, 312547), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 35, 312547), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 35, 312547), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 35, 312547), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 35, 312547), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 29, 35, 312547), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 35, 312547), 5.0, 16.5]"
172,"[datetime.datetime(2022, 11, 28, 20, 29, 36, 438414), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 36, 438414), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 36, 438414), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 36, 438414), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 36, 438414), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 29, 36, 438414), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 36, 438414), 5.0, 16.5]"
173,"[datetime.datetime(2022, 11, 28, 20, 29, 37, 576103), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 37, 576103), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 37, 576103), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 37, 576103), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 37, 576103), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 29, 37, 576103), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 37, 576103), 5.0, 16.5]"
174,"[datetime.datetime(2022, 11, 28, 20, 29, 38, 700604), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 38, 700604), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 29, 38, 700604), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 38, 700604), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 38, 700604), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 29, 38, 700604), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 38, 700604), 5.0, 16.5]"
175,"[datetime.datetime(2022, 11, 28, 20, 29, 39, 830971), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 39, 830971), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 39, 830971), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 39, 830971), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 39, 830971), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 39, 830971), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 39, 830971), 5.0, 16.5]"
176,"[datetime.datetime(2022, 11, 28, 20, 29, 41, 105421), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 41, 105421), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 41, 105421), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 41, 105421), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 41, 105421), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 41, 105421), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 41, 105421), 5.0, 16.5]"
177,"[datetime.datetime(2022, 11, 28, 20, 29, 42, 414320), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 42, 414320), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 42, 414320), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 42, 414320), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 42, 414320), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 42, 414320), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 42, 414320), 5.0, 16.5]"
178,"[datetime.datetime(2022, 11, 28, 20, 29, 43, 584146), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 43, 584146), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 43, 584146), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 43, 584146), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 43, 584146), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 43, 584146), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 43, 584146), 5.0, 16.5]"
179,"[datetime.datetime(2022, 11, 28, 20, 29, 44, 809456), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 44, 809456), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 44, 809456), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 44, 809456), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 44, 809456), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 44, 809456), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 44, 809456), 5.0, 16.5]"
180,"[datetime.datetime(2022, 11, 28, 20, 29, 46, 131965), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 46, 131965), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 46, 133018), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 46, 133018), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 46, 133018), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 46, 133018), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 46, 133018), 5.0, 16.5]"
181,"[datetime.datetime(2022, 11, 28, 20, 29, 47, 298858), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 47, 298858), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 47, 298858), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 47, 298858), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 47, 298858), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 47, 298858), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 47, 298858), 5.0, 16.5]"
182,"[datetime.datetime(2022, 11, 28, 20, 29, 48, 432121), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 48, 432121), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 48, 432121), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 48, 432121), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 48, 432121), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 48, 432121), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 48, 432121), 5.0, 16.5]"
183,"[datetime.datetime(2022, 11, 28, 20, 29, 49, 584532), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 49, 584532), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 49, 584532), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 49, 584532), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 49, 584532), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 49, 584532), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 49, 584532), 5.0, 16.5]"
184,"[datetime.datetime(2022, 11, 28, 20, 29, 50, 753238), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 50, 753238), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 50, 753238), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 50, 753238), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 50, 753238), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 50, 753238), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 50, 753238), 5.0, 16.5]"
185,"[datetime.datetime(2022, 11, 28, 20, 29, 51, 961370), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 51, 961370), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 51, 961370), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 51, 961370), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 51, 961370), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 51, 961370), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 51, 961370), 5.0, 16.5]"
186,"[datetime.datetime(2022, 11, 28, 20, 29, 53, 175987), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 53, 175987), 3.3, 3.65]","[datetime.datetime(2022, 11, 28, 20, 29, 53, 175987), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 53, 175987), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 53, 175987), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 53, 175987), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 53, 175987), 5.0, 16.5]"
187,"[datetime.datetime(2022, 11, 28, 20, 29, 54, 389033), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 54, 389033), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 54, 389033), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 54, 389033), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 54, 389033), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 29, 54, 389033), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 54, 389033), 5.0, 16.5]"
188,"[datetime.datetime(2022, 11, 28, 20, 29, 55, 533996), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 55, 533996), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 29, 55, 533996), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 55, 533996), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 55, 533996), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 55, 533996), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 55, 533996), 5.0, 16.5]"
189,"[datetime.datetime(2022, 11, 28, 20, 29, 56, 749110), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 56, 749110), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 56, 749110), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 56, 749110), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 56, 749110), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 56, 749110), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 56, 749110), 5.0, 16.5]"
190,"[datetime.datetime(2022, 11, 28, 20, 29, 57, 965521), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 57, 965521), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 57, 965521), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 57, 965521), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 57, 965521), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 57, 965521), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 57, 965521), 5.0, 16.5]"
191,"[datetime.datetime(2022, 11, 28, 20, 29, 59, 147531), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 29, 59, 147531), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 29, 59, 147531), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 29, 59, 147531), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 29, 59, 147531), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 29, 59, 147531), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 29, 59, 147531), 5.0, 16.5]"
192,"[datetime.datetime(2022, 11, 28, 20, 30, 0, 282645), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 30, 0, 282645), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 30, 0, 282645), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 0, 282645), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 0, 282645), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 30, 0, 282645), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 0, 282645), 5.0, 16.5]"
193,"[datetime.datetime(2022, 11, 28, 20, 30, 1, 522363), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 30, 1, 522363), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 30, 1, 522363), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 1, 522363), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 1, 522363), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 30, 1, 522363), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 1, 522363), 5.0, 16.5]"
194,"[datetime.datetime(2022, 11, 28, 20, 30, 2, 730040), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 30, 2, 730040), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 30, 2, 730040), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 2, 730040), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 2, 730040), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 30, 2, 730040), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 2, 730040), 5.0, 16.5]"
195,"[datetime.datetime(2022, 11, 28, 20, 30, 3, 895061), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 20, 30, 3, 895061), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 30, 3, 895061), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 3, 895061), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 3, 895061), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 30, 3, 895061), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 3, 895061), 5.0, 16.5]"
196,"[datetime.datetime(2022, 11, 28, 20, 30, 5, 135454), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 5, 135454), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 30, 5, 135454), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 5, 135454), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 5, 135454), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 5, 135454), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 5, 135454), 5.0, 16.5]"
197,"[datetime.datetime(2022, 11, 28, 20, 30, 6, 354431), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 6, 354431), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 30, 6, 354431), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 6, 354431), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 6, 354431), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 6, 354431), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 6, 354431), 5.0, 16.5]"
198,"[datetime.datetime(2022, 11, 28, 20, 30, 7, 471689), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 7, 471689), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 30, 7, 471689), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 7, 471689), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 7, 471689), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 7, 471689), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 7, 471689), 5.0, 16.5]"
199,"[datetime.datetime(2022, 11, 28, 20, 30, 8, 615866), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 8, 615866), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 30, 8, 615866), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 8, 615866), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 8, 615866), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 8, 615866), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 8, 615866), 5.0, 16.5]"
200,"[datetime.datetime(2022, 11, 28, 20, 30, 9, 740543), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 9, 740543), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 30, 9, 740543), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 9, 740543), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 9, 740543), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 9, 740543), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 9, 740543), 5.0, 16.5]"
201,"[datetime.datetime(2022, 11, 28, 20, 30, 10, 876684), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 10, 876684), 3.3, 3.65]","[datetime.datetime(2022, 11, 28, 20, 30, 10, 876684), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 10, 876684), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 10, 876684), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 10, 876684), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 10, 876684), 5.0, 16.5]"
202,"[datetime.datetime(2022, 11, 28, 20, 30, 12, 10740), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 12, 10740), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 30, 12, 10740), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 12, 10740), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 12, 10740), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 12, 10740), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 12, 10740), 5.0, 16.5]"
203,"[datetime.datetime(2022, 11, 28, 20, 30, 13, 143898), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 13, 143898), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 30, 13, 143898), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 13, 143898), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 13, 143898), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 13, 143898), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 13, 143898), 5.0, 16.5]"
204,"[datetime.datetime(2022, 11, 28, 20, 30, 14, 287819), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 14, 287819), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 30, 14, 287819), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 20, 30, 14, 287819), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 14, 287819), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 14, 287819), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 14, 287819), 5.0, 16.5]"
205,"[datetime.datetime(2022, 11, 28, 20, 30, 15, 454470), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 15, 454470), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 30, 15, 454470), 5.0, 8.0]","[datetime.datetime(2022, 11, 28, 20, 30, 15, 454470), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 15, 454470), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 15, 454470), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 15, 454470), 5.0, 16.5]"
206,"[datetime.datetime(2022, 11, 28, 20, 30, 16, 602908), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 16, 602908), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 30, 16, 602908), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 20, 30, 16, 602908), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 16, 602908), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 16, 602908), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 16, 602908), 5.0, 16.5]"
207,"[datetime.datetime(2022, 11, 28, 20, 30, 17, 731870), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 30, 17, 731870), 3.3, 3.6]","[datetime.datetime(2022, 11, 28, 20, 30, 17, 731870), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 20, 30, 17, 731870), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 30, 17, 731870), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 30, 17, 731870), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 30, 17, 731870), 5.0, 16.5]"
