,Northern Regie,Tutu To Tutu,Meehan Boston,Beauty On Fire,Wild Storms,Laceby Girl,Hello Lynda,Diablo Bale
12-01-2023 08:19:49.297462,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 107.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.506)"
12-01-2023 08:19:51.175524,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 107.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.506)"
12-01-2023 08:19:52.852734,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 107.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.506)"
12-01-2023 08:19:54.262506,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 107.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.506)"
12-01-2023 08:19:55.619800,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 107.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.506)"
12-01-2023 08:19:56.900960,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 107.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.506)"
12-01-2023 08:19:58.230475,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 107.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:19:59.943778,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 107.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:01.182645,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 107.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:02.514757,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:03.869575,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:05.087054,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:06.347023,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:07.722188,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 21.272727272727273)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:09.065813,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 21.272727272727273)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:10.357834,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 20.545454545454547)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:11.589689,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 20.545454545454547)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:12.757289,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 20.545454545454547)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:13.967829,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 20.545454545454547)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:15.110072,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 21.272727272727273)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.7185714285714284)"
12-01-2023 08:20:16.243371,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 21.272727272727273)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 3.1244827586206894)"
12-01-2023 08:20:17.449078,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 21.272727272727273)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 3.038275862068965)"
12-01-2023 08:20:18.725235,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 21.272727272727273)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.15, 2.55)"
12-01-2023 08:20:20.125765,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 22.666666666666668)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.15, 2.55)"
12-01-2023 08:20:21.414971,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 21.333333333333336)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.15, 2.55)"
12-01-2023 08:20:22.615678,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 22.0)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.15, 2.55)"
12-01-2023 08:20:23.964263,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 22.0)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.15, 2.55)"
12-01-2023 08:20:25.314646,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.15, 2.57)"
12-01-2023 08:20:26.705621,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.57)"
12-01-2023 08:20:28.024963,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.57)"
12-01-2023 08:20:29.220597,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.57)"
12-01-2023 08:20:30.350557,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.394)"
12-01-2023 08:20:31.463416,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.394)"
12-01-2023 08:20:32.509355,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.394)"
12-01-2023 08:20:33.768227,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.394)"
12-01-2023 08:20:35.008922,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.394)"
12-01-2023 08:20:36.281889,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.394)"
12-01-2023 08:20:37.536654,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.725)"
12-01-2023 08:20:38.806036,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.725)"
12-01-2023 08:20:39.991798,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.725)"
12-01-2023 08:20:41.131340,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 104.35714285714286)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.725)"
12-01-2023 08:20:42.347922,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 25.200000000000003)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 134.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.725)"
12-01-2023 08:20:43.512668,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 134.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.725)"
12-01-2023 08:20:44.707826,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 134.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.725)"
12-01-2023 08:20:45.982841,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 134.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.725)"
12-01-2023 08:20:47.265733,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 134.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.725)"
12-01-2023 08:20:48.536713,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 134.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 3.1079310344827586)"
12-01-2023 08:20:49.804297,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.5766666666666667)"
12-01-2023 08:20:51.097377,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:20:52.424831,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:20:53.691687,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:20:55.253006,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:20:56.664759,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:20:58.148328,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:20:59.648088,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:21:01.165248,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:21:02.497085,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:21:04.087041,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:21:05.778386,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:21:07.099667,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:21:08.402444,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:21:09.707565,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.4739999999999998)"
12-01-2023 08:21:11.127496,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:12.425750,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:13.673555,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:14.978917,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:16.339736,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:17.642492,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:18.937779,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:20.243479,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:21.481600,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:22.732888,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:23.997541,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:25.243966,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:26.502570,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:27.711360,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.6957142857142857)"
12-01-2023 08:21:28.922734,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 3.1189655172413793)"
12-01-2023 08:21:30.047097,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 4.48)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.63)"
12-01-2023 08:21:31.287712,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 5.2)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.63)"
12-01-2023 08:21:32.521233,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 5.2)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.538)"
12-01-2023 08:21:33.849461,"(5.0, 8.2, 5.633333333333334)","(15.0, 38.0, 24.666666666666664)","(4.0, 6.4, 5.2)","(5.5, 10.0, 7.066666666666666)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 130.0, 66.94444444444444)","(2.0, 3.25, 2.538)"
