,Toxic Impurities,Missouri Belle,Springvale Coco,Roger Rose,Calaiss Wohling,Steel Harbour
11-01-2023 13:48:22.015656,"(1.9, 1.98, 1.896923076923077)","(16.0, 28.0, 25.944444444444443)","(2.2, 3.4, 3.35)","(9.0, 17.0, 14.384615384615385)","(19.0, 36.0, 28.5)","(16.0, 32.0, 26.666666666666668)"
11-01-2023 13:48:23.295749,"(1.9, 1.98, 1.896923076923077)","(16.0, 27.0, 25.055555555555557)","(2.2, 3.45, 3.35)","(9.0, 17.0, 14.384615384615385)","(19.0, 36.0, 28.5)","(16.0, 30.0, 28.833333333333336)"
11-01-2023 13:48:24.448235,"(1.9, 1.98, 1.896923076923077)","(16.0, 26.0, 22.94)","(2.2, 3.45, 3.35)","(9.0, 17.0, 14.481481481481481)","(19.0, 36.0, 28.5)","(16.0, 30.0, 22.86)"
11-01-2023 13:48:25.775969,"(1.9, 1.98, 1.896923076923077)","(16.0, 26.0, 23.27777777777778)","(2.2, 3.45, 3.35)","(9.0, 17.0, 14.481481481481481)","(19.0, 36.0, 28.5)","(16.0, 30.0, 24.92857142857143)"
11-01-2023 13:48:27.165419,"(1.9, 1.98, 1.9164705882352941)","(16.0, 24.0, 21.833333333333332)","(2.2, 3.45, 3.35)","(9.0, 17.0, 14.806451612903226)","(19.0, 36.0, 28.5)","(16.0, 29.0, 23.115384615384617)"
11-01-2023 13:48:28.492187,"(1.9, 1.98, 1.9164705882352941)","(16.0, 24.0, 22.227272727272727)","(2.2, 3.45, 3.35)","(9.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.47826086956522)"
11-01-2023 13:48:29.972702,"(1.9, 1.98, 1.9164705882352941)","(16.0, 24.0, 22.227272727272727)","(2.2, 3.45, 3.35)","(9.0, 17.0, 14.15625)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.47826086956522)"
11-01-2023 13:48:31.396205,"(1.9, 1.98, 1.9164705882352941)","(16.0, 24.0, 22.227272727272727)","(2.2, 3.45, 3.35)","(9.0, 17.0, 14.15625)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.47826086956522)"
11-01-2023 13:48:32.640301,"(1.9, 1.98, 1.9164705882352941)","(16.0, 24.0, 22.227272727272727)","(2.2, 3.45, 3.35)","(9.0, 17.0, 14.15625)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.47826086956522)"
11-01-2023 13:48:33.898897,"(1.9, 1.98, 1.9164705882352941)","(16.0, 24.0, 22.05)","(2.2, 3.45, 3.35)","(9.0, 17.0, 14.15625)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.47826086956522)"
11-01-2023 13:48:35.039711,"(1.9, 1.98, 1.9164705882352941)","(16.0, 24.0, 22.05)","(2.2, 3.45, 3.35)","(9.0, 17.0, 14.15625)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.47826086956522)"
11-01-2023 13:48:36.405503,"(1.9, 1.98, 1.9092857142857143)","(16.0, 24.0, 22.05)","(2.2, 3.45, 3.4)","(9.0, 17.0, 14.15625)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.47826086956522)"
11-01-2023 13:48:37.672580,"(1.9, 1.98, 1.9092857142857143)","(16.0, 24.0, 22.05)","(2.2, 3.6, 3.475)","(9.0, 17.0, 14.15625)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:38.868404,"(1.9, 1.98, 1.9)","(16.0, 24.0, 22.05)","(2.2, 3.6, 3.475)","(9.0, 17.0, 14.15625)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:40.119453,"(1.9, 1.98, 1.9)","(16.0, 24.0, 22.05)","(2.2, 3.6, 3.475)","(9.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:41.182385,"(1.9, 1.98, 1.9)","(16.0, 24.0, 22.05)","(2.2, 3.6, 3.475)","(9.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.076923076923077)"
11-01-2023 13:48:42.410209,"(1.9, 1.98, 1.8961290322580644)","(16.0, 24.0, 22.05)","(2.2, 3.6, 3.475)","(9.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:43.709269,"(1.9, 1.98, 1.918095238095238)","(16.0, 24.0, 22.05)","(2.2, 3.6, 3.475)","(9.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:44.970488,"(1.9, 1.97, 1.9334375)","(16.0, 24.0, 22.05)","(2.2, 3.6, 3.475)","(9.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:46.211286,"(1.9, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.2, 3.6, 3.475)","(9.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:47.451109,"(1.9, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.2, 3.6, 3.475)","(9.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.076923076923077)"
11-01-2023 13:48:48.637100,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.25, 3.6, 3.475)","(9.0, 17.0, 14.025)","(20.0, 36.0, 28.5)","(17.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:49.867150,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.25, 3.6, 3.475)","(9.0, 17.0, 14.025)","(20.0, 36.0, 28.5)","(17.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:51.162451,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.25, 3.6, 3.5516129032258066)","(9.0, 17.0, 14.025)","(20.0, 36.0, 28.5)","(17.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:52.415207,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:53.711922,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:54.995527,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:56.095325,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:57.260731,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:58.535162,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:48:59.724580,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:49:00.974701,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:49:02.302397,"(1.85, 1.97, 1.9188636363636362)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:49:03.525129,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:49:04.720846,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:49:05.886494,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:49:07.096040,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 23.1875)","(2.3, 3.6, 3.576)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:49:08.393819,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.636363636363637)"
11-01-2023 13:49:09.687794,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5516129032258066)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.25925925925926)"
11-01-2023 13:49:11.138045,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.5689655172413794)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.82608695652174)"
11-01-2023 13:49:12.346046,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.6, 3.603125)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.82608695652174)"
11-01-2023 13:49:13.738296,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.8, 3.7192307692307693)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.82608695652174)"
11-01-2023 13:49:14.942504,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.75, 3.7192307692307693)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.82608695652174)"
11-01-2023 13:49:16.350048,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.75, 3.7192307692307693)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.82608695652174)"
11-01-2023 13:49:17.898639,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.75, 3.626923076923077)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.25925925925926)"
11-01-2023 13:49:19.406004,"(1.85, 1.97, 1.909189189189189)","(16.0, 24.0, 22.05)","(2.3, 3.8, 3.6333333333333333)","(10.0, 17.0, 14.025)","(19.0, 36.0, 28.5)","(16.0, 29.0, 24.82608695652174)"
11-01-2023 13:49:20.737656,"(1.85, 1.97, 1.9185714285714286)","(16.0, 24.0, 28.083333333333332)","(2.3, 3.8, 3.626086956521739)","(10.0, 17.0, 14.9)","(19.0, 36.0, 30.0)","(16.0, 29.0, 24.8)"
11-01-2023 13:49:22.035894,"(1.85, 1.96, 1.8884210526315788)","(16.0, 29.0, 25.764705882352942)","(2.3, 3.8, 3.585714285714286)","(10.0, 16.5, 15.3)","(19.0, 36.0, 28.285714285714285)","(16.0, 29.0, 25.11764705882353)"
11-01-2023 13:49:23.395158,"(1.85, 1.96, 1.8884210526315788)","(16.0, 30.0, 25.304347826086957)","(2.3, 3.6, 3.585714285714286)","(10.0, 16.5, 15.0)","(19.0, 36.0, 28.285714285714285)","(16.0, 29.0, 25.76923076923077)"
11-01-2023 13:49:24.896304,"(1.85, 1.96, 1.8884210526315788)","(16.0, 30.0, 25.304347826086957)","(2.3, 3.6, 3.585714285714286)","(10.0, 16.5, 15.0)","(19.0, 36.0, 28.285714285714285)","(16.0, 29.0, 25.76923076923077)"
11-01-2023 13:49:26.173159,"(1.85, 1.96, 1.8884210526315788)","(16.0, 30.0, 25.304347826086957)","(2.3, 3.6, 3.585714285714286)","(10.0, 16.5, 15.0)","(19.0, 36.0, 28.285714285714285)","(16.0, 29.0, 26.375)"
11-01-2023 13:49:27.517900,"(1.85, 1.96, 1.8884210526315788)","(16.0, 30.0, 25.304347826086957)","(2.3, 3.6, 3.585714285714286)","(10.0, 16.5, 15.0)","(19.0, 36.0, 28.285714285714285)","(16.0, 29.0, 25.76923076923077)"
11-01-2023 13:49:28.791415,"(1.85, 1.96, 1.8884210526315788)","(16.0, 30.0, 25.304347826086957)","(2.3, 3.6, 3.585714285714286)","(10.0, 16.5, 15.0)","(19.0, 36.0, 28.285714285714285)","(16.0, 29.0, 25.76923076923077)"
11-01-2023 13:49:29.940112,"(1.85, 1.96, 1.8884210526315788)","(16.0, 30.0, 25.304347826086957)","(2.3, 3.6, 3.585714285714286)","(10.0, 16.5, 15.0)","(19.0, 36.0, 28.285714285714285)","(16.0, 29.0, 25.76923076923077)"
11-01-2023 13:49:31.289587,"(1.85, 1.96, 1.8884210526315788)","(16.0, 29.0, 21.18181818181818)","(2.3, 3.6, 3.585714285714286)","(10.0, 16.5, 15.0)","(19.0, 36.0, 28.285714285714285)","(16.0, 29.0, 26.375)"
11-01-2023 13:49:32.661728,"(1.85, 1.96, 1.8884210526315788)","(16.0, 28.0, 21.18181818181818)","(2.3, 3.6, 3.585714285714286)","(10.0, 16.5, 15.0)","(19.0, 36.0, 28.285714285714285)","(16.0, 29.0, 26.375)"
11-01-2023 13:49:34.033201,"(1.85, 1.96, 1.8884210526315788)","(16.0, 28.0, 20.857142857142858)","(2.35, 3.6, 3.585714285714286)","(10.0, 16.5, 15.0)","(19.0, 36.0, 30.0)","(16.0, 29.0, 26.375)"
11-01-2023 13:49:35.217210,"(1.85, 1.96, 1.8884210526315788)","(16.0, 28.0, 20.857142857142858)","(2.35, 3.6, 3.591666666666667)","(10.0, 16.5, 15.0)","(19.0, 36.0, 30.0)","(16.0, 29.0, 26.375)"
11-01-2023 13:49:36.343062,"(1.85, 1.96, 1.8884210526315788)","(16.0, 28.0, 20.857142857142858)","(2.35, 3.6, 3.591666666666667)","(10.0, 16.5, 15.136363636363637)","(19.0, 36.0, 28.5)","(16.0, 29.0, 26.0)"
11-01-2023 13:49:37.763057,"(1.85, 1.99, 1.916)","(16.0, 28.0, 20.666666666666668)","(2.35, 3.6, 3.3899999999999997)","(10.0, 16.5, 15.136363636363637)","(19.0, 36.0, 28.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:39.115573,"(1.85, 1.97, 1.943)","(16.0, 28.0, 21.738095238095237)","(2.35, 3.55, 3.326923076923077)","(10.0, 16.5, 15.394736842105264)","(19.0, 36.0, 31.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:40.344243,"(1.85, 1.97, 1.946)","(16.0, 27.0, 21.738095238095237)","(2.35, 3.5, 3.326923076923077)","(10.0, 16.5, 15.394736842105264)","(19.0, 36.0, 31.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:41.520210,"(1.85, 1.97, 1.9528571428571428)","(16.0, 27.0, 22.047619047619047)","(2.35, 3.5, 3.2888888888888888)","(10.0, 16.5, 15.394736842105264)","(19.0, 36.0, 28.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:42.667592,"(1.85, 1.98, 1.950909090909091)","(16.0, 27.0, 22.625)","(2.35, 3.4, 3.242105263157895)","(10.0, 16.5, 15.394736842105264)","(19.0, 36.0, 28.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:43.849237,"(1.85, 1.98, 1.948888888888889)","(16.0, 27.0, 22.454545454545453)","(2.35, 3.4, 3.2576923076923077)","(10.0, 16.5, 15.394736842105264)","(19.0, 36.0, 28.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:45.061778,"(1.85, 1.98, 1.9449999999999998)","(16.0, 27.0, 22.454545454545453)","(2.35, 3.35, 3.2576923076923077)","(10.0, 16.5, 15.394736842105264)","(19.0, 36.0, 28.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:46.222161,"(1.85, 1.98, 1.9449999999999998)","(16.0, 27.0, 22.454545454545453)","(2.35, 3.35, 3.2416666666666667)","(10.0, 16.5, 15.394736842105264)","(19.0, 36.0, 28.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:47.418004,"(1.85, 1.98, 1.9449999999999998)","(16.0, 27.0, 22.454545454545453)","(2.35, 3.35, 3.2416666666666667)","(10.0, 16.5, 15.394736842105264)","(19.0, 36.0, 28.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:48.684797,"(1.85, 1.98, 1.9449999999999998)","(16.0, 27.0, 22.454545454545453)","(2.35, 3.35, 3.2416666666666667)","(10.0, 16.5, 15.394736842105264)","(19.0, 36.0, 28.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:49.936913,"(1.85, 1.98, 1.958695652173913)","(16.0, 27.0, 22.454545454545453)","(2.35, 3.35, 3.2625)","(10.0, 16.5, 15.394736842105264)","(19.0, 36.0, 28.5)","(16.0, 29.0, 26.75)"
11-01-2023 13:49:51.095646,"(1.85, 1.98, 1.9618518518518517)","(16.0, 27.0, 22.454545454545453)","(2.35, 3.3, 3.2)","(10.0, 16.5, 14.454545454545455)","(19.0, 36.0, 31.5)","(16.0, 29.0, 26.692307692307693)"
11-01-2023 13:49:52.339151,"(1.85, 1.98, 1.9581818181818182)","(16.0, 27.0, 22.454545454545453)","(2.35, 3.25, 3.1521739130434785)","(10.0, 16.5, 15.477272727272727)","(19.0, 36.0, 34.5)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:49:53.618817,"(1.85, 1.98, 1.9566666666666666)","(16.0, 27.0, 24.36842105263158)","(2.35, 3.25, 3.103333333333333)","(10.0, 16.5, 15.477272727272727)","(19.0, 36.0, 35.0)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:49:54.888713,"(1.85, 1.99, 1.9627272727272727)","(16.0, 27.0, 24.272727272727273)","(2.35, 3.15, 3.0921052631578947)","(10.0, 16.5, 15.477272727272727)","(19.0, 36.0, 35.0)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:49:56.207749,"(1.85, 1.99, 1.97125)","(16.0, 27.0, 24.272727272727273)","(2.35, 3.15, 3.0921052631578947)","(10.0, 16.5, 15.477272727272727)","(19.0, 36.0, 35.0)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:49:57.341898,"(1.85, 1.99, 1.97125)","(16.0, 27.0, 24.272727272727273)","(2.35, 3.15, 3.1113636363636363)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.0)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:49:58.457617,"(1.85, 1.99, 1.9723529411764706)","(16.0, 27.0, 24.75)","(2.35, 3.2, 3.122727272727273)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.0)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:49:59.672714,"(1.85, 1.99, 1.9795652173913043)","(16.0, 27.0, 24.75)","(2.35, 3.2, 3.1625)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 32.53846153846154)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:00.820577,"(1.85, 1.99, 1.9795652173913043)","(16.0, 27.0, 24.75)","(2.35, 3.2, 3.1384615384615384)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 34.2)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:02.018094,"(1.85, 1.99, 1.9795652173913043)","(16.0, 27.0, 24.75)","(2.35, 3.2, 3.1384615384615384)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 34.2)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:03.128522,"(1.85, 1.99, 1.9795652173913043)","(16.0, 27.0, 24.75)","(2.35, 3.2, 3.1384615384615384)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 34.2)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:04.420715,"(1.85, 1.99, 1.9795652173913043)","(16.0, 27.0, 24.75)","(2.35, 3.2, 3.1384615384615384)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 34.2)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:05.686234,"(1.85, 1.99, 1.9795652173913043)","(16.0, 27.0, 26.0)","(2.35, 3.2, 3.1384615384615384)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 34.2)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:06.868012,"(1.85, 1.99, 1.9795652173913043)","(16.0, 27.0, 26.0)","(2.35, 3.2, 3.1384615384615384)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 34.2)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:08.572647,"(1.85, 1.99, 1.9773684210526317)","(16.0, 27.0, 26.0)","(2.4, 3.2, 3.1384615384615384)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 33.75)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:09.926810,"(1.85, 1.99, 1.9773684210526317)","(16.0, 27.0, 26.0)","(2.4, 3.2, 3.164705882352941)","(10.0, 16.5, 15.176470588235293)","(19.0, 36.0, 33.75)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:11.298986,"(1.85, 1.99, 1.9683333333333333)","(16.0, 27.0, 26.0)","(2.5, 3.2, 3.1619047619047618)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 33.75)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:12.542336,"(1.85, 1.99, 1.9683333333333333)","(16.0, 27.0, 26.0)","(2.5, 3.2, 3.1619047619047618)","(9.0, 16.5, 15.09375)","(19.0, 36.0, 35.0)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:13.688259,"(1.85, 1.99, 1.9683333333333333)","(16.0, 27.0, 26.0)","(2.5, 3.2, 3.1619047619047618)","(9.0, 16.5, 15.09375)","(19.0, 36.0, 35.0)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:15.127685,"(1.85, 1.99, 1.9683333333333333)","(16.0, 27.0, 26.0)","(2.5, 3.2, 3.1619047619047618)","(9.0, 16.5, 15.09375)","(19.0, 36.0, 35.27272727272727)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:16.410795,"(1.85, 1.99, 1.9683333333333333)","(16.0, 27.0, 26.0)","(2.5, 3.2, 3.1166666666666667)","(9.0, 16.5, 15.09375)","(19.0, 36.0, 35.27272727272727)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:17.936527,"(1.85, 1.99, 1.9683333333333333)","(16.0, 27.0, 26.0)","(2.5, 3.15, 3.109090909090909)","(9.0, 16.5, 15.09375)","(19.0, 36.0, 33.666666666666664)","(16.0, 29.0, 27.235294117647058)"
11-01-2023 13:50:19.253707,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.0)","(2.5, 3.15, 3.109090909090909)","(9.0, 16.5, 15.214285714285714)","(19.0, 36.0, 34.25)","(16.0, 29.0, 27.4)"
11-01-2023 13:50:20.567562,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.0)","(2.5, 3.15, 3.109090909090909)","(9.0, 16.5, 15.214285714285714)","(19.0, 36.0, 34.25)","(16.0, 29.0, 27.4)"
11-01-2023 13:50:21.820626,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.307692307692307)","(2.5, 3.15, 3.077659574468085)","(9.0, 16.5, 15.214285714285714)","(19.0, 36.0, 34.25)","(16.0, 29.0, 26.81818181818182)"
11-01-2023 13:50:23.083509,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.307692307692307)","(2.5, 3.15, 3.077659574468085)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.125)","(16.0, 29.0, 26.81818181818182)"
11-01-2023 13:50:24.212506,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.0)","(2.5, 3.15, 3.071428571428571)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.125)","(16.0, 29.0, 27.4)"
11-01-2023 13:50:25.625664,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.0)","(2.5, 3.15, 3.071428571428571)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.14285714285714)","(16.0, 29.0, 26.81818181818182)"
11-01-2023 13:50:26.885996,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.0)","(2.5, 3.15, 3.071428571428571)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.45454545454545)","(16.0, 29.0, 26.81818181818182)"
11-01-2023 13:50:28.399951,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.0)","(2.5, 3.15, 3.071428571428571)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.45454545454545)","(16.0, 29.0, 26.81818181818182)"
11-01-2023 13:50:29.558475,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.0)","(2.5, 3.15, 3.071428571428571)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.45454545454545)","(16.0, 29.0, 27.4)"
11-01-2023 13:50:30.675492,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.307692307692307)","(2.5, 3.15, 3.079787234042553)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.45454545454545)","(16.0, 29.0, 26.81818181818182)"
11-01-2023 13:50:31.833420,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.307692307692307)","(2.5, 3.15, 3.079787234042553)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.45454545454545)","(16.0, 29.0, 26.81818181818182)"
11-01-2023 13:50:33.008688,"(1.85, 1.99, 1.97)","(16.0, 27.0, 26.307692307692307)","(2.5, 3.15, 3.079787234042553)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.45454545454545)","(16.0, 29.0, 26.81818181818182)"
11-01-2023 13:50:34.261963,"(1.85, 1.99, 1.9683333333333333)","(16.0, 38.0, 27.783783783783782)","(2.5, 3.15, 3.0727272727272728)","(9.0, 16.5, 15.176470588235293)","(19.0, 36.0, 35.45454545454545)","(16.0, 29.0, 26.81818181818182)"
11-01-2023 13:50:35.524153,"(1.85, 1.99, 1.97)","(16.0, 38.0, 26.428571428571427)","(2.5, 3.1, 3.0391304347826087)","(9.0, 16.5, 15.09375)","(19.0, 36.0, 35.45454545454545)","(16.0, 29.0, 27.4)"
11-01-2023 13:50:36.889210,"(1.85, 1.99, 1.97)","(16.0, 38.0, 26.428571428571427)","(2.5, 3.1, 3.0346153846153845)","(9.0, 16.5, 15.09375)","(19.0, 36.0, 35.45454545454545)","(16.0, 29.0, 26.81818181818182)"
11-01-2023 13:50:38.127143,"(1.85, 1.99, 1.9733333333333334)","(16.0, 38.0, 26.428571428571427)","(2.5, 3.1, 3.0346153846153845)","(9.0, 16.5, 15.09375)","(19.0, 36.0, 35.45454545454545)","(16.0, 29.0, 26.81818181818182)"
