,Toxic Impurities,Missouri Belle,Springvale Coco,Roger Rose,Calaiss Wohling,Steel Harbour
11-01-2023 13:44:21.140239,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.933333333333334)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.5)"
11-01-2023 13:44:22.179008,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.933333333333334)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.5)"
11-01-2023 13:44:23.560346,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.933333333333334)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.5)"
11-01-2023 13:44:24.616561,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.933333333333334)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.5)"
11-01-2023 13:44:25.649835,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.933333333333334)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.5)"
11-01-2023 13:44:26.742501,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.933333333333334)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 22.25)"
11-01-2023 13:44:27.846575,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.933333333333334)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 21.9375)"
11-01-2023 13:44:29.102583,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.933333333333334)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:30.245282,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.35)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:31.269268,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.35)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:32.241229,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.35)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:33.243762,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.35)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:34.196267,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.5285714285714285)","(9.0, 15.5, 12.35)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:35.233581,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.445)","(9.0, 15.5, 12.35)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:36.477530,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.58)","(9.0, 15.5, 11.591666666666667)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:37.614296,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.6454545454545455)","(9.0, 15.5, 12.743749999999999)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:38.621106,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.6454545454545455)","(9.0, 15.5, 11.825)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:39.633346,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 21.375)","(2.15, 3.85, 3.58)","(9.0, 15.5, 12.746666666666666)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:40.670343,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 20.0625)","(2.15, 3.85, 3.58)","(9.0, 15.5, 11.510000000000002)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:41.667308,"(2.05, 2.14, 2.121621621621622)","(15.0, 24.0, 20.0625)","(2.15, 3.85, 3.58)","(9.0, 15.5, 11.510000000000002)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:42.840882,"(2.05, 2.14, 2.121621621621622)","(15.0, 23.0, 19.57142857142857)","(2.15, 3.85, 3.58)","(9.0, 15.5, 12.65)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:43.842854,"(2.05, 2.14, 2.121621621621622)","(15.0, 22.0, 19.57142857142857)","(2.15, 3.85, 3.58)","(9.0, 15.5, 12.65)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:44.749822,"(2.05, 2.14, 2.121621621621622)","(15.0, 21.0, 19.636363636363637)","(2.15, 3.85, 3.58)","(9.0, 15.5, 12.65)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:45.765847,"(2.05, 2.14, 2.121621621621622)","(15.0, 22.0, 18.8125)","(2.15, 3.85, 3.58)","(9.0, 15.5, 12.65)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:46.796161,"(2.05, 2.14, 2.121621621621622)","(15.0, 21.0, 17.25)","(2.15, 3.85, 3.58)","(9.0, 15.5, 12.65)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:47.706008,"(2.05, 2.14, 2.121621621621622)","(15.0, 21.0, 17.25)","(2.15, 3.85, 3.4299999999999997)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:48.619973,"(2.05, 2.14, 2.121621621621622)","(15.0, 21.0, 17.25)","(2.15, 3.85, 3.5125)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:49.592459,"(2.05, 2.16, 2.131851851851852)","(15.0, 21.0, 18.32142857142857)","(2.15, 3.85, 3.5125)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:50.595184,"(2.05, 2.16, 2.131851851851852)","(15.0, 21.0, 17.25)","(2.15, 3.85, 3.2142857142857144)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:51.696462,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 17.25)","(2.15, 3.8, 3.5266666666666664)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:52.803395,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 17.25)","(2.15, 3.8, 3.533333333333333)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:53.794117,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 17.25)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:54.768068,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 17.25)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:55.711600,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 18.32142857142857)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:56.707669,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 18.32142857142857)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:57.674090,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 18.32142857142857)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:58.643579,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 18.32142857142857)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:44:59.578794,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 18.32142857142857)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:00.522705,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 18.32142857142857)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:01.577687,"(2.05, 2.14, 2.118481012658228)","(15.0, 20.0, 18.375)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:02.653187,"(2.05, 2.14, 2.118481012658228)","(15.0, 23.0, 18.25)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:03.516114,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 19.125)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:04.680183,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 19.125)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:05.740269,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 19.125)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:06.902915,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 15.75)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:07.961341,"(2.05, 2.14, 2.118481012658228)","(15.0, 21.0, 15.75)","(2.15, 3.8, 3.425)","(9.0, 15.5, 12.46)","(17.0, 40.0, 23.666666666666664)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:08.966726,"(2.05, 2.14, 2.1048275862068966)","(15.0, 21.0, 15.75)","(2.15, 3.8, 3.2545454545454544)","(9.0, 15.5, 12.46)","(17.0, 40.0, 18.666666666666668)","(14.0, 36.0, 18.5)"
11-01-2023 13:45:09.953762,"(2.05, 2.14, 2.1048275862068966)","(15.0, 21.0, 15.75)","(2.15, 3.75, 3.4)","(9.0, 15.5, 12.46)","(17.0, 40.0, 18.666666666666668)","(14.0, 36.0, 18.5)"
11-01-2023 13:45:11.011900,"(2.05, 2.14, 2.1048275862068966)","(15.0, 21.0, 15.75)","(2.15, 3.75, 3.4)","(9.0, 15.5, 12.46)","(17.0, 40.0, 18.666666666666668)","(14.0, 36.0, 18.5)"
11-01-2023 13:45:12.092519,"(2.05, 2.14, 2.1048275862068966)","(15.0, 21.0, 15.75)","(2.15, 3.9, 3.89)","(9.0, 15.5, 12.46)","(17.0, 40.0, 18.666666666666668)","(14.0, 36.0, 18.5)"
11-01-2023 13:45:12.983542,"(2.05, 2.14, 2.1048275862068966)","(15.0, 21.0, 15.75)","(2.15, 3.95, 3.896666666666667)","(9.0, 15.5, 12.46)","(17.0, 40.0, 18.666666666666668)","(14.0, 36.0, 17.666666666666668)"
11-01-2023 13:45:13.879866,"(2.05, 2.14, 2.1048275862068966)","(15.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(17.0, 40.0, 18.666666666666668)","(14.0, 36.0, 17.666666666666668)"
11-01-2023 13:45:14.905019,"(2.05, 2.14, 2.1048275862068966)","(15.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(17.0, 40.0, 18.666666666666668)","(14.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:15.913591,"(1.95, 2.14, 2.1048275862068966)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:16.917369,"(1.95, 2.14, 2.1048275862068966)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:17.976373,"(1.95, 2.14, 2.1048275862068966)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:18.835397,"(1.95, 2.14, 2.1048275862068966)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 17.666666666666668)"
11-01-2023 13:45:19.813339,"(1.95, 2.14, 2.1048275862068966)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 17.666666666666668)"
11-01-2023 13:45:20.838276,"(1.95, 2.14, 2.1048275862068966)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 17.666666666666668)"
11-01-2023 13:45:21.802405,"(1.95, 2.14, 2.1048275862068966)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 17.666666666666668)"
11-01-2023 13:45:22.788786,"(1.95, 2.14, 2.1223376623376624)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 17.666666666666668)"
11-01-2023 13:45:23.788592,"(1.95, 2.14, 2.1223376623376624)","(16.0, 21.0, 17.5)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 17.666666666666668)"
11-01-2023 13:45:24.776626,"(1.95, 2.14, 2.1223376623376624)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.48125)","(9.0, 15.5, 12.46)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 26.833333333333332)"
11-01-2023 13:45:25.826322,"(1.95, 2.14, 2.0163636363636366)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.3875)","(9.0, 15.5, 12.75)","(19.0, 40.0, 18.666666666666668)","(15.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:26.843325,"(1.95, 2.14, 2.062727272727273)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.5)","(9.0, 15.5, 12.75)","(19.0, 40.0, 23.333333333333332)","(15.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:27.803813,"(1.95, 2.14, 2.0163636363636366)","(16.0, 21.0, 19.125)","(2.15, 3.95, 3.5)","(9.0, 15.5, 12.357142857142858)","(19.0, 38.0, 23.0)","(15.0, 36.0, 23.77777777777778)"
11-01-2023 13:45:28.823958,"(1.95, 2.14, 2.0163636363636366)","(16.0, 21.0, 18.833333333333332)","(2.15, 3.95, 3.5)","(9.0, 15.5, 13.394736842105264)","(19.0, 38.0, 20.916666666666668)","(15.0, 36.0, 18.5)"
11-01-2023 13:45:29.821236,"(1.95, 2.14, 2.0895604395604397)","(16.0, 21.0, 18.833333333333332)","(2.15, 3.95, 3.5)","(9.0, 15.5, 12.73076923076923)","(19.0, 38.0, 24.333333333333332)","(15.0, 36.0, 18.5)"
11-01-2023 13:45:30.752239,"(1.95, 2.14, 2.0502564102564103)","(16.0, 21.0, 19.5)","(2.15, 3.95, 3.7590909090909093)","(9.0, 15.5, 12.73076923076923)","(19.0, 38.0, 24.333333333333332)","(15.0, 36.0, 18.5)"
11-01-2023 13:45:31.730326,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 19.5)","(2.15, 3.95, 3.532142857142857)","(9.0, 15.5, 12.73076923076923)","(19.0, 38.0, 24.333333333333332)","(15.0, 36.0, 24.333333333333336)"
11-01-2023 13:45:32.671013,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.833333333333332)","(2.15, 3.95, 3.6956521739130435)","(9.0, 15.5, 12.73076923076923)","(19.0, 38.0, 24.333333333333332)","(15.0, 36.0, 24.333333333333336)"
11-01-2023 13:45:33.618934,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.833333333333332)","(2.15, 3.95, 3.6956521739130435)","(9.0, 15.5, 12.928571428571429)","(19.0, 38.0, 24.333333333333332)","(15.0, 36.0, 24.333333333333336)"
11-01-2023 13:45:34.655198,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.833333333333332)","(2.15, 3.95, 3.6956521739130435)","(9.0, 15.5, 12.928571428571429)","(19.0, 38.0, 24.333333333333332)","(15.0, 36.0, 24.333333333333336)"
11-01-2023 13:45:35.656344,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.833333333333332)","(2.15, 3.95, 3.6956521739130435)","(9.0, 15.5, 13.647058823529411)","(19.0, 38.0, 34.27272727272727)","(15.0, 36.0, 22.2)"
11-01-2023 13:45:36.559906,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.833333333333332)","(2.15, 3.95, 3.6956521739130435)","(9.0, 15.5, 13.647058823529411)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.25)"
11-01-2023 13:45:37.479884,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.833333333333332)","(2.15, 3.95, 3.6956521739130435)","(9.0, 15.5, 13.647058823529411)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.25)"
11-01-2023 13:45:38.495026,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.833333333333332)","(2.15, 3.95, 3.6956521739130435)","(9.0, 15.5, 13.647058823529411)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.25)"
11-01-2023 13:45:39.481822,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.6956521739130435)","(9.0, 15.5, 13.647058823529411)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 22.2)"
11-01-2023 13:45:40.480704,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.6956521739130435)","(9.0, 15.5, 13.75)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:41.451085,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.6956521739130435)","(9.0, 15.5, 13.75)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:42.332088,"(1.95, 2.14, 2.0566666666666666)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.8000000000000003)","(9.0, 15.5, 13.75)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:43.382813,"(1.95, 2.14, 2.0455555555555556)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.8150000000000004)","(9.0, 15.5, 13.75)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:44.405992,"(1.95, 2.14, 2.0455555555555556)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.8150000000000004)","(9.0, 15.5, 13.75)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:45.323899,"(1.95, 2.14, 2.0455555555555556)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.640625)","(9.0, 15.5, 13.75)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:46.321303,"(1.95, 2.14, 2.0455555555555556)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.779310344827586)","(9.0, 15.5, 13.75)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:47.335958,"(1.95, 2.14, 2.0455555555555556)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.8517857142857146)","(9.0, 15.5, 12.083333333333334)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:48.262072,"(1.95, 2.14, 2.0125)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.8517857142857146)","(9.0, 15.0, 12.083333333333334)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:49.313834,"(1.95, 2.14, 2.0675925925925926)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.779310344827586)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:50.328072,"(1.95, 2.14, 2.0675925925925926)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.8000000000000003)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:51.212430,"(1.95, 2.14, 2.0675925925925926)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.8000000000000003)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.708333333333332)"
11-01-2023 13:45:52.166969,"(1.95, 2.14, 2.0675925925925926)","(16.0, 21.0, 18.4)","(2.15, 3.95, 3.8000000000000003)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 42.0, 17.95)"
11-01-2023 13:45:53.202566,"(1.95, 2.14, 2.0675925925925926)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.8000000000000003)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 40.0, 20.0)"
11-01-2023 13:45:54.298912,"(1.95, 2.14, 2.0675925925925926)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.8000000000000003)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 20.0)"
11-01-2023 13:45:55.315165,"(1.95, 2.14, 2.0675925925925926)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.8000000000000003)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:45:56.273609,"(1.95, 2.14, 2.0675925925925926)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.8000000000000003)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:45:57.167066,"(1.95, 2.14, 2.0675925925925926)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.8000000000000003)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:45:58.111533,"(1.95, 2.14, 2.0530232558139536)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.8234375000000003)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:45:59.112716,"(1.95, 2.14, 2.0530232558139536)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.77)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:46:00.242448,"(1.95, 2.14, 2.0530232558139536)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.77)","(9.0, 15.0, 11.85)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:46:01.251702,"(1.95, 2.14, 2.0125)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.825)","(9.0, 15.0, 12.136363636363637)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:46:02.211641,"(1.95, 2.14, 1.96)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.8323529411764707)","(9.0, 15.0, 12.136363636363637)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:46:03.294497,"(1.95, 2.14, 1.96)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.873076923076923)","(9.0, 15.0, 12.136363636363637)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:46:04.303706,"(1.95, 2.14, 1.96)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.873076923076923)","(9.0, 15.0, 12.136363636363637)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:46:05.268257,"(1.95, 2.14, 1.96)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.873076923076923)","(9.0, 15.0, 12.136363636363637)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:46:06.255651,"(1.95, 2.14, 2.0545)","(16.0, 21.0, 19.142857142857142)","(2.15, 3.95, 3.85)","(9.0, 15.0, 12.0)","(19.0, 38.0, 34.27272727272727)","(15.0, 38.0, 19.6)"
11-01-2023 13:46:07.232677,"(1.95, 2.14, 2.0545)","(16.0, 21.0, 20.40909090909091)","(2.15, 3.95, 3.85)","(9.0, 14.5, 12.3125)","(19.0, 38.0, 30.0)","(15.0, 38.0, 19.6)"
11-01-2023 13:46:08.232315,"(1.95, 2.14, 2.0545)","(16.0, 21.0, 18.428571428571427)","(2.15, 3.95, 3.8214285714285716)","(9.0, 14.5, 13.333333333333334)","(19.0, 38.0, 30.0)","(15.0, 38.0, 19.6)"
