,Mystical Charm,Magic Nitro,Bahamas Miss,Feel Your Way,Montana One,Atomic Pete,Financially Stable,Just Call Me Harry,Batman Jujon
11-01-2023 21:10:39.094739,"(8.0, 12.0, 10.76923076923077)","(14.0, 28.0, 21.571428571428573)","(3.8, 6.2, 5.95)","(15.0, 24.0, 21.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 1.74, 1.7227868852459016)","(41.0, 140.0, 97.5)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:40.365976,"(8.0, 12.0, 10.76923076923077)","(14.0, 28.0, 21.571428571428573)","(3.8, 6.2, 5.95)","(15.0, 24.0, 21.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 1.74, 1.7227868852459016)","(41.0, 140.0, 97.5)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:41.623874,"(8.0, 12.0, 10.76923076923077)","(14.0, 28.0, 21.571428571428573)","(3.8, 6.2, 5.95)","(15.0, 24.0, 21.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 1.74, 1.7227868852459016)","(41.0, 140.0, 97.5)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:42.859159,"(8.0, 12.0, 10.76923076923077)","(14.0, 28.0, 21.571428571428573)","(3.8, 6.2, 5.95)","(15.0, 24.0, 21.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 1.74, 1.7227868852459016)","(41.0, 140.0, 97.5)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:44.069306,"(8.0, 12.0, 11.045454545454545)","(14.0, 28.0, 21.571428571428573)","(3.8, 6.2, 5.95)","(15.0, 24.0, 21.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 1.74, 1.7227868852459016)","(41.0, 140.0, 97.5)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:45.285300,"(8.0, 12.0, 11.045454545454545)","(14.0, 28.0, 21.571428571428573)","(3.8, 6.2, 5.95)","(15.0, 24.0, 21.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 1.74, 1.7227868852459016)","(41.0, 140.0, 97.5)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:46.482245,"(8.0, 12.0, 11.045454545454545)","(14.0, 28.0, 21.571428571428573)","(3.8, 6.2, 5.6)","(15.0, 24.0, 21.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 1.74, 1.9144)","(41.0, 140.0, 97.5)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:47.639588,"(8.0, 12.0, 11.045454545454545)","(14.0, 28.0, 21.571428571428573)","(3.8, 5.6, 4.325)","(15.0, 24.0, 21.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 2.08, 1.885)","(41.0, 140.0, 65.71428571428571)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:48.851171,"(8.0, 12.0, 11.045454545454545)","(14.0, 28.0, 21.571428571428573)","(3.8, 5.4, 4.9125)","(15.0, 24.0, 21.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 2.04, 1.7622222222222221)","(41.0, 130.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:50.131365,"(8.0, 12.0, 11.045454545454545)","(14.0, 28.0, 21.571428571428573)","(3.8, 5.4, 4.9125)","(15.0, 24.0, 21.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 2.02, 1.77125)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:51.282971,"(8.0, 12.0, 11.045454545454545)","(14.0, 28.0, 23.0)","(3.8, 5.4, 5.045454545454546)","(15.0, 24.0, 20.0)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 117.0)","(1.45, 1.99, 1.79)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:52.430975,"(8.0, 12.0, 11.045454545454545)","(14.0, 27.0, 23.0)","(3.8, 5.4, 5.045454545454546)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 140.0, 102.66666666666666)","(1.45, 1.99, 1.7936666666666667)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:53.678749,"(8.0, 12.0, 11.045454545454545)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.045454545454546)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 102.66666666666666)","(1.45, 1.97, 1.7847222222222223)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:54.926426,"(8.0, 12.0, 11.045454545454545)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.045454545454546)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 102.66666666666666)","(1.45, 1.97, 1.834)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:56.209784,"(8.0, 12.0, 11.045454545454545)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.045454545454546)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 102.66666666666666)","(1.45, 1.96, 1.8375)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:57.475427,"(8.0, 12.0, 11.045454545454545)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.045454545454546)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 102.66666666666666)","(1.45, 1.96, 1.8375)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:10:58.775206,"(8.0, 12.0, 11.045454545454545)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.045454545454546)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 135.42857142857144)","(1.45, 1.96, 1.8375)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:00.074778,"(8.0, 12.0, 11.045454545454545)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 135.42857142857144)","(1.45, 1.96, 1.8375)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:01.281659,"(8.0, 12.0, 11.045454545454545)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 135.42857142857144)","(1.45, 1.96, 1.8327272727272728)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:02.487411,"(8.0, 12.0, 11.045454545454545)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 117.0)","(1.45, 1.96, 1.773793103448276)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:03.708973,"(8.0, 12.0, 11.045454545454545)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 140.0, 117.0)","(1.45, 1.86, 1.773793103448276)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:04.880830,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 140.0, 102.66666666666666)","(1.45, 1.86, 1.8183333333333334)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:06.033105,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 102.66666666666666)","(1.45, 1.86, 1.8183333333333334)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:07.210809,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 102.66666666666666)","(1.45, 1.86, 1.8183333333333334)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:08.411228,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 102.66666666666666)","(1.45, 1.86, 1.8183333333333334)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:09.658361,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 135.42857142857144)","(1.45, 1.86, 1.8183333333333334)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:10.858317,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 135.42857142857144)","(1.45, 1.86, 1.8183333333333334)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:12.134720,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 135.42857142857144)","(1.45, 1.86, 1.8183333333333334)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:13.362394,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 116.0)","(1.45, 1.86, 1.8183333333333334)","(41.0, 120.0, 76.66666666666667)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:14.559709,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 150.0, 117.0)","(1.45, 1.86, 1.8322222222222222)","(41.0, 120.0, 85.0)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:15.847546,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 140.0, 102.66666666666666)","(1.45, 1.86, 1.958118811881188)","(41.0, 120.0, 85.0)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:17.103324,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 102.66666666666666)","(1.45, 1.96, 1.958118811881188)","(41.0, 120.0, 85.0)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:18.342304,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 111.66666666666667)","(71.0, 130.0, 102.66666666666666)","(1.45, 1.96, 1.9325806451612904)","(41.0, 120.0, 85.0)","(31.0, 50.0, 46.0)"
11-01-2023 21:11:19.521938,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 120.0, 98.57142857142857)","(71.0, 130.0, 102.66666666666666)","(1.45, 1.96, 1.935)","(41.0, 120.0, 80.0)","(31.0, 50.0, 69.0)"
11-01-2023 21:11:20.715006,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 110.0, 88.18181818181819)","(71.0, 130.0, 135.42857142857144)","(1.45, 1.96, 1.935)","(41.0, 110.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
11-01-2023 21:11:21.933590,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 110.0, 88.18181818181819)","(71.0, 150.0, 135.42857142857144)","(1.45, 1.96, 1.9232432432432431)","(41.0, 100.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
11-01-2023 21:11:23.121542,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.4, 5.01)","(15.0, 23.0, 19.25)","(91.0, 110.0, 88.18181818181819)","(71.0, 150.0, 135.42857142857144)","(1.45, 1.96, 1.9232432432432431)","(41.0, 100.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
11-01-2023 21:11:24.269984,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.6, 4.75625)","(15.0, 23.0, 19.25)","(91.0, 110.0, 88.18181818181819)","(71.0, 150.0, 135.42857142857144)","(1.45, 1.96, 1.92)","(41.0, 100.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
11-01-2023 21:11:25.454366,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.6, 4.75625)","(15.0, 23.0, 19.25)","(91.0, 110.0, 88.18181818181819)","(71.0, 150.0, 135.42857142857144)","(1.45, 1.96, 1.9232432432432431)","(41.0, 100.0, 66.66666666666667)","(31.0, 100.0, 51.77777777777778)"
11-01-2023 21:11:26.694140,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.6, 4.75625)","(15.0, 23.0, 19.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 150.0, 117.0)","(1.45, 1.96, 1.8533333333333333)","(41.0, 100.0, 66.66666666666667)","(31.0, 100.0, 57.0)"
11-01-2023 21:11:27.955104,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.6, 4.630769230769231)","(15.0, 23.0, 19.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.8533333333333333)","(41.0, 100.0, 66.66666666666667)","(31.0, 95.0, 50.666666666666664)"
11-01-2023 21:11:29.275179,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.6, 5.091304347826087)","(15.0, 23.0, 19.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.8533333333333333)","(41.0, 100.0, 66.66666666666667)","(31.0, 95.0, 52.85714285714286)"
11-01-2023 21:11:30.571259,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.6, 5.1499999999999995)","(15.0, 23.0, 19.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.8533333333333333)","(41.0, 100.0, 66.66666666666667)","(31.0, 90.0, 56.8)"
11-01-2023 21:11:31.841917,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.6, 4.7)","(15.0, 23.0, 19.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.8533333333333333)","(41.0, 100.0, 66.66666666666667)","(31.0, 85.0, 56.8)"
11-01-2023 21:11:33.121374,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.6, 4.7)","(15.0, 23.0, 19.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.8533333333333333)","(41.0, 100.0, 66.66666666666667)","(31.0, 85.0, 59.0)"
11-01-2023 21:11:34.460199,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.6, 5.1695652173913045)","(15.0, 23.0, 19.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.885)","(41.0, 100.0, 66.66666666666667)","(31.0, 80.0, 59.0)"
11-01-2023 21:11:35.801853,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.6, 5.038461538461538)","(15.0, 23.0, 19.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.8953846153846154)","(41.0, 100.0, 66.66666666666667)","(31.0, 80.0, 59.0)"
11-01-2023 21:11:37.046110,"(8.0, 12.0, 11.125)","(14.0, 27.0, 21.0)","(3.8, 5.5, 5.038461538461538)","(15.0, 23.0, 19.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.9291666666666667)","(41.0, 100.0, 58.333333333333336)","(31.0, 80.0, 48.5)"
11-01-2023 21:11:38.312269,"(8.0, 13.5, 12.818181818181818)","(14.0, 27.0, 21.0)","(3.8, 5.5, 5.038461538461538)","(15.0, 24.0, 21.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.94, 1.927857142857143)","(41.0, 100.0, 66.66666666666667)","(31.0, 80.0, 48.57142857142857)"
11-01-2023 21:11:39.853915,"(8.0, 13.5, 11.9375)","(14.0, 27.0, 21.0)","(3.8, 5.5, 5.2)","(15.0, 24.0, 21.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.927857142857143)","(41.0, 100.0, 66.66666666666667)","(31.0, 75.0, 54.0)"
11-01-2023 21:11:41.252289,"(8.0, 13.5, 11.625)","(14.0, 27.0, 20.0)","(3.8, 5.4, 5.1000000000000005)","(15.0, 24.0, 21.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.927857142857143)","(41.0, 100.0, 66.66666666666667)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:42.693629,"(8.0, 13.5, 12.75)","(14.0, 27.0, 20.0)","(3.8, 5.4, 4.794736842105263)","(15.0, 24.0, 21.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.927857142857143)","(41.0, 100.0, 66.66666666666667)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:44.140855,"(8.0, 13.0, 12.5)","(14.0, 27.0, 20.0)","(3.8, 5.3, 5.158823529411764)","(15.0, 24.0, 21.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.9428571428571428)","(41.0, 100.0, 66.66666666666667)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:45.577817,"(8.0, 13.0, 12.86111111111111)","(14.0, 27.0, 20.0)","(3.8, 5.3, 5.09)","(15.0, 24.0, 21.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.927857142857143)","(41.0, 100.0, 66.66666666666667)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:46.947851,"(8.0, 13.0, 12.777777777777779)","(14.0, 27.0, 20.4)","(3.8, 5.3, 5.09)","(15.0, 24.0, 21.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.9458208955223881)","(41.0, 100.0, 66.66666666666667)","(31.0, 70.0, 54.0)"
11-01-2023 21:11:48.315269,"(8.0, 13.0, 12.777777777777779)","(14.0, 26.0, 22.0)","(3.8, 5.3, 4.949999999999999)","(15.0, 24.0, 21.25)","(91.0, 110.0, 92.22222222222223)","(71.0, 140.0, 117.0)","(1.45, 1.95, 1.9383333333333332)","(41.0, 100.0, 66.66666666666667)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:49.710728,"(8.0, 13.0, 12.777777777777779)","(14.0, 25.0, 22.0)","(3.8, 5.3, 4.926666666666667)","(15.0, 24.0, 21.25)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 117.0)","(1.45, 1.95, 1.9405263157894737)","(41.0, 100.0, 66.66666666666667)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:51.098395,"(8.0, 13.0, 12.777777777777779)","(14.0, 25.0, 20.5)","(3.8, 5.3, 4.926666666666667)","(15.0, 24.0, 21.25)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 117.0)","(1.45, 1.95, 1.9405263157894737)","(41.0, 100.0, 57.142857142857146)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:52.422104,"(8.0, 13.0, 12.777777777777779)","(14.0, 25.0, 20.5)","(3.8, 5.3, 4.926666666666667)","(15.0, 24.0, 21.25)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 117.0)","(1.45, 1.95, 1.9405263157894737)","(41.0, 100.0, 73.0)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:53.712132,"(8.0, 13.0, 12.777777777777779)","(14.0, 25.0, 20.5)","(3.8, 5.3, 4.9818181818181815)","(15.0, 24.0, 21.25)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 117.0)","(1.45, 1.95, 1.9405263157894737)","(41.0, 100.0, 85.0)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:55.061821,"(8.0, 13.0, 12.6)","(14.0, 25.0, 20.5)","(3.8, 5.2, 4.222222222222222)","(15.0, 24.0, 21.25)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 117.0)","(1.45, 1.95, 1.9474)","(41.0, 100.0, 85.0)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:56.374368,"(8.0, 13.0, 12.6)","(14.0, 25.0, 20.25)","(3.8, 5.2, 4.545454545454545)","(15.0, 24.0, 21.25)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.9308333333333334)","(41.0, 100.0, 85.0)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:57.682038,"(8.0, 13.0, 12.6)","(14.0, 24.0, 20.25)","(3.8, 5.2, 4.545454545454545)","(15.0, 24.0, 21.25)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 117.0)","(1.45, 1.96, 1.9308333333333334)","(41.0, 100.0, 85.0)","(31.0, 70.0, 46.0)"
11-01-2023 21:11:59.064453,"(8.0, 13.0, 12.6)","(14.0, 24.0, 19.8)","(3.8, 5.2, 4.545454545454545)","(15.0, 24.0, 22.166666666666668)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 95.0)","(1.45, 1.96, 1.925)","(41.0, 100.0, 76.0)","(31.0, 70.0, 56.0)"
11-01-2023 21:12:00.470593,"(8.0, 13.0, 12.6)","(14.0, 23.0, 21.0)","(3.8, 5.2, 4.545454545454545)","(15.0, 24.0, 23.214285714285715)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 95.0)","(1.45, 1.98, 1.8920000000000001)","(41.0, 100.0, 70.0)","(31.0, 65.0, 56.0)"
11-01-2023 21:12:01.826407,"(8.0, 13.0, 12.6)","(14.0, 24.0, 20.25)","(3.8, 5.2, 4.75)","(15.0, 24.0, 23.214285714285715)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 95.0)","(1.45, 1.98, 1.9)","(41.0, 100.0, 70.0)","(31.0, 65.0, 56.0)"
11-01-2023 21:12:03.192418,"(8.0, 13.0, 12.6)","(14.0, 24.0, 20.25)","(3.8, 5.2, 4.75)","(15.0, 24.0, 23.214285714285715)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 104.0)","(1.45, 1.98, 1.8642857142857143)","(41.0, 100.0, 76.0)","(31.0, 65.0, 56.0)"
11-01-2023 21:12:04.683397,"(8.0, 13.0, 12.6)","(14.0, 24.0, 20.25)","(3.8, 5.2, 4.75)","(15.0, 24.0, 23.214285714285715)","(91.0, 110.0, 105.42857142857142)","(71.0, 140.0, 90.0)","(1.45, 1.95, 1.8733333333333333)","(41.0, 100.0, 77.14285714285714)","(31.0, 65.0, 49.0)"
11-01-2023 21:12:06.105669,"(8.0, 13.0, 12.6)","(14.0, 24.0, 22.0)","(3.8, 5.2, 4.75)","(15.0, 24.0, 23.214285714285715)","(91.0, 110.0, 105.42857142857142)","(71.0, 130.0, 90.0)","(1.45, 1.92, 1.86)","(41.0, 100.0, 77.14285714285714)","(31.0, 60.0, 49.0)"
11-01-2023 21:12:07.525453,"(8.0, 13.0, 12.6)","(14.0, 23.0, 21.4)","(3.8, 5.2, 4.75)","(15.0, 24.0, 23.285714285714285)","(91.0, 110.0, 105.42857142857142)","(71.0, 130.0, 90.0)","(1.45, 1.92, 1.8505555555555557)","(41.0, 100.0, 77.14285714285714)","(31.0, 60.0, 49.0)"
11-01-2023 21:12:08.858590,"(8.0, 13.0, 12.6)","(14.0, 23.0, 21.4)","(3.8, 5.2, 4.75)","(15.0, 24.0, 23.285714285714285)","(91.0, 110.0, 105.42857142857142)","(71.0, 130.0, 90.0)","(1.45, 1.86, 1.8276190476190477)","(41.0, 100.0, 77.14285714285714)","(31.0, 60.0, 49.0)"
11-01-2023 21:12:10.124873,"(8.0, 13.0, 12.6)","(14.0, 23.0, 19.8)","(3.8, 5.2, 4.7375)","(15.0, 24.0, 23.285714285714285)","(91.0, 110.0, 105.42857142857142)","(71.0, 130.0, 90.0)","(1.45, 1.86, 1.9175)","(41.0, 100.0, 77.14285714285714)","(31.0, 60.0, 49.0)"
11-01-2023 21:12:11.413259,"(8.0, 13.0, 12.6)","(14.0, 23.0, 19.8)","(3.8, 4.8, 4.7375)","(15.0, 24.0, 23.285714285714285)","(91.0, 110.0, 105.0)","(71.0, 130.0, 90.0)","(1.45, 1.92, 1.9175)","(41.0, 100.0, 77.14285714285714)","(31.0, 60.0, 49.0)"
11-01-2023 21:12:12.751093,"(8.0, 13.0, 12.6)","(14.0, 23.0, 19.8)","(3.8, 4.8, 4.7375)","(15.0, 24.0, 23.285714285714285)","(91.0, 110.0, 105.0)","(71.0, 130.0, 90.0)","(1.45, 1.92, 1.9175)","(41.0, 100.0, 77.14285714285714)","(31.0, 60.0, 49.0)"
11-01-2023 21:12:14.187718,"(8.0, 13.0, 12.6)","(14.0, 23.0, 20.0)","(3.8, 4.8, 4.7375)","(15.0, 24.0, 23.375)","(91.0, 110.0, 105.0)","(71.0, 130.0, 90.0)","(1.45, 1.92, 1.9175)","(41.0, 100.0, 77.14285714285714)","(31.0, 60.0, 49.0)"
11-01-2023 21:12:15.683629,"(8.0, 13.0, 11.76923076923077)","(14.0, 23.0, 20.0)","(3.8, 4.8, 4.7375)","(15.0, 24.0, 23.375)","(91.0, 110.0, 105.0)","(71.0, 130.0, 90.0)","(1.45, 1.92, 1.9175)","(41.0, 100.0, 80.0)","(31.0, 60.0, 49.0)"
11-01-2023 21:12:17.073355,"(8.0, 13.5, 11.76923076923077)","(14.0, 23.0, 20.0)","(3.8, 4.8, 4.7375)","(15.0, 24.0, 23.375)","(91.0, 110.0, 105.0)","(71.0, 130.0, 90.0)","(1.45, 1.92, 1.9175)","(41.0, 100.0, 80.0)","(31.0, 60.0, 49.0)"
11-01-2023 21:12:18.491057,"(8.0, 13.5, 11.76923076923077)","(14.0, 23.0, 20.0)","(3.8, 4.8, 4.825)","(15.0, 24.0, 23.375)","(91.0, 110.0, 105.0)","(71.0, 130.0, 125.0)","(1.45, 1.92, 1.9487864077669903)","(41.0, 100.0, 80.0)","(31.0, 60.0, 66.0)"
