,Mystical Charm,Magic Nitro,Bahamas Miss,Feel Your Way,Montana One,Atomic Pete,Financially Stable,Just Call Me Harry,Batman Jujon
11-01-2023 21:15:14.389636,"(8.0, 13.0, 12.666666666666666)","(14.0, 22.0, 20.6)","(3.8, 4.8, 4.654838709677419)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 100.0, 95.0)","(1.45, 1.84, 1.8148148148148149)","(41.0, 75.0, 65.0)","(31.0, 55.0, 44.166666666666664)"
11-01-2023 21:15:15.525757,"(8.0, 13.5, 13.2)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.654838709677419)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 100.0, 95.0)","(1.45, 1.84, 1.8148148148148149)","(41.0, 90.0, 68.33333333333333)","(31.0, 55.0, 44.166666666666664)"
11-01-2023 21:15:16.640846,"(8.0, 13.5, 12.857142857142858)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.654838709677419)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 100.0, 95.0)","(1.45, 1.84, 1.8148148148148149)","(41.0, 85.0, 68.33333333333333)","(31.0, 55.0, 44.166666666666664)"
11-01-2023 21:15:17.789574,"(8.0, 13.5, 12.857142857142858)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 100.0, 95.0)","(1.45, 1.84, 1.8133333333333335)","(41.0, 85.0, 68.33333333333333)","(31.0, 55.0, 44.166666666666664)"
11-01-2023 21:15:18.943586,"(8.0, 13.5, 12.857142857142858)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 100.0, 95.0)","(1.45, 1.84, 1.8133333333333335)","(41.0, 85.0, 68.33333333333333)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 21:15:20.017197,"(8.0, 13.5, 12.857142857142858)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 100.0, 92.5)","(1.45, 1.84, 1.8133333333333335)","(41.0, 85.0, 68.33333333333333)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 21:15:21.115807,"(8.0, 13.5, 12.857142857142858)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.84, 1.8133333333333335)","(41.0, 85.0, 64.0)","(31.0, 55.0, 44.666666666666664)"
11-01-2023 21:15:22.172228,"(8.0, 13.0, 12.666666666666666)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.84, 1.7890140845070424)","(41.0, 80.0, 64.0)","(31.0, 50.0, 44.666666666666664)"
11-01-2023 21:15:23.327497,"(8.0, 13.0, 12.666666666666666)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.8, 1.7876190476190477)","(41.0, 80.0, 64.0)","(31.0, 50.0, 44.666666666666664)"
11-01-2023 21:15:24.435862,"(8.0, 13.0, 12.666666666666666)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.693548387096774)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.8, 1.7876190476190477)","(41.0, 80.0, 64.0)","(31.0, 50.0, 44.666666666666664)"
11-01-2023 21:15:25.550461,"(8.0, 13.0, 12.666666666666666)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.82, 1.8176923076923077)","(41.0, 80.0, 64.0)","(31.0, 50.0, 44.666666666666664)"
11-01-2023 21:15:26.651364,"(8.0, 13.0, 12.666666666666666)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.083333333333332)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.82, 1.8176923076923077)","(41.0, 80.0, 64.0)","(31.0, 50.0, 44.666666666666664)"
11-01-2023 21:15:27.749306,"(8.0, 13.0, 12.666666666666666)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.666666666666668)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.82, 1.8176923076923077)","(41.0, 80.0, 64.0)","(31.0, 50.0, 46.5)"
11-01-2023 21:15:28.912803,"(8.0, 13.5, 12.857142857142858)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.693548387096774)","(15.0, 23.0, 20.666666666666668)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.82, 1.7971929824561403)","(41.0, 90.0, 77.5)","(31.0, 60.0, 45.714285714285715)"
11-01-2023 21:15:30.056528,"(8.0, 13.5, 12.857142857142858)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.666666666666668)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.8, 1.7968627450980392)","(41.0, 85.0, 70.0)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 21:15:31.252008,"(8.0, 13.5, 12.857142857142858)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.671428571428572)","(15.0, 23.0, 20.666666666666668)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.8, 1.7968627450980392)","(41.0, 85.0, 76.42857142857143)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 21:15:32.403598,"(8.0, 13.5, 12.857142857142858)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.8, 4.693548387096774)","(15.0, 23.0, 20.666666666666668)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.8, 1.7968627450980392)","(41.0, 85.0, 76.42857142857143)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 21:15:33.607277,"(8.0, 13.5, 12.857142857142858)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.7, 4.674468085106383)","(15.0, 23.0, 21.0)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.8, 1.7968627450980392)","(41.0, 85.0, 76.42857142857143)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 21:15:34.799144,"(8.0, 13.5, 13.2)","(14.0, 22.0, 21.18181818181818)","(3.8, 4.7, 4.658)","(15.0, 23.0, 19.833333333333332)","(91.0, 170.0, 130.0)","(71.0, 110.0, 92.5)","(1.45, 1.8, 1.7968627450980392)","(41.0, 85.0, 76.42857142857143)","(31.0, 55.0, 48.5)"
11-01-2023 21:15:35.993977,"(8.0, 13.0, 12.666666666666666)","(14.0, 22.0, 21.6)","(3.8, 4.7, 4.6553191489361705)","(15.0, 21.0, 24.25)","(91.0, 170.0, 130.0)","(71.0, 110.0, 103.33333333333334)","(1.45, 1.8, 1.7968627450980392)","(41.0, 85.0, 76.42857142857143)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 21:15:37.163536,"(8.0, 13.0, 12.666666666666666)","(14.0, 23.0, 21.8)","(3.8, 4.7, 4.6553191489361705)","(15.0, 25.0, 22.81818181818182)","(91.0, 170.0, 130.0)","(71.0, 110.0, 103.33333333333334)","(1.45, 1.8, 1.7968627450980392)","(41.0, 85.0, 76.42857142857143)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 21:15:38.333319,"(8.0, 13.0, 12.666666666666666)","(14.0, 23.0, 21.125)","(3.8, 4.7, 4.6553191489361705)","(15.0, 24.0, 22.81818181818182)","(91.0, 170.0, 130.0)","(71.0, 110.0, 103.33333333333334)","(1.45, 1.8, 1.7968627450980392)","(41.0, 85.0, 76.42857142857143)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 21:15:39.498934,"(8.0, 13.0, 12.666666666666666)","(14.0, 23.0, 21.125)","(3.8, 4.7, 4.6553191489361705)","(15.0, 24.0, 22.0)","(91.0, 170.0, 130.0)","(71.0, 110.0, 103.33333333333334)","(1.45, 1.8, 1.7979166666666666)","(41.0, 85.0, 76.42857142857143)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 21:15:40.643692,"(8.0, 13.0, 12.666666666666666)","(14.0, 23.0, 21.125)","(3.8, 4.7, 4.6553191489361705)","(15.0, 23.0, 22.0)","(91.0, 170.0, 130.0)","(71.0, 110.0, 97.0)","(1.45, 1.8, 1.7917355371900827)","(41.0, 85.0, 75.0)","(31.0, 55.0, 53.14285714285714)"
11-01-2023 21:15:41.817378,"(8.0, 13.0, 12.8)","(14.0, 23.0, 22.333333333333332)","(3.8, 4.3, 4.274468085106383)","(15.0, 23.0, 21.5)","(91.0, 170.0, 130.0)","(71.0, 130.0, 105.0)","(1.45, 1.8, 1.790909090909091)","(41.0, 85.0, 70.71428571428571)","(31.0, 55.0, 57.42857142857143)"
11-01-2023 21:15:42.932318,"(8.0, 13.0, 12.833333333333334)","(14.0, 23.0, 22.727272727272727)","(3.8, 4.3, 4.265714285714286)","(15.0, 23.0, 21.5)","(91.0, 170.0, 130.0)","(71.0, 120.0, 105.0)","(1.45, 1.8, 1.8076543209876543)","(41.0, 85.0, 70.71428571428571)","(31.0, 60.0, 53.25)"
11-01-2023 21:15:44.009635,"(8.0, 13.0, 12.954545454545455)","(14.0, 23.0, 22.666666666666668)","(3.8, 4.3, 4.2612903225806456)","(15.0, 23.0, 22.625)","(91.0, 170.0, 130.0)","(71.0, 120.0, 93.0)","(1.45, 1.82, 1.804888888888889)","(41.0, 85.0, 70.71428571428571)","(31.0, 60.0, 53.25)"
11-01-2023 21:15:45.103496,"(8.0, 13.0, 12.954545454545455)","(14.0, 23.0, 22.666666666666668)","(3.8, 4.3, 4.2612903225806456)","(15.0, 23.0, 22.625)","(91.0, 170.0, 130.0)","(71.0, 120.0, 95.45454545454545)","(1.45, 1.82, 1.8027848101265824)","(41.0, 85.0, 70.71428571428571)","(31.0, 60.0, 53.25)"
11-01-2023 21:15:46.183038,"(8.0, 13.0, 12.954545454545455)","(14.0, 23.0, 22.666666666666668)","(3.8, 4.3, 4.235849056603773)","(15.0, 24.0, 23.541666666666664)","(91.0, 170.0, 130.0)","(71.0, 120.0, 95.45454545454545)","(1.45, 1.82, 1.7969491525423729)","(41.0, 85.0, 70.71428571428571)","(31.0, 60.0, 53.25)"
11-01-2023 21:15:47.377844,"(8.0, 13.0, 12.954545454545455)","(14.0, 23.0, 22.8)","(3.8, 4.3, 4.235849056603773)","(15.0, 24.0, 20.428571428571427)","(91.0, 170.0, 158.88888888888889)","(71.0, 120.0, 95.45454545454545)","(1.45, 1.82, 1.7984126984126985)","(41.0, 85.0, 70.71428571428571)","(31.0, 60.0, 53.14285714285714)"
11-01-2023 21:15:48.575174,"(8.0, 13.0, 12.954545454545455)","(14.0, 23.0, 22.8)","(3.8, 4.3, 4.235849056603773)","(15.0, 24.0, 22.125)","(91.0, 170.0, 153.33333333333334)","(71.0, 120.0, 95.45454545454545)","(1.45, 1.82, 1.7925925925925927)","(41.0, 85.0, 70.71428571428571)","(31.0, 60.0, 55.2)"
11-01-2023 21:15:49.812366,"(8.0, 13.5, 13.375)","(14.0, 25.0, 22.545454545454547)","(3.8, 4.3, 4.235849056603773)","(15.0, 24.0, 21.3)","(91.0, 170.0, 154.0)","(71.0, 120.0, 95.45454545454545)","(1.45, 1.82, 1.7865384615384616)","(41.0, 85.0, 72.5)","(31.0, 60.0, 49.5)"
11-01-2023 21:15:51.060661,"(8.0, 13.5, 13.40909090909091)","(14.0, 25.0, 22.545454545454547)","(3.8, 4.3, 4.235849056603773)","(15.0, 24.0, 22.5)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 95.45454545454545)","(1.45, 1.82, 1.7865384615384616)","(41.0, 85.0, 72.5)","(31.0, 60.0, 54.75)"
11-01-2023 21:15:52.272603,"(8.0, 13.5, 13.40909090909091)","(14.0, 25.0, 23.0)","(3.8, 4.3, 4.235849056603773)","(15.0, 24.0, 22.5)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 95.45454545454545)","(1.45, 1.82, 1.7865384615384616)","(41.0, 85.0, 72.5)","(31.0, 60.0, 51.0)"
11-01-2023 21:15:53.476911,"(8.0, 13.5, 13.375)","(14.0, 26.0, 23.454545454545453)","(3.8, 4.3, 4.235849056603773)","(15.0, 25.0, 22.5)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 95.45454545454545)","(1.45, 1.82, 1.7865384615384616)","(41.0, 85.0, 72.5)","(31.0, 60.0, 56.0)"
11-01-2023 21:15:54.720661,"(8.0, 13.5, 13.375)","(14.0, 26.0, 23.142857142857142)","(3.8, 4.3, 4.235849056603773)","(15.0, 25.0, 22.5)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 81.42857142857143)","(1.45, 1.82, 1.7865384615384616)","(41.0, 85.0, 72.5)","(31.0, 60.0, 56.0)"
11-01-2023 21:15:56.009593,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.142857142857142)","(3.8, 4.3, 4.235849056603773)","(15.0, 25.0, 23.076923076923077)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 81.42857142857143)","(1.45, 1.82, 1.7865384615384616)","(41.0, 85.0, 72.5)","(31.0, 60.0, 51.25)"
11-01-2023 21:15:57.180819,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.142857142857142)","(3.8, 4.3, 4.235849056603773)","(15.0, 25.0, 23.076923076923077)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 81.42857142857143)","(1.45, 1.82, 1.7865384615384616)","(41.0, 85.0, 72.5)","(31.0, 60.0, 51.25)"
11-01-2023 21:15:58.380821,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.142857142857142)","(3.8, 4.3, 4.235849056603773)","(15.0, 25.0, 23.076923076923077)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 81.42857142857143)","(1.45, 1.82, 1.7865384615384616)","(41.0, 85.0, 72.5)","(31.0, 60.0, 51.25)"
11-01-2023 21:15:59.620803,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.23076923076923)","(3.8, 4.3, 4.234545454545454)","(15.0, 25.0, 23.076923076923077)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 81.42857142857143)","(1.45, 1.82, 1.7850746268656716)","(41.0, 85.0, 72.5)","(31.0, 60.0, 52.5)"
11-01-2023 21:16:00.806375,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.23076923076923)","(3.8, 4.3, 4.229411764705882)","(15.0, 25.0, 23.076923076923077)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 81.42857142857143)","(1.45, 1.8, 1.784857142857143)","(41.0, 85.0, 72.5)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:02.053890,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.23076923076923)","(3.8, 4.3, 4.229411764705882)","(15.0, 25.0, 23.076923076923077)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 81.42857142857143)","(1.45, 1.8, 1.784857142857143)","(41.0, 85.0, 72.5)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:03.249051,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.23076923076923)","(3.8, 4.3, 4.234090909090909)","(15.0, 25.0, 23.076923076923077)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 81.42857142857143)","(1.45, 1.8, 1.784857142857143)","(41.0, 85.0, 72.5)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:04.453744,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.23076923076923)","(3.8, 4.3, 4.239583333333333)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 158.57142857142858)","(71.0, 120.0, 81.42857142857143)","(1.45, 1.8, 1.784857142857143)","(41.0, 85.0, 72.5)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:05.658006,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.23076923076923)","(3.8, 4.3, 4.239583333333333)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 158.57142857142858)","(71.0, 120.0, 86.25)","(1.45, 1.8, 1.784857142857143)","(41.0, 85.0, 72.5)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:06.864262,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.23076923076923)","(3.8, 4.3, 4.239583333333333)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 158.57142857142858)","(71.0, 120.0, 86.25)","(1.45, 1.8, 1.784857142857143)","(41.0, 85.0, 78.18181818181819)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:08.078552,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 23.88235294117647)","(3.8, 4.3, 4.239583333333333)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 158.57142857142858)","(71.0, 120.0, 86.25)","(1.45, 1.8, 1.784857142857143)","(41.0, 85.0, 80.0)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:09.321208,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 24.666666666666668)","(3.8, 4.3, 4.239583333333333)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 158.57142857142858)","(71.0, 120.0, 86.25)","(1.45, 1.8, 1.784857142857143)","(41.0, 85.0, 80.0)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:10.566689,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 24.666666666666668)","(3.8, 4.3, 4.239583333333333)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 158.57142857142858)","(71.0, 120.0, 86.25)","(1.45, 1.8, 1.784857142857143)","(41.0, 85.0, 80.0)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:11.787678,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 24.666666666666668)","(3.8, 4.3, 4.239583333333333)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 158.57142857142858)","(71.0, 120.0, 86.25)","(1.45, 1.8, 1.784857142857143)","(41.0, 85.0, 80.0)","(31.0, 60.0, 54.61538461538461)"
11-01-2023 21:16:12.962137,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 24.666666666666668)","(3.8, 4.3, 4.234090909090909)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 158.57142857142858)","(71.0, 120.0, 86.25)","(1.45, 1.8, 1.783939393939394)","(41.0, 85.0, 80.0)","(31.0, 60.0, 56.666666666666664)"
11-01-2023 21:16:14.166470,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 24.666666666666668)","(3.8, 4.3, 4.234090909090909)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 158.57142857142858)","(71.0, 120.0, 86.25)","(1.45, 1.8, 1.783939393939394)","(41.0, 85.0, 80.0)","(31.0, 60.0, 56.666666666666664)"
11-01-2023 21:16:15.390937,"(8.0, 13.5, 13.423076923076923)","(14.0, 26.0, 24.666666666666668)","(3.8, 4.3, 4.234090909090909)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 156.66666666666666)","(71.0, 120.0, 98.33333333333333)","(1.45, 1.8, 1.7827659574468084)","(41.0, 85.0, 79.375)","(31.0, 60.0, 56.666666666666664)"
11-01-2023 21:16:16.528714,"(8.0, 13.5, 13.423076923076923)","(14.0, 27.0, 24.727272727272727)","(3.8, 4.3, 4.201587301587302)","(15.0, 25.0, 21.666666666666668)","(91.0, 170.0, 156.66666666666666)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.8, 1.8029411764705883)","(41.0, 85.0, 79.375)","(31.0, 60.0, 56.666666666666664)"
11-01-2023 21:16:17.708024,"(8.0, 13.5, 13.423076923076923)","(14.0, 27.0, 25.11764705882353)","(3.8, 4.3, 4.164615384615384)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.82, 1.7878260869565217)","(41.0, 85.0, 79.375)","(31.0, 60.0, 56.666666666666664)"
11-01-2023 21:16:18.945746,"(8.0, 13.5, 13.423076923076923)","(14.0, 27.0, 24.6)","(3.8, 4.3, 4.164615384615384)","(15.0, 25.0, 21.5)","(91.0, 170.0, 156.66666666666666)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.81, 1.7861764705882353)","(41.0, 85.0, 80.0)","(31.0, 60.0, 55.0)"
11-01-2023 21:16:20.181259,"(8.0, 13.5, 13.423076923076923)","(14.0, 27.0, 25.666666666666668)","(3.8, 4.3, 4.164615384615384)","(15.0, 25.0, 21.5)","(91.0, 170.0, 156.66666666666666)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.81, 1.7861764705882353)","(41.0, 85.0, 80.0)","(31.0, 60.0, 55.0)"
11-01-2023 21:16:21.375026,"(8.0, 13.5, 13.423076923076923)","(14.0, 27.0, 25.666666666666668)","(3.8, 4.3, 4.164615384615384)","(15.0, 25.0, 21.5)","(91.0, 170.0, 156.66666666666666)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.81, 1.7842857142857143)","(41.0, 85.0, 80.0)","(31.0, 60.0, 55.0)"
11-01-2023 21:16:22.565941,"(8.0, 13.5, 13.423076923076923)","(14.0, 27.0, 25.666666666666668)","(3.8, 4.3, 4.164615384615384)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.81, 1.78)","(41.0, 85.0, 80.0)","(31.0, 60.0, 55.625)"
11-01-2023 21:16:23.777478,"(8.0, 13.5, 13.423076923076923)","(14.0, 27.0, 25.22222222222222)","(3.8, 4.3, 4.164615384615384)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.81, 1.7913793103448277)","(41.0, 85.0, 80.0)","(31.0, 60.0, 55.625)"
11-01-2023 21:16:25.020340,"(8.0, 13.5, 13.423076923076923)","(14.0, 27.0, 26.666666666666668)","(3.8, 4.3, 4.164615384615384)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.81, 1.7913793103448277)","(41.0, 85.0, 80.0)","(31.0, 60.0, 55.625)"
11-01-2023 21:16:26.310102,"(8.0, 13.5, 13.423076923076923)","(14.0, 30.0, 27.6)","(3.8, 4.3, 4.164615384615384)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.81, 1.7913793103448277)","(41.0, 85.0, 80.0)","(31.0, 60.0, 55.625)"
11-01-2023 21:16:27.538964,"(8.0, 13.5, 13.423076923076923)","(14.0, 30.0, 27.6)","(3.8, 4.3, 4.164615384615384)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.81, 1.79)","(41.0, 85.0, 80.0)","(31.0, 60.0, 55.625)"
11-01-2023 21:16:28.720570,"(8.0, 13.5, 13.423076923076923)","(14.0, 30.0, 27.6)","(3.8, 4.3, 4.127450980392156)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.81, 1.7840350877192983)","(41.0, 85.0, 80.0)","(31.0, 60.0, 55.625)"
11-01-2023 21:16:29.892364,"(8.0, 13.5, 13.423076923076923)","(14.0, 30.0, 29.0)","(3.8, 4.3, 4.127450980392156)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.79, 1.7796385542168676)","(41.0, 85.0, 80.0)","(31.0, 60.0, 55.625)"
11-01-2023 21:16:31.107153,"(8.0, 13.5, 13.423076923076923)","(14.0, 36.0, 32.25)","(3.8, 4.4, 4.34)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.79, 1.7796385542168676)","(41.0, 85.0, 77.5)","(31.0, 60.0, 55.625)"
11-01-2023 21:16:32.439189,"(8.0, 13.5, 13.423076923076923)","(14.0, 34.0, 31.666666666666668)","(3.8, 4.4, 4.325)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.79, 1.7796385542168676)","(41.0, 85.0, 77.5)","(31.0, 60.0, 55.625)"
11-01-2023 21:16:33.744525,"(8.0, 13.5, 13.357142857142858)","(14.0, 34.0, 30.0)","(3.8, 4.4, 4.34)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.79, 1.7796385542168676)","(41.0, 85.0, 77.5)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:35.049360,"(8.0, 12.5, 12.4)","(14.0, 32.0, 30.0)","(3.8, 4.4, 4.34)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.79, 1.7834848484848485)","(41.0, 85.0, 77.5)","(31.0, 60.0, 51.25)"
11-01-2023 21:16:36.323724,"(8.0, 12.5, 12.4)","(14.0, 32.0, 30.0)","(3.8, 4.4, 4.35)","(15.0, 25.0, 21.5)","(91.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.45, 1.79, 1.7834848484848485)","(41.0, 85.0, 77.5)","(31.0, 60.0, 52.5)"
11-01-2023 21:16:37.594616,"(8.5, 12.5, 12.4)","(14.0, 32.0, 30.0)","(3.8, 4.5, 4.344444444444444)","(16.0, 25.0, 21.5)","(101.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.4, 1.79, 1.7834848484848485)","(41.0, 85.0, 77.5)","(31.0, 60.0, 52.5)"
11-01-2023 21:16:38.867449,"(8.5, 12.5, 12.4)","(14.0, 32.0, 30.0)","(3.8, 4.5, 4.344444444444444)","(16.0, 25.0, 21.5)","(101.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.4, 1.79, 1.7850574712643679)","(41.0, 85.0, 77.5)","(31.0, 60.0, 52.5)"
11-01-2023 21:16:40.169109,"(8.5, 12.5, 12.333333333333334)","(14.0, 32.0, 30.0)","(3.8, 4.5, 4.344444444444444)","(16.0, 25.0, 21.5)","(101.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.4, 1.79, 1.7850574712643679)","(41.0, 85.0, 77.5)","(31.0, 60.0, 52.5)"
11-01-2023 21:16:41.447854,"(8.5, 12.5, 12.333333333333334)","(14.0, 32.0, 30.0)","(3.8, 4.5, 4.344444444444444)","(16.0, 25.0, 21.5)","(101.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.4, 1.79, 1.7850574712643679)","(41.0, 85.0, 77.5)","(31.0, 60.0, 52.5)"
11-01-2023 21:16:42.787385,"(8.5, 12.5, 12.333333333333334)","(14.0, 32.0, 29.0)","(3.8, 4.5, 4.344444444444444)","(16.0, 25.0, 21.5)","(101.0, 170.0, 146.0)","(71.0, 110.0, 98.33333333333333)","(1.4, 1.79, 1.7850574712643679)","(41.0, 85.0, 77.5)","(31.0, 60.0, 52.5)"
