,Stay Focused,Elish Star,Luvaflair,Majestic Dream,Majestic Courtney Nz,Lightning Calder,Peachee,Flingandwingit
311,"[datetime.datetime(2022, 11, 28, 14, 38, 35, 918384), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 35, 918384), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 35, 918384), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 35, 918384), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 35, 918384), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 35, 918384), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 35, 918384), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 35, 918384), 14.0, 28.0]"
312,"[datetime.datetime(2022, 11, 28, 14, 38, 37, 113024), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 37, 113024), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 37, 113024), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 37, 113024), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 37, 113024), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 37, 113024), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 37, 113024), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 37, 113024), 14.0, 28.0]"
313,"[datetime.datetime(2022, 11, 28, 14, 38, 38, 304820), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 38, 304820), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 38, 304820), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 38, 304820), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 38, 304820), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 38, 304820), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 38, 304820), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 38, 304820), 14.0, 28.0]"
314,"[datetime.datetime(2022, 11, 28, 14, 38, 39, 490994), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 39, 490994), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 39, 490994), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 39, 490994), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 39, 490994), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 39, 490994), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 39, 490994), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 39, 490994), 14.0, 28.0]"
315,"[datetime.datetime(2022, 11, 28, 14, 38, 40, 678793), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 40, 678793), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 40, 678793), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 40, 678793), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 40, 678793), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 40, 678793), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 40, 678793), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 40, 678793), 14.0, 28.0]"
316,"[datetime.datetime(2022, 11, 28, 14, 38, 41, 866727), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 41, 866727), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 41, 866727), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 41, 866727), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 41, 866727), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 41, 866727), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 41, 866727), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 41, 866727), 14.0, 28.0]"
317,"[datetime.datetime(2022, 11, 28, 14, 38, 43, 39321), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 43, 39321), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 43, 39321), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 43, 39321), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 43, 39321), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 43, 39321), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 43, 39321), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 43, 39321), 14.0, 28.0]"
318,"[datetime.datetime(2022, 11, 28, 14, 38, 44, 248019), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 44, 248019), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 44, 248019), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 44, 248019), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 44, 248019), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 44, 248019), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 44, 248019), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 44, 248019), 14.0, 28.0]"
319,"[datetime.datetime(2022, 11, 28, 14, 38, 45, 445233), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 45, 445233), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 45, 445233), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 45, 445233), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 45, 445233), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 45, 445233), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 45, 445233), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 45, 445233), 14.0, 28.0]"
320,"[datetime.datetime(2022, 11, 28, 14, 38, 46, 633679), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 46, 633679), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 46, 633679), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 46, 633679), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 46, 633679), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 46, 633679), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 46, 633679), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 46, 633679), 14.0, 28.0]"
321,"[datetime.datetime(2022, 11, 28, 14, 38, 47, 806719), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 47, 806719), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 47, 806719), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 47, 806719), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 47, 806719), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 47, 806719), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 47, 806719), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 47, 806719), 14.0, 28.0]"
322,"[datetime.datetime(2022, 11, 28, 14, 38, 48, 998553), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 48, 998553), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 48, 998553), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 48, 998553), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 48, 998553), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 48, 998553), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 48, 998553), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 48, 998553), 14.0, 28.0]"
323,"[datetime.datetime(2022, 11, 28, 14, 38, 50, 190569), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 50, 190569), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 50, 190569), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 50, 190569), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 50, 190569), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 50, 190569), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 50, 190569), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 50, 190569), 14.0, 28.0]"
324,"[datetime.datetime(2022, 11, 28, 14, 38, 51, 388061), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 51, 388061), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 51, 388061), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 51, 388061), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 51, 388061), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 51, 388061), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 51, 388061), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 51, 388061), 14.0, 28.0]"
325,"[datetime.datetime(2022, 11, 28, 14, 38, 52, 573273), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 52, 573273), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 52, 573273), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 52, 573273), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 52, 573273), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 52, 573273), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 52, 573273), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 52, 573273), 14.0, 28.0]"
326,"[datetime.datetime(2022, 11, 28, 14, 38, 53, 749360), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 53, 749360), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 53, 749360), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 53, 749360), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 53, 749360), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 53, 749360), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 53, 749360), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 53, 749360), 14.0, 28.0]"
327,"[datetime.datetime(2022, 11, 28, 14, 38, 54, 948147), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 54, 948147), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 54, 948147), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 54, 948147), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 54, 948147), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 54, 948147), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 54, 948147), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 54, 948147), 14.0, 28.0]"
328,"[datetime.datetime(2022, 11, 28, 14, 38, 56, 133401), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 56, 133401), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 56, 133401), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 56, 133401), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 56, 133401), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 56, 133401), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 56, 133401), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 56, 133401), 14.0, 28.0]"
329,"[datetime.datetime(2022, 11, 28, 14, 38, 57, 346709), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 57, 346709), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 57, 346709), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 57, 346709), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 57, 346709), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 57, 346709), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 57, 346709), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 57, 346709), 14.0, 28.0]"
330,"[datetime.datetime(2022, 11, 28, 14, 38, 58, 538656), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 58, 538656), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 58, 538656), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 58, 538656), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 58, 538656), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 58, 538656), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 58, 538656), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 58, 538656), 14.0, 28.0]"
331,"[datetime.datetime(2022, 11, 28, 14, 38, 59, 742101), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 38, 59, 742101), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 38, 59, 742101), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 38, 59, 742101), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 38, 59, 742101), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 38, 59, 742101), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 38, 59, 742101), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 38, 59, 742101), 14.0, 28.0]"
332,"[datetime.datetime(2022, 11, 28, 14, 39, 0, 948976), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 0, 948976), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 0, 948976), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 0, 948976), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 0, 948976), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 0, 948976), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 0, 948976), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 0, 948976), 14.0, 28.0]"
333,"[datetime.datetime(2022, 11, 28, 14, 39, 2, 138464), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 2, 138464), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 2, 138464), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 2, 138464), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 2, 138464), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 2, 138464), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 2, 138464), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 2, 138464), 14.0, 28.0]"
334,"[datetime.datetime(2022, 11, 28, 14, 39, 3, 316043), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 3, 316043), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 3, 316043), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 3, 316043), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 3, 316043), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 3, 316043), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 3, 316043), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 3, 316043), 14.0, 28.0]"
335,"[datetime.datetime(2022, 11, 28, 14, 39, 4, 506897), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 4, 506897), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 4, 506897), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 4, 506897), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 4, 506897), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 4, 506897), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 4, 506897), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 4, 506897), 14.0, 28.0]"
336,"[datetime.datetime(2022, 11, 28, 14, 39, 5, 695117), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 5, 695117), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 5, 695117), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 5, 695117), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 5, 695117), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 5, 695117), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 5, 695117), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 5, 695117), 14.0, 28.0]"
337,"[datetime.datetime(2022, 11, 28, 14, 39, 6, 878639), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 6, 878639), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 6, 878639), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 6, 878639), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 6, 878639), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 6, 878639), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 6, 878639), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 6, 878639), 14.0, 28.0]"
338,"[datetime.datetime(2022, 11, 28, 14, 39, 8, 51559), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 8, 51559), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 8, 51559), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 8, 51559), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 8, 51559), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 8, 51559), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 8, 51559), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 8, 51559), 14.0, 28.0]"
339,"[datetime.datetime(2022, 11, 28, 14, 39, 9, 250282), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 9, 250282), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 9, 250282), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 9, 250282), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 9, 250282), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 9, 250282), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 9, 250282), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 9, 250282), 14.0, 28.0]"
340,"[datetime.datetime(2022, 11, 28, 14, 39, 10, 442799), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 10, 442799), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 10, 442799), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 10, 442799), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 10, 442799), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 10, 442799), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 10, 442799), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 10, 442799), 14.0, 28.0]"
341,"[datetime.datetime(2022, 11, 28, 14, 39, 11, 657156), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 11, 657156), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 11, 657156), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 11, 657156), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 11, 657156), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 11, 657156), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 11, 657156), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 11, 657156), 14.0, 28.0]"
342,"[datetime.datetime(2022, 11, 28, 14, 39, 12, 880214), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 12, 880214), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 12, 880214), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 12, 880214), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 12, 880214), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 12, 880214), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 12, 880214), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 12, 880214), 14.0, 28.0]"
343,"[datetime.datetime(2022, 11, 28, 14, 39, 14, 72610), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 14, 72610), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 14, 72610), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 14, 72610), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 14, 72610), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 14, 72610), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 14, 72610), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 14, 72610), 14.0, 28.0]"
344,"[datetime.datetime(2022, 11, 28, 14, 39, 15, 261907), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 15, 261907), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 15, 261907), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 15, 261907), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 15, 261907), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 15, 261907), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 15, 261907), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 15, 261907), 14.0, 28.0]"
345,"[datetime.datetime(2022, 11, 28, 14, 39, 16, 443097), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 16, 443097), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 16, 443097), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 16, 443097), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 16, 443097), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 16, 443097), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 16, 443097), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 16, 443097), 14.0, 28.0]"
346,"[datetime.datetime(2022, 11, 28, 14, 39, 17, 632832), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 17, 632832), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 17, 632832), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 17, 632832), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 17, 632832), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 17, 632832), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 17, 632832), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 17, 632832), 14.0, 28.0]"
347,"[datetime.datetime(2022, 11, 28, 14, 39, 18, 839134), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 18, 839134), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 18, 839134), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 18, 839134), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 18, 839134), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 18, 839134), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 18, 839134), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 18, 839134), 14.0, 28.0]"
348,"[datetime.datetime(2022, 11, 28, 14, 39, 20, 46165), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 20, 46165), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 20, 46165), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 20, 46165), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 20, 46165), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 20, 46165), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 20, 46165), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 20, 46165), 14.0, 28.0]"
349,"[datetime.datetime(2022, 11, 28, 14, 39, 21, 253572), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 21, 253572), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 21, 253572), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 21, 253572), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 21, 253572), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 21, 253572), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 21, 253572), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 21, 253572), 14.0, 28.0]"
350,"[datetime.datetime(2022, 11, 28, 14, 39, 22, 443793), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 22, 443793), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 22, 443793), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 22, 443793), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 22, 443793), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 22, 443793), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 22, 443793), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 22, 443793), 14.0, 28.0]"
351,"[datetime.datetime(2022, 11, 28, 14, 39, 23, 647045), 2.2, 3.15]","[datetime.datetime(2022, 11, 28, 14, 39, 23, 647045), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 39, 23, 647045), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 14, 39, 23, 647045), 51.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 39, 23, 647045), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 39, 23, 647045), 51.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 39, 23, 647045), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 39, 23, 647045), 14.0, 28.0]"
